Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33
SRR27961789_2	(2.0, 119.0)	(3.0, 53.0)	(4.0, 56.0)	(5.0, 69.0)	(6.0, 47.0)	(7.0, 58.0)	(8.0, 68.0)	(9.0, 86.0)	(10.0, 93.0)	(11.0, 81.0)	(12.0, 92.0)	(13.0, 100.0)	(14.0, 740.0)	(15.0, 4080.0)	(16.0, 10446.0)	(17.0, 12713.0)	(18.0, 9517.0)	(19.0, 8627.0)	(20.0, 9009.0)	(21.0, 10507.0)	(22.0, 12676.0)	(23.0, 16187.0)	(24.0, 21989.0)	(25.0, 29567.0)	(26.0, 39661.0)	(27.0, 52684.0)	(28.0, 68462.0)	(29.0, 87259.0)	(30.0, 110677.0)	(31.0, 142013.0)	(32.0, 193106.0)	(33.0, 296289.0)	(34.0, 656774.0)	(35.0, 8345123.0)
SRR27961790_1	(15.0, 1.0)	(16.0, 16.0)	(17.0, 93.0)	(18.0, 333.0)	(19.0, 1034.0)	(20.0, 2072.0)	(21.0, 3645.0)	(22.0, 5447.0)	(23.0, 7845.0)	(24.0, 11185.0)	(25.0, 16369.0)	(26.0, 23459.0)	(27.0, 33111.0)	(28.0, 45195.0)	(29.0, 61579.0)	(30.0, 82873.0)	(31.0, 112249.0)	(32.0, 160552.0)	(33.0, 265038.0)	(34.0, 627648.0)	(35.0, 6350481.0)													
SRR27961790_2	(2.0, 98.0)	(3.0, 48.0)	(4.0, 50.0)	(5.0, 45.0)	(6.0, 49.0)	(7.0, 41.0)	(8.0, 50.0)	(9.0, 76.0)	(10.0, 69.0)	(11.0, 85.0)	(12.0, 70.0)	(13.0, 77.0)	(14.0, 910.0)	(15.0, 8264.0)	(16.0, 30711.0)	(17.0, 36915.0)	(18.0, 18170.0)	(19.0, 11225.0)	(20.0, 10156.0)	(21.0, 10024.0)	(22.0, 11329.0)	(23.0, 14161.0)	(24.0, 18551.0)	(25.0, 24746.0)	(26.0, 33433.0)	(27.0, 43269.0)	(28.0, 55827.0)	(29.0, 71043.0)	(30.0, 90530.0)	(31.0, 118230.0)	(32.0, 164379.0)	(33.0, 266648.0)	(34.0, 625043.0)	(35.0, 6145903.0)
SRR27961791_1	(15.0, 1.0)	(16.0, 11.0)	(17.0, 53.0)	(18.0, 276.0)	(19.0, 807.0)	(20.0, 1850.0)	(21.0, 3509.0)	(22.0, 6250.0)	(23.0, 9867.0)	(24.0, 15172.0)	(25.0, 22856.0)	(26.0, 35956.0)	(27.0, 54299.0)	(28.0, 70745.0)	(29.0, 83571.0)	(30.0, 102930.0)	(31.0, 134000.0)	(32.0, 183618.0)	(33.0, 288679.0)	(34.0, 668613.0)	(35.0, 8889854.0)													
SRR27961791_2	(2.0, 152.0)	(3.0, 79.0)	(4.0, 58.0)	(5.0, 61.0)	(6.0, 52.0)	(7.0, 72.0)	(8.0, 93.0)	(9.0, 104.0)	(10.0, 110.0)	(11.0, 81.0)	(12.0, 95.0)	(13.0, 124.0)	(14.0, 1115.0)	(15.0, 6268.0)	(16.0, 17548.0)	(17.0, 20233.0)	(18.0, 11954.0)	(19.0, 9632.0)	(20.0, 9779.0)	(21.0, 10595.0)	(22.0, 13129.0)	(23.0, 17523.0)	(24.0, 23198.0)	(25.0, 31935.0)	(26.0, 42436.0)	(27.0, 56103.0)	(28.0, 71590.0)	(29.0, 92066.0)	(30.0, 115786.0)	(31.0, 150473.0)	(32.0, 205082.0)	(33.0, 321377.0)	(34.0, 730370.0)	(35.0, 8613644.0)
SRR27961792_1	(16.0, 12.0)	(17.0, 65.0)	(18.0, 264.0)	(19.0, 767.0)	(20.0, 1642.0)	(21.0, 2966.0)	(22.0, 4759.0)	(23.0, 7458.0)	(24.0, 11125.0)	(25.0, 16595.0)	(26.0, 24212.0)	(27.0, 34304.0)	(28.0, 46715.0)	(29.0, 62339.0)	(30.0, 80003.0)	(31.0, 104252.0)	(32.0, 142369.0)	(33.0, 222788.0)	(34.0, 506446.0)	(35.0, 7111627.0)														
SRR27961792_2	(2.0, 111.0)	(3.0, 38.0)	(4.0, 61.0)	(5.0, 59.0)	(6.0, 41.0)	(7.0, 45.0)	(8.0, 74.0)	(9.0, 70.0)	(10.0, 52.0)	(11.0, 76.0)	(12.0, 58.0)	(13.0, 88.0)	(14.0, 687.0)	(15.0, 3469.0)	(16.0, 9820.0)	(17.0, 11615.0)	(18.0, 7532.0)	(19.0, 6413.0)	(20.0, 6720.0)	(21.0, 7764.0)	(22.0, 9623.0)	(23.0, 12561.0)	(24.0, 16862.0)	(25.0, 23103.0)	(26.0, 30771.0)	(27.0, 41246.0)	(28.0, 53573.0)	(29.0, 67896.0)	(30.0, 86216.0)	(31.0, 111138.0)	(32.0, 149790.0)	(33.0, 230650.0)	(34.0, 505699.0)	(35.0, 6986787.0)
SRR27961793_1	(16.0, 10.0)	(17.0, 83.0)	(18.0, 332.0)	(19.0, 911.0)	(20.0, 2169.0)	(21.0, 4102.0)	(22.0, 7015.0)	(23.0, 10595.0)	(24.0, 15628.0)	(25.0, 22200.0)	(26.0, 33114.0)	(27.0, 57014.0)	(28.0, 80240.0)	(29.0, 84067.0)	(30.0, 86843.0)	(31.0, 110467.0)	(32.0, 150854.0)	(33.0, 234570.0)	(34.0, 535581.0)	(35.0, 7261009.0)														
SRR27961793_2	(2.0, 98.0)	(3.0, 49.0)	(4.0, 54.0)	(5.0, 54.0)	(6.0, 43.0)	(7.0, 57.0)	(8.0, 71.0)	(9.0, 68.0)	(10.0, 84.0)	(11.0, 85.0)	(12.0, 91.0)	(13.0, 82.0)	(14.0, 1027.0)	(15.0, 9257.0)	(16.0, 32932.0)	(17.0, 36926.0)	(18.0, 17126.0)	(19.0, 9987.0)	(20.0, 9222.0)	(21.0, 10181.0)	(22.0, 12656.0)	(23.0, 16386.0)	(24.0, 21677.0)	(25.0, 28234.0)	(26.0, 36555.0)	(27.0, 47300.0)	(28.0, 60461.0)	(29.0, 76220.0)	(30.0, 95806.0)	(31.0, 123155.0)	(32.0, 168589.0)	(33.0, 262079.0)	(34.0, 592393.0)	(35.0, 7027799.0)
SRR27961794_1	(14.0, 1.0)	(15.0, 1.0)	(16.0, 16.0)	(17.0, 61.0)	(18.0, 313.0)	(19.0, 878.0)	(20.0, 1912.0)	(21.0, 3622.0)	(22.0, 6154.0)	(23.0, 9555.0)	(24.0, 14059.0)	(25.0, 20387.0)	(26.0, 29544.0)	(27.0, 42318.0)	(28.0, 59693.0)	(29.0, 83375.0)	(30.0, 108963.0)	(31.0, 136870.0)	(32.0, 170458.0)	(33.0, 253693.0)	(34.0, 578973.0)	(35.0, 7250868.0)												
SRR27961794_2	(2.0, 124.0)	(3.0, 41.0)	(4.0, 50.0)	(5.0, 56.0)	(6.0, 68.0)	(7.0, 42.0)	(8.0, 55.0)	(9.0, 86.0)	(10.0, 72.0)	(11.0, 76.0)	(12.0, 84.0)	(13.0, 95.0)	(14.0, 1220.0)	(15.0, 11767.0)	(16.0, 46030.0)	(17.0, 51656.0)	(18.0, 22519.0)	(19.0, 11660.0)	(20.0, 9842.0)	(21.0, 10192.0)	(22.0, 12067.0)	(23.0, 15496.0)	(24.0, 20669.0)	(25.0, 27302.0)	(26.0, 35997.0)	(27.0, 47195.0)	(28.0, 60488.0)	(29.0, 76467.0)	(30.0, 96458.0)	(31.0, 125253.0)	(32.0, 169998.0)	(33.0, 265831.0)	(34.0, 603691.0)	(35.0, 7049067.0)
SRR27961795_1	(15.0, 1.0)	(16.0, 12.0)	(17.0, 76.0)	(18.0, 329.0)	(19.0, 952.0)	(20.0, 2183.0)	(21.0, 4169.0)	(22.0, 6794.0)	(23.0, 10191.0)	(24.0, 14447.0)	(25.0, 20325.0)	(26.0, 28399.0)	(27.0, 39761.0)	(28.0, 53393.0)	(29.0, 70992.0)	(30.0, 92944.0)	(31.0, 124282.0)	(32.0, 174626.0)	(33.0, 285231.0)	(34.0, 635026.0)	(35.0, 7455646.0)													
SRR27961795_2	(2.0, 113.0)	(3.0, 59.0)	(4.0, 63.0)	(5.0, 53.0)	(6.0, 46.0)	(7.0, 45.0)	(8.0, 53.0)	(9.0, 88.0)	(10.0, 89.0)	(11.0, 67.0)	(12.0, 82.0)	(13.0, 103.0)	(14.0, 1125.0)	(15.0, 10708.0)	(16.0, 41216.0)	(17.0, 46575.0)	(18.0, 20753.0)	(19.0, 11127.0)	(20.0, 9688.0)	(21.0, 10437.0)	(22.0, 12590.0)	(23.0, 16343.0)	(24.0, 21479.0)	(25.0, 28296.0)	(26.0, 37399.0)	(27.0, 47933.0)	(28.0, 61628.0)	(29.0, 78395.0)	(30.0, 99179.0)	(31.0, 128405.0)	(32.0, 175198.0)	(33.0, 276488.0)	(34.0, 634516.0)	(35.0, 7249440.0)
SRR27961796_1	(16.0, 13.0)	(17.0, 60.0)	(18.0, 250.0)	(19.0, 747.0)	(20.0, 1526.0)	(21.0, 2710.0)	(22.0, 4243.0)	(23.0, 6540.0)	(24.0, 10157.0)	(25.0, 15488.0)	(26.0, 23050.0)	(27.0, 33815.0)	(28.0, 46598.0)	(29.0, 62886.0)	(30.0, 81749.0)	(31.0, 105094.0)	(32.0, 141335.0)	(33.0, 219727.0)	(34.0, 493550.0)	(35.0, 5019286.0)														
SRR27961796_2	(2.0, 94.0)	(3.0, 28.0)	(4.0, 27.0)	(5.0, 38.0)	(6.0, 45.0)	(7.0, 35.0)	(8.0, 40.0)	(9.0, 50.0)	(10.0, 55.0)	(11.0, 47.0)	(12.0, 40.0)	(13.0, 55.0)	(14.0, 615.0)	(15.0, 2809.0)	(16.0, 7201.0)	(17.0, 8517.0)	(18.0, 6717.0)	(19.0, 6277.0)	(20.0, 6510.0)	(21.0, 7239.0)	(22.0, 8767.0)	(23.0, 11292.0)	(24.0, 14960.0)	(25.0, 20491.0)	(26.0, 28391.0)	(27.0, 38407.0)	(28.0, 50157.0)	(29.0, 65118.0)	(30.0, 83398.0)	(31.0, 108960.0)	(32.0, 147378.0)	(33.0, 227035.0)	(34.0, 496201.0)	(35.0, 4921830.0)
SRR27961797_1	(15.0, 1.0)	(16.0, 16.0)	(17.0, 96.0)	(18.0, 472.0)	(19.0, 1128.0)	(20.0, 2260.0)	(21.0, 3773.0)	(22.0, 5753.0)	(23.0, 8639.0)	(24.0, 13031.0)	(25.0, 19045.0)	(26.0, 28041.0)	(27.0, 39655.0)	(28.0, 55089.0)	(29.0, 73009.0)	(30.0, 92346.0)	(31.0, 117465.0)	(32.0, 156500.0)	(33.0, 239825.0)	(34.0, 535778.0)	(35.0, 7136397.0)													
SRR27961797_2	(2.0, 119.0)	(3.0, 52.0)	(4.0, 51.0)	(5.0, 55.0)	(6.0, 40.0)	(7.0, 51.0)	(8.0, 66.0)	(9.0, 78.0)	(10.0, 66.0)	(11.0, 77.0)	(12.0, 80.0)	(13.0, 79.0)	(14.0, 819.0)	(15.0, 4214.0)	(16.0, 10493.0)	(17.0, 12540.0)	(18.0, 9770.0)	(19.0, 8907.0)	(20.0, 9331.0)	(21.0, 10004.0)	(22.0, 12002.0)	(23.0, 15052.0)	(24.0, 20052.0)	(25.0, 27175.0)	(26.0, 35892.0)	(27.0, 46917.0)	(28.0, 60441.0)	(29.0, 77432.0)	(30.0, 97414.0)	(31.0, 125214.0)	(32.0, 168933.0)	(33.0, 259101.0)	(34.0, 570502.0)	(35.0, 6945300.0)
SRR27961798_1	(15.0, 4.0)	(16.0, 30.0)	(17.0, 134.0)	(18.0, 606.0)	(19.0, 1588.0)	(20.0, 3567.0)	(21.0, 6328.0)	(22.0, 10497.0)	(23.0, 14973.0)	(24.0, 21015.0)	(25.0, 29202.0)	(26.0, 39904.0)	(27.0, 54259.0)	(28.0, 71742.0)	(29.0, 94075.0)	(30.0, 121215.0)	(31.0, 158159.0)	(32.0, 217207.0)	(33.0, 356035.0)	(34.0, 724091.0)	(35.0, 9221806.0)													
SRR27961798_2	(2.0, 163.0)	(3.0, 64.0)	(4.0, 63.0)	(5.0, 93.0)	(6.0, 53.0)	(7.0, 63.0)	(8.0, 83.0)	(9.0, 101.0)	(10.0, 103.0)	(11.0, 96.0)	(12.0, 83.0)	(13.0, 115.0)	(14.0, 1716.0)	(15.0, 13824.0)	(16.0, 49311.0)	(17.0, 57302.0)	(18.0, 28128.0)	(19.0, 16445.0)	(20.0, 14652.0)	(21.0, 15789.0)	(22.0, 17968.0)	(23.0, 22291.0)	(24.0, 28834.0)	(25.0, 37528.0)	(26.0, 47962.0)	(27.0, 61719.0)	(28.0, 78407.0)	(29.0, 98914.0)	(30.0, 124079.0)	(31.0, 158548.0)	(32.0, 212416.0)	(33.0, 321763.0)	(34.0, 694019.0)	(35.0, 9043742.0)
