Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR27961772_1	(0.0, 0.006900071177435259)	(1.0, 0.0038555036888349593)	(2.0, 0.0006330993142182866)	(3.0, 0.00047304611680355134)	(4.0, 0.0004908298054051885)	(5.0, 0.0005619645598117376)	(6.0, 0.0007291312326671279)	(7.0, 0.0009603191844884123)	(8.0, 0.0010954752178608557)	(9.0, 0.0012341879889536263)	(10.0, 0.0018495036145702755)	(11.0, 0.0032081774237353623)	(12.0, 0.004090248378376571)	(13.0, 0.005178610120796772)	(14.0, 0.008760245005166516)	(15.0, 0.017132805598817344)	(16.0, 0.028123125154629173)	(17.0, 0.033234157258739724)	(18.0, 0.044178239224187295)	(19.0, 0.0743393750925641)	(20.0, 0.12008257891369548)	(21.0, 0.14660872883189763)	(22.0, 0.1844097373235378)	(23.0, 0.2737905562353667)	(24.0, 0.38738564554718485)	(25.0, 0.44940092443881435)	(26.0, 0.5214213065377249)	(27.0, 0.677800393887362)	(28.0, 0.8454223291709544)	(29.0, 0.92868555920382)	(30.0, 1.0243831443069504)	(31.0, 1.2110300696565741)	(32.0, 1.4092079386954997)	(33.0, 1.5164364674879316)	(34.0, 1.626624202063676)	(35.0, 1.831837298313409)	(36.0, 2.0260814154336524)	(37.0, 2.1253001708799073)	(38.0, 2.214713000431219)	(39.0, 2.396593897235604)	(40.0, 2.5541431512952286)	(41.0, 2.6922690606641453)	(42.0, 2.7653137832265102)	(43.0, 2.7949307382236768)	(44.0, 2.8514899814523242)	(45.0, 2.8947790362464296)	(46.0, 2.9111258028090545)	(47.0, 2.911083121956411)	(48.0, 2.921447455673445)	(49.0, 3.124576303619066)	(50.0, 3.3172981369950088)	(51.0, 3.1680218548728654)	(52.0, 2.9127867993244476)	(53.0, 2.776357453848127)	(54.0, 2.7458868817980817)	(55.0, 2.7093200612953954)	(56.0, 2.64746127886346)	(57.0, 2.579125677042809)	(58.0, 2.536082037151406)	(59.0, 2.4658115700108967)	(60.0, 2.3291581500581953)	(61.0, 2.172448286100568)	(62.0, 2.0821213749551317)	(63.0, 1.9949990844957108)	(64.0, 1.772841689746338)	(65.0, 1.533860925579816)	(66.0, 1.310956615909174)	(67.0, 1.191997966115102)	(68.0, 1.0931882355066849)	(69.0, 0.9072739981274487)	(70.0, 0.7320584278109574)	(71.0, 0.6439473642652854)	(72.0, 0.5847170110086723)	(73.0, 0.47686960985290333)	(74.0, 0.3924788939626938)	(75.0, 0.3567052259716403)	(76.0, 0.3167025968311174)	(77.0, 0.25313302355570483)	(78.0, 0.21022098295995412)	(79.0, 0.1908758864990931)	(80.0, 0.17494525824974644)	(81.0, 0.14400875355833825)	(82.0, 0.11769245116563543)	(83.0, 0.10638202521499411)	(84.0, 0.09306915592780847)	(85.0, 0.06989700967987511)	(86.0, 0.05228760122653389)	(87.0, 0.04453746973394037)	(88.0, 0.04040809724064019)	(89.0, 0.033070547323604656)	(90.0, 0.025462685339824237)	(91.0, 0.02097763907449132)	(92.0, 0.02089227736920346)	(93.0, 0.018384777276372607)	(94.0, 0.014209167192708174)	(95.0, 0.01050304648812697)	(96.0, 0.008465035774379338)	(97.0, 0.007547397442534856)	(98.0, 0.006050010862276998)	(99.0, 0.005523613679668534)	(100.0, 0.005576964745473447)
SRR27961772_2	(0.0, 0.004328150070582003)	(1.0, 0.0030411136822128897)	(2.0, 0.0017255557118300568)	(3.0, 0.0017148601185749122)	(4.0, 0.0017326861073334871)	(5.0, 0.002171205430794431)	(6.0, 0.0027416370710688304)	(7.0, 0.0032371995585572144)	(8.0, 0.0036008497292321436)	(9.0, 0.004071455832458523)	(10.0, 0.005041189620925001)	(11.0, 0.006506485896879863)	(12.0, 0.0074726544875946274)	(13.0, 0.009169688617410963)	(14.0, 0.013369491568931226)	(15.0, 0.021116666283407907)	(16.0, 0.032150953324965814)	(17.0, 0.03794083447375097)	(18.0, 0.049552683551086704)	(19.0, 0.0789905213869974)	(20.0, 0.1228602797218504)	(21.0, 0.14890404929812842)	(22.0, 0.18775757439631843)	(23.0, 0.27648465084324947)	(24.0, 0.3867918692813114)	(25.0, 0.4472255363706322)	(26.0, 0.5210322602266361)	(27.0, 0.6744284586919255)	(28.0, 0.8403349360679826)	(29.0, 0.9266519388347543)	(30.0, 1.0218569795965515)	(31.0, 1.2079317806540604)	(32.0, 1.4036753980142205)	(33.0, 1.5085492550786688)	(34.0, 1.6175872631171202)	(35.0, 1.8233455209618474)	(36.0, 2.014657597516626)	(37.0, 2.109249424265128)	(38.0, 2.206554366502685)	(39.0, 2.3919553451851203)	(40.0, 2.5453123264751407)	(41.0, 2.686290941171207)	(42.0, 2.7620086110221296)	(43.0, 2.7911184506648827)	(44.0, 2.846967273445498)	(45.0, 2.8907728582208203)	(46.0, 2.90783945985828)	(47.0, 2.9073759841505566)	(48.0, 2.9043206096773373)	(49.0, 2.899778547741652)	(50.0, 2.897828384571464)	(51.0, 2.8907336410455513)	(52.0, 2.83445699453473)	(53.0, 2.7651745066256526)	(54.0, 2.7450739217014837)	(55.0, 2.710591329046896)	(56.0, 2.6576124904564113)	(57.0, 2.599460549928188)	(58.0, 2.5598048553358623)	(59.0, 2.4864366508033195)	(60.0, 2.360267867567877)	(61.0, 2.216052053313254)	(62.0, 2.12463681776153)	(63.0, 2.0427549209978917)	(64.0, 1.8279838432368287)	(65.0, 1.5902421963614661)	(66.0, 1.3628931009323526)	(67.0, 1.2403964713811773)	(68.0, 1.1450274315228013)	(69.0, 0.9600542765705721)	(70.0, 0.7832026420967497)	(71.0, 0.6959551227167805)	(72.0, 0.6308296553862027)	(73.0, 0.5155133341069812)	(74.0, 0.4246934865797935)	(75.0, 0.38406449300124945)	(76.0, 0.3432073267665956)	(77.0, 0.27533309196944555)	(78.0, 0.22677509859108733)	(79.0, 0.20523417377522535)	(80.0, 0.1879358342839042)	(81.0, 0.15321437337995186)	(82.0, 0.12476409532126621)	(83.0, 0.11373693867521173)	(84.0, 0.10050648981859739)	(85.0, 0.07730418285043622)	(86.0, 0.05890776245158684)	(87.0, 0.050483200164284314)	(88.0, 0.04613722410494373)	(89.0, 0.038678830408355964)	(90.0, 0.030888873320858705)	(91.0, 0.02563733703258252)	(92.0, 0.025063340194556406)	(93.0, 0.021487446849586266)	(94.0, 0.01652825677695071)	(95.0, 0.013619055411551275)	(96.0, 0.012093150773817259)	(97.0, 0.011069939019075055)	(98.0, 0.010121596417118867)	(99.0, 0.04014412668431083)	(100.0, 0.07009178779871678)
SRR27961773_1	(0.0, 0.022011246031085792)	(1.0, 0.011677276294103391)	(2.0, 0.0010768354194312286)	(3.0, 0.000770211096610133)	(4.0, 0.0007300579114787991)	(5.0, 0.000868768914659771)	(6.0, 0.0010841359985460167)	(7.0, 0.0015769250887942062)	(8.0, 0.0019930580983371217)	(9.0, 0.0022522286569120952)	(10.0, 0.003157500467145806)	(11.0, 0.00485123482177662)	(12.0, 0.005898867924748697)	(13.0, 0.007421038670181994)	(14.0, 0.011874391930202666)	(15.0, 0.021222783486688688)	(16.0, 0.033575363348909974)	(17.0, 0.039510734169232606)	(18.0, 0.05254591817868656)	(19.0, 0.08642790585041764)	(20.0, 0.1363602167060101)	(21.0, 0.16544572389932544)	(22.0, 0.20625596115099032)	(23.0, 0.3029046777621111)	(24.0, 0.4170309807740344)	(25.0, 0.4753188044265017)	(26.0, 0.5527268447805987)	(27.0, 0.7089300355206026)	(28.0, 0.8717402503594895)	(29.0, 0.9557553148124698)	(30.0, 1.0478229180290612)	(31.0, 1.2264753895470382)	(32.0, 1.4116071250293893)	(33.0, 1.510153992210355)	(34.0, 1.6197758379084541)	(35.0, 1.8237248160591715)	(36.0, 2.0073088287691876)	(37.0, 2.0965657090265855)	(38.0, 2.189972968510741)	(39.0, 2.3767765366103784)	(40.0, 2.5335418719422207)	(41.0, 2.67355967878474)	(42.0, 2.750208458910899)	(43.0, 2.778005413890454)	(44.0, 2.837826359157027)	(45.0, 2.9017137269905366)	(46.0, 2.933577104537029)	(47.0, 3.122198516836249)	(48.0, 3.1561936634842596)	(49.0, 2.9669298002229376)	(50.0, 2.932292202612826)	(51.0, 2.925933398203846)	(52.0, 2.854920665154303)	(53.0, 2.7759722026069857)	(54.0, 2.761677668700231)	(55.0, 2.7178084887994696)	(56.0, 2.6584219279902266)	(57.0, 2.593570883713565)	(58.0, 2.5442372203453854)	(59.0, 2.4728083542862995)	(60.0, 2.344588283293278)	(61.0, 2.1955104577693074)	(62.0, 2.1032238371792724)	(63.0, 2.0114847600228467)	(64.0, 1.786959099637099)	(65.0, 1.5449120493758608)	(66.0, 1.3171412815735901)	(67.0, 1.1986309808032367)	(68.0, 1.0980509023388025)	(69.0, 0.9101777993988484)	(70.0, 0.7339892733321124)	(71.0, 0.6450937717408965)	(72.0, 0.5848347917274364)	(73.0, 0.47543196340278093)	(74.0, 0.3905152774291244)	(75.0, 0.35474243976666325)	(76.0, 0.31568434150254754)	(77.0, 0.25202329162159626)	(78.0, 0.20782923595022715)	(79.0, 0.18823813189569355)	(80.0, 0.17402755464875874)	(81.0, 0.14401487390786533)	(82.0, 0.11658294788404944)	(83.0, 0.10495312535419217)	(84.0, 0.09296192415815288)	(85.0, 0.07091782552105055)	(86.0, 0.05412284326748077)	(87.0, 0.04738075845497406)	(88.0, 0.04233240799709816)	(89.0, 0.03437477676197925)	(90.0, 0.027085148515863446)	(91.0, 0.022416428171956528)	(92.0, 0.0221280552969224)	(93.0, 0.019211473940564598)	(94.0, 0.014739869232756954)	(95.0, 0.011447308051987569)	(96.0, 0.009709770222668028)	(97.0, 0.008370113955104432)	(98.0, 0.00657782178242398)	(99.0, 0.00637705585676731)	(100.0, 0.006628925836227496)
SRR27961773_2	(0.0, 0.009231403616325802)	(1.0, 0.005662073387106624)	(2.0, 0.002151077461940057)	(3.0, 0.0022531624940321272)	(4.0, 0.002296913222071586)	(5.0, 0.0023953523601603684)	(6.0, 0.00286567268658455)	(7.0, 0.0037151659893507084)	(8.0, 0.004192778103781466)	(9.0, 0.004400594061968896)	(10.0, 0.005647489811093471)	(11.0, 0.007824088531056546)	(12.0, 0.008961607460082474)	(13.0, 0.010919452539848254)	(14.0, 0.015619009910086785)	(15.0, 0.024256132803876607)	(16.0, 0.03669956903709934)	(17.0, 0.04324759466700501)	(18.0, 0.05685771698127998)	(19.0, 0.09017754227733112)	(20.0, 0.1400023297262681)	(21.0, 0.1701174141934289)	(22.0, 0.21092955166623736)	(23.0, 0.3042061038463635)	(24.0, 0.41786320350487083)	(25.0, 0.47905588845606045)	(26.0, 0.5512810486612004)	(27.0, 0.7048023533516612)	(28.0, 0.8662826446513003)	(29.0, 0.9464667914656184)	(30.0, 1.040939196878823)	(31.0, 1.220353640780637)	(32.0, 1.4022764597567132)	(33.0, 1.4992572402441802)	(34.0, 1.6064975664569003)	(35.0, 1.8066607931314274)	(36.0, 1.994307665692666)	(37.0, 2.0890316377920977)	(38.0, 2.174239826542947)	(39.0, 2.3536287491867376)	(40.0, 2.51564498690486)	(41.0, 2.6597489473848275)	(42.0, 2.736017404039614)	(43.0, 2.7707700656789576)	(44.0, 2.833811218889814)	(45.0, 2.874798359274781)	(46.0, 2.8874970080882334)	(47.0, 2.8975523837493027)	(48.0, 2.900122739021621)	(49.0, 2.894737753578764)	(50.0, 2.896837788524658)	(51.0, 2.9042170779873135)	(52.0, 2.848682820529227)	(53.0, 2.769723694100014)	(54.0, 2.7536781145915423)	(55.0, 2.7146488192863414)	(56.0, 2.6585749695157688)	(57.0, 2.5976265594627996)	(58.0, 2.5537227038752026)	(59.0, 2.485690321773844)	(60.0, 2.3645919524546253)	(61.0, 2.2226390694365983)	(62.0, 2.1337521736364313)	(63.0, 2.0442017251276656)	(64.0, 1.8255866289024967)	(65.0, 1.588811334646949)	(66.0, 1.3601335709727045)	(67.0, 1.2391664538376042)	(68.0, 1.1400747007222334)	(69.0, 0.9535908683480436)	(70.0, 0.7764150033642487)	(71.0, 0.6866312176392727)	(72.0, 0.6211764825982391)	(73.0, 0.5069870824152517)	(74.0, 0.4183371697252983)	(75.0, 0.37842192217729875)	(76.0, 0.33619153193721113)	(77.0, 0.2695263600870858)	(78.0, 0.22308131637919704)	(79.0, 0.20107105428134597)	(80.0, 0.1856343390714236)	(81.0, 0.15361245204054308)	(82.0, 0.12706305190859818)	(83.0, 0.11709882359761142)	(84.0, 0.10307671526096487)	(85.0, 0.07882422835109157)	(86.0, 0.059621304635772455)	(87.0, 0.05064875949368011)	(88.0, 0.0468752592002768)	(89.0, 0.03921888179337151)	(90.0, 0.031212498562150554)	(91.0, 0.025710844511188612)	(92.0, 0.024332696577945657)	(93.0, 0.021047746080982963)	(94.0, 0.01667631917104037)	(95.0, 0.01365022714831114)	(96.0, 0.011710611538561802)	(97.0, 0.010966849161891001)	(98.0, 0.009574117652634896)	(99.0, 0.04010118814216726)	(100.0, 0.07127722776428494)
SRR27961774_1	(0.0, 0.019092439917090604)	(1.0, 0.010216199681549519)	(2.0, 0.0009792011336215488)	(3.0, 0.000658086591826628)	(4.0, 0.0006977303624185935)	(5.0, 0.0007809822806617212)	(6.0, 0.0009435217400887799)	(7.0, 0.0012686006589428971)	(8.0, 0.0015143920366130835)	(9.0, 0.0018077559389936286)	(10.0, 0.0025015219243530256)	(11.0, 0.0039881633215517335)	(12.0, 0.005074402635771589)	(13.0, 0.006660153459450211)	(14.0, 0.011017003847507223)	(15.0, 0.019841707181278753)	(16.0, 0.03207577478595932)	(17.0, 0.038256238621246746)	(18.0, 0.05166376183544949)	(19.0, 0.08495660037858216)	(20.0, 0.13449942048736147)	(21.0, 0.1641569252672109)	(22.0, 0.20552519987992696)	(23.0, 0.3006742136777034)	(24.0, 0.4165093469703675)	(25.0, 0.4785637410779712)	(26.0, 0.5535459687756148)	(27.0, 0.7117285778146165)	(28.0, 0.8823038295406667)	(29.0, 0.9696786999253587)	(30.0, 1.0675512407628032)	(31.0, 1.2595222354773372)	(32.0, 1.456107765088776)	(33.0, 1.5585948408231252)	(34.0, 1.6671910216056967)	(35.0, 1.876886746151898)	(36.0, 2.0727428303844446)	(37.0, 2.1674993708533608)	(38.0, 2.2602975090550337)	(39.0, 2.447479536282058)	(40.0, 2.60679595715999)	(41.0, 2.735455850239155)	(42.0, 2.79918321146574)	(43.0, 2.828503744195557)	(44.0, 2.8785896839614464)	(45.0, 2.9285685855467376)	(46.0, 2.957782080095957)	(47.0, 3.113772388621223)	(48.0, 3.1353861723479626)	(49.0, 2.9508483846194222)	(50.0, 2.9006871216894083)	(51.0, 2.883838519187823)	(52.0, 2.807441008880046)	(53.0, 2.7273368060219205)	(54.0, 2.706781510969986)	(55.0, 2.666658050753858)	(56.0, 2.603461916053206)	(57.0, 2.543207349130477)	(58.0, 2.5060254566922726)	(59.0, 2.424097640386917)	(60.0, 2.2879093952723375)	(61.0, 2.1419925688544903)	(62.0, 2.0503361712458656)	(63.0, 1.9624974687452477)	(64.0, 1.7431365929287248)	(65.0, 1.5098686823885403)	(66.0, 1.290638631014971)	(67.0, 1.173154316865681)	(68.0, 1.0769468143930991)	(69.0, 0.8920363752209942)	(70.0, 0.7221429963491258)	(71.0, 0.6409525541767804)	(72.0, 0.5805116615322699)	(73.0, 0.47515437680706213)	(74.0, 0.3942810847994525)	(75.0, 0.35832418487253975)	(76.0, 0.31841480101760805)	(77.0, 0.2565863764023785)	(78.0, 0.2126214348158888)	(79.0, 0.19057553398969673)	(80.0, 0.17713233138196122)	(81.0, 0.1480655187839321)	(82.0, 0.12165087443850545)	(83.0, 0.11085984008337244)	(84.0, 0.0980152584115756)	(85.0, 0.07425674669581064)	(86.0, 0.05633379801118304)	(87.0, 0.04932477937052353)	(88.0, 0.04477367450656588)	(89.0, 0.036912314798179115)	(90.0, 0.02932053272981771)	(91.0, 0.02445624207818354)	(92.0, 0.023873478650481648)	(93.0, 0.02053547316663815)	(94.0, 0.014965523398466992)	(95.0, 0.010771212469837036)	(96.0, 0.008808845825534744)	(97.0, 0.007825680314853997)	(98.0, 0.0060654969005707274)	(99.0, 0.004594713011608806)	(100.0, 0.003900947026249409)
SRR27961774_2	(0.0, 0.008538861742006213)	(1.0, 0.005334808333247852)	(2.0, 0.0019921370390673125)	(3.0, 0.001956492439958752)	(4.0, 0.0020594657262723703)	(5.0, 0.002380267118249413)	(6.0, 0.0028832520167813187)	(7.0, 0.0032991056730478554)	(8.0, 0.003532775822759528)	(9.0, 0.003893182324857193)	(10.0, 0.005160545848717113)	(11.0, 0.007117038288675866)	(12.0, 0.008166573706872361)	(13.0, 0.009984448261408934)	(14.0, 0.014257839643424104)	(15.0, 0.022182822178560668)	(16.0, 0.03505052245675092)	(17.0, 0.04244875702728321)	(18.0, 0.05460752583431432)	(19.0, 0.08765402971896175)	(20.0, 0.1378614278188749)	(21.0, 0.16718109084117175)	(22.0, 0.20711888388680746)	(23.0, 0.29847203089103536)	(24.0, 0.41420212317450644)	(25.0, 0.47851686149938527)	(26.0, 0.5499486381129401)	(27.0, 0.7053155246051301)	(28.0, 0.8755818535246984)	(29.0, 0.9619130725656313)	(30.0, 1.0565732462649313)	(31.0, 1.246214395055508)	(32.0, 1.4404140920209685)	(33.0, 1.539632813895152)	(34.0, 1.6509825809992822)	(35.0, 1.8660660525313468)	(36.0, 2.0612043906066657)	(37.0, 2.1526090242540508)	(38.0, 2.2462592676452746)	(39.0, 2.4311517637323887)	(40.0, 2.586835491105544)	(41.0, 2.7230255832773285)	(42.0, 2.7947742007718483)	(43.0, 2.8183907279367753)	(44.0, 2.8698852921156086)	(45.0, 2.9060843627658577)	(46.0, 2.9144053964022003)	(47.0, 2.920140216347667)	(48.0, 2.909193363910327)	(49.0, 2.8840005533625988)	(50.0, 2.8754894151976766)	(51.0, 2.87021401452961)	(52.0, 2.804556662971642)	(53.0, 2.7245543405279844)	(54.0, 2.704933968974228)	(55.0, 2.6637248518937207)	(56.0, 2.603501321444302)	(57.0, 2.539511345022412)	(58.0, 2.494535781969433)	(59.0, 2.428090288720065)	(60.0, 2.3065382452488623)	(61.0, 2.165860894100411)	(62.0, 2.0802900931737938)	(63.0, 1.991923171472661)	(64.0, 1.7772595141078749)	(65.0, 1.5471142191969374)	(66.0, 1.3246166710502922)	(67.0, 1.2059676821509313)	(68.0, 1.1139214457195925)	(69.0, 0.9362964873396126)	(70.0, 0.7647033872310036)	(71.0, 0.6786890090710356)	(72.0, 0.61687731370578)	(73.0, 0.5059394397469043)	(74.0, 0.4190260255871982)	(75.0, 0.38123879002111233)	(76.0, 0.3401405672489423)	(77.0, 0.2734891274269467)	(78.0, 0.22823632860312343)	(79.0, 0.20853674682912576)	(80.0, 0.1942749466746896)	(81.0, 0.16118091665789744)	(82.0, 0.13163550450791306)	(83.0, 0.12092232222028465)	(84.0, 0.10731400638283876)	(85.0, 0.08304399490092128)	(86.0, 0.06321767677453766)	(87.0, 0.05405305429262561)	(88.0, 0.05032621343027502)	(89.0, 0.042583414401693324)	(90.0, 0.03327621352334703)	(91.0, 0.027030487657324864)	(92.0, 0.02607600450341786)	(93.0, 0.022281834953862226)	(94.0, 0.017026236840855618)	(95.0, 0.014352891907713598)	(96.0, 0.01314097553802255)	(97.0, 0.01196470376744006)	(98.0, 0.010142868701891426)	(99.0, 0.037807038121146254)	(100.0, 0.06611677083536723)
SRR27961775_1	(0.0, 0.017283361519083273)	(1.0, 0.009231125488572491)	(2.0, 0.0008946928922789757)	(3.0, 0.0006525995214270176)	(4.0, 0.000694702716357793)	(5.0, 0.0007473317100212621)	(6.0, 0.0008596068965033296)	(7.0, 0.001056088472846948)	(8.0, 0.0011929238563719677)	(9.0, 0.0014806290217322657)	(10.0, 0.002108668346116331)	(11.0, 0.0033963243910825436)	(12.0, 0.0043436462770249885)	(13.0, 0.005396226150294371)	(14.0, 0.009006575115608356)	(15.0, 0.016953553158792198)	(16.0, 0.028921386317865085)	(17.0, 0.035500010525798736)	(18.0, 0.04673805497273818)	(19.0, 0.07731900889079132)	(20.0, 0.1252991081139874)	(21.0, 0.15393629786606974)	(22.0, 0.19209933547124)	(23.0, 0.2836211554520129)	(24.0, 0.3974260913498986)	(25.0, 0.4578722448721817)	(26.0, 0.5303213175493133)	(27.0, 0.6851873943034378)	(28.0, 0.8556316531819489)	(29.0, 0.9436589079834674)	(30.0, 1.0425873816724793)	(31.0, 1.240233813075849)	(32.0, 1.44663770902482)	(33.0, 1.5543236472594328)	(34.0, 1.6695425487870772)	(35.0, 1.8883388184440062)	(36.0, 2.0910411418386463)	(37.0, 2.190166097104002)	(38.0, 2.28142126351688)	(39.0, 2.4694611492768774)	(40.0, 2.6372879928705255)	(41.0, 2.7713585999284245)	(42.0, 2.8343870827397954)	(43.0, 2.8634698646382284)	(44.0, 2.9158953595261985)	(45.0, 2.951995340579761)	(46.0, 2.964752608643786)	(47.0, 2.97434161128927)	(48.0, 3.0700070873711467)	(49.0, 3.0624425466819174)	(50.0, 2.9688015325562955)	(51.0, 2.934669875865747)	(52.0, 2.8320328124232494)	(53.0, 2.7463528107391215)	(54.0, 2.729178215806943)	(55.0, 2.6852856350916094)	(56.0, 2.6199274421607357)	(57.0, 2.5498536913976153)	(58.0, 2.5012455528500355)	(59.0, 2.4266737774284772)	(60.0, 2.287171858224508)	(61.0, 2.1319268527160067)	(62.0, 2.0416119909899164)	(63.0, 1.9471850505589199)	(64.0, 1.7242591591991971)	(65.0, 1.4917547909927231)	(66.0, 1.2682043689081939)	(67.0, 1.1486593641014125)	(68.0, 1.0580673230086943)	(69.0, 0.8813531966850752)	(70.0, 0.714663139354558)	(71.0, 0.6340951672549419)	(72.0, 0.575210340544675)	(73.0, 0.4703944367645098)	(74.0, 0.3905948479723803)	(75.0, 0.3567263362501491)	(76.0, 0.3174545811784684)	(77.0, 0.25473485512992344)	(78.0, 0.21185976829208392)	(79.0, 0.19243265243110863)	(80.0, 0.17920874062326764)	(81.0, 0.1505189218775218)	(82.0, 0.1238500564884532)	(83.0, 0.11264709803728941)	(84.0, 0.09854603633505724)	(85.0, 0.07459282701902363)	(86.0, 0.057474369680085895)	(87.0, 0.05020805995494958)	(88.0, 0.045797750285950865)	(89.0, 0.03814198600770488)	(90.0, 0.030044138182685764)	(91.0, 0.025188236367336345)	(92.0, 0.025184727767758777)	(93.0, 0.021760334580055714)	(94.0, 0.016409720224269685)	(95.0, 0.012529209091483223)	(96.0, 0.010574919126779736)	(97.0, 0.008982014918565404)	(98.0, 0.006887380970759331)	(99.0, 0.005645336720301459)	(100.0, 0.004905022209435326)
SRR27961775_2	(0.0, 0.01003260878487498)	(1.0, 0.006226531675927654)	(2.0, 0.0021784091102822947)	(3.0, 0.0021433300585869276)	(4.0, 0.002350296463589593)	(5.0, 0.0025712944892704055)	(6.0, 0.002985227299275737)	(7.0, 0.003427223350637362)	(8.0, 0.0036762846176744677)	(9.0, 0.003946393315728794)	(10.0, 0.004774258935739457)	(11.0, 0.006289673968979314)	(12.0, 0.007247332080262835)	(13.0, 0.00873117596697686)	(14.0, 0.012396936869142719)	(15.0, 0.0200406622335632)	(16.0, 0.0315465911896436)	(17.0, 0.03759071179675534)	(18.0, 0.049910474752168255)	(19.0, 0.08112030704553633)	(20.0, 0.1288453568770832)	(21.0, 0.15768033737067494)	(22.0, 0.1953482230811601)	(23.0, 0.2857364155846124)	(24.0, 0.39636872882146107)	(25.0, 0.4542807352653425)	(26.0, 0.5261962991460145)	(27.0, 0.6829084546898974)	(28.0, 0.8525297012576751)	(29.0, 0.9373543561622424)	(30.0, 1.0353371633577417)	(31.0, 1.2266092006319)	(32.0, 1.4265282241489663)	(33.0, 1.5331580175873736)	(34.0, 1.6538159237987582)	(35.0, 1.8766380601677297)	(36.0, 2.0787635560364346)	(37.0, 2.178724821747553)	(38.0, 2.2742310478933594)	(39.0, 2.466092413236)	(40.0, 2.6285505174475836)	(41.0, 2.7572766055489026)	(42.0, 2.819899728635472)	(43.0, 2.8512428613252823)	(44.0, 2.9116630199653826)	(45.0, 2.9454757178945465)	(46.0, 2.9502113898734215)	(47.0, 2.9520214689409023)	(48.0, 2.936916429280877)	(49.0, 2.9075552630118553)	(50.0, 2.895109215470339)	(51.0, 2.8880723577002483)	(52.0, 2.816142762198898)	(53.0, 2.7391267042017198)	(54.0, 2.7270033839358008)	(55.0, 2.684210448772623)	(56.0, 2.613694539054596)	(57.0, 2.544283619464973)	(58.0, 2.5025956744301987)	(59.0, 2.4320692409966633)	(60.0, 2.302262718103127)	(61.0, 2.1477114321436788)	(62.0, 2.0524402356442315)	(63.0, 1.963672695329105)	(64.0, 1.7463474463607975)	(65.0, 1.5134751616811033)	(66.0, 1.292747244698345)	(67.0, 1.1763339037421)	(68.0, 1.0845320254553243)	(69.0, 0.9110520832010561)	(70.0, 0.7455140382506189)	(71.0, 0.6616540572676745)	(72.0, 0.6007954104813821)	(73.0, 0.49449185222374176)	(74.0, 0.41466596218576446)	(75.0, 0.3802849836191352)	(76.0, 0.33988093187641144)	(77.0, 0.27301675143987225)	(78.0, 0.2258038557630778)	(79.0, 0.20505108878009862)	(80.0, 0.19130010051551471)	(81.0, 0.16061294609240762)	(82.0, 0.1330022245029842)	(83.0, 0.122327669072084)	(84.0, 0.10759797526519937)	(85.0, 0.08277954619072718)	(86.0, 0.06446477330057605)	(87.0, 0.056238735678012464)	(88.0, 0.052141502439993596)	(89.0, 0.04399614663632937)	(90.0, 0.03518428885045316)	(91.0, 0.029389229510378524)	(92.0, 0.028357905390534732)	(93.0, 0.024422035790314545)	(94.0, 0.01894619582066775)	(95.0, 0.015732954685372127)	(96.0, 0.014059683919503116)	(97.0, 0.012849456636012955)	(98.0, 0.011067440809888307)	(99.0, 0.03494575129892466)	(100.0, 0.05939585033059551)
