UniqueCount	AmbigCount
0	0
0	1
0	402
0	405
0	405
0	405
0	405
0	0
0	405
0	0
0	0
0	0
0	0
0	0
0	405
0	1
0	7063
0	6705
0	6195
0	5478
0	7123
0	6756
0	6684
0	6662
0	6676
0	6678
0	6563
0	6383
0	6567
0	6698
0	6524
0	5823
0	6596
1	6773
0	6562
0	6265
0	6586
0	6218
0	6705
0	6915
9	6457
0	6120
0	6147
0	6266
0	6065
0	6888
0	6380
0	5112
0	6632
0	5868
0	5003
0	5565
0	5781
0	6271
0	5945
0	6656
0	6709
0	5603
0	6670
0	3871
0	5442
0	6783
0	6550
0	6335
1	6594
0	5792
0	6384
0	6558
0	6740
0	6293
0	6156
5	6526
0	6586
0	6387
0	6639
0	6679
0	6165
0	6029
0	6539
0	6608
0	627
1	671
0	664
0	590
19	649
0	635
1	616
20	144
1	1047
15	959
0	694
0	1028
0	717
5	703
0	735
11	655
0	749
0	1034
0	160
0	272
0	272
0	272
0	272
0	272
0	271
1	271
0	263
1	264
0	264
0	18
39	99
0	53
20	99
0	44
0	115
0	80
6	134
33	134
0	9619
0	9001
0	8366
0	8984
62	0
0	408
0	410
0	397
21	411
0	384
0	400
0	405
0	440
0	406
10	409
0	392
1	394
0	370
1	405
0	355
0	421
0	425
0	427
0	385
1	394
0	412
0	424
0	407
10	392
0	411
0	389
0	407
0	405
0	381
20	409
0	385
0	400
0	407
0	408
0	407
0	393
0	370
4	310
26	148
0	160
0	121
0	117
0	119
0	58
1	46
0	39
0	18
0	5
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	1
0	1
0	1
0	0
0	0
0	11
2	22
0	12
0	11
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
34	3988
7	2712
1	3955
3	3158
0	3933
0	3958
17	3989
0	3238
0	3795
0	3955
0	3959
0	3830
0	3407
0	4280
0	3865
2	3447
1	2171
17	1402
950	0
23	0
15	1529
1	1550
2	1414
0	1532
0	1560
0	1526
0	1533
0	1421
0	1549
0	1524
0	1552
2	1180
0	1347
0	1531
0	1526
0	1258
8	1256
5	1222
1	941
4	937
1	954
0	827
0	728
1	637
1	187
0	240
0	157
3	179
0	27
2	92
5	46
0	46
0	27
3	45
0	45
0	1
0	45
0	12
2	1501
0	1468
0	1448
26	1582
0	1550
0	1418
0	1600
0	1524
0	1445
0	1348
0	1365
0	1314
0	1346
1	1226
0	1299
1	978
0	993
0	161
0	730
2	750
15	639
5	335
0	1679
0	1661
0	1123
0	1642
0	1594
0	1753
2	1608
0	1125
19	1612
49	1028
0	1671
0	1163
0	1534
0	1010
0	1393
0	1479
0	1279
0	402
0	821
12	392
0	372
0	603
0	545
0	546
228	684
0	370
15	185
0	198
32	40
0	43
0	1300
0	1295
89	1301
0	1296
0	1251
22	1302
0	1279
2	1294
0	240
81	0
0	4357
1	4316
0	4409
3	4141
1	3973
0	4264
0	4368
0	4108
2	942
0	1007
0	247
7	246
0	249
0	249
0	244
0	179
0	246
15	246
7	2868
37	2883
0	2872
0	2413
0	2869
6	2472
1	2866
0	2869
0	2866
0	1598
0	2967
1	2147
0	2870
22	2894
0	2440
228	4277
5	3698
0	3687
2	3984
3	3818
1	3994
2	3633
0	3940
4	4057
1379	4062
4	3531
2	3578
6	2871
963	1108
5	498
5	268
4	1985
0	2086
0	1312
44	2784
13	1942
2	1413
0	919
0	1346
99	166
56	1044
12	296
0	311
0	318
6	340
5	356
0	146
21	105
6	0
3	224
0	598
4	600
16	941
0	846
9	49
63	367
0	2
0	2980
9	3201
18	3430
7	3095
0	2514
2	2406
0	2721
5	2912
0	2996
0	3198
0	2958
67	3004
7	2980
5	2953
0	2813
16	3127
15	702
5	0
15	0
0	3391
0	4015
0	4467
0	3531
1	3205
0	3702
264	369
547	1
0	490
0	575
0	613
0	456
0	571
0	452
0	582
0	608
0	595
0	511
0	479
0	587
0	611
0	611
0	483
0	621
0	581
0	567
0	616
0	623
0	543
0	591
0	585
0	589
0	590
0	611
0	612
0	514
3	592
0	514
0	614
0	592
0	611
0	615
0	518
0	583
0	571
0	522
29	632
0	574
0	573
0	408
0	585
0	83
0	551
0	589
0	540
0	586
0	557
0	583
0	543
0	581
0	588
0	548
0	554
0	551
0	486
0	516
0	492
0	542
0	564
0	584
0	540
0	560
0	468
0	578
0	559
0	559
0	588
0	494
0	489
0	452
