Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23
SRR26260989_2	(35, 2482.0)	(40, 2723.0)	(45, 6598.0)	(50, 16965.0)	(55, 34495.0)	(60, 66229.0)	(65, 106327.0)	(70, 183118.0)	(75, 280488.0)	(80, 418108.0)	(85, 614155.0)	(90, 806327.0)	(95, 1058963.0)	(100, 1338316.0)	(105, 1585328.0)	(110, 1739028.0)	(115, 1822498.0)	(120, 1901702.0)	(125, 1895948.0)	(130, 1881851.0)	(135, 1982637.0)	(140, 2071246.0)	(145, 34925527.0)	
SRR26260990_1	(35, 6836.0)	(40, 3279.0)	(45, 7862.0)	(50, 18673.0)	(55, 37709.0)	(60, 70788.0)	(65, 112092.0)	(70, 189559.0)	(75, 291584.0)	(80, 434667.0)	(85, 638546.0)	(90, 838417.0)	(95, 1109375.0)	(100, 1402169.0)	(105, 1673241.0)	(110, 1836597.0)	(115, 1947613.0)	(120, 2031124.0)	(125, 2034978.0)	(130, 2028557.0)	(135, 2121260.0)	(140, 2268652.0)	(145, 37273143.0)	
SRR26260990_2	(35, 6385.0)	(40, 3039.0)	(45, 7521.0)	(50, 18133.0)	(55, 36975.0)	(60, 69934.0)	(65, 110668.0)	(70, 187435.0)	(75, 289167.0)	(80, 431096.0)	(85, 634007.0)	(90, 833319.0)	(95, 1102880.0)	(100, 1393928.0)	(105, 1664985.0)	(110, 1828001.0)	(115, 1936271.0)	(120, 2020192.0)	(125, 2025510.0)	(130, 2017384.0)	(135, 2109507.0)	(140, 2205396.0)	(145, 37444988.0)	
SRR26260991_1	(35, 3202.0)	(40, 3462.0)	(45, 8247.0)	(50, 18974.0)	(55, 35252.0)	(60, 62864.0)	(65, 98725.0)	(70, 165464.0)	(75, 248859.0)	(80, 365368.0)	(85, 550514.0)	(90, 717609.0)	(95, 963557.0)	(100, 1256119.0)	(105, 1502554.0)	(110, 1658403.0)	(115, 1748865.0)	(120, 1856864.0)	(125, 1868202.0)	(130, 1869066.0)	(135, 1988610.0)	(140, 2146215.0)	(145, 37530665.0)	
SRR26260991_2	(35, 3034.0)	(40, 3303.0)	(45, 7988.0)	(50, 18604.0)	(55, 34809.0)	(60, 62256.0)	(65, 97838.0)	(70, 164019.0)	(75, 247212.0)	(80, 362890.0)	(85, 547477.0)	(90, 714166.0)	(95, 959039.0)	(100, 1249832.0)	(105, 1496629.0)	(110, 1652073.0)	(115, 1739954.0)	(120, 1848417.0)	(125, 1860819.0)	(130, 1859332.0)	(135, 1978888.0)	(140, 2088388.0)	(145, 37670693.0)	
SRR26260992_1	(35, 2484.0)	(40, 3240.0)	(45, 7724.0)	(50, 18499.0)	(55, 35671.0)	(60, 64725.0)	(65, 101633.0)	(70, 172018.0)	(75, 258599.0)	(80, 380538.0)	(85, 569052.0)	(90, 737424.0)	(95, 977930.0)	(100, 1262548.0)	(105, 1493588.0)	(110, 1642263.0)	(115, 1721633.0)	(120, 1818729.0)	(125, 1814610.0)	(130, 1798587.0)	(135, 1912196.0)	(140, 2048716.0)	(145, 34285278.0)	
SRR26260992_2	(35, 2306.0)	(40, 3108.0)	(45, 7478.0)	(50, 18076.0)	(55, 35191.0)	(60, 64116.0)	(65, 100576.0)	(70, 170411.0)	(75, 256677.0)	(80, 377817.0)	(85, 565573.0)	(90, 733631.0)	(95, 973311.0)	(100, 1256138.0)	(105, 1487881.0)	(110, 1636278.0)	(115, 1713077.0)	(120, 1810348.0)	(125, 1807462.0)	(130, 1790158.0)	(135, 1903660.0)	(140, 1996659.0)	(145, 34417753.0)	
SRR26260993_1	(35, 3508.0)	(40, 3445.0)	(45, 8558.0)	(50, 20471.0)	(55, 39495.0)	(60, 71283.0)	(65, 114974.0)	(70, 194851.0)	(75, 293032.0)	(80, 436418.0)	(85, 650001.0)	(90, 834390.0)	(95, 1080774.0)	(100, 1359159.0)	(105, 1578296.0)	(110, 1705200.0)	(115, 1772363.0)	(120, 1847174.0)	(125, 1813124.0)	(130, 1790756.0)	(135, 1893177.0)	(140, 2043046.0)	(145, 34705744.0)	
SRR26260993_2	(35, 3286.0)	(40, 3281.0)	(45, 8212.0)	(50, 19989.0)	(55, 38982.0)	(60, 70650.0)	(65, 113885.0)	(70, 193243.0)	(75, 291133.0)	(80, 433480.0)	(85, 646670.0)	(90, 830601.0)	(95, 1075522.0)	(100, 1352130.0)	(105, 1571244.0)	(110, 1698594.0)	(115, 1763601.0)	(120, 1838559.0)	(125, 1805727.0)	(130, 1782581.0)	(135, 1884624.0)	(140, 1979096.0)	(145, 34854149.0)	
SRR26260994_1	(35, 7134.0)	(40, 4999.0)	(45, 9241.0)	(50, 18578.0)	(55, 29379.0)	(60, 53563.0)	(65, 83668.0)	(70, 136721.0)	(75, 208626.0)	(80, 317641.0)	(85, 469283.0)	(90, 649140.0)	(95, 873704.0)	(100, 1098413.0)	(105, 1328787.0)	(110, 1445397.0)	(115, 1569338.0)	(120, 1601788.0)	(125, 1626836.0)	(130, 1591761.0)	(135, 1597608.0)	(140, 1638196.0)	(145, 26786647.0)	
SRR26260994_2	(35, 6668.0)	(40, 4583.0)	(45, 8409.0)	(50, 17479.0)	(55, 28403.0)	(60, 52034.0)	(65, 81198.0)	(70, 133065.0)	(75, 204207.0)	(80, 310749.0)	(85, 461067.0)	(90, 639481.0)	(95, 862097.0)	(100, 1083900.0)	(105, 1314440.0)	(110, 1426976.0)	(115, 1547759.0)	(120, 1581828.0)	(125, 1608971.0)	(130, 1571843.0)	(135, 1579613.0)	(140, 1639889.0)	(145, 26981789.0)	
SRR26260995_1	(35, 6421.0)	(40, 4347.0)	(45, 8221.0)	(50, 16139.0)	(55, 25104.0)	(60, 44560.0)	(65, 69626.0)	(70, 111358.0)	(75, 166481.0)	(80, 245607.0)	(85, 353555.0)	(90, 477899.0)	(95, 626905.0)	(100, 775956.0)	(105, 925998.0)	(110, 997982.0)	(115, 1073100.0)	(120, 1098783.0)	(125, 1111165.0)	(130, 1086511.0)	(135, 1088520.0)	(140, 1115160.0)	(145, 18583875.0)	
SRR26260995_2	(35, 6057.0)	(40, 3975.0)	(45, 7519.0)	(50, 15039.0)	(55, 24159.0)	(60, 43266.0)	(65, 67313.0)	(70, 108232.0)	(75, 162650.0)	(80, 239402.0)	(85, 345928.0)	(90, 469374.0)	(95, 617246.0)	(100, 764498.0)	(105, 914346.0)	(110, 983072.0)	(115, 1054361.0)	(120, 1080551.0)	(125, 1093654.0)	(130, 1067386.0)	(135, 1069956.0)	(140, 1112349.0)	(145, 18762940.0)	
SRR26260996_1	(35, 8463.0)	(40, 7485.0)	(45, 14645.0)	(50, 30512.0)	(55, 49622.0)	(60, 89482.0)	(65, 138716.0)	(70, 218505.0)	(75, 325654.0)	(80, 480969.0)	(85, 688235.0)	(90, 934410.0)	(95, 1243304.0)	(100, 1541251.0)	(105, 1864144.0)	(110, 2011734.0)	(115, 2186248.0)	(120, 2219835.0)	(125, 2259732.0)	(130, 2194627.0)	(135, 2197059.0)	(140, 2204416.0)	(145, 33941506.0)	
SRR26260996_2	(35, 7668.0)	(40, 6755.0)	(45, 13408.0)	(50, 28587.0)	(55, 47695.0)	(60, 86866.0)	(65, 134398.0)	(70, 212625.0)	(75, 318704.0)	(80, 470312.0)	(85, 676036.0)	(90, 920525.0)	(95, 1227919.0)	(100, 1523296.0)	(105, 1846116.0)	(110, 1988212.0)	(115, 2156929.0)	(120, 2192855.0)	(125, 2234107.0)	(130, 2166220.0)	(135, 2169583.0)	(140, 2207942.0)	(145, 34213796.0)	
SRR26260997_1	(35, 11099.0)	(40, 4514.0)	(45, 8429.0)	(50, 17870.0)	(55, 27670.0)	(60, 50400.0)	(65, 78251.0)	(70, 125112.0)	(75, 187740.0)	(80, 278038.0)	(85, 404917.0)	(90, 550738.0)	(95, 743067.0)	(100, 928535.0)	(105, 1134939.0)	(110, 1235229.0)	(115, 1355445.0)	(120, 1397794.0)	(125, 1432190.0)	(130, 1410540.0)	(135, 1425459.0)	(140, 1480664.0)	(145, 26417776.0)	
SRR26260997_2	(35, 10259.0)	(40, 4157.0)	(45, 7833.0)	(50, 16939.0)	(55, 26735.0)	(60, 49234.0)	(65, 76233.0)	(70, 122009.0)	(75, 184368.0)	(80, 272795.0)	(85, 398576.0)	(90, 543803.0)	(95, 735053.0)	(100, 917821.0)	(105, 1124906.0)	(110, 1222193.0)	(115, 1339910.0)	(120, 1382824.0)	(125, 1419325.0)	(130, 1394813.0)	(135, 1410102.0)	(140, 1493654.0)	(145, 26552874.0)	
SRR26260998_1	(35, 7285.0)	(40, 4566.0)	(45, 8339.0)	(50, 17022.0)	(55, 27500.0)	(60, 50518.0)	(65, 79940.0)	(70, 128499.0)	(75, 196619.0)	(80, 299955.0)	(85, 442233.0)	(90, 608407.0)	(95, 815886.0)	(100, 1022419.0)	(105, 1234194.0)	(110, 1334788.0)	(115, 1437042.0)	(120, 1471319.0)	(125, 1489309.0)	(130, 1450168.0)	(135, 1450450.0)	(140, 1471130.0)	(145, 23401211.0)	
SRR26260998_2	(35, 6706.0)	(40, 4151.0)	(45, 7678.0)	(50, 15918.0)	(55, 26367.0)	(60, 48900.0)	(65, 76784.0)	(70, 124348.0)	(75, 191244.0)	(80, 291283.0)	(85, 431820.0)	(90, 596584.0)	(95, 802062.0)	(100, 1004401.0)	(105, 1217387.0)	(110, 1314175.0)	(115, 1411838.0)	(120, 1447344.0)	(125, 1467029.0)	(130, 1425276.0)	(135, 1426796.0)	(140, 1469708.0)	(145, 23641000.0)	
SRR26260999_1	(35, 12229.0)	(40, 6998.0)	(45, 12538.0)	(50, 25481.0)	(55, 39944.0)	(60, 74619.0)	(65, 115570.0)	(70, 189230.0)	(75, 281375.0)	(80, 424332.0)	(85, 607495.0)	(90, 833561.0)	(95, 1100661.0)	(100, 1364966.0)	(105, 1634496.0)	(110, 1760382.0)	(115, 1920087.0)	(120, 1944688.0)	(125, 1999114.0)	(130, 1920946.0)	(135, 1946288.0)	(140, 1941497.0)	(145, 30208254.0)	
SRR26260999_2	(35, 11422.0)	(40, 6339.0)	(45, 11414.0)	(50, 23788.0)	(55, 38518.0)	(60, 72407.0)	(65, 112031.0)	(70, 184186.0)	(75, 275479.0)	(80, 414733.0)	(85, 595567.0)	(90, 819364.0)	(95, 1083859.0)	(100, 1343559.0)	(105, 1613007.0)	(110, 1733073.0)	(115, 1887706.0)	(120, 1912568.0)	(125, 1967871.0)	(130, 1887232.0)	(135, 1914408.0)	(140, 1936885.0)	(145, 30519335.0)	
SRR26261000_1	(35, 17241.0)	(40, 5600.0)	(45, 10414.0)	(50, 20620.0)	(55, 31854.0)	(60, 57038.0)	(65, 86978.0)	(70, 138975.0)	(75, 207510.0)	(80, 308110.0)	(85, 443740.0)	(90, 608408.0)	(95, 807544.0)	(100, 1007120.0)	(105, 1207831.0)	(110, 1306826.0)	(115, 1418948.0)	(120, 1447198.0)	(125, 1469672.0)	(130, 1427558.0)	(135, 1432281.0)	(140, 1456887.0)	(145, 23986895.0)	
SRR26261000_2	(35, 16080.0)	(40, 5088.0)	(45, 9555.0)	(50, 19315.0)	(55, 30625.0)	(60, 55383.0)	(65, 84069.0)	(70, 134927.0)	(75, 202646.0)	(80, 300673.0)	(85, 435071.0)	(90, 598217.0)	(95, 796004.0)	(100, 992752.0)	(105, 1192844.0)	(110, 1288114.0)	(115, 1395942.0)	(120, 1425076.0)	(125, 1447895.0)	(130, 1403850.0)	(135, 1408144.0)	(140, 1452561.0)	(145, 24210417.0)	
SRR26261001_1	(35, 8645.0)	(40, 6616.0)	(45, 11786.0)	(50, 22723.0)	(55, 33707.0)	(60, 58955.0)	(65, 89183.0)	(70, 140949.0)	(75, 208123.0)	(80, 310379.0)	(85, 446436.0)	(90, 608787.0)	(95, 812876.0)	(100, 1018997.0)	(105, 1231596.0)	(110, 1344702.0)	(115, 1461716.0)	(120, 1506994.0)	(125, 1540877.0)	(130, 1508995.0)	(135, 1515895.0)	(140, 1551337.0)	(145, 24872549.0)	
SRR26261001_2	(35, 8017.0)	(40, 6030.0)	(45, 10623.0)	(50, 21062.0)	(55, 32378.0)	(60, 57072.0)	(65, 85924.0)	(70, 136357.0)	(75, 202979.0)	(80, 301714.0)	(85, 436395.0)	(90, 597065.0)	(95, 799087.0)	(100, 1001718.0)	(105, 1214957.0)	(110, 1323478.0)	(115, 1435989.0)	(120, 1482164.0)	(125, 1517519.0)	(130, 1482652.0)	(135, 1489875.0)	(140, 1546463.0)	(145, 25123305.0)	
SRR26261002_1	(35, 9967.0)	(40, 3982.0)	(45, 7231.0)	(50, 14465.0)	(55, 22328.0)	(60, 40818.0)	(65, 63071.0)	(70, 100882.0)	(75, 153795.0)	(80, 232240.0)	(85, 339772.0)	(90, 470601.0)	(95, 630734.0)	(100, 790926.0)	(105, 962141.0)	(110, 1042941.0)	(115, 1134139.0)	(120, 1162432.0)	(125, 1190629.0)	(130, 1158430.0)	(135, 1166255.0)	(140, 1182676.0)	(145, 17620413.0)	
SRR26261002_2	(35, 9221.0)	(40, 3486.0)	(45, 6466.0)	(50, 13322.0)	(55, 21347.0)	(60, 39580.0)	(65, 60871.0)	(70, 97829.0)	(75, 150134.0)	(80, 226369.0)	(85, 332556.0)	(90, 462504.0)	(95, 620736.0)	(100, 778623.0)	(105, 950329.0)	(110, 1027427.0)	(115, 1114728.0)	(120, 1144673.0)	(125, 1173490.0)	(130, 1140193.0)	(135, 1148133.0)	(140, 1178699.0)	(145, 17800152.0)	
SRR26261003_1	(35, 16473.0)	(40, 7027.0)	(45, 12336.0)	(50, 24021.0)	(55, 35658.0)	(60, 61653.0)	(65, 92587.0)	(70, 144424.0)	(75, 212917.0)	(80, 313515.0)	(85, 452420.0)	(90, 614412.0)	(95, 823376.0)	(100, 1018139.0)	(105, 1233848.0)	(110, 1335329.0)	(115, 1452379.0)	(120, 1479096.0)	(125, 1507167.0)	(130, 1465585.0)	(135, 1463373.0)	(140, 1498073.0)	(145, 24403485.0)	
SRR26261003_2	(35, 15509.0)	(40, 6460.0)	(45, 11308.0)	(50, 22568.0)	(55, 34323.0)	(60, 59826.0)	(65, 89316.0)	(70, 140006.0)	(75, 207741.0)	(80, 305658.0)	(85, 442773.0)	(90, 603596.0)	(95, 810407.0)	(100, 1001433.0)	(105, 1217714.0)	(110, 1314286.0)	(115, 1428002.0)	(120, 1456500.0)	(125, 1486070.0)	(130, 1442291.0)	(135, 1440900.0)	(140, 1498922.0)	(145, 24631684.0)	
SRR26261004_1	(35, 3376.0)	(40, 2984.0)	(45, 5890.0)	(50, 12118.0)	(55, 19424.0)	(60, 35108.0)	(65, 55739.0)	(70, 89649.0)	(75, 136994.0)	(80, 209261.0)	(85, 308978.0)	(90, 429481.0)	(95, 586951.0)	(100, 738983.0)	(105, 908775.0)	(110, 998041.0)	(115, 1101434.0)	(120, 1134513.0)	(125, 1163944.0)	(130, 1138822.0)	(135, 1147250.0)	(140, 1172769.0)	(145, 18436502.0)	
SRR26261004_2	(35, 3103.0)	(40, 2732.0)	(45, 5406.0)	(50, 11427.0)	(55, 18777.0)	(60, 34084.0)	(65, 53881.0)	(70, 87129.0)	(75, 133811.0)	(80, 204472.0)	(85, 303165.0)	(90, 422861.0)	(95, 578803.0)	(100, 728893.0)	(105, 898671.0)	(110, 985610.0)	(115, 1085823.0)	(120, 1119650.0)	(125, 1150910.0)	(130, 1123453.0)	(135, 1132117.0)	(140, 1176801.0)	(145, 18575407.0)	
SRR26261005_1	(35, 6470.0)	(40, 3768.0)	(45, 6958.0)	(50, 14564.0)	(55, 23733.0)	(60, 45470.0)	(65, 70194.0)	(70, 117673.0)	(75, 177625.0)	(80, 273781.0)	(85, 396027.0)	(90, 547415.0)	(95, 726762.0)	(100, 898414.0)	(105, 1083652.0)	(110, 1155609.0)	(115, 1274026.0)	(120, 1274390.0)	(125, 1328340.0)	(130, 1267072.0)	(135, 1298868.0)	(140, 1301045.0)	(145, 21719157.0)	
SRR26261005_2	(35, 5966.0)	(40, 3409.0)	(45, 6470.0)	(50, 13704.0)	(55, 22939.0)	(60, 44270.0)	(65, 67856.0)	(70, 114244.0)	(75, 173362.0)	(80, 267233.0)	(85, 388268.0)	(90, 538148.0)	(95, 715575.0)	(100, 884775.0)	(105, 1069810.0)	(110, 1138918.0)	(115, 1253485.0)	(120, 1254920.0)	(125, 1309113.0)	(130, 1246274.0)	(135, 1278258.0)	(140, 1309653.0)	(145, 21904363.0)	
SRR26261006_1	(35, 3058.0)	(40, 3862.0)	(45, 9418.0)	(50, 20862.0)	(55, 37803.0)	(60, 66138.0)	(65, 103363.0)	(70, 170523.0)	(75, 257224.0)	(80, 383095.0)	(85, 571839.0)	(90, 759500.0)	(95, 1009352.0)	(100, 1296038.0)	(105, 1544122.0)	(110, 1712972.0)	(115, 1805753.0)	(120, 1907310.0)	(125, 1913066.0)	(130, 1920159.0)	(135, 2017797.0)	(140, 2186651.0)	(145, 38035481.0)	
SRR26261006_2	(35, 2919.0)	(40, 3697.0)	(45, 9126.0)	(50, 20435.0)	(55, 37271.0)	(60, 65501.0)	(65, 102258.0)	(70, 168916.0)	(75, 255310.0)	(80, 380232.0)	(85, 568270.0)	(90, 755586.0)	(95, 1004248.0)	(100, 1289257.0)	(105, 1537421.0)	(110, 1706255.0)	(115, 1796540.0)	(120, 1898814.0)	(125, 1905513.0)	(130, 1910552.0)	(135, 2008968.0)	(140, 2128463.0)	(145, 38179834.0)	
SRR26261235_1	(101, 33146823.0)																							
SRR26261235_2	(101, 33146823.0)																							
SRR26261236_1	(101, 27049342.0)																							
SRR26261236_2	(101, 27049342.0)																							
