Sample	fastqc-percent_duplicates	fastqc-percent_gc	fastqc-avg_sequence_length	fastqc-median_sequence_length	fastqc-percent_fails	fastqc-total_sequences
SRR26260919_1	70.91582332100873	46.0	131.3277303835345	147	9.090909090909092	17.721795999999998
SRR26260919_2	66.68788496910128	46.0	131.57302013859092	147	27.27272727272727	17.721795999999998
SRR26260920_1	70.60461385872873	48.0	123.26973281151926	137	27.27272727272727	17.037485999999998
SRR26260920_2	67.76595463342724	49.0	123.69932465388379	142	45.45454545454545	17.037485999999998
SRR26260921_1	74.69877633040696	48.0	127.59325479261067	142	36.36363636363637	16.138125
SRR26260921_2	69.95094951586533	49.0	127.95114488207273	142	45.45454545454545	16.138125
SRR26260922_1	63.82871476700057	48.0	130.93757927150713	147	18.181818181818183	16.298416
SRR26260922_2	56.553483471390194	48.0	131.34879009101252	147	18.181818181818183	16.298416
SRR26260923_1	61.909691837233325	51.0	122.62250861366263	132	36.36363636363637	11.983288
SRR26260923_2	60.29202079263056	51.0	122.94522972326126	132	36.36363636363637	11.983288
SRR26260924_1	64.66729244378581	50.0	129.44583554844576	142	18.181818181818183	17.414466
SRR26260924_2	60.461744667531235	51.0	129.96139169584643	142	18.181818181818183	17.414466
SRR26260925_1	63.671820089844175	50.0	131.0680287169127	147	18.181818181818183	16.053397
SRR26260925_2	58.52421676634752	51.0	131.47058744015362	147	18.181818181818183	16.053397
SRR26260926_1	62.67838166751405	50.0	129.9919251041408	142	27.27272727272727	16.394391
SRR26260926_2	59.02167232436046	51.0	130.43694620922486	142	18.181818181818183	16.394391
SRR26260927_1	64.37196260930207	50.0	129.5861487205647	142	18.181818181818183	16.700219
SRR26260927_2	60.664008542231514	50.0	129.9772262267938	142	18.181818181818183	16.700219
SRR26260934_1	30.541609626169006	48.0	135.8425468111409	147	18.181818181818183	22.885097
SRR26260934_2	27.074061135674825	48.0	135.9077695410249	147	18.181818181818183	22.885097
SRR26260935_1	29.089269878389914	45.0	135.60380169066926	147	18.181818181818183	25.635647
SRR26260935_2	24.050546967033014	45.0	135.57598413646434	147	18.181818181818183	25.635647
SRR26260936_1	33.013378263622144	48.0	139.51954124193853	147	18.181818181818183	24.771532
SRR26260936_2	27.67589744839752	48.0	139.5418756498387	147	18.181818181818183	24.771532
SRR26260937_1	32.755540854902904	47.0	138.86853121050805	147	18.181818181818183	25.736268
SRR26260937_2	27.77347219460161	48.0	138.91149120766073	147	18.181818181818183	25.736268
SRR26260938_1	30.269379521419793	44.0	135.92089389970346	147	18.181818181818183	24.86666
SRR26260938_2	23.923176011412664	45.0	135.94630350437092	147	18.181818181818183	24.86666
SRR26260939_1	37.637790278701566	45.0	136.25103161829782	147	9.090909090909092	22.633855999999998
SRR26260939_2	30.882432026241574	45.0	136.27112019710648	147	18.181818181818183	22.633855999999998
SRR26260940_1	42.185571130309874	51.0	137.39091716603303	147	27.27272727272727	20.026712
SRR26260940_2	37.87339914180787	51.0	137.48632988280852	147	27.27272727272727	20.026712
SRR26260941_1	37.77765218062568	47.0	135.13262972220923	147	27.27272727272727	21.955878
SRR26260941_2	32.123033523000714	47.0	135.1685612618179	147	27.27272727272727	21.955878
SRR26260942_1	38.55002216642386	47.0	138.28665025732755	147	18.181818181818183	25.640276999999998
SRR26260942_2	31.8601511775085	47.0	138.3251895640597	147	18.181818181818183	25.640276999999998
SRR26260943_1	38.97086330736026	49.0	139.1018578321299	147	18.181818181818183	25.554676999999998
SRR26260943_2	33.666647672569596	49.0	139.15250053835547	147	18.181818181818183	25.554676999999998
SRR26260944_1	37.480356123190084	45.0	137.03317343013885	147	9.090909090909092	29.257285
SRR26260944_2	30.86820371583248	46.0	137.0096650458168	147	9.090909090909092	29.257285
SRR26260945_1	38.353530256947764	45.0	133.77178074303006	147	9.090909090909092	18.041935
SRR26260945_2	32.27871715561447	45.0	133.80250557936276	147	9.090909090909092	18.041935
SRR26260946_1	35.27536759292171	48.0	138.85287292376688	147	18.181818181818183	14.081752
SRR26260946_2	30.38618610761955	48.0	138.90917170675922	147	18.181818181818183	14.081752
SRR26260947_1	38.13797305321243	48.0	138.89677577236492	147	18.181818181818183	18.836077
SRR26260947_2	32.96557499615403	48.0	138.94356107166053	147	18.181818181818183	18.836077
SRR26260948_1	39.801008171581486	46.0	135.21944706274536	147	18.181818181818183	23.662504
SRR26260948_2	33.60654193512984	46.0	135.23280152430192	147	27.27272727272727	23.662504
SRR26260949_1	34.47466663272992	47.0	135.87327105328788	147	18.181818181818183	13.420670999999999
SRR26260949_2	29.03135556345309	48.0	135.9627967558403	147	18.181818181818183	13.420670999999999
SRR26260950_1	31.029773261959235	48.0	138.50600574613728	147	18.181818181818183	21.875217
SRR26260950_2	26.044294489871533	48.0	138.58935838213628	147	18.181818181818183	21.875217
SRR26260951_1	35.00298331550536	48.0	138.71670482446555	147	9.090909090909092	15.5582
SRR26260951_2	30.309583083491447	48.0	138.755676556414	147	18.181818181818183	15.5582
SRR26260989_1	81.11397031108024	40.0	136.01767601901892	147	27.27272727272727	54.741059
SRR26260989_2	78.85799395079765	40.0	136.07929082994175	147	27.27272727272727	54.741059
SRR26260990_1	81.59520366414861	40.0	136.17362025181237	147	27.27272727272727	58.376720999999996
SRR26260990_2	79.2646511753033	40.0	136.24654546801284	147	27.27272727272727	58.376720999999996
SRR26260991_1	83.28974924537775	39.0	137.05447745680692	147	27.27272727272727	56.66766
SRR26260991_2	81.08689588327397	39.0	137.10990501460623	147	27.27272727272727	56.66766
SRR26260992_1	82.25836949724209	40.0	136.4007571570265	147	27.27272727272727	53.127685
SRR26260992_2	80.16875559851638	40.0	136.46033880452347	147	27.27272727272727	53.127685
SRR26260993_1	83.36877334599906	39.0	135.9349687525105	147	27.27272727272727	54.259239
SRR26260993_2	80.98099475833078	39.0	135.99778118893263	147	27.27272727272727	54.259239
SRR26260994_1	41.452529510415495	45.0	135.60132159662368	147	18.181818181818183	43.146448
SRR26260994_2	34.26447557332554	45.0	135.7677232434058	147	18.181818181818183	43.146448
SRR26260995_1	38.05179067110072	46.0	135.289184255246	147	18.181818181818183	30.013272999999998
SRR26260995_2	32.14918813063012	47.0	135.49934360707678	147	9.090909090909092	30.013272999999998
SRR26260996_1	44.39007773239377	46.0	134.66818543228268	147	18.181818181818183	56.850553999999995
SRR26260996_2	37.462985872284385	46.0	134.8475881695014	147	18.181818181818183	56.850553999999995
SRR26260997_1	40.64748645249831	45.0	136.50806477288495	147	9.090909090909092	40.706416
SRR26260997_2	34.38415549325798	46.0	136.63965606797709	147	18.181818181818183	40.706416
SRR26260998_1	39.68158641932143	46.0	135.14080577653414	147	18.181818181818183	38.448799
SRR26260998_2	33.288438910153744	46.0	135.3647502227573	147	9.090909090909092	38.448799
SRR26260999_1	41.93084138131022	46.0	134.76247975493814	147	9.090909090909092	50.364751
SRR26260999_2	35.416169353501346	46.0	134.9770703125287	147	18.181818181818183	50.364751
SRR26261000_1	39.20911882926937	46.0	135.27579379522268	147	9.090909090909092	38.905248
SRR26261000_2	32.84154558598975	46.0	135.47779302165097	147	18.181818181818183	38.905248
SRR26261001_1	41.66731163824652	46.0	135.4288001859855	147	18.181818181818183	40.312823
SRR26261001_2	34.68526941317886	47.0	135.64894862361785	147	9.090909090909092	40.312823
SRR26261002_1	38.70398400725472	47.0	134.87153872896215	147	18.181818181818183	29.500867999999997
SRR26261002_2	32.20721286889102	47.0	135.08667307687352	147	9.090909090909092	29.500867999999997
SRR26261003_1	39.88069257494931	46.0	135.23085961525027	147	18.181818181818183	39.667293
SRR26261003_2	32.524605767038224	46.0	135.44241274543236	147	18.181818181818183	39.667293
SRR26261004_1	36.09742655492075	46.0	135.71604105723011	147	18.181818181818183	29.836986
SRR26261004_2	29.832632976447798	47.0	135.88574335222734	147	18.181818181818183	29.836986
SRR26261005_1	37.49964116750761	46.0	135.4769390991343	147	9.090909090909092	35.011013
SRR26261005_2	31.420546962233814	47.0	135.67156600124653	147	18.181818181818183	35.011013
SRR26261006_1	80.58510653936263	39.0	136.89742581785111	147	27.27272727272727	57.735386
SRR26261006_2	78.31707922140204	40.0	136.95613296843638	147	27.27272727272727	57.735386
SRR26261235_1	28.200259170174704	41.0	101.0	101	0.0	33.146823
SRR26261235_2	27.514835340922843	41.0	101.0	101	0.0	33.146823
SRR26261236_1	26.342051387856003	40.0	101.0	101	0.0	27.049342
SRR26261236_2	26.164206007380287	40.0	101.0	101	0.0	27.049342
