Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54
SRR26260924_1	(1, 24.950120147238508)	(2, 31.280682393591626)	(3, 31.347710862911327)	(4, 31.432028636422157)	(5, 31.45482456941258)	(6, 34.95440325301964)	(7, 34.96345980405027)	(8, 35.01418401230333)	(9, 35.00927694251435)	(10, 34.98169966279759)	(15, 34.9401062656759)	(20, 34.89835558552298)	(25, 34.78887351469749)	(30, 34.676177736371585)	(35, 34.6419449688501)	(40, 34.551113387738134)	(45, 34.385280253601735)	(50, 34.27525371806159)	(55, 34.16569605238173)	(60, 34.02409113136544)	(65, 33.97005749336161)	(70, 33.910655194560796)	(75, 33.847159892050065)	(80, 33.65699461134741)	(85, 33.52475990271693)	(90, 33.38176310047554)	(95, 33.18414031881247)	(100, 32.936933667322116)	(105, 32.62517220567664)	(110, 32.29410309466452)	(115, 31.988554890641204)	(120, 31.665053842043896)	(125, 31.41722249898648)	(130, 31.21873512603139)	(135, 31.095097345034333)	(140, 30.962942699890704)	(145, 29.062745327151593)																		
SRR26260924_2	(1, 20.612091349800792)	(2, 31.050901876635205)	(3, 30.935840524768317)	(4, 31.00317488919844)	(5, 31.044424043780612)	(6, 34.62834387227263)	(7, 34.56032777576987)	(8, 34.70245346598627)	(9, 34.64457256398215)	(10, 34.65073949439507)	(15, 34.60073477992377)	(20, 34.50602009846297)	(25, 34.39265280945163)	(30, 34.2563055106025)	(35, 34.177669405659536)	(40, 34.02697098107298)	(45, 33.873032340085324)	(50, 33.686782175009796)	(55, 33.568976648138985)	(60, 33.449842821966925)	(65, 33.33565465010403)	(70, 33.19159921335911)	(75, 33.10353461599861)	(80, 32.970578768512404)	(85, 32.73373563781016)	(90, 32.53744434193692)	(95, 32.268339166320175)	(100, 31.96771805569843)	(105, 31.625254539719986)	(110, 31.26188281342767)	(115, 30.885373671351648)	(120, 30.514508178065775)	(125, 30.24252561523364)	(130, 30.027026476630233)	(135, 29.76656094654634)	(140, 29.580545199700772)	(145, 27.888912102867806)																		
SRR26260925_1	(1, 25.014050795604195)	(2, 31.171659431334067)	(3, 31.298403260070128)	(4, 31.41132914111574)	(5, 31.44608546091522)	(6, 34.92992504950821)	(7, 34.96494143887428)	(8, 35.02028305909335)	(9, 35.02482290819818)	(10, 35.00493103110824)	(15, 34.98176922927901)	(20, 34.93632771929829)	(25, 34.82804588960205)	(30, 34.71708432800858)	(35, 34.644023788060785)	(40, 34.55093397548485)	(45, 34.38441063112764)	(50, 34.27545143564178)	(55, 34.16533877023413)	(60, 34.01900323249702)	(65, 33.96254932121578)	(70, 33.90114489831898)	(75, 33.83730638071496)	(80, 33.6376779435751)	(85, 33.50700917035963)	(90, 33.360315076545874)	(95, 33.16190199724765)	(100, 32.91349738572838)	(105, 32.59977047559528)	(110, 32.26599939311147)	(115, 31.958706784089497)	(120, 31.637648935240254)	(125, 31.386360033622005)	(130, 31.19264597018701)	(135, 31.077755741739036)	(140, 30.95911071786663)	(145, 29.08551212092201)																		
SRR26260925_2	(1, 20.606748154300302)	(2, 31.068527863604196)	(3, 30.981398765631972)	(4, 31.05457885331061)	(5, 31.110765715194113)	(6, 34.717726908516624)	(7, 34.65630919113257)	(8, 34.79493330913077)	(9, 34.73412312671268)	(10, 34.7470347366355)	(15, 34.70285374491143)	(20, 34.609368459522926)	(25, 34.50379982504637)	(30, 34.37328794647014)	(35, 34.2641814932172)	(40, 34.11176716613294)	(45, 33.959581259209116)	(50, 33.77726069434068)	(55, 33.656790651502874)	(60, 33.54588210460982)	(65, 33.4255337182098)	(70, 33.288346711065586)	(75, 33.19685181631874)	(80, 33.06311443214041)	(85, 32.82614041714534)	(90, 32.63311115659505)	(95, 32.36332240855516)	(100, 32.067447983282506)	(105, 31.725962973550253)	(110, 31.374090441999925)	(115, 31.00011854116122)	(120, 30.6398790794182)	(125, 30.380588263548553)	(130, 30.181755059526285)	(135, 29.943877674583895)	(140, 29.78237376314509)	(145, 28.088018889687046)																		
SRR26260926_1	(1, 24.75545300828802)	(2, 30.980964099245895)	(3, 31.083133188661904)	(4, 31.185857101980794)	(5, 31.21013741834021)	(6, 34.68010608018316)	(7, 34.69877734403187)	(8, 34.74645798065936)	(9, 34.74418348324131)	(10, 34.71391182508701)	(15, 34.673546507461)	(20, 34.641159772266015)	(25, 34.53395488737581)	(30, 34.42295144723583)	(35, 34.5824832298767)	(40, 34.5426801735093)	(45, 34.371626535645355)	(50, 34.26341490544472)	(55, 34.154672202164946)	(60, 34.00966221305053)	(65, 33.95884195268589)	(70, 33.89835257485495)	(75, 33.83740456847745)	(80, 33.64335977967221)	(85, 33.51110377727919)	(90, 33.368785283354995)	(95, 33.17005704989889)	(100, 32.92475914766651)	(105, 32.6114693187062)	(110, 32.27617008364392)	(115, 31.972754953477192)	(120, 31.64973965536792)	(125, 31.39712533819479)	(130, 31.199670732563533)	(135, 31.084294036490668)	(140, 30.958128174446365)	(145, 29.061328245743102)																		
SRR26260926_2	(1, 20.473273450657604)	(2, 30.823560936176282)	(3, 30.745065187233852)	(4, 30.815855495943705)	(5, 30.857336085250132)	(6, 34.43138296506409)	(7, 34.364022182952695)	(8, 34.49784417121685)	(9, 34.442120966859946)	(10, 34.4572692209183)	(15, 34.41023228005237)	(20, 34.31908641193199)	(25, 34.21015376539451)	(30, 34.07663094042346)	(35, 34.19181350531069)	(40, 34.090313644722315)	(45, 33.93943793896669)	(50, 33.75231221205084)	(55, 33.6358736795254)	(60, 33.51995484287062)	(65, 33.40476579157395)	(70, 33.26512750158811)	(75, 33.17700580334373)	(80, 33.048348254898876)	(85, 32.81243374213243)	(90, 32.61512110913578)	(95, 32.347495945763086)	(100, 32.05116674733535)	(105, 31.706683620983245)	(110, 31.34954808239261)	(115, 30.97209792632117)	(120, 30.602497585721835)	(125, 30.335530696966437)	(130, 30.126088959607205)	(135, 29.874525508034033)	(140, 29.695235316962147)	(145, 27.9914813363039)																		
SRR26260927_1	(1, 25.022391143493387)	(2, 31.252924407757767)	(3, 31.35162688585102)	(4, 31.444454949962033)	(5, 31.463245601749293)	(6, 34.952850199150085)	(7, 34.980332233966514)	(8, 35.047414468037815)	(9, 35.03491343436873)	(10, 34.997820268105464)	(15, 34.970921387318334)	(20, 34.92931653171733)	(25, 34.82103147270105)	(30, 34.710612872801256)	(35, 34.65190133663483)	(40, 34.56122635748146)	(45, 34.39833991969688)	(50, 34.294164963238785)	(55, 34.18784716366674)	(60, 34.04785634860152)	(65, 33.99264288057684)	(70, 33.933519554349985)	(75, 33.87205359163464)	(80, 33.684345494670346)	(85, 33.55707245609833)	(90, 33.41535091349639)	(95, 33.219889534291404)	(100, 32.975779979897915)	(105, 32.66171272523466)	(110, 32.32643276129062)	(115, 32.02348342688497)	(120, 31.694739858698068)	(125, 31.441887500528235)	(130, 31.234877670546314)	(135, 31.116254093639657)	(140, 30.98852059326598)	(145, 29.085909622433192)																		
SRR26260927_2	(1, 20.829126731811122)	(2, 31.14992354291881)	(3, 31.054071326849066)	(4, 31.13176024817399)	(5, 31.178812625151803)	(6, 34.804935132886584)	(7, 34.74704864648781)	(8, 34.8777829799717)	(9, 34.82725334320466)	(10, 34.833756599239805)	(15, 34.78750956499433)	(20, 34.7007937919856)	(25, 34.59557551909948)	(30, 34.469339090702945)	(35, 34.37948617756789)	(40, 34.23279731595473)	(45, 34.08707713845973)	(50, 33.908362463713864)	(55, 33.79294372056623)	(60, 33.682424313359604)	(65, 33.568858945049)	(70, 33.43540770198396)	(75, 33.342661855602294)	(80, 33.21726822439887)	(85, 32.98993120978984)	(90, 32.799624787414146)	(95, 32.53595563264146)	(100, 32.23813401083414)	(105, 31.898718037003427)	(110, 31.539773735351083)	(115, 31.16178062196397)	(120, 30.796465506028692)	(125, 30.526609064393973)	(130, 30.32092790175816)	(135, 30.073357157211216)	(140, 29.89966872675523)	(145, 28.16997461605534)																		
SRR26260934_1	(1, 32.195804894338)	(2, 32.73292501229075)	(3, 32.72611236911078)	(4, 33.052380420323324)	(5, 32.95702264228987)	(6, 32.95258656758151)	(7, 32.919743709192055)	(8, 32.980708624481686)	(9, 33.049128871946664)	(10, 33.04117959386408)	(15, 33.08732274108342)	(20, 33.07685550994169)	(25, 33.023357602548074)	(30, 33.053765146811486)	(35, 33.09972056811419)	(40, 33.09720249353421)	(45, 33.08000635492001)	(50, 32.95381405872403)	(55, 33.03354926020342)	(60, 33.01224908655356)	(65, 32.97963309166472)	(70, 32.947753465737605)	(75, 32.87115132247119)	(80, 32.892331410031105)	(85, 32.860129650396644)	(90, 32.828713767446985)	(95, 32.764813929691)	(100, 32.72836677150707)	(105, 32.67142409873599)	(110, 32.61182781105395)	(115, 32.54670831297924)	(120, 32.4591878850533)	(125, 32.37306552965786)	(130, 32.30880790141863)	(135, 32.227508014533925)	(140, 32.14895918049636)	(145, 32.03993491354407)	(150, 30.532902606456332)																	
SRR26260934_2	(1, 32.447077676795516)	(2, 32.76570835596633)	(3, 32.37142608571858)	(4, 32.642110627715496)	(5, 32.6141496363332)	(6, 32.61413346860623)	(7, 32.8355040837275)	(8, 32.83552724290397)	(9, 32.8977120787384)	(10, 32.87605026100611)	(15, 32.901669501335306)	(20, 32.868012663437696)	(25, 32.94999135900538)	(30, 32.916028872414216)	(35, 32.95420385003258)	(40, 32.94144802683238)	(45, 32.917200951944224)	(50, 32.87734259502898)	(55, 32.84626021899974)	(60, 32.80994519464917)	(65, 32.76625694125612)	(70, 32.71483370522146)	(75, 32.66130558372953)	(80, 32.62899445292324)	(85, 32.56057375298083)	(90, 32.50226086633263)	(95, 32.44976078450317)	(100, 32.38565496833037)	(105, 32.3055192887813)	(110, 32.210200222866895)	(115, 32.10815774754589)	(120, 31.99364247452335)	(125, 31.81373822606626)	(130, 31.777265995394078)	(135, 31.590675122053845)	(140, 31.477434524143668)	(145, 31.33523206303525)	(150, 29.071869250452124)																	
SRR26260935_1	(1, 32.361052404879814)	(2, 32.745774194815525)	(3, 32.62565957473201)	(4, 32.97536247085942)	(5, 32.81668014854472)	(6, 32.82390173339491)	(7, 32.91351406110405)	(8, 33.023520100740974)	(9, 33.09582917879935)	(10, 33.03703932262759)	(15, 33.077171845906605)	(20, 33.0734951374545)	(25, 33.022990447637234)	(30, 33.0682636720657)	(35, 33.10445290371973)	(40, 33.10661830674276)	(45, 33.10195650301911)	(50, 32.97425600576663)	(55, 33.0614504331733)	(60, 33.04381127291771)	(65, 33.02032816998773)	(70, 32.9860840471514)	(75, 32.91381830069105)	(80, 32.94068141990316)	(85, 32.91041632416504)	(90, 32.8862307366288)	(95, 32.835999612104935)	(100, 32.805279321962345)	(105, 32.757383052783865)	(110, 32.7075276908087)	(115, 32.65423187126981)	(120, 32.590909454321576)	(125, 32.5221525073769)	(130, 32.45771190185606)	(135, 32.38823261920333)	(140, 32.31567926948506)	(145, 32.21674966053282)	(150, 30.654756041333627)																	
SRR26260935_2	(1, 32.49946443715659)	(2, 32.776026288706504)	(3, 32.51492696868544)	(4, 32.66977205607488)	(5, 32.6122142343433)	(6, 32.57258309103726)	(7, 32.86752294568575)	(8, 32.86874234147474)	(9, 32.92673440229537)	(10, 32.8667220920931)	(15, 32.885602551790484)	(20, 32.85550020251098)	(25, 32.953670332564656)	(30, 32.92771480275103)	(35, 32.961787918132615)	(40, 32.95053894199307)	(45, 32.93457655116255)	(50, 32.905281291448155)	(55, 32.87854439003668)	(60, 32.85352394323652)	(65, 32.81191920504127)	(70, 32.77208762743074)	(75, 32.73224303547314)	(80, 32.70625167408879)	(85, 32.65152870209995)	(90, 32.6026189644024)	(95, 32.55162254463035)	(100, 32.49467620335875)	(105, 32.420943712803656)	(110, 32.34288487477882)	(115, 32.250212004722286)	(120, 32.15720522962927)	(125, 31.978947498584716)	(130, 31.948132579028005)	(135, 31.787152726023088)	(140, 31.67998209075258)	(145, 31.53662160835349)	(150, 29.1820487114466)																	
SRR26260936_1	(1, 32.321815138441984)	(2, 32.7399757915659)	(3, 32.681831951289894)	(4, 32.99977191560054)	(5, 32.83378985199624)	(6, 32.85565616208154)	(7, 32.922032759217316)	(8, 33.03591671278143)	(9, 33.09540031678299)	(10, 33.05278250856669)	(15, 33.090134061954664)	(20, 33.08467607090268)	(25, 33.02966724867885)	(30, 33.06712490773683)	(35, 33.09679652419136)	(40, 33.09297770395595)	(45, 33.08112891364353)	(50, 32.948000505941636)	(55, 33.03058669760105)	(60, 33.00717455264557)	(65, 32.983910774867546)	(70, 32.95423049558491)	(75, 32.88027055828983)	(80, 32.90481960997262)	(85, 32.868461620111326)	(90, 32.83980449919191)	(95, 32.78227406644786)	(100, 32.746710619975374)	(105, 32.69568797520616)	(110, 32.635236857991806)	(115, 32.57394670220787)	(120, 32.49756079907085)	(125, 32.42043040896939)	(130, 32.35608994108304)	(135, 32.28189969453301)	(140, 32.20893088580101)	(145, 32.10095613696972)	(150, 30.553136053620054)																	
SRR26260936_2	(1, 32.380413371284426)	(2, 32.69419412574079)	(3, 32.49688206607488)	(4, 32.646620564283225)	(5, 32.58161812519307)	(6, 32.55025333112219)	(7, 32.83825384719847)	(8, 32.84293050587263)	(9, 32.893493062924)	(10, 32.84165315249779)	(15, 32.86004957626359)	(20, 32.82172088508696)	(25, 32.914572502015616)	(30, 32.878058280771654)	(35, 32.90106097431237)	(40, 32.88448431563154)	(45, 32.861504475058574)	(50, 32.82894887840144)	(55, 32.79909364758672)	(60, 32.76392329580092)	(65, 32.715418808818015)	(70, 32.668118704647156)	(75, 32.617615762676095)	(80, 32.5911264147612)	(85, 32.53448956601933)	(90, 32.478712579801325)	(95, 32.42528126277769)	(100, 32.36350996169034)	(105, 32.28201454607855)	(110, 32.1952156068633)	(115, 32.0952454143247)	(120, 31.996568401206986)	(125, 31.81441498439046)	(130, 31.776622904735564)	(135, 31.608724020908006)	(140, 31.489003861007824)	(145, 31.333493941079745)	(150, 29.032391061616078)																	
SRR26260937_1	(1, 32.38590397022599)	(2, 32.78734360397553)	(3, 32.694682927610174)	(4, 33.02261042665549)	(5, 32.862166573646185)	(6, 32.86146180945893)	(7, 32.93328931762756)	(8, 33.043100654686995)	(9, 33.110266181561364)	(10, 33.06133329043667)	(15, 33.09466245844191)	(20, 33.09035821355295)	(25, 33.034249052737565)	(30, 33.07770626261741)	(35, 33.09173954093818)	(40, 33.08939563915503)	(45, 33.07437088044206)	(50, 32.942786367901775)	(55, 33.02517849356375)	(60, 33.00572617797079)	(65, 32.976289176620185)	(70, 32.94747729669367)	(75, 32.8717605678723)	(80, 32.89442457293998)	(85, 32.85854887124775)	(90, 32.82889643005158)	(95, 32.770860657651134)	(100, 32.72972571283956)	(105, 32.67897757888226)	(110, 32.61557663735856)	(115, 32.55450135173956)	(120, 32.47432583802586)	(125, 32.39755455789988)	(130, 32.32665856392076)	(135, 32.25272250067396)	(140, 32.17985036524833)	(145, 32.07112757649058)	(150, 30.526880100599126)																	
SRR26260937_2	(1, 32.55812622094237)	(2, 32.83219323019173)	(3, 32.594193066376214)	(4, 32.74326868215702)	(5, 32.6807492057512)	(6, 32.64116545569078)	(7, 32.92062967326887)	(8, 32.92003759053178)	(9, 32.97320450657415)	(10, 32.91070725561297)	(15, 32.922923447952904)	(20, 32.88311935514504)	(25, 32.973174463368196)	(30, 32.93661554969819)	(35, 32.949754742836376)	(40, 32.927902458397476)	(45, 32.907879644170464)	(50, 32.87435265188914)	(55, 32.84383029275958)	(60, 32.81589977276957)	(65, 32.76710467234223)	(70, 32.71998303073226)	(75, 32.67091416146517)	(80, 32.6419804794452)	(85, 32.584489273773784)	(90, 32.53126412443985)	(95, 32.47445592680235)	(100, 32.41031137537995)	(105, 32.32879846607597)	(110, 32.2415796764415)	(115, 32.14280358868858)	(120, 32.04129958584199)	(125, 31.860099885475012)	(130, 31.82390214456163)	(135, 31.65418542112409)	(140, 31.542505931531206)	(145, 31.392306398375514)	(150, 29.19043156773963)																	
SRR26260938_1	(1, 32.40139069742378)	(2, 32.799405147293605)	(3, 32.67893734019768)	(4, 33.02607644130736)	(5, 32.877192996566485)	(6, 32.87314991237263)	(7, 32.958658782482246)	(8, 33.06265103556328)	(9, 33.133726202071365)	(10, 33.07723604215444)	(15, 33.116443784569384)	(20, 33.11021086064635)	(25, 33.05770621386226)	(30, 33.099945436982686)	(35, 33.11078018287308)	(40, 33.108221190856725)	(45, 33.103757554517394)	(50, 32.97542249951096)	(55, 33.059967004039336)	(60, 33.04233591520005)	(65, 33.018219700815756)	(70, 32.982662009019215)	(75, 32.9081413483247)	(80, 32.9340290985348)	(85, 32.900520305877095)	(90, 32.87527956826689)	(95, 32.82293809582278)	(100, 32.78996638137365)	(105, 32.740109966731744)	(110, 32.68784567445532)	(115, 32.63157242300016)	(120, 32.56685078087715)	(125, 32.497697143769)	(130, 32.43201241912524)	(135, 32.36229757618172)	(140, 32.28773036277994)	(145, 32.18691592464582)	(150, 30.645296931442616)																	
