Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54
SRR26260919_1	(1, 24.505471172334904)	(2, 31.05970867738236)	(3, 31.151913440375907)	(4, 31.24636385612384)	(5, 31.26506043744099)	(6, 34.74815374243107)	(7, 34.76618949907786)	(8, 34.83340796835716)	(9, 34.84272559056655)	(10, 34.81538068714931)	(15, 34.77947990147273)	(20, 34.73564453625355)	(25, 34.63134216193438)	(30, 34.52469937019927)	(35, 34.65766554454562)	(40, 34.61269168597063)	(45, 34.46269867064488)	(50, 34.354120009976846)	(55, 34.25508212484636)	(60, 34.12405634965002)	(65, 34.06027410233353)	(70, 33.99851043050033)	(75, 33.93774225336589)	(80, 33.76033492970382)	(85, 33.64062866716462)	(90, 33.50161458677495)	(95, 33.30144948631236)	(100, 33.06088186190176)	(105, 32.7432351005569)	(110, 32.42032215695439)	(115, 32.1238797127578)	(120, 31.78887921126444)	(125, 31.551148744749458)	(130, 31.338612980410566)	(135, 31.21801536122763)	(140, 31.060767859418927)	(145, 29.071123086027683)																		
SRR26260919_2	(1, 20.604572019675658)	(2, 30.866421947301504)	(3, 30.780598140278784)	(4, 30.857609578622842)	(5, 30.913748358236376)	(6, 34.49489667977218)	(7, 34.44054919715812)	(8, 34.55861815585734)	(9, 34.51310053450565)	(10, 34.52422149538343)	(15, 34.48831320482416)	(20, 34.41517948858005)	(25, 34.3204870093302)	(30, 34.20922575793109)	(35, 34.31531400886416)	(40, 34.231092358940266)	(45, 34.10156924056565)	(50, 33.936135061321096)	(55, 33.83520375250528)	(60, 33.73305770776102)	(65, 33.63643854880793)	(70, 33.50766130918824)	(75, 33.40648962724674)	(80, 33.28283741850173)	(85, 33.088697296989324)	(90, 32.9266391353136)	(95, 32.68210466121818)	(100, 32.38605341922978)	(105, 32.064416653568976)	(110, 31.7316780981369)	(115, 31.377731005635034)	(120, 31.048075250067917)	(125, 30.798466525666093)	(130, 30.62354122114443)	(135, 30.401207541678293)	(140, 30.247206757936976)	(145, 28.529706344117706)																		
SRR26260920_1	(1, 22.817198441131513)	(2, 29.00392170535019)	(3, 29.083833084294245)	(4, 29.18077895999445)	(5, 29.198746927803786)	(6, 32.43403862518214)	(7, 32.448841572048835)	(8, 32.51558692403328)	(9, 32.50995487245008)	(10, 32.486102996651034)	(15, 32.447776379684186)	(20, 32.40347267196581)	(25, 32.30170257513344)	(30, 32.19680795629121)	(35, 34.14565424204373)	(40, 34.55299176607231)	(45, 34.3883147173743)	(50, 34.27535063067225)	(55, 34.16297658051938)	(60, 34.02464557534153)	(65, 33.95874691222449)	(70, 33.8987509337324)	(75, 33.83270850906039)	(80, 33.64873879712407)	(85, 33.51884717760123)	(90, 33.370950214312145)	(95, 33.16441131814922)	(100, 32.906156049000415)	(105, 32.58932109228876)	(110, 32.25084347532846)	(115, 31.94319398408212)	(120, 31.605192301749845)	(125, 31.3693596097833)	(130, 31.16553984517675)	(135, 31.04241552654033)	(140, 30.88979558704445)	(145, 28.93621804700701)																		
SRR26260920_2	(1, 19.488872243240582)	(2, 28.875465018724007)	(3, 28.78450535483932)	(4, 28.881794238891818)	(5, 28.913556495365572)	(6, 32.2404348270631)	(7, 32.189930251446725)	(8, 32.305659003916425)	(9, 32.264595727327375)	(10, 32.27575171595153)	(15, 32.239941491367915)	(20, 32.17421501036009)	(25, 32.07746722726581)	(30, 31.96498128890612)	(35, 33.83058728145277)	(40, 34.17938158361651)	(45, 34.04152332962714)	(50, 33.8699090407271)	(55, 33.76397854856698)	(60, 33.65442084165358)	(65, 33.54880461768569)	(70, 33.41073718311049)	(75, 33.31281209302959)	(80, 33.18359113228676)	(85, 32.975344837721266)	(90, 32.79781493662997)	(95, 32.545814051788895)	(100, 32.24379382504698)	(105, 31.908735953658685)	(110, 31.557245072005507)	(115, 31.20072017871605)	(120, 30.85897243044102)	(125, 30.60850612203189)	(130, 30.42475592717306)	(135, 30.188148593729615)	(140, 30.032825064307236)	(145, 28.315349567491882)																		
SRR26260921_1	(1, 24.417323264009916)	(2, 30.41188861779172)	(3, 30.503461399635956)	(4, 30.616001239301344)	(5, 30.643880810193252)	(6, 34.03684715541613)	(7, 34.04310141357809)	(8, 34.100960489524034)	(9, 34.09844024631114)	(10, 34.08095405135355)	(15, 34.047602407342865)	(20, 34.004654196196896)	(25, 33.8989004732582)	(30, 33.78808549320321)	(35, 34.45795570581568)	(40, 34.54774128068529)	(45, 34.389536971083324)	(50, 34.26780187919849)	(55, 34.15621058739728)	(60, 34.01901549410708)	(65, 33.94353600310926)	(70, 33.88950826410342)	(75, 33.8288144078921)	(80, 33.637146216016085)	(85, 33.50378155390088)	(90, 33.35569102957112)	(95, 33.156730070275714)	(100, 32.90547779414959)	(105, 32.59669524867094)	(110, 32.26748391807105)	(115, 31.962577250465785)	(120, 31.618195414210287)	(125, 31.37263251696654)	(130, 31.161008430575272)	(135, 31.025859600141633)	(140, 30.867075197528656)	(145, 28.941498607468795)																		
SRR26260921_2	(1, 20.272650323380194)	(2, 30.347337314588902)	(3, 30.248848611595214)	(4, 30.33027535726734)	(5, 30.360230819875294)	(6, 33.86995131094845)	(7, 33.81151794275977)	(8, 33.93313659424499)	(9, 33.89167898996941)	(10, 33.895482777584135)	(15, 33.85577208008984)	(20, 33.78468503621084)	(25, 33.68329871035204)	(30, 33.56489186940862)	(35, 34.17725981972275)	(40, 34.212106782509274)	(45, 34.07383263649078)	(50, 33.90292015836244)	(55, 33.79450906053812)	(60, 33.68303607087261)	(65, 33.582978795503735)	(70, 33.445148970491786)	(75, 33.355028879745994)	(80, 33.22639779350662)	(85, 33.016538589282234)	(90, 32.83877782074787)	(95, 32.58533359524655)	(100, 32.288046851233524)	(105, 31.956108137975367)	(110, 31.601156040695763)	(115, 31.24790872030643)	(120, 30.901608682059827)	(125, 30.64548661404539)	(130, 30.45904729135889)	(135, 30.22321215558883)	(140, 30.067284334747626)	(145, 28.358666729665153)																		
SRR26260922_1	(1, 25.140325599739263)	(2, 31.077294505183815)	(3, 31.224460585617646)	(4, 31.344201117458287)	(5, 31.364116120241377)	(6, 34.83973031489686)	(7, 34.86236699320965)	(8, 34.91255401751925)	(9, 34.93377319611918)	(10, 34.92309475963799)	(15, 34.908761244037464)	(20, 34.86710751523338)	(25, 34.76456189362206)	(30, 34.66235688179759)	(35, 34.68138310398833)	(40, 34.61408521808838)	(45, 34.459557816044466)	(50, 34.35686685999384)	(55, 34.251779857589085)	(60, 34.11447580475742)	(65, 34.05923492861251)	(70, 33.99855170964152)	(75, 33.93130062816617)	(80, 33.74314722685162)	(85, 33.62980298105751)	(90, 33.493063875481994)	(95, 33.301685823444075)	(100, 33.06092365180119)	(105, 32.74891462912804)	(110, 32.41696586042663)	(115, 32.1145511211998)	(120, 31.79549177710574)	(125, 31.539566683508973)	(130, 31.33352053053028)	(135, 31.20975364438591)	(140, 31.073604327850347)	(145, 29.14998111583781)																		
SRR26260922_2	(1, 20.58497384040265)	(2, 30.963993065338375)	(3, 30.89304144648167)	(4, 30.96251678690739)	(5, 31.017086322989915)	(6, 34.610800092475245)	(7, 34.54792171214675)	(8, 34.681953816861714)	(9, 34.628900379030696)	(10, 34.6428970398105)	(15, 34.604515309954046)	(20, 34.51686691516526)	(25, 34.4175891325881)	(30, 34.29038333541124)	(35, 34.272047261753066)	(40, 34.14417459165038)	(45, 34.000147194715325)	(50, 33.818727953585025)	(55, 33.704582365619025)	(60, 33.59253714407625)	(65, 33.4793253253588)	(70, 33.344076831969105)	(75, 33.24546078276344)	(80, 33.105021673678365)	(85, 32.88614416925668)	(90, 32.697116884740836)	(95, 32.43198159963163)	(100, 32.13264116417656)	(105, 31.797214582493115)	(110, 31.446959274989474)	(115, 31.073175880779736)	(120, 30.709888552995515)	(125, 30.4427876506858)	(130, 30.23858126545203)	(135, 29.994645011766362)	(140, 29.822331358975323)	(145, 28.12727309334378)																		
SRR26260923_1	(1, 23.09202432587784)	(2, 29.95188641047432)	(3, 30.007411822197714)	(4, 30.197878662350433)	(5, 30.22382437941907)	(6, 33.52313647139249)	(7, 33.54626050880192)	(8, 33.55357619711719)	(9, 33.605408465522984)	(10, 33.59747798767751)	(15, 33.58728676136299)	(20, 33.55484983754042)	(25, 33.43453347695557)	(30, 33.31451294502811)	(35, 34.21759150503204)	(40, 34.355500258921396)	(45, 34.178203055039454)	(50, 34.069447153376004)	(55, 33.95038598393956)	(60, 33.78962223098009)	(65, 33.73427387290839)	(70, 33.66486312098954)	(75, 33.600322106121396)	(80, 33.394251218270966)	(85, 33.24642085093687)	(90, 33.09760214147806)	(95, 32.88744880632077)	(100, 32.62576915275786)	(105, 32.28976092187467)	(110, 31.92032246619928)	(115, 31.57926037886059)	(120, 31.22228078831024)	(125, 30.948166697383975)	(130, 30.722566700364165)	(135, 30.58978997042714)	(140, 30.43490068387545)	(145, 28.58978304557101)																		
SRR26260923_2	(1, 20.239729029294796)	(2, 30.162370961959688)	(3, 30.08210033840462)	(4, 30.174059323284226)	(5, 30.206944621542934)	(6, 33.72518752783043)	(7, 33.6763193040174)	(8, 33.798610030903035)	(9, 33.75353525676759)	(10, 33.76315535435683)	(15, 33.72663032049301)	(20, 33.649114450057446)	(25, 33.55263545364177)	(30, 33.43374719859858)	(35, 34.305871644320014)	(40, 34.40711769852767)	(45, 34.262164955490036)	(50, 34.086927082652934)	(55, 33.97710858754557)	(60, 33.86941725592041)	(65, 33.756233732877526)	(70, 33.61761449370036)	(75, 33.53680587386165)	(80, 33.409529395114696)	(85, 33.189845753934)	(90, 33.00359966785919)	(95, 32.74237427530039)	(100, 32.4399435213161)	(105, 32.08956306872041)	(110, 31.713661456482253)	(115, 31.330506280652468)	(120, 30.94744694147884)	(125, 30.673488427506715)	(130, 30.449359792790215)	(135, 30.186316456465455)	(140, 29.986731177048455)	(145, 28.210249813609668)																		
