Sample	Top overrepresented sequence	Sum of remaining overrepresented sequences
SRR26260919_1	0.8898872326484292	0.7503697706485278
SRR26260919_2	0.8580958724499481	0.2890451960963776
SRR26260920_1	7.842371814714917	0.0
SRR26260920_2	7.673244749841614	0.11511674903210523
SRR26260921_1	2.959668486890515	0.22844661322179638
SRR26260921_2	2.8326339026373883	0.12713992486735615
SRR26260922_1	0.44328234105694686	0.0
SRR26260922_2	0.42554442100385703	0.0
SRR26260923_1	3.9114223074668657	0.0
SRR26260923_2	3.8283649696143494	0.0
SRR26260924_1	0.2715386162285998	0.0
SRR26260924_2	0.2439064166538325	0.0
SRR26260925_1	0.12449078534593021	0.0
SRR26260925_2	0.11504107199242627	0.0
SRR26260926_1	1.0101259632029027	0.0
SRR26260926_2	0.981530817460679	0.0
SRR26260927_1	0.17412346508749377	0.0
SRR26260927_2	0.0	0.0
SRR26260934_1	0.26324118267884117	0.36003343136365124
SRR26260934_2	0.26091652571977303	0.0
SRR26260935_1	0.20739090376771063	0.24822857016247724
SRR26260935_2	0.20700862357794209	0.0
SRR26260936_1	0.19807818103458438	0.4236718181176683
SRR26260936_2	0.19738383560613046	0.0
SRR26260937_1	0.15698468791201584	0.6224018183211334
SRR26260937_2	0.15684480749112498	0.0
SRR26260938_1	0.1378070074549618	0.22662070418785638
SRR26260938_2	0.1150335429044351	0.0
SRR26260939_1	0.32024150016682973	0.10279733157266707
SRR26260939_2	0.318288673392638	0.0
SRR26260940_1	1.3607725521793093	0.3992168060338612
SRR26260940_2	1.3614366651899723	0.0
SRR26260941_1	2.3604248484164465	0.12520109648996947
SRR26260941_2	2.359664232056673	0.0
SRR26260942_1	0.21357803583791235	0.14453431996854016
SRR26260942_2	0.21459596555840643	0.0
SRR26260943_1	0.6200821869123996	0.13331806150396663
SRR26260943_2	0.6166033716646077	0.0
SRR26260944_1	0.17989365725493667	0.11342815985830534
SRR26260944_2	0.1790870205488992	0.0
SRR26260945_1	0.7261637956239173	0.1221986444358657
SRR26260945_2	0.7288464347089156	0.0
SRR26260946_1	0.8510446711460334	0.13491218990364262
SRR26260946_2	0.8501996058445	0.0
SRR26260947_1	0.8772633494755835	0.1272504885173278
SRR26260947_2	0.8781817997452442	0.0
SRR26260948_1	1.153292990462886	0.11604012829749544
SRR26260948_2	1.1516067783865986	0.0
SRR26260949_1	0.8717894954730654	0.13307084273208103
SRR26260949_2	0.8678776195318402	0.0
SRR26260950_1	0.33647666215151145	0.5952215239739107
SRR26260950_2	0.3363395206548122	0.0
SRR26260951_1	0.46592150762941725	0.12129295162679482
SRR26260951_2	0.46387756938463315	0.0
SRR26260989_1	0.3213547622452828	5.576686048401074
SRR26260989_2	0.28917781806157605	0.35045723174628396
SRR26260990_1	0.33037312938491353	5.680745583500657
SRR26260990_2	0.3051764418217323	0.34460996875792327
SRR26260991_1	0.3824138847448439	7.021258686171266
SRR26260991_2	0.36451125739089985	0.5071111106405312
SRR26260992_1	0.38131531611061165	6.784041126580238
SRR26260992_2	0.37086313849361213	0.4278823743214108
SRR26260993_1	0.4563812625532768	8.887352806404085
SRR26260993_2	0.41293981288605985	0.5596927004449878
SRR26260994_1	0.1189275186685124	0.0
SRR26260994_2	0.0	0.0
SRR26260995_1	0.11268014654716264	0.0
SRR26260995_2	0.0	0.0
SRR26260996_1	0.12160479561905413	0.0
SRR26260996_2	0.0	0.0
SRR26260997_1	0.1298124600308708	0.0
SRR26260997_2	0.0	0.0
SRR26260998_1	0.10749360467670266	0.20900002624269226
SRR26260998_2	0.10039585371704328	0.0
SRR26260999_1	0.14344357624243986	0.0
SRR26260999_2	0.0	0.0
SRR26261000_1	0.13345757364147892	0.0
SRR26261000_2	0.0	0.0
SRR26261001_1	0.12369265233546159	0.10213375530659313
SRR26261001_2	0.11137399134761661	0.0
SRR26261002_1	0.12743014883494275	0.21404115973807958
SRR26261002_2	0.10395626325299988	0.0
SRR26261003_1	0.12005356654914669	0.0
SRR26261003_2	0.0	0.0
SRR26261004_1	0.12101423381034532	0.0
SRR26261004_2	0.0	0.0
SRR26261005_1	0.13095879288040024	0.0
SRR26261005_2	0.0	0.0
SRR26261006_1	0.2986435389901091	6.225530387897641
SRR26261006_2	0.3177617968986992	0.13261018121538148
SRR26261235_1	0.0	0.0
SRR26261235_2	0.0	0.0
SRR26261236_1	0.0	0.0
SRR26261236_2	0.0	0.0
