Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54
SRR26260926_1	(1, 1.012559722407499)	(2, 1.010132062850032)	(3, 1.0101259632029027)	(4, 1.0101259632029027)	(5, 1.0101259632029027)	(6, 1.0249542053742648)	(7, 1.0101259632029027)	(8, 1.0101259632029027)	(9, 1.0101259632029027)	(10, 1.01018573974477)	(15, 1.0101259632029027)	(20, 1.0102028187567322)	(25, 1.010788384881146)	(30, 1.011456906206519)	(35, 0.2045515493174211)	(40, 0.006368517736063063)	(45, 0.014560708204443143)	(50, 0.008642036062216247)	(55, 0.00995028732272417)	(60, 0.006325058931700143)	(65, 0.00442205648424455)	(70, 0.0022896318641338173)	(75, 0.0018678501872554216)	(80, 0.0017129385824924525)	(85, 0.00045035557171661073)	(90, 4.4326965816843116e-05)	(95, 2.5429009813228873e-05)	(100, 0.0008880837545277205)	(105, 0.003682108073622122)	(110, 0.0022051463041220724)	(115, 0.0022182799506052153)	(120, 0.0008170440272379434)	(125, 0.0016476395990424784)	(130, 0.0007823784832925118)	(135, 0.00013104273010248297)	(140, 0.00012825083501577858)	(145, 0.0)																		
SRR26260926_2	(1, 1.0202208792019174)	(2, 1.010168660732808)	(3, 0.9950171372635921)	(4, 0.9879293472993295)	(5, 0.9842390607860945)	(6, 0.9840072741951805)	(7, 0.9827629461808004)	(8, 0.9830435299487489)	(9, 0.9829642345360678)	(10, 0.9822115380803106)	(15, 0.9825787368374953)	(20, 0.9824018470707451)	(25, 0.9822249573039951)	(30, 0.9840231332777168)	(35, 0.2009619889953)	(40, 0.0013591571884757814)	(45, 0.0005866722822871793)	(50, 0.0001553618231981219)	(55, 0.0006429356763834486)	(60, 0.0003237603374235179)	(65, 0.00020189344341505213)	(70, 0.00010567219894609014)	(75, 0.00022132770262319845)	(80, 3.9103632724957336e-05)	(85, 5.112516911247345e-06)	(90, 0.00017444705750514463)	(95, 0.00016827980668763717)	(100, 0.0006685299221769014)	(105, 4.036592576691835e-05)	(110, 0.00030985909674007575)	(115, 0.0006064777012262769)	(120, 0.0001899160220701064)	(125, 1.11335547079869e-05)	(130, 0.0005232176110958378)	(135, 0.0005923225879940768)	(140, 0.00022831512920317858)	(145, 0.0008874980934894787)																		
SRR26260927_1	(1, 0.17647073969509022)	(2, 0.17413544097834885)	(3, 0.17412346508749377)	(4, 0.17412346508749377)	(5, 0.17412346508749377)	(6, 0.18900350947493563)	(7, 0.17412346508749377)	(8, 0.17412346508749377)	(9, 0.17412346508749377)	(10, 0.17418334454176918)	(15, 0.17412346508749377)	(20, 0.17419412284353877)	(25, 0.17465998499780153)	(30, 0.1752408157042731)	(35, 0.03570420778244273)	(40, 0.006759749643061463)	(45, 0.014917078743466412)	(50, 0.008952146884751338)	(55, 0.010258871616423193)	(60, 0.006253864575313359)	(65, 0.004607106589890089)	(70, 0.0023939399701725264)	(75, 0.0019213901747728507)	(80, 0.0017113125389351385)	(85, 0.0004553944292841451)	(90, 5.901246741004415e-05)	(95, 2.115052175957747e-05)	(100, 0.001148497335658112)	(105, 0.004372138400763028)	(110, 0.002715327832647837)	(115, 0.0028652862136361325)	(120, 0.0009366082415609837)	(125, 0.001845883060095432)	(130, 0.0009608466931574437)	(135, 0.0001410237698921862)	(140, 0.00015558467419973625)	(145, 0.0)																		
SRR26260927_2	(1, 0.19978181124451125)	(2, 0.18959032812683474)	(3, 0.17428513961403738)	(4, 0.16729720730009587)	(5, 0.1639499458060999)	(6, 0.16362060880758508)	(7, 0.16254277863062752)	(8, 0.16281223617486693)	(9, 0.1628661276837148)	(10, 0.1621667356577779)	(15, 0.16244577391470136)	(20, 0.16230206322444035)	(25, 0.16202661773477342)	(30, 0.16374156530522144)	(35, 0.0350998907225241)	(40, 0.001226107372310095)	(45, 0.000519591946324832)	(50, 0.00012605767642927344)	(55, 0.0005599942712345711)	(60, 0.0002599911374317365)	(65, 0.0001641662378226072)	(70, 9.820872618238336e-05)	(75, 0.00018315805738119707)	(80, 3.825538087846991e-05)	(85, 3.7604143264615983e-06)	(90, 0.0001947458292746338)	(95, 0.00016491522302079304)	(100, 0.000665174846351468)	(105, 3.307315734952925e-05)	(110, 0.0003182532992017583)	(115, 0.0006183082634757242)	(120, 0.0001794593541289207)	(125, 9.376347615561047e-06)	(130, 0.0005208450814805384)	(135, 0.0005653967089572448)	(140, 0.00024428453057300355)	(145, 0.000817071569422432)																		
SRR26260934_1	(1, 0.26324118267884117)	(2, 0.26331109717385076)	(3, 0.26324118267884117)	(4, 0.26324118267884117)	(5, 0.26324118267884117)	(6, 0.26324118267884117)	(7, 0.26324118267884117)	(8, 0.26324118267884117)	(9, 0.26324118267884117)	(10, 0.26324118267884117)	(15, 0.26324118267884117)	(20, 0.26342470822824127)	(25, 0.4392981161495623)	(30, 0.27818103633119845)	(35, 0.05842438992916685)	(40, 0.0)	(45, 0.00015436116421856292)	(50, 0.31114135901536605)	(55, 0.0)	(60, 0.0)	(65, 6.172768960241865e-06)	(70, 2.8322935025036283e-05)	(75, 0.17003528631653594)	(80, 0.0)	(85, 1.1808153475475646e-05)	(90, 0.0)	(95, 1.791593727192835e-05)	(100, 7.74493527218752e-06)	(105, 1.2994376293827557e-05)	(110, 3.316902400820602e-05)	(115, 6.362604896168974e-05)	(120, 1.2374176142820131e-05)	(125, 2.5888680439248532e-05)	(130, 2.8354550776571354e-05)	(135, 9.322331618201267e-05)	(140, 0.0001526282558400613)	(145, 0.00016931134920180154)	(150, 7.729409708293182e-05)																	
SRR26260934_2	(1, 0.2616549975733116)	(2, 0.26091652571977303)	(3, 0.26214439903837855)	(4, 0.26091652571977303)	(5, 0.26091652571977303)	(6, 0.2609252650316492)	(7, 0.2609252650316492)	(8, 0.26102139746228736)	(9, 0.260960222279154)	(10, 0.2610144060127864)	(15, 0.26184464064102503)	(20, 0.2633014839307869)	(25, 0.26957281413314527)	(30, 0.2799035547019967)	(35, 0.06269386406680423)	(40, 0.005668033806941614)	(45, 0.00695385158702127)	(50, 0.008854918232714518)	(55, 0.011169393518444065)	(60, 0.010447765749516495)	(65, 0.010987668090666453)	(70, 0.012747885482994051)	(75, 0.013757863542020313)	(80, 0.014901124751827003)	(85, 0.017130492502749065)	(90, 0.015528362809802673)	(95, 0.014767092749632671)	(100, 0.017206480778174486)	(105, 0.018561609203538297)	(110, 0.020458765925748287)	(115, 0.022582574451834262)	(120, 0.022770836747929082)	(125, 0.1566118315375443)	(130, 0.026779694564393497)	(135, 0.026793851174315448)	(140, 0.027568000242348893)	(145, 0.025459347880088582)	(150, 0.03386319225536251)																	
SRR26260935_1	(1, 0.20739090376771063)	(2, 0.20746892013296953)	(3, 0.20739090376771063)	(4, 0.20739090376771063)	(5, 0.20739090376771063)	(6, 0.20739090376771063)	(7, 0.20739090376771063)	(8, 0.20739090376771063)	(9, 0.20739090376771063)	(10, 0.20739090376771063)	(15, 0.20739090376771063)	(20, 0.20750012667907308)	(25, 0.37917201777665294)	(30, 0.21667251074256091)	(35, 0.04511826705085195)	(40, 0.0)	(45, 0.00018697902041409564)	(50, 0.31029008577064066)	(55, 0.0)	(60, 0.0)	(65, 0.0)	(70, 1.4195528515772636e-05)	(75, 0.16952441680421676)	(80, 0.0)	(85, 4.043115884830615e-06)	(90, 0.0)	(95, 1.0062291453768844e-05)	(100, 0.0)	(105, 0.0)	(110, 7.375304346543425e-06)	(115, 5.387491268896962e-05)	(120, 2.5204466699294016e-05)	(125, 3.923930887911323e-05)	(130, 4.925011440018051e-05)	(135, 0.00011616336675385005)	(140, 0.0001296579606633105)	(145, 0.00015225761208845332)	(150, 5.042260191113763e-05)																	
SRR26260935_2	(1, 0.20798772896194118)	(2, 0.20700862357794209)	(3, 0.2087249836136377)	(4, 0.20700862357794209)	(5, 0.20700862357794209)	(6, 0.20700862357794209)	(7, 0.20712174730756747)	(8, 0.20730898658418878)	(9, 0.2071841603997746)	(10, 0.20771935266545058)	(15, 0.20893172698157372)	(20, 0.2108704336582572)	(25, 0.215822132361239)	(30, 0.22328127704364162)	(35, 0.0515327680481268)	(40, 0.006827236159370326)	(45, 0.00830001072140135)	(50, 0.010207296086953482)	(55, 0.012709302557009692)	(60, 0.012068735909433208)	(65, 0.012541188573640333)	(70, 0.013995288860041094)	(75, 0.015135964808877855)	(80, 0.015935731653886013)	(85, 0.01850565609994377)	(90, 0.01661607981612962)	(95, 0.015876987852045558)	(100, 0.018399980108501787)	(105, 0.019909572036956764)	(110, 0.021798674381658226)	(115, 0.02382550747647639)	(120, 0.0241605823956042)	(125, 0.15723186364329267)	(130, 0.028466267791795286)	(135, 0.028619547476889672)	(140, 0.02974875137586088)	(145, 0.027938147154171006)	(150, 0.03642792553714297)																	
SRR26260936_1	(1, 0.19807818103458438)	(2, 0.19817102955117996)	(3, 0.19807818103458438)	(4, 0.19807818103458438)	(5, 0.19807818103458438)	(6, 0.19807818103458438)	(7, 0.19807818103458438)	(8, 0.19807818103458438)	(9, 0.19807818103458438)	(10, 0.19807818103458438)	(15, 0.19807818103458438)	(20, 0.19821382060665446)	(25, 0.3705382452728398)	(30, 0.2092304989453216)	(35, 0.043836034820513174)	(40, 0.0)	(45, 0.00021695206440898793)	(50, 0.3139090964330972)	(55, 0.0)	(60, 0.0)	(65, 2.43334705524775e-05)	(70, 5.2792399557830356e-05)	(75, 0.1697527309493649)	(80, 0.0)	(85, 2.3809058379573055e-05)	(90, 0.0)	(95, 3.181282672243958e-05)	(100, 2.807283079109748e-05)	(105, 2.6935869656527342e-05)	(110, 6.157150669840437e-05)	(115, 0.00011337156499020815)	(120, 2.4869260860889257e-05)	(125, 2.9909582733205864e-05)	(130, 3.755648299435669e-05)	(135, 0.00011400646234669652)	(140, 0.0001871952227779147)	(145, 0.00021758407448638152)	(150, 0.000121690156455162)																	
SRR26260936_2	(1, 0.19815891887510229)	(2, 0.19738787249815637)	(3, 0.19903088755269557)	(4, 0.19738383560613046)	(5, 0.19738383560613046)	(6, 0.1974120938503117)	(7, 0.1974120938503117)	(8, 0.19756145885526985)	(9, 0.19746861033867424)	(10, 0.19747749150113122)	(15, 0.19824450098605123)	(20, 0.19969858949377858)	(25, 0.2049182908832607)	(30, 0.213923789614627)	(35, 0.04920364819103595)	(40, 0.006136444714218518)	(45, 0.007579718370435513)	(50, 0.00952625135741389)	(55, 0.011867674794182319)	(60, 0.011110048032640913)	(65, 0.011471345779562346)	(70, 0.013126625278823013)	(75, 0.014224349633227893)	(80, 0.015103177331849972)	(85, 0.017356566869923745)	(90, 0.015493642219827509)	(95, 0.014698029494670896)	(100, 0.01688792255136627)	(105, 0.017892602859011553)	(110, 0.019779582272420493)	(115, 0.02156965574123776)	(120, 0.021638964411540264)	(125, 0.15491296932159934)	(130, 0.025235044780146872)	(135, 0.025122878162670406)	(140, 0.025778846020168774)	(145, 0.02400887163086377)	(150, 0.03163572075924969)																	
SRR26260937_1	(1, 0.15698468791201584)	(2, 0.15706628482420218)	(3, 0.15698468791201584)	(4, 0.15698468791201584)	(5, 0.15698468791201584)	(6, 0.15698468791201584)	(7, 0.15698468791201584)	(8, 0.15698468791201584)	(9, 0.15698468791201584)	(10, 0.15698468791201584)	(15, 0.15698468791201584)	(20, 0.15709037534113338)	(25, 0.32879670043846293)	(30, 0.1637051650223723)	(35, 0.03383449600795281)	(40, 0.0)	(45, 5.8402219464997195e-05)	(50, 0.31673781686555696)	(55, 0.0)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 0.16912877369707732)	(80, 0.0)	(85, 0.0)	(90, 0.0)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 8.707088594069191e-07)	(115, 3.24615346369038e-05)	(120, 3.3758068916928904e-05)	(125, 4.696549296507795e-05)	(130, 5.3245407417218366e-05)	(135, 8.061164591504354e-05)	(140, 7.460610182507551e-05)	(145, 8.288819629299851e-05)	(150, 5.4515421504153164e-05)																	
