Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33
SRR26260941_2	(2.0, 518085.0)	(3.0, 0.0)	(4.0, 4.0)	(5.0, 20.0)	(6.0, 61.0)	(7.0, 224.0)	(8.0, 270.0)	(9.0, 295.0)	(10.0, 273.0)	(11.0, 316.0)	(12.0, 336.0)	(13.0, 267.0)	(14.0, 214.0)	(15.0, 289.0)	(16.0, 451.0)	(17.0, 961.0)	(18.0, 2678.0)	(19.0, 7716.0)	(20.0, 18993.0)	(21.0, 37273.0)	(22.0, 61402.0)	(23.0, 82590.0)	(24.0, 108279.0)	(25.0, 143416.0)	(26.0, 198100.0)	(27.0, 275533.0)	(28.0, 395464.0)	(29.0, 575731.0)	(30.0, 879904.0)	(31.0, 1451970.0)	(32.0, 3234530.0)	(33.0, 13273744.0)	(34.0, 686489.0)	
SRR26260942_1	(2.0, 54762.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 1.0)	(15.0, 1.0)	(16.0, 5.0)	(17.0, 8.0)	(18.0, 88.0)	(19.0, 512.0)	(20.0, 2521.0)	(21.0, 8819.0)	(22.0, 22088.0)	(23.0, 41467.0)	(24.0, 68973.0)	(25.0, 105666.0)	(26.0, 162301.0)	(27.0, 249554.0)	(28.0, 389351.0)	(29.0, 597490.0)	(30.0, 931653.0)	(31.0, 1531765.0)	(32.0, 3328978.0)	(33.0, 17088675.0)	(34.0, 1055599.0)	
SRR26260942_2	(2.0, 55023.0)	(3.0, 0.0)	(4.0, 3.0)	(5.0, 13.0)	(6.0, 61.0)	(7.0, 210.0)	(8.0, 244.0)	(9.0, 347.0)	(10.0, 315.0)	(11.0, 383.0)	(12.0, 380.0)	(13.0, 337.0)	(14.0, 303.0)	(15.0, 370.0)	(16.0, 550.0)	(17.0, 1222.0)	(18.0, 3294.0)	(19.0, 9151.0)	(20.0, 21575.0)	(21.0, 40001.0)	(22.0, 63570.0)	(23.0, 86416.0)	(24.0, 114276.0)	(25.0, 156177.0)	(26.0, 222953.0)	(27.0, 317550.0)	(28.0, 459813.0)	(29.0, 675386.0)	(30.0, 1035149.0)	(31.0, 1713901.0)	(32.0, 3850848.0)	(33.0, 16031618.0)	(34.0, 778838.0)	
SRR26260943_1	(2.0, 158460.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 2.0)	(17.0, 7.0)	(18.0, 62.0)	(19.0, 498.0)	(20.0, 2604.0)	(21.0, 9340.0)	(22.0, 24028.0)	(23.0, 46476.0)	(24.0, 78869.0)	(25.0, 121487.0)	(26.0, 182795.0)	(27.0, 272337.0)	(28.0, 414746.0)	(29.0, 627171.0)	(30.0, 962079.0)	(31.0, 1563963.0)	(32.0, 3362302.0)	(33.0, 16704858.0)	(34.0, 1022593.0)	
SRR26260943_2	(2.0, 157571.0)	(3.0, 1.0)	(4.0, 13.0)	(5.0, 25.0)	(6.0, 99.0)	(7.0, 304.0)	(8.0, 287.0)	(9.0, 328.0)	(10.0, 330.0)	(11.0, 391.0)	(12.0, 371.0)	(13.0, 372.0)	(14.0, 320.0)	(15.0, 338.0)	(16.0, 587.0)	(17.0, 1230.0)	(18.0, 3361.0)	(19.0, 10026.0)	(20.0, 24468.0)	(21.0, 47766.0)	(22.0, 76721.0)	(23.0, 106004.0)	(24.0, 140985.0)	(25.0, 184068.0)	(26.0, 249624.0)	(27.0, 340682.0)	(28.0, 480542.0)	(29.0, 694514.0)	(30.0, 1063596.0)	(31.0, 1757787.0)	(32.0, 3914334.0)	(33.0, 15595783.0)	(34.0, 701849.0)	
SRR26260944_1	(2.0, 52632.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 5.0)	(18.0, 62.0)	(19.0, 430.0)	(20.0, 2296.0)	(21.0, 8507.0)	(22.0, 21389.0)	(23.0, 39792.0)	(24.0, 65984.0)	(25.0, 105110.0)	(26.0, 170146.0)	(27.0, 271714.0)	(28.0, 432465.0)	(29.0, 665925.0)	(30.0, 1045084.0)	(31.0, 1718703.0)	(32.0, 3731423.0)	(33.0, 19591622.0)	(34.0, 1333996.0)	
SRR26260944_2	(2.0, 52396.0)	(3.0, 1.0)	(4.0, 9.0)	(5.0, 18.0)	(6.0, 81.0)	(7.0, 326.0)	(8.0, 375.0)	(9.0, 417.0)	(10.0, 370.0)	(11.0, 434.0)	(12.0, 459.0)	(13.0, 421.0)	(14.0, 347.0)	(15.0, 387.0)	(16.0, 619.0)	(17.0, 1322.0)	(18.0, 3504.0)	(19.0, 9587.0)	(20.0, 21449.0)	(21.0, 39146.0)	(22.0, 61022.0)	(23.0, 84079.0)	(24.0, 114811.0)	(25.0, 161127.0)	(26.0, 234362.0)	(27.0, 339903.0)	(28.0, 503879.0)	(29.0, 743408.0)	(30.0, 1156561.0)	(31.0, 1928788.0)	(32.0, 4399545.0)	(33.0, 18507601.0)	(34.0, 890531.0)	
SRR26260945_1	(2.0, 131014.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 1.0)	(15.0, 0.0)	(16.0, 2.0)	(17.0, 15.0)	(18.0, 79.0)	(19.0, 365.0)	(20.0, 1526.0)	(21.0, 5435.0)	(22.0, 13584.0)	(23.0, 24920.0)	(24.0, 40699.0)	(25.0, 64876.0)	(26.0, 106272.0)	(27.0, 170363.0)	(28.0, 269966.0)	(29.0, 418462.0)	(30.0, 659460.0)	(31.0, 1085172.0)	(32.0, 2359961.0)	(33.0, 11906890.0)	(34.0, 782873.0)	
SRR26260945_2	(2.0, 131498.0)	(3.0, 0.0)	(4.0, 1.0)	(5.0, 8.0)	(6.0, 52.0)	(7.0, 155.0)	(8.0, 198.0)	(9.0, 269.0)	(10.0, 273.0)	(11.0, 264.0)	(12.0, 295.0)	(13.0, 266.0)	(14.0, 258.0)	(15.0, 262.0)	(16.0, 412.0)	(17.0, 885.0)	(18.0, 2335.0)	(19.0, 6396.0)	(20.0, 13969.0)	(21.0, 24827.0)	(22.0, 37799.0)	(23.0, 50831.0)	(24.0, 68559.0)	(25.0, 95183.0)	(26.0, 137887.0)	(27.0, 201276.0)	(28.0, 298536.0)	(29.0, 444029.0)	(30.0, 692026.0)	(31.0, 1156463.0)	(32.0, 2645055.0)	(33.0, 11370699.0)	(34.0, 660969.0)	
SRR26260946_1	(2.0, 119842.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 1.0)	(17.0, 7.0)	(18.0, 63.0)	(19.0, 334.0)	(20.0, 1432.0)	(21.0, 4599.0)	(22.0, 11854.0)	(23.0, 23065.0)	(24.0, 38139.0)	(25.0, 59093.0)	(26.0, 90697.0)	(27.0, 138709.0)	(28.0, 215686.0)	(29.0, 330417.0)	(30.0, 519268.0)	(31.0, 850577.0)	(32.0, 1842456.0)	(33.0, 9267276.0)	(34.0, 568237.0)	
SRR26260946_2	(2.0, 119723.0)	(3.0, 1.0)	(4.0, 2.0)	(5.0, 12.0)	(6.0, 51.0)	(7.0, 158.0)	(8.0, 163.0)	(9.0, 163.0)	(10.0, 199.0)	(11.0, 199.0)	(12.0, 245.0)	(13.0, 237.0)	(14.0, 196.0)	(15.0, 216.0)	(16.0, 401.0)	(17.0, 729.0)	(18.0, 1812.0)	(19.0, 5071.0)	(20.0, 11705.0)	(21.0, 21872.0)	(22.0, 35774.0)	(23.0, 49476.0)	(24.0, 65520.0)	(25.0, 87917.0)	(26.0, 123475.0)	(27.0, 174248.0)	(28.0, 251839.0)	(29.0, 371731.0)	(30.0, 570995.0)	(31.0, 944768.0)	(32.0, 2106091.0)	(33.0, 8726133.0)	(34.0, 410630.0)	
SRR26260947_1	(2.0, 165242.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 2.0)	(17.0, 7.0)	(18.0, 57.0)	(19.0, 411.0)	(20.0, 2036.0)	(21.0, 6812.0)	(22.0, 17228.0)	(23.0, 32426.0)	(24.0, 54615.0)	(25.0, 84269.0)	(26.0, 127342.0)	(27.0, 192760.0)	(28.0, 296947.0)	(29.0, 453585.0)	(30.0, 693597.0)	(31.0, 1130432.0)	(32.0, 2440656.0)	(33.0, 12355586.0)	(34.0, 782067.0)	
SRR26260947_2	(2.0, 165415.0)	(3.0, 1.0)	(4.0, 4.0)	(5.0, 13.0)	(6.0, 66.0)	(7.0, 205.0)	(8.0, 203.0)	(9.0, 223.0)	(10.0, 240.0)	(11.0, 256.0)	(12.0, 256.0)	(13.0, 254.0)	(14.0, 235.0)	(15.0, 272.0)	(16.0, 463.0)	(17.0, 931.0)	(18.0, 2619.0)	(19.0, 7361.0)	(20.0, 17344.0)	(21.0, 33755.0)	(22.0, 55874.0)	(23.0, 77364.0)	(24.0, 101908.0)	(25.0, 133553.0)	(26.0, 181382.0)	(27.0, 250449.0)	(28.0, 355630.0)	(29.0, 517358.0)	(30.0, 789447.0)	(31.0, 1295333.0)	(32.0, 2900083.0)	(33.0, 11426040.0)	(34.0, 521540.0)	
SRR26260948_1	(2.0, 272898.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 1.0)	(15.0, 1.0)	(16.0, 7.0)	(17.0, 18.0)	(18.0, 121.0)	(19.0, 521.0)	(20.0, 2406.0)	(21.0, 7719.0)	(22.0, 18913.0)	(23.0, 34343.0)	(24.0, 55715.0)	(25.0, 87543.0)	(26.0, 140319.0)	(27.0, 222188.0)	(28.0, 352616.0)	(29.0, 545537.0)	(30.0, 854854.0)	(31.0, 1398713.0)	(32.0, 3044699.0)	(33.0, 15613539.0)	(34.0, 1009833.0)	
SRR26260948_2	(2.0, 272499.0)	(3.0, 0.0)	(4.0, 2.0)	(5.0, 14.0)	(6.0, 70.0)	(7.0, 214.0)	(8.0, 274.0)	(9.0, 293.0)	(10.0, 318.0)	(11.0, 317.0)	(12.0, 408.0)	(13.0, 349.0)	(14.0, 307.0)	(15.0, 411.0)	(16.0, 658.0)	(17.0, 1245.0)	(18.0, 3184.0)	(19.0, 8616.0)	(20.0, 18598.0)	(21.0, 31649.0)	(22.0, 48156.0)	(23.0, 65896.0)	(24.0, 90877.0)	(25.0, 128056.0)	(26.0, 185958.0)	(27.0, 271551.0)	(28.0, 401290.0)	(29.0, 590578.0)	(30.0, 914861.0)	(31.0, 1523459.0)	(32.0, 3452614.0)	(33.0, 14843729.0)	(34.0, 806053.0)	
SRR26260949_1	(2.0, 117000.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 2.0)	(18.0, 55.0)	(19.0, 344.0)	(20.0, 1571.0)	(21.0, 5118.0)	(22.0, 12565.0)	(23.0, 23616.0)	(24.0, 37988.0)	(25.0, 57560.0)	(26.0, 86359.0)	(27.0, 132154.0)	(28.0, 205500.0)	(29.0, 312989.0)	(30.0, 486162.0)	(31.0, 796624.0)	(32.0, 1713082.0)	(33.0, 8815513.0)	(34.0, 616469.0)	
SRR26260949_2	(2.0, 116475.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 12.0)	(6.0, 31.0)	(7.0, 95.0)	(8.0, 146.0)	(9.0, 162.0)	(10.0, 199.0)	(11.0, 174.0)	(12.0, 208.0)	(13.0, 215.0)	(14.0, 154.0)	(15.0, 202.0)	(16.0, 364.0)	(17.0, 730.0)	(18.0, 1873.0)	(19.0, 5580.0)	(20.0, 13776.0)	(21.0, 26288.0)	(22.0, 41902.0)	(23.0, 54329.0)	(24.0, 68990.0)	(25.0, 89237.0)	(26.0, 121524.0)	(27.0, 168177.0)	(28.0, 241531.0)	(29.0, 353508.0)	(30.0, 544748.0)	(31.0, 904817.0)	(32.0, 2035259.0)	(33.0, 8216909.0)	(34.0, 413056.0)	
SRR26260950_1	(2.0, 73605.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 2.0)	(17.0, 13.0)	(18.0, 79.0)	(19.0, 592.0)	(20.0, 2599.0)	(21.0, 8595.0)	(22.0, 21260.0)	(23.0, 39451.0)	(24.0, 65166.0)	(25.0, 99513.0)	(26.0, 149196.0)	(27.0, 226122.0)	(28.0, 347092.0)	(29.0, 526327.0)	(30.0, 815741.0)	(31.0, 1338818.0)	(32.0, 2892867.0)	(33.0, 14406575.0)	(34.0, 861604.0)	
SRR26260950_2	(2.0, 73575.0)	(3.0, 0.0)	(4.0, 3.0)	(5.0, 11.0)	(6.0, 55.0)	(7.0, 229.0)	(8.0, 262.0)	(9.0, 282.0)	(10.0, 291.0)	(11.0, 344.0)	(12.0, 338.0)	(13.0, 299.0)	(14.0, 251.0)	(15.0, 321.0)	(16.0, 533.0)	(17.0, 1243.0)	(18.0, 3258.0)	(19.0, 9152.0)	(20.0, 22091.0)	(21.0, 41650.0)	(22.0, 67524.0)	(23.0, 90807.0)	(24.0, 118748.0)	(25.0, 160406.0)	(26.0, 226509.0)	(27.0, 316561.0)	(28.0, 451745.0)	(29.0, 650828.0)	(30.0, 986547.0)	(31.0, 1621576.0)	(32.0, 3612992.0)	(33.0, 12885725.0)	(34.0, 531061.0)	
SRR26260951_1	(2.0, 72489.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 3.0)	(18.0, 36.0)	(19.0, 292.0)	(20.0, 1424.0)	(21.0, 5092.0)	(22.0, 13699.0)	(23.0, 26614.0)	(24.0, 44509.0)	(25.0, 69238.0)	(26.0, 105848.0)	(27.0, 160502.0)	(28.0, 248043.0)	(29.0, 378018.0)	(30.0, 583507.0)	(31.0, 951115.0)	(32.0, 2051689.0)	(33.0, 10230526.0)	(34.0, 615556.0)	
SRR26260951_2	(2.0, 72171.0)	(3.0, 1.0)	(4.0, 3.0)	(5.0, 10.0)	(6.0, 50.0)	(7.0, 143.0)	(8.0, 161.0)	(9.0, 181.0)	(10.0, 192.0)	(11.0, 229.0)	(12.0, 202.0)	(13.0, 201.0)	(14.0, 162.0)	(15.0, 212.0)	(16.0, 321.0)	(17.0, 674.0)	(18.0, 1941.0)	(19.0, 5460.0)	(20.0, 13629.0)	(21.0, 26807.0)	(22.0, 43578.0)	(23.0, 59054.0)	(24.0, 78318.0)	(25.0, 104204.0)	(26.0, 143056.0)	(27.0, 198305.0)	(28.0, 283523.0)	(29.0, 415062.0)	(30.0, 635246.0)	(31.0, 1044076.0)	(32.0, 2307591.0)	(33.0, 9665308.0)	(34.0, 458129.0)	
SRR26260989_1	(2.0, 935.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 8.0)	(10.0, 24.0)	(11.0, 31.0)	(12.0, 45.0)	(13.0, 65.0)	(14.0, 43.0)	(15.0, 70.0)	(16.0, 143.0)	(17.0, 677.0)	(18.0, 3302.0)	(19.0, 9958.0)	(20.0, 18455.0)	(21.0, 28753.0)	(22.0, 47949.0)	(23.0, 83395.0)	(24.0, 149020.0)	(25.0, 256038.0)	(26.0, 420996.0)	(27.0, 650691.0)	(28.0, 952026.0)	(29.0, 1333493.0)	(30.0, 1828150.0)	(31.0, 2535781.0)	(32.0, 3770198.0)	(33.0, 6485331.0)	(34.0, 14156718.0)	(35.0, 22008764.0)
SRR26260989_2	(2.0, 1918.0)	(3.0, 6222.0)	(4.0, 3068.0)	(5.0, 1551.0)	(6.0, 1293.0)	(7.0, 1194.0)	(8.0, 1201.0)	(9.0, 1320.0)	(10.0, 1282.0)	(11.0, 1321.0)	(12.0, 1293.0)	(13.0, 1343.0)	(14.0, 2177.0)	(15.0, 4537.0)	(16.0, 6690.0)	(17.0, 12389.0)	(18.0, 21510.0)	(19.0, 33144.0)	(20.0, 49286.0)	(21.0, 67580.0)	(22.0, 93754.0)	(23.0, 140772.0)	(24.0, 221186.0)	(25.0, 343603.0)	(26.0, 520525.0)	(27.0, 753367.0)	(28.0, 1051395.0)	(29.0, 1427882.0)	(30.0, 1927199.0)	(31.0, 2660125.0)	(32.0, 3927154.0)	(33.0, 6613491.0)	(34.0, 13202365.0)	(35.0, 21637922.0)
SRR26260990_1	(2.0, 4773.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 1.0)	(9.0, 9.0)	(10.0, 32.0)	(11.0, 48.0)	(12.0, 61.0)	(13.0, 67.0)	(14.0, 71.0)	(15.0, 92.0)	(16.0, 170.0)	(17.0, 706.0)	(18.0, 3248.0)	(19.0, 9748.0)	(20.0, 18331.0)	(21.0, 29937.0)	(22.0, 50416.0)	(23.0, 88486.0)	(24.0, 157469.0)	(25.0, 269904.0)	(26.0, 441908.0)	(27.0, 683234.0)	(28.0, 995235.0)	(29.0, 1389649.0)	(30.0, 1900814.0)	(31.0, 2634863.0)	(32.0, 3902721.0)	(33.0, 6706634.0)	(34.0, 14800084.0)	(35.0, 24288010.0)
SRR26260990_2	(2.0, 5620.0)	(3.0, 6817.0)	(4.0, 3282.0)	(5.0, 1657.0)	(6.0, 1320.0)	(7.0, 1305.0)	(8.0, 1297.0)	(9.0, 1368.0)	(10.0, 1385.0)	(11.0, 1354.0)	(12.0, 1294.0)	(13.0, 1415.0)	(14.0, 2296.0)	(15.0, 4924.0)	(16.0, 7405.0)	(17.0, 13856.0)	(18.0, 24058.0)	(19.0, 36995.0)	(20.0, 55014.0)	(21.0, 74522.0)	(22.0, 104255.0)	(23.0, 157897.0)	(24.0, 249286.0)	(25.0, 387247.0)	(26.0, 579730.0)	(27.0, 830225.0)	(28.0, 1147640.0)	(29.0, 1546958.0)	(30.0, 2076020.0)	(31.0, 2852175.0)	(32.0, 4199638.0)	(33.0, 7041156.0)	(34.0, 13961522.0)	(35.0, 22995788.0)
SRR26260991_1	(2.0, 1195.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 2.0)	(9.0, 8.0)	(10.0, 27.0)	(11.0, 38.0)	(12.0, 48.0)	(13.0, 72.0)	(14.0, 65.0)	(15.0, 71.0)	(16.0, 142.0)	(17.0, 650.0)	(18.0, 2793.0)	(19.0, 8454.0)	(20.0, 16053.0)	(21.0, 26581.0)	(22.0, 45635.0)	(23.0, 82425.0)	(24.0, 148612.0)	(25.0, 262106.0)	(26.0, 431145.0)	(27.0, 664638.0)	(28.0, 966693.0)	(29.0, 1348524.0)	(30.0, 1835500.0)	(31.0, 2548738.0)	(32.0, 3786205.0)	(33.0, 6535689.0)	(34.0, 14496801.0)	(35.0, 23458750.0)
SRR26260991_2	(2.0, 2281.0)	(3.0, 6570.0)	(4.0, 3191.0)	(5.0, 1602.0)	(6.0, 1359.0)	(7.0, 1284.0)	(8.0, 1272.0)	(9.0, 1396.0)	(10.0, 1326.0)	(11.0, 1350.0)	(12.0, 1358.0)	(13.0, 1394.0)	(14.0, 2165.0)	(15.0, 4672.0)	(16.0, 6510.0)	(17.0, 11587.0)	(18.0, 20227.0)	(19.0, 31853.0)	(20.0, 49205.0)	(21.0, 67802.0)	(22.0, 97171.0)	(23.0, 149481.0)	(24.0, 239102.0)	(25.0, 371550.0)	(26.0, 555442.0)	(27.0, 795427.0)	(28.0, 1094834.0)	(29.0, 1467028.0)	(30.0, 1959859.0)	(31.0, 2680223.0)	(32.0, 3933918.0)	(33.0, 6630008.0)	(34.0, 13467989.0)	(35.0, 23007224.0)
SRR26260992_1	(2.0, 748.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 1.0)	(8.0, 0.0)	(9.0, 7.0)	(10.0, 26.0)	(11.0, 35.0)	(12.0, 65.0)	(13.0, 58.0)	(14.0, 63.0)	(15.0, 63.0)	(16.0, 121.0)	(17.0, 574.0)	(18.0, 2729.0)	(19.0, 8305.0)	(20.0, 15643.0)	(21.0, 25290.0)	(22.0, 42031.0)	(23.0, 74101.0)	(24.0, 129828.0)	(25.0, 225069.0)	(26.0, 372289.0)	(27.0, 582008.0)	(28.0, 863637.0)	(29.0, 1221291.0)	(30.0, 1695135.0)	(31.0, 2388155.0)	(32.0, 3586022.0)	(33.0, 6253457.0)	(34.0, 13818329.0)	(35.0, 21822605.0)
SRR26260992_2	(2.0, 1702.0)	(3.0, 5995.0)	(4.0, 2932.0)	(5.0, 1488.0)	(6.0, 1190.0)	(7.0, 1095.0)	(8.0, 1227.0)	(9.0, 1222.0)	(10.0, 1292.0)	(11.0, 1227.0)	(12.0, 1298.0)	(13.0, 1295.0)	(14.0, 2037.0)	(15.0, 4273.0)	(16.0, 6123.0)	(17.0, 10955.0)	(18.0, 19678.0)	(19.0, 31282.0)	(20.0, 45876.0)	(21.0, 62385.0)	(22.0, 84425.0)	(23.0, 125208.0)	(24.0, 195087.0)	(25.0, 305549.0)	(26.0, 465071.0)	(27.0, 678489.0)	(28.0, 956259.0)	(29.0, 1315058.0)	(30.0, 1794625.0)	(31.0, 2508445.0)	(32.0, 3755841.0)	(33.0, 6405816.0)	(34.0, 12916932.0)	(35.0, 21416308.0)
SRR26260993_1	(2.0, 1372.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 2.0)	(9.0, 9.0)	(10.0, 28.0)	(11.0, 36.0)	(12.0, 40.0)	(13.0, 58.0)	(14.0, 54.0)	(15.0, 72.0)	(16.0, 132.0)	(17.0, 539.0)	(18.0, 2568.0)	(19.0, 7610.0)	(20.0, 14413.0)	(21.0, 23383.0)	(22.0, 40599.0)	(23.0, 73167.0)	(24.0, 133187.0)	(25.0, 234692.0)	(26.0, 390838.0)	(27.0, 611313.0)	(28.0, 905647.0)	(29.0, 1275049.0)	(30.0, 1761096.0)	(31.0, 2454607.0)	(32.0, 3663937.0)	(33.0, 6333752.0)	(34.0, 13920467.0)	(35.0, 22410572.0)
SRR26260993_2	(2.0, 2325.0)	(3.0, 6082.0)	(4.0, 2921.0)	(5.0, 1540.0)	(6.0, 1232.0)	(7.0, 1193.0)	(8.0, 1169.0)	(9.0, 1339.0)	(10.0, 1270.0)	(11.0, 1214.0)	(12.0, 1267.0)	(13.0, 1320.0)	(14.0, 2228.0)	(15.0, 4516.0)	(16.0, 6385.0)	(17.0, 11739.0)	(18.0, 20553.0)	(19.0, 31800.0)	(20.0, 46984.0)	(21.0, 63002.0)	(22.0, 86423.0)	(23.0, 129890.0)	(24.0, 205868.0)	(25.0, 325731.0)	(26.0, 492728.0)	(27.0, 715542.0)	(28.0, 1002508.0)	(29.0, 1367267.0)	(30.0, 1849241.0)	(31.0, 2559566.0)	(32.0, 3783402.0)	(33.0, 6395160.0)	(34.0, 12961911.0)	(35.0, 22173923.0)
SRR26260994_1	(2.0, 2955.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 2.0)	(9.0, 6.0)	(10.0, 19.0)	(11.0, 29.0)	(12.0, 45.0)	(13.0, 44.0)	(14.0, 48.0)	(15.0, 49.0)	(16.0, 273.0)	(17.0, 2042.0)	(18.0, 8624.0)	(19.0, 24056.0)	(20.0, 43186.0)	(21.0, 64381.0)	(22.0, 97551.0)	(23.0, 148184.0)	(24.0, 227454.0)	(25.0, 341396.0)	(26.0, 496982.0)	(27.0, 699888.0)	(28.0, 951480.0)	(29.0, 1261868.0)	(30.0, 1666200.0)	(31.0, 2266625.0)	(32.0, 3292842.0)	(33.0, 5458441.0)	(34.0, 10927867.0)	(35.0, 15163911.0)
SRR26260994_2	(2.0, 3588.0)	(3.0, 5019.0)	(4.0, 2377.0)	(5.0, 1216.0)	(6.0, 1019.0)	(7.0, 972.0)	(8.0, 1034.0)	(9.0, 1046.0)	(10.0, 1074.0)	(11.0, 1088.0)	(12.0, 1095.0)	(13.0, 1075.0)	(14.0, 1634.0)	(15.0, 4167.0)	(16.0, 9521.0)	(17.0, 24570.0)	(18.0, 45877.0)	(19.0, 65304.0)	(20.0, 88287.0)	(21.0, 112811.0)	(22.0, 146112.0)	(23.0, 202828.0)	(24.0, 289001.0)	(25.0, 411053.0)	(26.0, 567628.0)	(27.0, 768914.0)	(28.0, 1011151.0)	(29.0, 1317038.0)	(30.0, 1721141.0)	(31.0, 2318514.0)	(32.0, 3345053.0)	(33.0, 5443410.0)	(34.0, 10182251.0)	(35.0, 15049580.0)
SRR26260995_1	(2.0, 2307.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 2.0)	(9.0, 4.0)	(10.0, 13.0)	(11.0, 24.0)	(12.0, 27.0)	(13.0, 38.0)	(14.0, 34.0)	(15.0, 44.0)	(16.0, 258.0)	(17.0, 1784.0)	(18.0, 7246.0)	(19.0, 20404.0)	(20.0, 36053.0)	(21.0, 52230.0)	(22.0, 76967.0)	(23.0, 114846.0)	(24.0, 170218.0)	(25.0, 251357.0)	(26.0, 358061.0)	(27.0, 496117.0)	(28.0, 665096.0)	(29.0, 874782.0)	(30.0, 1150295.0)	(31.0, 1557282.0)	(32.0, 2266160.0)	(33.0, 3747197.0)	(34.0, 7464322.0)	(35.0, 10700105.0)
