Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
SRR26260934_2 - polyg	(1, 0.06137181765058719)	(2, 0.06739757318922442)	(3, 0.06874779687409671)	(4, 0.07221730368894656)	(5, 0.0732660211140901)	(6, 0.07444145856143848)	(7, 0.07583100914975366)	(8, 0.07715064524305927)	(9, 0.07846154202448868)	(10, 0.07996470366719441)	(12, 0.08185894951635991)	(14, 0.08349975532111575)	(16, 0.08532845633120978)	(18, 0.0867551489949988)	(20, 0.08805730646455201)	(22, 0.08920434114830275)	(24, 0.09037540893971303)	(26, 0.09168630572114245)	(28, 0.09272628383440978)	(30, 0.093716010904389)	(32, 0.09472321659812061)	(34, 0.09603192855158096)	(36, 0.09716366943954836)	(38, 0.09822986548844428)	(40, 0.0993179098170307)	(42, 0.10043435690921476)	(44, 0.10160323987265599)	(46, 0.10273061110468529)	(48, 0.10403932305814566)	(50, 0.10520602119361783)	(52, 0.10651254831910915)	(54, 0.10784310855226001)	(56, 0.10901636117163935)	(58, 0.11039280279214023)	(60, 0.11166655749809581)	(62, 0.11309106533391577)	(64, 0.1148520366769693)	(66, 0.11691451427975158)	(68, 0.11859464698795028)	(70, 0.12030099763177757)	(72, 0.12203356621123346)	(74, 0.12358042441332016)	(76, 0.1253064385088689)	(78, 0.13100010019621067)	(80, 0.13594655071813766)	(82, 0.13777743655620073)	(84, 0.13972193344865438)	(86, 0.14143702340435788)	(88, 0.1431761464677209)	(90, 0.14486720331576483)	(92, 0.1466609470783541)	(94, 0.14864914053018868)	(96, 0.15040137256136604)	(98, 0.15228687909865535)	(100, 0.1543362477336233)	(102, 0.15631133221764365)	(104, 0.1585857381334237)	(106, 0.16075090265075126)	(108, 0.16332681482626007)	(110, 0.16599230494849987)	(112, 0.16890031097530414)	(114, 0.1720836053262086)	(116, 0.17475783476032458)	(118, 0.17744298833428584)	(120, 0.18053451991049024)	(122, 0.18404553845675203)	(124, 0.18795201086541166)	(126, 0.1918388198223499)	(128, 0.19588293639305965)	(130, 0.19998167366299563)	(132, 0.2042945240738984)	(134, 0.20883678142155132)	(136, 0.2138749947181784)	(138, 0.21932614050095572)
SRR26260935_1 - nextera_transposase_sequence	(1, 0.002492622870021576)	(2, 0.0025316310526510215)	(3, 0.0025316310526510215)	(4, 0.0025394326891769107)	(5, 0.002543333507439855)	(6, 0.002555035962228689)	(7, 0.0025589367804916335)	(8, 0.002570639235280467)	(9, 0.0025784408718063563)	(10, 0.0025881929174637174)	(12, 0.0025940441448581344)	(14, 0.0026154986453043295)	(16, 0.0026291515092246353)	(18, 0.0026720605101170254)	(20, 0.0027052174653520544)	(22, 0.0027344736023241388)	(24, 0.002765680148427695)	(26, 0.0028339444680292253)	(28, 0.0029256136972084226)	(30, 0.003027034972044981)	(32, 0.0031206546103556506)	(34, 0.0032786377500049054)	(36, 0.0033859102522358804)	(38, 0.0035321909370963018)	(40, 0.003666769167167889)	(42, 0.0038891158081557292)	(44, 0.004105611221749152)	(46, 0.004296751316633436)	(48, 0.0046107671868004735)	(50, 0.004897477329126898)	(52, 0.005273906291501049)	(54, 0.005640583208217838)	(56, 0.00618084653763566)	(58, 0.006787423777523539)	(60, 0.007680711159737844)	(62, 0.008653965316342514)	(64, 0.009894425523958885)	(66, 0.011269463961646842)	(68, 0.012901956404689142)	(70, 0.014903076173579704)	(72, 0.017331335542262696)	(74, 0.02002875137108886)	(76, 0.023126001071866843)	(78, 0.026841530467321538)	(80, 0.031062215827827557)	(82, 0.036326370073671246)	(84, 0.042384340836024145)	(86, 0.04928098752491014)	(88, 0.05700850850380332)	(90, 0.06681711602597742)	(92, 0.07589822094211236)	(94, 0.08640897575161649)	(96, 0.09836108290927863)	(98, 0.11111675862910736)	(100, 0.12535279487972353)	(102, 0.14054843242302406)	(104, 0.15635649843360694)	(106, 0.17320998373865892)	(108, 0.1911615493847298)	(110, 0.20993618768428196)	(112, 0.2297698981422236)	(114, 0.2503506152975191)	(116, 0.271643231785802)	(118, 0.2932011039159651)	(120, 0.31505348782498055)	(122, 0.33729595356029046)	(124, 0.35944089883902675)	(126, 0.3818062403496194)	(128, 0.40515068724421116)	(130, 0.428202572769082)	(132, 0.4519253990351794)	(134, 0.465073106990434)	(136, 0.47032555878148896)	(138, 0.4706610291521022)
SRR26260935_1 - polya	(1, 0.023412711214193267)	(2, 0.06146129255095453)	(3, 0.0762336913127256)	(4, 0.11443050374347875)	(5, 0.1259028102547987)	(6, 0.13664566375094805)	(7, 0.1493350255603067)	(8, 0.1715423839312501)	(9, 0.21505211083613376)	(10, 0.2579279547732889)	(12, 0.27732867440404374)	(14, 0.2978976891045504)	(16, 0.31986709756145415)	(18, 0.33871975222626527)	(20, 0.3630901143240114)	(22, 0.3959174504158214)	(24, 0.42597130472267775)	(26, 0.46297836758323285)	(28, 0.49314144480145167)	(30, 0.5155906539046976)	(32, 0.5361148091951804)	(34, 0.5598824948713017)	(36, 0.5789848019049412)	(38, 0.5954891639754596)	(40, 0.6155257169830743)	(42, 0.6324377145620705)	(44, 0.6500089504275043)	(46, 0.6705955188101942)	(48, 0.6864211385029604)	(50, 0.7012559503569384)	(52, 0.7168787275000315)	(54, 0.7370830156929529)	(56, 0.7542505168681719)	(58, 0.7701483016988024)	(60, 0.7861767639412417)	(62, 0.8010915425696101)	(64, 0.8177207308245429)	(66, 0.8356761972888767)	(68, 0.8534834326592187)	(70, 0.876037963855564)	(72, 0.9011806879693733)	(74, 0.9233412365211613)	(76, 0.9569428850381658)	(78, 0.9837961179602761)	(80, 1.0013322464613434)	(82, 1.0194652001566413)	(84, 1.042780390914261)	(86, 1.0662691680845815)	(88, 1.0838950154056965)	(90, 1.1036312054070647)	(92, 1.1225716284827918)	(94, 1.1518823769105575)	(96, 1.177951545361816)	(98, 1.1992500130774932)	(100, 1.2206694061593217)	(102, 1.2442049931487977)	(104, 1.266316781472299)	(106, 1.288385660794908)	(108, 1.3215738225760403)	(110, 1.3460436555394915)	(112, 1.3635466270853238)	(114, 1.3789002477682737)	(116, 1.3955586921601784)	(118, 1.414343082505388)	(120, 1.4285537634372951)	(122, 1.4408783987390683)	(124, 1.4547594605277565)	(126, 1.472003027659103)	(128, 1.4865667326438063)	(130, 1.5025093768844608)	(132, 1.5206774379441252)	(134, 1.538521731087965)	(136, 1.5544078134638069)	(138, 1.5689013037197774)
SRR26260935_2 - nextera_transposase_sequence	(1, 0.0004329908271868465)	(2, 0.0004680981915533476)	(3, 0.0004915031011310149)	(4, 0.0005032055559198486)	(5, 0.0005071063741827932)	(6, 0.0005149080107086823)	(7, 0.000526610465497516)	(8, 0.000526610465497516)	(9, 0.0005422137385492943)	(10, 0.0005500153750751834)	(12, 0.0006085276490193518)	(14, 0.0006494862407802698)	(16, 0.0006806927868838262)	(18, 0.0007236017877762165)	(20, 0.0007548083338797729)	(22, 0.0007782132434574403)	(24, 0.0008074693804295246)	(26, 0.0008230726534813028)	(28, 0.000838675926533081)	(30, 0.0008757337000310545)	(32, 0.0009322955648437506)	(34, 0.00102591520315442)	(36, 0.001142939751042757)	(38, 0.001238509798484899)	(40, 0.0012989724815605395)	(42, 0.0013730880285564863)	(44, 0.0014998646221021845)	(46, 0.0016754014439346898)	(48, 0.0018450870383727783)	(50, 0.002003070178022033)	(52, 0.0021727557724601216)	(54, 0.002332689321240849)	(56, 0.0025413830983083826)	(58, 0.0027812834214794736)	(60, 0.0030757952003317877)	(62, 0.0034405217079171045)	(64, 0.003922272763390758)	(66, 0.004427428728442079)	(68, 0.004987196149174623)	(70, 0.005706897118687895)	(72, 0.006703556184870231)	(74, 0.007692413614526678)	(76, 0.008815849274254713)	(78, 0.009919780842668025)	(80, 0.011409893419112846)	(82, 0.013118451818282566)	(84, 0.014975241311444178)	(86, 0.01702902212688449)	(88, 0.019309050401575586)	(90, 0.021830929408569247)	(92, 0.024627816103100497)	(94, 0.027881098534396263)	(96, 0.031298215332735704)	(98, 0.035152223776524924)	(100, 0.039421669365317755)	(102, 0.04400318041514614)	(104, 0.048647104557181645)	(106, 0.05365770561593394)	(108, 0.05974493251525893)	(110, 0.06558835827314988)	(112, 0.07178285767470585)	(114, 0.07806122466891513)	(116, 0.08453463257627163)	(118, 0.0911718748506718)	(120, 0.09833767799970096)	(122, 0.1058506539741322)	(124, 0.11341239017685023)	(126, 0.12104044029003833)	(128, 0.12976852115337678)	(130, 0.13792708255032532)	(132, 0.14621632135908252)	(134, 0.15227429212143545)	(136, 0.1550906829072814)	(138, 0.15521355868256417)
SRR26260935_2 - polya	(1, 0.05116313233678089)	(2, 0.06797175823180901)	(3, 0.07190378304085714)	(4, 0.0858023985117286)	(5, 0.0908695614352936)	(6, 0.09601474072411748)	(7, 0.10232236385529883)	(8, 0.1167709947012455)	(9, 0.14053477955910376)	(10, 0.16519380220830782)	(12, 0.17675387713054402)	(14, 0.1997452999723393)	(16, 0.23560357185445718)	(18, 0.2608711221526806)	(20, 0.288215858175922)	(22, 0.31731401200835696)	(24, 0.3369156237796534)	(26, 0.3603848968586594)	(28, 0.37733590262028494)	(30, 0.3917279716014189)	(32, 0.40499075369543047)	(34, 0.42109723230312857)	(36, 0.43515578132278077)	(38, 0.44811039877401965)	(40, 0.4659917496913575)	(42, 0.47950028333593453)	(44, 0.4964571403249545)	(46, 0.5173011627129989)	(48, 0.5359607268737941)	(50, 0.5558392967417596)	(52, 0.575197107371622)	(54, 0.6040241543347824)	(56, 0.6244780948965322)	(58, 0.6413744892024765)	(60, 0.6573132326248681)	(62, 0.672027119112695)	(64, 0.6918920361167401)	(66, 0.7150706982351567)	(68, 0.7390646313705287)	(70, 0.7741076322356912)	(72, 0.8027727952409394)	(74, 0.8228191002942115)	(76, 0.8477394777670327)	(78, 0.8661669432411829)	(80, 0.8794141220621426)	(82, 0.8938705545446152)	(84, 0.9192863359368304)	(86, 0.9487043568668269)	(88, 0.9686687447365772)	(90, 0.9937139483938127)	(92, 1.0152815725696331)	(94, 1.0482922471198015)	(96, 1.0696433758820287)	(98, 1.085024302292819)	(100, 1.0981388532928387)	(102, 1.1122617658138294)	(104, 1.126928842482501)	(106, 1.1415218036041765)	(108, 1.1610219941006366)	(110, 1.1770797124800478)	(112, 1.1897534710163549)	(114, 1.2023999238248209)	(116, 1.2185376089786226)	(118, 1.2362492743015223)	(120, 1.249615428079502)	(122, 1.2605903802622964)	(124, 1.2728760073814405)	(126, 1.2867687716249174)	(128, 1.298239127727106)	(130, 1.3111820427235559)	(132, 1.3258939788022515)	(134, 1.340783402111911)	(136, 1.3541320022077072)	(138, 1.3653624579867245)
SRR26260935_2 - polyg	(1, 0.032642047224320105)	(2, 0.03569248710594275)	(3, 0.03659747694294589)	(4, 0.04020573383616961)	(5, 0.04098589748875853)	(6, 0.04203911841975356)	(7, 0.04317035571600748)	(8, 0.044055841461695895)	(9, 0.045292400851049325)	(10, 0.04673765401747028)	(12, 0.04856518737365981)	(14, 0.0499382754022163)	(16, 0.05196670089894747)	(18, 0.05301212019341661)	(20, 0.05411995258009287)	(22, 0.055011289553175705)	(24, 0.05586361834362909)	(26, 0.05673740163452867)	(28, 0.057681399654161254)	(30, 0.05849667067111666)	(32, 0.05958109814821526)	(34, 0.060889822675433164)	(36, 0.06165048223670735)	(38, 0.06240138975232418)	(40, 0.06329077631627553)	(42, 0.06417431165283248)	(44, 0.06501298757936556)	(46, 0.06581655614153215)	(48, 0.06676835579769061)	(50, 0.06776696527300442)	(52, 0.06874412024787203)	(54, 0.06975833299623763)	(56, 0.07077059533547174)	(58, 0.0717438494920764)	(60, 0.07266249219299985)	(62, 0.07361819266742127)	(64, 0.07478453732804169)	(66, 0.07624149294925148)	(68, 0.07767309325175215)	(70, 0.07923342055692997)	(72, 0.0808425080903946)	(74, 0.08257057058087904)	(76, 0.08461850016892494)	(78, 0.08942235785974118)	(80, 0.09354552276367356)	(82, 0.09539060980204635)	(84, 0.09696654038027594)	(86, 0.0982577112253106)	(88, 0.09948451856900667)	(90, 0.100762036550121)	(92, 0.10203955453123535)	(94, 0.10348285728852484)	(96, 0.10483839163489808)	(98, 0.10619392598127131)	(100, 0.1075806668737481)	(102, 0.10895180449317313)	(104, 0.11041071052351438)	(106, 0.11169407973202315)	(108, 0.1133012168563563)	(110, 0.11481278393324731)	(112, 0.11630289650969214)	(114, 0.11850490841912435)	(116, 0.12011594636172046)	(118, 0.12154754666422111)	(120, 0.12301815514935122)	(122, 0.12452192058971634)	(124, 0.12662056081518053)	(126, 0.12872700267717058)	(128, 0.1307320232643241)	(130, 0.13259466398488012)	(132, 0.1345528747528783)	(134, 0.13669442397923487)	(136, 0.1390836751652884)	(138, 0.14198783436205062)
SRR26260936_1 - nextera_transposase_sequence	(1, 0.002095146961439446)	(2, 0.0021718479099314485)	(3, 0.0021758848019573437)	(4, 0.0021920323700609233)	(5, 0.002208179938164503)	(6, 0.002224327506268082)	(7, 0.0022283643982939773)	(8, 0.002232401290319872)	(9, 0.002232401290319872)	(10, 0.002244511966397557)	(12, 0.002260659534501136)	(14, 0.0022848808866565056)	(16, 0.0023050653467859804)	(18, 0.0023252498069154543)	(20, 0.0023393789290060865)	(22, 0.0023797478492650357)	(24, 0.002446356567692301)	(26, 0.0025028730560548293)	(28, 0.0025795740045468324)	(30, 0.002684533197220099)	(32, 0.002779400159828629)	(34, 0.002957023408968004)	(36, 0.0031104253059520094)	(38, 0.0032799747710395948)	(40, 0.003453561128153075)	(42, 0.003643295053370135)	(44, 0.003923859049169829)	(46, 0.0041579987866717325)	(48, 0.004400212308225427)	(50, 0.004612149139584907)	(52, 0.0049169344875399715)	(54, 0.005282273215883458)	(56, 0.005609261469980944)	(58, 0.005950378846169062)	(60, 0.0063096622364737075)	(62, 0.006822347523762358)	(64, 0.007415770651568905)	(66, 0.008063691821725035)	(68, 0.008905383809124118)	(70, 0.009817721406976364)	(72, 0.010929885160110404)	(74, 0.01220352459428024)	(76, 0.013660842615628294)	(78, 0.015348263482452357)	(80, 0.01742120753774938)	(82, 0.01986756410544168)	(84, 0.022933583599108846)	(86, 0.02654660196228477)	(88, 0.03066826872072345)	(90, 0.03601715065503418)	(92, 0.04157595097469143)	(94, 0.048438667418712736)	(96, 0.05606031956360229)	(98, 0.06495359269664872)	(100, 0.07512050526386499)	(102, 0.08636728644800815)	(104, 0.09872219449325945)	(106, 0.11258286326416952)	(108, 0.12767478410297756)	(110, 0.14353976976474447)	(112, 0.16137879562717397)	(114, 0.18086285499015564)	(116, 0.20125925195098954)	(118, 0.22198263716592095)	(120, 0.24351743767805722)	(122, 0.26624312133783246)	(124, 0.28930184858974406)	(126, 0.3134384260125696)	(128, 0.3381785187932664)	(130, 0.3629428329261186)	(132, 0.38889399331458385)	(134, 0.40338038034950763)	(136, 0.4093832387920133)	(138, 0.4097687619804863)
SRR26260936_1 - polya	(1, 0.01506971793266561)	(2, 0.04182220138827102)	(3, 0.054631259786435495)	(4, 0.08413690360370121)	(5, 0.09516972951047194)	(6, 0.1062590719056052)	(7, 0.11851507609622207)	(8, 0.13913552056449313)	(9, 0.17804712280209395)	(10, 0.21607666413203674)	(12, 0.23546585653240987)	(14, 0.255085151778259)	(16, 0.2752413536635522)	(18, 0.29259998937490017)	(20, 0.31384413366117203)	(22, 0.3410467305776647)	(24, 0.3675448898356387)	(26, 0.4018726011778359)	(28, 0.43024387833582517)	(30, 0.45340554633439706)	(32, 0.47314998523304896)	(34, 0.49728656265587445)	(36, 0.515353672917767)	(38, 0.5305344053811447)	(40, 0.5485106855724546)	(42, 0.5648358769251736)	(44, 0.5812680459165787)	(46, 0.6007985295378582)	(48, 0.6154282262397013)	(50, 0.6288650213478924)	(52, 0.6433049841245184)	(54, 0.6615840312177705)	(56, 0.6774974595838481)	(58, 0.692326982440973)	(60, 0.7070293431992822)	(62, 0.7216307816569439)	(64, 0.738262776803631)	(66, 0.7563964957839507)	(68, 0.773627969396483)	(70, 0.7956350862756489)	(72, 0.8214691767953632)	(74, 0.8441181595066466)	(76, 0.8795741821700813)	(78, 0.9092675414665512)	(80, 0.9266806752202488)	(82, 0.9456924182162008)	(84, 0.9706020604619852)	(86, 0.9957902482575562)	(88, 1.014192420557598)	(90, 1.0342376079121793)	(92, 1.053245314016105)	(94, 1.081608517390043)	(96, 1.1082742076670913)	(98, 1.1308363971998179)	(100, 1.1537053905265124)	(102, 1.1798523401782335)	(104, 1.2062112266613143)	(106, 1.2308221388971825)	(108, 1.2656988675549012)	(110, 1.290642823382906)	(112, 1.3093578548149545)	(114, 1.3261715101028066)	(116, 1.3442265096886215)	(118, 1.3638962660847944)	(120, 1.3794564663986062)	(122, 1.3932586002351408)	(124, 1.4089863315680273)	(126, 1.4281191813247562)	(128, 1.4449913715469838)	(130, 1.4632320681659898)	(132, 1.484163353320255)	(134, 1.5066771001486707)	(136, 1.5266778816909667)	(138, 1.5442827678158944)
SRR26260936_1 - polyg	(1, 0.0)	(2, 0.006374252508888025)	(3, 0.008219112164721988)	(4, 0.00987423789533889)	(5, 0.01007204560460774)	(6, 0.010499956159352598)	(7, 0.010701800760647343)	(8, 0.011105489963236832)	(9, 0.011807909175742542)	(10, 0.012189395472189609)	(12, 0.012990718539329744)	(14, 0.013905074583194935)	(16, 0.015778192483210163)	(18, 0.0173667094953998)	(20, 0.019375063278282506)	(22, 0.020632555144348762)	(24, 0.023030469007730325)	(26, 0.026110617623488125)	(28, 0.03280580304843479)	(30, 0.04138823549548731)	(32, 0.05197094794137076)	(34, 0.05983279516180105)	(36, 0.06391409299998078)	(38, 0.06836274801251695)	(40, 0.07110379769809957)	(42, 0.0736147445382062)	(44, 0.07570383616160681)	(46, 0.07655763882508357)	(48, 0.0773670356762755)	(50, 0.0782268936777911)	(52, 0.07900601383878882)	(54, 0.07980733690592895)	(56, 0.08055214348470656)	(58, 0.08111932681434479)	(60, 0.0816986208200607)	(62, 0.0822900255018543)	(64, 0.08295409424011402)	(66, 0.08388257940606983)	(68, 0.08506942566168293)	(70, 0.08628654860749024)	(72, 0.08800828305653441)	(74, 0.09127614715149632)	(76, 0.09327239025830134)	(78, 0.09452180834031582)	(80, 0.09570461770390301)	(82, 0.09691366686565853)	(84, 0.09821556454400963)	(86, 0.09915010504800431)	(88, 0.10003014750964939)	(90, 0.10110597923455036)	(92, 0.10200620615632493)	(94, 0.10274495739706369)	(96, 0.1034514135015953)	(98, 0.10431530839513681)	(100, 0.10504800429783673)	(102, 0.10584327202693802)	(104, 0.10693323287392964)	(106, 0.10799897236876589)	(108, 0.10894764199485119)	(110, 0.1099992523675968)	(112, 0.11127894713980549)	(114, 0.11260506617031196)	(116, 0.11426221034694181)	(118, 0.11601623993219312)	(120, 0.11773595593522435)	(122, 0.11985128735679326)	(124, 0.12252976521597453)	(126, 0.12477831407439798)	(128, 0.1266171183921931)	(130, 0.12844381203391053)	(132, 0.1304077600045084)	(134, 0.13242015067941698)	(136, 0.1344789656126234)	(138, 0.13662457372438652)
SRR26260936_2 - nextera_transposase_sequence	(1, 0.00042791055474485795)	(2, 0.0004400212308225426)	(3, 0.00045213190690022726)	(4, 0.000460205690952017)	(5, 0.0004642425829779119)	(6, 0.0004844270431073863)	(7, 0.0004844270431073863)	(8, 0.0004925008271591761)	(9, 0.000496537719185071)	(10, 0.0005025930572239133)	(12, 0.000546998869508757)	(14, 0.0005732386676770738)	(16, 0.0005893862357806534)	(18, 0.0006115891419230752)	(20, 0.0006236998180007599)	(22, 0.000637828940091392)	(24, 0.0006721425223114986)	(26, 0.0007064561045316051)	(28, 0.0007367327947258168)	(30, 0.0007912308370753977)	(32, 0.0008437104334120312)	(34, 0.0009446327340594033)	(36, 0.001029407466603196)	(38, 0.0011222559831987784)	(40, 0.0012009753777037285)	(42, 0.0012635472041050994)	(44, 0.0013483219366488921)	(46, 0.0014653918053998435)	(48, 0.0016107199183320595)	(50, 0.0017096237729664842)	(52, 0.0018166014116526986)	(54, 0.0019114683742612285)	(56, 0.002026519796999233)	(58, 0.002141571219737237)	(60, 0.002276807102604716)	(62, 0.002460485689782933)	(64, 0.0026764594131683094)	(66, 0.0028762855684501066)	(68, 0.003156849564249801)	(70, 0.0034293397759977058)	(72, 0.00389963769701446)	(74, 0.0043618618339794244)	(76, 0.004860417999177443)	(78, 0.0054296197748286215)	(80, 0.0060573564848552764)	(82, 0.006719406777102038)	(84, 0.0075812832246305965)	(86, 0.008638948935415055)	(88, 0.009856071881222363)	(90, 0.01128109476636326)	(92, 0.012821169074242158)	(94, 0.014690250082231491)	(96, 0.016738972785373146)	(98, 0.019163126446923022)	(100, 0.021879954780350284)	(102, 0.02487532866356429)	(104, 0.028397516956157574)	(106, 0.03221843525866709)	(108, 0.03693554359092526)	(110, 0.041923123688918394)	(112, 0.04718319399865943)	(114, 0.05318201554913923)	(116, 0.05942305062117272)	(118, 0.06579730313006074)	(120, 0.07328170094606987)	(122, 0.08089931619893352)	(124, 0.08864813044263875)	(126, 0.09660686307169052)	(128, 0.10547793329859453)	(130, 0.11390292695663716)	(132, 0.12251765453989685)	(134, 0.12937633409189225)	(136, 0.13240804000333933)	(138, 0.132535202102155)
SRR26260936_2 - polya	(1, 0.039404103064759985)	(2, 0.05240693228016741)	(3, 0.056197573892482706)	(4, 0.06729095317964186)	(5, 0.07202622752601656)	(6, 0.07695527268963422)	(7, 0.08243737206079947)	(8, 0.09570259925789007)	(9, 0.11629882237400578)	(10, 0.13823933053474446)	(12, 0.1490339798119874)	(14, 0.16907311182852963)	(16, 0.2049933770749423)	(18, 0.22851836535584477)	(20, 0.2515488343635751)	(22, 0.27664821053457656)	(24, 0.2950180876984112)	(26, 0.3171019055260692)	(28, 0.33350581627329307)	(30, 0.34795385283397084)	(32, 0.3600503997895649)	(34, 0.37404024910530365)	(36, 0.38674838520282073)	(38, 0.3987843787780263)	(40, 0.4150227769521885)	(42, 0.42778339264604226)	(44, 0.44301862315176954)	(46, 0.46172356235375345)	(48, 0.4786986933226415)	(50, 0.4968404860870131)	(52, 0.5137409345534221)	(54, 0.5399121055572986)	(56, 0.5590752320042216)	(58, 0.5758707212779572)	(60, 0.5913764235494195)	(62, 0.6055216932081553)	(64, 0.6261058056481932)	(66, 0.6500587044838406)	(68, 0.6729922880829494)	(70, 0.706997048063075)	(72, 0.7355923727285014)	(74, 0.7540429877328539)	(76, 0.7768413354490953)	(78, 0.793909314934579)	(80, 0.8062904627779985)	(82, 0.8198564384310183)	(84, 0.8435126257027623)	(86, 0.8716275602171073)	(88, 0.8911297855942055)	(90, 0.9137989527656182)	(92, 0.9340702060736494)	(94, 0.9642540477512654)	(96, 0.9849390824919508)	(98, 1.0005335963879827)	(100, 1.014123793393158)	(102, 1.0295951820823999)	(104, 1.0453370425373771)	(106, 1.0609598146775903)	(108, 1.0807506778345402)	(110, 1.0977722330617259)	(112, 1.1118529124480472)	(114, 1.1258548724398636)	(116, 1.1429793684137097)	(118, 1.1606004021067409)	(120, 1.1744832737837934)	(122, 1.18644458485652)	(124, 1.2003314934255984)	(126, 1.215865453941242)	(128, 1.228775434640054)	(130, 1.24347577695235)	(132, 1.2614661862657506)	(134, 1.2806010544684923)	(136, 1.2983734716124946)	(138, 1.312839674187289)
SRR26260936_2 - polyg	(1, 0.0485517003954378)	(2, 0.05377543867694578)	(3, 0.05540230616338142)	(4, 0.0615747140709747)	(5, 0.06250723612895642)	(6, 0.06381922603737225)	(7, 0.06505047810527019)	(8, 0.06624136125290919)	(9, 0.06830824997016736)	(10, 0.0706920347114583)	(12, 0.0733765679086784)	(14, 0.07502361985524351)	(16, 0.0775244744652854)	(18, 0.07866085957057481)	(20, 0.07973467284946284)	(22, 0.08085491038664867)	(24, 0.08197312947782157)	(26, 0.08297831559226938)	(28, 0.08402185218096322)	(30, 0.0849483189009061)	(32, 0.08614122049455802)	(34, 0.08762477831407439)	(36, 0.08872483139113074)	(38, 0.08976433108779869)	(40, 0.09070896382185809)	(42, 0.09177066642466844)	(44, 0.09286264571767303)	(46, 0.09389609007630209)	(48, 0.09512936059021299)	(50, 0.09621124765315282)	(52, 0.09726689491792434)	(54, 0.0983972246851749)	(56, 0.09960425540091747)	(58, 0.10088395017312615)	(60, 0.10239374779081084)	(62, 0.10439402778964176)	(64, 0.10664055820205226)	(66, 0.10955317579873541)	(68, 0.1120964177750492)	(70, 0.11468204711763487)	(72, 0.11742511524923044)	(74, 0.1204911347428976)	(76, 0.12396286188516722)	(78, 0.12964882430364016)	(80, 0.13480999075874678)	(82, 0.13800720924325552)	(84, 0.1408612919055632)	(86, 0.14304121359954647)	(88, 0.14532609448620296)	(90, 0.14799246166930652)	(92, 0.1502975270160925)	(94, 0.1524633195879851)	(96, 0.1546876470942532)	(98, 0.15680903385386097)	(100, 0.15912217298469872)	(102, 0.1613929247492646)	(104, 0.16381102307277562)	(106, 0.16623315828831256)	(108, 0.16891163614749383)	(110, 0.17136808494525085)	(112, 0.1739981201001214)	(114, 0.17723167061286318)	(116, 0.17993235137818686)	(118, 0.18308112715838487)	(120, 0.1861834786802851)	(122, 0.18923335060584867)	(124, 0.1928382951849728)	(126, 0.19655425429480905)	(128, 0.20015718042792024)	(130, 0.2036268891241769)	(132, 0.20714302207873136)	(134, 0.21111330538619896)	(136, 0.21544690897599714)	(138, 0.220061076561595)
SRR26260937_1 - nextera_transposase_sequence	(1, 0.0020476939391523277)	(2, 0.0021098630151038214)	(3, 0.0021215197168447265)	(4, 0.0021292908513386635)	(5, 0.002133176418585632)	(6, 0.002148718687573505)	(7, 0.00216037538931441)	(8, 0.00216037538931441)	(9, 0.00216037538931441)	(10, 0.0021759176583022836)	(12, 0.0021875743600431887)	(14, 0.002201173845407578)	(16, 0.0022108877635249992)	(18, 0.0022342011670068093)	(20, 0.0022516862196181667)	(22, 0.0023099697283226923)	(24, 0.0023663104534037338)	(26, 0.00243430788022568)	(28, 0.0024984197398006582)	(30, 0.0025839022192339616)	(32, 0.0027043548038899815)	(34, 0.002844235224780842)	(36, 0.0029782872948012507)	(38, 0.0031589661717852796)	(40, 0.003296903809052657)	(42, 0.003458154849801844)	(44, 0.0036368909431623887)	(46, 0.003805913118405512)	(48, 0.004021562100612257)	(50, 0.00425081056818339)	(52, 0.004462573983143166)	(54, 0.004748163175795341)	(56, 0.005105635362516431)	(58, 0.005466993116484488)	(60, 0.005952689022355533)	(62, 0.006529695758530335)	(64, 0.007149443734421789)	(66, 0.007916843265698041)	(68, 0.008853264972217417)	(70, 0.009910139263392813)	(72, 0.011277858934325676)	(74, 0.012733003868315329)	(76, 0.014434882322487472)	(78, 0.016400979349453462)	(80, 0.018893570738383672)	(82, 0.021833002360715236)	(84, 0.025403838660679162)	(86, 0.02955945283131183)	(88, 0.034391155702916995)	(90, 0.04102964734436244)	(92, 0.04773613641262983)	(94, 0.05587057144415811)	(96, 0.06470052301289371)	(98, 0.07471362980833118)	(100, 0.08629844855516736)	(102, 0.09917133284437354)	(104, 0.11357901619613225)	(106, 0.129086315078783)	(108, 0.14608955735151655)	(110, 0.16432646722516256)	(112, 0.1834065451914007)	(114, 0.20428952636023218)	(116, 0.22614389934080575)	(118, 0.24780982230990134)	(120, 0.2704568510088564)	(122, 0.29325735961406685)	(124, 0.31649305175093767)	(126, 0.33979091296375996)	(128, 0.36388531546221076)	(130, 0.3879272628028275)	(132, 0.4128959179318462)	(134, 0.4269500146641308)	(136, 0.43227129900885397)	(138, 0.4325879727394819)
