Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
SRR26260945_1 - nextera_transposase_sequence	(1, 0.008613266814230292)	(2, 0.00867977852708149)	(3, 0.00868532116981909)	(4, 0.00868532116981909)	(5, 0.00868532116981909)	(6, 0.00870749174076949)	(7, 0.00871303438350709)	(8, 0.00872411966898229)	(9, 0.00872966231171989)	(10, 0.00872966231171989)	(12, 0.00873797627582629)	(14, 0.00875183288267029)	(16, 0.00879340270320229)	(18, 0.008832201202365489)	(20, 0.008884856308372688)	(22, 0.008992937841755887)	(24, 0.009073306161451085)	(26, 0.009281155264111083)	(28, 0.00963034175657988)	(30, 0.009993384855892674)	(32, 0.010445110239007068)	(34, 0.011013231119611062)	(36, 0.011548096143789455)	(38, 0.012174414773138248)	(40, 0.01274253565374224)	(42, 0.013391024854041433)	(44, 0.014130967659511023)	(46, 0.014879224429087012)	(48, 0.015541570236230205)	(50, 0.016176202829685397)	(52, 0.01684686260093499)	(54, 0.01764500315514938)	(56, 0.018470856923051768)	(58, 0.019299482012322955)	(60, 0.020230645992239747)	(62, 0.02155533760652613)	(64, 0.023240300998756507)	(66, 0.024944663640568486)	(68, 0.026942786347473262)	(70, 0.02924021176220843)	(72, 0.0321196146643916)	(74, 0.035514483341171556)	(76, 0.0396077250028891)	(78, 0.04393652898095465)	(80, 0.049193725617568185)	(82, 0.0553072605571409)	(84, 0.062404614582637616)	(86, 0.0706049545129167)	(88, 0.079564636498247)	(90, 0.09099356582317805)	(92, 0.10266360010719472)	(94, 0.11526479837112816)	(96, 0.12921563014166718)	(98, 0.14407545532117258)	(100, 0.16063687182112119)	(102, 0.17825693308395135)	(104, 0.1973457946722455)	(106, 0.21684481182312207)	(108, 0.2377599741934554)	(110, 0.25853934181671756)	(112, 0.2800309390317613)	(114, 0.3027530029345522)	(116, 0.3260847575384791)	(118, 0.3497961831699316)	(120, 0.3732498759140857)	(122, 0.39628232781018224)	(124, 0.41966950884148513)	(126, 0.44276570112906405)	(128, 0.46648544072462295)	(130, 0.4897091137951667)	(132, 0.5136422451361231)	(134, 0.5270526692397461)	(136, 0.5322960092695157)	(138, 0.5326479670833533)
SRR26260945_1 - polya	(1, 0.01428339033479502)	(2, 0.04113749439846668)	(3, 0.05365832434270493)	(4, 0.08638762970823252)	(5, 0.09710710076275078)	(6, 0.10798176581392184)	(7, 0.1200148431972513)	(8, 0.14018452011937743)	(9, 0.18095065745442493)	(10, 0.22058055302826443)	(12, 0.2388213902777058)	(14, 0.25768023219238956)	(16, 0.27687440399269814)	(18, 0.29318640156945475)	(20, 0.31259950775789846)	(22, 0.3377908190002902)	(24, 0.36209253608329706)	(26, 0.394691589344491)	(28, 0.42341633533210266)	(30, 0.4464681864777808)	(32, 0.4661889093381614)	(34, 0.49040194413736665)	(36, 0.5095961159376752)	(38, 0.5257640048032541)	(40, 0.5442958307964195)	(42, 0.5609819567579641)	(44, 0.577540601936544)	(46, 0.5958756641125245)	(48, 0.6111373308905059)	(50, 0.6247223482403633)	(52, 0.6397484527019968)	(54, 0.6574433396417846)	(56, 0.6742680316717691)	(58, 0.6906936534246466)	(60, 0.7054925095340383)	(62, 0.7205324706025158)	(64, 0.7361876650148668)	(66, 0.7532202061475113)	(68, 0.7709954614069943)	(70, 0.7915087821788517)	(72, 0.8137985199481098)	(74, 0.8331645136732839)	(76, 0.8627594545706988)	(78, 0.8871720245084576)	(80, 0.9021066753649207)	(82, 0.9174985942472357)	(84, 0.937083522360545)	(86, 0.9587607981072983)	(88, 0.9752335323234453)	(90, 0.9949016000778188)	(92, 1.0114325320427104)	(94, 1.0351605856023758)	(96, 1.0573477844809882)	(98, 1.0764172468197009)	(100, 1.094937987527391)	(102, 1.1155095060479931)	(104, 1.1364024978473761)	(106, 1.156879791441439)	(108, 1.187957389271162)	(110, 1.2098813126197383)	(112, 1.2254367394628125)	(114, 1.238775109210847)	(116, 1.253887124634913)	(118, 1.2693122993736536)	(120, 1.281317663543295)	(122, 1.292167386702147)	(124, 1.3045441079352078)	(126, 1.318824726948634)	(128, 1.3316060611015392)	(130, 1.345947649185079)	(132, 1.3616360994538557)	(134, 1.3773217784012637)	(136, 1.392500305538181)	(138, 1.4054423763304769)
SRR26260945_1 - polyg	(1, 0.0)	(2, 0.015220096957449409)	(3, 0.018656535454761366)	(4, 0.024348829546276495)	(5, 0.024831039464447688)	(6, 0.025917397441017273)	(7, 0.026676739496068465)	(8, 0.027170034699714858)	(9, 0.028134454536057247)	(10, 0.028874397341526838)	(12, 0.02960602618289003)	(14, 0.030467907128586817)	(16, 0.031504381320518006)	(18, 0.032405060765377997)	(20, 0.03333622474529478)	(22, 0.03452789293387877)	(24, 0.03553665391212195)	(26, 0.036318166538123545)	(28, 0.037008225558954735)	(30, 0.037712141186629924)	(32, 0.03840774285019872)	(34, 0.03897032108806511)	(36, 0.03941927514981071)	(38, 0.0397546050354355)	(40, 0.0400899349210603)	(42, 0.04038646630752189)	(44, 0.04068854033672109)	(46, 0.040985071723182685)	(48, 0.04130100235922588)	(50, 0.041586448460212276)	(52, 0.04180261152697867)	(54, 0.042076972342489874)	(56, 0.042323619944313065)	(58, 0.04255086829655466)	(60, 0.042877884218073065)	(62, 0.04326309788833625)	(64, 0.04372867987829465)	(66, 0.04504228620710583)	(68, 0.04664965260100981)	(70, 0.04987269935292417)	(72, 0.05492481820824651)	(74, 0.06677775970260397)	(76, 0.07048024505132072)	(78, 0.07146406413724471)	(80, 0.0719379600913095)	(82, 0.0723148597974663)	(84, 0.07273332932415508)	(86, 0.07313239960126228)	(88, 0.07345664420141187)	(90, 0.07379474540840547)	(92, 0.07411621868718626)	(94, 0.07443769196596706)	(96, 0.07481182035075506)	(98, 0.07526908837660706)	(100, 0.07594806211196305)	(102, 0.07670463284564544)	(104, 0.07751940132807263)	(106, 0.07848382116441502)	(108, 0.079495353464027)	(110, 0.08072582015177418)	(112, 0.08190363173351417)	(114, 0.08300938895966536)	(116, 0.08446987532102293)	(118, 0.08587216393363573)	(120, 0.0871774562983405)	(122, 0.0886379426596981)	(124, 0.09024530905360206)	(126, 0.09185267544750605)	(128, 0.09344341391319723)	(130, 0.095150547876378)	(132, 0.09697684865841719)	(134, 0.09900822722174756)	(136, 0.10163266855800113)	(138, 0.10453701335250348)
SRR26260945_2 - nextera_transposase_sequence	(1, 0.0016738781067551789)	(2, 0.0017293045341311782)	(3, 0.0017459324623439782)	(4, 0.001751475105081578)	(5, 0.001751475105081578)	(6, 0.0017681030332943777)	(7, 0.0017681030332943777)	(8, 0.0017736456760319777)	(9, 0.0017847309615071775)	(10, 0.0017985875683511775)	(12, 0.0018179868179327772)	(14, 0.0018401573888831768)	(16, 0.0018512426743583768)	(18, 0.0018678706025711765)	(20, 0.0018734132453087765)	(22, 0.0018900411735215763)	(24, 0.001909440423103176)	(26, 0.0019426962795287756)	(28, 0.002028607241961575)	(30, 0.002084033669337574)	(32, 0.0021782585958767726)	(34, 0.0024886465891823684)	(36, 0.0027713213687999656)	(38, 0.0029902557569351624)	(40, 0.0032091901450703596)	(42, 0.003436438497311957)	(44, 0.0036775434563975536)	(46, 0.00404335787707915)	(48, 0.004387001726810344)	(50, 0.004625335364527142)	(52, 0.004858126359506339)	(54, 0.005088146033116737)	(56, 0.005295995135776733)	(58, 0.00555649934444393)	(60, 0.0058031469462671275)	(62, 0.006124620225047923)	(64, 0.006565260322687117)	(66, 0.006983729849375913)	(68, 0.007529680159029505)	(70, 0.008097801039633498)	(72, 0.00874906156130149)	(74, 0.009561058722359881)	(76, 0.010605846878397466)	(78, 0.011658948998541453)	(80, 0.012958698720508637)	(82, 0.014438584331447818)	(84, 0.016178974151054196)	(86, 0.01814661232290217)	(88, 0.020322099597410145)	(90, 0.022575183870244517)	(92, 0.025135884815015684)	(94, 0.02797926053940445)	(96, 0.031163508792155604)	(98, 0.034469695185133965)	(100, 0.037742625721686726)	(102, 0.04162247563800668)	(104, 0.04580439958352582)	(106, 0.05041587834120897)	(108, 0.0559585210788089)	(110, 0.060655910798924836)	(112, 0.06591587875690717)	(114, 0.0713254980688047)	(116, 0.07708153255180222)	(118, 0.08284588099890616)	(120, 0.08881530722730129)	(122, 0.09452145792566041)	(124, 0.10047148490447394)	(126, 0.10658501984404667)	(128, 0.11316136545220898)	(130, 0.1194162377815905)	(132, 0.12538012136724802)	(134, 0.12984194877101596)	(136, 0.13167102087442395)	(138, 0.13176524580096313)
SRR26260945_2 - polya	(1, 0.04337672206445706)	(2, 0.05784301960959287)	(3, 0.06175612538233843)	(4, 0.07303540335335429)	(5, 0.07772447910936382)	(6, 0.08220293444134456)	(7, 0.0873021657599365)	(8, 0.09855927316000196)	(9, 0.11800286388350252)	(10, 0.13992401591071024)	(12, 0.1506518009293349)	(14, 0.1680889549818243)	(16, 0.1974677328124727)	(18, 0.21980458304500045)	(20, 0.24359083435341056)	(22, 0.26823065264341106)	(24, 0.28460084796891244)	(26, 0.30424951647370413)	(28, 0.3187379845897904)	(30, 0.3316495708470294)	(32, 0.3426350887529525)	(34, 0.3558709196103411)	(36, 0.36845548994606175)	(38, 0.37953246145715525)	(40, 0.39368837100898546)	(42, 0.4054664868263853)	(44, 0.4192288687438459)	(46, 0.4360618747379369)	(48, 0.4520246858222247)	(50, 0.4695228089448277)	(52, 0.4853054841401435)	(54, 0.5075785939811889)	(56, 0.525919198799907)	(58, 0.5411614663283069)	(60, 0.5548795071038666)	(62, 0.5674890193319064)	(64, 0.5840615211173302)	(66, 0.6045471286754996)	(68, 0.6256451982561737)	(70, 0.6574128551067278)	(72, 0.6828563565936803)	(74, 0.7004320767146095)	(76, 0.7223088875999166)	(78, 0.7389922422400923)	(80, 0.7509837498028897)	(82, 0.763075024934964)	(84, 0.7833472407477358)	(86, 0.8070448097723443)	(88, 0.8241992890452161)	(90, 0.8449841993112157)	(92, 0.8634827694479555)	(94, 0.8911350140658416)	(96, 0.9101767631908662)	(98, 0.9237867224330428)	(100, 0.9352101091152363)	(102, 0.9473180121755234)	(104, 0.9600217493301023)	(106, 0.972329187528943)	(108, 0.9885608167860044)	(110, 1.002434051558217)	(112, 1.0133613717153953)	(114, 1.0238840789527286)	(116, 1.0366764983911092)	(118, 1.0504499655940451)	(120, 1.0611250955066627)	(122, 1.0695914822883466)	(124, 1.0797095766058353)	(126, 1.091224416893199)	(128, 1.1004307464803527)	(130, 1.1098864949906981)	(132, 1.1212433699600404)	(134, 1.133384528876753)	(136, 1.1445335547434352)	(138, 1.154097384787164)
SRR26260945_2 - polyg	(1, 0.05901251722722646)	(2, 0.0722982318692535)	(3, 0.07491435924140066)	(4, 0.08037386233793659)	(5, 0.08147130559998138)	(6, 0.08333917620255256)	(7, 0.08468049574505174)	(8, 0.08588879186184852)	(9, 0.0871026306213829)	(10, 0.08909521068555008)	(12, 0.09127346928142685)	(14, 0.09323002216779963)	(16, 0.0947653342061148)	(18, 0.09613159564093318)	(20, 0.09738700422099958)	(22, 0.09863132751559076)	(24, 0.09957634810235155)	(26, 0.10048534151131794)	(28, 0.10150518777503632)	(30, 0.10224790190187472)	(32, 0.10394672190094909)	(34, 0.10596978650017308)	(36, 0.10674298516206826)	(38, 0.10738593171962985)	(40, 0.10799007977802824)	(42, 0.10859699915779544)	(44, 0.10934248460600263)	(46, 0.11001314437725221)	(48, 0.110875025322949)	(50, 0.1114958013095602)	(52, 0.1121193486175402)	(54, 0.11288700463669779)	(56, 0.11361309083532337)	(58, 0.11431700646299857)	(60, 0.11525371308565295)	(62, 0.11609065213903054)	(64, 0.11699133158389052)	(66, 0.11815251523741771)	(68, 0.1192416445353561)	(70, 0.12026703344181208)	(72, 0.12140327520302008)	(74, 0.12253951696422807)	(76, 0.12401385993242964)	(78, 0.13242759160810635)	(80, 0.13890416964699184)	(82, 0.14020114804759023)	(84, 0.14161729326704703)	(86, 0.142725821814567)	(88, 0.1440089436083214)	(90, 0.14538629032861497)	(92, 0.14674700912069577)	(94, 0.14806892941361333)	(96, 0.14926614024493493)	(98, 0.15054926203868932)	(100, 0.15202360500689088)	(102, 0.15329287019380128)	(104, 0.15479492637569087)	(106, 0.15635795162769403)	(108, 0.15813436862509483)	(110, 0.16009923547557398)	(112, 0.16320034408726114)	(114, 0.1689619212129963)	(116, 0.17332952369022503)	(118, 0.17628375226936577)	(120, 0.17908278685185375)	(122, 0.18193447654034892)	(124, 0.18550948110610088)	(126, 0.18949186991306644)	(128, 0.19311121562071917)	(130, 0.19616798309050554)	(132, 0.19925800641671748)	(134, 0.20223163424543986)	(136, 0.20556553385210624)	(138, 0.20936501544873098)
SRR26260946_1 - nextera_transposase_sequence	(1, 0.011802508665114966)	(2, 0.011845116999646067)	(3, 0.011845116999646067)	(4, 0.011873522556000134)	(5, 0.011873522556000134)	(6, 0.011880623945088651)	(7, 0.011880623945088651)	(8, 0.011887725334177167)	(9, 0.011887725334177167)	(10, 0.011891276028721426)	(12, 0.011898377417809943)	(14, 0.011916130890531236)	(16, 0.011948087141429562)	(18, 0.011980043392327886)	(20, 0.01201199964322621)	(22, 0.012051057283213054)	(24, 0.012122071174098224)	(26, 0.01230670729039966)	(28, 0.012725689246622153)	(30, 0.013183728842831487)	(32, 0.013624014966319532)	(34, 0.014273792067918822)	(36, 0.014760237220482225)	(38, 0.015221827511235818)	(40, 0.015757982387418837)	(42, 0.016443266434460712)	(44, 0.01704688450698464)	(46, 0.017636299801331537)	(48, 0.018310931764740638)	(50, 0.01903882414631361)	(52, 0.02009338042595836)	(54, 0.021158588789235884)	(56, 0.021925538810795703)	(58, 0.02251140341059834)	(60, 0.023203788846728732)	(62, 0.024151824290045726)	(64, 0.025028845842477554)	(66, 0.025920070173086417)	(68, 0.026992379925452458)	(70, 0.028277731350474004)	(72, 0.029637647360924974)	(74, 0.03105792517862834)	(76, 0.03287943147983291)	(78, 0.034942385010047046)	(80, 0.03744207396920497)	(82, 0.04047436711000165)	(84, 0.04370549914527681)	(86, 0.04770713189665604)	(88, 0.052220064662408486)	(90, 0.05854385164573272)	(92, 0.06470075598547681)	(94, 0.07205424438663599)	(96, 0.07989772863490283)	(98, 0.08889163791550939)	(100, 0.09855662846498078)	(102, 0.1091163940396053)	(104, 0.12117100201736261)	(106, 0.13397480654395844)	(108, 0.14755266248120263)	(110, 0.16205369899995398)	(112, 0.17771581263467784)	(114, 0.1939247332292175)	(116, 0.21195160943041746)	(118, 0.23054659675869876)	(120, 0.24882912296708534)	(122, 0.2674276609899109)	(124, 0.2863919205507951)	(126, 0.3065314600058288)	(128, 0.3266248404317872)	(130, 0.34645191876692616)	(132, 0.36751108810892286)	(134, 0.37988525859566336)	(136, 0.3843520323323405)	(138, 0.38461123303407135)
SRR26260946_1 - polya	(1, 0.01662435185621789)	(2, 0.04184138450954114)	(3, 0.053409547334735054)	(4, 0.08146713562346504)	(5, 0.09128125534379529)	(6, 0.10090363755873559)	(7, 0.11336657540908263)	(8, 0.13263264400622876)	(9, 0.16938233253930335)	(10, 0.20661846622494134)	(12, 0.22450686533891523)	(14, 0.24384394782694652)	(16, 0.2630993643404599)	(18, 0.2797379189748548)	(20, 0.2992170292446565)	(22, 0.3255454292903326)	(24, 0.3507482591654788)	(26, 0.3822216156057854)	(28, 0.40783277535352136)	(30, 0.42904817525546535)	(32, 0.44790236328547756)	(34, 0.4703001444706596)	(36, 0.4882240505300761)	(38, 0.5041879732010619)	(40, 0.5222219507913504)	(42, 0.5387255790330635)	(44, 0.5543912433623316)	(46, 0.5724323223417086)	(48, 0.5859178602208021)	(50, 0.5986115932165259)	(52, 0.6121503915137831)	(54, 0.6289203218463157)	(56, 0.6446889563173673)	(58, 0.6599178852176917)	(60, 0.6735845085185423)	(62, 0.6880535887863953)	(64, 0.7040743225700893)	(66, 0.7218633022368239)	(68, 0.7394498923145358)	(70, 0.759965805391261)	(72, 0.7822606164346595)	(74, 0.8028475434022698)	(76, 0.8344380727625369)	(78, 0.8598219880594403)	(80, 0.876648729504681)	(82, 0.8934825723390101)	(84, 0.915507530597045)	(86, 0.9388604486146326)	(88, 0.9562588518814988)	(90, 0.9763096239729261)	(92, 0.9942583848941524)	(94, 1.0196884592201312)	(96, 1.041560737612763)	(98, 1.0613097006679282)	(100, 1.0814563415120504)	(102, 1.1031688386501908)	(104, 1.1241640954903906)	(106, 1.1450208752433646)	(108, 1.1737779503573136)	(110, 1.1948051634484118)	(112, 1.211159662519266)	(114, 1.2261577962742136)	(116, 1.241926430745265)	(118, 1.2589449096958958)	(120, 1.2730447177311461)	(122, 1.2852910632142933)	(124, 1.2992452927732288)	(126, 1.316246018251138)	(128, 1.3306405339335616)	(130, 1.3475560427424087)	(132, 1.3656574835290383)	(134, 1.3835920416720873)	(136, 1.4004471886736822)	(138, 1.4154346703449967)
SRR26260946_1 - polyg	(1, 0.0)	(2, 0.014742483747760932)	(3, 0.018108542175717907)	(4, 0.020743157527557652)	(5, 0.021013010312921288)	(6, 0.021787061723569624)	(7, 0.022277057570677286)	(8, 0.022873574254112697)	(9, 0.02412341873369166)	(10, 0.024769645140746692)	(12, 0.025955577118529)	(14, 0.027404260492586433)	(16, 0.029953659175363974)	(18, 0.03202726478921089)	(20, 0.03452340305382455)	(22, 0.0361673746278162)	(24, 0.03922452263042269)	(26, 0.043112533156385656)	(28, 0.05164485214623862)	(30, 0.06289700315699354)	(32, 0.0773802862030236)	(34, 0.08676122118895432)	(36, 0.09134516784559193)	(38, 0.09650077632385516)	(40, 0.09939104168288151)	(42, 0.10235232093279302)	(44, 0.1049656321173672)	(46, 0.10586395783706459)	(48, 0.10675163147312919)	(50, 0.10769611622190194)	(52, 0.10849857318890434)	(54, 0.10943240585404429)	(56, 0.1102171093483254)	(58, 0.11084558228265914)	(60, 0.111626735082396)	(62, 0.11234752607488047)	(64, 0.11304701290009936)	(66, 0.11521648726664126)	(68, 0.11768777066944511)	(70, 0.12135563813366405)	(72, 0.12677399800820238)	(74, 0.1417934359304155)	(76, 0.14726150552857342)	(78, 0.14897649099345023)	(80, 0.15008430769125886)	(82, 0.1510785021636512)	(84, 0.15200878413424695)	(86, 0.1529248633266656)	(88, 0.15402202794084147)	(90, 0.15498781685687973)	(92, 0.1558364328529575)	(94, 0.15652171689999939)	(96, 0.15715729122342165)	(98, 0.15782127110319794)	(100, 0.15872669821198385)	(102, 0.15996233991338576)	(104, 0.16129385036748267)	(106, 0.1630336906941693)	(108, 0.16452498240275784)	(110, 0.16587069563503176)	(112, 0.16734423387089903)	(114, 0.16920124711754617)	(116, 0.1716299221858189)	(118, 0.17419707434131776)	(120, 0.17687074733314434)	(122, 0.1802545592338226)	(124, 0.18379105099990398)	(126, 0.18719261637330353)	(128, 0.19044860327038854)	(130, 0.19295539361863495)	(132, 0.195607762443196)	(134, 0.19824592848958)	(136, 0.20089474661959678)	(138, 0.20349030433144966)
SRR26260946_2 - nextera_transposase_sequence	(1, 0.0021446195047320816)	(2, 0.0021872278392631827)	(3, 0.0021872278392631827)	(4, 0.0021872278392631827)	(5, 0.0021872278392631827)	(6, 0.0021943292283516996)	(7, 0.0021943292283516996)	(8, 0.0022014306174402165)	(9, 0.0022014306174402165)	(10, 0.002212082701072991)	(12, 0.002226285479250025)	(14, 0.0022298361737942834)	(16, 0.0022298361737942834)	(18, 0.002244038951971317)	(20, 0.0022653431192368677)	(22, 0.0022759952028696432)	(24, 0.0023292556210335194)	(26, 0.002403820206462946)	(28, 0.0024428778464497883)	(30, 0.0024961382646136645)	(32, 0.0026168618791184506)	(34, 0.0029080188317476404)	(36, 0.0031991757843768303)	(38, 0.003437072318842144)	(40, 0.003678519547851716)	(42, 0.003870257053241671)	(44, 0.004133008449516792)	(46, 0.00452003415484096)	(48, 0.004917711943797903)	(50, 0.00521597028551561)	(52, 0.005503576543600541)	(54, 0.00575212516169863)	(56, 0.006068136976137628)	(58, 0.006327337677868493)	(60, 0.006622045325041941)	(62, 0.007001969641277591)	(64, 0.007381893957513241)	(66, 0.007736963411939082)	(68, 0.008095583560909184)	(70, 0.008521666906220192)	(72, 0.009072024560580247)	(74, 0.009686294716736953)	(76, 0.010378680152867342)	(78, 0.010992950309024047)	(80, 0.011859319777823101)	(82, 0.012683080912091053)	(84, 0.013624014966319532)	(86, 0.014738933053216673)	(88, 0.015903560863733436)	(90, 0.017441011601397327)	(92, 0.018942955393618635)	(94, 0.020814171418442818)	(96, 0.022909081199555283)	(98, 0.025348408351460815)	(100, 0.02792621259059242)	(102, 0.03079872447689748)	(104, 0.0341612322103102)	(106, 0.0376870718927588)	(108, 0.04230297480029474)	(110, 0.04660286589339167)	(112, 0.05111579865914412)	(114, 0.05553286267220158)	(116, 0.06079499198679256)	(118, 0.06633762617037994)	(120, 0.07257974717918622)	(122, 0.07852005915173055)	(124, 0.08463790585148781)	(126, 0.09095104075117925)	(128, 0.09765120135619489)	(130, 0.1043513619612105)	(132, 0.1111402899298326)	(134, 0.11679654633883624)	(136, 0.1189269630653913)	(138, 0.1190121797344535)
SRR26260946_2 - polya	(1, 0.036557951027684624)	(2, 0.047068006878689526)	(3, 0.05071101948109866)	(4, 0.05994992668525905)	(5, 0.06412554346930695)	(6, 0.06832246442062039)	(7, 0.07278923815729747)	(8, 0.08323538150650572)	(9, 0.10066929171881453)	(10, 0.11870326930910302)	(12, 0.1282404348549811)	(14, 0.14403037349329828)	(16, 0.17199564372387754)	(18, 0.1914818553827677)	(20, 0.21075502536900237)	(22, 0.23087326065677055)	(24, 0.24561219370998721)	(26, 0.2633088553185712)	(28, 0.2760700515106359)	(30, 0.2876169101685643)	(32, 0.2975837097542976)	(34, 0.3090062941031769)	(36, 0.31936367008877875)	(38, 0.3295257578744463)	(40, 0.3427414429681761)	(42, 0.35313077520467623)	(44, 0.3649723415097781)	(46, 0.37892657106871364)	(48, 0.3922310235260499)	(50, 0.40677466837933235)	(52, 0.42028151042569134)	(54, 0.4398458373645552)	(56, 0.4553801259956858)	(58, 0.4684821888639993)	(60, 0.4817333809031717)	(62, 0.49384835068818145)	(64, 0.5092832198720727)	(66, 0.5279279169239737)	(68, 0.5465406577249763)	(70, 0.5722334834472302)	(72, 0.5934950423782495)	(74, 0.6083724525186922)	(76, 0.6265413565016626)	(78, 0.640452977726067)	(80, 0.6506825287080755)	(82, 0.661228091504523)	(84, 0.6793898940984049)	(86, 0.7004277592731358)	(88, 0.7149891575991396)	(90, 0.733406610200208)	(92, 0.7494344453729904)	(94, 0.7729542460341583)	(96, 0.7886944749488558)	(98, 0.8011929197446455)	(100, 0.812192971442758)	(102, 0.8232995439771983)	(104, 0.8361814637837679)	(106, 0.8481153481470203)	(108, 0.8632661617673709)	(110, 0.8768440177046152)	(112, 0.8880251548244849)	(114, 0.8985600655372996)	(116, 0.9113354645075413)	(118, 0.9249097697502413)	(120, 0.9360376464519471)	(122, 0.9459795911758707)	(124, 0.9572175394084486)	(126, 0.9697621432333137)	(128, 0.9802189386661546)	(130, 0.9922841987275447)	(132, 1.0061922692574048)	(134, 1.0212472141250606)	(136, 1.0352618054912486)	(138, 1.0474513398616878)
SRR26260946_2 - polyg	(1, 0.06170396979012271)	(2, 0.07157490062316109)	(3, 0.07379763540786687)	(4, 0.08008946614029278)	(5, 0.08133931061987174)	(6, 0.0827240814921325)	(7, 0.08420827181163253)	(8, 0.08538710240032632)	(9, 0.08685708994164931)	(10, 0.08845845318110984)	(12, 0.09031546642775701)	(14, 0.09216537828531562)	(16, 0.09355725054666493)	(18, 0.09459050265904413)	(20, 0.0956947686623085)	(22, 0.0967280207746877)	(24, 0.0976831576070932)	(26, 0.09858148332679059)	(28, 0.09952241738101907)	(30, 0.10033197573710999)	(32, 0.10152500910398081)	(34, 0.10293108414350714)	(36, 0.10381875777957175)	(38, 0.10468157655382654)	(40, 0.10557280088443541)	(42, 0.10659185021863757)	(44, 0.10748662524379068)	(46, 0.10836719749076677)	(48, 0.10936494265770338)	(50, 0.11033073157374168)	(52, 0.11122905729343904)	(54, 0.11209897745678236)	(56, 0.11312512818007306)	(58, 0.11420809001607186)	(60, 0.11547568796837211)	(62, 0.11695987828787213)	(64, 0.11861805264004081)	(66, 0.12084433811929084)	(68, 0.12288598748223942)	(70, 0.12461872641983754)	(72, 0.12618103201931125)	(74, 0.1277646417860505)	(76, 0.12965361128359598)	(78, 0.14183959495949083)	(80, 0.15218631886145984)	(82, 0.15447296614796227)	(84, 0.15700106066347425)	(86, 0.1591314773900293)	(88, 0.16112341702935828)	(90, 0.16339586153768365)	(92, 0.16553337965332723)	(94, 0.16777031721621002)	(96, 0.1695740700446933)	(98, 0.17156245898947803)	(100, 0.1736715715487675)	(102, 0.17572387299534886)	(104, 0.17806378070001516)	(106, 0.18057057104826163)	(108, 0.1833117072364291)	(110, 0.18600668439552126)	(112, 0.18940469907437654)	(114, 0.19469168325077732)	(116, 0.19853353474766494)	(118, 0.20242509596817215)	(120, 0.2065083946940693)	(122, 0.21089705315077273)	(124, 0.2158325185672919)	(126, 0.22122602358002044)	(128, 0.22686097582175854)	(130, 0.23181419471099904)	(132, 0.23656857470576104)	(134, 0.24210765819480418)	(136, 0.24778521877107337)	(138, 0.2539669779726273)
SRR26260947_1 - nextera_transposase_sequence	(1, 0.010262221799157012)	(2, 0.010304693487927449)	(3, 0.010304693487927449)	(4, 0.010325929332312668)	(5, 0.010336547254505278)	(6, 0.010352474137794191)	(7, 0.010352474137794191)	(8, 0.010357783098890495)	(9, 0.010368401021083105)	(10, 0.010379018943275715)	(12, 0.010394945826564628)	(14, 0.010424145112594305)	(16, 0.010445380956979524)	(18, 0.010471925762461047)	(20, 0.010493161606846265)	(22, 0.010522360892875941)	(24, 0.010575450503838988)	(26, 0.01070021108960215)	(28, 0.010909915052906186)	(30, 0.011122273496758374)	(32, 0.01131870505732165)	(34, 0.011597425514877647)	(36, 0.011947816947233757)	(38, 0.012261045651915735)	(40, 0.01251322130399021)	(42, 0.012831758969768493)	(44, 0.01305473533581329)	(46, 0.013320183390628525)	(48, 0.01367322930353279)	(50, 0.014005039372051834)	(52, 0.014323577037830118)	(54, 0.014705822236764057)	(56, 0.015011087499801578)	(58, 0.015435804387505955)	(60, 0.015905647444528923)	(62, 0.016409998748677868)	(64, 0.01697009414433802)	(66, 0.017628405320279802)	(68, 0.018382277795955068)	(70, 0.01926887429903796)	(72, 0.020415609895839775)	(74, 0.021740195689367803)	(76, 0.02344171772073346)	(78, 0.025233492090736304)	(80, 0.02758536185639929)	(82, 0.03039911123744079)	(84, 0.03369597607824602)	(86, 0.03740163092346671)	(88, 0.0415585474618733)	(90, 0.04714622901573401)	(92, 0.052863980116454184)	(94, 0.05973908473616879)	(96, 0.0675273306644478)	(98, 0.07608272147114285)	(100, 0.08600782424068451)	(102, 0.0967451980579608)	(104, 0.10841694902818672)	(106, 0.1210867846845179)	(108, 0.1351104054204068)	(110, 0.14964103194099282)	(112, 0.16535024782495844)	(114, 0.18234423229422986)	(116, 0.20010536164191728)	(118, 0.2179142716394714)	(120, 0.2363629114491303)	(122, 0.2554592445125384)	(124, 0.27517672602421406)	(126, 0.294827845522186)	(128, 0.31531778087337403)	(130, 0.33645806395885935)	(132, 0.35840530913098306)	(134, 0.3702044751675203)	(136, 0.37475956378814973)	(138, 0.3751152641816021)
