Sample	Unique Reads	Duplicate Reads
SRR18889440_1	18229855.0	52487640.0
SRR18889440_2	18881607.0	51835888.0
SRR18889441_1	17779379.0	52375143.0
SRR18889441_2	19513818.0	50640704.0
SRR18889442_1	19227652.0	59250991.0
SRR18889442_2	20170598.0	58308045.0
SRR18889443_1	18726012.0	53753034.0
SRR18889443_2	19664424.0	52814622.0
SRR18889444_1	18017653.0	52071167.0
SRR18889444_2	19088332.0	51000488.0
SRR18889445_1	17221563.0	50887744.0
SRR18889445_2	18171304.0	49938003.0
