Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
SRR18889441_2 - polya	(1, 0.013799538111028681)	(2, 0.021312952570612626)	(3, 0.03538189598098894)	(4, 0.05654375351598861)	(5, 0.07760155503589633)	(6, 0.0970785603813251)	(7, 0.11812638392718292)	(8, 0.14517524615163083)	(9, 0.18095198482002342)	(10, 0.22749210663854286)	(12, 0.28321339000784584)	(14, 0.34322235136888257)	(16, 0.41039335996045984)	(18, 0.4719097081154655)	(20, 0.5292994512884002)	(22, 0.5845560461519501)	(24, 0.6369218793907541)	(26, 0.6899327173806415)	(28, 0.7364984968467179)	(30, 0.780976741599066)	(32, 0.8225955840736823)	(34, 0.858701595885722)	(36, 0.8954290929385849)	(38, 0.9268725400195871)	(40, 0.9571670946599851)	(42, 0.9846535623177648)	(44, 1.0121250630144698)	(46, 1.0484705462037072)	(48, 1.0836143962323626)	(50, 1.1199199675254006)	(52, 1.159296616688515)	(54, 1.1969955407863802)	(56, 1.2332925595302324)	(58, 1.2630091043881677)	(60, 1.2920186385134231)	(62, 1.3215798120611526)	(64, 1.351485225713604)	(66, 1.385187258492047)	(68, 1.429898560209704)	(70, 1.4963162317605128)	(72, 1.5568191028370202)	(74, 1.5965642243275493)	(76, 1.6260804969920541)	(78, 1.6523418119789912)	(80, 1.6762305072793455)	(82, 1.6987971210180863)	(84, 1.7216816045015602)	(86, 1.7451291308064218)	(88, 1.7671547958091711)	(90, 1.7891184548303243)	(92, 1.8106081600841069)	(94, 1.8328697329018935)	(96, 1.8534771001646906)	(98, 1.8741450479842197)	(100, 1.8939833985327417)	(102, 1.9129251568416359)	(104, 1.932340868917901)	(106, 1.949533630918332)	(108, 1.9675317579670772)	(110, 1.9848677751663677)	(112, 2.0008909760656626)	(114, 2.0152720875213146)	(116, 2.0292419639036243)	(118, 2.044022194321273)	(120, 2.0570505775807293)	(122, 2.0691132354946413)	(124, 2.081215805304753)	(126, 2.092758183143205)	(128, 2.104494418763198)	(130, 2.116325445136666)	(132, 2.1275499532303845)	(134, 2.13726208554311)	(136, 2.1468216973953584)	(138, 2.1560057097958705)
SRR18889441_2 - polyg	(1, 1.5688012242461007)	(2, 1.6203360347890332)	(3, 1.620783618196415)	(4, 1.6211670574849046)	(5, 1.6217115697830569)	(6, 1.6223872211687225)	(7, 1.6232467523618792)	(8, 1.6246351161796813)	(9, 1.6261845530071461)	(10, 1.6288180254438909)	(12, 1.6326039538834003)	(14, 1.634636609739854)	(16, 1.6354441129254647)	(18, 1.636119051598698)	(20, 1.6367533656632998)	(22, 1.6373891051527654)	(24, 1.6380184302303422)	(26, 1.6386206722354975)	(28, 1.6392001074428246)	(30, 1.639870057129033)	(32, 1.640705356099497)	(34, 1.6414665329770188)	(36, 1.6424750210684922)	(38, 1.64345500066268)	(40, 1.6443694107131113)	(42, 1.6453736225299918)	(44, 1.6467014057910623)	(46, 1.647645037051211)	(48, 1.6484211808898077)	(50, 1.6494496249293809)	(52, 1.6506006555072816)	(54, 1.6517117741889824)	(56, 1.6534714611839276)	(58, 1.6559495623104667)	(60, 1.659301448878805)	(62, 1.6662389916932225)	(64, 1.6748578231350504)	(66, 1.6877172935480909)	(68, 1.7111313223686422)	(70, 1.741189256481571)	(72, 1.7772190080633719)	(74, 1.8164381477789842)	(76, 1.867086344056339)	(78, 1.9235766441399174)	(80, 1.9912066395377908)	(82, 2.069471729848006)	(84, 2.157899386728057)	(86, 2.2554690059751246)	(88, 2.371887018202476)	(90, 2.5157180887070973)	(92, 2.678016963753242)	(94, 2.854740425713399)	(96, 3.0399943427737988)	(98, 3.2520020591117422)	(100, 3.4995156833938657)	(102, 3.7661706254658824)	(104, 4.073429507509152)	(106, 4.416153672887972)	(108, 4.787405578787922)	(110, 5.18316766522905)	(112, 5.6230502147815935)	(114, 6.1039472266663015)	(116, 6.631864728548788)	(118, 7.290029714691805)	(120, 7.992076405281473)	(122, 8.671082528365028)	(124, 9.365196729585016)	(126, 10.127865314227357)	(128, 11.047910781859507)	(130, 11.915613223050682)	(132, 12.758421331699758)	(134, 13.570860763615494)	(136, 14.452260825039904)	(138, 15.40368131935957)
SRR18889442_1 - illumina_universal_adapter	(1, 0.0005886951944365297)	(2, 0.0006065344427527881)	(3, 0.000619276762978687)	(4, 0.0006447614034304849)	(5, 0.0007148441646729289)	(6, 0.0007556195893958054)	(7, 0.0007823784618701932)	(8, 0.0008014919422090415)	(9, 0.000853735455135227)	(10, 0.0009072532000840025)	(12, 0.0009824328894168061)	(14, 0.0010588868107721996)	(16, 0.0011875842450537785)	(18, 0.0015418207473337684)	(20, 0.00286511070279337)	(22, 0.01164202087439254)	(24, 0.021329369826132188)	(26, 0.034680135842817775)	(28, 0.06156897998350966)	(30, 0.1076216366279422)	(32, 0.16937665448675)	(34, 0.23032572059126966)	(36, 0.29445017289608333)	(38, 0.37196552952629414)	(40, 0.4662650703580591)	(42, 0.5795073444376453)	(44, 0.707031211026419)	(46, 0.8448018144248493)	(48, 1.0012373684901763)	(50, 1.180661979591059)	(52, 1.3873258486388456)	(54, 1.6240348345472793)	(56, 1.8874052141803728)	(58, 2.1660816688688156)	(60, 2.478452640930603)	(62, 2.8290977202549232)	(64, 3.2209036794889534)	(66, 3.653186256036563)	(68, 4.1303950681206345)	(70, 4.641413078460085)	(72, 5.18517120638796)	(74, 5.7764632856865274)	(76, 6.424075783267558)	(78, 7.141328883579192)	(80, 7.926226502158046)	(82, 8.756155480415226)	(84, 9.629754938550606)	(86, 10.545619398643272)	(88, 11.521511017972113)	(90, 12.53931977391607)	(92, 13.628453030208487)	(94, 14.77942476655719)	(96, 15.978612805524683)	(98, 17.2336396030701)	(100, 18.553933839044593)	(102, 19.925420983642645)	(104, 21.362996809208333)	(106, 22.827756463627946)	(108, 24.324152750704418)	(110, 25.821216098244715)	(112, 27.30381117828452)	(114, 28.801100702008824)	(116, 30.319248766826917)	(118, 31.91067791526416)	(120, 33.49502551923585)	(122, 35.06463854121432)	(124, 36.65227493803633)	(126, 38.25894071588368)	(128, 39.84187965635441)	(130, 41.400655334980755)	(132, 42.94101453818461)	(134, 44.458623602857145)	(136, 45.97546685408411)	(138, 47.447180629767004)
SRR18889442_1 - polya	(1, 0.008185666513117461)	(2, 0.0161343258700332)	(3, 0.022990968383589404)	(4, 0.03514586764707438)	(5, 0.04221785537244827)	(6, 0.048617048589894706)	(7, 0.05557435543323551)	(8, 0.06537957084706472)	(9, 0.08533786701689018)	(10, 0.1094488853483361)	(12, 0.12456255136827481)	(14, 0.1455243052558898)	(16, 0.15927008319957825)	(18, 0.1716205770785308)	(20, 0.1823228518362633)	(22, 0.19465295800285437)	(24, 0.2088912266232738)	(26, 0.22831179687956632)	(28, 0.24666647204896242)	(30, 0.2643394330862729)	(32, 0.2804024019630411)	(34, 0.30041294164579274)	(36, 0.31478882732465185)	(38, 0.3274782669216133)	(40, 0.3403633011340423)	(42, 0.35498192801320483)	(44, 0.3673037516716491)	(46, 0.3836056390526529)	(48, 0.39610585519425967)	(50, 0.40663228593287476)	(52, 0.41845524775447507)	(54, 0.4325329631400482)	(56, 0.4461615117376584)	(58, 0.4589191227478283)	(60, 0.467869965590511)	(62, 0.4783473383962564)	(64, 0.4880136625196233)	(66, 0.49755447478876513)	(68, 0.5085345321274222)	(70, 0.5199975234026409)	(72, 0.5313796009444252)	(74, 0.5408936543410925)	(76, 0.5501025291683497)	(78, 0.5600676607010139)	(80, 0.5691452896299443)	(82, 0.5778903440009787)	(84, 0.5873527910007312)	(86, 0.6018809474062898)	(88, 0.6145073125181331)	(90, 0.6305148523019186)	(92, 0.6396931455606336)	(94, 0.6481629658147886)	(96, 0.656786968143677)	(98, 0.6665233750282864)	(100, 0.6752550499630836)	(102, 0.6835853418107649)	(104, 0.6915187103834096)	(106, 0.6990526072169724)	(108, 0.708392090826545)	(110, 0.7167548755908024)	(112, 0.7240129011914744)	(114, 0.7305070246946038)	(116, 0.7368284897586723)	(118, 0.743146132126673)	(120, 0.7487266312696055)	(122, 0.753545139663029)	(124, 0.7580508240949069)	(126, 0.7626278655200498)	(128, 0.7677611092230532)	(130, 0.773208451119625)	(132, 0.7785398379021411)	(134, 0.7842891727880666)	(136, 0.7898754059751008)	(138, 0.7945945242707624)
SRR18889442_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0019049768737718872)	(4, 0.0025471898131571922)	(5, 0.0028287950901495582)	(6, 0.0030759961025319973)	(7, 0.003251840121649402)	(8, 0.003476104957625223)	(9, 0.00374624214641428)	(10, 0.0040418639756551345)	(12, 0.004374438533551096)	(14, 0.004658592274588642)	(16, 0.00497141623613446)	(18, 0.00532183004234668)	(20, 0.005717479085360842)	(22, 0.006108031200284643)	(24, 0.0065922393688688016)	(26, 0.007182208795327921)	(28, 0.007817413458588982)	(30, 0.008866743529191756)	(32, 0.01017983962847064)	(34, 0.011445152026902402)	(36, 0.012847444367762577)	(38, 0.014173919903278653)	(40, 0.015999257275638674)	(42, 0.018444508526988673)	(44, 0.021197486811794133)	(46, 0.02413650297189772)	(48, 0.026056133513929387)	(50, 0.02733036553651928)	(52, 0.028406454479596444)	(54, 0.029812569516524386)	(56, 0.0316385440048957)	(58, 0.033425017300566726)	(60, 0.03483176945350597)	(62, 0.03593525438506881)	(64, 0.036996689659886194)	(66, 0.039371221033982454)	(68, 0.06774964240908192)	(70, 0.2547380947960581)	(72, 0.28192638346205856)	(74, 0.28725139908446173)	(76, 0.29099572988284217)	(78, 0.29571293683046995)	(80, 0.3035883278460867)	(82, 0.308380077367036)	(84, 0.31400135193469136)	(86, 0.3194952033000876)	(88, 0.3252368927938777)	(90, 0.33328048243647634)	(92, 0.3477098858602843)	(94, 0.3617124215565246)	(96, 0.3792554109275309)	(98, 0.41001983176492995)	(100, 0.4581297360098339)	(102, 0.5204046405338584)	(104, 0.5878497414895414)	(106, 0.6565518723355092)	(108, 0.7368851930836775)	(110, 0.8313809656469213)	(112, 0.9491212787662497)	(114, 1.0803136593480598)	(116, 1.2197464984199586)	(118, 1.3735762479990892)	(120, 1.5555595170013325)	(122, 1.7609599849987214)	(124, 2.004032485627969)	(126, 2.2678545805130703)	(128, 2.5708561245127544)	(130, 2.8677617425163686)	(132, 3.169313847590357)	(134, 3.541362202198119)	(136, 3.9881499989748805)	(138, 4.492930643563753)
SRR18889442_2 - illumina_universal_adapter	(1, 0.0005874209624139398)	(2, 0.0005988890506172488)	(3, 0.0006090829067979679)	(4, 0.000620550995001277)	(5, 0.0007084730045599795)	(6, 0.0007441515011924964)	(7, 0.0007696361416442943)	(8, 0.0007912980860283223)	(9, 0.0008422673669319181)	(10, 0.0008964222278919884)	(12, 0.0009728761492473819)	(14, 0.0010569754627383146)	(16, 0.0011850357810085986)	(18, 0.0015647569237403863)	(20, 0.0029211769117873255)	(22, 0.011728031535917359)	(24, 0.02144468782417657)	(26, 0.03485470562991259)	(28, 0.06173654149448023)	(30, 0.10770255036137666)	(32, 0.1690109498962667)	(34, 0.2298313185665048)	(36, 0.29307718789174275)	(38, 0.37026697824018184)	(40, 0.46414793385252595)	(42, 0.5770684643464082)	(44, 0.7029657737583459)	(46, 0.8394366604937347)	(48, 0.9945342709353422)	(50, 1.172691658289759)	(52, 1.3774148719671415)	(54, 1.610489748147149)	(56, 1.8696462424815374)	(58, 2.144507009378335)	(60, 2.4536337867106086)	(62, 2.8005491889048084)	(64, 3.1867453416593863)	(66, 3.611283135973694)	(68, 4.081604723975668)	(70, 4.585751438133302)	(72, 5.122435666987769)	(74, 5.704329010887713)	(76, 6.340401426156158)	(78, 7.044556695507592)	(80, 7.815222416626138)	(82, 8.627137576779965)	(84, 9.47493319934189)	(86, 10.361930570078792)	(88, 11.314380142888046)	(90, 12.312901485822072)	(92, 13.383260207493649)	(94, 14.511317429380117)	(96, 15.684698447194098)	(98, 16.915164422504095)	(100, 18.210853238122375)	(102, 19.55388805588802)	(104, 20.96363656542838)	(106, 22.406316964476567)	(108, 23.883055037024533)	(110, 25.363055143550326)	(112, 26.829413322042278)	(114, 28.307173328672363)	(116, 29.806147387130537)	(118, 31.38824660869837)	(120, 32.959516132306206)	(122, 34.51442579097602)	(124, 36.0855392211611)	(126, 37.67634909283536)	(128, 39.24381949366785)	(130, 40.789438089544944)	(132, 42.29787077230681)	(134, 43.36564662566859)	(136, 44.50368108429194)	(138, 45.442774157040404)
SRR18889442_2 - polya	(1, 0.01052005957850214)	(2, 0.017493931438136615)	(3, 0.027189562898023097)	(4, 0.0418865550465749)	(5, 0.057286923271596325)	(6, 0.07168064819877173)	(7, 0.08535188356913867)	(8, 0.105655496617086)	(9, 0.13017809189182847)	(10, 0.16470022296384507)	(12, 0.2033292038446689)	(14, 0.2444359288934188)	(16, 0.2915933447014368)	(18, 0.33468659747340435)	(20, 0.37471468511503186)	(22, 0.4130544153267278)	(24, 0.4500268945781848)	(26, 0.4877072097181905)	(28, 0.5201192125607983)	(30, 0.5506867645507071)	(32, 0.5798284509073379)	(34, 0.6052009589411478)	(36, 0.6302294243288584)	(38, 0.6517390979861872)	(40, 0.6728059760156658)	(42, 0.6921309788702641)	(44, 0.7112928800259709)	(46, 0.7366934211642777)	(48, 0.7616467068626556)	(50, 0.7880487943707182)	(52, 0.8153791599072374)	(54, 0.8413218867711563)	(56, 0.8672786301873237)	(58, 0.8892094375281183)	(60, 0.9103444869708055)	(62, 0.9318834679646537)	(64, 0.9532478791714072)	(66, 0.9780979520759552)	(68, 1.0093351129937351)	(70, 1.0546569975732125)	(72, 1.094818879577212)	(74, 1.121552904527159)	(76, 1.1424917222383675)	(78, 1.1612388608707214)	(80, 1.1786002721785085)	(82, 1.1946957339718527)	(84, 1.2117124655175293)	(86, 1.2290675056652036)	(88, 1.2452069284633271)	(90, 1.2617273466362051)	(92, 1.277722781215776)	(94, 1.2951351618044669)	(96, 1.311437686301482)	(98, 1.327279575922331)	(100, 1.341275103342447)	(102, 1.3546755644080135)	(104, 1.3680620089213318)	(106, 1.3801595677438)	(108, 1.393169476694443)	(110, 1.4055110509492372)	(112, 1.4172231545848721)	(114, 1.4282083088516195)	(116, 1.4384639652854343)	(118, 1.448752114635825)	(120, 1.4582527885962553)	(122, 1.4673552650496262)	(124, 1.476433531094568)	(126, 1.4850944861521116)	(128, 1.4937528927456096)	(130, 1.5023068123132557)	(132, 1.510719292126394)	(134, 1.5180607799245458)	(136, 1.525267199128303)	(138, 1.532151874746356)
SRR18889442_2 - polyg	(1, 0.7804976954048505)	(2, 0.8081663695433674)	(3, 0.808571575326551)	(4, 0.8088429867473625)	(5, 0.8091984974816652)	(6, 0.8096878025783397)	(7, 0.8103376609098605)	(8, 0.811330287655458)	(9, 0.8126070681420932)	(10, 0.8146203547377852)	(12, 0.8175784843782276)	(14, 0.8192636562281028)	(16, 0.8200804389545828)	(18, 0.8209258919015712)	(20, 0.8216617608946168)	(22, 0.8223345554025443)	(24, 0.8229958818222685)	(26, 0.8236960723186817)	(28, 0.8243937143510496)	(30, 0.8251894722491571)	(32, 0.826228608463579)	(34, 0.8275066631822368)	(36, 0.8293160726543144)	(38, 0.8306979772828131)	(40, 0.8320238157023179)	(42, 0.8336924225358994)	(44, 0.8358688108304828)	(46, 0.8373405488165742)	(48, 0.8387313730692312)	(50, 0.8400330010803067)	(52, 0.8413817756762181)	(54, 0.8426591932788644)	(56, 0.84417234380569)	(58, 0.8455446916940192)	(60, 0.8469546294270149)	(62, 0.8482772822664633)	(64, 0.8494922625000028)	(66, 0.8512118386144878)	(68, 0.8530295305947122)	(70, 0.8550670275988335)	(72, 0.8574759632375397)	(74, 0.8599505218254092)	(76, 0.8634183442748876)	(78, 0.8669020946246484)	(80, 0.8709261193519873)	(82, 0.8758217187827776)	(84, 0.8815118018796528)	(86, 0.8882461181190404)	(88, 0.8964215907759772)	(90, 0.9058292457987582)	(92, 0.9178114866231823)	(94, 0.9322733829635663)	(96, 0.9532026439346053)	(98, 0.9807018452141176)	(100, 1.0114879279959008)	(102, 1.0552813712642815)	(104, 1.1140833564107373)	(106, 1.192491312572772)	(108, 1.2727615588358225)	(110, 1.3640029428133715)	(112, 1.4630368927250692)	(114, 1.5827720160757623)	(116, 1.7192964205560997)	(118, 1.8978042217167288)	(120, 2.100291158194466)	(122, 2.329019628945419)	(124, 2.59126741016661)	(126, 2.8843783652069517)	(128, 3.228914139098965)	(130, 3.5802887162562174)	(132, 3.9389283272902667)	(134, 4.342908299268121)	(136, 4.741100709399371)	(138, 5.1674912370745245)
SRR18889443_1 - illumina_universal_adapter	(1, 0.000535327134410682)	(2, 0.0005574024801595761)	(3, 0.0005711995712526348)	(4, 0.0006084517172038937)	(5, 0.0007257269914948936)	(6, 0.0007795356467578229)	(7, 0.0008098892471625523)	(8, 0.0008499008113324229)	(9, 0.0009506195763117522)	(10, 0.0010534079049550403)	(12, 0.001151367251715758)	(14, 0.00126450339867884)	(16, 0.0014238598008036694)	(18, 0.0017818943146685458)	(20, 0.003042948440574121)	(22, 0.01162404924590205)	(24, 0.021224065228452375)	(26, 0.03458516824297053)	(28, 0.06137704958202679)	(30, 0.10793671318466305)	(32, 0.17114394690018409)	(34, 0.23211122287674701)	(36, 0.2975604838948901)	(38, 0.3774421920509274)	(40, 0.47509386368026973)	(42, 0.5919027962923242)	(44, 0.7238512769607922)	(46, 0.8666808335198011)	(48, 1.0264145860860254)	(50, 1.2136693962555745)	(52, 1.4307852506778302)	(54, 1.6765100633360985)	(56, 1.9469440864329257)	(58, 2.2324431532942635)	(60, 2.552494965234504)	(62, 2.9148776323573573)	(64, 3.3228796913248555)	(66, 3.7688823884354106)	(68, 4.260552077354881)	(70, 4.785427225408016)	(72, 5.3497813699148296)	(74, 5.964821887970214)	(76, 6.63528601080097)	(78, 7.373700117410486)	(80, 8.179012179602916)	(82, 9.03710915289917)	(84, 9.943819486807264)	(86, 10.892624745640278)	(88, 11.891707294270955)	(90, 12.926696082616761)	(92, 14.039823316658996)	(94, 15.222082255332113)	(96, 16.454697817076678)	(98, 17.73508028789452)	(100, 19.06967911801709)	(102, 20.453461818468195)	(104, 21.9052151983347)	(106, 23.376709456137156)	(108, 24.870222491615024)	(110, 26.356976332166404)	(112, 27.834557866559116)	(114, 29.338317311737242)	(116, 30.858929903685542)	(118, 32.45190547899871)	(120, 34.02766297448231)	(122, 35.58422250756446)	(124, 37.16284565886808)	(126, 38.75776800373448)	(128, 40.32196836586398)	(130, 41.84981615238148)	(132, 43.36095497173072)	(134, 44.851003557635124)	(136, 46.342064160171205)	(138, 47.78848013534836)
SRR18889443_1 - polya	(1, 0.007137235222439324)	(2, 0.014867745361880177)	(3, 0.021644876506790665)	(4, 0.0335931573933796)	(5, 0.04065036948747918)	(6, 0.04675144316882979)	(7, 0.05352167576819375)	(8, 0.06300027734912515)	(9, 0.08181261105451085)	(10, 0.10519247176625365)	(12, 0.11949936537520099)	(14, 0.13938373305851737)	(16, 0.15258547967091068)	(18, 0.16448478088411925)	(20, 0.17493400782344734)	(22, 0.1873148275158037)	(24, 0.2009767071161505)	(26, 0.21966072787437074)	(28, 0.23782942728026524)	(30, 0.2553372460228022)	(32, 0.2711080109967231)	(34, 0.29066193834836074)	(36, 0.3049515855934417)	(38, 0.3173689675771947)	(40, 0.3299808885453597)	(42, 0.3441774054255626)	(44, 0.35640714697044995)	(46, 0.372722207187992)	(48, 0.3848257053493778)	(50, 0.3953832394537864)	(52, 0.4067906743695274)	(54, 0.4206684784454806)	(56, 0.4339474887679951)	(58, 0.44622345056804413)	(60, 0.4549645976300516)	(62, 0.46521100733031173)	(64, 0.4753215156833052)	(66, 0.4847904593004715)	(68, 0.49581295537471615)	(70, 0.5071417468712267)	(72, 0.5181973559640948)	(74, 0.5278132386014021)	(76, 0.5373518575285883)	(78, 0.5478066033043536)	(80, 0.5568602544796188)	(82, 0.5659718534374749)	(84, 0.5755422056741751)	(86, 0.5896104096072126)	(88, 0.6019650148264921)	(90, 0.6167865399332104)	(92, 0.6259712634738597)	(94, 0.6343964571498362)	(96, 0.6430637897744956)	(98, 0.6527286520851834)	(100, 0.661592593257919)	(102, 0.6703509866837927)	(104, 0.6786713224674619)	(106, 0.6865115194810925)	(108, 0.6961170543000801)	(110, 0.7049575404179576)	(112, 0.7126701143389773)	(114, 0.719391367264961)	(116, 0.7262464519745473)	(118, 0.7328828527903085)	(120, 0.7389853061807685)	(122, 0.7445124208726478)	(124, 0.7494510896294082)	(126, 0.754553943770176)	(128, 0.7600562236980879)	(130, 0.7659537902858159)	(132, 0.7718720525101834)	(134, 0.7781490391029706)	(136, 0.7844370633686322)	(138, 0.78986759842286)
SRR18889443_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0022254707933103864)	(4, 0.0029608557485704214)	(5, 0.003370629354034268)	(6, 0.0036879624491746206)	(7, 0.00388250143358675)	(8, 0.004141886746136256)	(9, 0.004450941586620773)	(10, 0.004765515263542514)	(12, 0.00512837875928996)	(14, 0.005425016217790726)	(16, 0.005788569568092825)	(18, 0.006244563428718419)	(20, 0.006766783326590696)	(22, 0.007295901770009501)	(24, 0.007840886868185324)	(26, 0.008450028439943871)	(28, 0.009201280049960923)	(30, 0.01012706486230517)	(32, 0.01132396251462802)	(34, 0.01252017031239622)	(36, 0.013875734512289248)	(38, 0.015080910419267936)	(40, 0.016617216512480035)	(42, 0.018404629663585803)	(44, 0.0202679268157034)	(46, 0.022393368698589107)	(48, 0.02397727475607226)	(50, 0.025180381099386986)	(52, 0.026341406314867886)	(54, 0.027617637240975827)	(56, 0.029182227370928696)	(58, 0.03074129866444434)	(60, 0.03196854991717192)	(62, 0.03296676945775473)	(64, 0.03413055409145424)	(66, 0.03705139827585479)	(68, 0.06047127055176747)	(70, 0.2536464125093479)	(72, 0.28370682472834974)	(74, 0.28911942356415676)	(76, 0.29253765288246203)	(78, 0.2959296677276906)	(80, 0.3001405399292921)	(82, 0.30340631139101915)	(84, 0.306461677213577)	(86, 0.3094528865625522)	(88, 0.3126131102774173)	(90, 0.31750141965168804)	(92, 0.3288522864939475)	(94, 0.3413828046246635)	(96, 0.3573646650923082)	(98, 0.38573217423419176)	(100, 0.4324463652570703)	(102, 0.4950396284189502)	(104, 0.5619493115292935)	(106, 0.6306188136085566)	(108, 0.7122582711698495)	(110, 0.8091855955168064)	(112, 0.9282455235406935)	(114, 1.0638702391309067)	(116, 1.2066549551438635)	(118, 1.3638686690219406)	(120, 1.5508275315875433)	(122, 1.7637621775540477)	(124, 2.0180805083996276)	(126, 2.2961539808346814)	(128, 2.600177712052115)	(130, 2.902326418590002)	(132, 3.2165034291428176)	(134, 3.6033324721189075)	(136, 4.061471090554917)	(138, 4.576353695383904)
SRR18889443_2 - illumina_universal_adapter	(1, 0.000535327134410682)	(2, 0.000546364807285129)	(3, 0.0005574024801595761)	(4, 0.0005863763714549996)	(5, 0.0006995125184180818)	(6, 0.0007422835008065641)	(7, 0.0007726371012112935)	(8, 0.0008071298289439406)	(9, 0.0009050891757046582)	(10, 0.001010636922566558)	(12, 0.0011134252512098462)	(14, 0.001240358489265987)	(16, 0.0013997148913908164)	(18, 0.001781204460113893)	(20, 0.003070542622760239)	(22, 0.011697863683249914)	(24, 0.02135306803017247)	(26, 0.034850072391957254)	(28, 0.06177371595095223)	(30, 0.10846307220986326)	(32, 0.17145231188611396)	(34, 0.2325775645556924)	(36, 0.29770742291503116)	(38, 0.3776622556538617)	(40, 0.47533048379251575)	(42, 0.5922180598238007)	(44, 0.7231007152053298)	(46, 0.8652017853546251)	(48, 1.0246761526083001)	(50, 1.2116598499378703)	(52, 1.4279706440948465)	(54, 1.670887748715677)	(56, 1.9379732178042188)	(58, 2.2204652086618246)	(60, 2.5384157236285922)	(62, 2.898561192430706)	(64, 3.3012693075457973)	(66, 3.739762247974401)	(68, 4.2252480806659625)	(70, 4.744220143294933)	(72, 5.3030547615099675)	(74, 5.910219899969434)	(76, 6.5707852997954745)	(78, 7.297471878975891)	(80, 8.090421057694385)	(82, 8.931486901745368)	(84, 9.812362182581708)	(86, 10.731311915998454)	(88, 11.706262662452815)	(90, 12.724344495373186)	(92, 13.820211568458006)	(94, 14.97989570668466)	(96, 16.187109444017793)	(98, 17.443963045540087)	(100, 18.755850484014374)	(102, 20.11126360575993)	(104, 21.53486816037838)	(106, 22.987012687777373)	(108, 24.46312828124145)	(110, 25.9359491293525)	(112, 27.398592553218762)	(114, 28.884424058230568)	(116, 30.387107330303436)	(118, 31.972688354645285)	(120, 33.5381297651186)	(122, 35.083438460268916)	(124, 36.64836937837178)	(126, 38.22969400011142)	(128, 39.77972957867023)	(130, 41.295856736304174)	(132, 42.77960350085182)	(134, 43.945890237021054)	(136, 45.14644963732)	(138, 46.16745438398844)
SRR18889443_2 - polya	(1, 0.011212895931328898)	(2, 0.01776375478231322)	(3, 0.027620396659194437)	(4, 0.04259989845892839)	(5, 0.057589058222427485)	(6, 0.07158206800900774)	(7, 0.08695754632311248)	(8, 0.10759109605278193)	(9, 0.1330149958099614)	(10, 0.16835486493572227)	(12, 0.21025111174890465)	(14, 0.2554248575512431)	(16, 0.30593048920649424)	(18, 0.3523370050979976)	(20, 0.39562468854791494)	(22, 0.4376589062720279)	(24, 0.47795813979118873)	(26, 0.519093477030589)	(28, 0.5549528066360034)	(30, 0.5885804567571158)	(32, 0.6205393487105224)	(34, 0.649087599745725)	(36, 0.6776662043813325)	(38, 0.7030804461747469)	(40, 0.7276047755926589)	(42, 0.75016301952981)	(44, 0.772779211249552)	(46, 0.8015537345786808)	(48, 0.8300054059762321)	(50, 0.8594863403693255)	(52, 0.8904318359819472)	(54, 0.9196996053176527)	(56, 0.9488763138521443)	(58, 0.9735855242907032)	(60, 0.997987059597887)	(62, 1.0231205305875575)	(64, 1.0479518452822902)	(66, 1.0773741420382383)	(68, 1.1168379616917143)	(70, 1.1746726081355983)	(72, 1.2245421938914594)	(74, 1.2559802456561031)	(76, 1.2795905177891)	(78, 1.3002385544644173)	(80, 1.3191612648985473)	(82, 1.3371292166290378)	(84, 1.3559601764073992)	(86, 1.3752271242643013)	(88, 1.3932274991588605)	(90, 1.411588667985503)	(92, 1.4290585447275341)	(94, 1.4473541773714849)	(96, 1.4641514459227292)	(98, 1.4808376478906746)	(100, 1.4972686036733982)	(102, 1.5131235309029867)	(104, 1.5295917388316618)	(106, 1.5442677046273485)	(108, 1.5597832234160478)	(110, 1.5747151252515106)	(112, 1.5880486340838427)	(114, 1.6004149668305514)	(116, 1.6125681345198721)	(118, 1.6255436088383393)	(120, 1.6369482843358618)	(122, 1.6475665256410799)	(124, 1.6582296074923502)	(126, 1.6682752695172063)	(128, 1.6785044328536003)	(130, 1.6885756194969783)	(132, 1.6983349918816537)	(134, 1.707265159091636)	(136, 1.7160042365899795)	(138, 1.7241935000082644)
