Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
SRR18889443_2 - polyg	(1, 0.9872729285095723)	(2, 1.0187413338746207)	(3, 1.0192421682812989)	(4, 1.0196284868319045)	(5, 1.0200603357831173)	(6, 1.0206618889547745)	(7, 1.02132690874546)	(8, 1.0223396152316906)	(9, 1.0237676141598222)	(10, 1.0257123141493887)	(12, 1.028742845207979)	(14, 1.030476449703822)	(16, 1.0312132143681914)	(18, 1.0318106284125208)	(20, 1.0324128714387328)	(22, 1.0330454680653496)	(24, 1.0336228763275939)	(26, 1.0341961454625106)	(28, 1.034745959542569)	(30, 1.0353509619869996)	(32, 1.0359973557047093)	(34, 1.0367244624053136)	(36, 1.0375812617621927)	(38, 1.0383732147909344)	(40, 1.0391610286923478)	(42, 1.0400323149948745)	(44, 1.0410995199909228)	(46, 1.0419418324021539)	(48, 1.042608921756503)	(50, 1.0434257095492123)	(52, 1.0444046131622648)	(54, 1.0452972849559856)	(56, 1.0465107391176203)	(58, 1.047731781679356)	(60, 1.0490431951877512)	(62, 1.0510637791783295)	(64, 1.053613481612327)	(66, 1.05815962312749)	(68, 1.064297259100237)	(70, 1.0734971594410887)	(72, 1.0885297800415308)	(74, 1.1079409075003555)	(76, 1.1339739488292935)	(78, 1.1642758101424238)	(80, 1.2047185334089523)	(82, 1.2539534529745326)	(84, 1.308983150799198)	(86, 1.3697903805190812)	(88, 1.4427963083288926)	(90, 1.533580477866665)	(92, 1.634351671792148)	(94, 1.7517538793212042)	(96, 1.876616174004277)	(98, 2.0197189129669284)	(100, 2.1827136080129974)	(102, 2.361580476652521)	(104, 2.557782010541364)	(106, 2.7918931217720497)	(108, 3.0511790952656854)	(110, 3.3284688929266535)	(112, 3.6424527442041663)	(114, 3.9984915088424318)	(116, 4.384385109042412)	(118, 4.853974623231107)	(120, 5.360067101324706)	(122, 5.882956158114995)	(124, 6.402006864163195)	(126, 6.991300630529823)	(128, 7.699686748084405)	(130, 8.392164129754136)	(132, 9.049843867978064)	(134, 9.71185865222343)	(136, 10.42322011247223)	(138, 11.213155316641448)
SRR18889444_1 - illumina_universal_adapter	(1, 0.0006563100933929263)	(2, 0.0006691509430462662)	(3, 0.0006777115094818261)	(4, 0.0007062467309336924)	(5, 0.000744769279893712)	(6, 0.000776158023490765)	(7, 0.0007932791563618848)	(8, 0.0008232411388863445)	(9, 0.0008589101657011774)	(10, 0.0009117003253871302)	(12, 0.0009816116179442028)	(14, 0.0010572299547916488)	(16, 0.001188491973470234)	(18, 0.0014517293913637011)	(20, 0.002383404371767138)	(22, 0.008533457975180635)	(24, 0.015635161214013878)	(26, 0.025574692226235228)	(28, 0.04602445867971525)	(30, 0.08342200653399501)	(32, 0.13524339545165692)	(34, 0.18734228939793823)	(36, 0.24178321164488145)	(38, 0.30783226197844393)	(40, 0.3903746703111851)	(42, 0.49096275269008666)	(44, 0.6054603287657004)	(46, 0.7293723877788212)	(48, 0.8706474156648665)	(50, 1.0362843888654425)	(52, 1.2309081533973607)	(54, 1.4562343894504144)	(56, 1.7083887273319767)	(58, 1.9756859938575082)	(60, 2.279083882422332)	(62, 2.62651661135114)	(64, 3.0194337698936864)	(66, 3.4550831359409386)	(68, 3.9389777142773985)	(70, 4.460737104719412)	(72, 5.023401735112675)	(74, 5.642648856122845)	(76, 6.325540935059258)	(78, 7.077571715431933)	(80, 7.9046351472317555)	(82, 8.788688409934709)	(84, 9.73128667310992)	(86, 10.723452042708097)	(88, 11.770011251437818)	(90, 12.859008754891294)	(92, 14.027649488178)	(94, 15.27335030037601)	(96, 16.57437805344704)	(98, 17.926169252100408)	(100, 19.340147258863823)	(102, 20.810598609022094)	(104, 22.35949470971262)	(106, 23.93568332296078)	(108, 25.53972659262918)	(110, 27.129132720453846)	(112, 28.693571956269203)	(114, 30.272400790882198)	(116, 31.869484320038488)	(118, 33.53996757257434)	(120, 35.19884840406787)	(122, 36.829968031991406)	(124, 38.474452844262466)	(126, 40.142686094586836)	(128, 41.78100872578537)	(130, 43.37715986658072)	(132, 44.941230998039345)	(134, 46.48018970785925)	(136, 48.01997023205698)	(138, 49.50631712732502)
SRR18889444_1 - polya	(1, 0.00647178822528329)	(2, 0.013380165338780137)	(3, 0.019750653527909303)	(4, 0.031705484555168716)	(5, 0.03884357020135308)	(6, 0.04545518101175052)	(7, 0.052376398974900706)	(8, 0.06195995309951002)	(9, 0.08200594616944613)	(10, 0.10619739353580214)	(12, 0.12107922490348674)	(14, 0.14200410279414033)	(16, 0.15568103443601988)	(18, 0.16781135707520828)	(20, 0.17834941435738255)	(22, 0.19067520326351622)	(24, 0.2041495348330875)	(26, 0.2227473654143414)	(28, 0.24107054448912107)	(30, 0.25889293042742056)	(32, 0.27458088180112034)	(34, 0.29439431281622375)	(36, 0.3086497960730399)	(38, 0.32117889843201813)	(40, 0.3333477436201665)	(42, 0.3480219812517888)	(44, 0.36006812498769414)	(46, 0.3760578363282475)	(48, 0.3884785048457086)	(50, 0.39876759232071535)	(52, 0.41019309499004264)	(54, 0.42391924988892665)	(56, 0.43731225607736013)	(58, 0.4500011556764688)	(60, 0.4585660023952465)	(62, 0.4688650771977614)	(64, 0.47838157355195876)	(66, 0.48763982615201684)	(68, 0.4985730962512994)	(70, 0.5102004856123987)	(72, 0.5213377825450621)	(74, 0.530723016880581)	(76, 0.5399491673565056)	(78, 0.5499685969887922)	(80, 0.5590035614809894)	(82, 0.5675712617219123)	(84, 0.5770256939694519)	(86, 0.5915800836709764)	(88, 0.6041170332158539)	(90, 0.6201202987865968)	(92, 0.6297002860085246)	(94, 0.6381031953455629)	(96, 0.6467279660293895)	(98, 0.6562294813923247)	(100, 0.6649605457760596)	(102, 0.6733342065111098)	(104, 0.6813654445887376)	(106, 0.6888801951580865)	(108, 0.6981819639708586)	(110, 0.7066661986890348)	(112, 0.7142358795596787)	(114, 0.7208589044586569)	(116, 0.7276310258897211)	(118, 0.7340806993183792)	(120, 0.7400445606018192)	(122, 0.7454077554736975)	(124, 0.7504206805022542)	(126, 0.7553337322557292)	(128, 0.7607882398362535)	(130, 0.7667784961995365)	(132, 0.7728943075372078)	(134, 0.7796129254280497)	(136, 0.7861845869284145)	(138, 0.7917974649879966)
SRR18889444_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0014410286833192512)	(4, 0.001973210563396559)	(5, 0.0022371613618263225)	(6, 0.0024654431334412536)	(7, 0.002642361506442825)	(8, 0.002830693968025143)	(9, 0.003077523633583787)	(10, 0.003310085688416498)	(12, 0.003630393549213698)	(14, 0.003940714082502744)	(16, 0.004270295890271801)	(18, 0.004634833344319394)	(20, 0.005102097595593705)	(22, 0.005561514660968754)	(24, 0.006053033850477152)	(26, 0.006648706598284862)	(28, 0.007347106143319291)	(30, 0.008358679743787954)	(32, 0.009719809807041978)	(34, 0.011084506772977488)	(36, 0.012574045332764912)	(38, 0.01399010569731378)	(40, 0.016059622633110386)	(42, 0.018582136209455376)	(44, 0.021434231593569414)	(46, 0.0246408771042229)	(48, 0.026640482747462432)	(50, 0.028132874829395044)	(52, 0.029384144290059387)	(54, 0.03113692026774028)	(56, 0.033044499821797545)	(58, 0.03497419417248)	(60, 0.03655718558252229)	(62, 0.03768789373255249)	(64, 0.039121075229972484)	(66, 0.04223854817358888)	(68, 0.05482186745332565)	(70, 0.15137435613839695)	(72, 0.1847841067947784)	(74, 0.19078007020235183)	(76, 0.19486346039211389)	(78, 0.19993274248303794)	(80, 0.20817799472155474)	(82, 0.21329364654733807)	(84, 0.21918046273285813)	(86, 0.22469917456164906)	(88, 0.23060168511896761)	(90, 0.2379794666253477)	(92, 0.2491980889391489)	(94, 0.26102308470880237)	(96, 0.2744988430394462)	(98, 0.29731774625396745)	(100, 0.3342466030959003)	(102, 0.3840213032549271)	(104, 0.4426904319405006)	(106, 0.5013317387851586)	(108, 0.5686042367384698)	(110, 0.6478615277015649)	(112, 0.7488719313579542)	(114, 0.8659241231340462)	(116, 0.9879236089293557)	(118, 1.122634822500935)	(120, 1.2848354416581702)	(122, 1.46990632742854)	(124, 1.696759911209805)	(126, 1.9482493784315387)	(128, 2.237993876912181)	(130, 2.5083957755316755)	(132, 2.7813801116925636)	(134, 3.1363297313323297)	(136, 3.578450885604865)	(138, 4.081567502491838)
SRR18889444_2 - illumina_universal_adapter	(1, 0.0006591636155381129)	(2, 0.0006705777041188595)	(3, 0.0006777115094818261)	(4, 0.0007019664477159125)	(5, 0.0007519030852566786)	(6, 0.000780438306708545)	(7, 0.0007975594395796648)	(8, 0.0008218143778137512)	(9, 0.0008574834046285841)	(10, 0.0009045665200241636)	(12, 0.0009823249984804994)	(14, 0.0010714975655175818)	(16, 0.001211320150631727)	(18, 0.0014859716571059408)	(20, 0.0024276339650175305)	(22, 0.008601229126128818)	(24, 0.015722193639442068)	(26, 0.025715941572421963)	(28, 0.0462284855130961)	(30, 0.0835504150305284)	(32, 0.13523554826575765)	(34, 0.18730804713219598)	(36, 0.24161128693563394)	(38, 0.30762966190613567)	(40, 0.39018562446906657)	(42, 0.49073518429900803)	(44, 0.6041263071628257)	(46, 0.7273677884718277)	(48, 0.867984366122871)	(50, 1.0330163926286675)	(52, 1.226592914533302)	(54, 1.4489942903875397)	(56, 1.6975118142950616)	(58, 1.9616894677353678)	(60, 2.262344408138131)	(62, 2.607247489685231)	(64, 2.995979958001861)	(66, 3.4250319808494423)	(68, 3.9030190549648287)	(70, 4.4190271715232186)	(72, 4.975458282790322)	(74, 5.586027129576443)	(76, 6.257642088995079)	(78, 6.995895351070256)	(80, 7.807486272418339)	(82, 8.67175321256657)	(84, 9.584805394069981)	(86, 10.54163559894431)	(88, 11.560143258225779)	(90, 12.627332718684663)	(92, 13.775821165201524)	(94, 14.995916609810237)	(96, 16.266571473167904)	(98, 17.588990655000327)	(100, 18.974521186117844)	(102, 20.41001189633382)	(104, 21.922907961640675)	(106, 23.47064196543757)	(108, 25.0492139830575)	(110, 26.617088859535656)	(112, 28.16055756110604)	(114, 29.71551168931079)	(116, 31.288862474785567)	(118, 32.94577508937945)	(120, 34.586087338893705)	(122, 36.197257993500244)	(124, 37.81916859208073)	(126, 39.466153089750975)	(128, 41.081984972781676)	(130, 42.65783401689456)	(132, 44.18214702430431)	(134, 45.36811363067605)	(136, 46.58080775222068)	(138, 47.580024888420155)
SRR18889444_2 - polya	(1, 0.008791701729320025)	(2, 0.014919640536108326)	(3, 0.022848151816509395)	(4, 0.034607516576823524)	(5, 0.04628698271707243)	(6, 0.057395744428284)	(7, 0.06830190606718732)	(8, 0.08501926555476323)	(9, 0.1057144349127293)	(10, 0.13459207902201806)	(12, 0.16572971267029463)	(14, 0.19956107122362737)	(16, 0.23883980355212142)	(18, 0.2740137442747645)	(20, 0.3087296946931051)	(22, 0.3412726879978861)	(24, 0.37113693738887316)	(26, 0.40288950505943744)	(28, 0.43044596841550475)	(30, 0.455936481738457)	(32, 0.47982260223527806)	(34, 0.5015643008399913)	(36, 0.5241570624245064)	(38, 0.5432506924784866)	(40, 0.5622094936111066)	(42, 0.5797565146623955)	(44, 0.5979491450990329)	(46, 0.620154541052339)	(48, 0.6421694644024539)	(50, 0.6654092621333901)	(52, 0.6900972223530086)	(54, 0.7134340398368813)	(56, 0.7367416087187657)	(58, 0.7565636003003047)	(60, 0.7760695643042642)	(62, 0.7958451861509439)	(64, 0.8156065403868977)	(66, 0.8391181361021629)	(68, 0.869884098491029)	(70, 0.9165420390869756)	(72, 0.9589311105537232)	(74, 0.9862414576247682)	(76, 1.0060192196130568)	(78, 1.0233008631048433)	(80, 1.0385507988292568)	(82, 1.0530452645657324)	(84, 1.0686875595851093)	(86, 1.085178777442679)	(88, 1.1001875905458247)	(90, 1.1155145713681582)	(92, 1.13015813363672)	(94, 1.1462548520577176)	(96, 1.1611402503280837)	(98, 1.1754863329130094)	(100, 1.1889620912436534)	(102, 1.202184599483912)	(104, 1.2155519239730388)	(106, 1.2270430576517053)	(108, 1.2393959550182183)	(110, 1.2511011028577739)	(112, 1.2618488940176193)	(114, 1.2716778510467148)	(116, 1.2814333298805716)	(118, 1.2913493193350951)	(120, 1.3007552417061665)	(122, 1.3092594510793591)	(124, 1.3176659273190787)	(126, 1.3258983387079422)	(128, 1.3338560985903316)	(130, 1.341747514082845)	(132, 1.349701707062553)	(134, 1.357137272392373)	(136, 1.364231128445307)	(138, 1.3713834817022175)
SRR18889444_2 - polyg	(1, 0.7286554403398431)	(2, 0.7549235384473586)	(3, 0.7552873625208699)	(4, 0.7555969696736227)	(5, 0.7560007430571666)	(6, 0.7565215108486631)	(7, 0.7571763941809835)	(8, 0.7581722734096537)	(9, 0.7594834668353669)	(10, 0.7614345626021383)	(12, 0.7641675234366907)	(14, 0.7656356605803893)	(16, 0.7664660355246387)	(18, 0.7673121048406863)	(20, 0.7681053839970484)	(22, 0.7688601406044502)	(24, 0.7696056232648802)	(26, 0.7703682270581813)	(28, 0.7711037223911033)	(30, 0.7720197029997081)	(32, 0.7731946407429887)	(34, 0.7745001271244116)	(36, 0.7762208009779591)	(38, 0.7777110529182829)	(40, 0.7791192660969324)	(42, 0.780825672339754)	(44, 0.7829957759311685)	(46, 0.7845908948103277)	(48, 0.7860597453345626)	(50, 0.787479372601793)	(52, 0.7890217013212664)	(54, 0.7906046927313086)	(56, 0.7924673293115791)	(58, 0.7940496073410852)	(60, 0.7956732614416964)	(62, 0.7972748007456824)	(64, 0.798930556970427)	(66, 0.8013653247408075)	(68, 0.8042060060363407)	(70, 0.8077843228064048)	(72, 0.8127658590913643)	(74, 0.8188502816854386)	(76, 0.8274978805464266)	(78, 0.8383476851229625)	(80, 0.8535740792896784)	(82, 0.8733382870477774)	(84, 0.8954081406991872)	(86, 0.9212018407500654)	(88, 0.9523187863627893)	(90, 0.9907493092336267)	(92, 1.036004030314678)	(94, 1.0897615340078488)	(96, 1.1525169064053298)	(98, 1.2256990487213224)	(100, 1.309312241239045)	(102, 1.4073935044134)	(104, 1.5223012742973845)	(106, 1.6590820048047605)	(108, 1.8149549386050443)	(110, 1.983762888289459)	(112, 2.1724670211311876)	(114, 2.3975977909172963)	(116, 2.648024321139948)	(118, 2.957083597640822)	(120, 3.3085861625292026)	(122, 3.683781521789067)	(124, 4.077596826426811)	(126, 4.5164842267283145)	(128, 5.062945131620136)	(130, 5.623809189539787)	(132, 6.1675713758627975)	(134, 6.706001756057528)	(136, 7.252786535712828)	(138, 7.830787420875398)
SRR18889445_1 - illumina_universal_adapter	(1, 0.0008897462427565149)	(2, 0.000900023839620039)	(3, 0.0009235154895938084)	(4, 0.0009514118239376595)	(5, 0.001020418545735607)	(6, 0.0010468466519560975)	(7, 0.0010585924769429822)	(8, 0.0010864888112868333)	(9, 0.0011349403393577328)	(10, 0.0011855942096136729)	(12, 0.001263410300151784)	(14, 0.0013603133562935827)	(16, 0.001446938815571857)	(18, 0.0016715777184460267)	(20, 0.0024100964644964014)	(22, 0.007391060372997188)	(24, 0.01303713162138032)	(26, 0.021125600352973787)	(28, 0.0380704211246783)	(30, 0.06869545743579508)	(32, 0.11087691730588303)	(34, 0.15303194906975048)	(36, 0.1980573668147879)	(38, 0.25370027623390734)	(40, 0.32236343265098855)	(42, 0.40662137408034416)	(44, 0.5028585887681987)	(46, 0.6073076033500091)	(48, 0.7267876033447236)	(50, 0.8673366769096623)	(52, 1.0348336094507613)	(54, 1.2296388509723055)	(56, 1.4453472562861343)	(58, 1.676394240804711)	(60, 1.9403199918037632)	(62, 2.2450463341228826)	(64, 2.5888620478842927)	(66, 2.9703965421348366)	(68, 3.39610561593293)	(70, 3.856693917029577)	(72, 4.358612839798825)	(74, 4.912124564708902)	(76, 5.522011844871656)	(78, 6.193585995523343)	(80, 6.934933283053372)	(82, 7.736577763153573)	(84, 8.594224134449055)	(86, 9.503477990166601)	(88, 10.461581263776477)	(90, 11.469731295313283)	(92, 12.559420843909042)	(94, 13.724036275982076)	(96, 14.949257962645252)	(98, 16.2293054897769)	(100, 17.574642919212202)	(102, 18.977300708697566)	(104, 20.466090632811753)	(106, 21.988155010885663)	(108, 23.539182391035048)	(110, 25.081264591342855)	(112, 26.609347236494422)	(114, 28.16527482800552)	(116, 29.74902901302461)	(118, 31.403073885335523)	(120, 33.047241987060595)	(122, 34.66957606836317)	(124, 36.31477706857302)	(126, 37.986561807184444)	(128, 39.637290686278746)	(130, 41.249179792711736)	(132, 42.832427439028265)	(134, 44.38808781302092)	(136, 45.942613980788266)	(138, 47.45561351842855)
SRR18889445_1 - polya	(1, 0.007502645710372593)	(2, 0.014269709130941532)	(3, 0.02038781572098509)	(4, 0.03187376433003496)	(5, 0.038847847915997734)	(6, 0.04547689789297078)	(7, 0.05229094461348726)	(8, 0.06174780195605279)	(9, 0.08112841318441252)	(10, 0.10505319045457326)	(12, 0.11989110386925533)	(14, 0.14049474912437443)	(16, 0.15406925223890475)	(18, 0.16594942009907693)	(20, 0.1762233463922926)	(22, 0.18817105274613938)	(24, 0.20125883823777563)	(26, 0.2197511714515022)	(28, 0.23722161789136983)	(30, 0.2543433601519393)	(32, 0.26946904627880003)	(34, 0.2890390589350733)	(36, 0.3031274418927798)	(38, 0.31528363664014375)	(40, 0.3275220521624159)	(42, 0.3419077513151029)	(44, 0.3537556181565612)	(46, 0.36909493147537087)	(48, 0.3809369254043357)	(50, 0.39100750210246593)	(52, 0.40218071812124)	(54, 0.4157317295857965)	(56, 0.42870279094162567)	(58, 0.44121943569327465)	(60, 0.4497241470978408)	(62, 0.4596185364211678)	(64, 0.4689799589357149)	(66, 0.477980931445977)	(68, 0.48895593666809734)	(70, 0.5007450743846211)	(72, 0.5116650210521155)	(74, 0.5210778315509803)	(76, 0.5302961018234997)	(78, 0.5400444024485522)	(80, 0.5486974048935779)	(82, 0.5571536647700732)	(84, 0.5663682644722843)	(86, 0.5811261594542432)	(88, 0.5938388126603608)	(90, 0.6104870513511464)	(92, 0.6199806143967961)	(94, 0.628205628343862)	(96, 0.636534152373625)	(98, 0.6457509544180211)	(100, 0.6542182260054414)	(102, 0.6622230057340034)	(104, 0.6697491430943499)	(106, 0.6771534175204572)	(108, 0.6864318851460345)	(110, 0.6947971148788814)	(112, 0.7018446098710123)	(114, 0.708014838559435)	(116, 0.7144075038085471)	(118, 0.7205373562235775)	(120, 0.7259837484471836)	(122, 0.7308567975886173)	(124, 0.7352548749321439)	(126, 0.7396720392412743)	(128, 0.744575187059237)	(130, 0.7498762246986304)	(132, 0.7552602172269937)	(134, 0.7606640308350223)	(136, 0.7660869314086547)	(138, 0.7709254771891895)
SRR18889445_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0015592582670089419)	(4, 0.002111312041392522)	(5, 0.0024034894379412787)	(6, 0.002629596568938809)	(7, 0.002813125084358882)	(8, 0.003030422846616249)	(9, 0.0032682758026006636)	(10, 0.003517874583571963)	(12, 0.0038526305956981767)	(14, 0.00413673273756845)	(16, 0.004464147609077861)	(18, 0.0048216611571161635)	(20, 0.005232765031657127)	(22, 0.005659285301493377)	(24, 0.006109297221303397)	(26, 0.006709802523757876)	(28, 0.007339672388679568)	(30, 0.00829915946729571)	(32, 0.009587529645544626)	(34, 0.010870761025361777)	(36, 0.012348532631524207)	(38, 0.013665533258178651)	(40, 0.015360602626598448)	(42, 0.0176047893131551)	(44, 0.019919450949633065)	(46, 0.022445537435874956)	(48, 0.024098028188717292)	(50, 0.025404751218508215)	(52, 0.026548500926606107)	(54, 0.027817050025189655)	(56, 0.029438707987441422)	(58, 0.031091932854345444)	(60, 0.032338458531078584)	(62, 0.033314830233113366)	(64, 0.034482071591185035)	(66, 0.0372731732536935)	(68, 0.05576917703772848)	(70, 0.18925974389961125)	(72, 0.21306265823553305)	(74, 0.21780870564429616)	(76, 0.22129941800758596)	(78, 0.2255367243716046)	(80, 0.2321665084626393)	(82, 0.2364471275562971)	(84, 0.24108819665423992)	(86, 0.24555307837737944)	(88, 0.2502418648893315)	(90, 0.25621461689516234)	(92, 0.2660216466451494)	(94, 0.27553796722671103)	(96, 0.2873344460838516)	(98, 0.30768261964550603)	(100, 0.34047769712294973)	(102, 0.383613505273222)	(104, 0.4309176130657151)	(106, 0.47965471150660804)	(108, 0.5381738798193909)	(110, 0.6080710819741566)	(112, 0.6959371940166709)	(114, 0.7960901731095282)	(116, 0.9028310917919045)	(118, 1.0214940228359686)	(120, 1.1655749191516513)	(122, 1.332602018693275)	(124, 1.5336193334047576)	(126, 1.751414090881882)	(128, 2.0056003506246216)	(130, 2.2570924117609947)	(132, 2.517957641236902)	(134, 2.844709607748615)	(136, 3.2418366846692477)	(138, 3.6971826772514365)
SRR18889445_2 - illumina_universal_adapter	(1, 0.000892682699003236)	(2, 0.0009029602958667602)	(3, 0.0009323248583339719)	(4, 0.0009543482801843806)	(5, 0.0010262914582290495)	(6, 0.0010483148800794582)	(7, 0.0010585924769429822)	(8, 0.0010820841269167517)	(9, 0.0011275991987409297)	(10, 0.001170911928380067)	(12, 0.0012509303611032189)	(14, 0.0013647180406636643)	(16, 0.0014550140702503404)	(18, 0.001702410509036599)	(20, 0.0024482703957037764)	(22, 0.007473281147905381)	(24, 0.013148716958755725)	(26, 0.021275359621556567)	(28, 0.03828551654475063)	(30, 0.0688665060121666)	(32, 0.11091068655272032)	(34, 0.1529533988651507)	(36, 0.19753761405911824)	(38, 0.25311225087050143)	(40, 0.32162271156275307)	(42, 0.405824860323421)	(44, 0.5007839824298903)	(46, 0.6045267792843642)	(48, 0.7234319679687828)	(50, 0.8634745028311622)	(52, 1.0297931823032642)	(54, 1.222110511269774)	(56, 1.4345968899668882)	(58, 1.6626920018434486)	(60, 1.9240065091251037)	(62, 2.2260481963206584)	(64, 2.565307998215281)	(66, 2.9406032570556033)	(68, 3.3608563951472887)	(70, 3.8156165647082565)	(72, 4.310949016116108)	(74, 4.855381952425386)	(76, 5.453792827461891)	(78, 6.111589859518024)	(80, 6.837568469166777)	(82, 7.620440918595751)	(84, 8.451381688555427)	(86, 9.329208121292439)	(88, 10.260596984197768)	(90, 11.247775579334554)	(92, 12.317516312418213)	(94, 13.45575722859726)	(96, 14.651776592000854)	(98, 15.903247995167533)	(100, 17.219960114995736)	(102, 18.58796772076979)	(104, 20.040554075818157)	(106, 21.533329505173207)	(108, 23.0552294416973)	(110, 24.572046372458317)	(112, 26.07597739909466)	(114, 27.601219022827525)	(116, 29.152959961844864)	(118, 30.7909196609503)	(120, 32.4119352733981)	(122, 34.00964276438755)	(124, 35.62543442117242)	(126, 37.26921784712917)	(128, 38.891812538923645)	(130, 40.478337270411515)	(132, 42.01379996422516)	(134, 43.14158415970962)	(136, 44.30930709660575)	(138, 45.243510552823565)
SRR18889445_2 - polya	(1, 0.009810700320295433)	(2, 0.015834840310443916)	(3, 0.024746985019242673)	(4, 0.0378582621608527)	(5, 0.05115159958975944)	(6, 0.06380478955688097)	(7, 0.0769982874733992)	(8, 0.0948783695596844)	(9, 0.11817327696492345)	(10, 0.14940469149098817)	(12, 0.18598926575482555)	(14, 0.2265652181720187)	(16, 0.27311392259504275)	(18, 0.3151808606715085)	(20, 0.3544133843558267)	(22, 0.3926614610834317)	(24, 0.4285310082511925)	(26, 0.46593852437817346)	(28, 0.49807583565635166)	(30, 0.5284409955896336)	(32, 0.5567631160892592)	(34, 0.5820856465328593)	(36, 0.6079213227055739)	(38, 0.6299594268372162)	(40, 0.6518514422705842)	(42, 0.6717686908780323)	(44, 0.6913555881577241)	(46, 0.716214892628404)	(48, 0.7408847956711702)	(50, 0.7668937227624413)	(52, 0.7937461469105831)	(54, 0.8200971711545971)	(56, 0.8463329394909275)	(58, 0.8682029315024451)	(60, 0.8891758361305893)	(62, 0.9104313746724806)	(64, 0.9315694549645028)	(66, 0.9556704196094669)	(68, 0.9866544376967453)	(70, 1.0319191766258906)	(72, 1.0736939373058076)	(74, 1.1019198888633532)	(76, 1.1231548722115172)	(78, 1.1424517944368455)	(80, 1.1603693163402764)	(82, 1.1770307690841721)	(84, 1.194634090169204)	(86, 1.2126147458819394)	(88, 1.2291756249993853)	(90, 1.2461725678694688)	(92, 1.2625484502433713)	(94, 1.280528371842045)	(96, 1.2970327241767414)	(98, 1.313155337199364)	(100, 1.3274845095693015)	(102, 1.3410553421135236)	(104, 1.3548302583668925)	(106, 1.367109784276619)	(108, 1.3801968356541934)	(110, 1.392636398429366)	(112, 1.404353592967845)	(114, 1.41503788902154)	(116, 1.4249330124589288)	(118, 1.434640936810589)	(120, 1.444080175415674)	(122, 1.452964423790129)	(124, 1.4618215099443017)	(126, 1.4701977513880737)	(128, 1.4786760346864196)	(130, 1.4869399566787547)	(132, 1.4951759823367459)	(134, 1.5027145996361408)	(136, 1.5101130011497548)	(138, 1.5170555178310652)
SRR18889445_2 - polyg	(1, 0.8330579549135627)	(2, 0.8615474534192515)	(3, 0.8619952629968765)	(4, 0.8623755340808269)	(5, 0.8627792968147511)	(6, 0.8633152000797777)	(7, 0.8639670933665498)	(8, 0.8649875119122854)	(9, 0.8662046730265512)	(10, 0.8679371822121167)	(12, 0.8704339041358915)	(14, 0.8717707258422113)	(16, 0.8725584302303941)	(18, 0.8732984172045679)	(20, 0.8739466399210316)	(22, 0.8745559545922263)	(24, 0.8751770150884078)	(26, 0.8759023197813479)	(28, 0.8766210174477329)	(30, 0.8774050512656075)	(32, 0.8783557289754835)	(34, 0.8795545372382074)	(36, 0.881024967703753)	(38, 0.8822296488789704)	(40, 0.8834534170197914)	(42, 0.8850185481992938)	(44, 0.8870777381423071)	(46, 0.8884754913157463)	(48, 0.8896970571143823)	(50, 0.8910522316722441)	(52, 0.8927326187594303)	(54, 0.8941648752937685)	(56, 0.8958269095294128)	(58, 0.8972305356153455)	(60, 0.8986914225980893)	(62, 0.9003160170165878)	(64, 0.9024956016657166)	(66, 0.9054004910077855)	(68, 0.9090277485865478)	(70, 0.9145240605663482)	(72, 0.9228430411133093)	(74, 0.9341256401272737)	(76, 0.9491368044605123)	(78, 0.9669977995811938)	(80, 0.9909937859153375)	(82, 1.020992622931841)	(84, 1.0547369098910373)	(86, 1.094942134707082)	(88, 1.141332270492783)	(90, 1.1993177378827242)	(92, 1.265804980220985)	(94, 1.3454181819820894)	(96, 1.4301334764718718)	(98, 1.52763043088957)	(100, 1.6417235018996743)	(102, 1.7720463665854065)	(104, 1.9227085954640533)	(106, 2.0980069581386287)	(108, 2.3000623101333275)	(110, 2.5129730067580924)	(112, 2.750021373730906)	(114, 3.017625036178976)	(116, 3.3277118793764853)	(118, 3.733753303348102)	(120, 4.1683950770487215)	(122, 4.600037994807376)	(124, 5.037395990536213)	(126, 5.539219478477442)	(128, 6.1939427749573195)	(130, 6.85563134565442)	(132, 7.465561938546813)	(134, 8.048204043538426)	(136, 8.672579798822502)	(138, 9.340401158390879)
