Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
SRR21170613_1	(1, 36.39013268058643)	(2, 36.17191128672702)	(3, 36.42232646132736)	(4, 36.46547506339533)	(5, 36.48310514928162)	(6, 36.45918316955343)	(7, 36.446251684045876)	(8, 36.46681749718896)	(9, 36.47578949675892)	(10, 36.49142192523364)	(15, 36.45933550799781)	(20, 36.455377926803905)	(25, 36.38723494147202)	(30, 36.32323207253395)	(35, 36.28760552495537)	(40, 36.230914999868844)	(45, 36.18757040624365)	(50, 36.14601316005475)	(55, 36.18396394648606)	(60, 36.165070999115656)	(65, 36.129406578336095)	(70, 36.097910500281344)	(75, 36.08931018845345)	(80, 36.07541393384866)	(85, 36.05229110082814)	(90, 35.98722369363216)	(95, 35.97668438557217)	(100, 35.91633617790109)	(105, 35.902007135974436)	(110, 35.90201923766493)	(115, 35.8030552581332)	(120, 35.78011505062369)	(125, 35.69289934952593)	(130, 35.68805665364531)	(135, 35.601524213664135)	(140, 35.53867845188509)	(145, 35.47698957559232)	(150, 35.44389698571438)
SRR21170613_2	(1, 35.796959043864646)	(2, 35.855097404035504)	(3, 36.058938393569555)	(4, 36.0328522719795)	(5, 36.078293586108146)	(6, 35.98230809204493)	(7, 36.01731728099645)	(8, 36.02614022616286)	(9, 36.04329872378479)	(10, 36.081213582809326)	(15, 36.05644026475445)	(20, 36.04160984831303)	(25, 35.96656596839611)	(30, 35.91653736645294)	(35, 35.87289315336187)	(40, 35.83252617493437)	(45, 35.79158829063745)	(50, 35.75795521331836)	(55, 35.72329373040069)	(60, 35.67078422443661)	(65, 35.62772509606127)	(70, 35.58591552880467)	(75, 35.544939878038115)	(80, 35.5582284208858)	(85, 35.49276736392464)	(90, 35.47935446266052)	(95, 35.37695427625836)	(100, 35.37685669919495)	(105, 35.33177979044782)	(110, 35.235494709759145)	(115, 35.20450229683764)	(120, 35.215468012970156)	(125, 35.11822711219552)	(130, 35.08019383065835)	(135, 35.02345522721395)	(140, 34.94561985511386)	(145, 34.84673399470358)	(150, 34.92225608022715)
SRR21170614_1	(1, 36.454513682987056)	(2, 36.24426881207258)	(3, 36.482180625149596)	(4, 36.517540691491455)	(5, 36.53054526355326)	(6, 36.50380184719296)	(7, 36.49026614281568)	(8, 36.51066702859887)	(9, 36.520451338156164)	(10, 36.53510238297763)	(15, 36.50308168582187)	(20, 36.50015268754823)	(25, 36.438314101631576)	(30, 36.375346604892066)	(35, 36.339527216155304)	(40, 36.287017700155914)	(45, 36.24657261668042)	(50, 36.20928967258011)	(55, 36.2414020279983)	(60, 36.21872797074153)	(65, 36.18274222013807)	(70, 36.150405795483)	(75, 36.14059863580276)	(80, 36.1257080139281)	(85, 36.10254382652333)	(90, 36.03748348136923)	(95, 36.028433502254885)	(100, 35.96674322594261)	(105, 35.95549092902921)	(110, 35.95005916876359)	(115, 35.85554527290783)	(120, 35.828734960900135)	(125, 35.74205592983349)	(130, 35.73386856780577)	(135, 35.6475920581188)	(140, 35.58784432497282)	(145, 35.52015081912659)	(150, 35.489877033826204)
SRR21170614_2	(1, 35.76228317796483)	(2, 35.84325011068548)	(3, 36.05631657265452)	(4, 36.038603361903334)	(5, 36.07737020030486)	(6, 35.98123458598933)	(7, 36.0267860732492)	(8, 36.02054586099916)	(9, 36.03711477783889)	(10, 36.07307667218227)	(15, 36.05768460319551)	(20, 36.04350362398543)	(25, 35.96734052216938)	(30, 35.917704941301665)	(35, 35.87163368858152)	(40, 35.82987286875103)	(45, 35.79116138452287)	(50, 35.75275419441737)	(55, 35.71738922211754)	(60, 35.66000833098187)	(65, 35.61594445491003)	(70, 35.56995210496156)	(75, 35.52677018709203)	(80, 35.53775670581054)	(85, 35.46954111456796)	(90, 35.453695751694)	(95, 35.34258064282768)	(100, 35.34657686158135)	(105, 35.29711694727014)	(110, 35.19501387533803)	(115, 35.1582427141223)	(120, 35.17024985503518)	(125, 35.066993799825354)	(130, 35.02545544440143)	(135, 34.965651874801445)	(140, 34.885809188085986)	(145, 34.77552899843163)	(150, 34.85138181919325)
SRR21170615_1	(1, 36.43812580777902)	(2, 36.2288319492551)	(3, 36.4666765803101)	(4, 36.504905214666096)	(5, 36.519555529257985)	(6, 36.49658174508986)	(7, 36.48209952575015)	(8, 36.50284443194346)	(9, 36.51172758279548)	(10, 36.5283022344826)	(15, 36.496522679671706)	(20, 36.49318274196628)	(25, 36.42988186135538)	(30, 36.367430306407066)	(35, 36.33293685700312)	(40, 36.27772076372418)	(45, 36.236057676582654)	(50, 36.197457167811464)	(55, 36.22984825098083)	(60, 36.208291698489084)	(65, 36.17233474891948)	(70, 36.14270317814115)	(75, 36.13487598648054)	(80, 36.12316303990135)	(85, 36.100963639109956)	(90, 36.03715969604214)	(95, 36.02645031499098)	(100, 35.967877964668844)	(105, 35.95648586095525)	(110, 35.95955839056453)	(115, 35.85909035265126)	(120, 35.84318410841801)	(125, 35.75623800830161)	(130, 35.75303711031291)	(135, 35.66405351354648)	(140, 35.60220816863975)	(145, 35.55235907262782)	(150, 35.51714532530791)
SRR21170615_2	(1, 35.7634095981131)	(2, 35.695071048115324)	(3, 35.94387588002745)	(4, 35.922481236882604)	(5, 35.97025690073305)	(6, 35.86571280238601)	(7, 35.92069322395241)	(8, 35.943363785975315)	(9, 35.94272103311038)	(10, 35.98881492023001)	(15, 35.961799527563414)	(20, 35.94943367733502)	(25, 35.868885755352395)	(30, 35.81324876891375)	(35, 35.76999771737492)	(40, 35.73283306740303)	(45, 35.68892545966785)	(50, 35.65284295270524)	(55, 35.621032416312644)	(60, 35.56374695118592)	(65, 35.52031417458117)	(70, 35.47030666560358)	(75, 35.4300876967029)	(80, 35.45035580234011)	(85, 35.38094713410826)	(90, 35.372540098417495)	(95, 35.25825656549689)	(100, 35.267057312802834)	(105, 35.219492151925486)	(110, 35.121583144076155)	(115, 35.09107406836406)	(120, 35.10724429371927)	(125, 35.00071921343048)	(130, 34.96938434972905)	(135, 34.909074202493215)	(140, 34.825292613708086)	(145, 34.72564148835484)	(150, 34.801756831803154)
SRR21170616_1	(1, 36.437893252741326)	(2, 36.23013427812601)	(3, 36.46492321988883)	(4, 36.498340248282595)	(5, 36.514469029413185)	(6, 36.487459098273135)	(7, 36.479121496874136)	(8, 36.498796692296914)	(9, 36.50603784469923)	(10, 36.51860188002488)	(15, 36.486882430019435)	(20, 36.48406435942549)	(25, 36.42006011621704)	(30, 36.35739137738742)	(35, 36.32555354694695)	(40, 36.27141668913377)	(45, 36.23265763502998)	(50, 36.193877930317306)	(55, 36.229079548276125)	(60, 36.20626370663679)	(65, 36.17175727667637)	(70, 36.14163124240455)	(75, 36.13522807040546)	(80, 36.12241812074542)	(85, 36.10143415200979)	(90, 36.03841803224281)	(95, 36.0295900362451)	(100, 35.973278161243556)	(105, 35.959510383896465)	(110, 35.961673272949426)	(115, 35.86646342752579)	(120, 35.84715692741885)	(125, 35.76643595893806)	(130, 35.7606750618494)	(135, 35.67981325949374)	(140, 35.61906242957692)	(145, 35.56529466861919)	(150, 35.53340989901688)
SRR21170616_2	(1, 35.844241635069324)	(2, 35.9505041780607)	(3, 36.14802807171662)	(4, 36.11926947651526)	(5, 36.16822375262537)	(6, 36.078894626990184)	(7, 36.12828985915793)	(8, 36.14494305922381)	(9, 36.13934555598077)	(10, 36.17874958104668)	(15, 36.15305025063448)	(20, 36.1391294047462)	(25, 36.07097375815678)	(30, 36.0256731483902)	(35, 35.98631766864459)	(40, 35.94907056690018)	(45, 35.90975670796515)	(50, 35.878477542053076)	(55, 35.848614417894574)	(60, 35.79826228403929)	(65, 35.759825387629135)	(70, 35.71895149811153)	(75, 35.68201229530699)	(80, 35.694104906732186)	(85, 35.63093808668831)	(90, 35.62160562581588)	(95, 35.521242338992856)	(100, 35.52532312876392)	(105, 35.47927629449407)	(110, 35.3873899187333)	(115, 35.35331852826716)	(120, 35.36653865474394)	(125, 35.27366581086828)	(130, 35.23639005230668)	(135, 35.18098873804293)	(140, 35.10306468967134)	(145, 35.00509124373209)	(150, 35.0731396218808)
SRR21170617_1	(1, 36.45107919228888)	(2, 36.24451607003417)	(3, 36.48111547605597)	(4, 36.51699565245234)	(5, 36.529642038945205)	(6, 36.50199414873126)	(7, 36.49404194526858)	(8, 36.514195411991075)	(9, 36.52268598783411)	(10, 36.53643045952174)	(15, 36.5031554421795)	(20, 36.49904456714123)	(25, 36.437232226167694)	(30, 36.37315779080071)	(35, 36.33812466032165)	(40, 36.282999469255195)	(45, 36.24432690628079)	(50, 36.20474476807324)	(55, 36.23918641816321)	(60, 36.217279029276796)	(65, 36.180099408201094)	(70, 36.15167367341458)	(75, 36.141556455255)	(80, 36.13057207450812)	(85, 36.11008460400838)	(90, 36.04649467863788)	(95, 36.03591614332591)	(100, 35.97954283861636)	(105, 35.971052933329)	(110, 35.97395766312692)	(115, 35.8725139400141)	(120, 35.857500483638276)	(125, 35.77163153904931)	(130, 35.76921111808117)	(135, 35.6791829681543)	(140, 35.6194342957707)	(145, 35.57518090753674)	(150, 35.53998607255882)
SRR21170617_2	(1, 35.64575943949593)	(2, 35.82334726468609)	(3, 36.05319140910903)	(4, 36.031631116599236)	(5, 36.088045677246136)	(6, 36.00379735673662)	(7, 36.04451341295735)	(8, 36.031274129526544)	(9, 36.05282830321588)	(10, 36.096314718261006)	(15, 36.07083056868821)	(20, 36.06028172222835)	(25, 35.986610998252864)	(30, 35.9396131849349)	(35, 35.89707816265066)	(40, 35.857455372005845)	(45, 35.82050335428708)	(50, 35.78595713942294)	(55, 35.75475969631875)	(60, 35.699204796417625)	(65, 35.659737977020725)	(70, 35.61718995433851)	(75, 35.57819781291564)	(80, 35.594762909956785)	(85, 35.52710588006911)	(90, 35.519628597656876)	(95, 35.41155696823008)	(100, 35.41875793141624)	(105, 35.3727376038565)	(110, 35.28059055669867)	(115, 35.25169314467473)	(120, 35.267939912177326)	(125, 35.16525793258971)	(130, 35.134659857285634)	(135, 35.07624033519737)	(140, 34.99514097762322)	(145, 34.899839686904144)	(150, 34.968822262850445)
SRR21170618_1	(1, 36.407671881442006)	(2, 36.19586177199487)	(3, 36.442433626001275)	(4, 36.48180821503303)	(5, 36.49494635402871)	(6, 36.469153787416566)	(7, 36.455754266688245)	(8, 36.477237138189)	(9, 36.48810741134024)	(10, 36.50485570448175)	(15, 36.472826131793894)	(20, 36.47119241837802)	(25, 36.40606731484796)	(30, 36.34336868208046)	(35, 36.31057732647091)	(40, 36.25447906521548)	(45, 36.21661086083341)	(50, 36.175536911225684)	(55, 36.21319167397456)	(60, 36.19293540866865)	(65, 36.15793154979669)	(70, 36.13119518995542)	(75, 36.11956394423483)	(80, 36.10950040269769)	(85, 36.08873127919073)	(90, 36.02481916966041)	(95, 36.01493872464766)	(100, 35.95649434682261)	(105, 35.95048282559515)	(110, 35.951980373956054)	(115, 35.852985922067816)	(120, 35.83695073898314)	(125, 35.75168243153977)	(130, 35.74842371168526)	(135, 35.66048251740265)	(140, 35.60211609719659)	(145, 35.557557442881475)	(150, 35.52024283845734)
SRR21170618_2	(1, 35.75633812985767)	(2, 35.64080378331092)	(3, 35.910070071770065)	(4, 35.881562738620204)	(5, 35.929544476382)	(6, 35.81685942348172)	(7, 35.84614430694077)	(8, 35.91901774089717)	(9, 35.90140119833007)	(10, 35.96616537610155)	(15, 35.94734083958106)	(20, 35.933592600103836)	(25, 35.85480565444895)	(30, 35.80369094799801)	(35, 35.761233020047385)	(40, 35.72138859045461)	(45, 35.681654394642024)	(50, 35.64614341038075)	(55, 35.611608331715146)	(60, 35.55263795763624)	(65, 35.51158981861254)	(70, 35.46659856546084)	(75, 35.42654327184498)	(80, 35.44496889949627)	(85, 35.37168688416725)	(90, 35.364676491614034)	(95, 35.252470796604364)	(100, 35.261598967404225)	(105, 35.213684773371824)	(110, 35.118803471670105)	(115, 35.09253990931381)	(120, 35.111673328007136)	(125, 35.00190003484946)	(130, 34.97618431377705)	(135, 34.917133042396735)	(140, 34.83763721086209)	(145, 34.7428840741412)	(150, 34.81707718412046)
