Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
SRR21170616_2 - polyg	(1, 0.2420915133372613)	(2, 0.25528495791618966)	(3, 0.25584219656921275)	(4, 0.25626422290201695)	(5, 0.2566616651765996)	(6, 0.25708778885244077)	(7, 0.25767370890672237)	(8, 0.2583497705078165)	(9, 0.2593945929822347)	(10, 0.2607569595420154)	(12, 0.2623774587131229)	(14, 0.2635923209235739)	(16, 0.2643011612689635)	(18, 0.26495263881183606)	(20, 0.26561231104078253)	(22, 0.26631910271465364)	(24, 0.26693165549867537)	(26, 0.26765278787317576)	(28, 0.26844972109385945)	(30, 0.26921182689872925)	(32, 0.2699350079447481)	(34, 0.2706950650780995)	(36, 0.2715698478164849)	(38, 0.2724118518105749)	(40, 0.2733173646217374)	(42, 0.27404874035383014)	(44, 0.2747411913270721)	(46, 0.2754438856579063)	(48, 0.2761363366311481)	(50, 0.2768922964214625)	(52, 0.27760113676685216)	(54, 0.2784369947463868)	(56, 0.2793158748278092)	(58, 0.28009027266178976)	(60, 0.28091588728373196)	(62, 0.2817066744898603)	(64, 0.2826756961180953)	(66, 0.2837737840519936)	(68, 0.28470183224985923)	(70, 0.2856585618489834)	(72, 0.28680376922780654)	(74, 0.2879715119933328)	(76, 0.28931544050944724)	(78, 0.2904073824287902)	(80, 0.29147064294687464)	(82, 0.2927141865585842)	(84, 0.29414006193543735)	(86, 0.2954430170211825)	(88, 0.29685455169740627)	(90, 0.2981390687394852)	(92, 0.29942563445308257)	(94, 0.3008597045160095)	(96, 0.30233679668082436)	(98, 0.30400646396837505)	(100, 0.3055736976800024)	(102, 0.3073498958865134)	(104, 0.3090912666772105)	(106, 0.3110743807070867)	(108, 0.31326441056032805)	(110, 0.3156470155363053)	(112, 0.31819761157679693)	(114, 0.3209592207836906)	(116, 0.32397896260191117)	(118, 0.32707245659479656)	(120, 0.3302458487769021)	(122, 0.333775709803221)	(124, 0.3374797079086096)	(126, 0.3411591219557766)	(128, 0.34534046052496803)	(130, 0.34970822820233993)	(132, 0.35446114612518365)	(134, 0.35974057262827347)	(136, 0.36525149901295006)	(138, 0.3710328500380643)
SRR21170617_1 - illumina_universal_adapter	(1, 0.0005615903702841916)	(2, 0.0005657813431967602)	(3, 0.0005657813431967602)	(4, 0.0005699723161093288)	(5, 0.0005825452348470345)	(6, 0.0005909271806721717)	(7, 0.0005993091264973088)	(8, 0.0005993091264973088)	(9, 0.0006035000994098774)	(10, 0.0006202639910601518)	(12, 0.0006454098285355634)	(14, 0.0007019879628552394)	(16, 0.0007376112326120725)	(18, 0.0007648525565437684)	(20, 0.0008319081231448659)	(22, 0.0009052501491148162)	(24, 0.0010205019042104527)	(26, 0.0011483265780437945)	(28, 0.0013243474403716758)	(30, 0.0015087502485246938)	(32, 0.0019425159449755433)	(34, 0.0022002607790985117)	(36, 0.0024684830455029014)	(38, 0.002786996986858115)	(40, 0.0031327522521450235)	(42, 0.003556040516314452)	(44, 0.004050575319997546)	(46, 0.004555587555962061)	(48, 0.005215665789691615)	(50, 0.005919749239003139)	(52, 0.006588209418557829)	(54, 0.007323725164713617)	(56, 0.00825621663776013)	(58, 0.009238999785757464)	(60, 0.010435522552295799)	(62, 0.011826925559268571)	(64, 0.013300052538036431)	(66, 0.015041401783208681)	(68, 0.016902193756389138)	(70, 0.019035398968886553)	(72, 0.021562555635165414)	(74, 0.024563292240564527)	(76, 0.027761004572854363)	(78, 0.03140505552033276)	(80, 0.035302660329021546)	(82, 0.03994625831614755)	(84, 0.045465769642000387)	(86, 0.05123883482906363)	(88, 0.05768664665505041)	(90, 0.06485949679491156)	(92, 0.0729417880568001)	(94, 0.08226251181435265)	(96, 0.09238999785757465)	(98, 0.10319851699908905)	(100, 0.11556188709116641)	(102, 0.12933132859541052)	(104, 0.1442281418131356)	(106, 0.1604555889306012)	(108, 0.17894406593439752)	(110, 0.19888681053885518)	(112, 0.22079302595285122)	(114, 0.24423313745284736)	(116, 0.2693433516585021)	(118, 0.29707292393451223)	(120, 0.3273925174704897)	(122, 0.3601659256467761)	(124, 0.3953638116529834)	(126, 0.43385999334138226)	(128, 0.47558322417245885)	(130, 0.521143290704992)	(132, 0.5702300609434517)	(134, 0.622468442812163)	(136, 0.679681509528093)	(138, 0.7405595820560644)
SRR21170617_1 - polya	(1, 0.0006035000994098774)	(2, 0.004475959070623258)	(3, 0.0072210463283556865)	(4, 0.010829474006077247)	(5, 0.013700290451186732)	(6, 0.01678065554192465)	(7, 0.020078951224116133)	(8, 0.027136549608881642)	(9, 0.03778581177971844)	(10, 0.04859642640768913)	(12, 0.055765085574637704)	(14, 0.06510466871029683)	(16, 0.07557581453234946)	(18, 0.0845759288620905)	(20, 0.09404333667158296)	(22, 0.10657015470725048)	(24, 0.11709159220425394)	(26, 0.12986567764176302)	(28, 0.14146419517729658)	(30, 0.15215327159080277)	(32, 0.16065885111686076)	(34, 0.16899679172641596)	(36, 0.17654054296903943)	(38, 0.18384331326919023)	(40, 0.19150860272627818)	(42, 0.19927657101972407)	(44, 0.2070466347996262)	(46, 0.215816245619176)	(48, 0.22392577820499623)	(50, 0.23217570838338752)	(52, 0.24038791980556568)	(54, 0.24918896292195972)	(56, 0.2580528706320423)	(58, 0.26688325055882434)	(60, 0.2749571598748877)	(62, 0.28367857450594297)	(64, 0.29317322363936715)	(66, 0.3030282964432721)	(68, 0.31371737285677836)	(70, 0.32476268196785285)	(72, 0.33494674614539455)	(74, 0.3434942354005782)	(76, 0.3526557021874532)	(78, 0.36186955613573524)	(80, 0.370226356123397)	(82, 0.37784344939199044)	(84, 0.3865460046449391)	(86, 0.3970527737367485)	(88, 0.40666686559818094)	(90, 0.41710238815047673)	(92, 0.427261306490543)	(94, 0.43854131008472136)	(96, 0.4491088482837631)	(98, 0.45882352349509703)	(100, 0.4685905858678382)	(102, 0.47825287391776505)	(104, 0.488298635989192)	(106, 0.4971625436992746)	(108, 0.5074136634434173)	(110, 0.5169083125768414)	(112, 0.5253154042394541)	(114, 0.5336323899844464)	(116, 0.5425444938830236)	(118, 0.5506770768198629)	(120, 0.5584429496268526)	(122, 0.5666467791032056)	(124, 0.5755064958403755)	(126, 0.5848062647333653)	(128, 0.5948184990214916)	(130, 0.6048873114439377)	(132, 0.6155910562626379)	(134, 0.6280550097046169)	(136, 0.6398190706701969)	(138, 0.6503991817879764)
SRR21170617_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 8.381945825137187e-05)	(4, 0.00021793059145356686)	(5, 0.0003143229684426445)	(6, 0.0005867362077596031)	(7, 0.0009303959865902278)	(8, 0.0013788300882350674)	(9, 0.0018901287835684356)	(10, 0.0024726740184154703)	(12, 0.003222858169765248)	(14, 0.003838931187912832)	(16, 0.004538823664311787)	(18, 0.00503754944090745)	(20, 0.00552998875813426)	(22, 0.006106247533612441)	(24, 0.006638501093508652)	(26, 0.007128844924279178)	(28, 0.0077113901591262125)	(30, 0.00841756909489402)	(32, 0.009098602193186416)	(34, 0.009903268992399586)	(36, 0.01080223268214555)	(38, 0.01165509566985326)	(40, 0.012537295467948947)	(42, 0.013398540401481793)	(44, 0.014261880821470924)	(46, 0.015016255945733272)	(48, 0.01594246095941093)	(50, 0.01683513818978804)	(52, 0.017562271990118693)	(54, 0.018423516923651538)	(56, 0.01920513337184558)	(58, 0.020254972086444015)	(60, 0.02122937328861621)	(62, 0.02228759394903978)	(64, 0.02348202122912183)	(66, 0.02481894158823121)	(68, 0.02715959995990077)	(70, 0.0629714634977994)	(72, 0.07030985706770701)	(74, 0.07239277060525359)	(76, 0.07407963720256247)	(78, 0.07554857320841776)	(80, 0.07703008213301075)	(82, 0.07875047651362016)	(84, 0.08054002194728695)	(86, 0.0820152444125111)	(88, 0.08360781411928717)	(90, 0.08500969455854135)	(92, 0.08639271561968899)	(94, 0.0878071689776809)	(96, 0.08908332022955803)	(98, 0.09060254791036415)	(100, 0.09233761069616754)	(102, 0.09422145302036714)	(104, 0.0962666478017006)	(106, 0.09810438942386193)	(108, 0.10043666584970634)	(110, 0.10275008289744421)	(112, 0.10523952080750995)	(114, 0.10806842752349376)	(116, 0.11085961548326445)	(118, 0.11352297876920178)	(120, 0.1164964740506692)	(122, 0.1196061759517951)	(124, 0.12260062609782535)	(126, 0.12607494264234473)	(128, 0.12948010813380673)	(130, 0.1334280046174463)	(132, 0.13767974663724714)	(134, 0.14179109106447696)	(136, 0.14617903970393625)	(138, 0.15055860639757046)
SRR21170617_2 - illumina_universal_adapter	(1, 0.0005112986953333684)	(2, 0.0005196806411585056)	(3, 0.0005280625869836428)	(4, 0.00053644453280878)	(5, 0.0005406355057213486)	(6, 0.0005490174515464858)	(7, 0.000557399397371623)	(8, 0.000557399397371623)	(9, 0.0005615903702841916)	(10, 0.000578354261934466)	(12, 0.000607691072322446)	(14, 0.0006684601795546906)	(16, 0.0007124653951366609)	(18, 0.0007543751242623469)	(20, 0.0008423855554262873)	(22, 0.0009660192563470608)	(24, 0.0011357536593060889)	(26, 0.0013201564674591069)	(28, 0.0015653283828443699)	(30, 0.001850314540899034)	(32, 0.0024035229653580886)	(34, 0.002831002202440085)	(36, 0.0032584814395220816)	(38, 0.00376978013485545)	(40, 0.004302033694751661)	(42, 0.004976780333675205)	(44, 0.005718582539199846)	(46, 0.006502294473850173)	(48, 0.007430594973984116)	(50, 0.00848043368858255)	(52, 0.009542845321918687)	(54, 0.010668121548943355)	(56, 0.011852071396743984)	(58, 0.013149177513183962)	(60, 0.014680978112727783)	(62, 0.016330125953823525)	(64, 0.018146912711422013)	(66, 0.0201900120062992)	(68, 0.022342076596903175)	(70, 0.02483570547988149)	(72, 0.027756813599941796)	(74, 0.03114311971329722)	(76, 0.03468658731087397)	(78, 0.03867010706427042)	(80, 0.04304757827144831)	(82, 0.04815218327895686)	(84, 0.05412641516582339)	(86, 0.060293431806668074)	(88, 0.06718548676138714)	(90, 0.07476486127376743)	(92, 0.0834422706892407)	(94, 0.09333087127644629)	(96, 0.10405557095970933)	(98, 0.11553674125369098)	(100, 0.12854971214721647)	(102, 0.14294151312897702)	(104, 0.15849421360751909)	(106, 0.1753188743650257)	(108, 0.19469374213983032)	(110, 0.21539505284146288)	(112, 0.2380074471912267)	(114, 0.2620992549791273)	(116, 0.28798270368715095)	(118, 0.31650646533009275)	(120, 0.3475741475309637)	(122, 0.38104535269719286)	(124, 0.41714220239314614)	(126, 0.45662116722954227)	(128, 0.499222406885802)	(130, 0.5456667687028871)	(132, 0.5957970911965764)	(134, 0.6490601659424107)	(136, 0.7075598613424994)	(138, 0.7698314323638998)
SRR21170617_2 - polya	(1, 0.002313417047737864)	(2, 0.008503484039601676)	(3, 0.016038853336400007)	(4, 0.02878779293643367)	(5, 0.043560972453237964)	(6, 0.058061738730725294)	(7, 0.0714602791322071)	(8, 0.09142607408768387)	(9, 0.1129467199937236)	(10, 0.14364769206474481)	(12, 0.17360476644378514)	(14, 0.20474998164353864)	(16, 0.23638763616051894)	(18, 0.2638594636024061)	(20, 0.29133338653074947)	(22, 0.31943595539597824)	(24, 0.3444560636840127)	(26, 0.3713704917285282)	(28, 0.39545391757060366)	(30, 0.4174397614699385)	(32, 0.4371331431860983)	(34, 0.4572393357341461)	(36, 0.474397178838202)	(38, 0.4908991346814408)	(40, 0.5069673248282287)	(42, 0.5222811398507545)	(44, 0.5372303402298866)	(46, 0.553065931380027)	(48, 0.5678474928426565)	(50, 0.5820968007453897)	(52, 0.5960569315171557)	(54, 0.6109935589775501)	(56, 0.6249159709931029)	(58, 0.6377675894294945)	(60, 0.6504871922191402)	(62, 0.6637495260009636)	(64, 0.6773597105345301)	(66, 0.6914560479259546)	(68, 0.7067803403807617)	(70, 0.7222555078604211)	(72, 0.7364670970069412)	(74, 0.7487026424251852)	(76, 0.7612357469202217)	(78, 0.7740077368712744)	(80, 0.7852123029530266)	(82, 0.7958406102593005)	(84, 0.8071248048263915)	(86, 0.820255122961469)	(88, 0.8323712256517046)	(90, 0.8455036392732383)	(92, 0.8584579365459879)	(94, 0.8725249371270244)	(96, 0.8855567673986564)	(98, 0.8976330558462229)	(100, 0.9101598738818903)	(102, 0.9223136953283393)	(104, 0.9336041763547991)	(106, 0.9441109454466086)	(108, 0.9562584804336887)	(110, 0.9674399961644216)	(112, 0.9775947235315753)	(114, 0.9873471174991224)	(116, 0.997250386491522)	(118, 1.0070865999173204)	(120, 1.0164513288904549)	(122, 1.0256547054064555)	(124, 1.0357528546392896)	(126, 1.0463371567299817)	(128, 1.05716034427669)	(130, 1.0685535041395078)	(132, 1.0806675113432873)	(134, 1.0935861853462798)	(136, 1.1063917030806332)	(138, 1.1176570382696176)
SRR21170617_2 - polyg	(1, 0.24158863354501658)	(2, 0.25507099340474976)	(3, 0.2558044136644492)	(4, 0.2563282852785203)	(5, 0.25666775408443837)	(6, 0.2572419173734603)	(7, 0.2579082820665587)	(8, 0.2586291294075205)	(9, 0.2596684906898375)	(10, 0.2613784076381655)	(12, 0.26343407985178036)	(14, 0.2649679759377805)	(16, 0.26576006981825595)	(18, 0.2665458772393625)	(20, 0.2672625336074118)	(22, 0.2679980493535676)	(24, 0.2686371727227343)	(26, 0.26925953220025073)	(28, 0.2700201937838819)	(30, 0.27081857412372623)	(32, 0.27160228605837655)	(34, 0.2724635309919094)	(36, 0.2734588870586444)	(38, 0.2742363125339259)	(40, 0.27504307481959533)	(42, 0.2758058318896829)	(44, 0.2765643979868578)	(46, 0.27726429046325674)	(48, 0.2779641829396557)	(50, 0.2787059851451803)	(52, 0.2795085564579372)	(54, 0.28046200279554656)	(56, 0.2813609664852925)	(58, 0.2821907791219811)	(60, 0.2830184962722134)	(62, 0.2839698471233665)	(64, 0.28494843929845126)	(66, 0.28591445855479836)	(68, 0.2868574274601262)	(70, 0.2879973720923449)	(72, 0.2890472108069433)	(74, 0.2901263863319298)	(76, 0.2916288501210856)	(78, 0.29309149966757203)	(80, 0.29434040959551744)	(82, 0.2956438021713263)	(84, 0.29735791009256685)	(86, 0.2986885439923074)	(88, 0.30028320918553975)	(90, 0.3018380601361027)	(92, 0.3034725395720045)	(94, 0.3050211040631985)	(96, 0.306697493228226)	(98, 0.30844722441922334)	(100, 0.3101822872050267)	(102, 0.31216880836558425)	(104, 0.3141008468782784)	(106, 0.31616071006480584)	(108, 0.3186208111644836)	(110, 0.3210348115621231)	(112, 0.32390562800723266)	(114, 0.3269901840708831)	(116, 0.33015436861987235)	(118, 0.33349876500410214)	(120, 0.3372622586795887)	(122, 0.3414259902682256)	(124, 0.34564210901826964)	(126, 0.35017674170966884)	(128, 0.354925114019609)	(130, 0.3601512572415821)	(132, 0.3661715898304869)	(134, 0.3726592158991431)	(136, 0.3795701302319687)	(138, 0.3869944387465839)
SRR21170618_1 - illumina_universal_adapter	(1, 0.00030603731888032584)	(2, 0.0003189684731992128)	(3, 0.00033189962751809985)	(4, 0.0003448307818369868)	(5, 0.0003534515513829115)	(6, 0.0003534515513829115)	(7, 0.0003534515513829115)	(8, 0.0003620723209288362)	(9, 0.0003620723209288362)	(10, 0.0003685378980882797)	(12, 0.00037284828286124203)	(14, 0.00039008982195309135)	(16, 0.0004159521305908654)	(18, 0.00045043520877456405)	(20, 0.0005021598260501121)	(22, 0.0005711259824175094)	(24, 0.0006400921387849068)	(26, 0.0007133686799252665)	(28, 0.0008469906078870989)	(30, 0.0009956988825542995)	(32, 0.0011961317744970481)	(34, 0.001398719858826278)	(36, 0.0016594981375904992)	(38, 0.0019676906488573062)	(40, 0.002308211045921331)	(42, 0.0026271795191205437)	(44, 0.0029267512608414257)	(46, 0.0033060651208621115)	(48, 0.0037457243677042696)	(50, 0.004206935538411239)	(52, 0.004681077863437097)	(54, 0.00525866942301405)	(56, 0.005870744060774701)	(58, 0.006547474470129788)	(60, 0.007291015843465791)	(62, 0.00814016164373937)	(64, 0.009140170911066633)	(66, 0.010088455561118346)	(68, 0.011284587335615395)	(70, 0.012707014310692965)	(72, 0.01424582167464052)	(74, 0.015959199621893048)	(76, 0.017847148152450552)	(78, 0.019976478230293943)	(80, 0.0223622762021286)	(82, 0.025088594571027276)	(84, 0.028140346990284608)	(86, 0.0316662417345678)	(88, 0.03545722514238817)	(90, 0.03969002298943719)	(92, 0.04453274028186037)	(94, 0.04990563490135792)	(96, 0.056129830513515534)	(98, 0.0628971346070664)	(100, 0.07032608276326699)	(102, 0.07859771114258171)	(104, 0.08764520878102966)	(106, 0.09744271336997304)	(108, 0.10858505800808069)	(110, 0.1208157748013613)	(112, 0.13427495125493621)	(114, 0.14874922332254373)	(116, 0.164852820834331)	(118, 0.18258358859791157)	(120, 0.20196954411430967)	(122, 0.22367879702333449)	(124, 0.2468966846028961)	(126, 0.2723839897654224)	(128, 0.300636406759804)	(130, 0.33091470459747796)	(132, 0.36409173619496904)	(134, 0.399798963654189)	(136, 0.4394545035654425)	(138, 0.4829570618865649)
SRR21170618_1 - polya	(1, 0.0007715588743602581)	(2, 0.004590559783204887)	(3, 0.007250067188122648)	(4, 0.010569063463303647)	(5, 0.01350874587846396)	(6, 0.01629756482657059)	(7, 0.01928466147423349)	(8, 0.025500236316845178)	(9, 0.03544860437284225)	(10, 0.04499610664495382)	(12, 0.051448752650078436)	(14, 0.060200988931578464)	(16, 0.07005883890734332)	(18, 0.07787572169311052)	(20, 0.08703744452804196)	(22, 0.0986603970683349)	(24, 0.10851609185171328)	(26, 0.12060672113987264)	(28, 0.13135035518648125)	(30, 0.14103363457894114)	(32, 0.1488914660200515)	(34, 0.1564755880280787)	(36, 0.16349504963084788)	(38, 0.17062227085294107)	(40, 0.17788095881060967)	(42, 0.18522800965612396)	(44, 0.19268928569812177)	(46, 0.2010104835023256)	(48, 0.20861184704944463)	(50, 0.21633821175497964)	(52, 0.22389647145436908)	(54, 0.2322844802225538)	(56, 0.24064231629732774)	(58, 0.24845919908309497)	(60, 0.25635797917954845)	(62, 0.2646834873685252)	(64, 0.27343787884241166)	(66, 0.2825371010981351)	(68, 0.2926492637755048)	(70, 0.3036558312932641)	(72, 0.31370980377619884)	(74, 0.3220439327347215)	(76, 0.33050090765927354)	(78, 0.33896219296859864)	(80, 0.34623812246535907)	(82, 0.3534019819580224)	(84, 0.3614494703291431)	(86, 0.3714043039622996)	(88, 0.38059188910586883)	(90, 0.3905661194705037)	(92, 0.39976017019123233)	(94, 0.4102300948047579)	(96, 0.419600871301178)	(98, 0.4287906116371337)	(100, 0.43771310811716574)	(102, 0.446896382875962)	(104, 0.4556938781975781)	(106, 0.46361205502550995)	(108, 0.47312291902705134)	(110, 0.4820561914690158)	(112, 0.4899183332948991)	(114, 0.4975735766516802)	(116, 0.5051727850064127)	(118, 0.5126426818179565)	(120, 0.5193862787952561)	(122, 0.5270113494586264)	(124, 0.5353239264932843)	(126, 0.5444231487490079)	(128, 0.5539663406363464)	(130, 0.5638478977283625)	(132, 0.5741087686803994)	(134, 0.5854343046713579)	(136, 0.596529235076963)	(138, 0.6060444094632773)
SRR21170618_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 7.758692591332205e-05)	(4, 0.00017672577569145576)	(5, 0.0003103477036532882)	(6, 0.000616385022533614)	(7, 0.0009525950348246762)	(8, 0.0013448400491642488)	(9, 0.0018965693001034276)	(10, 0.002403039510926502)	(12, 0.0030108037639141917)	(14, 0.003609947247355956)	(16, 0.004176762845000503)	(18, 0.004709095364461352)	(20, 0.005217720767670907)	(22, 0.0057996227120208224)	(24, 0.006206954073065763)	(26, 0.006747907362072536)	(28, 0.007366447576992632)	(30, 0.008000074138618096)	(32, 0.008825512822640382)	(34, 0.009685434584846369)	(36, 0.010640184812057526)	(38, 0.011543210421993135)	(40, 0.012528133342615029)	(42, 0.013390210297207496)	(44, 0.014170389941113679)	(46, 0.014993673432749485)	(48, 0.015847129617796024)	(50, 0.016556187912948328)	(52, 0.017265246208100635)	(54, 0.01808637450734996)	(56, 0.019047590311720562)	(58, 0.0200044957313182)	(60, 0.021064850385466932)	(62, 0.02231055158485305)	(64, 0.02369849548174692)	(66, 0.0250627322623895)	(68, 0.02675455828577722)	(70, 0.04818363618455947)	(72, 0.05580439646315688)	(74, 0.0579876063506623)	(76, 0.059769950454282225)	(78, 0.061233326084702944)	(80, 0.06266221863693995)	(82, 0.06419887080850104)	(84, 0.06591224875575355)	(86, 0.06731096861457983)	(88, 0.06884546559375443)	(90, 0.07028297891553736)	(92, 0.07169462992868253)	(94, 0.07311274651898714)	(96, 0.0745243975321323)	(98, 0.07606536008846634)	(100, 0.0777873588052648)	(102, 0.0794447017504688)	(104, 0.08129385681806965)	(106, 0.08309775284555439)	(108, 0.08541242946863517)	(110, 0.08782840013388055)	(112, 0.09042325176720388)	(114, 0.09291680935836258)	(116, 0.09556338560896147)	(118, 0.09829185917024662)	(120, 0.10113886831278825)	(122, 0.10420355188636446)	(124, 0.107117371992887)	(126, 0.11043852346045449)	(128, 0.11388683127882435)	(130, 0.11759160699118548)	(132, 0.12120370943092793)	(134, 0.12492357148999442)	(136, 0.1287253308597472)	(138, 0.1326844192737131)
SRR21170618_2 - illumina_universal_adapter	(1, 0.00025431270160477783)	(2, 0.0002672438559236648)	(3, 0.00028017501024255184)	(4, 0.0002844853950155142)	(5, 0.0002931061645614388)	(6, 0.00029741654933440116)	(7, 0.00029741654933440116)	(8, 0.00030603731888032584)	(9, 0.00030603731888032584)	(10, 0.00031250289603976933)	(12, 0.00032112366558569396)	(14, 0.00034052039706402454)	(16, 0.0003771586676342044)	(18, 0.0004137969382043842)	(20, 0.00047845270979881925)	(22, 0.000603453868214727)	(24, 0.0007112134875387854)	(26, 0.0008340594535682119)	(28, 0.001028026768351517)	(30, 0.0012500115841590773)	(32, 0.0015237210172421856)	(34, 0.0018038960274847373)	(36, 0.0021271748854569126)	(38, 0.002568989324685552)	(40, 0.0030108037639141917)	(42, 0.003452618203142831)	(44, 0.003890122257598508)	(46, 0.0044289203542187995)	(48, 0.005028063837660564)	(50, 0.005700483862242689)	(52, 0.006441870043192211)	(54, 0.007211273725165987)	(56, 0.008047488371120681)	(58, 0.00895266917344277)	(60, 0.009888022669175598)	(62, 0.010956998092870257)	(64, 0.012211320061802297)	(66, 0.013347106449477873)	(68, 0.014827723618990435)	(70, 0.01640963483066761)	(72, 0.018127323162693103)	(74, 0.020047599579047823)	(76, 0.0221790848492777)	(78, 0.024646780131798635)	(80, 0.027325684268194726)	(82, 0.030349419186427806)	(84, 0.03368350180831417)	(86, 0.03749819233238584)	(88, 0.04159736825147302)	(90, 0.04619223841945087)	(92, 0.0513151307221166)	(94, 0.056987597083335034)	(96, 0.0635264507839189)	(98, 0.07061487854305545)	(100, 0.07853090017860079)	(102, 0.08721201511134694)	(104, 0.09664744737936148)	(106, 0.10680271390446075)	(108, 0.11817566412792188)	(110, 0.13081586747463392)	(112, 0.1448591010649452)	(114, 0.1599799308484971)	(116, 0.17652534279951299)	(118, 0.1945750790362928)	(120, 0.21443948726248974)	(122, 0.23657977864881075)	(124, 0.2601963768198714)	(126, 0.2860392887261671)	(128, 0.3145244664982887)	(130, 0.34530923454678564)	(132, 0.37912204789828874)	(134, 0.4152754001815103)	(136, 0.4554546518426787)	(138, 0.49961669903406436)
SRR21170618_2 - polya	(1, 0.002043122382384147)	(2, 0.0077500718217862795)	(3, 0.013517366648009885)	(4, 0.022767452370787058)	(5, 0.034103764323678)	(6, 0.04496162356677012)	(7, 0.05497895777913459)	(8, 0.07135841991639147)	(9, 0.09083273832063529)	(10, 0.11654418349135563)	(12, 0.14005733242786517)	(14, 0.16788086613733705)	(16, 0.195695779077263)	(18, 0.21920677282138606)	(20, 0.24316820177428367)	(22, 0.2681856749965571)	(24, 0.2900975159899111)	(26, 0.3136688551208556)	(28, 0.3357854393909254)	(30, 0.35528130971903404)	(32, 0.3722340530310949)	(34, 0.3889540355654158)	(36, 0.40473650941161743)	(38, 0.41951897399049176)	(40, 0.4337583300879728)	(42, 0.4476226827102061)	(44, 0.46128660244049674)	(46, 0.47660139953883196)	(48, 0.49025238811480365)	(50, 0.5032675949367634)	(52, 0.5160155579027995)	(54, 0.529862668985941)	(56, 0.5428455479221036)	(58, 0.5553995435733563)	(60, 0.5673759476650322)	(62, 0.5797747694644584)	(64, 0.5927813555168723)	(66, 0.6060142367698667)	(68, 0.620057470360178)	(70, 0.6347989862837091)	(72, 0.6484952338997969)	(74, 0.6600276683598576)	(76, 0.6721484703414278)	(78, 0.6840365115452578)	(80, 0.6945473848141265)	(82, 0.7043298030563645)	(84, 0.7149355047902384)	(86, 0.7275476906359262)	(88, 0.7392223677934946)	(90, 0.7519380028737335)	(92, 0.7637635434983556)	(94, 0.7766623699314454)	(96, 0.7889038626866585)	(98, 0.8004901769563812)	(100, 0.8122079579616794)	(102, 0.8235054764516136)	(104, 0.8342857487687925)	(106, 0.8443892906766162)	(108, 0.8562730214956733)	(110, 0.8670382074661468)	(112, 0.8766007960849638)	(114, 0.886003900467181)	(116, 0.8953272627310986)	(118, 0.9042346728644253)	(120, 0.9127412172138665)	(122, 0.9214912983029799)	(124, 0.9310689732685022)	(126, 0.9410949282504126)	(128, 0.9513902822806333)	(130, 0.9620153807459854)	(132, 0.9735822982842297)	(134, 0.9858431877709212)	(136, 0.997367001461436)	(138, 1.0083304651314657)
SRR21170618_2 - polyg	(1, 0.2543859781459182)	(2, 0.26981284524835036)	(3, 0.270536989890208)	(4, 0.2709680283675043)	(5, 0.2714206187686653)	(6, 0.27195941686528563)	(7, 0.27261890573554887)	(8, 0.27351977615309797)	(9, 0.27473530465907336)	(10, 0.2767935133881628)	(12, 0.2790090511614655)	(14, 0.28045518525279434)	(16, 0.28142933221148386)	(18, 0.28233451301380597)	(20, 0.2830974511186203)	(22, 0.28396168326559923)	(24, 0.28468151752268395)	(26, 0.2854509212046577)	(28, 0.28628067027345294)	(30, 0.28719662703770743)	(32, 0.2881750843811699)	(34, 0.2890177646042841)	(36, 0.2899832907934276)	(38, 0.2908389021708606)	(40, 0.29167511681681535)	(42, 0.29243805492162966)	(44, 0.29317728591019265)	(46, 0.2940307420952393)	(48, 0.2948173873163049)	(50, 0.2955372215733896)	(52, 0.29642085045184685)	(54, 0.29743163568110653)	(56, 0.2982570743651288)	(58, 0.2991234617044942)	(60, 0.2999963146210191)	(62, 0.3009424440786843)	(64, 0.3020717648892005)	(66, 0.30327436224085697)	(68, 0.3043110097787544)	(70, 0.3053735196252896)	(72, 0.306539478706376)	(74, 0.3078024214448539)	(76, 0.30916450303311)	(78, 0.31041882500204204)	(80, 0.3117291819730226)	(82, 0.3132615237598107)	(84, 0.3150352470938847)	(86, 0.3167033660010211)	(88, 0.3185137276056653)	(90, 0.3202206399757584)	(92, 0.32209565735199697)	(94, 0.3240547272313084)	(96, 0.32609569442130604)	(98, 0.3280504539158445)	(100, 0.330162542454596)	(102, 0.33231557964869074)	(104, 0.3347531022378009)	(106, 0.3372057111736165)	(108, 0.33992771915774217)	(110, 0.3429492988835888)	(112, 0.34655709093855824)	(114, 0.35022091799557625)	(116, 0.3540937987140829)	(118, 0.3584515977195478)	(120, 0.3631003476971877)	(122, 0.36795815133631626)	(124, 0.3733806153807029)	(126, 0.37897980520078095)	(128, 0.38507899965452264)	(130, 0.3917859583612521)	(132, 0.3992903382509795)	(134, 0.40761584643995624)	(136, 0.41650170464941805)	(138, 0.4257905838351519)
