Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR21170613_1	(0.0, 8.0)	(1.0, 7.5)	(2.0, 6.0)	(3.0, 13.0)	(4.0, 19.0)	(5.0, 21.0)	(6.0, 36.0)	(7.0, 46.5)	(8.0, 64.5)	(9.0, 104.5)	(10.0, 150.5)	(11.0, 189.5)	(12.0, 256.5)	(13.0, 357.0)	(14.0, 498.0)	(15.0, 696.0)	(16.0, 1110.0)	(17.0, 1769.5)	(18.0, 2843.0)	(19.0, 4660.0)	(20.0, 7545.0)	(21.0, 11871.0)	(22.0, 17923.0)	(23.0, 26428.0)	(24.0, 37748.5)	(25.0, 52686.5)	(26.0, 71089.0)	(27.0, 93203.5)	(28.0, 118424.5)	(29.0, 145472.5)	(30.0, 176229.5)	(31.0, 209983.5)	(32.0, 243358.0)	(33.0, 278850.5)	(34.0, 319924.0)	(35.0, 361348.0)	(36.0, 404886.5)	(37.0, 455667.5)	(38.0, 505866.0)	(39.0, 547101.5)	(40.0, 583370.0)	(41.0, 624190.0)	(42.0, 665887.5)	(43.0, 697932.5)	(44.0, 718297.5)	(45.0, 737277.5)	(46.0, 750197.5)	(47.0, 743783.5)	(48.0, 734542.0)	(49.0, 735188.5)	(50.0, 739800.5)	(51.0, 743740.0)	(52.0, 744233.5)	(53.0, 737677.5)	(54.0, 726609.5)	(55.0, 719110.5)	(56.0, 697212.0)	(57.0, 672136.5)	(58.0, 653396.0)	(59.0, 638942.5)	(60.0, 618675.0)	(61.0, 588070.5)	(62.0, 548385.0)	(63.0, 498887.0)	(64.0, 461717.0)	(65.0, 426046.0)	(66.0, 386609.0)	(67.0, 352164.0)	(68.0, 313766.0)	(69.0, 268602.5)	(70.0, 230823.5)	(71.0, 203225.5)	(72.0, 182334.5)	(73.0, 166955.0)	(74.0, 151962.5)	(75.0, 134609.5)	(76.0, 115387.0)	(77.0, 100969.0)	(78.0, 90498.0)	(79.0, 77246.5)	(80.0, 64416.0)	(81.0, 52370.0)	(82.0, 42511.0)	(83.0, 34068.0)	(84.0, 26698.5)	(85.0, 20192.0)	(86.0, 14417.0)	(87.0, 9495.5)	(88.0, 5835.0)	(89.0, 3669.5)	(90.0, 2430.5)	(91.0, 1619.0)	(92.0, 1090.0)	(93.0, 810.0)	(94.0, 577.5)	(95.0, 391.0)	(96.0, 295.5)	(97.0, 180.0)	(98.0, 121.0)	(99.0, 82.5)	(100.0, 39.5)
SRR21170613_2	(0.0, 397.0)	(1.0, 613.5)	(2.0, 1407.5)	(3.0, 2700.5)	(4.0, 4091.0)	(5.0, 5190.0)	(6.0, 5911.0)	(7.0, 6288.5)	(8.0, 6344.5)	(9.0, 6197.5)	(10.0, 6007.0)	(11.0, 5816.5)	(12.0, 5691.5)	(13.0, 5623.5)	(14.0, 5554.0)	(15.0, 5613.5)	(16.0, 5932.5)	(17.0, 6576.5)	(18.0, 7632.5)	(19.0, 9413.0)	(20.0, 12314.5)	(21.0, 16728.5)	(22.0, 22895.5)	(23.0, 31237.5)	(24.0, 42219.0)	(25.0, 56745.5)	(26.0, 74945.5)	(27.0, 96283.0)	(28.0, 120748.0)	(29.0, 147526.5)	(30.0, 177726.0)	(31.0, 210741.0)	(32.0, 243612.5)	(33.0, 278132.0)	(34.0, 318011.0)	(35.0, 358217.0)	(36.0, 401159.5)	(37.0, 451509.5)	(38.0, 499159.5)	(39.0, 541098.5)	(40.0, 578852.0)	(41.0, 617564.5)	(42.0, 659219.5)	(43.0, 690633.5)	(44.0, 711040.5)	(45.0, 731690.0)	(46.0, 743753.0)	(47.0, 737533.0)	(48.0, 728035.5)	(49.0, 726434.5)	(50.0, 731050.5)	(51.0, 734717.5)	(52.0, 735323.5)	(53.0, 729441.0)	(54.0, 718026.5)	(55.0, 711108.5)	(56.0, 690967.5)	(57.0, 667251.5)	(58.0, 650427.0)	(59.0, 634975.5)	(60.0, 614457.0)	(61.0, 586552.5)	(62.0, 547093.5)	(63.0, 497581.5)	(64.0, 457874.5)	(65.0, 421713.0)	(66.0, 383995.0)	(67.0, 349749.5)	(68.0, 311802.5)	(69.0, 268598.5)	(70.0, 232181.0)	(71.0, 204223.0)	(72.0, 182863.5)	(73.0, 166491.0)	(74.0, 151855.0)	(75.0, 135304.0)	(76.0, 115825.0)	(77.0, 100967.5)	(78.0, 90492.0)	(79.0, 77391.5)	(80.0, 64533.0)	(81.0, 53055.0)	(82.0, 43404.0)	(83.0, 35073.5)	(84.0, 27628.0)	(85.0, 20735.5)	(86.0, 15225.5)	(87.0, 10669.0)	(88.0, 7144.0)	(89.0, 5111.0)	(90.0, 3918.5)	(91.0, 3179.0)	(92.0, 2736.5)	(93.0, 2584.5)	(94.0, 2460.0)	(95.0, 2413.5)	(96.0, 2476.5)	(97.0, 2555.5)	(98.0, 2739.5)	(99.0, 3253.5)	(100.0, 11155.5)
SRR21170614_1	(0.0, 3.0)	(1.0, 7.0)	(2.0, 10.0)	(3.0, 16.5)	(4.0, 18.5)	(5.0, 23.0)	(6.0, 40.5)	(7.0, 54.5)	(8.0, 79.0)	(9.0, 103.5)	(10.0, 135.5)	(11.0, 189.5)	(12.0, 271.0)	(13.0, 381.0)	(14.0, 526.5)	(15.0, 789.0)	(16.0, 1220.5)	(17.0, 1884.5)	(18.0, 3048.5)	(19.0, 5127.5)	(20.0, 8331.0)	(21.0, 13142.5)	(22.0, 19699.5)	(23.0, 28481.0)	(24.0, 40043.5)	(25.0, 55226.5)	(26.0, 74568.5)	(27.0, 97482.5)	(28.0, 123562.5)	(29.0, 152374.5)	(30.0, 185260.0)	(31.0, 221210.5)	(32.0, 257158.5)	(33.0, 295687.5)	(34.0, 339046.5)	(35.0, 382930.0)	(36.0, 430169.5)	(37.0, 483899.5)	(38.0, 533822.0)	(39.0, 576804.5)	(40.0, 616487.5)	(41.0, 657208.5)	(42.0, 699384.5)	(43.0, 731559.0)	(44.0, 749532.5)	(45.0, 764324.0)	(46.0, 770947.0)	(47.0, 761814.5)	(48.0, 752285.5)	(49.0, 750360.0)	(50.0, 749144.0)	(51.0, 745026.0)	(52.0, 740217.5)	(53.0, 728793.5)	(54.0, 708381.5)	(55.0, 697083.5)	(56.0, 672654.5)	(57.0, 636071.5)	(58.0, 615500.5)	(59.0, 601181.5)	(60.0, 576107.5)	(61.0, 541021.5)	(62.0, 501137.5)	(63.0, 462594.0)	(64.0, 431912.0)	(65.0, 395372.5)	(66.0, 355287.0)	(67.0, 321292.5)	(68.0, 284837.0)	(69.0, 242543.0)	(70.0, 207289.5)	(71.0, 180505.0)	(72.0, 160359.5)	(73.0, 146668.5)	(74.0, 132404.0)	(75.0, 115972.5)	(76.0, 97659.0)	(77.0, 84100.0)	(78.0, 74562.0)	(79.0, 61834.0)	(80.0, 50044.5)	(81.0, 39416.5)	(82.0, 30956.0)	(83.0, 24050.0)	(84.0, 18048.5)	(85.0, 12740.5)	(86.0, 8556.0)	(87.0, 5276.5)	(88.0, 2970.0)	(89.0, 1741.5)	(90.0, 1133.5)	(91.0, 849.0)	(92.0, 675.0)	(93.0, 517.5)	(94.0, 374.5)	(95.0, 266.0)	(96.0, 217.0)	(97.0, 136.5)	(98.0, 98.0)	(99.0, 54.5)	(100.0, 17.5)
SRR21170614_2	(0.0, 466.0)	(1.0, 676.0)	(2.0, 1551.5)	(3.0, 3038.5)	(4.0, 4430.5)	(5.0, 5490.0)	(6.0, 6332.5)	(7.0, 6607.5)	(8.0, 6511.0)	(9.0, 6280.5)	(10.0, 6000.0)	(11.0, 5867.5)	(12.0, 5691.0)	(13.0, 5566.5)	(14.0, 5621.5)	(15.0, 5694.0)	(16.0, 6063.0)	(17.0, 6661.0)	(18.0, 7663.0)	(19.0, 9739.5)	(20.0, 12875.5)	(21.0, 17384.0)	(22.0, 23731.0)	(23.0, 32659.0)	(24.0, 44258.0)	(25.0, 58812.0)	(26.0, 77412.0)	(27.0, 100231.0)	(28.0, 126515.0)	(29.0, 154549.0)	(30.0, 186239.0)	(31.0, 221960.0)	(32.0, 257641.0)	(33.0, 295571.5)	(34.0, 338703.0)	(35.0, 381910.5)	(36.0, 427967.5)	(37.0, 480881.0)	(38.0, 531346.0)	(39.0, 574911.0)	(40.0, 612499.5)	(41.0, 652737.0)	(42.0, 695753.0)	(43.0, 725454.5)	(44.0, 742339.0)	(45.0, 758324.5)	(46.0, 766684.0)	(47.0, 758652.0)	(48.0, 748037.5)	(49.0, 743998.5)	(50.0, 742043.5)	(51.0, 737561.0)	(52.0, 731091.0)	(53.0, 719719.0)	(54.0, 701634.5)	(55.0, 689375.0)	(56.0, 664777.5)	(57.0, 630967.5)	(58.0, 609904.5)	(59.0, 594260.5)	(60.0, 570358.5)	(61.0, 536711.0)	(62.0, 497395.5)	(63.0, 457722.0)	(64.0, 425043.5)	(65.0, 389859.5)	(66.0, 352824.5)	(67.0, 319959.0)	(68.0, 283255.0)	(69.0, 242448.5)	(70.0, 207060.5)	(71.0, 179615.5)	(72.0, 159297.0)	(73.0, 144932.5)	(74.0, 131375.5)	(75.0, 115031.0)	(76.0, 97459.5)	(77.0, 84180.0)	(78.0, 74126.0)	(79.0, 62099.5)	(80.0, 50935.5)	(81.0, 40281.5)	(82.0, 31532.5)	(83.0, 24533.0)	(84.0, 18602.0)	(85.0, 13588.0)	(86.0, 9666.5)	(87.0, 6564.5)	(88.0, 4290.5)	(89.0, 3029.5)	(90.0, 2491.5)	(91.0, 2225.5)	(92.0, 2045.5)	(93.0, 1971.0)	(94.0, 1902.0)	(95.0, 1934.0)	(96.0, 2049.0)	(97.0, 2167.0)	(98.0, 2393.0)	(99.0, 3001.5)	(100.0, 10541.0)
SRR21170615_1	(0.0, 3.0)	(1.0, 5.0)	(2.0, 5.0)	(3.0, 6.5)	(4.0, 9.0)	(5.0, 21.0)	(6.0, 34.5)	(7.0, 46.0)	(8.0, 59.0)	(9.0, 74.5)	(10.0, 119.0)	(11.0, 172.0)	(12.0, 242.5)	(13.0, 336.0)	(14.0, 447.0)	(15.0, 608.0)	(16.0, 951.5)	(17.0, 1553.5)	(18.0, 2533.5)	(19.0, 4289.5)	(20.0, 6804.5)	(21.0, 10729.0)	(22.0, 16473.0)	(23.0, 24147.0)	(24.0, 34469.5)	(25.0, 47583.5)	(26.0, 64184.5)	(27.0, 84651.5)	(28.0, 108023.0)	(29.0, 133500.0)	(30.0, 162152.0)	(31.0, 193702.5)	(32.0, 226207.5)	(33.0, 261164.5)	(34.0, 300527.0)	(35.0, 340651.5)	(36.0, 383792.0)	(37.0, 434511.5)	(38.0, 482378.0)	(39.0, 523984.0)	(40.0, 562261.5)	(41.0, 603418.0)	(42.0, 646975.0)	(43.0, 680736.0)	(44.0, 701135.0)	(45.0, 718293.0)	(46.0, 728467.0)	(47.0, 723712.5)	(48.0, 718056.0)	(49.0, 717074.5)	(50.0, 717647.0)	(51.0, 717542.0)	(52.0, 716189.0)	(53.0, 707285.5)	(54.0, 689860.5)	(55.0, 681346.5)	(56.0, 660551.5)	(57.0, 627373.0)	(58.0, 607845.0)	(59.0, 594679.5)	(60.0, 571809.0)	(61.0, 538902.5)	(62.0, 501360.0)	(63.0, 465915.0)	(64.0, 435599.0)	(65.0, 397648.0)	(66.0, 358690.0)	(67.0, 326545.0)	(68.0, 289752.0)	(69.0, 247464.5)	(70.0, 212408.5)	(71.0, 185584.0)	(72.0, 164809.0)	(73.0, 151015.0)	(74.0, 137688.0)	(75.0, 120966.0)	(76.0, 103089.5)	(77.0, 89845.5)	(78.0, 80150.0)	(79.0, 67391.5)	(80.0, 55447.0)	(81.0, 44645.0)	(82.0, 35956.0)	(83.0, 28586.5)	(84.0, 21914.0)	(85.0, 16062.0)	(86.0, 11265.5)	(87.0, 7379.5)	(88.0, 4496.5)	(89.0, 2689.5)	(90.0, 1689.0)	(91.0, 1182.0)	(92.0, 848.5)	(93.0, 651.5)	(94.0, 449.0)	(95.0, 311.5)	(96.0, 254.5)	(97.0, 154.5)	(98.0, 105.0)	(99.0, 64.5)	(100.0, 22.0)
SRR21170615_2	(0.0, 328.0)	(1.0, 504.0)	(2.0, 1128.0)	(3.0, 2150.5)	(4.0, 3211.5)	(5.0, 4103.5)	(6.0, 4842.0)	(7.0, 5154.0)	(8.0, 5238.5)	(9.0, 5331.0)	(10.0, 5267.5)	(11.0, 5121.5)	(12.0, 5022.0)	(13.0, 5057.5)	(14.0, 5036.0)	(15.0, 5073.5)	(16.0, 5377.0)	(17.0, 5857.5)	(18.0, 6815.5)	(19.0, 8499.5)	(20.0, 11000.5)	(21.0, 14799.5)	(22.0, 20494.5)	(23.0, 28258.5)	(24.0, 38087.5)	(25.0, 51080.5)	(26.0, 67378.5)	(27.0, 86689.0)	(28.0, 109152.0)	(29.0, 134712.0)	(30.0, 163456.0)	(31.0, 195037.5)	(32.0, 226859.5)	(33.0, 260507.0)	(34.0, 298956.5)	(35.0, 338110.5)	(36.0, 381000.0)	(37.0, 430801.0)	(38.0, 478980.5)	(39.0, 521023.5)	(40.0, 557859.5)	(41.0, 598167.0)	(42.0, 641103.0)	(43.0, 673370.0)	(44.0, 693482.5)	(45.0, 711142.0)	(46.0, 722207.5)	(47.0, 719358.5)	(48.0, 713677.5)	(49.0, 711541.5)	(50.0, 711584.5)	(51.0, 709969.5)	(52.0, 708196.0)	(53.0, 701084.5)	(54.0, 684945.0)	(55.0, 675339.5)	(56.0, 652956.5)	(57.0, 621411.5)	(58.0, 603416.5)	(59.0, 590578.0)	(60.0, 568098.0)	(61.0, 535157.5)	(62.0, 498237.0)	(63.0, 459849.0)	(64.0, 428064.0)	(65.0, 393911.0)	(66.0, 357485.5)	(67.0, 325351.5)	(68.0, 288536.0)	(69.0, 247833.0)	(70.0, 213010.0)	(71.0, 185518.0)	(72.0, 165215.5)	(73.0, 150898.0)	(74.0, 136991.0)	(75.0, 120771.5)	(76.0, 103373.0)	(77.0, 89971.5)	(78.0, 79944.0)	(79.0, 67819.0)	(80.0, 56052.5)	(81.0, 45074.0)	(82.0, 36673.5)	(83.0, 29431.0)	(84.0, 22676.5)	(85.0, 17150.0)	(86.0, 12497.5)	(87.0, 8626.0)	(88.0, 5756.0)	(89.0, 3999.0)	(90.0, 3144.0)	(91.0, 2743.5)	(92.0, 2371.5)	(93.0, 2198.5)	(94.0, 2194.5)	(95.0, 2169.0)	(96.0, 2298.5)	(97.0, 2590.0)	(98.0, 3144.0)	(99.0, 4375.5)	(100.0, 13544.5)
SRR21170616_1	(0.0, 10.0)	(1.0, 8.5)	(2.0, 9.0)	(3.0, 14.0)	(4.0, 19.5)	(5.0, 25.0)	(6.0, 29.5)	(7.0, 49.0)	(8.0, 72.0)	(9.0, 103.5)	(10.0, 142.5)	(11.0, 196.0)	(12.0, 244.0)	(13.0, 319.0)	(14.0, 478.0)	(15.0, 720.0)	(16.0, 1034.5)	(17.0, 1667.5)	(18.0, 2736.5)	(19.0, 4462.5)	(20.0, 7214.0)	(21.0, 11412.0)	(22.0, 17264.5)	(23.0, 25443.5)	(24.0, 35924.5)	(25.0, 49832.0)	(26.0, 67944.0)	(27.0, 88824.5)	(28.0, 113326.5)	(29.0, 141379.0)	(30.0, 172575.0)	(31.0, 206668.0)	(32.0, 241107.5)	(33.0, 278260.5)	(34.0, 321396.0)	(35.0, 364891.0)	(36.0, 411496.5)	(37.0, 465260.5)	(38.0, 515976.0)	(39.0, 561526.0)	(40.0, 602947.5)	(41.0, 649270.0)	(42.0, 696748.5)	(43.0, 730485.0)	(44.0, 751475.5)	(45.0, 770513.5)	(46.0, 781511.0)	(47.0, 777223.0)	(48.0, 771281.5)	(49.0, 770171.5)	(50.0, 771932.5)	(51.0, 769481.0)	(52.0, 766272.5)	(53.0, 757836.0)	(54.0, 738034.0)	(55.0, 727799.5)	(56.0, 703295.5)	(57.0, 665446.0)	(58.0, 645363.5)	(59.0, 630571.5)	(60.0, 603179.0)	(61.0, 566436.5)	(62.0, 525794.5)	(63.0, 483722.0)	(64.0, 450278.5)	(65.0, 415774.5)	(66.0, 376582.0)	(67.0, 338028.0)	(68.0, 295834.0)	(69.0, 251801.5)	(70.0, 214829.5)	(71.0, 185434.5)	(72.0, 163720.5)	(73.0, 148365.0)	(74.0, 134020.0)	(75.0, 117600.5)	(76.0, 99715.0)	(77.0, 86348.0)	(78.0, 76463.0)	(79.0, 64194.5)	(80.0, 52604.5)	(81.0, 41749.0)	(82.0, 33461.0)	(83.0, 26812.5)	(84.0, 20696.5)	(85.0, 15209.5)	(86.0, 10696.5)	(87.0, 6983.5)	(88.0, 4125.0)	(89.0, 2479.5)	(90.0, 1579.0)	(91.0, 1109.5)	(92.0, 786.5)	(93.0, 618.0)	(94.0, 459.5)	(95.0, 298.0)	(96.0, 228.5)	(97.0, 140.5)	(98.0, 94.0)	(99.0, 59.0)	(100.0, 26.0)
SRR21170616_2	(0.0, 363.0)	(1.0, 528.5)	(2.0, 1384.0)	(3.0, 2743.5)	(4.0, 3967.0)	(5.0, 5049.0)	(6.0, 5816.0)	(7.0, 6025.5)	(8.0, 5953.5)	(9.0, 5792.5)	(10.0, 5534.0)	(11.0, 5305.0)	(12.0, 5128.0)	(13.0, 4977.0)	(14.0, 4951.5)	(15.0, 5036.0)	(16.0, 5243.0)	(17.0, 5736.5)	(18.0, 6800.5)	(19.0, 8549.0)	(20.0, 11229.5)	(21.0, 15236.0)	(22.0, 21044.5)	(23.0, 29101.0)	(24.0, 39441.5)	(25.0, 53086.0)	(26.0, 70373.0)	(27.0, 90970.0)	(28.0, 115033.0)	(29.0, 141819.0)	(30.0, 172552.5)	(31.0, 206719.5)	(32.0, 241313.0)	(33.0, 278257.5)	(34.0, 319218.5)	(35.0, 361465.0)	(36.0, 407547.5)	(37.0, 461694.0)	(38.0, 513098.0)	(39.0, 558479.0)	(40.0, 600182.0)	(41.0, 644020.0)	(42.0, 689844.0)	(43.0, 724967.0)	(44.0, 746481.5)	(45.0, 765618.5)	(46.0, 777514.5)	(47.0, 772742.5)	(48.0, 765625.5)	(49.0, 765056.5)	(50.0, 766834.5)	(51.0, 763703.5)	(52.0, 759342.5)	(53.0, 751931.0)	(54.0, 734255.5)	(55.0, 721950.0)	(56.0, 697504.5)	(57.0, 662095.5)	(58.0, 641679.0)	(59.0, 626048.5)	(60.0, 599314.5)	(61.0, 564738.0)	(62.0, 524034.5)	(63.0, 480701.5)	(64.0, 447299.5)	(65.0, 409928.0)	(66.0, 369253.0)	(67.0, 334523.0)	(68.0, 294958.0)	(69.0, 251100.0)	(70.0, 214212.5)	(71.0, 185140.5)	(72.0, 163120.5)	(73.0, 147519.5)	(74.0, 133670.0)	(75.0, 117874.5)	(76.0, 100145.0)	(77.0, 86419.5)	(78.0, 76564.5)	(79.0, 64237.5)	(80.0, 52927.0)	(81.0, 42675.5)	(82.0, 34475.0)	(83.0, 27730.5)	(84.0, 21285.0)	(85.0, 15967.0)	(86.0, 11864.5)	(87.0, 8199.5)	(88.0, 5446.5)	(89.0, 3807.5)	(90.0, 2966.0)	(91.0, 2544.0)	(92.0, 2248.5)	(93.0, 2105.5)	(94.0, 2012.5)	(95.0, 1970.5)	(96.0, 1928.0)	(97.0, 1853.0)	(98.0, 1915.0)	(99.0, 2261.0)	(100.0, 8316.5)
SRR21170617_1	(0.0, 11.0)	(1.0, 11.5)	(2.0, 11.0)	(3.0, 15.5)	(4.0, 21.5)	(5.0, 30.0)	(6.0, 38.0)	(7.0, 48.5)	(8.0, 67.0)	(9.0, 99.5)	(10.0, 136.5)	(11.0, 185.5)	(12.0, 262.5)	(13.0, 371.0)	(14.0, 501.5)	(15.0, 724.0)	(16.0, 1145.5)	(17.0, 1852.5)	(18.0, 2997.5)	(19.0, 4902.0)	(20.0, 8006.0)	(21.0, 12657.5)	(22.0, 18768.5)	(23.0, 27513.0)	(24.0, 38913.5)	(25.0, 53445.0)	(26.0, 72024.5)	(27.0, 94191.0)	(28.0, 119770.0)	(29.0, 146671.5)	(30.0, 177578.0)	(31.0, 212395.0)	(32.0, 245022.5)	(33.0, 280650.5)	(34.0, 322462.5)	(35.0, 363265.5)	(36.0, 407613.0)	(37.0, 459675.5)	(38.0, 508215.0)	(39.0, 548727.5)	(40.0, 585907.0)	(41.0, 626647.5)	(42.0, 669295.5)	(43.0, 700747.0)	(44.0, 719266.5)	(45.0, 739052.5)	(46.0, 750818.0)	(47.0, 743148.0)	(48.0, 733718.0)	(49.0, 732707.0)	(50.0, 737071.5)	(51.0, 738752.0)	(52.0, 738251.5)	(53.0, 731178.0)	(54.0, 716194.5)	(55.0, 708628.0)	(56.0, 687380.0)	(57.0, 657322.0)	(58.0, 636849.5)	(59.0, 620122.5)	(60.0, 595887.5)	(61.0, 564115.0)	(62.0, 523712.0)	(63.0, 477953.0)	(64.0, 441886.0)	(65.0, 402672.5)	(66.0, 362570.0)	(67.0, 328740.5)	(68.0, 290760.5)	(69.0, 248051.0)	(70.0, 212570.0)	(71.0, 185034.5)	(72.0, 164256.0)	(73.0, 150300.0)	(74.0, 136227.5)	(75.0, 120140.0)	(76.0, 101867.0)	(77.0, 88056.5)	(78.0, 78354.0)	(79.0, 65266.0)	(80.0, 53258.5)	(81.0, 42469.0)	(82.0, 33770.0)	(83.0, 26656.0)	(84.0, 20218.5)	(85.0, 14433.5)	(86.0, 9989.5)	(87.0, 6412.5)	(88.0, 3827.5)	(89.0, 2285.5)	(90.0, 1426.5)	(91.0, 1020.0)	(92.0, 763.5)	(93.0, 586.0)	(94.0, 411.0)	(95.0, 259.0)	(96.0, 206.5)	(97.0, 150.5)	(98.0, 100.0)	(99.0, 64.5)	(100.0, 30.0)
SRR21170617_2	(0.0, 432.0)	(1.0, 668.5)	(2.0, 1586.0)	(3.0, 3010.5)	(4.0, 4345.5)	(5.0, 5387.5)	(6.0, 6119.5)	(7.0, 6411.5)	(8.0, 6295.5)	(9.0, 6041.0)	(10.0, 5761.5)	(11.0, 5575.5)	(12.0, 5522.5)	(13.0, 5418.0)	(14.0, 5319.0)	(15.0, 5372.0)	(16.0, 5730.5)	(17.0, 6318.0)	(18.0, 7394.5)	(19.0, 9389.0)	(20.0, 12304.5)	(21.0, 16765.0)	(22.0, 22897.5)	(23.0, 31370.0)	(24.0, 42655.0)	(25.0, 56963.0)	(26.0, 75104.0)	(27.0, 96690.0)	(28.0, 121619.5)	(29.0, 149184.0)	(30.0, 179704.0)	(31.0, 213483.5)	(32.0, 246790.0)	(33.0, 281970.5)	(34.0, 322818.0)	(35.0, 363983.5)	(36.0, 406289.5)	(37.0, 455734.5)	(38.0, 505282.5)	(39.0, 547765.5)	(40.0, 584763.5)	(41.0, 624433.0)	(42.0, 666016.0)	(43.0, 696505.0)	(44.0, 715403.0)	(45.0, 735029.0)	(46.0, 746643.5)	(47.0, 739943.5)	(48.0, 729099.5)	(49.0, 725112.5)	(50.0, 728569.0)	(51.0, 730791.0)	(52.0, 730216.0)	(53.0, 724756.0)	(54.0, 710456.0)	(55.0, 700541.0)	(56.0, 679360.0)	(57.0, 650274.5)	(58.0, 630434.5)	(59.0, 614282.0)	(60.0, 590922.5)	(61.0, 561455.5)	(62.0, 521264.5)	(63.0, 471532.5)	(64.0, 433916.5)	(65.0, 397963.0)	(66.0, 359859.0)	(67.0, 326354.5)	(68.0, 289176.0)	(69.0, 246484.0)	(70.0, 210904.5)	(71.0, 184047.5)	(72.0, 162759.5)	(73.0, 148271.0)	(74.0, 134786.0)	(75.0, 118745.5)	(76.0, 101077.5)	(77.0, 87463.0)	(78.0, 77376.5)	(79.0, 65210.0)	(80.0, 53909.0)	(81.0, 42683.0)	(82.0, 33976.0)	(83.0, 27112.0)	(84.0, 20694.0)	(85.0, 15127.0)	(86.0, 10840.0)	(87.0, 7438.5)	(88.0, 4811.5)	(89.0, 3409.0)	(90.0, 2759.5)	(91.0, 2427.0)	(92.0, 2147.0)	(93.0, 2025.5)	(94.0, 1915.0)	(95.0, 1766.5)	(96.0, 1761.0)	(97.0, 1781.5)	(98.0, 1855.0)	(99.0, 2378.5)	(100.0, 8977.5)
