Sample	Unique Reads	Duplicate Reads
SRR21170613_1	11193126.0	13167107.0
SRR21170613_2	11576266.0	12783967.0
SRR21170614_1	10997300.0	13055087.0
SRR21170614_2	11428158.0	12624229.0
SRR21170615_1	10581377.0	12471029.0
SRR21170615_2	11124309.0	11928097.0
SRR21170616_1	10939803.0	13466257.0
SRR21170616_2	11342289.0	13063771.0
SRR21170617_1	10756584.0	13104224.0
SRR21170617_2	11157053.0	12703755.0
SRR21170618_1	10609995.0	12589790.0
SRR21170618_2	11159832.0	12039953.0
