Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64
SRR27961793_2 - polyg	(1, 0.9736450309791965)	(2, 0.9759792217922814)	(3, 0.9775430146522791)	(4, 0.9786353699588952)	(5, 0.9796357374502174)	(6, 0.980659101895363)	(7, 0.9821539038938902)	(8, 0.9859484012747671)	(9, 0.9920655909918172)	(10, 0.9975273675248977)	(11, 1.002816666904302)	(12, 1.0076920211148832)	(13, 1.0182246259660446)	(14, 1.0219731294392744)	(15, 1.0246062806520648)	(16, 1.0268024897422088)	(17, 1.028757230817206)	(18, 1.0307004734152914)	(19, 1.0324597403827889)	(20, 1.034333992119404)	(21, 1.0364612103480773)	(22, 1.038530936192192)	(23, 1.0406351574670418)	(24, 1.0425209076805686)	(25, 1.0439467188176255)	(26, 1.0456254964467406)	(27, 1.047568739044826)	(28, 1.0502478841652634)	(29, 1.052053145040408)	(30, 1.0538239104848173)	(31, 1.0557901500367262)	(32, 1.0575839124349589)	(33, 1.0598951062942203)	(34, 1.062102813861276)	(35, 1.064747463550978)	(36, 1.0672771284715628)	(37, 1.0695193314693536)	(38, 1.0740037374649354)	(39, 1.0769933414619899)	(40, 1.081420255073013)	(41, 1.089009249834767)	(42, 1.092654267015791)	(43, 1.0969202019500497)	(44, 1.100611213038721)	(45, 1.1031408779593055)	(46, 1.1058315215566545)	(47, 1.1086486484000329)	(48, 1.1114657752434112)	(49, 1.114041434071643)	(50, 1.11645611422311)	(51, 1.1184108552981071)	(52, 1.1204575841883984)	(53, 1.122941255201336)	(54, 1.1258388713830967)	(55, 1.127920095704123)	(56, 1.1302312895633844)	(57, 1.1327379575301455)	(58, 1.135187133112348)	(59, 1.1373603452486685)	(60, 1.1396025482464593)	(61, 1.1423046903207201)	(62, 1.1447653643798343)	(63, 1.1477779653307123)	(64, 1.1507330738970316)	(65, 1.1533432281559985)
SRR27961794_1 - polya	(1, 0.01372593771297149)	(2, 0.016895215689886833)	(3, 0.018833263373612043)	(4, 0.021535129850334837)	(5, 0.023450376973075046)	(6, 0.025274421851875242)	(7, 0.02809029113352305)	(8, 0.035865282429408896)	(9, 0.046091334031182506)	(10, 0.054037329534455864)	(11, 0.05657959208428364)	(12, 0.059304259121991436)	(13, 0.0635109626237244)	(14, 0.06842448351599242)	(15, 0.07626787649483328)	(16, 0.08394026526628662)	(17, 0.08839777493885459)	(18, 0.0930376890993026)	(19, 0.096776981100843)	(20, 0.10238591910315362)	(21, 0.10839386692270177)	(22, 0.11403700576648988)	(23, 0.11892772609777291)	(24, 0.12378424558757843)	(25, 0.12783134516241637)	(26, 0.1353327297264822)	(27, 0.1408960666068228)	(28, 0.1464594034871634)	(29, 0.1509967151231789)	(30, 0.15552262647870188)	(31, 0.1594671235291073)	(32, 0.16382203067724277)	(33, 0.1683707425937508)	(34, 0.17352366937636132)	(35, 0.17738836446331926)	(36, 0.1815038657211122)	(37, 0.18532295968610013)	(38, 0.18951826290734058)	(39, 0.19329175575035848)	(40, 0.1990488973990716)	(41, 0.20339240426671457)	(42, 0.20784991393928257)	(43, 0.21206801772150802)	(44, 0.21616071841831597)	(45, 0.2221230651158941)	(46, 0.22701378544717715)	(47, 0.23168790044910265)	(48, 0.23612260956068562)	(49, 0.23997590436715105)	(50, 0.2441712075883915)	(51, 0.24854891529751197)	(52, 0.25296082384811)	(53, 0.2592537786799706)	(54, 0.26659555931714146)	(55, 0.27198789199009454)	(56, 0.27685581176039253)	(57, 0.2818491346161081)	(58, 0.285599826898141)	(59, 0.2894987228265764)	(60, 0.2933634179135343)	(61, 0.29810593459841483)	(62, 0.3030536563321604)	(63, 0.30731736123635583)	(64, 0.3114100619331638)	(65, 0.3167225926426694)
SRR27961794_1 - polyg	(1, 0.004411908550597979)	(2, 0.006577961844173214)	(3, 0.006897169697963249)	(4, 0.007432982881110807)	(5, 0.008459008125435917)	(6, 0.009975245430938582)	(7, 0.010887267870338682)	(8, 0.012551708822243863)	(9, 0.01510537165256414)	(10, 0.01667861036052931)	(11, 0.017909840653719443)	(12, 0.01898146702001456)	(13, 0.020098694508279683)	(14, 0.021478128447872332)	(15, 0.022766360143524973)	(16, 0.02413439380262512)	(17, 0.025570829144680274)	(18, 0.026596854389005387)	(19, 0.027577278511360492)	(20, 0.028591903475193102)	(21, 0.029606528439025715)	(22, 0.03095176153714086)	(23, 0.032171591549838494)	(24, 0.03324321791613361)	(25, 0.03438324596538373)	(26, 0.03573987934399138)	(27, 0.03658350010043647)	(28, 0.03766652674722409)	(29, 0.03904596068681674)	(30, 0.04026579069951437)	(31, 0.04153122183418201)	(32, 0.04287645493229716)	(33, 0.044062084103517286)	(34, 0.045316114957692416)	(35, 0.0470261570315676)	(36, 0.04859939573953278)	(37, 0.050149833886512944)	(38, 0.05336471298539829)	(39, 0.054755547205483444)	(40, 0.056488389840343635)	(41, 0.05883684762179889)	(42, 0.06028468324434654)	(43, 0.06227973233053426)	(44, 0.06424058057524447)	(45, 0.06613302713699967)	(46, 0.06787727005235236)	(47, 0.0700889244678976)	(48, 0.07226637804196534)	(49, 0.07429562796963056)	(50, 0.07678088911699583)	(51, 0.07857073315431853)	(52, 0.08071398588690876)	(53, 0.08299404198540901)	(54, 0.08610631855986185)	(55, 0.08855737886574962)	(56, 0.09099703889114488)	(57, 0.09376730705082267)	(58, 0.09644637296656047)	(59, 0.09869222822358321)	(60, 0.1012686916148885)	(61, 0.10382235444520876)	(62, 0.10649002008045406)	(63, 0.1096136969353994)	(64, 0.1123953653755697)	(65, 0.11558744391347005)
SRR27961794_2 - polya	(1, 0.030244944146605782)	(2, 0.03467965325818877)	(3, 0.036868507112749)	(4, 0.04022018957754436)	(5, 0.042443244273582106)	(6, 0.04487150401848487)	(7, 0.04826878760525024)	(8, 0.05667079432822365)	(9, 0.06844728407697744)	(10, 0.07800071912969346)	(11, 0.0810445940211913)	(12, 0.08390606442480911)	(13, 0.08878538447559964)	(14, 0.09470213005120778)	(15, 0.10276212835940615)	(16, 0.11173414910700463)	(17, 0.11681867420666019)	(18, 0.12185759818434573)	(19, 0.12683952075956878)	(20, 0.13336048120127947)	(21, 0.1391290231304851)	(22, 0.14635680096273088)	(23, 0.152159543733414)	(24, 0.15814469099197717)	(25, 0.16375362899428778)	(26, 0.17290805422976627)	(27, 0.17928081102507445)	(28, 0.1859727756741727)	(29, 0.19151331199352828)	(30, 0.19664343821515384)	(31, 0.20202437060761444)	(32, 0.20753070608549254)	(33, 0.21311684352681814)	(34, 0.2192729949927688)	(35, 0.22434611981193187)	(36, 0.22952184715552743)	(37, 0.23404775851105042)	(38, 0.2386192709885434)	(39, 0.24362399412475144)	(40, 0.24997395035907463)	(41, 0.25483046984888014)	(42, 0.2595957870947457)	(43, 0.2645321085479987)	(44, 0.26910362102549173)	(45, 0.2754763778207999)	(46, 0.281324721713453)	(47, 0.2864662482155711)	(48, 0.29153937303473415)	(49, 0.2962932900001072)	(50, 0.30164002155109026)	(51, 0.30718055787044585)	(52, 0.313120104007039)	(53, 0.32211492531562247)	(54, 0.33478063694279137)	(55, 0.377486087667701)	(56, 0.4311358076654118)	(57, 0.4981124555588566)	(58, 0.6859434769533069)	(59, 1.0391583674524727)	(60, 1.2242419212482305)	(61, 1.2751213730862634)	(62, 1.2870118656399423)	(63, 1.293259219349833)	(64, 1.2982297416445634)	(65, 1.3051725124644966)
SRR27961794_2 - polyg	(1, 1.3537491076430443)	(2, 1.3559379614976046)	(3, 1.35783040805936)	(4, 1.3595746509747126)	(5, 1.3607830807069177)	(6, 1.3617749051097654)	(7, 1.363199940171328)	(8, 1.3666656254410483)	(9, 1.3737908007488617)	(10, 1.3800837555807224)	(11, 1.386148704802733)	(12, 1.3924302593541011)	(13, 1.4068288136161302)	(14, 1.4117879356303682)	(15, 1.414375799302166)	(16, 1.4168382598885463)	(17, 1.418536901681929)	(18, 1.4199961375849692)	(19, 1.4214781740489943)	(20, 1.4229830110740045)	(21, 1.4247728551113272)	(22, 1.4264600966242174)	(23, 1.4279649336492275)	(24, 1.42961797432064)	(25, 1.4311228113456504)	(26, 1.432547846407213)	(27, 1.4340184825907456)	(28, 1.436298538689246)	(29, 1.4380427816045986)	(30, 1.4396616214345337)	(31, 1.441234860142499)	(32, 1.4428308994114492)	(33, 1.4447461465341893)	(34, 1.4467981970228396)	(35, 1.4489186491944448)	(36, 1.4509592994026026)	(37, 1.4528175451228802)	(38, 1.456727841331808)	(39, 1.4593271052840984)	(40, 1.4644002301032615)	(41, 1.4723576258870272)	(42, 1.4765301285472827)	(43, 1.4804746255976882)	(44, 1.4836439035746036)	(45, 1.4862545678073864)	(46, 1.4886942278327815)	(47, 1.4912820915045795)	(48, 1.493299941151752)	(49, 1.4953861924818799)	(50, 1.49743824297053)	(51, 1.4992052864468677)	(52, 1.500983730203698)	(53, 1.5029901795703782)	(54, 1.506034054461876)	(55, 1.5075502917673786)	(56, 1.5096365430975063)	(57, 1.5115973913422165)	(58, 1.5137976454772692)	(59, 1.5157356931609944)	(60, 1.5174799360763471)	(61, 1.5196915904918924)	(62, 1.5215954373341403)	(63, 1.5240464976400279)	(64, 1.5264633571044381)	(65, 1.529119622459191)
SRR27961795_1 - polya	(1, 0.018437258828625402)	(2, 0.022173492277360676)	(3, 0.02389193792885613)	(4, 0.026707971448080934)	(5, 0.028792279722152838)	(6, 0.03075463378869926)	(7, 0.0335484938156467)	(8, 0.04054423062915399)	(9, 0.050222960008221934)	(10, 0.05819433048193309)	(11, 0.06061124114016541)	(12, 0.06312793251364585)	(13, 0.06695285993149055)	(14, 0.0719529824400354)	(15, 0.07940327584522858)	(16, 0.08703095718864065)	(17, 0.09134370143658731)	(18, 0.09577839989205944)	(19, 0.10006897064772872)	(20, 0.10506909315627357)	(21, 0.11024660360303729)	(22, 0.1160449718335671)	(23, 0.12070140521181284)	(24, 0.12542435906689067)	(25, 0.12959297561503447)	(26, 0.1369767485433956)	(27, 0.14189926382896964)	(28, 0.1472319887216749)	(29, 0.15161125344645363)	(30, 0.15581313023301346)	(31, 0.15985979257363178)	(32, 0.16387319467583408)	(33, 0.16823028590833544)	(34, 0.17301976024024535)	(35, 0.17717729004225047)	(36, 0.18102439095237255)	(37, 0.18458323646288893)	(38, 0.18823077594251478)	(39, 0.19187831542214062)	(40, 0.1980868932598016)	(41, 0.20190073393150765)	(42, 0.20600283000281935)	(43, 0.21008275258185372)	(44, 0.21401854746108526)	(45, 0.21930692536923577)	(46, 0.2238635780322334)	(47, 0.2280876283110706)	(48, 0.2324336327974333)	(49, 0.2363694276766648)	(50, 0.24079303938599825)	(51, 0.24496165593414207)	(52, 0.24969569653535856)	(53, 0.2558155804039101)	(54, 0.26277805697900136)	(55, 0.2682216493330934)	(56, 0.2725787405655948)	(57, 0.27722408719770186)	(58, 0.28111553509237863)	(59, 0.28536175886349324)	(60, 0.288976038104703)	(61, 0.29386529315186105)	(62, 0.29800064946158883)	(63, 0.3021138322790392)	(64, 0.30677026565728494)	(65, 0.3121695110268223)
SRR27961795_1 - polyg	(1, 0.004711867108939144)	(2, 0.0067629151445950065)	(3, 0.007173124751726179)	(4, 0.007760722297076236)	(5, 0.008692008972725386)	(6, 0.010066765493921747)	(7, 0.011053485900264297)	(8, 0.012539109882847461)	(9, 0.01508906149474394)	(10, 0.016796420400100712)	(11, 0.01831530462109992)	(12, 0.019712234634573642)	(13, 0.021353073063098332)	(14, 0.022883044030236218)	(15, 0.0243021475359873)	(16, 0.025699077549461023)	(17, 0.02681883890946774)	(18, 0.028071641223138617)	(19, 0.02919140258314533)	(20, 0.030322250689290724)	(21, 0.03147527228771348)	(22, 0.032705901109107)	(23, 0.033670448023172185)	(24, 0.034901076844565705)	(25, 0.03606518518912714)	(26, 0.03726255377210461)	(27, 0.03849318259349813)	(28, 0.039934459591526576)	(29, 0.041453343812525786)	(30, 0.042927881048970266)	(31, 0.04457980622363364)	(32, 0.0460099964755234)	(33, 0.04751779395038393)	(34, 0.04924732634801806)	(35, 0.05112098644545504)	(36, 0.05277291162011841)	(37, 0.05454679100230726)	(38, 0.05803911603599157)	(39, 0.05959126049540682)	(40, 0.06126535916234755)	(41, 0.06372661680513458)	(42, 0.06538962872593664)	(43, 0.0673298093002057)	(44, 0.06902608145942378)	(45, 0.07111038973349569)	(46, 0.07291752935410058)	(47, 0.07517922556639137)	(48, 0.07733005431729535)	(49, 0.07982457219849844)	(50, 0.08197540094940242)	(51, 0.08394884176208751)	(52, 0.08613293075140754)	(53, 0.08890461728607763)	(54, 0.09215303390471097)	(55, 0.09463646503977537)	(56, 0.09735271784375205)	(57, 0.10019092485525422)	(58, 0.1029071776592309)	(59, 0.10539060879429529)	(60, 0.10810686159827197)	(61, 0.11127767099393455)	(62, 0.11398283705177255)	(63, 0.11733103438565402)	(64, 0.12082335941933832)	(65, 0.12400525556113957)
SRR27961795_2 - polya	(1, 0.028326636384328262)	(2, 0.03277242158593908)	(3, 0.0347902093831789)	(4, 0.03807188624022828)	(5, 0.04102096071311725)	(6, 0.043160702717882554)	(7, 0.04639803259037721)	(8, 0.05449135727161386)	(9, 0.06516789380316303)	(10, 0.07466923524401207)	(11, 0.07748526876323689)	(12, 0.08070042514345419)	(13, 0.08504642962981687)	(14, 0.09082262436806933)	(15, 0.09933724540257582)	(16, 0.10833968326718427)	(17, 0.11378327562127631)	(18, 0.11872796439912774)	(19, 0.12368373992311785)	(20, 0.1298036237916694)	(21, 0.135158522176652)	(22, 0.14153340120639318)	(23, 0.14729850919850698)	(24, 0.1528751425062632)	(25, 0.15791961199936275)	(26, 0.1673544329633797)	(27, 0.17300867349410667)	(28, 0.179206164585629)	(29, 0.1844945424937795)	(30, 0.18945031801776963)	(31, 0.19440609354175972)	(32, 0.19988294613426782)	(33, 0.205182410788557)	(34, 0.21079230433472926)	(35, 0.2156261256511939)	(36, 0.22083689633637366)	(37, 0.22557093693759014)	(38, 0.2304047582540548)	(39, 0.23531618679349017)	(40, 0.24163563209253797)	(41, 0.24664684134722148)	(42, 0.2521569541781456)	(43, 0.25691316827163946)	(44, 0.2615696016498852)	(45, 0.2678336132182396)	(46, 0.2732550320800543)	(47, 0.2787540581648397)	(48, 0.284120043295961)	(49, 0.28935298747341814)	(50, 0.29500722800414514)	(51, 0.30027343242001825)	(52, 0.30622701509648964)	(53, 0.31534032042248483)	(54, 0.32801247125899646)	(55, 0.36844583442676365)	(56, 0.4201544184175688)	(57, 0.48027784272763224)	(58, 0.6542067161512494)	(59, 0.9659660175709405)	(60, 1.1254599475219957)	(61, 1.169607370646221)	(62, 1.1813814950454995)	(63, 1.1871687765298906)	(64, 1.1924017207073476)	(65, 1.1987211660063954)
SRR27961795_2 - polyg	(1, 1.1592080027681388)	(2, 1.1616803471570645)	(3, 1.1635983542390562)	(4, 1.1648289830604497)	(5, 1.1658378769590696)	(6, 1.167001985303631)	(7, 1.1681660936481926)	(8, 1.1720131945583145)	(9, 1.1785765482724133)	(10, 1.1843970899952205)	(11, 1.1900069835413927)	(12, 1.1953840554186528)	(13, 1.207645996648033)	(14, 1.2122359095494468)	(15, 1.2144976057617376)	(16, 1.2166595212587803)	(17, 1.2186218753253266)	(18, 1.2203292342306835)	(19, 1.2218924654362373)	(20, 1.2233891761649593)	(21, 1.2251076218164547)	(22, 1.2269147614370597)	(23, 1.228455819150336)	(24, 1.2297973154331165)	(25, 1.2312164189388675)	(26, 1.2328129103828376)	(27, 1.2344315753190849)	(28, 1.236538057085434)	(29, 1.2383562834521777)	(30, 1.2400082086268411)	(31, 1.2417710012628913)	(32, 1.2434007529452773)	(33, 1.2451635455813275)	(34, 1.2472035068708447)	(35, 1.2496425910213542)	(36, 1.2517712462799808)	(37, 1.253955335269301)	(38, 1.2580574313406128)	(39, 1.260607382952509)	(40, 1.2653081633153096)	(41, 1.2731021458508018)	(42, 1.277193155175975)	(43, 1.2808850416401554)	(44, 1.2841778052433435)	(45, 1.2867499303475174)	(46, 1.2891446675134723)	(47, 1.2914617974564566)	(48, 1.293523932238251)	(49, 1.295852148927374)	(50, 1.2977036355325335)	(51, 1.2993112137226421)	(52, 1.3011405268355245)	(53, 1.3034687435246473)	(54, 1.3065175987127844)	(55, 1.3083469118256668)	(56, 1.3104423068458773)	(57, 1.3125266151199493)	(58, 1.314433535455802)	(59, 1.3163515425377939)	(60, 1.318358243588895)	(61, 1.320608853055047)	(62, 1.3226377275984256)	(63, 1.3251322454796288)	(64, 1.3275713296301384)	(65, 1.3304095366416406)
SRR27961796_1 - polya	(1, 0.009906164218360573)	(2, 0.013718681526232034)	(3, 0.01553720442622093)	(4, 0.018839259165674454)	(5, 0.02086515748408314)	(6, 0.02249225692091531)	(7, 0.024901002165637447)	(8, 0.03316411499190279)	(9, 0.04511212948393511)	(10, 0.054986389791769556)	(11, 0.057474894812806994)	(12, 0.06052171826805155)	(13, 0.06420661993381853)	(14, 0.07038002662062294)	(15, 0.0778295897284722)	(16, 0.08668292489947078)	(17, 0.09138875170207363)	(18, 0.09564792375731078)	(19, 0.09968376843886509)	(20, 0.10488410585462281)	(21, 0.11032372259932645)	(22, 0.11657688906244616)	(23, 0.12201650580714979)	(24, 0.12712113149132914)	(25, 0.13163553483077528)	(26, 0.13940413704388574)	(27, 0.1446682822806957)	(28, 0.15031527444381912)	(29, 0.15538799621747237)	(30, 0.15999811128849686)	(31, 0.16449656267267992)	(32, 0.1689790621015999)	(33, 0.17347751348578297)	(34, 0.17918831346995864)	(35, 0.18301678273309316)	(36, 0.1873716665199087)	(37, 0.19137560729093686)	(38, 0.19545930783828036)	(39, 0.19949515251983466)	(40, 0.2057802228934805)	(41, 0.2101032027697699)	(42, 0.2150642608565817)	(43, 0.21943509659866028)	(44, 0.22390164407231722)	(45, 0.22981981947491267)	(46, 0.2352594362196163)	(47, 0.240188590395902)	(48, 0.24481465742218955)	(49, 0.24888240601426997)	(50, 0.25320538589055935)	(51, 0.2582781076642126)	(52, 0.2628882227352371)	(53, 0.26969970763256396)	(54, 0.27781925286146175)	(55, 0.28407241932458144)	(56, 0.2886187265745537)	(57, 0.2943614304692555)	(58, 0.2986365544797557)	(59, 0.30329452541656937)	(60, 0.30701133099286243)	(61, 0.31157359019809777)	(62, 0.31611989744807)	(63, 0.3204907331901486)	(64, 0.325340127590119)	(65, 0.3310668795295577)
SRR27961796_1 - polyg	(1, 0.004498451384183062)	(2, 0.0068274368525898955)	(3, 0.007210283778903348)	(4, 0.007848361989425769)	(5, 0.009028806678892245)	(6, 0.010528290473619932)	(7, 0.011692783207823349)	(8, 0.013654873705179791)	(9, 0.016350754144637016)	(10, 0.018105469223573672)	(11, 0.01986018430251033)	(12, 0.021311812231448832)	(13, 0.023194142952489973)	(14, 0.0252838490919509)	(15, 0.026783332886678585)	(16, 0.028314720591932394)	(17, 0.02975039656560784)	(18, 0.03102655298665268)	(19, 0.03255794069190649)	(20, 0.033961712755055815)	(21, 0.03514215744452229)	(22, 0.03662568928398692)	(23, 0.03793374961555788)	(24, 0.039162050170813534)	(25, 0.0404701105023845)	(26, 0.04182602669974464)	(27, 0.043165990941841724)	(28, 0.04476118646814777)	(29, 0.04603734288919262)	(30, 0.04752087472865724)	(31, 0.04906821438917411)	(32, 0.05039222667600813)	(33, 0.05197147024705112)	(34, 0.0538378490128292)	(35, 0.05586374733123788)	(36, 0.05777798196280515)	(37, 0.05985173614700301)	(38, 0.06310593502066736)	(39, 0.06513183333907603)	(40, 0.06706201992590635)	(41, 0.06988551600746806)	(42, 0.07199117410219205)	(43, 0.07409683219691604)	(44, 0.07623439420216614)	(45, 0.0785952835810991)	(46, 0.08081260536266452)	(47, 0.08304587909949299)	(48, 0.08532700870211063)	(49, 0.08735290702051932)	(50, 0.08955427684682167)	(51, 0.09191516622575463)	(52, 0.09433986342573981)	(53, 0.09745049470203662)	(54, 0.10102373268096217)	(55, 0.10403865222568061)	(56, 0.1072290432782927)	(57, 0.11041943433090481)	(58, 0.11354601756246467)	(59, 0.11613023431508047)	(60, 0.11861873933611791)	(61, 0.12184103429925613)	(62, 0.12493571362028986)	(63, 0.1283175281360587)	(64, 0.1317471985176167)	(65, 0.13549590800443592)
SRR27961796_2 - polya	(1, 0.021423475918290257)	(2, 0.025810263615631896)	(3, 0.02812329712877567)	(4, 0.03195176639191019)	(5, 0.03444027141294763)	(6, 0.036849016657669764)	(7, 0.04034249486028001)	(8, 0.049339397628646135)	(9, 0.06285070373645839)	(10, 0.0729801953285018)	(11, 0.0763779617995337)	(12, 0.0791216981047801)	(13, 0.08414656401264416)	(14, 0.09070281762576203)	(15, 0.09934877737834082)	(16, 0.10911137399933385)	(17, 0.11448718292298524)	(18, 0.12037345441505456)	(19, 0.12543022423344474)	(20, 0.13193862198077344)	(21, 0.13817583648863008)	(22, 0.1452425526701659)	(23, 0.15155952695433786)	(24, 0.15739794258061798)	(25, 0.16291731910163693)	(26, 0.17287133918578668)	(27, 0.1794435447541676)	(28, 0.18633478942780973)	(29, 0.19228486874093131)	(30, 0.1978999569935286)	(31, 0.20354694915665203)	(32, 0.20959274020135196)	(33, 0.2149845010802664)	(34, 0.22051982955654842)	(35, 0.22591159043546286)	(36, 0.2308566965670116)	(37, 0.23596132225119099)	(38, 0.24122546748800094)	(39, 0.24644175685902173)	(40, 0.25336490544318996)	(41, 0.25842167526158016)	(42, 0.26362201267733787)	(43, 0.2685671188088866)	(44, 0.2737993601351705)	(45, 0.28092988413775855)	(46, 0.2868002036745648)	(47, 0.293436217063998)	(48, 0.2987960740323863)	(49, 0.3036454684323567)	(50, 0.30975506729810887)	(51, 0.3150351644901819)	(52, 0.32114476335593406)	(53, 0.32945573204798856)	(54, 0.33940975213213836)	(55, 0.3515491900873274)	(56, 0.3638640995504101)	(57, 0.37861965816874105)	(58, 0.4079712558527724)	(59, 0.45858680990246337)	(60, 0.4869174824496588)	(61, 0.49913668018116314)	(62, 0.5055174622863874)	(63, 0.5111485024942477)	(64, 0.5167954946573712)	(65, 0.5237026912862763)
SRR27961796_2 - polyg	(1, 0.2685671188088866)	(2, 0.27134275902465915)	(3, 0.27320913779043726)	(4, 0.27402268750885334)	(5, 0.2748362372272694)	(6, 0.27584121040884224)	(7, 0.27726093442725464)	(8, 0.2798451511798704)	(9, 0.28439145842984265)	(10, 0.28726281037719353)	(11, 0.2897832193087571)	(12, 0.29203244500084863)	(13, 0.29547806733766974)	(14, 0.2981739477771269)	(15, 0.3001838941402726)	(16, 0.3022416963692074)	(17, 0.30421973882182685)	(18, 0.3062615890954986)	(19, 0.3081279678612767)	(20, 0.3101219622691593)	(21, 0.3122914281849355)	(22, 0.31428542259281805)	(23, 0.3160401376717547)	(24, 0.31787461252700666)	(25, 0.31977289520331087)	(26, 0.32117666726646016)	(27, 0.3231068538532905)	(28, 0.32516465608222533)	(29, 0.3270788907137926)	(30, 0.32862623037430944)	(31, 0.33057236891640285)	(32, 0.33250255550323315)	(33, 0.3345284538216418)	(34, 0.3365064962742613)	(35, 0.33888333760845735)	(36, 0.3414675543610731)	(37, 0.3438284437400061)	(38, 0.34775262473471896)	(39, 0.35043255321891315)	(40, 0.3538941275109973)	(41, 0.35859995431360014)	(42, 0.361455354305688)	(43, 0.36423099452146046)	(44, 0.36662378781091953)	(45, 0.36955894757932267)	(46, 0.37215911628720155)	(47, 0.3751261799661308)	(48, 0.37713612632927646)	(49, 0.379672487216103)	(50, 0.3820014726845099)	(51, 0.3840433229581816)	(52, 0.386244692784484)	(53, 0.3885417743423647)	(54, 0.39139717433445254)	(55, 0.3930721296370739)	(56, 0.39554468270284826)	(57, 0.3976503407975722)	(58, 0.40007503799755745)	(59, 0.40232426368964896)	(60, 0.4045096815606883)	(61, 0.4068386670290951)	(62, 0.4089602770790821)	(63, 0.41159234969748715)	(64, 0.4143998938237858)	(65, 0.41738290945797807)
SRR27961797_1 - polya	(1, 0.009368786509979282)	(2, 0.012675417042913147)	(3, 0.014457714351444875)	(4, 0.017166337234805592)	(5, 0.019124519146152954)	(6, 0.020965444655623226)	(7, 0.023744421380110195)	(8, 0.03103776957686503)	(9, 0.04091075861491579)	(10, 0.04941184775100462)	(11, 0.051510737344604485)	(12, 0.05379723718120769)	(13, 0.05790121124690575)	(14, 0.06330673137343948)	(15, 0.07095184877582558)	(16, 0.07889010718290439)	(17, 0.08324031969254433)	(18, 0.08741464759936865)	(19, 0.09174140882863317)	(20, 0.09704139819347751)	(21, 0.10229448499757103)	(22, 0.10845044609611812)	(23, 0.11394977134415352)	(24, 0.11906215046599453)	(25, 0.12286125788681217)	(26, 0.13034221632657034)	(27, 0.13546632108859905)	(28, 0.1407545848132557)	(29, 0.1455855485705917)	(30, 0.15005301748210872)	(31, 0.1542976992300593)	(32, 0.15826096561350483)	(33, 0.16264635504370792)	(34, 0.16743041624029306)	(35, 0.1713233287826124)	(36, 0.17549765668943668)	(37, 0.17921468462894036)	(38, 0.18286135872731776)	(39, 0.18670736870888624)	(40, 0.1926991708448054)	(41, 0.1975535858825168)	(42, 0.20226729323797574)	(43, 0.20631263910273526)	(44, 0.2105221439301227)	(45, 0.2161973537809737)	(46, 0.22104004317849743)	(47, 0.2261055197395876)	(48, 0.2302798476464119)	(49, 0.23411413198779268)	(50, 0.23838226501611864)	(51, 0.24238070832012734)	(52, 0.2469068054325829)	(53, 0.2534966152180752)	(54, 0.2603209378073217)	(55, 0.26626583738249004)	(56, 0.27122578318189083)	(57, 0.2757049777335956)	(58, 0.27959789027591486)	(59, 0.2837722181827392)	(60, 0.287805838407311)	(61, 0.29273060728614864)	(62, 0.2972215274780411)	(63, 0.3015131117867425)	(64, 0.30603920889919806)	(65, 0.31180822387155077)
SRR27961797_1 - polyg	(1, 0.004537822752643281)	(2, 0.0068008713088710685)	(3, 0.007340250757505671)	(4, 0.008348655813648622)	(5, 0.009802635196924505)	(6, 0.011749091468084156)	(7, 0.013484486215865048)	(8, 0.015630278370215748)	(9, 0.019441111431221087)	(10, 0.021692434347261164)	(11, 0.0238851290623627)	(12, 0.025960567375587145)	(13, 0.028047731328999303)	(14, 0.030181797843162293)	(15, 0.03199927207225715)	(16, 0.033887100142478255)	(17, 0.03536453080612956)	(18, 0.0371702793950367)	(19, 0.03883532030169134)	(20, 0.0401251407223393)	(21, 0.041801907269181655)	(22, 0.043666284059027345)	(23, 0.04512026344230322)	(24, 0.046398358222763475)	(25, 0.047840611965851654)	(26, 0.0493883964706292)	(27, 0.05079547329315425)	(28, 0.05268330136337536)	(29, 0.05441869611115625)	(30, 0.05615409085893715)	(31, 0.05790121124690575)	(32, 0.05980076495731457)	(33, 0.06164169046678484)	(34, 0.06357642109775678)	(35, 0.06573393889229519)	(36, 0.06786800540645818)	(37, 0.06996689500005804)	(38, 0.0731328178507394)	(39, 0.07534896384621635)	(40, 0.07762373804263185)	(41, 0.08012129940261381)	(42, 0.08250160436071868)	(43, 0.08489363495901127)	(44, 0.08716840915542676)	(45, 0.08978322691728581)	(46, 0.09228078827726777)	(47, 0.09561087009057705)	(48, 0.09789736992718026)	(49, 0.10059426717035326)	(50, 0.1034435977359665)	(51, 0.10618739753989033)	(52, 0.10888429478306334)	(53, 0.11182743047017824)	(54, 0.11523959176480147)	(55, 0.11792476336778678)	(56, 0.12114931441940668)	(57, 0.12426833470933721)	(58, 0.1277508498450867)	(59, 0.13116301113970993)	(60, 0.1344696416726438)	(61, 0.1379287055280179)	(62, 0.14111807965907466)	(63, 0.14530413320608668)	(64, 0.1489273560240887)	(65, 0.1528085429262203)
