Sample	fastqc-percent_duplicates	fastqc-percent_gc	fastqc-avg_sequence_length	fastqc-median_sequence_length	fastqc-percent_fails	fastqc-total_sequences
SRR27961772_1	34.558359944619795	49.0	76.0	76	9.090909090909092	10.665220999999999
SRR27961772_2	33.55346333377368	49.0	76.0	76	9.090909090909092	10.665220999999999
SRR27961773_1	37.90932731929051	49.0	76.0	76	9.090909090909092	10.429065
SRR27961773_2	36.91312764087377	49.0	76.0	76	9.090909090909092	10.429065
SRR27961774_1	33.97776519712575	49.0	76.0	76	9.090909090909092	9.601483
SRR27961774_2	33.1747828832884	49.0	76.0	76	9.090909090909092	9.601483
SRR27961775_1	35.66436973128245	49.0	76.0	76	9.090909090909092	10.841464
SRR27961775_2	34.78011959050586	49.0	76.0	76	9.090909090909092	10.841464
SRR27961776_1	39.565035921174406	49.0	76.0	76	18.181818181818183	12.683765999999999
SRR27961776_2	37.235753193180635	50.0	76.0	76	9.090909090909092	12.683765999999999
SRR27961777_1	35.70024921679686	49.0	76.0	76	9.090909090909092	10.902923
SRR27961777_2	34.973280054115136	49.0	76.0	76	9.090909090909092	10.902923
SRR27961778_1	37.37996020229425	48.0	76.0	76	9.090909090909092	12.052142
SRR27961778_2	36.188467694465444	48.0	76.0	76	9.090909090909092	12.052142
SRR27961779_1	36.37756950548646	48.0	76.0	76	18.181818181818183	10.805555
SRR27961779_2	34.948144983554	49.0	76.0	76	9.090909090909092	10.805555
SRR27961780_1	40.82118688380783	48.0	76.0	76	9.090909090909092	11.15146
SRR27961780_2	39.45574182234903	48.0	76.0	76	9.090909090909092	11.15146
SRR27961781_1	35.605325040242164	48.0	76.0	76	9.090909090909092	11.217488
SRR27961781_2	34.81473879125696	48.0	76.0	76	9.090909090909092	11.217488
SRR27961782_1	36.8413440582723	48.0	76.0	76	9.090909090909092	9.810347
SRR27961782_2	36.05746878488504	48.0	76.0	76	9.090909090909092	9.810347
SRR27961783_1	32.40178233803283	48.0	76.0	76	9.090909090909092	8.126315
SRR27961783_2	31.265238225683888	49.0	76.0	76	9.090909090909092	8.126315
SRR27961784_1	35.89517133814914	49.0	76.0	76	9.090909090909092	9.181511
SRR27961784_2	35.312042673943395	49.0	76.0	76	9.090909090909092	9.181511
SRR27961785_1	33.431086056549674	49.0	76.0	76	9.090909090909092	8.58647
SRR27961785_2	32.85096023494869	49.0	76.0	76	9.090909090909092	8.58647
SRR27961786_1	36.2207910700571	49.0	76.0	76	18.181818181818183	8.730181
SRR27961786_2	34.72905076272268	49.0	76.0	76	9.090909090909092	8.730181
SRR27961787_1	36.01750345728634	48.0	76.0	76	18.181818181818183	10.648869999999999
SRR27961787_2	34.473474688800096	49.0	76.0	76	9.090909090909092	10.648869999999999
SRR27961788_1	34.68430899005183	49.0	76.0	76	9.090909090909092	10.500021
SRR27961788_2	33.84243332315944	49.0	76.0	76	9.090909090909092	10.500021
SRR27961789_1	34.500130067390245	49.0	76.0	76	9.090909090909092	10.139028
SRR27961789_2	33.79067343049441	49.0	76.0	76	9.090909090909092	10.139028
SRR27961790_1	40.571591872859095	47.0	76.0	76	9.090909090909092	7.810225
SRR27961790_2	39.27008324426071	48.0	76.0	76	9.090909090909092	7.810225
SRR27961791_1	42.45690299790673	47.0	76.0	76	9.090909090909092	10.572917
SRR27961791_2	41.60654498091083	48.0	76.0	76	9.090909090909092	10.572917
SRR27961792_1	41.144808423578695	48.0	76.0	76	9.090909090909092	8.380708
SRR27961792_2	40.48651817594057	48.0	76.0	76	9.090909090909092	8.380708
SRR27961793_1	35.807301210901784	48.0	76.0	76	9.090909090909092	8.696804
SRR27961793_2	34.72870075339445	49.0	76.0	76	9.090909090909092	8.696804
SRR27961794_1	35.654961528914626	48.0	76.0	76	18.181818181818183	8.771714
SRR27961794_2	34.390625854506254	49.0	76.0	76	9.090909090909092	8.771714
SRR27961795_1	36.96278970210726	48.0	76.0	76	18.181818181818183	9.019779
SRR27961795_2	35.407157959039665	49.0	76.0	76	9.090909090909092	9.019779
SRR27961796_1	29.713879676733313	48.0	76.0	76	9.090909090909092	6.2688239999999995
SRR27961796_2	29.093727143694565	49.0	76.0	76	9.090909090909092	6.2688239999999995
SRR27961797_1	33.20952703164048	49.0	76.0	76	9.090909090909092	8.528319
SRR27961797_2	32.254352005601405	49.0	76.0	76	9.090909090909092	8.528319
SRR27961798_1	36.493286730994576	49.0	76.0	76	9.090909090909092	11.146436999999999
SRR27961798_2	35.259777066150406	49.0	76.0	76	9.090909090909092	11.146436999999999
