Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42
SRR27961782_1	(1, 0.022384529313794917)	(2, 0.0002956062614298964)	(3, 7.13532355175612e-05)	(4, 0.0005912125228597928)	(5, 0.0003363795388685028)	(6, 0.015208432484600187)	(7, 0.0005810192035001412)	(8, 0.0007543056326142184)	(9, 0.0001834797484737288)	(10, 0.0003516695179079802)	(12, 0.0012181016634783663)	(14, 0.0009326887214081215)	(16, 0.0015493845426670433)	(18, 0.0017991208669785076)	(20, 0.00045360271150449616)	(22, 4.07732774386064e-05)	(24, 0.0013455181554740112)	(26, 0.001636027757224082)	(28, 0.0012486816215573212)	(30, 0.005478909155812735)	(32, 0.007930402461808945)	(34, 0.01095781831162547)	(36, 0.010820208500270174)	(38, 0.007135323551756121)	(40, 0.0039040413147465635)	(42, 0.003761334843711441)	(44, 0.002441299986636558)	(46, 0.002731809588386629)	(48, 0.0015595778620266947)	(50, 0.002191563662325094)	(52, 0.004031457806742208)	(54, 0.0020692438300092745)	(56, 0.0024973632431146424)	(58, 0.003960104571224647)	(60, 0.0021813703429654427)	(62, 0.0022833035365619585)	(64, 0.002268013557522481)	(66, 0.00315483234181217)	(68, 0.0014117747313117466)	(70, 0.0028388394416629706)	(72, 0.00522917283150127)	(74, 0.0019927939348118877)	(76, 0.0039040413147465635)
SRR27961782_2	(1, 0.01445412685198597)	(2, 0.010794725201871046)	(3, 0.012741649199564501)	(4, 0.019204213673583617)	(5, 0.02578909797991855)	(6, 0.030875564340384697)	(7, 0.03672652965282472)	(8, 0.03485095889064883)	(9, 0.03537081817799106)	(10, 0.03921879623625953)	(12, 0.030799114445187313)	(14, 0.03390807684988105)	(16, 0.028607550782862215)	(18, 0.023098061668970524)	(20, 0.020111419096592607)	(22, 0.019219503652623093)	(24, 0.020672051661373446)	(26, 0.02249665582675108)	(28, 0.02893373700237107)	(30, 0.020305092164425987)	(32, 0.0176803124293157)	(34, 0.018246041653776364)	(36, 0.013006675502915442)	(38, 0.019657816385088112)	(40, 0.015814934986499458)	(42, 0.01571809845258277)	(44, 0.014846569647332556)	(46, 0.015177852526521233)	(48, 0.015733388431622246)	(50, 0.010631632092116618)	(52, 0.013037255460994398)	(54, 0.007629699540699223)	(56, 0.011946570289511675)	(58, 0.013149381973950566)	(60, 0.010274865914528813)	(62, 0.01445412685198597)	(64, 0.016615110556232108)	(66, 0.021197007608395504)	(68, 0.024581189635799836)	(70, 0.024219326798532205)	(72, 0.03213443928130167)	(74, 0.03586009750725433)	(76, 0.041119850296834556)
SRR27961783_1	(1, 0.020759717042718624)	(2, 0.0003814767209983861)	(3, 9.844560541893835e-05)	(4, 0.0005537565304815283)	(5, 0.00028303111557944775)	(6, 0.015886659574481175)	(7, 0.0005906736325136301)	(8, 0.000627590734545732)	(9, 0.00029533681625681506)	(10, 0.0003014896665954987)	(12, 0.001341321373833035)	(14, 0.0008675518977543942)	(16, 0.0015628239860256464)	(18, 0.001845855101605094)	(20, 0.00052299227878811)	(22, 3.691710203210188e-05)	(24, 0.001236722918075413)	(26, 0.0015136011833161772)	(28, 0.001236722918075413)	(30, 0.0051806999851716305)	(32, 0.007734132875725344)	(34, 0.010804405194728483)	(36, 0.01054598548050377)	(38, 0.006940415182035154)	(40, 0.003784002958290443)	(42, 0.0038024615093064937)	(44, 0.0023319302783611023)	(46, 0.0027749355027463247)	(48, 0.00156897683636433)	(50, 0.00209196911515244)	(52, 0.0038762957133706972)	(54, 0.00215965046887796)	(56, 0.002301166026667684)	(58, 0.004042422672515156)	(60, 0.0024303758837800403)	(62, 0.0025534328905537132)	(64, 0.0022396375232808475)	(66, 0.003156412223744711)	(68, 0.0015566711356869625)	(70, 0.002799546904101059)	(72, 0.005359132644993456)	(74, 0.002128886217184542)	(76, 0.004306995237078553)
SRR27961783_2	(1, 0.015074483329774934)	(2, 0.01073057099066428)	(3, 0.012576426092269374)	(4, 0.01909844745127404)	(5, 0.025977334129922355)	(6, 0.030112049557517766)	(7, 0.037212438848358696)	(8, 0.03455440750204736)	(9, 0.03514508113456099)	(10, 0.038239964854918866)	(12, 0.031010365706965578)	(14, 0.03330537888329458)	(16, 0.028075456095413478)	(18, 0.023190092926498665)	(20, 0.019399937117869536)	(22, 0.01849546811808304)	(24, 0.020445921675445757)	(26, 0.02262403069533977)	(28, 0.028303111557944776)	(30, 0.02063050718560627)	(32, 0.017966322988956247)	(34, 0.018790804934339857)	(36, 0.013160946874444319)	(38, 0.01984294234225476)	(40, 0.01577590826838487)	(42, 0.01586204817312644)	(44, 0.015092941880790986)	(46, 0.01536982014603175)	(48, 0.015966646628884064)	(50, 0.01061366683422929)	(52, 0.012693330248704364)	(54, 0.007857189882499017)	(56, 0.012090350915513366)	(58, 0.013290156731556677)	(60, 0.010109133106457231)	(62, 0.014711465159792601)	(64, 0.017197216696620794)	(66, 0.021596504688779602)	(68, 0.024586789953379852)	(70, 0.024359134490848557)	(72, 0.03142875952999607)	(74, 0.034911272821691014)	(76, 0.03945207637163954)
SRR27961784_1	(1, 0.022327479649046873)	(2, 0.0004683324999556173)	(3, 0.00011980598836073932)	(4, 0.00039209232554423775)	(5, 0.00033763505810753807)	(6, 0.01555299557992143)	(7, 0.0005663555813416768)	(8, 0.00044654959298093743)	(9, 0.00021782906974679873)	(10, 0.00032674360462019814)	(12, 0.0014703462207908916)	(14, 0.0008822077324745349)	(16, 0.0016718381103066804)	(18, 0.0017426325579743898)	(20, 0.00047922395344295726)	(22, 4.901154069302972e-05)	(24, 0.0013505402324301523)	(26, 0.001568369302176951)	(28, 0.0013342030521991423)	(30, 0.005543749825056028)	(32, 0.007939869592270814)	(34, 0.011250871452422156)	(36, 0.010831550493159568)	(38, 0.007297273836517759)	(40, 0.004204101046113216)	(42, 0.0038719117147493483)	(44, 0.0025431543892938755)	(46, 0.002809994999733704)	(48, 0.0017426325579743898)	(50, 0.002151062063749638)	(52, 0.003959043342648067)	(54, 0.0020094731684142187)	(56, 0.002412456947445796)	(58, 0.004138752325189176)	(60, 0.0021565077904933073)	(62, 0.002472359941626166)	(64, 0.0023198795928034066)	(66, 0.003180304418303262)	(68, 0.0015411406684586013)	(70, 0.0029406924415817833)	(72, 0.005718013080853467)	(74, 0.002254530871879367)	(76, 0.004073403604265137)
SRR27961784_2	(1, 0.015062880172991134)	(2, 0.010826104766415899)	(3, 0.012732109126700386)	(4, 0.019354112847003068)	(5, 0.02591076784638171)	(6, 0.031508974938874446)	(7, 0.03744481708947471)	(8, 0.034645713543228346)	(9, 0.03601803668263317)	(10, 0.039214678281167446)	(12, 0.031372831770282696)	(14, 0.03373627717703546)	(16, 0.029025723543760932)	(18, 0.023541876712885275)	(20, 0.019855119707420706)	(22, 0.018684288457531666)	(24, 0.02035612656783834)	(26, 0.02257253735251202)	(28, 0.028753437206577435)	(30, 0.020601184271303495)	(32, 0.018199618777345036)	(34, 0.018700625637762675)	(36, 0.013363813428966104)	(38, 0.019784325259753)	(40, 0.016130242614750448)	(42, 0.016271831510085866)	(44, 0.015503984039228402)	(46, 0.015498538312484732)	(48, 0.01607578534731375)	(50, 0.010864224853621589)	(52, 0.012699434766238367)	(54, 0.008092349941093573)	(56, 0.011920695841893562)	(58, 0.013107864272013613)	(60, 0.010031028661840084)	(62, 0.014501970318393127)	(64, 0.01726839950417747)	(66, 0.021668546713062807)	(68, 0.0250612344743692)	(70, 0.024429530172103482)	(72, 0.032255039502757224)	(74, 0.035375440926880115)	(76, 0.04042907534500585)
SRR27961785_1	(1, 0.022512161575129242)	(2, 0.0004542029495240768)	(3, 9.316983579981063e-05)	(4, 0.0004774954084740295)	(5, 0.00034938688424928987)	(6, 0.015582655037518328)	(7, 0.0006754813095486271)	(8, 0.0005939577032237928)	(9, 0.0003144481958243609)	(10, 0.0003785024579367307)	(12, 0.0013975475369971595)	(14, 0.0010306913085354052)	(16, 0.0018517504865212362)	(18, 0.001694526388609056)	(20, 0.00041926426109914787)	(22, 2.9115573687440823e-05)	(24, 0.0012985545864598606)	(26, 0.0015664178643843161)	(28, 0.0012927314717223726)	(30, 0.005502843426926316)	(32, 0.0082164148945958)	(34, 0.011593821442338935)	(36, 0.010796054723303057)	(38, 0.0074594099787223395)	(40, 0.004454682774178446)	(42, 0.003930602447804511)	(44, 0.002480646878169958)	(46, 0.002719394582406973)	(48, 0.0019565665517960232)	(50, 0.002236076059195455)	(52, 0.00402959539834181)	(54, 0.0019623896665335113)	(56, 0.0023933001571076356)	(58, 0.004180996381516502)	(60, 0.0022418991739329435)	(62, 0.0024631775339574932)	(64, 0.002265191632882896)	(66, 0.0033482909740556945)	(68, 0.0014091937664721358)	(70, 0.003039665892968822)	(72, 0.005444612279551434)	(74, 0.002335069009732754)	(76, 0.00425087375836636)
SRR27961785_2	(1, 0.015209975694319085)	(2, 0.010959101935952726)	(3, 0.012845791110898891)	(4, 0.019903406172734547)	(5, 0.02608755402394698)	(6, 0.031153663845561678)	(7, 0.03779201464629819)	(8, 0.03576557071765231)	(9, 0.03630129727350122)	(10, 0.040249369065518195)	(12, 0.032097008433034764)	(14, 0.03412345236168064)	(16, 0.02871960188529163)	(18, 0.024200864849000813)	(20, 0.019839351910622176)	(22, 0.0188435992905117)	(24, 0.020852573874945116)	(26, 0.023339043867852564)	(28, 0.02924950532640305)	(30, 0.020887512563370045)	(32, 0.018121533063063168)	(34, 0.018680552077862032)	(36, 0.013177708650935715)	(38, 0.020415840269633504)	(40, 0.01595533438071757)	(42, 0.01642700667445411)	(44, 0.015862164544917758)	(46, 0.015565185693305865)	(48, 0.01611255847862975)	(50, 0.010557307019066042)	(52, 0.01307289258566093)	(54, 0.007808796862971629)	(56, 0.012106255539237894)	(58, 0.013486333732022588)	(60, 0.010178804561129311)	(62, 0.01465677979425771)	(64, 0.01724806585243994)	(66, 0.021871618954005547)	(68, 0.025540181238623092)	(70, 0.024410496979550386)	(72, 0.03242892597307159)	(74, 0.03659245301037563)	(76, 0.040703572015042266)
SRR27961786_1	(1, 0.021832307944130828)	(2, 0.0003779990357588233)	(3, 0.00018327225976185374)	(4, 0.0005841803279909087)	(5, 0.00032072645458324406)	(6, 0.014948143686826194)	(7, 0.0006758164578718357)	(8, 0.0006758164578718357)	(9, 0.000240544840937433)	(10, 0.00028063564776033853)	(12, 0.0013115421089207658)	(14, 0.0008018161364581101)	(16, 0.0016780866284444734)	(18, 0.0016093595310337782)	(20, 0.000406635326346613)	(22, 3.436354870534757e-05)	(24, 0.001471905336212388)	(26, 0.0016150867891513358)	(28, 0.0011740879140993755)	(30, 0.0054466224697975905)	(32, 0.007869252653524594)	(34, 0.010933335746418088)	(36, 0.01070424542171577)	(38, 0.007107527323889391)	(40, 0.003848717454998928)	(42, 0.0038429901968813707)	(44, 0.0024398119580796777)	(46, 0.0028235382519560593)	(48, 0.0015177234011528513)	(50, 0.0021591763103193393)	(52, 0.0038601719712340445)	(54, 0.002090449212908644)	(56, 0.002187812600907129)	(58, 0.0038830810037042756)	(60, 0.0022164488914949185)	(62, 0.002502811797372815)	(64, 0.0023023577632582874)	(66, 0.003155719222774419)	(68, 0.001380269206331461)	(70, 0.002857901800661407)	(72, 0.00550389505097317)	(74, 0.002119085503496434)	(76, 0.004364170685579142)
SRR27961786_2	(1, 0.015314688206349904)	(2, 0.011294153007824237)	(3, 0.01280614915085953)	(4, 0.019621586310753465)	(5, 0.025715388947835104)	(6, 0.030755376091286077)	(7, 0.03739899550765328)	(8, 0.035577727426269856)	(9, 0.035726636137326365)	(10, 0.039174445524096234)	(12, 0.03150564690468617)	(14, 0.034180276445585724)	(16, 0.02876801752449348)	(18, 0.02345884924951728)	(20, 0.01987931292604357)	(22, 0.018791133883707567)	(24, 0.020709765353089472)	(26, 0.02301785037446532)	(28, 0.029478197531070664)	(30, 0.02096749196837958)	(32, 0.018178317265128866)	(34, 0.01877967936747245)	(36, 0.013149784637913007)	(38, 0.019982403572159614)	(40, 0.016591866766565322)	(42, 0.016505957894801953)	(44, 0.0157098690164614)	(46, 0.0157098690164614)	(48, 0.0166491393477409)	(50, 0.01070424542171577)	(52, 0.013098239314854985)	(54, 0.007949434267170406)	(56, 0.01222769608098618)	(58, 0.013768328514609263)	(60, 0.010475155097013453)	(62, 0.014701871587771205)	(64, 0.017353592096200524)	(66, 0.022038489236362913)	(68, 0.025119754103609074)	(70, 0.02427784716032806)	(72, 0.032599553205139735)	(74, 0.036156180496143206)	(76, 0.040697896183366646)
SRR27961787_1	(1, 0.021523410465147944)	(2, 0.00039440804517286806)	(3, 0.00013146934839095603)	(4, 0.0005916120677593021)	(5, 0.00024415736129748976)	(6, 0.015034459055280044)	(7, 0.0006761280774392024)	(8, 0.0004601427193683461)	(9, 0.00024415736129748976)	(10, 0.00026293869678191206)	(12, 0.0012348728081007657)	(14, 0.0009015041032522699)	(16, 0.0017513595339223788)	(18, 0.0018405708774733845)	(20, 0.0005587447306615632)	(22, 6.103934032437244e-05)	(24, 0.001319388817780666)	(26, 0.001671538858113584)	(28, 0.0012395681419718712)	(30, 0.005455977958224676)	(32, 0.008320131619599075)	(34, 0.011489481982595338)	(36, 0.011048120598711412)	(38, 0.007357588176022433)	(40, 0.00417884714528396)	(42, 0.004047377796893003)	(44, 0.002530784956525904)	(46, 0.002624691633948015)	(48, 0.0016997108613402174)	(50, 0.002253760258130675)	(52, 0.003925299116244259)	(54, 0.0019673448919932347)	(56, 0.002361752937166103)	(58, 0.004075549800119637)	(60, 0.002183330250064091)	(62, 0.0024462689468460032)	(64, 0.0023664482710372085)	(66, 0.003188131698480684)	(68, 0.0014555535000427275)	(70, 0.0027843329855656044)	(72, 0.005404329285642514)	(74, 0.0021927209178063027)	(76, 0.004216409816252804)
SRR27961787_2	(1, 0.014940552377857932)	(2, 0.011080987935809151)	(3, 0.012743136126180525)	(4, 0.019485635565088127)	(5, 0.02568347627494748)	(6, 0.0309234688751013)	(7, 0.0374124202849692)	(8, 0.03557184940749582)	(9, 0.035703318755886775)	(10, 0.039755391886650886)	(12, 0.03166063629286488)	(14, 0.03438862527197722)	(16, 0.02871666195568168)	(18, 0.02318086332164821)	(20, 0.019865957608647677)	(22, 0.01908183685217305)	(24, 0.02058434369092683)	(26, 0.0227488926055065)	(28, 0.029078202663756814)	(30, 0.020358967665113765)	(32, 0.01838223210537832)	(34, 0.018424490110218267)	(36, 0.013297185522970982)	(38, 0.019969254953812)	(40, 0.01618481585370091)	(42, 0.016166034518216486)	(44, 0.015255139747222006)	(46, 0.015466429771421757)	(48, 0.01640549654564287)	(50, 0.010677189222894073)	(52, 0.013067114163286809)	(54, 0.00787877023571515)	(56, 0.012231344734230017)	(58, 0.013499084879428521)	(60, 0.010442422529338793)	(62, 0.01487951303753356)	(64, 0.017302305315024035)	(66, 0.022016420521614028)	(68, 0.02572103894591633)	(70, 0.024584768149108777)	(72, 0.03271239107999253)	(74, 0.03566575608491793)	(76, 0.0396849618785843)
SRR27961788_1	(1, 0.02134281445722823)	(2, 0.00039047540952537145)	(3, 9.52379047622857e-05)	(4, 0.0005809512190499429)	(5, 0.000333332666668)	(6, 0.014552351847677258)	(7, 0.0005238084761925714)	(8, 0.0006380939619073143)	(9, 0.0003714278285729143)	(10, 0.00045238004762085713)	(12, 0.0014333304666724)	(14, 0.000919045780956057)	(16, 0.0016428538571494286)	(18, 0.0018571391428645714)	(20, 0.0004238086761921714)	(22, 2.8571371428685715e-05)	(24, 0.0013761877238150286)	(26, 0.0017047584952449143)	(28, 0.001414282885719943)	(30, 0.0055666555333556)	(32, 0.008499983000034)	(34, 0.011580929219093943)	(36, 0.011114263485758743)	(38, 0.007547603952411142)	(40, 0.004076182323825828)	(42, 0.004323800876207771)	(44, 0.0025761853238198285)	(46, 0.0027285659714394858)	(48, 0.0017714250285785142)	(50, 0.002380947619057143)	(52, 0.0040666585333496005)	(54, 0.002147614752389543)	(56, 0.0025285663714386857)	(58, 0.004109515590492628)	(60, 0.0024666617333432)	(62, 0.0026761851238202286)	(64, 0.0023619000381046857)	(66, 0.003223803076203371)	(68, 0.0015285683714346856)	(70, 0.0031333270666792)	(72, 0.005638083961927314)	(74, 0.002333328666676)	(76, 0.0044666577333512)
SRR27961788_2	(1, 0.014495209104819886)	(2, 0.010219027180993257)	(3, 0.012219023181001256)	(4, 0.018666629333408)	(5, 0.02560947259057863)	(6, 0.030838033562028116)	(7, 0.03750468689538811)	(8, 0.0349332634668064)	(9, 0.03589516630490548)	(10, 0.0398665869334928)	(12, 0.032142792857271424)	(14, 0.03429040760966097)	(16, 0.028852323247734457)	(18, 0.024185665914382457)	(20, 0.020152340647699656)	(22, 0.019619008381030856)	(24, 0.021047576952465143)	(26, 0.022904716095329715)	(28, 0.02916660833345)	(30, 0.020338054561986115)	(32, 0.01810948759054863)	(34, 0.01834282045721623)	(36, 0.013414258885767943)	(38, 0.01969043680960257)	(40, 0.01598568231434966)	(42, 0.016061872638159485)	(44, 0.015771397028634514)	(46, 0.015380921619109143)	(48, 0.015995206104825885)	(50, 0.0107333118667096)	(52, 0.012904736095289714)	(54, 0.0080666505333656)	(56, 0.011795214504809085)	(58, 0.01322378307624337)	(60, 0.010419026780994057)	(62, 0.014819017981011656)	(64, 0.01732377487625977)	(66, 0.021433290466752398)	(68, 0.02519042580962457)	(70, 0.02457137942866971)	(72, 0.0327666011334644)	(74, 0.03534754835252234)	(76, 0.04011420548587474)
SRR27961789_1	(1, 0.021432034707863513)	(2, 0.0002860234728615011)	(3, 8.876590537081069e-05)	(4, 0.0004635552836031225)	(5, 0.0003452007431087083)	(6, 0.015405816021022922)	(7, 0.0006114984592211403)	(8, 0.0005720469457230022)	(9, 0.0003254749863596392)	(10, 0.0002761605944869666)	(12, 0.0013709400940602984)	(14, 0.000907384810457176)	(16, 0.001661895006109067)	(18, 0.0016569635669217999)	(20, 0.0005227325538503296)	(22, 4.4382952685405346e-05)	(24, 0.0012969685062512897)	(26, 0.0015829919791127906)	(28, 0.001267379871127686)	(30, 0.005444308862743056)	(32, 0.007984000044185695)	(34, 0.01112532680647494)	(36, 0.010967520752482387)	(38, 0.007096340990477588)	(40, 0.004102957403806361)	(42, 0.004028985815997352)	(44, 0.002534759742255372)	(46, 0.002707360113809726)	(48, 0.0016964150804199378)	(50, 0.0022388733910193364)	(52, 0.004083231647057292)	(54, 0.0019873699924687063)	(56, 0.0023177764180156123)	(58, 0.003974739984937413)	(60, 0.0021205188505249222)	(62, 0.0025594169381917085)	(64, 0.00226846202614294)	(66, 0.003165983958225581)	(68, 0.0014794317561801782)	(70, 0.0029637949515476237)	(72, 0.0054689660586793925)	(74, 0.0022881877828920087)	(76, 0.0041226831605554294)
SRR27961789_2	(1, 0.015524170561517336)	(2, 0.0105138283472538)	(3, 0.012515992657284307)	(4, 0.01935096737083673)	(5, 0.02549554059817174)	(6, 0.030742591893424105)	(7, 0.03746907494485665)	(8, 0.03468774324323791)	(9, 0.0359699174319274)	(10, 0.03935781615358001)	(12, 0.031497102089075996)	(14, 0.034337611060941936)	(16, 0.028543170015902907)	(18, 0.02383857703124994)	(20, 0.019923014316559733)	(22, 0.019203024195218715)	(24, 0.02086985064051505)	(26, 0.02278818048436201)	(28, 0.029297680211554794)	(30, 0.020342186647477452)	(32, 0.017994821594338236)	(34, 0.018216736357765263)	(36, 0.013009136576011033)	(38, 0.019844111289563458)	(40, 0.01589895993974965)	(42, 0.015923617135685984)	(44, 0.015425541777771992)	(46, 0.015484719048019197)	(48, 0.016135669020738475)	(50, 0.010740674549868094)	(52, 0.012811879008520344)	(54, 0.00777687959832047)	(56, 0.011889699880501365)	(58, 0.013270502852936197)	(60, 0.010020684428527073)	(62, 0.014927466419857998)	(64, 0.01723044852031181)	(66, 0.022191476342702673)	(68, 0.025461020523860865)	(70, 0.02439582965941114)	(72, 0.03246859560896764)	(74, 0.03520554435790097)	(76, 0.04070409905170397)
SRR27961790_1	(1, 0.02044755432782026)	(2, 0.0003713081249259784)	(3, 0.00014084101290295735)	(4, 0.000486541680937489)	(5, 0.00034570066803453166)	(6, 0.014570642971233224)	(7, 0.0004993454093832124)	(8, 0.0006785976076233398)	(9, 0.00033289693958880824)	(10, 0.0002880838900287764)	(12, 0.0012419616592351693)	(14, 0.000889859126977776)	(16, 0.0017925219824012752)	(18, 0.0017156996117269347)	(20, 0.0004929435451603507)	(22, 5.761677800575527e-05)	(24, 0.0013443914868009564)	(26, 0.0015556530061553923)	(28, 0.0011523355601151055)	(30, 0.005307145440752347)	(32, 0.007765461302331239)	(34, 0.010998402734876395)	(36, 0.0108639635861963)	(38, 0.007074059966262175)	(40, 0.0038091092126027104)	(42, 0.003341773124333806)	(44, 0.00215102637888153)	(46, 0.002515932639584647)	(48, 0.0015748585988239775)	(50, 0.001946166723749956)	(52, 0.003764296163042678)	(54, 0.002010185365978573)	(56, 0.002330278577121658)	(58, 0.003745090570374093)	(60, 0.0020614002797614663)	(62, 0.0021958394284415624)	(64, 0.0022662599348930407)	(66, 0.003066492962750753)	(68, 0.001273970980349478)	(70, 0.002618362467150434)	(72, 0.00520471561318656)	(74, 0.0019589704521956793)	(76, 0.003866725990608465)
SRR27961790_2	(1, 0.014788306354810522)	(2, 0.01104961764865929)	(3, 0.012458027777688863)	(4, 0.01938484486682522)	(5, 0.02581231654657836)	(6, 0.030652125899061803)	(7, 0.03743810197529521)	(8, 0.03531268305330512)	(9, 0.035427916609316636)	(10, 0.039653146996405354)	(12, 0.031164275036890742)	(14, 0.03375703004714973)	(16, 0.028853202052437674)	(18, 0.024039000156845673)	(20, 0.02037713382136878)	(22, 0.01894311623544776)	(24, 0.02044755432782026)	(26, 0.022636991892038962)	(28, 0.028789183410209054)	(30, 0.019948208918437047)	(32, 0.018072462701138572)	(34, 0.018187696257150082)	(36, 0.013399101818449534)	(38, 0.019589704521956793)	(40, 0.015985454964485658)	(42, 0.016337557496743052)	(44, 0.01543489464131955)	(46, 0.015326062949530901)	(48, 0.015998258692931384)	(50, 0.010499057325493184)	(52, 0.012406812863905969)	(54, 0.00773345198121693)	(56, 0.011907467454522758)	(58, 0.01316863470642651)	(60, 0.010127749200567205)	(62, 0.01399447519117567)	(64, 0.016395174274748806)	(66, 0.02184316072840411)	(68, 0.02493526114804631)	(70, 0.02360367338969108)	(72, 0.03171483536005685)	(74, 0.03476212273013902)	(76, 0.039371464970599436)
SRR27961791_1	(1, 0.021782068278791936)	(2, 0.00032157634454143543)	(3, 0.00010403940558693499)	(4, 0.000520197027934675)	(5, 0.00034049260010269634)	(6, 0.015596452710259619)	(7, 0.0005958620501797186)	(8, 0.00062423643352161)	(9, 0.00032157634454143543)	(10, 0.00037832511122521816)	(12, 0.0013004925698366875)	(14, 0.000997832480856513)	(16, 0.0017355664477456882)	(18, 0.001768669894977895)	(20, 0.0004681773251412075)	(22, 4.729063890315227e-05)	(24, 0.001395073847642992)	(26, 0.0016267979782684382)	(28, 0.00145655167821709)	(30, 0.005438423473862511)	(32, 0.008256945552490387)	(34, 0.011425418359001589)	(36, 0.010961970097750696)	(38, 0.007292216518866079)	(40, 0.003948768348413215)	(42, 0.003816354559484388)	(44, 0.0023645319451576136)	(46, 0.002586797948002429)	(48, 0.0018254186616616778)	(50, 0.002104433431190276)	(52, 0.0038967486456197467)	(54, 0.002104433431190276)	(56, 0.002312512242364146)	(58, 0.004057536817890465)	(60, 0.0022604925395706787)	(62, 0.002430738839622027)	(64, 0.002430738839622027)	(66, 0.003168472806511202)	(68, 0.0015038423171202422)	(70, 0.002950935867556702)	(72, 0.005386403771069043)	(74, 0.0021280787506418523)	(76, 0.004048078690109835)
SRR27961791_2	(1, 0.015199211343473141)	(2, 0.010961970097750696)	(3, 0.013042758209489394)	(4, 0.02021201906720728)	(5, 0.02640709276352023)	(6, 0.031959013770750305)	(7, 0.038437831300482166)	(8, 0.03625300378315653)	(9, 0.036886698344458776)	(10, 0.04059901349835623)	(12, 0.032729851184871685)	(14, 0.03543014666624168)	(16, 0.02996807787292759)	(18, 0.02456275784629729)	(20, 0.020812610181277315)	(22, 0.02000394025603341)	(24, 0.0217395067037791)	(26, 0.023749358857163068)	(28, 0.029651230592276475)	(30, 0.02165911261764374)	(32, 0.01908177279742194)	(34, 0.019285122544705498)	(36, 0.01435743797099703)	(38, 0.021096354014696228)	(40, 0.016840196513412526)	(42, 0.01698206843012198)	(44, 0.016523349232761404)	(46, 0.016395664507722892)	(48, 0.0166463048939096)	(50, 0.010905221331066913)	(52, 0.012872511909438049)	(54, 0.007996847038523049)	(56, 0.011827388789678383)	(58, 0.01330758578734705)	(60, 0.010399211494803185)	(62, 0.015090442873995889)	(64, 0.017866403377610928)	(66, 0.022359014073410396)	(68, 0.02635507306072676)	(70, 0.025730836627205152)	(72, 0.03326423540447731)	(74, 0.035794284585795956)	(76, 0.04036728936773078)
SRR27961792_1	(1, 0.021847796152783275)	(2, 0.00042955798006564605)	(3, 0.00011932166112934613)	(4, 0.000644336970098469)	(5, 0.00031023631893629987)	(6, 0.015273172624556304)	(7, 0.0005488796411949921)	(8, 0.0006682013023243382)	(9, 0.00025057548837162684)	(10, 0.0003281345681057018)	(12, 0.001348334770761611)	(14, 0.0008233194617924881)	(16, 0.0017003336710931822)	(18, 0.001694367588036715)	(20, 0.00041165973089624406)	(22, 6.562691362114036e-05)	(24, 0.0016048763421897053)	(26, 0.001777892750827257)	(28, 0.0014736225149474245)	(30, 0.005524592910288725)	(32, 0.008131771205964937)	(34, 0.01111481273419859)	(36, 0.011013389322238646)	(38, 0.007332316076398318)	(40, 0.004086766893680104)	(42, 0.003877953986703748)	(44, 0.0025654157142809414)	(46, 0.0027861607873702317)	(48, 0.0017838588338837244)	(50, 0.0020702308205941553)	(52, 0.003943580900324889)	(54, 0.0020881290697635567)	(56, 0.0022671115614575762)	(58, 0.003794428823913206)	(60, 0.0022372811461752397)	(62, 0.0024997888006598012)	(64, 0.0023327384750787164)	(66, 0.002947245029894849)	(68, 0.0015094190132862281)	(70, 0.0027622964551443623)	(72, 0.005327712169425304)	(74, 0.0021597220664411644)	(76, 0.003937614817268421)
SRR27961792_2	(1, 0.01598910259133238)	(2, 0.011061117986690384)	(3, 0.012671960411936557)	(4, 0.019127262279034184)	(5, 0.025499038983341264)	(6, 0.03039122708964445)	(7, 0.03728801910292066)	(8, 0.03475839988697852)	(9, 0.036237988484982414)	(10, 0.03958496107966057)	(12, 0.031101190973364067)	(14, 0.03409019858465418)	(16, 0.02820764069097742)	(18, 0.0239776878039421)	(20, 0.020517359631191064)	(22, 0.019079533614582443)	(24, 0.020565088295642804)	(26, 0.02272481036208397)	(28, 0.028869875910245292)	(30, 0.020225021561424167)	(32, 0.01820251940528175)	(34, 0.01853662005644392)	(36, 0.013423686877051439)	(38, 0.019700006252455046)	(40, 0.015887679179372435)	(42, 0.016251610245816943)	(44, 0.015314935205951574)	(46, 0.015708696687678415)	(48, 0.01592944176076771)	(50, 0.010583831342173)	(52, 0.012886739401969381)	(54, 0.0077081793089557584)	(56, 0.012188707684362705)	(58, 0.013429652960107907)	(60, 0.010058816033203877)	(62, 0.014473717494989683)	(64, 0.01687804896674601)	(66, 0.022044676893646694)	(68, 0.0245623639434759)	(70, 0.024102975548127917)	(72, 0.03249128832552095)	(74, 0.035617515847109815)	(76, 0.039853434817201605)
