Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42
SRR27961794_1	(1, 31.684436245869392)	(2, 31.6991468258085)	(3, 31.775564159980593)	(4, 31.807146471031775)	(5, 31.82516153627444)	(6, 35.60046371780931)	(7, 35.62923699974714)	(8, 35.6026900785867)	(9, 35.60784391739174)	(10, 35.5983892087681)	(12, 35.61020554249717)	(14, 35.5982852952114)	(16, 35.5900191228305)	(18, 35.58687908657305)	(20, 35.579574413848874)	(22, 35.5543300317361)	(24, 35.54142354618493)	(26, 35.50976810233439)	(28, 35.495040364973136)	(30, 35.47181269247949)	(32, 35.451990853782966)	(34, 35.43601290466151)	(36, 35.41808767362912)	(38, 35.393146082966226)	(40, 35.371646692995235)	(42, 35.27774184156027)	(44, 35.152348503382576)	(46, 35.20992624702538)	(48, 35.17332912358975)	(50, 35.21501373619796)	(52, 35.1612772030643)	(54, 35.154412866174155)	(56, 35.01193238858449)	(58, 35.08570770775244)	(60, 35.05224634546909)	(62, 34.954826730556874)	(64, 35.08282822490565)	(66, 34.994569134378985)	(68, 35.091536956175275)	(70, 35.07504599443165)	(72, 34.9448157452466)	(74, 34.77838761044877)	(76, 34.209655034352465)
SRR27961794_2	(1, 31.63918750656941)	(2, 31.571290400029003)	(3, 31.591288316057728)	(4, 31.57699555639867)	(5, 31.593678726871396)	(6, 35.3589841164452)	(7, 35.24473529346716)	(8, 35.137137622134055)	(9, 35.13452080174981)	(10, 35.1398237562237)	(12, 35.143667531795955)	(14, 35.13430214436996)	(16, 35.13744993281814)	(18, 35.12996542066921)	(20, 35.0806072222601)	(22, 35.07925760005399)	(24, 35.044099306019326)	(26, 35.001452623740356)	(28, 35.002774600266264)	(30, 35.00555193659985)	(32, 34.98311475955555)	(34, 34.97126872809579)	(36, 34.95618039986256)	(38, 34.93841961787628)	(40, 34.929389797706584)	(42, 34.90755227541619)	(44, 34.88373691846314)	(46, 34.86133439827154)	(48, 34.84892941105923)	(50, 34.85538151380676)	(52, 34.82104238692689)	(54, 34.78778839574569)	(56, 34.76839338355081)	(58, 34.778007696101355)	(60, 34.800030016938535)	(62, 34.821705598244534)	(64, 34.84183039939515)	(66, 34.80880720689252)	(68, 34.735484877869936)	(70, 34.679299507485084)	(72, 34.64528135550247)	(74, 34.61201054890755)	(76, 33.98470823376138)
SRR27961795_1	(1, 31.677160161019465)	(2, 31.696339899237)	(3, 31.76799032437491)	(4, 31.80171587352639)	(5, 31.821217681719254)	(6, 35.59139841452878)	(7, 35.624092231084596)	(8, 35.59458219541742)	(9, 35.601203200211444)	(10, 35.59017759747772)	(12, 35.60428071463835)	(14, 35.59198867289321)	(16, 35.583424993007036)	(18, 35.578947277976546)	(20, 35.57239639685185)	(22, 35.54845811632414)	(24, 35.534504725670104)	(26, 35.50071304407791)	(28, 35.48684807022434)	(30, 35.462260106372895)	(32, 35.44442718607629)	(34, 35.42516834392505)	(36, 35.41121733692145)	(38, 35.385973869204555)	(40, 35.368114950488255)	(42, 35.27689603037946)	(44, 35.20116961845739)	(46, 35.30291612466337)	(48, 35.28504151820128)	(50, 35.27143819155658)	(52, 35.24558583974175)	(54, 35.226386588851014)	(56, 35.16403533833811)	(58, 35.17656618859509)	(60, 35.14620053329466)	(62, 35.10098944774589)	(64, 35.13550470582483)	(66, 35.099649614475034)	(68, 35.10074088289747)	(70, 35.075094633693354)	(72, 34.9541294747909)	(74, 34.803235866422)	(76, 34.24366472837084)
SRR27961795_2	(1, 31.63433882360089)	(2, 31.564885015475436)	(3, 31.591040312628504)	(4, 31.578570162306637)	(5, 31.59468962598751)	(6, 35.356049078364336)	(7, 35.25393127703018)	(8, 35.160079199279714)	(9, 35.160058245329516)	(10, 35.16208955895704)	(12, 35.16988581427549)	(14, 35.15930190750794)	(16, 35.161515320940794)	(18, 35.154314479323716)	(20, 35.112820336285395)	(22, 35.11062072585149)	(24, 35.07641500972474)	(26, 35.03464114808134)	(28, 35.04057920931322)	(30, 35.04065770347589)	(32, 35.02065189180355)	(34, 35.00759469827365)	(36, 34.99433156843422)	(38, 34.97620362982286)	(40, 34.96752481407803)	(42, 34.94580404907926)	(44, 34.92053768723159)	(46, 34.89764399992505)	(48, 34.884319615813205)	(50, 34.889713650412055)	(52, 34.85662154250121)	(54, 34.826666373976565)	(56, 34.80739905046454)	(58, 34.81926563832661)	(60, 34.84215367139261)	(62, 34.861195157885795)	(64, 34.88031164621661)	(66, 34.846629889712375)	(68, 34.77555048743434)	(70, 34.7223041717541)	(72, 34.69057850530484)	(74, 34.653832316734146)	(76, 34.01714764851777)
SRR27961796_1	(1, 31.57149937532143)	(2, 31.59019395025287)	(3, 31.68283636611907)	(4, 31.7378478004806)	(5, 31.775413378968686)	(6, 35.51289109408719)	(7, 35.52723158282957)	(8, 35.497295984063356)	(9, 35.510086580832386)	(10, 35.50857672826673)	(12, 35.51765594312426)	(14, 35.49934118424764)	(16, 35.491852698368945)	(18, 35.48663162341134)	(20, 35.482189721708565)	(22, 35.45588478796023)	(24, 35.43456507951093)	(26, 35.40204119624351)	(28, 35.382767326056694)	(30, 35.354923267904795)	(32, 35.33431964272725)	(34, 35.316875222529774)	(36, 35.298492588083505)	(38, 35.27597616395037)	(40, 35.23806889458055)	(42, 35.19207430293146)	(44, 35.1917239182341)	(46, 35.17519936753688)	(48, 35.17086817240363)	(50, 35.14749815914436)	(52, 35.12219628434296)	(54, 35.08360371897504)	(56, 35.077616312086604)	(58, 35.05851328734066)	(60, 35.020456867189125)	(62, 35.017382765890375)	(64, 34.99407225342425)	(66, 34.98500260973988)	(68, 34.95753916524056)	(70, 34.921166154927946)	(72, 34.87928397734567)	(74, 34.84552716745597)	(76, 34.2860292456767)
SRR27961796_2	(1, 31.60632520549309)	(2, 31.528141960916432)	(3, 31.586183469180185)	(4, 31.590273710029187)	(5, 31.59768179805335)	(6, 35.33617278137016)	(7, 35.30082883169156)	(8, 35.24974062120742)	(9, 35.25166650076633)	(10, 35.25250980088131)	(12, 35.25543826082851)	(14, 35.24245129549019)	(16, 35.24546166872766)	(18, 35.23827619023919)	(20, 35.21442123753992)	(22, 35.206639953522384)	(24, 35.17972246469194)	(26, 35.14537997876476)	(28, 35.15362514564135)	(30, 35.15653940834836)	(32, 35.13551313611612)	(34, 35.12051869696772)	(36, 35.109437511724686)	(38, 35.09020870581149)	(40, 35.07979128142695)	(42, 35.05374548719186)	(44, 35.022780189713416)	(46, 34.992525232802834)	(48, 34.97807619100489)	(50, 34.979486662889244)	(52, 34.949449689447334)	(54, 34.91472523395137)	(56, 34.90348101972555)	(58, 34.91730777574869)	(60, 34.93228203567368)	(62, 34.924235151601)	(64, 34.91183553725547)	(66, 34.87988712077417)	(68, 34.83975551076246)	(70, 34.80304527611558)	(72, 34.77696127694764)	(74, 34.73799822741873)	(76, 34.02011589414538)
SRR27961797_1	(1, 31.683269704146856)	(2, 31.74574297701575)	(3, 31.792171821903004)	(4, 31.81661450515629)	(5, 31.835998512719797)	(6, 35.61788460305014)	(7, 35.622637239531024)	(8, 35.59688878898643)	(9, 35.60482833721393)	(10, 35.607652105883936)	(12, 35.61040669327683)	(14, 35.59570848604514)	(16, 35.588497862239905)	(18, 35.58197389192407)	(20, 35.5783592288234)	(22, 35.555523603186046)	(24, 35.53440478715676)	(26, 35.503925920219444)	(28, 35.48813177602761)	(30, 35.461265227062924)	(32, 35.443059763594675)	(34, 35.42352865787502)	(36, 35.40672341172979)	(38, 35.38477377546501)	(40, 35.358169470443116)	(42, 35.3091691926627)	(44, 35.30134854242671)	(46, 35.283775442733784)	(48, 35.28318136317368)	(50, 35.258940829957226)	(52, 35.235226426216)	(54, 35.20034727828544)	(56, 35.19674733086321)	(58, 35.17665614993998)	(60, 35.14361915871111)	(62, 35.13953687707976)	(64, 35.11720006017599)	(66, 35.11434644975171)	(68, 35.0878411677612)	(70, 35.052547694334606)	(72, 35.012377703038545)	(74, 34.979804402250906)	(76, 34.46771268757653)
SRR27961797_2	(1, 31.641079326418254)	(2, 31.58221133613787)	(3, 31.637772813141723)	(4, 31.638245239184887)	(5, 31.6470351308388)	(6, 35.41594656578864)	(7, 35.381889795632645)	(8, 35.33246962267711)	(9, 35.33356069349657)	(10, 35.332754907502874)	(12, 35.337119952947354)	(14, 35.32432129942607)	(16, 35.324354658872394)	(18, 35.31444444092675)	(20, 35.29192001377997)	(22, 35.2831138821144)	(24, 35.25915001537818)	(26, 35.23133245836606)	(28, 35.23489464922689)	(30, 35.23551581501583)	(32, 35.21443874226562)	(34, 35.201017105481164)	(36, 35.186142955018454)	(38, 35.16986366246385)	(40, 35.16169001183)	(42, 35.13513595117631)	(44, 35.10727805796195)	(46, 35.07996904196477)	(48, 35.06538557012232)	(50, 35.06648731127436)	(52, 35.041001866839174)	(54, 35.01142733990133)	(56, 35.000011901524786)	(58, 35.00933073680757)	(60, 35.02242886317925)	(62, 35.01612369330931)	(64, 35.00301413443845)	(66, 34.97401005989575)	(68, 34.937935424319846)	(70, 34.903181623482894)	(72, 34.87951359464861)	(74, 34.838942469201726)	(76, 34.17866744900138)
SRR27961798_1	(1, 31.679377813735456)	(2, 31.723338229068176)	(3, 31.782094942087774)	(4, 31.807656294114434)	(5, 31.82217707775139)	(6, 35.59464715047508)	(7, 35.60737399762812)	(8, 35.58175908588547)	(9, 35.58588165886552)	(10, 35.584829484076394)	(12, 35.5896324538505)	(14, 35.57699473831862)	(16, 35.567728772880514)	(18, 35.562245854886186)	(20, 35.55590656458203)	(22, 35.53099950235219)	(24, 35.513632203725734)	(26, 35.480230050194514)	(28, 35.462642277527785)	(30, 35.43784260387422)	(32, 35.4175301040144)	(34, 35.39789885323893)	(36, 35.37499296860513)	(38, 35.35681989679752)	(40, 35.24754129952019)	(42, 35.19056376490532)	(44, 35.28989797367535)	(46, 35.27384688039774)	(48, 35.266436261201676)	(50, 35.241058017014765)	(52, 35.21812974854656)	(54, 35.17992884183529)	(56, 35.16996879810113)	(58, 35.15233365603735)	(60, 35.11486127809272)	(62, 35.117518315493996)	(64, 35.09489597438177)	(66, 35.08266278273497)	(68, 35.05129275839445)	(70, 34.92523471850242)	(72, 34.81122550641071)	(74, 34.81954852478869)	(76, 34.428373479345915)
SRR27961798_2	(1, 31.627632578912884)	(2, 31.56550591009486)	(3, 31.592598872626294)	(4, 31.586895435734306)	(5, 31.600088979106058)	(6, 35.36991937423591)	(7, 35.25959954737106)	(8, 35.169278756969604)	(9, 35.16593490816841)	(10, 35.17846317168437)	(12, 35.17359520356146)	(14, 35.16267301380701)	(16, 35.16434641850127)	(18, 35.15407990912253)	(20, 35.1143462704719)	(22, 35.10865220877308)	(24, 35.07741020740529)	(26, 35.0324725739714)	(28, 35.032520391942285)	(30, 35.03458396615888)	(32, 35.01101015508364)	(34, 34.995536510904785)	(36, 34.98263126593727)	(38, 34.96384728142276)	(40, 34.958051348605835)	(42, 34.93816019414993)	(44, 34.911485571577714)	(46, 34.88836791523605)	(48, 34.87755410092032)	(50, 34.88048521693524)	(52, 34.84930475989771)	(54, 34.81682038843444)	(56, 34.79656795261123)	(58, 34.8020406431221)	(60, 34.82461624284065)	(62, 34.84215498638713)	(64, 34.85865173777056)	(66, 34.823195744074994)	(68, 34.75609326998394)	(70, 34.702573701354076)	(72, 34.67390359807354)	(74, 34.64389266274057)	(76, 34.01825076479596)
