Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42
SRR27961782_1	(1, 31.690569660787737)	(2, 31.733444596811918)	(3, 31.78340521492257)	(4, 31.80550616609178)	(5, 31.82338157865364)	(6, 35.59580369583257)	(7, 35.611925653598185)	(8, 35.58597254510977)	(9, 35.593111130523724)	(10, 35.588331839842155)	(12, 35.597636760453014)	(14, 35.58197538782267)	(16, 35.57421852662296)	(18, 35.56785784437594)	(20, 35.563135636282794)	(22, 35.5390335326569)	(24, 35.52032527493676)	(26, 35.48586716657423)	(28, 35.46924818255664)	(30, 35.44328070148793)	(32, 35.42023676634476)	(34, 35.40277030975561)	(36, 35.38311519460015)	(38, 35.365737929555394)	(40, 35.31542345036317)	(42, 35.265726278591366)	(44, 35.29645806616219)	(46, 35.28108572510229)	(48, 35.27321622772365)	(50, 35.24692791192809)	(52, 35.22463384832361)	(54, 35.195899543614516)	(56, 35.18126035704955)	(58, 35.163499364497504)	(60, 35.131433016589526)	(62, 35.12095229659053)	(64, 35.098967753128406)	(66, 35.07926997893143)	(68, 35.05045193610379)	(70, 34.98568669385497)	(72, 34.92166801031605)	(74, 34.90508144105402)	(76, 34.43155629459386)
SRR27961782_2	(1, 31.635693926015055)	(2, 31.58198420504392)	(3, 31.624328171062654)	(4, 31.622393784847773)	(5, 31.631793452362082)	(6, 35.39891137387903)	(7, 35.34692412001329)	(8, 35.28401696698394)	(9, 35.28662859733708)	(10, 35.2859580807896)	(12, 35.28708464644522)	(14, 35.27514990040617)	(16, 35.27645862067876)	(18, 35.267071949646635)	(20, 35.23805681898918)	(22, 35.23067119848054)	(24, 35.20275745597989)	(26, 35.16951133328923)	(28, 35.172463369542385)	(30, 35.17292818490519)	(32, 35.15106631804156)	(34, 35.136451646409654)	(36, 35.121779637356354)	(38, 35.10299829353641)	(40, 35.09424630953421)	(42, 35.06901376679133)	(44, 35.04211069190519)	(46, 35.01622567479009)	(48, 34.99928244128368)	(50, 34.999791393719306)	(52, 34.97089812419479)	(54, 34.939677159227905)	(56, 34.926608559309884)	(58, 34.93631433220456)	(60, 34.94711140186988)	(62, 34.948407941125836)	(64, 34.94385300540338)	(66, 34.91411481163714)	(68, 34.867531495063325)	(70, 34.826295338992594)	(72, 34.799391448640904)	(74, 34.760439360605695)	(76, 34.11387558462509)
SRR27961783_1	(1, 31.652725128179256)	(2, 31.658054973256636)	(3, 31.73213442993534)	(4, 31.765261499215818)	(5, 31.79003102882426)	(6, 35.53575353650455)	(7, 35.57397713477757)	(8, 35.541860240465695)	(9, 35.55052246928651)	(10, 35.53568782406293)	(12, 35.553789017531315)	(14, 35.53980844946326)	(16, 35.53012552429976)	(18, 35.52490156977671)	(20, 35.52068059138736)	(22, 35.49307982769558)	(24, 35.47642363112924)	(26, 35.43852133470091)	(28, 35.425506518022004)	(30, 35.39806215978583)	(32, 35.3757706291228)	(34, 35.36156302087724)	(36, 35.34359940514243)	(38, 35.32272721399552)	(40, 35.25853354195598)	(42, 35.18769214582501)	(44, 35.24904461616366)	(46, 35.23662785653768)	(48, 35.230378898676705)	(50, 35.20399430738287)	(52, 35.18089952210811)	(54, 35.14520129972811)	(56, 35.13343766516557)	(58, 35.11666013439056)	(60, 35.082368084426946)	(62, 35.080501309634194)	(64, 35.054874564916574)	(66, 35.04038614058155)	(68, 35.01051719014092)	(70, 34.90700483552508)	(72, 34.8176928287914)	(74, 34.811276390344204)	(76, 34.35798033918203)
SRR27961783_2	(1, 31.595097778021156)	(2, 31.525842648236008)	(3, 31.556941122759824)	(4, 31.540770201499697)	(5, 31.556194658956734)	(6, 35.293303791447904)	(7, 35.22618985358062)	(8, 35.14262787007395)	(9, 35.14263537655136)	(10, 35.13726160012257)	(12, 35.14577117672647)	(14, 35.13316097148584)	(16, 35.13507001636043)	(18, 35.12608740862248)	(20, 35.089593622693684)	(22, 35.08451229124148)	(24, 35.05065980090607)	(26, 35.01459763742852)	(28, 35.02022688020339)	(30, 35.01776401726982)	(32, 34.996845987387886)	(34, 34.98257266670071)	(36, 34.96607613660066)	(38, 34.948288738499556)	(40, 34.938523057499)	(42, 34.91326646825775)	(44, 34.88731571444129)	(46, 34.859019924775254)	(48, 34.84481010150357)	(50, 34.846582060872606)	(52, 34.81492995287532)	(54, 34.78214147494898)	(56, 34.77012575810807)	(58, 34.778096775721835)	(60, 34.79722278794263)	(62, 34.808597623892254)	(64, 34.81590210322884)	(66, 34.78502716175782)	(68, 34.72402318886236)	(70, 34.674409803213386)	(72, 34.642555635610975)	(74, 34.59906525897655)	(76, 33.93733174261643)
SRR27961784_1	(1, 31.680288462323904)	(2, 31.715255800488613)	(3, 31.77559880938987)	(4, 31.806226338998016)	(5, 31.829339745930707)	(6, 35.603563618232336)	(7, 35.61772141862053)	(8, 35.59230141966829)	(9, 35.600393551780314)	(10, 35.597275001903284)	(12, 35.60785076661129)	(14, 35.59347562726876)	(16, 35.58641654952001)	(18, 35.58244454534771)	(20, 35.57728488262988)	(22, 35.55682888143357)	(24, 35.53863857484896)	(26, 35.50988840507842)	(28, 35.49391663311191)	(30, 35.4699435092982)	(32, 35.45159042994122)	(34, 35.43510049707504)	(36, 35.420014254734326)	(38, 35.40105098169572)	(40, 35.38189100900712)	(42, 35.34427606741417)	(44, 35.32616652095717)	(46, 35.32720480321812)	(48, 35.31875292639741)	(50, 35.29812320651797)	(52, 35.27490545946087)	(54, 35.2551982456918)	(56, 35.231763268594904)	(58, 35.22186005113973)	(60, 35.19651405961393)	(62, 35.171619682206995)	(64, 35.16608175930955)	(66, 35.138314869959856)	(68, 35.11802038901876)	(70, 35.09697015012017)	(72, 35.06007616829082)	(74, 35.01157690711257)	(76, 34.452903122372774)
SRR27961784_2	(1, 31.646540749120707)	(2, 31.586360567449084)	(3, 31.640765882652648)	(4, 31.639643409456244)	(5, 31.649164609180342)	(6, 35.41156787809763)	(7, 35.3867575827116)	(8, 35.338626616033025)	(9, 35.34281133029193)	(10, 35.33849493836037)	(12, 35.349189692197726)	(14, 35.33927035539139)	(16, 35.34323266617009)	(18, 35.33862922998186)	(20, 35.315702938220085)	(22, 35.31152023888007)	(24, 35.28738831767451)	(26, 35.26573371202191)	(28, 35.2703103007773)	(30, 35.269730494250894)	(32, 35.25170268815231)	(34, 35.238576090580295)	(36, 35.22727304906567)	(38, 35.21298449677836)	(40, 35.2026643544837)	(42, 35.176283892705676)	(44, 35.147494949360734)	(46, 35.120982101965566)	(48, 35.10673978389832)	(50, 35.10666343480937)	(52, 35.08141415939054)	(54, 35.053024333358636)	(56, 35.04600332123982)	(58, 35.05520986687267)	(60, 35.07040437026106)	(62, 35.06504550285895)	(64, 35.05190719697444)	(66, 35.02296168898562)	(68, 34.988662323663284)	(70, 34.95553482427892)	(72, 34.929386568289246)	(74, 34.886879566990665)	(76, 34.192595205734655)
SRR27961785_1	(1, 31.70043300681188)	(2, 31.743903257100996)	(3, 31.794064848534962)	(4, 31.82094760710746)	(5, 31.841765009369393)	(6, 35.626248388453)	(7, 35.63445199249517)	(8, 35.61090378234594)	(9, 35.618207365774296)	(10, 35.61746794666493)	(12, 35.624312377496224)	(14, 35.60857360475259)	(16, 35.60242812238324)	(18, 35.59563266394689)	(20, 35.59022398028526)	(22, 35.56834764460832)	(24, 35.54784684509467)	(26, 35.516790893114404)	(28, 35.50026367063532)	(30, 35.4754221467029)	(32, 35.45548607285649)	(34, 35.4378685886051)	(36, 35.42239872730004)	(38, 35.400995636157816)	(40, 35.36996513118895)	(42, 35.33252879239082)	(44, 35.335650156583554)	(46, 35.3224053074197)	(48, 35.31404226649601)	(50, 35.291718540913784)	(52, 35.27156881698765)	(54, 35.244246937332804)	(56, 35.22926301495259)	(58, 35.213895116386595)	(60, 35.186471798073015)	(62, 35.17189141754412)	(64, 35.1532109236974)	(66, 35.132089846001904)	(68, 35.10634771914419)	(70, 35.065596572281734)	(72, 35.02645446848356)	(74, 35.00356106758656)	(76, 34.49780107541283)
SRR27961785_2	(1, 31.654417123684123)	(2, 31.59884411172461)	(3, 31.65010114750299)	(4, 31.651550054911972)	(5, 31.661413363116623)	(6, 35.43621627979834)	(7, 35.39788760689783)	(8, 35.35076335211094)	(9, 35.35302970836677)	(10, 35.352492351338796)	(12, 35.35369284467308)	(14, 35.34174532724158)	(16, 35.34208033103243)	(18, 35.333671520426904)	(20, 35.31159690769314)	(22, 35.303620055738854)	(24, 35.27829818307174)	(26, 35.249558142053715)	(28, 35.252850065277116)	(30, 35.25541444854521)	(32, 35.2351712053964)	(34, 35.220556934339726)	(36, 35.2073224503201)	(38, 35.18958809615593)	(40, 35.18065578753551)	(42, 35.15631627432461)	(44, 35.12630929823315)	(46, 35.10171857585247)	(48, 35.08659035668907)	(50, 35.085733776511184)	(52, 35.05912371440184)	(54, 35.03042327056404)	(56, 35.01986264436957)	(58, 35.02823407057848)	(60, 35.0405304508139)	(62, 35.03599075056455)	(64, 35.02448800263671)	(66, 34.99482004828526)	(68, 34.95771009506817)	(70, 34.924442931728635)	(72, 34.900046235531015)	(74, 34.85989562649144)	(76, 34.20829595864191)
SRR27961786_1	(1, 31.661610681382207)	(2, 31.662309177782223)	(3, 31.759037985581283)	(4, 31.794545496823034)	(5, 31.808430317767755)	(6, 35.57448041455269)	(7, 35.59664398710634)	(8, 35.56978944651892)	(9, 35.570531240990306)	(10, 35.56554703734092)	(12, 35.578215503206636)	(14, 35.56508238488985)	(16, 35.55326172504327)	(18, 35.55066252349178)	(20, 35.54174483896726)	(22, 35.51038615350586)	(24, 35.50321087271845)	(26, 35.46739844225452)	(28, 35.450455609110506)	(30, 35.42601361873253)	(32, 35.38753864324234)	(34, 35.383714896632725)	(36, 35.363859008192385)	(38, 35.34838464402972)	(40, 35.31401216080171)	(42, 35.10042752836396)	(44, 34.98726160431267)	(46, 35.07451088356587)	(48, 35.02398529881569)	(50, 35.08458518786723)	(52, 35.03806593471544)	(54, 35.006596369536894)	(56, 34.83807792759394)	(58, 34.95765660528688)	(60, 34.8998765317695)	(62, 34.780708784846496)	(64, 34.95384093411122)	(66, 34.8581753345091)	(68, 35.017405939235395)	(70, 35.00260429881122)	(72, 34.84375415584167)	(74, 34.62100825859166)	(76, 34.04275386730241)
SRR27961786_2	(1, 31.625885648877155)	(2, 31.54655590760375)	(3, 31.562577110371482)	(4, 31.551011485328885)	(5, 31.56563271712236)	(6, 35.32671247022255)	(7, 35.173548979110514)	(8, 35.04090579565303)	(9, 35.03871912850375)	(10, 35.05114619043981)	(12, 35.050663268035336)	(14, 35.039390592245454)	(16, 35.04573759696391)	(18, 35.03639872987742)	(20, 34.97667115950975)	(22, 34.97820148287876)	(24, 34.93763021637237)	(26, 34.886493704998784)	(28, 34.88785570425172)	(30, 34.88600201988939)	(32, 34.86259574686939)	(34, 34.849128958494674)	(36, 34.83481235956047)	(38, 34.817011984058524)	(40, 34.80845460134218)	(42, 34.791118706473554)	(44, 34.767722627973)	(46, 34.745617015271506)	(48, 34.73731369372525)	(50, 34.7486743974724)	(52, 34.70597694366245)	(54, 34.67076066349598)	(56, 34.64723875713459)	(58, 34.65341526137889)	(60, 34.68177171813505)	(62, 34.713584575165164)	(64, 34.74740248798965)	(66, 34.70967698149671)	(68, 34.622805128553466)	(70, 34.555673416164)	(72, 34.524696681546466)	(74, 34.49397240446676)	(76, 33.87911980289985)
SRR27961787_1	(1, 31.680890460677986)	(2, 31.694844617316203)	(3, 31.772884822521075)	(4, 31.806451858272286)	(5, 31.82552233241649)	(6, 35.59867873304867)	(7, 35.629373257444215)	(8, 35.60334026051591)	(9, 35.60652294562709)	(10, 35.599595121360295)	(12, 35.609724552933784)	(14, 35.5980139676792)	(16, 35.58736617124634)	(18, 35.584130100189036)	(20, 35.57680218652308)	(22, 35.55261952676669)	(24, 35.53930210435473)	(26, 35.50760977455824)	(28, 35.49126841627327)	(30, 35.46791556287193)	(32, 35.44701231210448)	(34, 35.42628123923008)	(36, 35.41235750835534)	(38, 35.38800633306633)	(40, 35.354697963258076)	(42, 35.259872080324016)	(44, 35.30397089080813)	(46, 35.27874929452609)	(48, 35.281700405770756)	(50, 35.25469509910441)	(52, 35.23194583087219)	(54, 35.1574106924021)	(56, 35.16721323483149)	(58, 35.14990374565564)	(60, 35.097451701448136)	(62, 35.136252672818806)	(64, 35.10475834525165)	(66, 35.119635228902226)	(68, 35.085470007615825)	(70, 34.935770743750275)	(72, 34.79740451334273)	(74, 34.80365010559806)	(76, 34.440067913309115)
SRR27961787_2	(1, 31.58840214971166)	(2, 31.493007896612504)	(3, 31.525331138421258)	(4, 31.507325284278988)	(5, 31.521008895779552)	(6, 35.24682722204328)	(7, 35.1498346772944)	(8, 35.02894926879566)	(9, 35.0326553897268)	(10, 35.02596791960086)	(12, 35.0393143122228)	(14, 35.02942340360996)	(16, 35.03401229426221)	(18, 35.029178823668616)	(20, 34.97399573851498)	(22, 34.975736251827655)	(24, 34.93484186585056)	(26, 34.899916751730466)	(28, 34.90560242542166)	(30, 34.90077200679509)	(32, 34.874921846167716)	(34, 34.86505751314459)	(36, 34.84959277369336)	(38, 34.83068419466103)	(40, 34.82358686884149)	(42, 34.79674782394751)	(44, 34.77387530320118)	(46, 34.74784178978614)	(48, 34.7398774705673)	(50, 34.74635186644217)	(52, 34.70404972546383)	(54, 34.67448358370419)	(56, 34.661263824236755)	(58, 34.671156845749834)	(60, 34.69202164173288)	(62, 34.708224018135255)	(64, 34.724634444781465)	(66, 34.69109464196671)	(68, 34.625145109293285)	(70, 34.57211408346613)	(72, 34.539296657767444)	(74, 34.498496037607744)	(76, 33.84173222135306)
SRR27961788_1	(1, 31.706367349170062)	(2, 31.75080116506434)	(3, 31.797866880456716)	(4, 31.823675590744056)	(5, 31.843061932923753)	(6, 35.629046360954895)	(7, 35.64049043330485)	(8, 35.61362486798836)	(9, 35.62421732299393)	(10, 35.62195908941516)	(12, 35.62895236114289)	(14, 35.61456267563655)	(16, 35.60678326262395)	(18, 35.600801798396404)	(20, 35.596006712748476)	(22, 35.574467612969535)	(24, 35.55320170312041)	(26, 35.52408899944105)	(28, 35.50949607624594)	(30, 35.48406317473079)	(32, 35.46368626310367)	(34, 35.447075248706646)	(36, 35.430048235141626)	(38, 35.40938322885259)	(40, 35.37390501409473)	(42, 35.32330163911101)	(44, 35.32638472818292)	(46, 35.3069619098857)	(48, 35.30498305670055)	(50, 35.283916860737705)	(52, 35.25807315052037)	(54, 35.22222460316984)	(56, 35.22044979719564)	(58, 35.20118574048566)	(60, 35.16561019258914)	(62, 35.165849334967994)	(64, 35.14099152754075)	(66, 35.140358766901514)	(68, 35.115258245673985)	(70, 35.07621056186459)	(72, 35.03429831235576)	(74, 35.00375799248401)	(76, 34.49758376673723)
SRR27961788_2	(1, 31.659241824373495)	(2, 31.60085051258469)	(3, 31.652729361207943)	(4, 31.656547448809864)	(5, 31.664511813833514)	(6, 35.44386444560444)	(7, 35.40252138543342)	(8, 35.357353571007145)	(9, 35.36162994340678)	(10, 35.3604834218903)	(12, 35.35932542420629)	(14, 35.347976827855874)	(16, 35.34954087234682)	(18, 35.34207431585136)	(20, 35.319974360051276)	(22, 35.310016760918856)	(24, 35.288168566520014)	(26, 35.25788424613627)	(28, 35.261721095605424)	(30, 35.26407928136525)	(32, 35.24336198946649)	(34, 35.22918397020349)	(36, 35.21625251987591)	(38, 35.199323791828604)	(40, 35.19038080971457)	(42, 35.16671114276819)	(44, 35.13883638899389)	(46, 35.11193425232197)	(48, 35.0967589969582)	(50, 35.09497942908876)	(52, 35.06991643159571)	(54, 35.04102363223845)	(56, 35.027895182304874)	(58, 35.03551930991376)	(60, 35.04930361567848)	(62, 35.045698051461045)	(64, 35.033158171778894)	(66, 35.00388813508087)	(68, 34.96610130589262)	(70, 34.930974947573915)	(72, 34.90816894556687)	(74, 34.86996559340214)	(76, 34.21228348019494)
SRR27961789_1	(1, 31.69773759378118)	(2, 31.744243037892783)	(3, 31.79241491393455)	(4, 31.81716097440504)	(5, 31.837304818568406)	(6, 35.62121595876843)	(7, 35.63304450880301)	(8, 35.60868546767994)	(9, 35.61735444462724)	(10, 35.614241720212235)	(12, 35.623091631663314)	(14, 35.607371436394104)	(16, 35.60024925466228)	(18, 35.59537329416587)	(20, 35.59123527422945)	(22, 35.56945853192239)	(24, 35.54970940015157)	(26, 35.52221159661459)	(28, 35.50639282187602)	(30, 35.48112974932114)	(32, 35.46366397252281)	(34, 35.44527290978978)	(36, 35.42830580012206)	(38, 35.410374643407636)	(40, 35.376768068891806)	(42, 35.34867341326999)	(44, 35.34994232188727)	(46, 35.336899552896)	(48, 35.330021576032735)	(50, 35.30810867668972)	(52, 35.28635333682874)	(54, 35.26350898725203)	(56, 35.247713291648864)	(58, 35.23344407373172)	(60, 35.207338070276556)	(62, 35.19093851994491)	(64, 35.17217158291702)	(66, 35.150996229618855)	(68, 35.12623192282337)	(70, 35.08765356994773)	(72, 35.05119859615735)	(74, 35.025021136148354)	(76, 34.51313232392691)
SRR27961789_2	(1, 31.6631320083148)	(2, 31.605974852816267)	(3, 31.65683110846523)	(4, 31.664294841675158)	(5, 31.671136819032355)	(6, 35.451136834812964)	(7, 35.41562672477085)	(8, 35.371096519311315)	(9, 35.37456805524159)	(10, 35.374033289976126)	(12, 35.37624799931512)	(14, 35.366170948536684)	(16, 35.36762503269544)	(18, 35.36201409050256)	(20, 35.34256804498419)	(22, 35.33484279755416)	(24, 35.31186164985441)	(26, 35.2827032334855)	(28, 35.287200607395505)	(30, 35.29116750639213)	(32, 35.27242458547308)	(34, 35.25924319372626)	(36, 35.24599118377027)	(38, 35.22859701146895)	(40, 35.22007523798139)	(42, 35.19836191398228)	(44, 35.169447012080454)	(46, 35.14390131874574)	(48, 35.129035495315726)	(50, 35.128884741219764)	(52, 35.105223498741694)	(54, 35.07450645170326)	(56, 35.06294212818034)	(58, 35.07303407190511)	(60, 35.08534052771134)	(62, 35.08054711950692)	(64, 35.06855578266477)	(66, 35.03895087379185)	(68, 35.00418388232087)	(70, 34.97048671726718)	(72, 34.945972039923355)	(74, 34.90926196278381)	(76, 34.24914607199033)
SRR27961790_1	(1, 31.5662071195132)	(2, 31.562673290462183)	(3, 31.70201345031673)	(4, 31.769322266644046)	(5, 31.806604803318727)	(6, 35.556871152879715)	(7, 35.610258859379854)	(8, 35.58053141874914)	(9, 35.590691049233534)	(10, 35.57194254967047)	(12, 35.594824476887666)	(14, 35.578306706913054)	(16, 35.57144992621851)	(18, 35.566915485789465)	(20, 35.56063372053942)	(22, 35.535934816218486)	(24, 35.51984654731458)	(26, 35.486365949764576)	(28, 35.47158039621138)	(30, 35.44606493410881)	(32, 35.427228536949954)	(34, 35.40806013911251)	(36, 35.39301799884126)	(38, 35.36941925488702)	(40, 35.353738656696834)	(42, 35.292495990832535)	(44, 35.211647615785715)	(46, 35.26199430874271)	(48, 35.243217576958415)	(50, 35.23971710161999)	(52, 35.205851239881056)	(54, 35.19230066995509)	(56, 35.108913059482916)	(58, 35.12999254182818)	(60, 35.1048355841221)	(62, 35.04860986719333)	(64, 35.101467947466304)	(66, 35.053048023584466)	(68, 35.074033654600214)	(70, 35.05291588910691)	(72, 34.94828081137227)	(74, 34.81211328738929)	(76, 34.226978992282554)
SRR27961790_2	(1, 31.614176928321527)	(2, 31.53778924422792)	(3, 31.581136010806347)	(4, 31.568215768431767)	(5, 31.583115723298626)	(6, 35.32316520970907)	(7, 35.241904042457165)	(8, 35.15357803392348)	(9, 35.14850826960811)	(10, 35.14625583769994)	(12, 35.15442071131113)	(14, 35.13854869738068)	(16, 35.14181454439533)	(18, 35.13406355130614)	(20, 35.09196770899686)	(22, 35.08928961713651)	(24, 35.05376426415372)	(26, 35.01295942178362)	(28, 35.016050561923635)	(30, 35.018355297062506)	(32, 34.99851003012077)	(34, 34.98368702566187)	(36, 34.969336734857194)	(38, 34.9511295769328)	(40, 34.93868748979703)	(42, 34.91296134234289)	(44, 34.887544853061215)	(46, 34.8597804800758)	(48, 34.84199142790381)	(50, 34.84679673120813)	(52, 34.81465303496378)	(54, 34.78432503545032)	(56, 34.766029659836946)	(58, 34.78017489893057)	(60, 34.80216011702608)	(62, 34.81681020713232)	(64, 34.831216002099815)	(66, 34.79904817082735)	(68, 34.73189856886326)	(70, 34.67879382476177)	(72, 34.64582704083429)	(74, 34.59943234669936)	(76, 33.91822130604432)
SRR27961791_1	(1, 31.68480183850871)	(2, 31.726028966272978)	(3, 31.784838375256328)	(4, 31.813076939883288)	(5, 31.832624241730073)	(6, 35.60865804583541)	(7, 35.62292657740527)	(8, 35.59855865699125)	(9, 35.60684113948875)	(10, 35.60344704304403)	(12, 35.613095704808806)	(14, 35.599548260900946)	(16, 35.59594471421652)	(18, 35.590206893707766)	(20, 35.587095358830496)	(22, 35.56651310135131)	(24, 35.548283080251174)	(26, 35.52038916980054)	(28, 35.50757941256893)	(30, 35.484749620185234)	(32, 35.46772035569749)	(34, 35.45207372761935)	(36, 35.4360335941349)	(38, 35.420087285278036)	(40, 35.37563451032482)	(42, 35.309819229641164)	(44, 35.310486831590566)	(46, 35.28422364424122)	(48, 35.29017952188597)	(50, 35.27191767418584)	(52, 35.24171564952226)	(54, 35.21664172716007)	(56, 35.22220291713252)	(58, 35.193831229357045)	(60, 35.16602395535688)	(62, 35.165935048955745)	(64, 35.1442629314124)	(66, 35.167248120835524)	(68, 35.15287342178133)	(70, 35.11569281211609)	(72, 35.0634937832199)	(74, 35.0187801531025)	(76, 34.543331135579706)
SRR27961791_2	(1, 31.639984405438916)	(2, 31.57993664378525)	(3, 31.629831767335354)	(4, 31.625865123125436)	(5, 31.636648240026854)	(6, 35.40022502777616)	(7, 35.35903752956729)	(8, 35.305362938156044)	(9, 35.3066936021535)	(10, 35.30541911943506)	(12, 35.313433511300616)	(14, 35.3018862722558)	(16, 35.308571466133714)	(18, 35.30129509197887)	(20, 35.27665927009547)	(22, 35.27096651756559)	(24, 35.24733420303971)	(26, 35.22108510830077)	(28, 35.228705427272345)	(30, 35.22859963811311)	(32, 35.21179434209121)	(34, 35.19930256711558)	(36, 35.189404210777404)	(38, 35.173541417188844)	(40, 35.164790473622375)	(42, 35.139109954234954)	(44, 35.11312824076837)	(46, 35.08872726419776)	(48, 35.075471792694486)	(50, 35.080060970874925)	(52, 35.05333045743194)	(54, 35.02587460016947)	(56, 35.01768291569867)	(58, 35.02881702372203)	(60, 35.0440971966393)	(62, 35.042655068605946)	(64, 35.03488748658483)	(66, 35.00998868145848)	(68, 34.970806684664225)	(70, 34.936756100516064)	(72, 34.90970888166435)	(74, 34.871294601102036)	(76, 34.227981833206485)
SRR27961792_1	(1, 31.700379609932718)	(2, 31.756694422476002)	(3, 31.802867490431595)	(4, 31.82595241356697)	(5, 31.84416984817989)	(6, 35.62841695474893)	(7, 35.634457852486925)	(8, 35.6124032718954)	(9, 35.62044435863891)	(10, 35.62229903487868)	(12, 35.627898979417964)	(14, 35.6140663175474)	(16, 35.61007858763246)	(18, 35.60441916124509)	(20, 35.59996351143603)	(22, 35.58154102254845)	(24, 35.563373762694034)	(26, 35.534700946507144)	(28, 35.52153958830209)	(30, 35.49818816023658)	(32, 35.48177653964319)	(34, 35.46543651204648)	(36, 35.451786531639094)	(38, 35.43562166824091)	(40, 35.420463342715195)	(42, 35.393066075085784)	(44, 35.368217876103074)	(46, 35.369667574624955)	(48, 35.36138098356368)	(50, 35.34537887491129)	(52, 35.322769627578005)	(54, 35.30860352132541)	(56, 35.28769395139408)	(58, 35.27558536820517)	(60, 35.255325982005346)	(62, 35.232464309697946)	(64, 35.22194879000676)	(66, 35.20038515838996)	(68, 35.178495420673286)	(70, 35.159739308421194)	(72, 35.11905444026925)	(74, 35.07122274156312)	(76, 34.56644844325802)
SRR27961792_2	(1, 31.673790209609976)	(2, 31.62445475966947)	(3, 31.674585846446387)	(4, 31.678991560140265)	(5, 31.688319769642373)	(6, 35.481752854293454)	(7, 35.43335944886756)	(8, 35.39180329394605)	(9, 35.39283614224478)	(10, 35.40013051403294)	(12, 35.400637750414404)	(14, 35.39026834009728)	(16, 35.39252751676827)	(18, 35.38757483257977)	(20, 35.366535977628615)	(22, 35.36233716769514)	(24, 35.34026230242122)	(26, 35.3112720309549)	(28, 35.312420442282445)	(30, 35.318024861384025)	(32, 35.30228860139263)	(34, 35.289149794981526)	(36, 35.279546907015494)	(38, 35.263809573129144)	(40, 35.25688104155401)	(42, 35.23713390324541)	(44, 35.21150080637578)	(46, 35.18888899362679)	(48, 35.17541381945296)	(50, 35.177848876252455)	(52, 35.15371260996088)	(54, 35.12808088529036)	(56, 35.11108542380906)	(58, 35.123278069108245)	(60, 35.136858902613)	(62, 35.13392973481477)	(64, 35.125128927054845)	(66, 35.09912772286064)	(68, 35.061271971294076)	(70, 35.02800688199613)	(72, 35.00739525825264)	(74, 34.97725961816114)	(76, 34.3526339302121)
SRR27961793_1	(1, 31.69355374687069)	(2, 31.736429612533524)	(3, 31.791128672096093)	(4, 31.816991276335536)	(5, 31.83182063203908)	(6, 35.612164422700566)	(7, 35.6286242624302)	(8, 35.602542037281744)	(9, 35.60868049918108)	(10, 35.60588498947429)	(12, 35.61283052946807)	(14, 35.60093282543794)	(16, 35.59279920531726)	(18, 35.5875116307094)	(20, 35.58273683067941)	(22, 35.56021666120105)	(24, 35.54216146529231)	(26, 35.51147220289201)	(28, 35.49602175695807)	(30, 35.471377473839816)	(32, 35.454400490111084)	(34, 35.43756643245035)	(36, 35.41791760513402)	(38, 35.40405918082091)	(40, 35.37732280732094)	(42, 35.29537609448252)	(44, 35.15721557022557)	(46, 35.18216393056576)	(48, 35.1255030008725)	(50, 35.14215331287218)	(52, 35.12256393268147)	(54, 35.069389973604096)	(56, 35.03944282290368)	(58, 35.08485272290832)	(60, 35.016190372923205)	(62, 34.98185770312864)	(64, 35.01656269360561)	(66, 34.97459584003503)	(68, 35.08029610647773)	(70, 35.08485536755801)	(72, 35.015405716858744)	(74, 34.875787875638)	(76, 34.31768578434101)
SRR27961793_2	(1, 31.637108413619533)	(2, 31.57067389353606)	(3, 31.602393361975274)	(4, 31.59174600232453)	(5, 31.6071925962687)	(6, 35.372318957630874)	(7, 35.28784160250133)	(8, 35.20048445382925)	(9, 35.201419739941244)	(10, 35.20352907803832)	(12, 35.20884511137655)	(14, 35.19747754462444)	(16, 35.20058109852769)	(18, 35.19461994314233)	(20, 35.15404641751154)	(22, 35.1503392510628)	(24, 35.11786686235541)	(26, 35.08565485665768)	(28, 35.08773999046086)	(30, 35.08727855658239)	(32, 35.06561347133959)	(34, 35.05342911028005)	(36, 35.03983313870245)	(38, 35.02255414747763)	(40, 35.01377431295451)	(42, 34.98829397557999)	(44, 34.9647262373626)	(46, 34.93999203615489)	(48, 34.930166990080494)	(50, 34.93432978367686)	(52, 34.90196128370836)	(54, 34.8739355284999)	(56, 34.85979320679183)	(58, 34.86733367798101)	(60, 34.886523888545725)	(62, 34.89980411194733)	(64, 34.91022132958268)	(66, 34.87820497046961)	(68, 34.820658485577)	(70, 34.77264636526246)	(72, 34.74233195320947)	(74, 34.705131735750285)	(76, 34.07854092146954)
