Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33
SRR20079532_1	(34, 12431647.0)	(36, 288.0)	(38, 293.0)	(40, 389.0)	(42, 346.0)	(44, 380.0)	(46, 478.0)	(48, 803.0)	(50, 944.0)	(52, 1097.0)	(54, 1259.0)	(56, 1903.0)	(58, 3064.0)	(60, 4298.0)	(62, 4007.0)	(64, 4701.0)	(66, 6673.0)	(68, 9261.0)	(70, 11776.0)	(72, 13006.0)	(74, 14634.0)	(76, 17102.0)	(78, 21598.0)	(80, 26568.0)	(82, 28861.0)	(84, 34337.0)	(86, 38438.0)	(88, 43117.0)	(90, 50736.0)	(92, 47888.0)	(94, 54118.0)	(96, 95971.0)	(98, 670853.0)	(100, 5474322.0)
SRR20079532_2	(34, 88947.0)	(36, 192.0)	(38, 225.0)	(40, 290.0)	(42, 280.0)	(44, 292.0)	(46, 407.0)	(48, 645.0)	(50, 810.0)	(52, 866.0)	(54, 993.0)	(56, 1509.0)	(58, 2544.0)	(60, 3433.0)	(62, 3278.0)	(64, 3586.0)	(66, 5348.0)	(68, 7059.0)	(70, 8968.0)	(72, 9489.0)	(74, 10802.0)	(76, 12575.0)	(78, 16390.0)	(80, 20402.0)	(82, 21619.0)	(84, 25144.0)	(86, 28951.0)	(88, 33257.0)	(90, 39379.0)	(92, 34809.0)	(94, 41312.0)	(96, 84713.0)	(98, 556821.0)	(100, 18049821.0)
SRR20079533_1	(34, 581957.0)	(36, 2.0)	(38, 9.0)	(40, 11.0)	(42, 5.0)	(44, 11.0)	(46, 14.0)	(48, 14.0)	(50, 18.0)	(52, 25.0)	(54, 38.0)	(56, 50.0)	(58, 68.0)	(60, 90.0)	(62, 111.0)	(64, 119.0)	(66, 189.0)	(68, 208.0)	(70, 273.0)	(72, 304.0)	(74, 328.0)	(76, 350.0)	(78, 448.0)	(80, 508.0)	(82, 524.0)	(84, 623.0)	(86, 644.0)	(88, 693.0)	(90, 814.0)	(92, 748.0)	(94, 778.0)	(96, 1232.0)	(98, 7998.0)	(100, 65437.0)
SRR20079533_2	(34, 341.0)	(36, 2.0)	(38, 6.0)	(40, 10.0)	(42, 3.0)	(44, 6.0)	(46, 8.0)	(48, 12.0)	(50, 13.0)	(52, 22.0)	(54, 32.0)	(56, 40.0)	(58, 56.0)	(60, 74.0)	(62, 81.0)	(64, 92.0)	(66, 154.0)	(68, 156.0)	(70, 223.0)	(72, 226.0)	(74, 254.0)	(76, 266.0)	(78, 346.0)	(80, 377.0)	(82, 368.0)	(84, 419.0)	(86, 499.0)	(88, 556.0)	(90, 686.0)	(92, 565.0)	(94, 608.0)	(96, 1269.0)	(98, 12158.0)	(100, 644713.0)
SRR20079534_1	(34, 3270261.0)	(36, 16.0)	(38, 16.0)	(40, 15.0)	(42, 12.0)	(44, 17.0)	(46, 14.0)	(48, 32.0)	(50, 25.0)	(52, 24.0)	(54, 36.0)	(56, 32.0)	(58, 79.0)	(60, 95.0)	(62, 107.0)	(64, 97.0)	(66, 153.0)	(68, 210.0)	(70, 260.0)	(72, 281.0)	(74, 320.0)	(76, 354.0)	(78, 437.0)	(80, 581.0)	(82, 617.0)	(84, 649.0)	(86, 726.0)	(88, 837.0)	(90, 977.0)	(92, 965.0)	(94, 973.0)	(96, 1645.0)	(98, 10276.0)	(100, 91944.0)
SRR20079534_2	(34, 460.0)	(36, 16.0)	(38, 16.0)	(40, 12.0)	(42, 16.0)	(44, 17.0)	(46, 14.0)	(48, 23.0)	(50, 26.0)	(52, 20.0)	(54, 32.0)	(56, 25.0)	(58, 69.0)	(60, 90.0)	(62, 100.0)	(64, 88.0)	(66, 144.0)	(68, 195.0)	(70, 255.0)	(72, 253.0)	(74, 307.0)	(76, 341.0)	(78, 438.0)	(80, 591.0)	(82, 594.0)	(84, 665.0)	(86, 753.0)	(88, 961.0)	(90, 1223.0)	(92, 1028.0)	(94, 1126.0)	(96, 3120.0)	(98, 41920.0)	(100, 3328145.0)
SRR20079535_1	(34, 16092734.0)	(36, 53.0)	(38, 40.0)	(40, 59.0)	(42, 56.0)	(44, 66.0)	(46, 100.0)	(48, 106.0)	(50, 136.0)	(52, 137.0)	(54, 170.0)	(56, 231.0)	(58, 449.0)	(60, 550.0)	(62, 574.0)	(64, 732.0)	(66, 1022.0)	(68, 1425.0)	(70, 1833.0)	(72, 1930.0)	(74, 2186.0)	(76, 2561.0)	(78, 3081.0)	(80, 3912.0)	(82, 4194.0)	(84, 4830.0)	(86, 5340.0)	(88, 6091.0)	(90, 7114.0)	(92, 6671.0)	(94, 7159.0)	(96, 13005.0)	(98, 89195.0)	(100, 823925.0)
SRR20079535_2	(34, 21081.0)	(36, 39.0)	(38, 38.0)	(40, 55.0)	(42, 48.0)	(44, 57.0)	(46, 73.0)	(48, 76.0)	(50, 108.0)	(52, 94.0)	(54, 127.0)	(56, 176.0)	(58, 333.0)	(60, 406.0)	(62, 469.0)	(64, 507.0)	(66, 769.0)	(68, 954.0)	(70, 1300.0)	(72, 1292.0)	(74, 1520.0)	(76, 1839.0)	(78, 2219.0)	(80, 2995.0)	(82, 3093.0)	(84, 3459.0)	(86, 3908.0)	(88, 4688.0)	(90, 5382.0)	(92, 4876.0)	(94, 5701.0)	(96, 12611.0)	(98, 96776.0)	(100, 16904598.0)
SRR20079536_1	(34, 546411.0)	(36, 704.0)	(38, 792.0)	(40, 898.0)	(42, 977.0)	(44, 1233.0)	(46, 1838.0)	(48, 3306.0)	(50, 4392.0)	(52, 5084.0)	(54, 6605.0)	(56, 11247.0)	(58, 18907.0)	(60, 25847.0)	(62, 27182.0)	(64, 31039.0)	(66, 43452.0)	(68, 60827.0)	(70, 76244.0)	(72, 83385.0)	(74, 89849.0)	(76, 99156.0)	(78, 114927.0)	(80, 133400.0)	(82, 148845.0)	(84, 158180.0)	(86, 163470.0)	(88, 174054.0)	(90, 187113.0)	(92, 195071.0)	(94, 207452.0)	(96, 289719.0)	(98, 1562759.0)	(100, 12387508.0)
SRR20079536_2	(34, 18980.0)	(36, 429.0)	(38, 558.0)	(40, 707.0)	(42, 852.0)	(44, 1122.0)	(46, 1695.0)	(48, 3072.0)	(50, 4075.0)	(52, 4684.0)	(54, 6051.0)	(56, 10483.0)	(58, 17757.0)	(60, 24364.0)	(62, 25569.0)	(64, 29537.0)	(66, 41188.0)	(68, 58208.0)	(70, 73171.0)	(72, 79087.0)	(74, 85839.0)	(76, 94958.0)	(78, 110539.0)	(80, 128858.0)	(82, 143235.0)	(84, 152221.0)	(86, 157574.0)	(88, 168626.0)	(90, 181112.0)	(92, 186947.0)	(94, 200122.0)	(96, 285624.0)	(98, 1529888.0)	(100, 13034741.0)
SRR20079537_1	(34, 102974.0)	(36, 184.0)	(38, 189.0)	(40, 211.0)	(42, 219.0)	(44, 269.0)	(46, 399.0)	(48, 767.0)	(50, 1015.0)	(52, 1106.0)	(54, 1420.0)	(56, 2474.0)	(58, 4159.0)	(60, 5697.0)	(62, 5889.0)	(64, 6900.0)	(66, 9475.0)	(68, 13669.0)	(70, 17070.0)	(72, 18470.0)	(74, 20024.0)	(76, 21969.0)	(78, 25687.0)	(80, 29558.0)	(82, 33533.0)	(84, 35424.0)	(86, 36990.0)	(88, 38845.0)	(90, 41795.0)	(92, 43991.0)	(94, 46403.0)	(96, 65098.0)	(98, 364773.0)	(100, 2904808.0)
SRR20079537_2	(34, 2636.0)	(36, 173.0)	(38, 188.0)	(40, 196.0)	(42, 218.0)	(44, 261.0)	(46, 380.0)	(48, 745.0)	(50, 1000.0)	(52, 1069.0)	(54, 1378.0)	(56, 2403.0)	(58, 4031.0)	(60, 5558.0)	(62, 5715.0)	(64, 6694.0)	(66, 9185.0)	(68, 13277.0)	(70, 16629.0)	(72, 17834.0)	(74, 19358.0)	(76, 21299.0)	(78, 24941.0)	(80, 28644.0)	(82, 32374.0)	(84, 34338.0)	(86, 36015.0)	(88, 38052.0)	(90, 40979.0)	(92, 42772.0)	(94, 45752.0)	(96, 64467.0)	(98, 365738.0)	(100, 3017155.0)
SRR20079538_1	(34, 2716300.0)	(36, 3282.0)	(38, 3553.0)	(40, 3967.0)	(42, 3654.0)	(44, 4505.0)	(46, 6625.0)	(48, 10226.0)	(50, 13223.0)	(52, 14154.0)	(54, 17068.0)	(56, 28350.0)	(58, 46942.0)	(60, 61404.0)	(62, 62361.0)	(64, 68579.0)	(66, 95467.0)	(68, 138931.0)	(70, 174729.0)	(72, 196776.0)	(74, 218418.0)	(76, 254788.0)	(78, 310971.0)	(80, 375667.0)	(82, 440175.0)	(84, 490877.0)	(86, 530305.0)	(88, 582259.0)	(90, 652569.0)	(92, 700632.0)	(94, 760794.0)	(96, 1075864.0)	(98, 5848953.0)	(100, 47129276.0)
SRR20079538_2	(34, 51819.0)	(36, 3228.0)	(38, 3479.0)	(40, 3877.0)	(42, 3615.0)	(44, 4455.0)	(46, 6486.0)	(48, 9967.0)	(50, 12959.0)	(52, 13765.0)	(54, 16648.0)	(56, 27519.0)	(58, 45767.0)	(60, 59925.0)	(62, 60750.0)	(64, 66613.0)	(66, 92663.0)	(68, 134958.0)	(70, 170218.0)	(72, 190669.0)	(74, 211539.0)	(76, 246825.0)	(78, 301939.0)	(80, 365101.0)	(82, 427753.0)	(84, 476428.0)	(86, 516137.0)	(88, 569676.0)	(90, 638553.0)	(92, 690847.0)	(94, 755360.0)	(96, 1067944.0)	(98, 5889378.0)	(100, 49904784.0)
SRR20079539_1	(34, 362280.0)	(36, 310.0)	(38, 356.0)	(40, 369.0)	(42, 355.0)	(44, 430.0)	(46, 655.0)	(48, 1027.0)	(50, 1318.0)	(52, 1427.0)	(54, 1759.0)	(56, 2896.0)	(58, 4860.0)	(60, 6361.0)	(62, 6373.0)	(64, 7046.0)	(66, 9828.0)	(68, 14454.0)	(70, 18025.0)	(72, 20041.0)	(74, 22603.0)	(76, 26212.0)	(78, 31767.0)	(80, 38791.0)	(82, 44926.0)	(84, 50305.0)	(86, 54620.0)	(88, 59481.0)	(90, 67162.0)	(92, 71874.0)	(94, 78184.0)	(96, 108773.0)	(98, 574504.0)	(100, 4587734.0)
SRR20079539_2	(34, 7490.0)	(36, 216.0)	(38, 265.0)	(40, 320.0)	(42, 325.0)	(44, 398.0)	(46, 620.0)	(48, 962.0)	(50, 1244.0)	(52, 1342.0)	(54, 1663.0)	(56, 2732.0)	(58, 4606.0)	(60, 6089.0)	(62, 6069.0)	(64, 6742.0)	(66, 9409.0)	(68, 13922.0)	(70, 17405.0)	(72, 19121.0)	(74, 21707.0)	(76, 25180.0)	(78, 30631.0)	(80, 37515.0)	(82, 43526.0)	(84, 48614.0)	(86, 52743.0)	(88, 57714.0)	(90, 65129.0)	(92, 70051.0)	(94, 76316.0)	(96, 107568.0)	(98, 564401.0)	(100, 4975071.0)
SRR20079540_1	(34, 448374.0)	(36, 740.0)	(38, 891.0)	(40, 896.0)	(42, 880.0)	(44, 1063.0)	(46, 1704.0)	(48, 2711.0)	(50, 3572.0)	(52, 3998.0)	(54, 4943.0)	(56, 8594.0)	(58, 14604.0)	(60, 19943.0)	(62, 21006.0)	(64, 22964.0)	(66, 31580.0)	(68, 44185.0)	(70, 53993.0)	(72, 59037.0)	(74, 63607.0)	(76, 70014.0)	(78, 79995.0)	(80, 93092.0)	(82, 103129.0)	(84, 111009.0)	(86, 114213.0)	(88, 120958.0)	(90, 130547.0)	(92, 136587.0)	(94, 145566.0)	(96, 205154.0)	(98, 1168641.0)	(100, 9552459.0)
SRR20079540_2	(34, 14277.0)	(36, 750.0)	(38, 895.0)	(40, 886.0)	(42, 889.0)	(44, 1078.0)	(46, 1681.0)	(48, 2675.0)	(50, 3514.0)	(52, 3948.0)	(54, 4854.0)	(56, 8415.0)	(58, 14207.0)	(60, 19504.0)	(62, 20551.0)	(64, 22408.0)	(66, 30779.0)	(68, 43086.0)	(70, 52771.0)	(72, 57164.0)	(74, 61754.0)	(76, 68098.0)	(78, 77982.0)	(80, 90711.0)	(82, 100145.0)	(84, 107895.0)	(86, 111415.0)	(88, 118532.0)	(90, 128160.0)	(92, 133805.0)	(94, 143861.0)	(96, 203800.0)	(98, 1184236.0)	(100, 10005923.0)
SRR20079541_1	(34, 416216.0)	(36, 605.0)	(38, 623.0)	(40, 681.0)	(42, 628.0)	(44, 799.0)	(46, 1284.0)	(48, 1923.0)	(50, 2743.0)	(52, 2966.0)	(54, 3778.0)	(56, 6627.0)	(58, 11024.0)	(60, 14751.0)	(62, 15621.0)	(64, 17500.0)	(66, 23779.0)	(68, 33405.0)	(70, 41120.0)	(72, 44391.0)	(74, 47554.0)	(76, 52574.0)	(78, 59693.0)	(80, 69530.0)	(82, 76693.0)	(84, 82608.0)	(86, 85354.0)	(88, 90261.0)	(90, 97530.0)	(92, 101756.0)	(94, 108070.0)	(96, 149897.0)	(98, 817796.0)	(100, 6629727.0)
SRR20079541_2	(34, 15969.0)	(36, 442.0)	(38, 471.0)	(40, 588.0)	(42, 569.0)	(44, 735.0)	(46, 1228.0)	(48, 1829.0)	(50, 2595.0)	(52, 2791.0)	(54, 3549.0)	(56, 6316.0)	(58, 10537.0)	(60, 14155.0)	(62, 14929.0)	(64, 16813.0)	(66, 22746.0)	(68, 32253.0)	(70, 39711.0)	(72, 42416.0)	(74, 45823.0)	(76, 50635.0)	(78, 57755.0)	(80, 67280.0)	(82, 74143.0)	(84, 79696.0)	(86, 82393.0)	(88, 87518.0)	(90, 94558.0)	(92, 97865.0)	(94, 104571.0)	(96, 148162.0)	(98, 807003.0)	(100, 7081463.0)
SRR20079542_1	(34, 7622020.0)	(36, 5023.0)	(38, 5302.0)	(40, 5664.0)	(42, 5460.0)	(44, 5984.0)	(46, 7690.0)	(48, 11307.0)	(50, 14046.0)	(52, 14511.0)	(54, 17718.0)	(56, 27569.0)	(58, 45311.0)	(60, 59791.0)	(62, 60225.0)	(64, 65317.0)	(66, 90348.0)	(68, 131150.0)	(70, 167665.0)	(72, 191355.0)	(74, 213719.0)	(76, 249656.0)	(78, 307490.0)	(80, 386707.0)	(82, 460430.0)	(84, 523751.0)	(86, 573872.0)	(88, 644177.0)	(90, 742689.0)	(92, 831086.0)	(94, 918477.0)	(96, 1389003.0)	(98, 8613245.0)	(100, 71897945.0)
SRR20079542_2	(34, 81072.0)	(36, 4918.0)	(38, 5269.0)	(40, 5665.0)	(42, 5438.0)	(44, 5983.0)	(46, 7705.0)	(48, 11228.0)	(50, 13929.0)	(52, 14393.0)	(54, 17569.0)	(56, 27184.0)	(58, 44614.0)	(60, 58809.0)	(62, 59159.0)	(64, 64162.0)	(66, 88537.0)	(68, 128721.0)	(70, 164964.0)	(72, 187061.0)	(74, 209004.0)	(76, 244588.0)	(78, 301532.0)	(80, 379498.0)	(82, 450365.0)	(84, 513517.0)	(86, 564289.0)	(88, 636326.0)	(90, 734718.0)	(92, 817702.0)	(94, 910261.0)	(96, 1386063.0)	(98, 8747205.0)	(100, 79414255.0)
SRR20079543_1	(34, 735444.0)	(36, 416.0)	(38, 405.0)	(40, 405.0)	(42, 388.0)	(44, 446.0)	(46, 630.0)	(48, 894.0)	(50, 1133.0)	(52, 1180.0)	(54, 1448.0)	(56, 2328.0)	(58, 3736.0)	(60, 4936.0)	(62, 5049.0)	(64, 5434.0)	(66, 7543.0)	(68, 10825.0)	(70, 13852.0)	(72, 15891.0)	(74, 17805.0)	(76, 20468.0)	(78, 25231.0)	(80, 31747.0)	(82, 37287.0)	(84, 42658.0)	(86, 47118.0)	(88, 52291.0)	(90, 60828.0)	(92, 67498.0)	(94, 75300.0)	(96, 111757.0)	(98, 677596.0)	(100, 5611427.0)
SRR20079543_2	(34, 9225.0)	(36, 279.0)	(38, 315.0)	(40, 339.0)	(42, 348.0)	(44, 433.0)	(46, 589.0)	(48, 843.0)	(50, 1067.0)	(52, 1091.0)	(54, 1364.0)	(56, 2199.0)	(58, 3593.0)	(60, 4725.0)	(62, 4806.0)	(64, 5244.0)	(66, 7291.0)	(68, 10457.0)	(70, 13342.0)	(72, 15183.0)	(74, 17157.0)	(76, 19813.0)	(78, 24484.0)	(80, 30927.0)	(82, 36232.0)	(84, 41470.0)	(86, 45862.0)	(88, 51034.0)	(90, 59394.0)	(92, 65174.0)	(94, 73045.0)	(96, 110998.0)	(98, 670008.0)	(100, 6363063.0)
