Sample	Top overrepresented sequence	Sum of remaining overrepresented sequences
SRR20079516_1	9.511520888482789	0.0
SRR20079516_2	6.852142648807928	0.3227006721544683
SRR20079517_1	10.638025865913484	0.0
SRR20079517_2	6.458128933154948	1.0632030127347507
SRR20079518_1	18.737988389518424	0.0
SRR20079518_2	11.125768647282207	3.251922026715782
SRR20079519_1	16.816409476557137	0.0
SRR20079519_2	10.896232736081126	1.5421683084537054
SRR20079520_1	1.5008778076786558	0.0
SRR20079520_2	0.7178077891525849	0.0
SRR20079521_1	1.8479289527496743	0.0
SRR20079521_2	1.0015396377784433	0.0
SRR20079522_1	87.59950587986319	4.179359902792925
SRR20079522_2	53.6430992603654	19.801724189178103
SRR20079523_1	71.03916744909277	0.5888041570191405
SRR20079523_2	43.328652463465815	11.100387647978252
SRR20079524_1	89.54437909206295	0.0
SRR20079524_2	55.44970861678023	11.745576746048528
SRR20079525_1	14.802555183345344	0.0
SRR20079525_2	8.2742224146062	1.6431430855165772
SRR20079526_1	11.841557716763736	0.0
SRR20079526_2	6.024839605374383	1.022836199726787
SRR20079527_1	10.302292208578816	0.0
SRR20079527_2	6.30830937391423	0.9158397465011401
SRR20079528_1	5.452206949289363	0.0
SRR20079528_2	3.1167592528078094	0.14109863099273046
SRR20079529_1	4.793825556242121	0.0
SRR20079529_2	2.6051188039593396	0.12770605380856326
SRR20079530_1	7.726818663018877	0.0
SRR20079530_2	5.057687706070091	0.3129864242231779
SRR20079531_1	10.338307285017848	0.0
SRR20079531_2	7.0337891601564575	0.776312467362354
SRR20079532_1	65.02491530804143	0.16905956718323978
SRR20079532_2	37.27844543879213	9.756572219447229
SRR20079533_1	87.55192652875763	0.0
SRR20079533_2	47.86614127024965	13.16274500068458
SRR20079534_1	96.66283682664599	0.0
SRR20079534_2	42.713879618087994	16.7908975334037
SRR20079535_1	94.20819993739487	0.0
SRR20079535_2	54.22446181628526	14.761662313168848
SRR20079536_1	3.211897041331055	0.0
SRR20079536_2	2.2825340933358946	0.0
SRR20079537_1	2.610872766922281	0.0
SRR20079537_2	1.9537331466678833	0.0
SRR20079538_1	4.277231412302636	0.0
SRR20079538_2	2.460045299580068	0.11040955721268952
SRR20079539_1	5.736385525431624	0.0
SRR20079539_2	3.2578388830776475	0.14595898173457655
SRR20079540_1	3.4476917794419895	0.0
SRR20079540_2	2.1287008156674947	0.0
SRR20079541_1	4.5217265873992964	0.0
SRR20079541_2	2.809833726457425	0.24199992381585522
SRR20079542_1	7.877235473791204	0.0
SRR20079542_2	4.550682735787724	0.35843775523864885
SRR20079543_1	9.521667983723106	0.0
SRR20079543_2	5.5107695692094305	0.8500279663218393
