Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
SRR20079531_1	(2.0, 875446.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 2.0)	(15.0, 2.0)	(16.0, 31.0)	(17.0, 67.0)	(18.0, 292.0)	(19.0, 1163.0)	(20.0, 3725.0)	(21.0, 10254.0)	(22.0, 22677.0)	(23.0, 43233.0)	(24.0, 65974.0)	(25.0, 88769.0)	(26.0, 105067.0)	(27.0, 126208.0)	(28.0, 145472.0)	(29.0, 176197.0)	(30.0, 213776.0)	(31.0, 272313.0)	(32.0, 343772.0)	(33.0, 460519.0)	(34.0, 650600.0)	(35.0, 1312021.0)	(36.0, 3368468.0)	(37.0, 181934.0)
SRR20079531_2	(2.0, 7480.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 4.0)	(12.0, 46.0)	(13.0, 293.0)	(14.0, 1624.0)	(15.0, 6726.0)	(16.0, 14617.0)	(17.0, 23209.0)	(18.0, 30809.0)	(19.0, 44748.0)	(20.0, 65521.0)	(21.0, 93628.0)	(22.0, 116699.0)	(23.0, 134510.0)	(24.0, 140149.0)	(25.0, 146972.0)	(26.0, 157222.0)	(27.0, 184145.0)	(28.0, 212201.0)	(29.0, 254933.0)	(30.0, 301991.0)	(31.0, 376492.0)	(32.0, 469578.0)	(33.0, 644996.0)	(34.0, 966657.0)	(35.0, 1800600.0)	(36.0, 2201967.0)	(37.0, 70165.0)
SRR20079532_1	(2.0, 12429614.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 7.0)	(15.0, 44.0)	(16.0, 291.0)	(17.0, 711.0)	(18.0, 1769.0)	(19.0, 6598.0)	(20.0, 20839.0)	(21.0, 55659.0)	(22.0, 118501.0)	(23.0, 211243.0)	(24.0, 302989.0)	(25.0, 386482.0)	(26.0, 445610.0)	(27.0, 498954.0)	(28.0, 521465.0)	(29.0, 543014.0)	(30.0, 533965.0)	(31.0, 539412.0)	(32.0, 535715.0)	(33.0, 551251.0)	(34.0, 550561.0)	(35.0, 531942.0)	(36.0, 321680.0)	(37.0, 6840.0)
SRR20079532_2	(2.0, 87552.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 4.0)	(12.0, 127.0)	(13.0, 2426.0)	(14.0, 19121.0)	(15.0, 80437.0)	(16.0, 155889.0)	(17.0, 193425.0)	(18.0, 201697.0)	(19.0, 250033.0)	(20.0, 345070.0)	(21.0, 474774.0)	(22.0, 565533.0)	(23.0, 630667.0)	(24.0, 647921.0)	(25.0, 690922.0)	(26.0, 742536.0)	(27.0, 850874.0)	(28.0, 951986.0)	(29.0, 1111350.0)	(30.0, 1257129.0)	(31.0, 1487462.0)	(32.0, 1695365.0)	(33.0, 1998596.0)	(34.0, 2074243.0)	(35.0, 1819183.0)	(36.0, 770135.0)	(37.0, 10699.0)
SRR20079533_1	(2.0, 581906.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 3.0)	(16.0, 7.0)	(17.0, 9.0)	(18.0, 38.0)	(19.0, 105.0)	(20.0, 257.0)	(21.0, 634.0)	(22.0, 1176.0)	(23.0, 2034.0)	(24.0, 2965.0)	(25.0, 4107.0)	(26.0, 5090.0)	(27.0, 6126.0)	(28.0, 6736.0)	(29.0, 7127.0)	(30.0, 7271.0)	(31.0, 7346.0)	(32.0, 6755.0)	(33.0, 5895.0)	(34.0, 4974.0)	(35.0, 4076.0)	(36.0, 7629.0)	(37.0, 2375.0)
SRR20079533_2	(2.0, 298.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 1.0)	(12.0, 22.0)	(13.0, 557.0)	(14.0, 3317.0)	(15.0, 9340.0)	(16.0, 13109.0)	(17.0, 15021.0)	(18.0, 15427.0)	(19.0, 17111.0)	(20.0, 19212.0)	(21.0, 21949.0)	(22.0, 23918.0)	(23.0, 25565.0)	(24.0, 26278.0)	(25.0, 27982.0)	(26.0, 28664.0)	(27.0, 31170.0)	(28.0, 32696.0)	(29.0, 35711.0)	(30.0, 37527.0)	(31.0, 42644.0)	(32.0, 46376.0)	(33.0, 52244.0)	(34.0, 55159.0)	(35.0, 51688.0)	(36.0, 29947.0)	(37.0, 1708.0)
SRR20079534_1	(2.0, 3270184.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 1.0)	(16.0, 3.0)	(17.0, 16.0)	(18.0, 26.0)	(19.0, 145.0)	(20.0, 373.0)	(21.0, 956.0)	(22.0, 1720.0)	(23.0, 2402.0)	(24.0, 2884.0)	(25.0, 3012.0)	(26.0, 3286.0)	(27.0, 3554.0)	(28.0, 3744.0)	(29.0, 3975.0)	(30.0, 4157.0)	(31.0, 4536.0)	(32.0, 4920.0)	(33.0, 5273.0)	(34.0, 5500.0)	(35.0, 8498.0)	(36.0, 39907.0)	(37.0, 14011.0)
SRR20079534_2	(2.0, 392.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 3.0)	(12.0, 132.0)	(13.0, 3008.0)	(14.0, 20125.0)	(15.0, 61202.0)	(16.0, 92730.0)	(17.0, 104394.0)	(18.0, 104988.0)	(19.0, 110674.0)	(20.0, 114307.0)	(21.0, 124038.0)	(22.0, 127976.0)	(23.0, 137058.0)	(24.0, 139378.0)	(25.0, 149369.0)	(26.0, 153458.0)	(27.0, 164352.0)	(28.0, 172703.0)	(29.0, 187997.0)	(30.0, 199501.0)	(31.0, 222896.0)	(32.0, 238830.0)	(33.0, 256228.0)	(34.0, 235867.0)	(35.0, 171056.0)	(36.0, 83840.0)	(37.0, 6581.0)
SRR20079535_1	(2.0, 16092331.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 1.0)	(15.0, 5.0)	(16.0, 13.0)	(17.0, 93.0)	(18.0, 300.0)	(19.0, 1227.0)	(20.0, 4063.0)	(21.0, 12421.0)	(22.0, 27586.0)	(23.0, 49790.0)	(24.0, 66167.0)	(25.0, 74901.0)	(26.0, 74420.0)	(27.0, 73525.0)	(28.0, 68537.0)	(29.0, 64420.0)	(30.0, 57283.0)	(31.0, 53356.0)	(32.0, 49026.0)	(33.0, 48776.0)	(34.0, 49857.0)	(35.0, 71393.0)	(36.0, 136854.0)	(37.0, 5322.0)
SRR20079535_2	(2.0, 20791.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 8.0)	(12.0, 193.0)	(13.0, 3871.0)	(14.0, 28332.0)	(15.0, 111542.0)	(16.0, 199131.0)	(17.0, 231875.0)	(18.0, 216190.0)	(19.0, 220864.0)	(20.0, 236128.0)	(21.0, 266797.0)	(22.0, 287464.0)	(23.0, 313631.0)	(24.0, 329045.0)	(25.0, 364171.0)	(26.0, 406698.0)	(27.0, 488472.0)	(28.0, 582158.0)	(29.0, 743708.0)	(30.0, 932251.0)	(31.0, 1240075.0)	(32.0, 1603238.0)	(33.0, 2180651.0)	(34.0, 2579130.0)	(35.0, 2485453.0)	(36.0, 999164.0)	(37.0, 10636.0)
SRR20079536_1	(2.0, 541586.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 2.0)	(16.0, 22.0)	(17.0, 69.0)	(18.0, 207.0)	(19.0, 831.0)	(20.0, 2471.0)	(21.0, 6802.0)	(22.0, 14900.0)	(23.0, 28232.0)	(24.0, 43316.0)	(25.0, 59618.0)	(26.0, 75771.0)	(27.0, 101077.0)	(28.0, 136832.0)	(29.0, 197172.0)	(30.0, 276929.0)	(31.0, 404293.0)	(32.0, 574901.0)	(33.0, 852328.0)	(34.0, 1320617.0)	(35.0, 3059339.0)	(36.0, 8660755.0)	(37.0, 503803.0)
SRR20079536_2	(2.0, 15061.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 2.0)	(12.0, 26.0)	(13.0, 217.0)	(14.0, 1212.0)	(15.0, 4681.0)	(16.0, 9639.0)	(17.0, 15484.0)	(18.0, 21122.0)	(19.0, 29994.0)	(20.0, 45121.0)	(21.0, 67264.0)	(22.0, 87296.0)	(23.0, 107430.0)	(24.0, 120016.0)	(25.0, 137640.0)	(26.0, 161993.0)	(27.0, 205873.0)	(28.0, 258824.0)	(29.0, 338979.0)	(30.0, 438518.0)	(31.0, 595834.0)	(32.0, 819609.0)	(33.0, 1268707.0)	(34.0, 2183672.0)	(35.0, 4473999.0)	(36.0, 5275705.0)	(37.0, 177955.0)
SRR20079537_1	(2.0, 101862.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 4.0)	(16.0, 9.0)	(17.0, 45.0)	(18.0, 85.0)	(19.0, 197.0)	(20.0, 475.0)	(21.0, 920.0)	(22.0, 1921.0)	(23.0, 3747.0)	(24.0, 6851.0)	(25.0, 11170.0)	(26.0, 16223.0)	(27.0, 23605.0)	(28.0, 31888.0)	(29.0, 44057.0)	(30.0, 57998.0)	(31.0, 76369.0)	(32.0, 96463.0)	(33.0, 126211.0)	(34.0, 178965.0)	(35.0, 336713.0)	(36.0, 1961322.0)	(37.0, 824354.0)
SRR20079537_2	(2.0, 1589.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 2.0)	(12.0, 34.0)	(13.0, 299.0)	(14.0, 1147.0)	(15.0, 2617.0)	(16.0, 3550.0)	(17.0, 4339.0)	(18.0, 5266.0)	(19.0, 7706.0)	(20.0, 11278.0)	(21.0, 16902.0)	(22.0, 22994.0)	(23.0, 29054.0)	(24.0, 33480.0)	(25.0, 38358.0)	(26.0, 42365.0)	(27.0, 50890.0)	(28.0, 61309.0)	(29.0, 76999.0)	(30.0, 96911.0)	(31.0, 129277.0)	(32.0, 172435.0)	(33.0, 251137.0)	(34.0, 379135.0)	(35.0, 669269.0)	(36.0, 1519024.0)	(37.0, 274088.0)
SRR20079538_1	(2.0, 2696437.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 1.0)	(14.0, 3.0)	(15.0, 40.0)	(16.0, 230.0)	(17.0, 794.0)	(18.0, 1920.0)	(19.0, 4335.0)	(20.0, 8822.0)	(21.0, 19426.0)	(22.0, 41017.0)	(23.0, 86824.0)	(24.0, 155991.0)	(25.0, 248203.0)	(26.0, 340494.0)	(27.0, 451925.0)	(28.0, 576039.0)	(29.0, 761315.0)	(30.0, 974591.0)	(31.0, 1266405.0)	(32.0, 1581002.0)	(33.0, 2079510.0)	(34.0, 2894272.0)	(35.0, 5392315.0)	(36.0, 30893431.0)	(37.0, 12566302.0)
SRR20079538_2	(2.0, 32726.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 51.0)	(12.0, 702.0)	(13.0, 6718.0)	(14.0, 29281.0)	(15.0, 73377.0)	(16.0, 109140.0)	(17.0, 132304.0)	(18.0, 152146.0)	(19.0, 188789.0)	(20.0, 250471.0)	(21.0, 348362.0)	(22.0, 446311.0)	(23.0, 539476.0)	(24.0, 586601.0)	(25.0, 624655.0)	(26.0, 660541.0)	(27.0, 759008.0)	(28.0, 885531.0)	(29.0, 1097141.0)	(30.0, 1357707.0)	(31.0, 1787870.0)	(32.0, 2355847.0)	(33.0, 3391212.0)	(34.0, 5209524.0)	(35.0, 9890085.0)	(36.0, 27101528.0)	(37.0, 5024540.0)
SRR20079539_1	(2.0, 360079.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 3.0)	(16.0, 2.0)	(17.0, 19.0)	(18.0, 74.0)	(19.0, 175.0)	(20.0, 523.0)	(21.0, 1377.0)	(22.0, 3026.0)	(23.0, 5821.0)	(24.0, 8980.0)	(25.0, 12988.0)	(26.0, 17660.0)	(27.0, 26164.0)	(28.0, 38946.0)	(29.0, 59644.0)	(30.0, 89047.0)	(31.0, 135030.0)	(32.0, 195830.0)	(33.0, 295588.0)	(34.0, 462867.0)	(35.0, 1102149.0)	(36.0, 3275089.0)	(37.0, 186025.0)
SRR20079539_2	(2.0, 5579.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 3.0)	(12.0, 18.0)	(13.0, 152.0)	(14.0, 792.0)	(15.0, 3379.0)	(16.0, 7514.0)	(17.0, 11300.0)	(18.0, 13470.0)	(19.0, 15966.0)	(20.0, 19119.0)	(21.0, 23394.0)	(22.0, 27840.0)	(23.0, 32527.0)	(24.0, 34701.0)	(25.0, 40150.0)	(26.0, 46958.0)	(27.0, 59987.0)	(28.0, 76261.0)	(29.0, 101879.0)	(30.0, 133389.0)	(31.0, 186216.0)	(32.0, 257255.0)	(33.0, 396548.0)	(34.0, 691013.0)	(35.0, 1580078.0)	(36.0, 2421441.0)	(37.0, 90177.0)
SRR20079540_1	(2.0, 442706.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 1.0)	(15.0, 20.0)	(16.0, 63.0)	(17.0, 198.0)	(18.0, 533.0)	(19.0, 1097.0)	(20.0, 2250.0)	(21.0, 4437.0)	(22.0, 8102.0)	(23.0, 15566.0)	(24.0, 26535.0)	(25.0, 42006.0)	(26.0, 61322.0)	(27.0, 87669.0)	(28.0, 118020.0)	(29.0, 160539.0)	(30.0, 206292.0)	(31.0, 268886.0)	(32.0, 334912.0)	(33.0, 439310.0)	(34.0, 614910.0)	(35.0, 1182564.0)	(36.0, 6471065.0)	(37.0, 2351646.0)
SRR20079540_2	(2.0, 8817.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 9.0)	(12.0, 80.0)	(13.0, 1058.0)	(14.0, 4665.0)	(15.0, 10560.0)	(16.0, 15031.0)	(17.0, 18315.0)	(18.0, 21846.0)	(19.0, 29632.0)	(20.0, 42432.0)	(21.0, 60060.0)	(22.0, 80178.0)	(23.0, 100484.0)	(24.0, 114070.0)	(25.0, 127686.0)	(26.0, 140375.0)	(27.0, 166097.0)	(28.0, 195868.0)	(29.0, 243437.0)	(30.0, 299739.0)	(31.0, 393180.0)	(32.0, 519163.0)	(33.0, 748077.0)	(34.0, 1140216.0)	(35.0, 2098269.0)	(36.0, 5278997.0)	(37.0, 982308.0)
SRR20079541_1	(2.0, 411907.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 2.0)	(16.0, 16.0)	(17.0, 46.0)	(18.0, 164.0)	(19.0, 583.0)	(20.0, 1839.0)	(21.0, 5127.0)	(22.0, 10870.0)	(23.0, 20158.0)	(24.0, 30059.0)	(25.0, 40170.0)	(26.0, 49967.0)	(27.0, 63841.0)	(28.0, 82363.0)	(29.0, 114322.0)	(30.0, 154230.0)	(31.0, 219491.0)	(32.0, 307872.0)	(33.0, 453932.0)	(34.0, 708934.0)	(35.0, 1677901.0)	(36.0, 4516171.0)	(37.0, 239542.0)
SRR20079541_2	(2.0, 12202.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 22.0)	(13.0, 149.0)	(14.0, 834.0)	(15.0, 3436.0)	(16.0, 7069.0)	(17.0, 10471.0)	(18.0, 13138.0)	(19.0, 18254.0)	(20.0, 26892.0)	(21.0, 39780.0)	(22.0, 51493.0)	(23.0, 63013.0)	(24.0, 69483.0)	(25.0, 78537.0)	(26.0, 89637.0)	(27.0, 110763.0)	(28.0, 135610.0)	(29.0, 173560.0)	(30.0, 221571.0)	(31.0, 297086.0)	(32.0, 405309.0)	(33.0, 619506.0)	(34.0, 1064781.0)	(35.0, 2303619.0)	(36.0, 3175650.0)	(37.0, 117642.0)
SRR20079542_1	(2.0, 7586227.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 5.0)	(15.0, 95.0)	(16.0, 512.0)	(17.0, 1703.0)	(18.0, 3877.0)	(19.0, 8000.0)	(20.0, 15534.0)	(21.0, 32648.0)	(22.0, 68474.0)	(23.0, 140465.0)	(24.0, 246522.0)	(25.0, 381348.0)	(26.0, 508244.0)	(27.0, 651997.0)	(28.0, 817701.0)	(29.0, 1073321.0)	(30.0, 1375901.0)	(31.0, 1790932.0)	(32.0, 2240984.0)	(33.0, 2952320.0)	(34.0, 4123190.0)	(35.0, 7679374.0)	(36.0, 44943819.0)	(37.0, 19662510.0)
SRR20079542_2	(2.0, 46677.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 43.0)	(12.0, 791.0)	(13.0, 11378.0)	(14.0, 55411.0)	(15.0, 135936.0)	(16.0, 190056.0)	(17.0, 221837.0)	(18.0, 245521.0)	(19.0, 302676.0)	(20.0, 391243.0)	(21.0, 538029.0)	(22.0, 699583.0)	(23.0, 865749.0)	(24.0, 963959.0)	(25.0, 1055059.0)	(26.0, 1131220.0)	(27.0, 1308544.0)	(28.0, 1531258.0)	(29.0, 1894844.0)	(30.0, 2331339.0)	(31.0, 3034650.0)	(32.0, 3950768.0)	(33.0, 5615096.0)	(34.0, 8418522.0)	(35.0, 15239386.0)	(36.0, 38859830.0)	(37.0, 7266298.0)
SRR20079543_1	(2.0, 732349.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 1.0)	(17.0, 23.0)	(18.0, 83.0)	(19.0, 297.0)	(20.0, 834.0)	(21.0, 2164.0)	(22.0, 5135.0)	(23.0, 10467.0)	(24.0, 16342.0)	(25.0, 22920.0)	(26.0, 29962.0)	(27.0, 40549.0)	(28.0, 55077.0)	(29.0, 80127.0)	(30.0, 114470.0)	(31.0, 168606.0)	(32.0, 241190.0)	(33.0, 360531.0)	(34.0, 559493.0)	(35.0, 1275876.0)	(36.0, 3750483.0)	(37.0, 224415.0)
SRR20079543_2	(2.0, 6515.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 1.0)	(12.0, 22.0)	(13.0, 189.0)	(14.0, 1340.0)	(15.0, 5313.0)	(16.0, 10316.0)	(17.0, 12962.0)	(18.0, 14268.0)	(19.0, 16816.0)	(20.0, 20638.0)	(21.0, 27859.0)	(22.0, 35476.0)	(23.0, 43915.0)	(24.0, 51907.0)	(25.0, 60885.0)	(26.0, 73035.0)	(27.0, 93337.0)	(28.0, 117366.0)	(29.0, 153582.0)	(30.0, 197822.0)	(31.0, 271441.0)	(32.0, 369706.0)	(33.0, 556239.0)	(34.0, 910700.0)	(35.0, 1894212.0)	(36.0, 2652298.0)	(37.0, 93234.0)
