"DRR456169","DRR456170","DRR456171","DRR456172","DRR456173","DRR456174","DRR456175","DRR456176","DRR456177","DRR456178","DRR456179","DRR456180","DRR456181","DRR456182","DRR456183","DRR456184","DRR456185","DRR456186"
476.547,717.323,751.106,513.2,298.608,559.465,626.736,345.096,563.474,955.197,881.759,627.879,1662.338,1053.999,1248.12,1154.114,2137.365,1156.176
0,35.095,144.371,49.23,95.444,57.703,0,0,66.729,18.522,30,0,70.557,0,5.317,71.704,16.886,19
0,0,0,33.527,141.788,13.263,59.343,85.103,23.077,181.294,590.047,292.262,470.084,0,751.49,364.658,680.212,575.083
355.259,445.173,479.237,207.83,341.761,285.223,460.674,371.364,345.57,223.395,236.802,282.754,348.643,437.281,207.438,196.793,238.342,193.371
672.709,854.241,794,460.527,483.218,442.542,495.073,337.876,349.697,566.547,815.332,576.77,1514.453,2042.076,682.133,714.406,569.414,528.437
613.468,512.267,534.52,368.523,444.378,548.157,622.915,468.375,421.811,410.146,449.648,272.423,553.176,460.956,406.297,324.029,417.968,423.604
1,1,1,0,0,2,1,2,1,1,0,0,0,0,0,1,0,0
35,60,32,44,37,70,69,62.001,36,50,66,47,68,102.21,48.007,41,41,66
356.969,179.921,248.588,239.832,231.208,268.279,289.418,274.386,177.035,174.532,130.705,221.043,187.195,189.501,206.618,209.34,146.421,209.06
3252.119,2743.888,2714.41,2692.534,2818.319,3137.743,3660.856,3206.271,2941.31,2426.374,2301.39,2649.915,2465.375,2579.251,1956.62,2150.471,1435.767,2044.721
944.786,749.835,695.943,546.309,532.786,745.94,747.531,658.827,671.227,700.179,512.794,617.273,496.19,625.312,452.979,477.601,318.76,517.538
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
0,1,3,3,1,4,3,3,7,61,262.133,228.997,28,7,7,20,4,6
94,49,4,70.134,41,43,119,139,52,193.276,140.145,54,162,71,204,143,320.321,146.183
1939.934,1125.038,1558.587,2043.603,1176.572,2038.22,2937.801,1736.813,2130.292,1450.578,1765.991,2862.629,1372.512,1333.326,1094.614,1276.022,858.963,922.935
2,2,3,0,1,0,1,0,3,14,6,5,28,33,6,6,10,2
2,3.002,10,3,5,5,1,3,6,4,11,9,37,14,20,17,10,16.958
7,48,35,2,17,30,19,17,11,4,4,2,17,14,14,2,13,5
1647.425,2165.022,1476.346,1048.853,1395.825,1408.721,1698.536,1631.032,1125.836,417,565.438,603.398,879.166,1134.667,591.677,564.587,610.102,559.701
1020.499,917.831,1358.978,954.562,819.297,939.517,871.547,946.604,904.824,909.564,506.169,449.291,1098.676,972.503,999.116,767.154,1060.47,777.223
6617.377,5363.503,5647.922,4523.664,4219.409,4881.048,6216.343,4988.853,4646.037,3684.601,3483.391,4276.943,4346.893,4405.587,3175.621,3672.427,3001.631,3155.887
237.925,352.286,272.17,475.366,381.531,292.91,253.148,516.816,209.199,122.999,188.608,349.569,256.47,263.515,233.618,146.44,86.281,139.265
1394.529,1474.055,976.864,2578.813,1444.113,1645.048,2276.768,1672.906,1587.15,2535.664,2013.321,1803.428,1929.233,1874.78,1677.396,1765.135,1671.054,1585.681
321.446,450.593,200.236,179.714,177.078,269.042,389.193,357.168,178.213,65.91,101.903,70.597,117.329,161.121,147.978,113.064,66.785,112.497
673.564,500.646,360.41,588.221,534.005,750.101,827.548,654.709,622.579,1041.099,860.581,728.18,993.789,678.09,994.895,911.456,1297.277,741.269
59.063,57.548,52.001,153,165.643,176.566,223.041,126.468,126.376,2900.914,2480.646,900.866,2978.338,1219.267,2761.78,2275.744,4769.798,2030.589
0,0,0,0,0,6,0,0,15,31.525,47.224,46.996,34.405,67.339,52.414,33.881,71.51,16.076
1039.514,867.818,568.541,1061.059,1224.53,1298.267,1395.743,1233.536,932.305,1793.409,1796.728,1203.931,1638.797,1256.714,1497.089,1287.862,1709.308,1312.304
264.122,230,161.106,287,313.088,289,329.583,265.05,230.503,901.218,690.956,541.091,965.188,530.166,745.016,586,986.472,579.139
18.732,0,16.21,45.748,12.482,25.807,0,8.288,17.017,71.11,12.649,60.348,14.339,0,10.251,20.637,14.687,0
622.22,436.469,342.454,561.007,662.487,734.021,724.359,658.597,649.673,2120.199,1999.925,1309.882,2191.498,1181.922,2051.622,1848.723,2833.647,1683.207
164.578,120.272,163.926,141.318,183.686,174.571,230.159,224.725,133.75,964.271,897.998,471.91,773.295,421.729,769.155,523.751,1069.992,621.325
486.437,427.351,320.1,545.61,546.525,496.602,559.6,507.815,444.462,718.822,604.86,572.459,812.373,575.108,679.925,625.197,817.475,604.557
318.334,1427.087,32.789,357.529,702.459,207.516,676.104,1102.446,105.665,258.506,72.278,165.062,373.448,143.533,336.658,125.667,452.856,163.716
1782.445,1641.589,1341.46,1635.293,1403.136,1884.356,1749.991,1560.185,1345.244,3987.172,3373.001,3612.625,3531.65,3664.131,3602.007,3391.388,2971.487,2921.192
10410.273,7864.929,5169.112,8743.513,10668.094,11972.431,13083.431,12941.45,8595.172,4227.996,4137.617,3382.459,5112.892,3812.727,4094.646,3614.741,4083.114,4673.907
3.536,0,0,1,0,6.116,2,0,1.344,0,0,1.344,0,0,6,11,0,0
442.603,384.809,382.024,448.488,460.801,523.218,590.263,438.475,411.293,605.785,695.83,715.572,973.339,960.284,755.72,681.268,648.664,674.869
1326.255,1060.459,907.558,751.427,899.077,1295.864,1374.279,923.46,1017.144,687.935,880.931,583.299,1041.613,1030.985,772.199,822.229,833.794,653.99
861.568,786.217,829.816,591.725,753.959,775.323,818.005,715.371,607.8,863.519,893.767,920.785,1080.092,1087.376,687.291,700.566,540.735,705.496
106.048,174.047,233.064,201.918,252.693,246.822,386.924,201.831,59.675,1058.818,806.12,380.949,1137.185,604.219,824.517,367.568,905.475,586.378
6.307,40.395,5.875,48.234,81.493,10.421,58.078,44.681,2.225,1074.486,723.92,444.839,985.257,808.276,805.138,1027.765,1430.38,883.608
1518.253,1228.38,1167.405,1173.914,1159.284,1613.47,1785.779,1410.928,1299.636,1002.201,989.262,1008.594,1243.826,1034.41,864.357,914.264,989.73,875.258
598.782,443.427,417.284,537.68,526.026,716.942,690.827,583.966,642.999,1870.42,1708.223,1225.23,1654.302,1369.868,1602.197,1285.653,1988.744,1439.015
205.424,258.138,175.305,192.438,244.716,225.887,296.39,303.91,200.409,348.477,378.107,262.32,316.289,436.305,317.518,293.524,317.126,258.592
821.535,893.072,1156.008,729.417,537.174,1024.034,1099.664,1137.47,1047.008,1118.336,1156.166,1614.741,702.882,790.498,759.155,734.256,795.606,504.911
1334.518,968.141,761.142,1029.385,1001.795,1526.783,1967.032,1216.953,1225.581,624.887,572.567,479.608,602.027,607.31,767.702,551.307,668.967,649.69
2570.429,2059.743,2290.102,1756.638,1767.763,2387.024,2509.965,2016.718,2026.11,1719.873,1664.019,1624.016,1876.841,1437.479,1547.233,1467.681,1788.605,1224.024
351.802,268,252,340.482,254.999,369.156,404.453,336.128,300.067,309.025,231.169,230.16,331,281.368,225.087,309.943,292.278,217.039
91,84,81.012,184.283,64.168,239.121,232.083,214.073,365.22,414.052,359.514,960.312,381.679,463.694,450.847,419.384,171.013,441.134
994.274,764.974,606.119,782.109,688.688,1046.806,1165.076,995.189,857.829,1413.283,1274.361,1241.43,1159.119,1024.704,1157.998,1041.293,989.676,1122.233
792.147,657.334,706.896,562.217,647.805,789.067,723.19,590.814,663.47,568.954,635.859,621.663,829.176,522.875,625.444,615.746,519.528,522.292
540.435,411.54,143.803,463.51,419.328,485.747,337.373,402.683,514,386.986,556.509,662.497,721.714,352.336,421.197,435.754,290.436,419.965
134.674,143.567,165.985,122.748,156.095,192.9,176.777,117.819,165.295,139.732,136.582,147.874,223.307,166.681,178.393,196.765,159.467,150.373
243.243,153.342,186.749,297.801,237.03,207.793,268.026,242.269,182.056,87.326,159.415,103.051,136.969,181.189,122.895,109.336,39.444,74.105
350.172,143.005,84.002,272,148.133,67.019,316.111,292.012,102.028,162.999,209.042,98.01,217,286.035,59,177,108,101.004
1275.856,557.97,632.87,1097.531,560.455,615.444,1233.999,1022.505,807.558,493.315,676.403,746.814,385.62,562.039,459.011,634.691,173.271,520.479
9,4,8,11,2,4,16,5,6,13,16,6,11,8,7,15,9,10
2785.731,4562.434,2033.691,2269.132,3645.301,3134.999,3828.235,5221.515,2255.928,3796.499,3869.643,3124.099,5031.69,6426.238,3325.815,3569.975,5247.561,3510.527
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
426.459,371.049,352.691,470,555.221,639.242,369.293,518.062,531.001,964.984,586.254,797.583,500.853,536.131,504.229,668.885,406.432,398.057
598.202,559.733,681.68,302.36,415.734,455.175,476.141,495.729,413.798,288.847,297.81,205.953,343.083,350.649,298.838,323.555,234.471,233.279
1121.126,759.613,557.655,931.267,825.776,1056.962,1206.537,1167.207,962.709,1321.404,1118.071,1287.298,1439.119,1050.991,1171.002,877.531,1143.085,1085.409
0,20.814,26.999,10.106,46.435,35.308,10.244,0,39.858,0,15.147,17.505,34.213,3.501,24.301,16.132,29.661,11.272
6,3,3,4,7,3,7,4,10,39,18,10,106,10,96,31.003,82.028,42
808.224,182.145,614.194,1036.788,182.999,929.012,989.822,145.653,650.189,1269.077,798.017,1110.613,1925.76,901.875,1488.879,1399.426,1105.427,995.314
19.512,0,13.907,57.763,17.83,34.485,31.711,0,9.052,203.469,31.048,70.622,95.009,9.196,0,40.634,38.956,83.866
172,157.007,170.206,141,118,162.011,188.172,96,108,94.089,84,65.032,160.618,152,71,82.006,91,91.095
1309.782,850.742,729.178,1822.809,1396.115,1699.106,1834.789,1493.297,1255.837,1950.707,1819.136,1462.688,2224.261,1517.671,1935.215,1599.063,1789.38,1727.045
0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,1,43,21
1774.256,1193.969,1295.248,1316.13,1415.465,1630.748,2085.099,1796.49,1525.822,1004.831,995.288,1047.818,945.347,1180.805,840.181,770.704,852.355,823.715
628.278,495.5,627.078,456.08,385.961,517.556,627.824,636.208,548.602,476.239,517.486,395.148,485.918,461.855,376.709,434.938,507.312,330.187
910.191,770.524,641.058,549.75,612.037,691.194,806.99,745.565,654.767,1165.643,1046.806,1140.131,1183.985,1245.377,1001.335,864.327,630.576,1096.467
488.253,403.319,507.647,734.449,663.205,623.67,510.494,452.021,583.06,941.851,746.668,742.292,867.551,532.642,789.467,580.943,764.162,449.022
609.672,613.246,458.472,592.429,545.787,521.737,657.111,606.51,391.965,649.1,625.457,578.116,519.571,612.384,466.211,517.472,356.301,434.645
4500.477,3877.855,3619.612,3716.338,3398.167,3996.047,4167.961,3730.614,3392.526,3296.197,3239.604,2413.685,3689.515,2844.439,2632.432,2507.108,2799.878,2393.535
0,0,15.462,0,9,0,4,4,0,12.615,27,28,78.15,58.189,70,43.175,73.812,34.93
6.244,16.867,0,3.808,0,3.569,7.463,0,2.043,184.003,136.819,120.902,264.262,104.594,282.176,169.496,249.719,128.347
1318.258,1140.307,747.439,642.28,653.006,1020.508,944.263,732.612,851.837,796.825,990.894,1097.219,756.615,887.778,725.728,696.114,667.215,704.119
246.069,405.068,412.644,338.14,241.27,220,217,203.036,235,129.044,156.062,256.017,173.001,204.144,155.108,157.001,97,130.064
1336.443,1081.808,733.531,901.549,1092.875,1314.322,1576.532,1537.309,1109.704,654.729,525.656,713.926,567.197,629.855,456.506,451.06,421.263,410.487
342.388,289.397,363.209,191.792,269.891,293.975,301.388,311.459,273.818,306.672,340.84,244.504,403.174,371.593,343.496,282.531,293.922,446.681
58.499,74.741,51.585,76.233,70.229,42.907,70.932,66.329,60.267,89.419,123.945,37.062,129.848,116.715,156.839,69.943,256.226,97.02
151.808,149.107,115.223,122.441,151.578,143.001,217.306,150.125,136.584,175.343,136.552,110.249,235.097,188.322,134.963,167.138,109.412,141.52
0,0,0,2,0,1,0,0,0,23.17,16.01,19.814,55.315,58.231,9.673,34.533,17.383,40.556
14.492,8.547,1.785,0,15,39.05,3.931,32,18.127,335.033,251.228,153.957,662.761,553.252,613.685,524.819,617.822,438.85
8.48,13.088,16.255,23.895,14.296,16.959,20.069,19.66,22.628,84.487,118.187,82.6,139.578,276.768,155.905,67.744,29.567,67.31
4083.158,3253.464,3271.621,3715.415,3344.296,3668.699,4268.146,3369.113,3196.758,3293.713,2735.806,3612.829,3243.609,3287.041,2553.291,2794.814,2475.461,2196.354
26,15,12,20,51.007,48,49,69.999,63.01,19,15,18,30,40,15,7,13,19
1381.931,1495.939,1003.315,1048.635,1168.111,1528.677,1660.899,1614.966,1194.524,1378.789,1282.793,1284.377,1872.083,1725.381,1637.366,1460.659,1780.793,1220.662
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3,13,3,1,0,5,0,15,34,110,65,30,48.05,27,28,8,23
0,0,2,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
35.749,3.501,25.618,13.582,25.167,19.346,39.588,43.967,11.708,18.391,0,3.153,12.572,17.943,0,18.472,8.221,2.943
8,1,7,7,6,0,4,4,7,13.001,16,52,0,3,1,6,104,3
255.564,176.421,102.099,251.28,171.038,241.407,240.132,197.264,211.964,172.184,280.686,258.036,185.493,139.932,122.885,247.483,89.511,192.818
57.809,60,59.146,32,32.023,25.372,14.451,11.853,63,168.038,239,148.618,141.99,149.115,102.523,173.137,12.215,143.089
223.552,201.924,141.661,214.296,245.838,208.397,271.657,213.944,227.78,273.786,197.146,238.629,294.586,360.559,175.934,137.737,175.232,188.16
23,6,19,6.001,11,6,17,8,17,36.007,24.014,32,3,18,11,16.031,5.045,10.006
0,0,0,0,0,0,0,0,6,6,5,0,0,0,0,0,0,0
3,0,1,0,0,0,1,1,0,0,3,8,2,5,3,4,5,1
4.833,0,0,0,0,4,0,0,0,27.433,42.669,11.572,38.419,22.108,23.618,0,24.553,46.746
598.494,513.906,543.24,463.434,525.11,540.381,612.581,485.379,468.548,731.097,642.829,817.763,776.885,765.291,777.896,728.436,731.152,680.774
1053.517,1117.107,954.338,939.713,1049.494,1116.939,1287.521,1022.889,833.666,1499.584,1442.435,1323.16,1317.107,1345.52,1069.748,1049.564,781.522,1070.378
279.77,194.214,425.504,277.328,321.105,273.352,351.951,331.332,426.45,193.731,212.074,283.623,235.646,313.527,101.417,90.884,102.039,70.228
732.493,485.313,548.515,551.961,496.362,808.727,902.01,741.381,775.118,718.62,720.831,990.055,715.555,457.613,473.411,537.773,501.081,398.955
12992.702,9626.803,7054.194,8372.428,8759.169,11453.163,14475.688,11512.957,9623.182,6983.486,7675.925,9067.224,7372.513,8268.558,5878.54,7009.451,3632.832,6715.679
2951.468,2447.653,2468.206,2134.736,1969.192,3181.159,3400.088,2811.366,2885.896,3423.919,3510.073,3989.287,3963.707,3645.101,2998.735,3119.447,2308.037,2964.283
23.018,38.725,153.855,17.151,34.558,35.696,24.433,25.044,55.435,1.226,7.025,15.388,7.252,2.738,8.622,8.554,19.917,5.556
2279.866,2358.048,2373.945,1584.284,1866.565,2491.594,2655.563,2519.775,2063.338,2115.905,2078.421,2594.53,2149.176,2458.544,2023.798,2324.923,1711.011,1866.052
193.386,181.196,70.075,132.346,178.386,206.144,239.462,266.661,148.895,521.561,119.948,162.205,130.862,95.084,78.534,145.238,100.504,72.877
0,0,0,0,0,0,0,0,1,106.571,9,1,0,0,3,3,0,2
0,0,0,0,0,0,0,11.48,0,6.436,0,0,5.261,0,0,4.106,0,0
0,0,54.005,31,0,40,0,0,4.967,1239.875,529.702,1211.229,700.931,1241.987,846.46,970.947,37,1196.283
159.006,81,160.169,147.702,105.131,171,217.216,203.237,176.734,9,26,19,18,21,12,13,11,9
0,2,2,0,1,1,0,0,6,0,0,0,0,1,0,0,0,0
404.638,291.846,225.153,385.228,340.717,401.71,533.522,426.613,352.621,383.806,366.491,519.193,317.989,390.199,251.418,336.789,194.147,251.352
3,0,0,0,0,9,0,6,7.254,7,6,15.002,0,1,0,6,0,0
7,0,1,4,3,10,3,5,3,0,0,0,0,0,0,0,1,0
226.721,82.163,107.127,0,58.981,196.624,167.379,79.44,35.371,371.703,82.325,173.264,192.989,187.505,265.129,149.716,128.413,288.582
1,1,3,3,6,13,5,3,12,106.329,118.732,95.573,141.156,165.919,132.773,96.632,119.499,92.46
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,0,1797.517,94,0,0,4,0,58,4.095,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1221.4,1686.669,1353.579,685.721,840.437,1014.553,825.785,676.573,637.77,5574.713,7102.403,7116.152,8591.017,13364.161,5926.917,6324.854,5090.122,5754.068
163.134,241,233.142,85.685,195.151,178.028,138.602,169.611,104.908,211.063,130.128,53.172,182.464,159.369,103.001,105.587,38.278,99
2619.568,2306.66,2208.064,1893.502,1842.903,2092.509,2581.638,2016.331,1817.654,2821.276,2580.398,2877.229,2470.358,2442.116,1893.693,2078.482,1719.396,1871.114
145.617,103.285,165.427,154.949,340.634,198.285,246.616,317.79,194.024,238.23,58.787,90.783,448.757,321.009,172.549,170.226,202.291,216.629
79.965,72.031,90.353,70.25,110.137,68.409,82.331,45.308,39.903,241.734,126.503,43.381,285.767,211.582,106.332,287.453,317.982,343.359
317.695,299.395,255.748,66.413,284.305,93.312,243.182,157.722,98.649,374.306,218.459,324.449,469.045,591.886,331.836,342.813,364.707,267.221
225,268.511,114.378,281,324,315.089,446.719,541.941,256,452.863,296.296,176.979,379.689,425.686,488.851,327.399,585.628,362.842
139.185,0,0,0,67.131,0,109.275,231.664,135.075,164.156,331.859,13.009,313.996,243.918,12.097,69.004,158.888,49.225
0,0,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,0
238.009,241.047,374.903,145.942,195.567,319.364,318.005,220.176,251.151,290.935,210.464,162.619,243.015,323.495,163.355,217.541,257.487,260.16
1830.448,1650.021,1787.746,1466.43,1575.974,1954.73,1933.29,1739.08,1586.848,2575.504,2186.537,2881.025,3280.839,2732.695,2722.806,2733.21,2639.186,2414.77
63.057,62,73.058,9.111,17.928,29.635,34.963,26,28,554.429,138.335,133.857,662.054,343.866,587.719,270.625,781.99,228.929
3387.589,2864.541,2738.864,1649.078,1436.996,1839.849,2164.503,1742.218,1877.728,675.487,692.084,805.34,1034.086,1115.948,948.88,1312.31,560.999,1232.828
6281.184,5148.045,5040.662,5261.782,4784.503,6079.932,7642.485,5992.879,5329.093,6214.851,4343.305,5859.264,5851.422,6225.17,5287.251,5606.452,4509.655,4497.889
0,1,4,0,0,0,0,2,0,74.008,9,27,8,2,3,3,11,3
318.803,164.247,320.823,337.217,351.71,179.852,426.44,477.333,173.707,472.035,587.26,562.679,396.454,349.731,481.526,413.158,160.885,207.326
0,0,0,0,0,0,0,0,0,0,1.016,1.032,0,0,0,0,0,0
1167.061,1080.892,1096.692,833.524,914.363,1038.452,1185.491,1084.119,814.476,3983.713,3405.707,2430.313,3018.903,1620.586,4344.246,2838.816,4503.053,3129.867
0,0,1,0,0,0,0,0,1,5,2,2,3,5,3,1,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91.184,114.048,186.137,110.18,64.761,26.993,109.371,42.169,58.645,43.091,32.381,0,141.849,0,9.223,59.022,142.513,22.825
772.876,626.512,758.948,497.601,483.865,668.501,609.423,674.154,557.946,777.03,773.167,1144.629,678.552,794.396,592.957,713.368,368.666,523.674
11.747,34.25,17.399,11.256,49.381,1.074,14.347,25.901,19.183,52.742,57.666,63.665,48.492,73.375,62.076,56.223,77.242,60.878
1263.789,1245.469,1089.206,870.352,995.524,1242.506,1435.21,1260.796,1065.457,1267.997,1419.46,1175.048,1646.501,1579.95,1412.694,1242.425,1101.936,1275.388
56.534,77.796,36.914,61.545,59.553,53.6,84.599,67.659,102.354,49.424,77.456,36.712,80.787,64.877,52.015,86.102,75.734,51.474
224.993,178.162,231.839,162.946,209.642,187.942,227.924,198.806,192.719,262.212,254.094,202.814,221.038,218.15,147.401,163.018,142.772,178.861
579.872,530.638,662.775,400.046,424.831,615.748,607.972,488.774,392.756,654.129,621.692,609.193,702.286,509.013,570.403,460.682,527.749,517.443
921.272,792.719,701.276,743.347,714.199,825.671,930.645,717.107,840.075,838.097,660.188,944.709,779.839,831.343,616.781,675.297,581.79,636.892
67.916,0,60.218,106.512,171.234,34.05,235.11,56.418,63.932,137.877,47.002,197.409,94.806,0,0,90.947,13.101,0
2654.01,2245.505,2242.318,2154.509,2068.103,2834.276,3083.141,2543.634,2422.834,2191.146,2149.754,3013.921,2393.977,2350.76,1913.848,2123.917,1695.986,1772.465
517.733,589.993,380.438,308.862,305.82,407.13,492.522,472.194,362.712,626.961,657.804,459.308,750.418,972.499,662.675,476.253,465.461,451.694
370.99,548.326,379.328,246.584,398.543,489.587,417.21,484.431,361.416,539.348,545.421,494.628,565.793,414.898,526.559,455.707,287.712,450.002
546.577,586.195,507.917,524.983,576.228,685.862,626.417,559.573,433.842,832.363,736.026,611.059,1079.859,865.691,837.361,745.757,913.256,559.783
253.133,137.868,61.8,182.286,212.81,275.62,291.288,255.355,253.177,171.401,215.759,174.381,243.444,268.579,130.217,124.287,71.345,113.584
532.563,358.646,475.828,341.179,362.485,465.865,568.425,395.444,418.712,505.555,538.996,528.067,563.486,578.893,451.434,441.069,388.003,472.317
1508.934,2155.24,1208.25,1119.631,1257.778,1290.202,1537.039,1532.712,1117.19,1611.507,2171.859,1759.444,2305.994,3007.479,1885.739,1995.083,629.889,1913.933
2,0,0,0,0,2,0,3,1.298,0,0,0,0,0,0,0,0,5
2,0,0,0,0,0,1,0,0,15,10,3,25,10,19,4,18,7
352.709,538.653,398.981,314.605,324.458,386.758,406.301,412.591,230.302,377.957,274.002,381.541,854.568,711.464,499.84,670.355,392.255,432.101
621.162,986.243,2037.054,668.296,594.525,703.583,793.86,574.695,929.216,654.773,556.12,579.127,704.607,499.271,567.353,621.038,604.896,461.502
19031.13,14983.494,6001.674,13063.783,12187.287,13242.533,16676.548,11896.016,9770.601,1166.044,730.679,342.86,1157.768,422.86,1116.64,1063.833,1422.481,893.923
555.005,815.145,383.109,280.974,283.092,310.309,344.552,522.97,188.546,395.779,467.109,529.466,570.639,1031.673,453.102,475.857,113.64,474.384
423.42,357.245,215.381,593.301,615.631,369.048,578.343,429.427,256.442,224.18,518.709,757.736,367.09,492.469,272.615,481.452,287,720.595
681.047,319.02,210.085,217.876,141,275.767,477.22,329.02,317.359,37.099,108,64.193,68,64,119.089,66.08,20,50
1419.658,2038.229,1652.954,1150.728,1361.373,1274.468,1797.582,1816.388,1258.601,2653.697,1179.528,1166.085,675.127,871.648,616,615.089,247.088,838.46
48.922,57.316,32.123,63.694,83.959,62.292,79.201,140.109,48.406,34.607,49.987,54.571,197.502,46.441,55.7,63.972,75.481,33.251
44.08,69.684,48.704,49.306,38.05,39.708,68.853,38.899,90.727,107.393,102.055,171.952,468.22,124.576,163.306,178.028,164.7,82.75
0,5.63,2.622,7.893,20.711,0,0,4.88,0,27.882,40.004,19.864,8.207,10.759,3.164,22.109,0,0
1258.949,918.753,861.892,842.375,1007.069,1103.998,1052.649,884.245,918.288,1430.085,1242.347,1648.688,1162.39,1426.464,1138.011,1301.555,728.238,830.522
467.229,269.359,385.234,447.691,318.152,377.089,479.917,287.409,384,403.326,194.955,137.424,288.323,231.569,292.637,257.196,239.127,252.11
2135.061,1916.844,1406.354,2402.516,1894.757,2186.35,2674.24,2285.589,1775.797,3389.58,3137.394,3541.369,3099.548,3947.159,2755.106,3147.561,1774.059,2562.117
113.39,101.969,59.458,174.714,92.442,146.402,167.393,105.511,159.669,143.926,144.15,179.973,135.642,147.651,105.079,126.704,78.325,90.134
892.694,778.487,488.873,749.614,843.357,816.491,1014.936,1057.512,697.535,1108.702,881.85,1272.169,1140.945,1009.073,812.478,873.481,839.831,922.012
0,4,0,0,5,0,0,5,0,108.293,119.044,53,153.193,78,149.231,75.807,246.073,112
5,2,7,2,10,1,4,6,2,95.001,172.053,72,63,213,72,74.103,41.063,67.015
22.246,8,14.223,12.046,26.469,37.899,45.001,37,34.392,1504.24,2219.203,2160.785,759.348,1219.136,1003.619,1159.833,151.457,1270.119
311.393,258.686,220.618,206.179,210.384,315.22,314.271,246.336,276.28,332.708,372.933,297.067,333,256.347,298,224,329.369,232.013
851.091,816.069,753.013,747.112,769.399,1045.906,1267.356,1012.617,822.703,864.357,857.296,632.778,921.099,806.091,577.519,604.373,645.658,652.569
496.082,604.832,760.449,366.486,458.971,557.344,609.814,605.938,506.974,3891.743,3215.863,2892.286,3959.969,2149.016,5032.271,4446.185,6570.361,3359.279
4169.338,2968.754,2308.395,3206.296,2453.294,4191.346,4415.591,3548.367,3652.079,8857.122,7118.781,7721.639,7620.665,5412.329,8251.345,7770.958,8805.639,6330.783
42.344,10.13,8.426,61.189,29.859,39.829,59.383,66.93,30.646,10.066,7.193,0,0,0,0,10.509,0,4.325
3.012,2.008,8.42,4.751,3.429,12.499,7.703,3.929,7.908,407.29,499.618,482.642,167.632,97.101,166.589,234.402,49.542,213.81
1200.368,875.886,1111.411,823.728,997.63,1283.105,1184.809,921.864,1209.016,1008.422,933.266,1166.327,883.533,880.686,667.068,739.017,535.922,634.706
855.579,932.931,832.099,802.434,768.813,937.775,1015.53,701.556,730.887,1355.946,887.333,1330.034,939.752,848.074,990.738,905.114,966.696,781.53
0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
171.345,710.057,354.184,156.361,269.2,309.913,264.265,442.83,93.982,679.368,969.077,767.973,924.131,1912.288,818.016,725.202,401.65,689.48
145.927,120.012,90.001,116.036,126.033,142.047,167.543,139.067,119.047,274.139,225.501,215.955,301,231.691,285.953,249.366,237.195,256.439
817.217,840.367,968.389,482.117,593.86,788.525,873.801,757.835,719.682,545.446,463.566,437.375,722.085,682.499,520.827,512.557,546.776,448.85
0,0,0,0,0,8.161,0,8.544,0,0,0,9.901,0,2.162,4.021,4.639,0,8.189
340.537,355.35,374.412,243.523,234.852,295.182,377.25,283.169,264.864,298.199,299.305,239.578,360.11,319.265,328.188,312.386,413.853,262.216
3,5,2,3,3,10,3,3,2,0,1,1,0,0,1,0,2,1
6.454,18.06,0,4.655,0,17.053,0,7.122,0,0,13.457,0,14.17,15.392,0,0,12.873,4.242
16.699,32.147,24.709,9.038,4.409,19.189,42.474,14.683,2.585,15.314,0,0,9.584,6.065,12.156,0,0,0
150.388,140.073,176.469,218.834,139.848,147.019,196.867,151.146,150.857,175.968,175.23,237.974,197.162,196.423,218.915,221.457,152.605,153.967
1,3,2,2,3,3,4,7.003,1,2,10,3,4.002,5,4,7,7,4
811.961,859.698,643.879,755.622,768.575,1151.563,976.965,963.346,796.144,1396.419,1387.485,1024.53,1664.255,1041.983,1396.741,1301.181,1639.693,1086.21
0,0,67.458,0,0,0,0,0,84.206,22.391,0,0,0,0,0,0,56.211,0
96.503,78.907,63.504,51.72,82.522,76.264,120.934,142.037,70.898,74.203,86.981,33.32,140.368,79.846,118.926,65.143,135.045,109.813
61.141,77.949,73.809,79.943,62.32,84.5,126.179,76.557,83.152,178.519,137.483,134.785,96.515,88.384,98.693,70.72,138.662,101.551
611.706,440.137,321.108,511.316,493.596,552.75,754.336,672.592,536.095,723.521,608.892,658.975,766,899.22,611.28,603.131,706.442,600.702
474.078,474.185,397.483,414.057,350.076,494.658,590.667,573.589,579.993,489.255,515.803,608.374,651.466,473.03,495.13,545.46,620.904,409.223
0,0,0,0,0,0,0,0,0,59,52.001,65.534,9,19.768,22.039,38.34,6,83.585
0,0,0,0,0,0,0,0,0,13,10,0,112.141,3.315,212.999,17,254.86,25
0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
