"DRR456169","DRR456170","DRR456171","DRR456172","DRR456173","DRR456174","DRR456175","DRR456176","DRR456177","DRR456178","DRR456179","DRR456180","DRR456181","DRR456182","DRR456183","DRR456184","DRR456185","DRR456186"
1149.387,1012.398,1117.991,955.993,972.574,1189.512,1264.794,1025.44,1074.877,988.332,969.186,1215.643,1125.293,1082.021,918.488,1048.796,804.289,944.821
7.689,3.446,0,2.833,0,12,1.057,11.101,17.612,2.192,1.075,1.986,52.767,20.92,10.427,5.978,4.321,16.731
166.982,13.37,25,290.052,43.242,288.137,401.212,264.476,569.686,135.194,318.956,945.159,57.001,4.982,57,28.711,106.954,36.473
3.345,0,8.653,32,10.582,0,0,20,0,0,58.482,79.914,0,0,0,40.059,107.641,0
150.114,196.537,198.584,179.581,124.759,219,198.342,180.006,165.055,120.015,119.865,112.685,88.527,100.348,92.45,95.736,98.907,61.132
0,0,0,0,0,0,0,0,0,7.327,0,0,0,0,0,0,0,0
33.113,19.012,17.256,28.631,38.133,34.336,23.526,27.516,19.233,95.765,79.142,75.671,134.963,110.489,72.96,66.663,47.551,83.504
0,3.004,0,0,12.604,0,0,0,14.805,112.118,85.523,28.94,88.149,31.219,55.334,0,91.332,4.935
1314.521,1175.972,922.224,943.002,1036.955,1192.605,1333.734,1218.518,1110.482,1820.849,1644.78,1066.083,1966.884,1479.621,1652.359,1355.408,2023.62,1483.128
739.445,615.958,600.667,467.182,820.455,639.906,691.881,641.066,619.326,488.13,542.472,709.62,645.4,651.964,386.249,271.3,352.187,314.052
21.37,183.119,105.609,79.024,192.646,156.958,205.346,224.476,164.847,29.122,23.194,71.279,199.023,154.579,95.7,41.345,111.865,6.911
0,0,0,0,0,0,0,0,0,7.226,0,0,0,0,4.065,0,0,1.482
1.246,0,0,0,0,0,7.242,0,1.443,4.153,3.995,2.956,2.819,0,0,2.259,1.144,0
9.783,27.219,20.032,67.094,66.348,37.904,46.981,26.498,54.938,10.603,48.488,32.146,44.248,67.881,33.818,38.259,35.672,16.857
54.607,0,0,0,7.753,97.843,133.01,126.285,64.893,74.785,33.212,107.683,128.331,194.162,21.815,184.879,0,208.172
108.349,108.094,35.562,26.187,78.538,79.304,113.766,53.005,20.393,139.984,187.017,197.722,233.076,73.631,180.938,94.697,332.062,105.939
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388.415,458.327,423.163,352.056,416.538,496.395,476.611,435.745,309.828,512.333,537.394,508.9,684.728,779.089,460.038,421,396.488,412.167
77.657,97.028,91.466,71.456,96.663,85.53,110.82,97.271,80.675,179.186,106.835,132.079,304.776,346.511,236.265,162.299,189.862,137.801
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
148.461,377.05,892.912,164.868,280.802,197.631,104.676,140.205,298.105,174.718,143.818,239.485,507.049,466.082,242.922,226.954,136.105,161.292
0,0,5.221,27,0,3.632,20,9,4.06,11,7,0,2.739,0,0,0,0,2.857
318,259.509,206.361,198,186.042,272.577,373.008,277.241,221,289.106,328.336,321.84,294.982,284.668,241.261,231,218.543,261.013
0,0,0,0,1,0,0,4,9.998,3,0,2,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1.002,1,1,0,2,0,2,2,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1761.277,4133.67,5335.492,789.442,2498.24,1791.922,827.123,903.273,2474.34,991.518,319.8,589.053,587.714,1169.441,263.216,857.883,144.12,1643.252
2327.083,807.798,575.926,1998.195,755.069,1842.662,2062.701,1990.549,3073.318,5758.031,10030.991,15139.195,3019.266,3475.396,6260.806,6766.481,1095.743,10116.953
2744.844,5530.656,2677.834,2615.22,3491.05,4252.805,4167.283,4206.927,1840.953,5978.249,4180.846,3434.778,6658.676,5674.706,6301.933,6540.219,5128.557,5083.184
33.467,19.996,46.369,12.365,39.766,27.241,7.429,30.935,11.37,2553.794,1645.943,1696.726,1463.066,1466.493,1451.522,2751.66,740.593,3031.593
7385.978,7492.421,5096.23,8060.083,8087.511,7081.271,8777.821,7751.352,4565.734,3121.338,2398.766,1647.673,3887.298,4647.004,2608.806,2567.808,2276.825,2128.333
344.799,31.797,3004.797,330.613,697.017,30.207,398.135,379.423,668.372,2261.392,5349.557,7627.404,2808.353,4503.986,3167.343,5349.546,1210.064,4586.656
2965.765,3235.359,798.67,1699.347,2202.281,2854.359,4484.476,2441.913,989.801,1427.769,1201.865,1137.674,898.087,1212.472,1368.045,880.17,454.622,1814.462
6160.8,5122.327,2222.323,4829.579,4890.068,3428.978,6845.083,7889.066,3043.67,8575.02,7433.72,5284.042,12517.515,10801.131,10231.468,8593.031,9965.515,10094.816
3,2,1,6,8,8,1,2,0,11,7,4,9,20.999,4,10,7,11
12598.033,12508.465,9844.228,8560.569,9008.056,11114.86,14277.361,12402.455,8154.275,18165.078,14206.346,14821.729,17035.279,20125.247,15319.601,19243.252,7276.919,18568.931
655.297,525.783,498.525,203.628,664.644,160.5,180.362,650.827,356.093,1981.066,1726.049,1548.131,3241.677,2311.227,2260.299,2344.294,3087.851,1456.106
3,0,2.12,5,0,4.636,0,2,0,29.056,12.904,54.316,9.76,47.592,20.046,39.794,2.093,50.837
7764.704,7442.542,4857.819,5570.947,6141.985,8369.863,9606.801,7641.746,6302.606,2812.832,2553.928,2879.646,4596.426,4501.148,3265.241,3325.27,2226.369,3169.752
2278.045,2435.436,1793.446,2036.991,2076.51,2953.837,3482.432,2873.086,2162.37,2926.95,2527.688,3224.207,2395.835,3386.578,2563.373,2385.728,1819.071,2235.653
712.529,725.345,340.483,220.956,150.788,312.831,346.736,263.021,214.915,39.706,28.94,17.543,43.652,80.991,46.609,36.861,44.423,27.207
0,1,0,0,0,0,0,0,0,66.717,51.697,115.637,72.874,19.923,0,0,47,0
2003.059,2134.823,1794.849,1401.09,1714.477,2481.147,2896.955,2471.836,1952.725,1562.025,1530.99,1410.109,1567.485,1929.835,1444.467,1444.201,1114.032,1442.117
745.293,674.837,647.31,553.496,612.837,836.948,949.876,796.904,647.824,825.994,783.184,711.257,1144.794,989.151,947.883,753.665,801.386,757.258
103.278,92.796,104.669,97.958,117.797,120.377,156.976,155.757,106.745,74.371,70.875,87.452,96.515,94.305,89.017,71.08,65.846,69.904
1635.496,1566.137,1273.973,1186.287,1478.583,1800.724,1983.061,1787.589,1573.739,1708.988,1624.471,1310.815,1736.438,1574.174,1552.299,1299.599,1426.646,1355.15
1310.639,1150.33,1152.918,1009.129,1055.633,1455.588,1621.958,1428.288,1198.613,1187.773,1076.056,1092.552,1328.469,1203.954,1109.753,987.918,1300.51,945.483
324.806,117.781,227.655,163.552,322.579,285.246,213.708,171.22,225.727,326.959,275.142,202.163,157.21,192.358,192.56,243.76,60.88,171.334
811.667,391.1,569.71,646.895,684.3,936.687,961.696,975.952,764.54,527.01,603.807,598.668,493.16,393.522,413.629,380.569,559.717,452.132
554.285,358.13,114.002,501.325,388.009,556,706.806,640.189,318.025,181.044,134,174,107,30,125,174.101,177.001,99.023
2315.509,2200.65,2335.634,1659.25,1484.434,2255.585,2428.29,1882.76,1894.22,2249.559,2123.866,1701.727,3174.183,2385.193,2733.108,2015.217,2934.497,1988.789
2996.313,2826.49,2170.891,2687.006,2777.166,3484.916,3733.074,3175.002,2663.459,6134.847,6585.113,7445.659,5755.941,6631.305,5490.729,6082.696,3893.516,5698.231
885.295,471.937,462.241,536.902,149.115,281.512,483.481,358.461,650.335,367.149,334.663,88.629,674.295,430.622,222.1,285.847,146.868,223.189
0,5,0,0,0,2,0,9,0,89.604,107.604,90.2,46.423,10.236,42.33,29.866,99.923,25.127
1535.785,1072.919,1116.525,1693.813,1637.125,1584.586,2010.54,1441.968,1219.622,828.022,741.868,989.046,1530.736,1027.426,741.72,827.779,647.847,778.463
1421.357,1120.302,582.116,936.655,1221.598,1239.612,1632.024,1573.687,994.63,210.942,177.487,55.423,142.071,389.051,117.105,144.586,164.071,174.629
2929.192,2828.517,3867.796,2830.76,2368.573,2538.915,2908.709,2346.352,2578.605,2994.523,2666.232,3463.907,3598.468,2721.992,3030.265,2554.942,2571.807,2617.837
983.986,790.137,829.237,611.006,560.552,681.484,843.426,684.754,573.658,702.899,615.352,685.412,459.066,391.174,397.041,388.834,573.594,340.437
2654.249,2485.825,2757.56,2058.296,2126.853,1997.306,2651.327,2208.912,2006.965,2592.308,2245.759,2295.046,2681.708,2118.013,2182.653,1772.266,2383.496,1583.088
275.09,192.483,161.046,311.541,269.552,392.723,443.47,256.31,235.803,79.738,51.734,73.782,119.88,90.446,73.42,62.019,156.674,76.024
123,110.11,111.074,95.521,86,89,79.949,90,118,262.999,314.007,328.038,219,295.131,201.029,239.388,193.246,178.024
1440.622,1100.04,999.09,1015.617,972.064,1646.582,1275.751,1356.848,1339.635,1194.077,1122.1,848.582,1580.466,1128.421,1022.956,1203.967,796.33,839.637
1188.879,826.785,719.69,996.427,898.49,1028.213,1464.548,1072.522,1131.26,1056.315,1185.454,1403.39,1720.53,1107.363,839.592,1081.337,1358.354,1218.023
1.381,5.152,0,10.273,3.743,1.494,13.946,8.83,1.546,1.544,18.555,0,6.744,8.05,5.725,1.47,1.782,0
1459.618,1169.68,1244.031,744.683,757.785,1055.298,1164.76,955.659,820.825,832.123,731.74,733.06,1008.827,886.938,714.848,767.674,855.038,673.666
7854.457,9516.639,9426.875,6332.271,7956.436,8920.42,9243.043,7609.673,7268.358,8068.149,8217.94,8727.53,10298.301,11172.673,8580.657,9018.269,5837.086,8246.181
15.708,25,34,101.057,90.049,59,65.015,46,22.663,26,28.747,29,37,24,13,4.425,10,21.13
9,2,2,0,6,3,0,1,4,3.476,6,0,0,0,0,0,9,0
1570.363,1272.842,1143.388,1479.728,1328.06,1503.794,1833.811,1564.233,1367.46,1613.845,1410.874,1645.968,1420.498,1406.833,1126.293,1379.942,1216.805,1022.804
0,0,0,0,0,0,0,0,0,0,0,0,0,2.108,0,0,0,0
4,0,0,0,1,5,0,9,8,8,3,0,8,0,6,2,5,3
37.707,44.058,75,43.122,61,71.999,71.546,82.77,40.047,602.207,781.808,639.351,229.321,701.176,269.25,280.353,238.71,250.615
5796.298,5105.346,3402.754,5424.916,7530.745,7059.9,9405.632,8062.504,5502.387,2578.26,2572.159,3082.447,2241.212,5443.064,2681.674,2034.935,1704.124,2174.084
921.875,877.952,1029.979,655.69,690.872,946.929,1052.515,818.314,749.678,656.859,617.335,607.68,885.577,588.243,691.541,625.956,696.812,569.762
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.908,1.028,127.344,11.343,0,65.858,1.094,0,0,2.172,1.028,0,32.087,0,3.154,0,30.215,1.027
0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0
2,10,27,5,9,5,4,6,11,17,10.017,21,30,18,11,33,10,15
189.732,257.119,136.133,190.117,296.546,253.604,397.1,378.514,233.948,1481.4,1375.457,664.542,1111.729,743.075,1306.905,1131.295,1849.338,952.731
53,19,18,23.321,35.063,36.717,59.071,56,23.976,721.392,579.88,171.87,713.85,227.544,659.115,453.758,1216.398,440.402
95.824,129,61.913,160.125,180,76.999,105.002,125,67,132.177,130.013,110.163,206.999,166.087,78,99,51.287,78
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,9.778,0,0,0,0,3,0,1,1
734.047,633.211,545.667,547.078,427.774,686.028,815.679,676.139,663.229,226.656,186.332,365.49,416.311,592.357,254.239,401.374,487.693,170.177
1399.191,1256.823,1182.865,1024.017,1052.075,1326.791,1472.109,1324.343,1187.842,841.633,880.069,972.575,850.943,870.238,754.265,754.618,792.279,672.401
445.223,401.572,384.082,314.902,347.68,417.001,400.454,348.815,329.285,337.856,289.684,250.948,376.208,293.61,250.171,247.055,223.416,230.138
0,0,0,0,0,0,0,0,0,2,3,1,13,3,0,2,1,0
0,1,1.002,0,0,2,0,1,0,1,5,0,1,0,2,6,2,5
0,1.795,6.12,4.855,7.041,10.601,10.59,2.265,8.049,6.872,8.349,5.594,15.564,0,8.8,8.22,10.055,6.002
5,9,3,2,3,4,7,6,4,55.425,43.15,24,25.002,5,53,113,39,7
0,0,0,0,0,0,0,0,0,707.442,448.79,191.243,1005.069,1874.984,1314.828,808.814,1256.542,793.042
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,0,0,15,18,1,5,0,28,1,85,14
0,0,0,0,0,0,0,0,1,30.036,4.902,17.477,0,0,1.275,4.895,0,8
2728.907,3262.098,3808.575,3478.018,3052.763,3577.937,3913.376,3192.893,2853.009,2635.741,2337.425,2768.397,3397.867,3213.803,2618.651,2445.095,2899.537,1951.574
858.2,795.354,581.049,983.716,861.893,967.185,1195.42,857.085,909.205,752.639,532.561,935.124,860.151,938.63,587.605,618.232,670.714,484.852
996.825,314.021,2516.232,303.274,156.717,1991.635,567.71,150.576,1110.161,182.84,82.005,219.709,300.314,210.966,587.566,177.584,147.316,263.693
0,0,0,0,0,2,0,2,4.307,15.925,27.009,14,57.574,61.708,53.083,13.995,59.642,3.466
10,15.02,34,16,30,33,1,0,44,72,127.078,508.332,690.309,162.095,272,263.961,160.018,165.072
0,0,0,0,0,0,0,2,0,59.841,28,0,17.338,30,7.874,4.174,17.646,1
846.854,828.369,589.7,758.407,758.948,1030.217,1193.967,992.309,866.999,401.442,362.228,460.323,597.278,457.393,268.187,406.061,322.719,306.903
2760.939,1960.801,1607.061,2774.465,2834.827,2940.204,3373.187,2962.707,2492.977,3825.433,3419.137,4297.433,3409.738,3053.936,2612.946,2844.724,1683.075,2743.858
19.131,1,25,19.006,5,34,41.001,0,17,866.365,652.137,1155.833,310.057,111,321.377,861.868,12,940.689
0,0,0,8,0,0,0,0,0,0,1.683,3.025,0,0,0,0,0,0
2003.052,1641.39,1718.084,1201.592,1117.02,1279.276,1799.6,1132.964,1231.532,2855.459,2571.123,2591.552,3620.878,2627.996,2878.261,3187.727,3768.032,2503.616
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,1,0,0,4,6,0,0,0,0,0,0,0,0,0
12171.012,12593.968,10995.179,7100.219,7617.275,9536.383,10362.883,9809.423,7586.641,6996.459,7194.824,8266.963,9844.145,7522.634,7347.543,6809.522,7914.842,6667.33
3,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,8.351,4.014,30.949,6.444,0,49.588,38.182,23.346,14.073
5141.998,4280.963,3171.368,2435.132,2739.495,4288.503,4394.589,3646.309,3059.129,6306.445,6267.065,4687.465,8049.452,7830.302,7067.31,4933.315,5206.386,5094.361
0,0,0,1,1,4,1,3,0,3873.903,3821.113,800.843,3731.602,1412.06,4369.38,2591.523,6812.951,3231.484
1,1,2,0,3.002,3,0,0,3,3,4,3,8.004,8,5,3,2,3
728.64,495.374,485.197,386.044,394.767,594.776,718.377,608.439,647.363,1090.09,716.521,881.476,543.001,551.222,422.278,518.47,255.444,530.818
45.657,0,0,57.922,3.452,1.401,6.918,57.559,2.914,863.028,577.657,455.696,320.389,863.81,653.871,875.105,633.931,757.104
410.963,444.167,434.482,204.051,286.178,416.134,415.616,389.712,296.658,520.135,485.306,340.253,647.289,613.217,635.536,523.972,477.613,617.31
4,7,6,7,10,6.006,4,13,4,0,3,2,8,5,7,1.001,4,2
3757.083,3241.321,2995.771,2866.437,2799.547,3866.272,4057.027,3700.388,3204.579,2853.577,2907.775,2674.323,2690.753,2741.62,1979.184,1934.758,1721.77,1755.863
6,1.727,5,13,8,1.596,8,2,5.545,9.561,6,23,26,15,24,11,33,21
24.641,11.562,0,36.125,26.644,33.643,17.773,52.611,30.332,138.01,268.853,222.217,80.921,54.873,129.183,35.609,109.676,0
0,0,0,0,0,0,0,0,1,4,1,2,0,2,1,1,0,2
41.15,50.399,97.981,46.09,40.478,87.43,58.828,44.158,40.573,224.87,323.344,234.302,81.034,184.072,69.294,85.803,23.852,104.543
0,0,0,0,0,0,14.629,4.423,8.87,6.802,6.923,7.935,2.353,0,0,0,6,0
2,0,0,0,0,0,2.371,2.577,2.131,30.137,11.078,12.081,20,21,19.931,4.008,8,3.771
9.999,3,6,10,7,7,9,8,5,148.058,122.132,19.001,100.118,53,141.024,63.001,184.056,81.021
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,55.255,54.293,0,0,131.05,1,6,2,301.515,76.706,162.692,86.116,53.562,49.17,62.794,67.218,25.117
1200.186,972.902,1095.555,1063.842,1163.361,1080.523,1530.457,1141.962,1053.938,1177.818,1064.273,1228.441,1386.574,1235.918,919.384,978.59,640.193,787.076
2577.175,2251.174,1816.573,1908.969,1760.809,1872.269,2294.373,1698.993,1828.537,1796.193,1573.406,1682.35,1968.32,1568.482,1341.166,1501.631,1334.857,1236.754
2,0,6,0,1,2,0,0,1,3,5,0,2,1,0,0,1,0
194.243,143,221.415,138.055,142.53,208,208,161.625,166.334,222.202,201.077,169.005,234.001,206.824,169,152.484,188.384,184.346
826.493,723.379,1050.756,2984.302,2125.07,1309.815,1495.387,969.601,1198.202,1665.783,1005.559,947.96,1775.216,769.381,777.272,783.022,833.007,758.366
4,15,23,23,10,12,8,17,10.01,131.057,167.849,108,101,122,114.147,99,102,127.01
1104.173,1057.465,1007.2,1001.004,885.344,1095.752,1172.417,984.376,962.479,636.24,662.699,791.926,878.91,830.008,633.559,610.869,539.722,540.887
0,0,0,0,0,4,0,4,2,0,0,0,0,0,0,0,0,0
332.88,266.63,250.05,312.904,260.353,380.838,385.478,337.718,323.483,2308.192,1957.424,2919.268,840.165,980.929,1262.414,2463.417,308.384,3902.102
2581.401,2439.865,1604.194,2239.523,2164.487,2889.567,3039.073,2918.848,2167.902,3203.338,3376.839,3876.173,4727.914,4761.351,3434.256,3805.452,2295.986,3517.016
1732.687,1541.959,1339.884,1354.807,1314.178,1585.193,1973.414,1614.525,1461.926,1341.83,1224.331,1293.999,1508.018,1425.296,1290.312,1220.549,1575.257,987.627
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61.016,28.83,25.043,66.012,57,67.528,93.005,69.001,78.073,99.002,96.323,152.045,143,88.001,105.928,79.977,134.999,79.705
1058.241,926.572,966.36,1003.358,805.36,1335.981,1365.246,1338.646,1076.551,1060.317,1143.494,1841.478,652.624,826.794,889.726,836.007,732.522,680.317
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,1,0,0,2,5,0,0,1,0,0,2,3,1
777.31,564.798,592.261,869.666,641.849,850.414,1001.783,674.888,726.356,652.827,628.747,347.959,603.074,989.413,411.018,551.085,399.043,396.478
20,9,72.438,10,42.003,71,58.016,13,12,12488.275,14372.353,13707.304,8982.137,14363.156,9666.623,12416.621,2830.464,14485.619
1,5,4,0,6,3,3,2,2,1,0,0,15,29,0,4,7,18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,1,2,0,0,2,0,2,6,4,1,3,13,7,0
1,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0
43.908,98.118,488.876,79.415,184.844,166,43,18,233.46,19,40,120.741,121,33,57,109,32,27
636.757,2592.927,8908.664,791.323,1406.686,1424.335,557.024,382.148,2129.793,2315.213,1993.413,1544.48,2892.071,2016.404,2433.038,2673.955,2908.505,2440.711
1538.792,1126.411,572.08,1562.187,1109.728,1362.774,2121.514,1673.138,1032.499,4892.267,3444.937,2736.301,5347.156,3895.637,4949.737,4004.762,3844.984,4180.021
0,0,0,1.834,10.227,9.39,3.403,0,8.13,0,4.383,1.954,24.907,0,0,38.861,0,2.72
1,7,24.475,1,1.996,2.946,4,1.001,5.878,9.554,16,3,12.077,26.461,13,9.244,3,17.533
3,0,5.525,0,1.004,6.054,0,4.999,1.122,5.446,0,0,1.923,1.539,0,1.756,0,2.468
314.382,376.259,315.437,246.947,238.504,476.28,313.156,324.481,278.644,613.105,380.338,377.329,587.895,687.116,614.541,284.155,532.673,512.953
3.489,4,2.578,22,10.964,12.768,5,0,9.062,86.411,51.013,13.271,136.716,64.563,85.935,48.36,126.575,83.741
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
782.172,754.821,779.411,699.494,963.064,999.949,1016.185,794.927,683.734,760.175,657.615,880.05,1047.115,741.928,628.078,754.889,439.556,483.621
5,2,6,7,2,3,4,13,14,148.001,225.056,199.471,77,177.003,55,140,50.999,61.037
12.47,30.954,18.493,12.063,3.935,7.861,25.282,31.351,7.689,24.286,29.225,53.59,21.294,48.287,15.59,14.147,6.826,12.693
0,211.105,0,0,21,25,42,47.018,0,36,0,74.123,160.699,49,41,76,0,100
5,3,2,1.834,2,2,0,3,1.113,40.887,15.066,38.153,56.021,10.935,20.682,7.796,43.465,15.089
2222.433,2472.933,1311.303,1451.129,1707.241,2305.491,2943.151,2416.761,1406.915,1236.426,1252.09,1958.874,3558.935,1000.187,1898.598,2077.51,1167.158,1053.141
375.182,426.322,1325.45,425.982,568.865,475.434,504.385,460.93,1089.889,2937.391,2014.158,2751.732,2614.345,2096.25,2523.422,2183.395,2500.559,1605.428
203.246,178.063,90.005,90.669,50,65,116.621,153,29.673,214.081,454.305,263.349,113,200.356,46,181.02,2.368,0
0,0,1,1,0,3,5,0,0,17,7.046,24.961,0,10,0,0,2,0
4,4,3,3,3,1,7,1,9,478.918,510.201,189.156,821.421,242.081,783.239,446.099,1489.487,471.251
0,1,4,1,1,13,0,1,5,1,0,6,9.74,0,1.996,0,1,6
33.952,37.659,0,55.165,48.267,103.471,139.653,63.258,63.521,138.13,195.341,158.699,67.257,111.664,100.548,65.902,0,126.227
36.626,24.404,13.574,9.49,11.308,23.377,24.48,24.148,34.294,73.777,74.872,73.856,66.025,47.042,61.29,42.955,60.138,44.091
377.655,421.939,621.768,119.969,322.459,405.272,233.948,282.421,97.779,1111.312,1012.849,1208.639,885.097,777.039,709.697,793.366,299.932,1013.887
0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169.015,142.211,195.128,113.274,125.768,183.998,211.799,175.117,185.133,441.012,357.199,224.82,366.06,228.565,323.3,308.694,346.069,313.833
0,0,0,0,0,0,0,1,1,0,13,24.019,4,0,19.85,6,9,23.364
1,0,0,0,0,1,0,0,1,292.381,5,9,154.016,76,53.029,41,24,3
1,0,0,1,1,0,1,0,2,0,2,0,0,0,0,0,1,0
6,1,0,2,2,2,1,1,0,10,8,35,3,4,3,4,11,0
0,0,0,0,3,6,2,1,4.454,10,8,37,1,3,0,4,57,1
42,5,13.015,65,86.023,53.022,77,68,54,491.726,1270.283,610.703,15,10,18,108,21,22
0,0,0,0,0,0,0,0,0,157.637,219.798,136.577,107.944,41.389,74.736,154.098,0,80.299
4,1,1,4,1,6,1,6,8,16,64.004,146.027,12,13,3,27,4,1
194.818,244.818,245.433,216.669,182.328,247.106,351.878,194.848,198.427,251.568,162.415,255.922,195.46,179.685,205.326,153.09,209.623,192.922
13,28,42,10.055,20,7,9,25.022,11,12.002,9,7,31,93.496,15,9,26,12
5224.276,8269.719,5600.452,3805.585,3394.8,7276.792,6610.269,6327.884,4803.57,5994.373,4596.369,5982.682,7626.879,3032.977,6243.063,5452.664,8021.301,5981.669
838.138,662.29,102.099,417.397,218.616,101.017,381.454,361.27,508.362,103.116,70.545,92.314,141.803,349.989,368.572,363.421,365.418,175.379
1206.667,849.103,755.88,959.473,945.172,930.688,1318.315,883.443,1040.307,1551.497,1369.216,1539.405,1307.271,1205.493,1300.497,1101.961,1075.543,946.845
157.963,67.385,23.657,6.05,61.65,115.501,45.159,162.964,47.801,240.259,215.908,64.461,196.5,107.321,179.509,270.789,329.691,305.058
4,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,2,6.269,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,10.732,0,0,2,0,1,0,0,0,0
0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,1,0,1,2,0,0,2,935.743,70.142,11,0,1,1,7.623,2,0
1782.456,1992.653,2775.511,1635.358,1821.913,2012.14,2102.332,1515.931,1837.835,2788.108,2988.747,3042.33,4262.049,3402.238,3125.787,3175.693,2172.915,2741.263
294.55,888.922,23.044,178.254,256.118,963.072,450.732,51.085,1069.245,1170.845,1525.659,2311.267,2234.491,1162.662,1843.533,1288.133,1420.825,1498.283
1963.465,1897.594,1722.137,1716.071,1626.041,1732.089,2007.488,1698.135,1568.629,1824.205,1416.896,1383.526,2372.5,2279.304,1622.928,1698.017,1580.502,1511.4
1085.745,529.217,645.373,762.951,856.018,818.68,1174.877,814.277,987.96,637.249,612.437,781.815,657.269,824.98,384.326,413.369,215.292,407.543
27.921,1.076,9.222,9.78,8.371,13.049,13.474,4.429,3.52,13.96,5.141,6.728,12.68,2.001,40.444,4.079,13.029,0
1784.77,1433.128,1388.32,1153.643,1352.088,1571.389,1796.309,1571.784,1347.067,1581.039,1814.774,2256.013,2018.796,2631.19,1595.963,1326.423,917.927,1263.149
1272.376,1245.38,916.044,999.712,866.734,1067.572,1423.514,1387.484,1047.241,2057.375,1964.42,1068.16,1704.191,2424.427,1922.416,1695.963,2190.614,1380.373
1038.949,1120.838,953.14,679.276,626.087,1201.832,1089.901,899.584,988.352,3238.804,2772.215,2049.571,3420.791,2236.204,3285.248,2652.791,4375.362,2806.675
8.927,1.313,5.509,3.792,2.983,5.064,17,2.862,6,41.382,34.37,2.591,42.002,50.546,26.403,18.877,1.83,0
69.316,58.173,55.689,63.638,63.462,89.975,46.78,53.296,36.596,191.717,106.527,66.946,108.184,221.511,83.082,175.986,97.675,155.128
