"SRR21170613","SRR21170614","SRR21170615","SRR21170616","SRR21170617","SRR21170618"
0,3,1,1,1,0
1,0,0,1,0,2
223.693,171.035,214.544,203.295,228.658,148.393
1,3,0,3,3,0
0,0,3,1,0,0
327,338.033,305.033,346.001,366.208,304.311
136.459,71.433,131.445,95.685,103,139.133
0,0,0,0,1,1
78.622,113.338,129.55,121.25,31.543,48.953
1185.973,1050.637,1022.386,966.735,1113.064,1003.417
5.92,1.418,1.336,4.452,4.555,3.282
0,0,0,0,0,0
0,0,0,0,0,0
786.989,820.446,763.904,765.484,735.657,746.575
1818.506,1652.998,1766.734,1817.366,1648.439,1709.312
442.554,499.855,467.837,453.715,441.301,418.423
860.526,995.447,802.037,951.577,832.611,858.768
0,0,0,0,0,0
166.494,183.401,162.428,159.155,153.427,157.19
0,0,0,0,0,0
0,0,0,0,0,0
198.435,185.813,148.007,201.611,190.24,178.417
67.538,81.103,91.843,86.152,91.917,53.177
53,84,99,65.013,64.062,67
7,0,0,2,15,13.856
4376.331,5131.726,4777.8,5438.881,4613.007,4291.564
0,10,5,0,6,0.96
0,0,1,0,0,0
202.771,221.997,184.371,167.899,172.537,183.506
0,0,0,0,0,0
0,0,3,0,4,6
17.491,35.528,23.405,52.597,22.995,13.292
20.777,11.86,21.931,9.92,10.852,26.551
631.136,722.086,713.137,786.591,773.232,568.409
1329.584,1486.775,1494.001,1614.867,1372.512,1303.664
55.628,82.935,63.745,42.553,62.037,72.484
2841.511,2757.724,2755.572,3017.306,2778.433,2859.435
849.327,902.484,949.723,1031.353,872.981,841.517
411.27,430.754,435.388,473.909,375.277,468.003
9.513,12,18.763,10.724,17.14,16
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
4.848,0,0,7.022,0,4.556
0,0,0,0,0,0
147.546,151.012,157.724,168,165.119,169.708
159.18,176,151,191.001,177,191.184
15.548,302.276,17.154,0,0,0
0,0,0,0,0,0
41.063,21.645,13.171,52,13,0
46.849,17.159,37.846,61.076,18.455,31.47
24.575,50.295,70.736,41.792,38.623,56.29
0,1,1,0,1,1.357
0,0,0,0,0,0
37.999,24,30.01,32,24,41
494.639,80.614,125.474,291.946,480.218,260.403
6,2,2,8,6,3
0,0,0,0,0,0
40.693,0,0,0,0,0
176.725,129.537,51.825,162.793,130.728,173.454
16.066,70.723,48.604,85.774,41.589,35.569
0,3,0,1,1,0
26.175,34.152,44.351,43.092,39.772,0
74.718,84.105,49.662,89.437,57.682,84.541
232.414,189.999,226.117,200.25,188.939,231.242
438.712,406.359,298.712,299.048,391.464,342.635
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
18,20.014,19,14,16,15
20,19,30,19,21,24
9,10,9,7,4,6
5,4,7,2,4,4
155.026,167,163,130.053,165.068,122.067
920.674,803.614,811.681,906.898,884.563,878.503
1791.33,2049.42,1971.655,1873.791,1867.243,1629.645
1016.505,1032.78,993.505,948.083,1016.3,983.824
5175.447,4885.862,5156.57,5610.203,4854.942,4672.449
1381.232,1693.099,1613.16,1662.882,1445.589,1313.277
16,25,27,19.001,17,21
0,0,0,0,0,0
330.081,284.333,342.773,302.359,309.564,243.54
0,0,0,0,0,0
0,135.163,57.979,177.718,31.614,86.122
2.029,4.076,2.365,0,2.042,3.158
0,0,2,0,0,0
0,0,0,1,1,0
0,0,0,0,0,0
47.693,42.241,63.291,68.166,44.194,63.494
119.137,98.202,122.681,104.928,132.314,121.923
554.542,620.838,626.487,517.071,564.317,547.705
2,3,0,4,2,1
6.171,19.278,42.053,15.398,27.577,1.414
2346.995,2183.423,2009.312,2201.476,2181.13,2126.52
1,0,0,2,1,1
0,21.394,18.681,0,20.087,0
0,0,0,0,0,0
4435.224,4512.761,4427.611,4911.917,4553.36,4406.955
5228.319,5099.916,5518.073,5551.832,5262.664,5486.425
9185.173,9271.884,9199.345,10319.11,9010.826,8856.017
0,0,0,0,0,0
132.676,89.559,105.752,112.403,97.722,103.594
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
12831.171,12872.437,13129.615,13317.21,12954.342,12950.862
2,9,0,4,4,0
3365.085,3561.238,3358.8,3629.13,3301.729,3233.873
0,2.744,1.16,2,3.305,3
484.289,537.476,506.194,544.127,507.5,477.799
102.004,139,100,126,94.002,119
0,0,0,0,0,5
1,1,0,0,0,0
1.464,6.21,3.449,0,6.329,1.077
513.456,657.458,485.307,552.474,619.207,520.128
468.598,502.588,702.585,561.357,530.851,528.367
202.047,163.763,161.326,156.11,221.227,180.087
35,23,34,38,27,38
267.373,341.507,245.199,237.058,275.33,309.021
583.969,592.273,486.606,551.245,418.716,522.779
1428.642,1371.135,1254.105,1391.698,1222.708,1138.578
137,162,178.17,184.704,152,146
421.161,345.852,332.578,334.164,401.806,358.875
132.926,151.665,133.481,188.967,252.956,125.481
0,0,0,2,0,0
1647.358,1552.058,1565.789,1699.327,1568.284,1539.112
1940.265,2259.85,1881.584,1966.315,1950.454,1832.274
342.556,364.095,251.74,363.403,414.606,342.07
711.043,727.534,733.604,785.67,739.491,628.393
127.003,118.802,12.008,16.015,102.178,135.243
2374.361,2758.65,2287.06,2567.183,2630.422,2215.019
639.486,530.346,499.371,540.805,566.435,667.331
1356.962,1299.929,1355.349,1452.708,1396.306,1375.844
2412.159,2646.624,2630.35,3307.722,2095.768,2400.205
3355.268,3612.789,3679.203,4056.154,3544.257,3645.978
417.377,456.763,457.838,440.523,433.4,462.712
51.556,61.36,67.359,71.744,50.759,59.285
1281.827,1206.958,1217.057,1316.113,1251.41,1245.719
395.012,422.44,342.185,436.988,379.254,402.432
0,0,0,0,0,0
0,2.247,2.277,1.058,0,3.784
0,0,0,0,0,0
5,7,1,4,4,0
415.145,63.675,261.304,334.678,424.963,439.37
2299.464,3164.923,2464.919,3306.622,2684.61,2831.995
13.473,6.857,8.746,8.736,1.841,2.607
94.028,43.653,33.813,34.31,60.893,43.834
8,11,5,0,7,9
436.945,310.302,468.134,444.818,504.949,512.106
1,2,1,0,0,1
1,0,3,0,0,9
1080.722,984.385,1326.25,1281.751,1498.175,1292.243
0,0,2,0,0,2
5403.445,5781.909,5815.544,5695.664,5246.073,5244.533
231.417,343.177,237.182,262.559,280.934,232.017
4.4,0,8.312,0,9.014,1.953
18.785,25.32,10.779,37.524,16.576,26.458
0,0,0,0,0,0
4012.689,4738.848,4181.398,4315.943,4366.572,4220.146
323.432,548.425,442.754,543.321,463.76,446.673
0,0,0,0,0,0
1919.183,2214.204,2131.778,2255.675,2124.534,1963.793
500.885,415.134,426.657,481.67,401.304,412.176
0,0,0,0,0,0
16,9,10,3,15,12
0,0,0,0,0,0
0,0,0,0,0,0
175.002,235.928,208.008,226.662,216.365,208.179
35,33,38,39.016,48,41
242.893,241.042,338.078,328.585,294.484,259.473
0,0,0,0,0,0
31.719,54.605,51.322,32.424,59.607,56.268
1054.79,1001.732,1197.976,1071.711,1054.02,1085.029
2945.293,2708.579,2863.502,3299.766,2769.721,3171.394
191.005,361.66,300.208,250.362,306.814,237.134
156.325,97,132.666,121.715,135,166.041
0,4.857,28,0,0,33
432.851,425.756,575.256,389.432,250.143,238.442
0,0,0,0,0,3.259
942.016,1038.781,1133.326,1096.898,860.479,1018.41
766.624,838.779,930.955,940.296,737.766,697.273
0,0,0,0,0,0
10.568,4,12.383,11,4,15
1689.937,2124.237,2039.04,2225.065,1792.781,1951.285
1127.865,1247.937,1075.183,1226.047,1120.646,1025.194
250.894,253.728,267.991,269.955,260.787,272.696
390.759,923.375,588.465,653.033,762.859,531.777
230.259,205.515,201.734,222.544,221.052,214.362
533.575,416.889,518.002,469.988,473.567,417.643
0,0,0,0,0,0
141.371,163.774,189.947,113.754,141.442,124.974
0,0,0,0,0,0
0,0,0,0,0,0
2260.548,2274.617,2108.416,2270.175,2222.49,2179.644
635.432,764.943,672.622,674.536,750.262,721.952
0,0,0,0,0,0
0,0,0,0,0,0
439.94,508.443,432.049,476.012,458.349,464.747
705.658,742.338,776.424,722.618,684.965,780.984
199.067,241.276,229.462,183.482,213.574,154.787
639.972,526.352,490.659,481.661,514.856,527.244
188.134,207.636,210.001,179.747,166.001,174.001
1,0,0,0,0,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1584.541,1705.8,1700.396,1681.933,1569.449,1349.152
113.999,111,118,108,136.089,85
611.321,621.641,605.554,587.264,614.978,588.641
0,0,0,0,0,0
0,0,1,0,2,1
23.372,27,27.98,24,23.001,22
4,3.074,1,4,2,4
0,0,0,0,0,0
1,0,0,3,3,2
0,0,0,0,0,0
2,5,3,2,1,1
332.001,292.106,269.249,309.003,327.001,291.144
185.381,209.423,145.437,157.7,142.205,180.864
0,0,0,0,0,0
70.987,58.441,31.899,27.619,65.033,79.772
674.32,672.084,678.239,706.046,613.031,630.443
19,15,23,17.012,23,31
1937.075,2114.094,1878.575,1946.825,1907.663,1790.387
1730.725,1700.944,1437.499,1651.417,1654.493,1531.198
149.008,125.731,137.281,159.045,88.622,153.87
0,0,0,0,0,0
882.487,951.049,864.678,936.486,899.288,868.207
22,8,17,9.926,26,29
0,0,0,0,0,2
31.04,17,12.834,19.058,15.001,21.017
0,0,0,0,0,0
1505.905,1519.584,1573.114,1707.021,1525.206,1481.305
60,102,84,93,78,75.011
567.958,700.744,519.282,515.957,613.701,602.471
3026.719,3218.315,3399.053,3361.981,2865.458,3048.007
822.692,935.655,922.763,931.454,863.443,807.871
257.904,229.894,198.775,266.23,215.046,180.541
960.338,892.011,846.598,877.706,919.79,844.071
414.179,487.279,460.495,427.92,455.739,444.468
96.131,122.6,108.628,89.865,115.59,89.225
4481.43,4394.095,4427.752,4189.671,4309.772,4155.13
2519.575,2333.632,2412.426,2654.336,2376.152,2325.663
5095.736,5536.131,4714.25,4836.423,5150.122,4940.006
1118.4,791.584,891.099,862.661,1078.587,1187.052
6765.447,5841.01,5790.268,5760.623,6175.357,6136.669
5589.252,5502.312,5761.3,5900.764,5218.815,5280.095
115.836,100.876,151.797,134.356,137.529,6.078
399.721,383,385.827,468.507,475.263,386.474
781.281,716.427,752.263,800.376,750.331,630.877
4.78,0,0,0,0,0
671.24,597.651,633.648,722.573,544.62,532.167
14.022,5.46,48.45,0,7.636,80.023
262.657,296.768,279.123,328.758,268.647,286.075
8.88,6.379,3.477,15.832,6.889,13.004
1787.699,1497.648,1481.583,1722.203,1665.94,1514.417
1899.674,1819.389,1814.941,1802.82,1906.324,1809.972
0,70.814,46.561,60.479,54,53.151
259.143,238.043,297.633,304.765,280.274,243.88
1.171,0,7,2.23,8.832,1.351
139.904,108.375,107.348,121.537,149.667,138.688
0,0,0,0,0,0
477.194,440.345,399.629,398.664,380.932,425.921
229.297,216.419,193.807,229.866,236.963,253.183
18,29,29,32,37,31.001
412.207,386.17,299.988,269.59,364.817,324.794
337.216,265.548,266.57,281.903,256.96,282.604
0,0,0,0,0,0
336.454,274.03,291.667,328.676,333.393,335.562
6,7,6,3,6,3
3918.711,3740.918,3799.391,3716.394,3706.449,3485.342
293.209,258.22,311.38,274.459,292.344,265.002
132.49,105.112,137.158,134.44,156.884,119.326
138.326,133.564,96.734,83.113,128.006,154.822
139.008,140.327,140.583,184.034,112.216,111.227
2686.441,2557.011,2515.001,2766.571,2583.075,2374.846
176.373,209.764,231.517,235.059,195.288,245.084
116.335,130.802,114.097,156.204,116.927,160.988
440.217,416.966,341.738,381.328,453.752,375.725
0,0,7,0,0,0
0,0,3,3.593,6,0
344.353,347.986,362.18,299.946,369.823,375.405
456.548,589.344,341.736,485.303,720.58,595.585
155.085,99.443,170.741,183.127,144.221,134.819
1057.607,988.525,977.021,1047.998,1048.387,1093.592
493.441,554.466,486.24,557.687,464.594,407.458
1705.627,1806.849,1468.346,1642.738,1730.89,1791.655
0,3,4,3,1,1
45.791,69.042,289.46,61.501,61.399,18.637
0,1.314,2.238,2.194,4.833,8.548
0,19,18,0,0,10
8,1.503,3,3.091,3.69,5.823
0,0,0,0,0,0
52.149,93.985,93.98,0,55.225,80.153
311.043,382.619,329,323.188,323.45,324.218
20,12.02,12.023,13.022,15.052,15.476
26.868,37,31,33.945,24,20
0,0,0,3.906,0,4.073
4.477,5.581,9.623,5.72,2.269,5.714
5,0,2,4,1,1.016
0,1,0,0,0,0
126.09,100.958,109.559,120.573,115.9,100.224
0,0,0,1,0,0
16.215,15.576,10.478,2,6.133,2
19.103,8.897,7.944,7.941,10.532,5.749
97,66.24,97.082,89.398,73.772,71.806
2,0,0,0,0,0
486.103,665.297,646.57,646.942,598.389,572.013
4,5,1,1,9,6
0,0,0,0,0,0
0,0,0,0,0,1
1,0,0,2,2,5
0,0,1,3.609,5,3
3.166,7.278,23.28,1.042,55.642,5.199
0,0,0,0,0,0
19,22,12,6,20,9
495.28,501.027,472.006,441.003,546.439,538.322
2,1,0,7,0,0
16,23,30,21,19,6
4,4,1,3,2,4
0,1,0,0,0,0
246.376,264.358,160.653,161.433,279.179,250.614
32.681,21.932,38.311,56.795,39.419,45.227
321.56,277.767,235.801,267.488,300.722,288.73
0,0,0,0,0,0
15.338,6,11.147,7,9.19,11
31,56,55,38.021,48,33
0,0,0,0,0,0
311.479,272.278,264.559,298.467,292.101,265.863
0,0,0,0,0,0
0,0,1,0,0,0
94.622,81.4,56.371,86.096,74.349,111.264
0,0,0,0,0,0
75.012,67.684,59.011,81,56.044,49.243
0,1,0,2,3,1
415.447,401.313,431.371,461.47,428.421,454.826
14.451,30,19.506,26.42,18.303,13.506
852.601,891.266,864.842,922.618,890.274,763.074
1,0,0,1,0,2
515.046,573.497,490.775,597.946,451.235,490.884
382.29,273.122,287.087,298.769,355.187,332.907
191.064,175,160.124,228.837,197.618,174.201
1.691,8.932,7.928,0,2.529,7.969
0,2,1,1,0,2
605.196,724.187,589.513,657.725,623.604,658.132
0,0,0,0,0,0
11,10,6,11,3,5
0,8.25,12.23,4.634,0,24.522
100.001,93.001,99.999,101.916,88.001,81.036
1,0,0,0,0,0
1131.988,1331.847,1161.359,1277.157,1197.383,1122.406
2959.323,3420.578,2949.792,3371.747,3021.96,2914.653
780.25,851.102,817.887,862.155,799.642,754.26
692.036,690.511,691.114,788.652,733.386,666.194
134.701,156.558,159.759,196.808,150.773,172.69
0,0,0,0,0,0
164.161,157.889,137.606,167.292,144.696,154.813
887.006,1029.038,920.428,911.618,862.493,826.977
777.488,803.039,664.586,679.842,700.351,766.901
1236.734,1579.162,1420.819,1557.547,1390.717,1444.39
0,2,0,0,0,0
62.778,49.995,19.545,54.274,25.821,28.556
14.091,19.008,18,13,16,16
0,0,0,1,1,1
31,37,25.988,24,30,15
354.762,317.709,314.051,503.377,242.896,380.272
14.6,0,13.023,0,0,0
129.777,128.326,137.422,120.496,141.037,123.963
14,26.7,19.001,23.049,25.001,25
0,0,0,0,0,0
680.31,767.486,729.2,770.467,634.68,684.416
502.067,351.015,364.373,386.179,457.126,491.015
0,0,0,0,0,0
266.322,271.889,272.716,301.546,220.879,239.239
222.078,165.883,189.174,170.75,180.62,202.898
417.12,501.712,429.544,471.13,381.449,422.479
0,0,0,12.01,0,5.603
54.353,47.242,46.627,53.02,63.287,76.693
4,3,4,7,6,5
83.257,105.8,83.956,132.932,66.005,63.829
0,0,0,0,0,0
143.196,154.479,109.999,110.585,124.002,127.185
0,0,0,0,0,0
871.909,832.101,763.575,889.259,902.393,779.903
1922.591,1799.596,1851.569,1992.401,1835.411,1683.273
2447.013,2221.877,2332.268,2342.74,2391.316,2224.219
5,6,14,10,12,14
1199.823,1233.036,789.275,679.715,1167.883,1127
50,31,30,30.83,46,38
342.19,305.085,268.79,340.961,347.767,298
99,92,80,107.001,78.356,87
18.272,2.518,29.948,45.115,60.016,44.422
436.226,588.534,552.402,607.734,496.874,571.186
309.91,336.893,264.327,371.372,296.115,307.388
83.527,47.204,54.872,82.531,63.045,52.921
229.593,490.936,0,587.136,612.315,951.367
507.434,467.01,437.036,489.462,466.092,419.226
53,24.022,26,31.002,36,33.051
897.38,964.007,931.381,1014.752,858.528,939.028
0,0,0,0,0,0
8,2,3,4,7,3
1072.985,897.733,967.454,908.706,923.867,1027.41
3,6,5,7,7,6
0,0,0,0,0,0
0,0,0,0,1,0
2,5,11,3,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,2,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1,0,1,2
0,0,0,2,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
0,1,2,0,2,0
0,1,0,2,2,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,0,2,1,0,0
0,0,1,0,0,1
0,0,0,0,0,0
402.772,501.542,499.488,588.285,417.889,530.935
0,0,0,0,0,0
1.601,4,6,2,10.083,5
2003.438,2484.368,2588.627,2720.33,2363.105,2031.892
3374.199,4011.423,4051.049,4484.276,3621.071,3444.142
1052.35,936.966,904.863,1024.795,1017.17,1052.763
459.493,585.624,556.117,528.19,446.043,517.914
50,58,76.015,37,49,36
1604.082,1832.113,1735.228,1675.961,1854.135,1571.313
1647.103,1476.311,1376.381,1603.999,1679.438,1456.3
1532.633,1238.398,1371.631,1153.818,1305.56,1246.219
847.681,815.041,856.275,938.703,875.439,928.931
239.578,221.121,210.183,250.117,235.731,206.842
408.684,424.807,378.653,422.294,399.184,206.743
428.395,286.98,284.221,428.683,275.739,426.281
1123.445,1395.756,1217.866,1510.433,1122.396,1364.296
5495.806,5417.663,4998.357,5343.189,5596.982,5118.405
790.038,554.689,653.781,623.57,648.363,637.387
170.004,396.295,208.728,263.996,308.41,292.635
5290.488,5703.414,5578.46,5845.363,5418.852,5175.492
4,0,0,0,4.22,5
1218.4,1172.664,870.49,1047.604,1231.697,814.569
97.356,22.128,98.328,9.089,4.838,70.712
999.443,832.612,761.982,893.782,879.167,837.797
1090.772,990.016,872.032,918.902,1165.445,1053.692
1788.47,1572.785,1544.261,1718.624,1496.027,1609.163
66,42,36,45,54.284,33
2005.538,1613.044,1676.254,2064.279,1878.022,1830.837
1089.191,1150.949,931.786,1055.226,1129.075,1036.828
487.164,501.659,464.373,545.49,372.264,433.814
352.014,396.401,325.766,426.346,364.598,363.44
972.954,1136.828,786.794,937.858,1111.639,1078.685
647.895,743.983,594.358,516.362,571.991,658.758
0,0,0,0,0,0
34.233,46.047,36.3,24,46.001,34.558
0,0,0,0,0,0
0,0,0,0,0,0
0,3,0,0,2,0
0,0,0,0,0,0
0,0,0,0,0,0
1,0,0,2,1,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
421.177,352.094,399,442.052,397,360.177
2431.327,2183.376,2014.792,2136.345,2287.486,2150.168
65.027,63,55,70,42.004,63.001
673.655,628.493,679.433,708.952,738.558,694.164
7764.232,8616.583,7957.17,8995.576,7974.436,7811.837
17322.087,18531.9,18435.282,20186.609,17944.505,17573.836
967.106,2301.453,1555.818,2323.179,1580.974,1438.685
718.791,1361.473,837.456,1493.084,917.486,705.264
6275.357,7229.282,6628.462,7357.91,6983.307,7153.124
19,16.417,27.709,27,16,17.619
11266.904,12943.142,12939.727,14423.966,12060.972,12093.589
6863.42,7519.774,6878.852,7729.049,7238.094,6962.507
0,0,0,0,0,0
0,2.017,3.901,0,0,13.821
1359.531,1669.038,1433.854,1678.055,1463.5,1340.481
16.314,0,20.556,0,0,0
194,192,159.049,192,165.354,159.056
7,3,3,5,4,3
1581.218,1735.478,1672.482,1872.136,1593.559,1520.061
6,4.02,1,3,5,6.02
0,0,0,0,0,0
0,0,0,0,0,0
4996.035,5192.223,4645.98,4773.372,5240.199,4669.732
1,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
11,15,13,11,18,16
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,3,0,0,0,0
2,9,5,5,2,0
0,0,0,0,0,0
17.035,31,21,24.007,19.031,15
0,0,0,0,0,0
0,1,0,0,0,0
1.205,4,2,2,1,7
57.048,44.036,54,44.002,51.001,41.048
0,0,0,0,0,0
0,0,0,0,0,1
1,0,0,2,0,1
0,0,0,0,0,0
6,4,2,3,4,10
2166.581,2103.868,2163.21,2316.662,1985.739,1852.025
0,0,0,0,0,0
993.21,1240.586,765.585,926.494,930.207,1079.351
2633.991,2402.313,2444.041,2480.125,2575.123,2724.52
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
514.423,564.336,431.278,469.882,488.481,423.089
1742.326,1647.468,1637.058,1895.841,1574.998,1594.617
0,1,0,1,0,0
7.94,17,0,5.189,18,2.53
2,0,0,0,0,0
42,28,31,15,23,27
1,0,1,0,0,0
0,0,1,0,0,0
0,0,0,0,0,0
867.347,830.241,786.381,882.089,900.993,862.266
0,0,0,0,0,0
0,0,0,3,3,0
18.53,12.385,2.313,11.679,13.774,27.363
0,0,0,0,0,0
8.474,2.174,16.673,2.244,0,10.283
1562.681,1997.341,1650.54,1720.519,1524.199,1701.374
480.123,742.503,661.042,633.406,607.229,551.034
0,0,0,0,0,0
0,0,0,0,2,0
0,0,0,0,1,0
0,0,0,0,0,0
749.329,813.752,726.289,816.032,832.718,649.425
156.007,133.078,152,132.123,131.169,126.392
423.915,423.046,579.206,432.017,428.56,426.174
0,1,0,0,0,0
0,0,0,0,0,0
1887.415,2269.856,2005.619,2490.475,2057.321,2313.854
19.39,4.205,0,12.413,9.899,12.376
0,0,0,1,0,0
3,0,2,0,7,0
16.245,16.44,17.912,19.685,17,10.43
12,12,9,18,7,7
2.356,1,0,4,4,3
3,2,2,3,0,3
3,0,0,1,3,3
0,1,0,1,1,2.608
2961.124,3204.666,3133.717,3515.02,3223.155,3072.348
44.709,25.187,34.561,16.872,20.616,2.577
114.424,103.323,151.21,140.097,101.584,155.133
0,0,0,0,0,0
0,0,0,2,0,0
29.05,20,15,21,27,29
0,0,0,0,0,0
0,0,0,0,0,0
169.658,186.216,188.253,257.535,198.965,206.948
0,0,0,0,0,0
0,1,2,3,0,0
2985.165,3442.563,3211.593,3687.899,3140.782,2932.758
1309.591,1306.391,1374.46,1401.462,1256.47,1281.773
19.617,23.257,18,10.528,18.547,22.777
168.144,170.047,181.497,177.311,175.169,196.001
332.12,1.26,294.716,181.606,120.583,63.608
2853.871,2963.74,3007.775,3256.13,2846.79,2620.435
146.814,154.401,176.757,220.465,63.238,211.941
1105.564,1199.683,911.91,1033.54,852.747,975.473
832.142,958.072,933.538,1012.085,904.188,875.812
2307.686,2561.494,2001.761,2772.312,2107.086,2127.954
1,10,2,5,0,0
2091.391,2229.73,2150.532,2365.596,2043.592,2101.786
3129.516,2466.292,2871.086,2765.674,2813.799,2832.87
1463.103,1524.082,1390.234,1539.937,1334.635,1401.831
457.913,459.665,378.794,403.48,378.867,351.212
526.149,548.737,596.611,580.113,566.221,481.364
2850.419,3304.28,3017.066,3088.183,2963.91,2831.772
840.007,925.335,919.639,1003.738,908.518,844.842
4184.453,4305.934,4290.896,4735.273,4270.618,3783.956
236.44,308.118,250.266,206.752,219.371,325.926
1075.518,1180.913,1120.795,1187.708,1101.474,1034.049
210.115,211.375,310.991,289.923,236.735,206.919
2481.26,2541.318,2168.206,2378.233,2205.945,2016.226
3059.745,2965.044,2919.691,3167.561,2819.506,2793.179
58.364,53.223,0,0,0,0
2463.387,2302.961,2559.507,2424.66,2285.386,2440.565
210.811,174.759,195.967,195.646,204.54,188.483
173.456,133.662,114.975,143.489,143.794,141.94
806.967,728.172,784.5,755.361,811.219,729.305
0,0,2,0,1,0
1358.074,1435.224,1424.302,1427.014,1371.76,1326.696
443.406,515,487.102,516.887,493,479.321
1641.457,1894.441,1979.678,2073.724,1755.958,1757.013
868.636,815.892,726.43,848.913,726.295,818.75
29.529,29.136,29.014,31.15,25.9,12.664
2219.621,2221.033,1928.002,2520.689,2273.489,2123.235
484.551,816.406,565.846,578.188,677.669,929.245
645.825,644.562,629.872,745.459,609.576,633.434
743.623,821.889,819.678,786.015,779.751,796.147
1637.919,1472.286,1522.395,1675.757,1594.55,1570.479
2375.817,2108.505,2194.093,2264.091,2269.4,2427.824
2609.699,2644.682,2503.475,2729.724,2658.642,2563.483
675.986,867.779,760.509,952.028,857.362,676.092
930.703,1211.996,1162.693,1095.672,969.543,1134.571
0,0,0,0,0,0
1,0,0,0,0,3
78,83,91.07,98.784,70,107.199
0,23,10,25,6,14
3,4,1,4,3,4
73,104,45.995,59.68,91,20.519
1,0,0,0,0,1
5,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
3,3,1,0,1,1
0,2,1,0,0,0
583.888,578.969,542.608,601.178,475.952,440.076
0,0,0,0,0,0
0,0,8,6,0,0
171.428,153.454,164.085,168.011,163.001,160.472
226,173.988,155.108,148.048,223.361,213.533
11.139,6.09,24,25,19,20
0,0,13,2.265,13,0
53,31,52,27,26,40
0,0,2,0,0,0
0,0,0,0,0,0
65,101.999,71,69,62,65.008
0,0,0,0,1,0
0,0,0,0,0,0
140.107,60.973,69.133,71.27,87.513,133.769
1,5,3.209,0,1.576,3.703
18,25.173,23,18,17,14
0,1,1,0,0,0
10.82,3.431,13.177,8.07,0.992,3.877
679.474,773.096,852.689,852.887,722.977,809.639
1861.561,1683.896,1868.19,1818.184,1825.469,1751.181
1775.868,1943.687,1667.303,1734.448,1856.122,1901.11
239.756,235.973,282.922,331.516,351.783,374.549
438.843,355.825,489.66,435.061,398.327,435.658
796.122,883.051,746.41,738.6,793.019,749.361
2913.205,3400.177,2903.248,3295.324,2818.827,2354.521
1344.232,1469.756,1284.911,1352.924,1247.318,1404.222
178.412,335.342,201.022,250.467,165.733,129.367
8.901,15,0,3,0,0
4240.864,4244.582,4275.199,4409.624,3966.097,3959.256
236.9,140.85,164.028,187.783,214.142,246.063
224.724,282.479,266.218,261.157,309.571,249.408
621.437,686.763,663.105,601.651,533.806,526.12
3039.126,2822.902,2911.465,2973.135,2995.336,2884.416
195.388,195.269,197.284,216.135,176.296,180.871
1303.241,1461.258,1386.183,1555.055,1384.097,1549.504
226.296,159.004,191.31,247.848,243.338,247.207
51.365,28.414,42.436,56.111,52.68,59
979.952,897.552,860.602,811.467,712.926,625.478
425.345,447.879,468.801,492.481,409.411,427.646
608.553,293.792,321.011,218.122,231.65,574.274
13,15,14.005,22,11,26
570.871,524.022,635.962,601.493,450.656,510.468
1685.969,1999.105,1777.829,1771.771,1739.181,1878.756
942.606,883.027,946.347,1066.74,912.281,978.946
1383.575,1537.935,1181.997,1316.443,1351.569,1144.992
355.45,461.748,385.705,449.409,430.485,363.156
371.878,522.188,484.552,428.128,365.132,407.82
948.182,912.304,980.912,1087.928,886.682,879.114
460.783,463.508,499.42,547.495,457.369,419.489
267.635,290.749,270.316,302.457,300.672,273.721
91.675,147.725,162.171,144.866,124.001,90.921
38.999,40.028,22,33.999,15.819,33.001
0,0,0,0,0,0
173.838,175.772,152.629,224.547,162.574,166.353
1066.507,769.541,1018.664,891.489,881.831,1088.872
1371.078,1102.513,1177.729,1077.654,1202.209,1303.965
100.526,82.015,73.388,53.656,90.737,71.405
4550.672,4256.95,4308.751,4574.851,4275.842,4160.629
569.154,444.061,390.458,411.002,536.034,482.403
1054.4,1156.559,1162.625,1207.242,1022.601,1050.602
224.894,168.339,148.742,133.392,175.179,221.235
1860.006,1878.97,1893.12,1959.445,1793.944,1876.132
147.005,78,113.501,76,137,117.045
450.682,514.953,490.914,487.307,471.048,421.716
