"SRR26436341","SRR26436342","SRR26436343","SRR26436344","SRR26436345","SRR26436346","SRR26436347","SRR26436348"
3426.932,4662.28,3617.361,16396.62,5741.164,3776.818,24019.444,9758.527
1,0,0,1,1,0,4,0
47,49,80,57,7,28,46.577,78
128,146,80,3805,2479.783,56,5030.75,436
1,9,1,111,63,2,94,9
2,0,0,11,2,0,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2
1950.094,2729.234,2594.619,3235.808,1486.05,3434.237,5604.334,3540.996
0,0,0,0,0,0,0,0
5.388,3.245,4.755,7.526,5.861,1.195,17.894,6.479
14,7,5,14,5,9,17,18
22,37,24,18,4,10,30,26
2,5,3,3,0,6,0,2
289.041,1081.562,910.041,197.26,25.314,32.985,1593.722,2054.244
19,9,9,27,2,4,222,20
318,1707.247,676.977,2805.279,610.007,726.975,743.993,537.994
789.536,4186.504,2049.466,6400.215,1421.538,2107.218,1676.797,1375.593
4,14,19,106,25,5,15,4
907.648,2028.036,1814.23,1699.513,1237.973,1390.205,1608.069,1251.502
4,80,120,87,18,8,11,16
2,15,0,110,29,0,24,0
1041.104,1533.692,1256.403,2510.033,1713.347,1442.406,3973.184,1626.58
53.155,93.006,61.789,155.723,100.222,75.541,167.252,99.275
0,0,0,0,0,0,0,0
1402.83,2362.565,1685.623,3576.683,1897.519,2205.853,4335.242,1888.441
192.696,402.05,208.612,677.922,412.564,441.903,748.656,422.038
271.055,258.457,216.993,467.495,255.759,277.548,606.017,290.209
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
464.302,705.155,472.931,927.293,591.148,649.667,1531.082,605.446
0,9,18,55,28,9,13,3
0,0,0,0,0,0,0,3
1.2,3.504,11.564,20.766,4.2,0,6.776,6.833
0,0,0,0,0,0,0,0
0,0,0,0,3,0,0,0
876.432,1070.462,980.838,1489.221,940.976,868.769,2115.828,1017.396
3,4,4,13.934,5,1,1,1
549.05,1466.941,934.82,940.343,323.939,1063.349,1225.908,1575.752
213.308,261.752,209.529,695.736,362.908,171.232,1136.219,279.801
1518.005,2493.072,1777.827,2393.102,1471.918,2145.87,4386.553,2236.93
1157.77,1856.545,1349.853,2023.591,1288.195,1824.444,2896.43,1635.123
666.578,1149.142,770.353,1649.861,814.311,1168.392,2162.352,1158.793
116.694,113.53,75.136,179.792,269.858,142.413,511.845,138.472
524.23,1329.321,666.943,1601.25,1032.877,1068.266,2410.594,1001.96
161,179,110,244,149,145,509,358
282.19,391,331.269,287,100,362.042,542.005,342.999
1061.307,1706.276,1192.27,2081.216,1220.801,1795.564,2744.767,1472.206
3.051,8.219,12.904,49.404,40.575,0,72.208,27.927
893.089,1747.846,1122.122,3360.053,1715.332,1702.155,3592.55,1543.931
990.067,1384.975,1049.553,887.955,496.191,1254.455,1142.421,950.676
152.919,219.49,132.147,215.555,158.592,199.311,261.596,136.025
11851.634,21590.741,14246.642,35146.881,23325.247,20796.75,49776.37,22021.897
59381.443,85142.629,56238.749,175385.607,86696.623,86083.767,250042.049,103689.16
2554.66,3777.79,3978.999,1662.608,1055.913,4316.279,4959.773,4874.707
1453.51,2774.143,1905.712,3254.739,2090.475,2748.662,5774.153,2340.202
517.547,921.822,615.343,1196.897,761.927,795.98,2115.244,804.407
97.69,262.07,231.245,300.288,1043.524,871.496,5498.4,382.813
778.95,3077.533,1024.962,3161.989,1759.821,1380.428,4043.366,2127.305
5,0,0,5,1,0,0,1
681.129,1174.685,759.506,1699.846,992.212,891.992,2297.975,1158.429
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1562.087,2156.525,1675.866,4942.187,2493.515,2345.206,4906.525,2260.58
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,5,40.202,24.211,1,0,11.899
0,1,2,0,0,0,0,0
0,0,0,0,0,0,0,0
769.247,1627.588,1365.924,1725.183,1748.799,3467.293,2496.511,676.113
850.714,1334.867,869.716,1676.393,954.71,1163.133,2284.374,1266.572
6,2.001,2,3,0,3,20.361,1
0,0,0,0,0,0,0,0
0,0,1,0,0,0,2,0
0,0,0,0,0,10,0,10
0,0,0,0,0,0,1,0
2191.663,4571.427,5248.057,1405.463,1600.265,3014.314,4877.099,5573.873
0,0,0,0,0,0,2,1.624
0,0,1,2,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,0,0,2,7,5
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
6.939,77.821,2.745,12.452,3.398,0,0,3.521
43.878,50.262,50.021,30.632,47.967,84.734,139.831,38.585
0,0,0,6,0,0,0,0
0,0,0,3,0,0,0,0
0,0,0,0,0,0,0,0
218.287,316,246.891,453.27,273.866,381.294,477.033,257
491.505,982.163,762.212,669.011,380.675,788.172,852.036,782.169
178.684,225.053,179.642,317.749,223.638,173.717,610.48,190.09
0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,1,5,1,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,2,0,2,0,0,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2.028
0,7,0,2,0,0,0,3
0,0,0,0,0,0,0,0
55.668,42,68.277,202.339,84.615,39,311.772,106.314
319,1124.918,335.64,1104.953,130,455.628,268,428.813
0,0,0,0,0,0,0,0
374.352,228.336,496.272,1393.218,689.198,610.997,1936.273,638.819
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
233.122,229.76,242.544,1011.408,543.732,222.529,1240.054,408.65
0,0,0,1,1,4,0,0
3,11,5,1.162,1.223,13,8,10
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4
428.31,804.431,468.594,1818.829,1070.888,627.4,1986.554,985.844
80.468,117.422,77.565,38.544,14.921,39.79,62.005,11.641
138.103,247.664,207.862,601.269,348.759,198.881,709.628,255.639
5352.309,8241.145,5549.871,14990.098,8706.526,6568.152,19820.014,8930.157
1136.355,1529.835,1188.651,1933.779,933.214,1379.083,3570.22,1965.845
325.554,363.717,263.543,502.187,311.995,510.712,700.9,300.251
6955.377,10007.244,6999.789,20742.946,8781.859,8915.783,24453.02,12860.529
2291.023,3027.055,2635.89,5719.969,3103.112,3162.799,6123.891,3676.049
3.41,5.876,12.291,2.362,3.488,2.371,3.546,1.068
12,15,16.623,4.864,0,10,0,5
555.385,901.268,509.339,949.222,541.028,659.428,1297.857,844.631
428,503,360,636,385,508,1331.977,499
2,0,0,0,3,0.964,0,1
0,0,0,0,0,0,1,0
225.391,353.408,227.835,984.997,314.944,275.389,877.857,570.331
17,45,27,33,12,20,0,19
94,132,128,47.501,32.014,95,242,153
0,0,0,0,0,0,0,0
3,15,10,6,23,2,9,3
0,0,0,0,0,0,0,0
3,6,10,6,6,1,25,9
1222.693,2271.571,1491.028,2612.721,1839.989,2128.714,3620.396,2264.534
0,0,0,0,0,0,0,0
458.832,628.571,477,1101.494,465.863,756.394,1600.347,782.37
659.064,699.992,485.697,852.344,410.069,513.508,1189.193,697.739
733.024,1247.82,973.742,1452.774,980.609,1292.629,2205.51,932.424
253.672,253.287,217.859,371.047,205.173,289.849,647.687,249.194
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0
269.083,540.762,340.851,813.174,346.337,624.804,903.92,673.368
690.912,1324.236,807.051,1273.226,770.881,1026.147,2236.98,1313.168
3377.117,5793.731,3475.356,5739.961,3253.412,5554.498,11134.772,5953.247
33.719,167.114,42.431,66.529,24.068,48.077,105.401,82.706
483.21,472.35,539.465,1395.767,645.803,568.863,1530.33,433.296
1,2,0,1,0,2,4,0
3220.419,5713.536,3603.501,8348.779,4634.742,4914.141,10949.187,5009.318
0,0,0,0,0,0,0,0
0,0,0,0,16.769,20.723,11.402,0
99.351,123.437,98.137,166.832,155.761,119.559,272.299,127.58
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
433.668,720.563,545.984,1528.455,940.727,636.976,1522.816,1132.811
0,0,0,0,0,0,0,0
2,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1605.585,2504.754,1561.021,4483.736,1966.803,2397.371,6858.494,2991.335
15164.083,26036.316,17591.047,36926.221,19086.562,25538.684,49783.656,23563.053
1,0,0,0,0,0,0,0
22.561,48.339,51.301,139.173,11.408,68.023,151.012,50.995
148,222.001,128.001,217,229,198,326,94.015
0,0,0,0,0,0,0,0
1221.471,2025.34,1412.188,3208.923,1896.146,1581.11,5370.869,2467.453
28,119.28,76.787,181.01,64.624,95,155.047,43.309
0,4,0,3,6,1,0,1
274.921,328.998,322.925,729.574,475.049,377.446,1087.101,480.265
5537.247,7871.197,5603.198,10647.373,4841.708,7517.198,17244.747,7743.896
441,641.839,460,560.001,330.031,736.381,749,642
568.041,861.883,582.425,1373.964,727.732,887.96,1488.213,674.74
18.649,12.644,20.812,48.331,26.673,13.312,53.642,38.051
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
59.34,149.035,104.312,173.804,45.993,67.878,431.229,0
868.856,1110.663,828.466,2326.612,1177.765,1081.194,2352.022,1152.772
1035.058,1430.65,1179.215,2887.703,2081.592,1426.989,6292.999,2804.822
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
474.37,965.074,635.983,1350.311,714.686,1004.529,1769.879,866.948
66.488,130.998,46.534,84.924,45.409,115.051,169.137,54.417
11.589,15.256,9.722,28.057,15.74,14.396,17.395,13.307
223.045,769.163,481.917,901.088,294.265,556.638,840.297,430.652
94.201,81.472,131.558,70.468,131.58,109.418,121.124,72.329
31,36,32,24,39,27,101,32
0,0,0,0,0,0,0,0
1500.017,2314.373,1661.04,4110.195,2037.954,2283.402,4728.701,2498.273
752.644,1013.105,690.132,1551.183,1019.282,1197.743,2626.89,1087.391
5586.107,9124.805,5806.633,12153.742,7327.493,8598.991,16028.571,7327.817
703.991,1034.782,739.472,1212.916,697.132,988.155,2128.277,961.513
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
40.062,87.31,72.53,159.545,57.834,95.054,158.728,69.811
0,0,0,0,0,0,0,3.129
100.888,142.815,94.584,345.567,198.406,145.17,577.273,219.461
0,33,1,0,0,8.306,20.057,0
0,0,0,2,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0
0,4,2,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
132,212,219,199,156,164,569.008,322
0,0,1,0,0,0,0,0
1263.79,1794.944,1216.605,2446.937,1644.793,1596.504,3390.079,1420.789
0,0,0,0,0,0,0,0
4,12,0,12,0,0,0,12
0,0,0,0,0,0,0,0
97,172,103,424,231.584,187,337,174
59.437,61.819,31.077,76.073,27.319,38.132,158.162,76.228
801.417,1251.509,843.526,1926.745,1142.536,1156.973,2200.743,1153.331
1,0,0,0,0,0,0,0
730.657,1088.896,808.154,2361.905,1391.686,1077.497,2157.138,936.715
153.939,281,143.336,528.751,349.698,272.449,590.262,338.364
3273.706,4545.616,4022.929,7900.734,4700.94,5115.935,9280.341,4639.637
214.783,448.689,198.804,478.496,216.547,306.288,522.361,301.394
1,5,0,4,0,3,3,0
12,15,17,17,6,9,19,16
0,0,2,2,0,1,2,7
3,2,0,1,2,0,1,0
203.701,318.051,205.678,406.269,268.112,289.938,703.614,308.92
3945.335,5996.239,3870.452,9369.209,5244.186,5427.508,13019.177,6551.021
1599.56,2357.229,1660.7,2531.88,1413.479,2526.435,4712.445,2080.415
1082.133,1703.157,1257.225,2259.977,1259.639,1667.183,3283.321,1712.288
1272.266,2226.629,1543.668,4602.399,2155.077,2329.136,3825.616,1634.28
744.452,1465.381,733.81,1465.776,824.729,1466.186,2240.35,1306.148
500.091,863.757,580.703,1462.595,920.878,727.014,1731.359,749.2
172.15,260.247,190.831,333.595,172.423,217.151,613.428,295.459
168.624,297.084,176.331,486.372,204.534,232.637,652.003,314.372
306.99,532.518,368.251,541.39,273.423,565.521,697.832,412.065
143.47,202.757,126.772,459.832,245.282,185.112,456.059,190.218
514.489,657.951,480.402,669.167,388.06,616.435,929,542.856
295.725,431.968,301.071,528.079,294.475,310.607,1019.67,547.342
0,0,0,0,0,0,0,0
359.648,963.352,345.599,1042.178,661.076,751.61,1127.298,621.709
701.864,1197.82,768.286,1638.348,909.497,1027.117,2674.556,1313.914
0,0,0,0,0,0,0,0
620.195,866.613,707.677,1918.522,1250.514,857.767,2609.705,1127.317
1744.813,2653.612,1578.29,2752.481,1144.063,2878.409,4229.2,2195.5
211.588,301.174,201.241,1458.959,1345.322,196.34,2103.582,394.73
0,0,0,0,0,0,0,0
25.297,29.294,63.607,197.085,87.928,78.227,79.729,23.055
423.893,493.265,446.738,820.218,254.992,447.699,626.379,349.392
0,0,0,0,0,0,0,0
1993.229,3181.555,2192,4378.329,2731,3173.674,5666.063,2801.141
257.369,947.253,482.002,665.21,613,526.999,1349.647,493.46
167,398,301,759.001,425.017,278,708.001,389
71,367.876,408.092,444.431,393,210,89,321.96
1.734,0,0,5.909,0,0,16,1
0,0,0,0,0,0,1,0
95,240.205,96,293,557.189,56.761,656.122,87.822
5193.008,8334.653,5922.321,13715.34,6533.386,8024.776,16309.643,7952.009
198.306,137.108,114.021,32.709,0,167.349,100.01,70.407
0,2,3.563,17,2.649,2,0,3.052
1315.882,1842.669,947.265,2617.109,1314.717,1316.087,3482.561,1384.564
528.094,934.285,690.187,1314.991,1017.66,1024.728,2496.495,918.664
31.102,21.956,10.575,78.732,0,0,0,26.774
1525.725,2290.831,1472.744,3083.717,1854.069,2264.352,4331.126,2199.863
297.517,535.71,309.139,800.901,417.28,507.094,816.733,415.225
343.092,761.895,500.562,311.552,721.09,214.694,951.546,932.383
16729.005,26163.221,17859.135,35631,18851.502,22714.956,45574.707,24348.388
2153.146,3171.521,2033.919,4385.942,2367.177,3484.185,5840.426,2692.872
908.766,1605.016,1077.376,1898.246,961.791,1583.456,2539.936,1368.413
768.479,1123.683,779.952,1340.394,788.11,1055.815,2077.362,972.459
106.584,245.397,124.34,306.291,206.514,303.971,102.365,92.258
4573.441,7401.635,5219.619,11201.122,5400.042,6603.135,14316.491,6850.601
2103.162,4120.626,2059.899,5669.651,3443.896,3105.503,6908.325,3181.819
797.873,1328.538,937.92,2808.233,1425.843,1212.484,1966.031,1194.941
0,0,0,0,0,0,1,0
1213.553,1953.667,1354.811,2914.662,1698.277,1825.361,3535.579,1797.219
11,15,21,30,11,9,30,22
123.528,155.731,67.596,225.736,113.537,163.964,171.011,64.153
1151.301,2187.603,1355.418,3071.762,1490.205,1958.938,3577.496,2038.784
2727.311,5144.9,3781.462,7437.14,3839.948,5163.915,9530.835,4805.718
624.867,1503.285,826.311,1123.696,691.53,709.993,5236.105,2103.679
2532.586,0,0,5152.09,3695.202,3758.127,0,5092.415
0,0,0,0,0,0,3,0
2084.983,3562.792,2240.442,4375.297,2446.958,3252.127,5605.411,2968.571
3509.137,5616.3,3582.946,6792.081,3730.345,5418.128,8524.705,5030.318
13.552,0,0,50.006,2.436,50.61,24,0
3815.534,6107.835,4001.031,6456.303,3523.734,5261.205,10210.02,5803.391
796.59,1370.644,843.231,1847.992,994,1231.523,2198.058,1216.721
833.065,1365.168,957.379,1820.891,1094.052,1409.67,2662.187,1335.523
3039.513,4714.992,3047.751,6517.633,3145.392,3494.843,11190.291,5318.55
754.7,1240.406,806.272,1528.207,1004.161,1163.514,2246.392,1060.06
455.283,860.879,515.301,542.915,363.309,649.588,856.013,640.553
623.95,905.479,551.093,1347.8,898.679,841.419,1448.361,854.031
0,0,0,0,0,0,0,0
126.949,153.98,110.47,225.954,87.53,165.765,312.899,185.636
611.008,1020.393,563.043,1075.131,708.126,956.416,1459.214,846.546
1042.749,1786.503,1113.953,2123.698,1217.504,1653.777,3013.577,1493.044
119.991,201.176,246.641,2135.39,1932.141,395.186,356.092,0
461.086,574.986,512.525,791.04,683.793,694.045,927.059,527.944
3381.177,5317.443,3822.211,9569.954,4834.435,5309.487,9221.469,4795.399
3.587,11.704,7.886,94.087,112.678,3.123,52.091,15.5
275.372,167.699,178.849,2415.255,4403.926,150.721,728.1,1879.782
243.976,458.645,326.748,534.288,262.651,513.086,741.999,414.655
606.449,929.61,610.652,1546.035,1205.07,875.589,2311.204,850.281
109.76,188.597,88.298,165.581,110.043,173.56,192.81,145.402
366.708,551.753,350.936,698.769,475.368,468.086,810.826,377.754
2182.389,3290.794,2097.903,3606.985,3122.588,2891.841,7109.167,3247.102
2808.303,3806.485,1825.653,6271.54,3166.708,3377.481,6527.102,4298.145
1747.674,3398.4,3189.523,2492.557,2092.984,3809.808,4833.401,3268.848
1.932,0,35.14,0,0,0,0,0
0,0,11.54,3.511,0,0,0,0
2.985,60.775,418.128,2.017,0,0,0,14.85
1,5,37,0,0,0,0,0
0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0
0,2,0,36.843,0,1,0,2
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1731.412,2961.55,3240.604,3311.823,1729.096,2459.415,4492.353,2471.004
3,3,2,2,0,0,1,0
673.756,1183.131,748.03,1654.471,1178.334,850.8,2729.885,1230.166
1393.034,2023.481,1625.877,4048.203,1708.946,2442.895,5578.757,2695.285
505.622,751.965,454.591,2018.076,1210.652,556.695,1988.954,662.97
1636.615,3220.257,1830.557,4381.41,2533.715,2801.486,5989.708,2783.258
1,2,1,0,0,0,0,0
0,0,0,0,0,0,0,14
665,1134.941,883.189,2698.027,2027.184,800.783,2104.87,863.03
4265,6499.412,5182.853,10624.452,5468.259,6514.53,16632.704,7407
1064.409,1446.144,1039.262,2918.801,1298.866,1401.247,2627.567,1101.204
470.817,801.282,599.391,1401.126,840.4,1166.628,2004.045,1224.151
1550.152,2363.423,1769.548,3622.34,1623.46,2347.862,4304.794,2283.835
2267.731,3542.163,2207.074,4610.739,2674.936,2660.318,8772.716,3521.167
8.352,24.761,0,0,6.556,2.932,8.364,12.96
918.965,1557.556,976.71,1920.893,972.907,1433.146,2498.395,1365.673
151.679,245.84,169.956,184.823,100.384,191.074,366.243,223.786
1452.829,2317.638,1680.533,2966.062,1784.457,2036.453,4235.047,2265.482
0,1,0,8,6,1,7,3
3.875,10.272,2.353,0,0,0,14,2
3,10,3,2,7,1,10,3
345.232,486.668,491.172,649.37,460.23,475.808,707.983,451.815
25,38.253,8.181,12,8,68,35.462,26
10.661,30,29,20,0,36,29,42
809.887,1112.303,772.458,1479.125,986.069,992.581,2244.053,1060.81
1502.855,2245.427,1499.631,3287.497,1982.147,2082.741,4953.477,2280.782
402.667,572.256,439.687,970.694,485.53,554.866,1099.948,511.532
10,26,21,36.792,11.323,10,39,12.556
0,45.076,0,34.832,0,0,0,12
990.475,1362.844,931.058,1874.874,1360.311,772.141,3211.896,1570.621
736.5,1088.818,731.692,1546.741,721.921,941.664,2009.931,964.812
66.283,147.824,72.772,187.743,97.182,124.675,214.33,100.916
0,0,0,0,0,0,0,0
109.061,232,132.244,322.344,160.62,193,202,200
724.151,1175.578,763.352,1225.422,730.064,1030.683,2254.932,1219.781
263.999,385.045,267.153,710.999,388.001,440.999,891.336,417.367
0,0,4.704,1.754,0,0,35.296,16.808
0,5.888,0,4.611,1.251,0,0,0
412.36,556.666,372.855,560.821,407.993,450.702,1112.727,655.536
629.737,1638.86,1037.332,1498.056,962.046,1243.466,1626.561,1054.728
0,0,0,0,0,0,0,0
39.562,60.268,0,47.362,57.953,27.499,153.029,73.702
957.595,2157.395,1425.245,2761.118,1422.569,1932.594,2996.278,1241.479
12.636,55.339,63.757,15.269,8.36,39.691,56.714,64.007
490.367,790.586,452.68,831.749,576.664,892.685,1301.07,675.935
865.954,1518.099,898.677,1310.642,825.113,1361.121,1692.463,1089.929
921.254,2070.247,1421.399,2430.596,1870.181,1679.545,3182.642,2031.426
0,0,0,0,0,0,0,0
4034.205,6368.125,4516.756,6601.562,4355.964,6658.64,9951.645,4975.237
202.095,473.75,300.317,629.908,329.02,211.04,583.41,472.666
600.051,906.42,591.99,845.852,433.643,654.319,1115.646,605.681
178.388,201.582,193,556.386,352.838,233.141,701.062,326.009
1,4,0,0,0,2,4,3
0,0,0,13.362,0,0,0,0
1107.673,1184.034,1142.251,2899.99,937.971,1442.485,3557.699,1781.994
5322.268,9694.798,6070.152,11270.942,6363.298,7963.499,13991.989,7594.009
520.679,879.894,653.116,1432.525,991.548,955.495,1928.954,720.72
120.963,81.178,122.338,1316.009,485.929,166.254,1370.444,299.532
57.031,56.693,78.074,517.923,225.804,104,371.619,100.262
383.617,699.828,357.395,1075.861,496.19,612.496,1129.018,597.159
0,0,2,1,1,1,0,0
356.218,611.023,370.02,1280.995,486.817,664.427,2092.928,914.614
247,345.633,261,790.854,474.375,338,945.141,459.004
81.879,84.648,44.792,72.252,59.316,80.061,68.178,80.959
994.796,1635.543,742.984,2058.933,1049.245,1425.508,2761.31,1542.528
51.015,21.902,39.581,130.882,69.046,89.183,138.906,68.282
27.062,49.662,40.913,57.276,26.446,70,85.626,61.641
97.676,174.919,109.767,64.791,76.758,89.61,237.259,64.94
97.847,210.639,105.315,233.834,181.299,113.965,413.25,146.36
3,0,0,0,1,0,3,0
0,8.108,6.106,41.119,4.754,0,0,0
80.965,48.034,51.973,483.11,86.335,61.123,126.396,387.796
150.39,101.16,89.213,342.862,98.224,99.065,138.765,253.266
2477.509,4127.569,2745,4191.414,2387.028,3251.08,5212.848,3118.339
404.326,548.001,415.011,748,402.956,589,1137,554.902
0,0,0,0,0,0,0,0
54.642,122.348,41.587,283.74,82.784,47.983,167.911,94.326
240.777,427.625,288.056,758.687,441.663,376.489,1179.205,512.681
618.814,1074.305,681.543,2037.93,871.854,948.573,2193.456,1119.684
1936.241,3684.627,2394.323,5043.919,2799.595,3397.087,6068.52,2903.347
1940,2884.443,1842.24,3910.19,2221.458,2403.582,5652.483,2557.572
787.748,1295.27,905.516,1946.735,1034.822,1121.372,2012.559,1309.859
1413.012,2334.741,1333.369,3141.594,1710.838,2067.007,3782.315,1937.94
287.74,289.71,69.468,56.875,72.102,303.041,445.553,182.779
331,508.006,356.034,784,396.279,486.039,991.001,508.114
612.598,883.826,679.823,1445.127,845.51,870.966,2019.265,946.092
429.152,541.473,373.751,746.791,409.899,534.356,703.951,508.606
1481.011,2273.14,1543.534,3849.345,1844.893,2092.576,3780.042,1877.469
750,1191,599.997,1881.572,929.571,1062.488,2197.523,1129.948
900.246,1813.867,557.649,2108.472,1141.931,1705.756,2504.046,1352.844
1104.107,1720.886,1278.723,2539.143,1281.347,1798.145,3040.332,1793.966
136.748,199.323,139.405,151.677,157.016,509.858,289.507,93.112
260.445,443.031,343.941,2042.898,1654.328,463.782,1434.441,475.501
1103.93,1762.469,1229.748,2470.105,1286.208,1621.254,3512.391,1625.823
3257.712,4711.608,3532.757,6801.537,3184.461,4840.049,8731.485,5023.348
318.852,504.449,427.114,723.365,381.083,543.854,986.93,459.393
14127.24,23519.223,15073.426,31252.02,18877.847,20990.77,40858.056,17202.563
1606,2531.983,1834.014,3794,2365.001,2248.146,5655.448,2514.088
0,6,0,3,5,2,3,1
4833.199,6782.048,6081.467,11949.718,6597.011,8154,18981.515,9988.025
1198.688,1968.205,1586.11,2648.909,1229.961,1791.19,2225.949,2485.427
176.742,270.313,197.459,388.235,154.652,294.541,541.946,295.219
12.133,11.132,11.647,19.38,36.165,18.242,2.177,30.427
9,0,0,3,4,2,7,1
0,0,0,1,0,2,4,0
0,0,0,0,0,0,0,0
1151.741,1274.677,1184.478,1242.446,775.235,1448.951,2818.345,1406.721
1916.717,3873.208,1856.048,9205.369,4446.367,2799.024,6974.796,3021.249
3.21,6.158,0,4.36,4.927,1.124,0.875,3
0,14,19,0,2,0,0,7
0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0
503.016,541.584,580.768,474.913,440.061,756.892,1039.19,467.514
751.648,1145.564,792.564,1724.105,779.333,964.119,2090.217,1163.883
690.784,1037.555,698.508,949.19,659.881,933.99,1731.758,798.718
478.546,676.73,573.466,1104.489,599.025,749.194,1705.436,908.364
1446.264,1688.521,1605.191,3659.102,1812.704,1620.001,3116.797,1422.887
16.442,0,0,0,0,0,0,5.635
3.236,1.297,7,28,9.614,2.839,15,4.489
0,0,0,0,0,0,0,2.691
4,0,0,30,10,8,17,0
928.561,1558.301,1050.421,1818.177,954.573,1288.718,2514.58,1268.276
0,0,0,0,0,0,0,0
0,3,0,2,1,0,2,1
0,0,0,4.055,0,0,0,1
0,0,0,0,0,0,0,0
0,0,0,1,0,0,1,0
345.538,443.777,377.421,1002.945,588.544,816.426,1689.825,622.668
12.718,12.369,14.838,17.703,1.85,0,47.016,39.36
910.178,1441.047,1033.628,1944.228,1057.123,1378.786,2953.996,1074.215
50,18.754,11.662,84.303,35,28.951,89.27,24.11
247,311,183,145,238,321,349.006,102
470.437,748.9,545.321,899.991,530.09,573.66,1254.73,790.151
0,5.181,3.456,0,0,7.711,3.372,1
0,13,14,144,62,1,23,0
478.89,597.762,452.111,683.413,507.992,728.279,1608.122,843.114
96.315,186.999,66,277.499,164.079,112,64,80.714
1,0,0,4,5,1,0,0
0,0,0,2,0,2,1,0
29,76,34,57,41,114,89,65
1271.999,1944,1216.724,3895,2095.001,1829.262,5075.233,2051.032
0,4,0,11,0,0,2.445,0
0,0,1,0,0,0,0,1
0,0,1,0,0,0,0,0
0,0,2.775,73.816,50.358,3.674,0,0
0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0
1450.614,2466.805,1626.498,3837.518,1959.637,2351.5,4702.082,2231.906
1,1,5,2,1,0,10,3
0,1,1,1,0,0,5,0
0,0,0,0,0,0,0,0
14.802,35.161,0,25.03,0,18.842,61.808,27.352
0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,1
579.974,917.926,682.814,1334.479,779.137,837.45,1571.847,821.465
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0
0,0,1.139,0,0,0,0,0
0,0,0,0,0,0,0,0
0,3,0,2,0,0,0,0
0,1,0,0,0,0,0,0
36.256,155.938,68.421,131.756,56.082,57.365,399.176,236.859
0,0,0,0,0,0,0,0
4,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
