"SRR26436341","SRR26436342","SRR26436343","SRR26436344","SRR26436345","SRR26436346","SRR26436347","SRR26436348"
15,30.136,25,24.078,6,17.843,28,4.937
0,0,0,0,0,0,0,0
4914.166,7794.307,5386.229,12787.626,7947.346,6939.876,20439.327,7367.65
214.322,581.1,300.75,707.996,503.074,287.257,1097.801,335.522
0,0,0,0,0,0,0,0
1,3,0,26,9,1,3,2
1,1,2,4,2,4,3,0
3282.259,5589.246,3520.059,8365.287,5101.902,4908.907,10786.861,4592.489
956.999,1276.676,1038.601,1735,886,1363.242,2486.472,1307.408
508.758,777.92,563.062,1058.015,560.847,737.16,1313.732,712.335
3215.762,4529.599,3378.649,5794.558,3838.019,4230.49,8226.675,4577.431
1310.975,1746.774,1362.51,3750.808,2745.551,2559.043,4544.741,2030.863
1499.08,1999.867,1315.952,2065.384,1640.177,1853.218,4763.396,2218.475
2929.868,3359.022,2621.469,5938.634,4322.115,3291.38,7196.129,2672.929
4,71.001,45,152.473,70,19.573,51.661,33
18,282.001,291.001,2200.978,645,19,223.006,38
161.196,206.239,137.261,255.222,154.677,233.935,384.707,227.833
31.209,54.074,31.311,50.013,20.866,53.953,81.93,20.252
15,48.985,46.858,179.958,200.237,91.542,70.64,18.689
12407.359,21015.196,17337.204,25920.632,18440.151,24001.962,37157.734,25972.081
3025.203,5266.319,3380.891,8924.282,5138.339,4741.78,10825.217,4783.299
3,0,2,0,0,0,0,0
52.383,77.595,30.141,32.786,18.976,22.29,74.644,26.616
4,13,1,31,6,5,44,7
0,0,0,0,0,0,0,0
507,907,442,2919,1781.08,739,4205.036,1089
0,0,1.591,20.577,0,1,0,0.875
0,0,0,0,0,0,5,0
6338.045,7180.128,6216.059,8494.963,4002.117,9056.471,14566.981,8307.627
0,0,0,0,0,0,0,0
166.59,245.256,236.841,856.788,594.639,261.2,1282.382,353.424
163,242.174,143.255,865.894,787.701,184.25,1246.878,273.901
3470.617,6806.037,4012.554,7119.233,5325.429,6650.712,10405.851,5553.085
0,0,0,1,0,0,0,0
1,1,1,3,0,3,1,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
17058.458,27851.255,17524.567,55232.4,29436.766,24333.552,55609.634,25274.93
0,0,0,0,0,0,0,0
291.602,222.384,114.038,394.588,153.73,102.682,504.077,213.284
1,0,0,98,35,1,0,0
0,0,0,1.543,0,0,0,0
0,0,0,0,1,0,2,0
367.696,645.784,371.528,599,526.842,541.521,1135.207,461.034
277.013,400.806,212.043,492.362,316.79,474.708,957.589,506.866
0,0,11.05,94.918,0,8.28,26.437,19
16.486,55.08,47.558,142.551,37.234,20.538,37.585,24.192
0,0,0,0,0,0,0,0
2,6,0,0,0,3,4,1
580,1499.009,1051,1972.001,1349.003,1402.757,10173.775,4492.29
0,0,0,0,0,0,0,0
192.94,281.523,306.808,136.753,124.16,372.153,160.695,13.742
100.807,193.184,190.182,147.486,203.893,388.733,263.147,47.129
683.671,1430.36,803.612,1771.878,934.905,1490.921,2192.805,727.421
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,1,10,3,0,0,3.296
2,0,0,0,0,0,0,0
1360.764,2087.697,1634.031,9146.826,4439.303,1725.814,6293.731,1689.089
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0
29,20,18,9.875,13,18,42,12.83
0,0,0,0,0,0,0,0
174,149.991,188,775.717,525.221,82.999,2083.431,464.106
0,0,0,0,0,0,0,0
0,0,0,2,0,0,1,0
0,0,0,0,0,0,0,0
25,41,39,18,16.001,44,32,12
0,2,0,6,0,0,1,0
0,1,1,3,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
51,50,36,316,332,38,426,103
3399.362,4756.14,3782.539,5616.772,4813.707,4454.022,11804.172,4914.221
0,11,8.121,31,21,3,29,0
0,278.855,164,1414.859,476.426,0,145.377,0
818.261,1782.396,1212.443,5124.782,3199.947,948.606,6017.262,1544.996
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
10.01,48.443,5.703,53.222,35.252,23.731,390.374,26.355
14.454,390.001,270.969,2732.748,814.162,50.717,520.864,62.694
0,0,0,0,0,0,0,0
0,0,0,0,2,0,0,0
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2,0,0,0,0,1,0,0
123.909,15.133,123.234,376.263,163.258,131.951,1285.618,93.529
0,4,0,0,0,0,0,0
87.025,190.316,170.054,1199.435,893.955,140.384,1554.81,223.414
2026.279,3023.607,2808.814,5699.098,3290.015,3027.438,8786.922,3584.558
0,0,0,0,0,0,2,0
0,5,3,8,7,1,3,8
0,3,4,1,2.753,0,14,2
12380.523,20086.596,14088.376,28005.367,16952.043,18206.734,33183.921,13794.218
1105.278,1054.101,1114.333,3986.208,2981.396,1631.968,3325.309,1406.721
5,38.001,23,73.001,65,11,171,45
44,1168.26,1028.164,5571.766,3530.47,150.355,1262.248,96.676
0,0,0,0,0,0,0,0
56.754,59,35,83,35,91,137,121
2.821,0,5,15,15,0,5.922,7.566
1,0,2,5,5,0,10,2
1253.564,1750.548,1207.792,2614.611,1604.632,2126.687,4028.012,1824.215
5684.825,9499.803,6235.26,11668.416,5646.701,8271.042,15642.944,8376.14
3705.776,5373.641,3875.992,6958.612,3900.581,4994.78,11258.756,5004.153
450.624,710.776,480.535,1110.205,671.439,706.88,1428.489,694.974
355.904,620.376,424.679,676.272,376.385,609.546,1109.907,458.7
15,25.001,13,26.07,14.913,19.702,17.001,18.831
48,100.001,31.001,72.999,45.005,53,115.001,56.05
1892.757,3294.039,2269.075,3756.19,2132.194,3164.774,5009.31,2182.955
869,1577,993.931,1859,1029,1401,2211,1164
806.247,1267.194,860.968,1212.321,857.2,1199.03,1880.062,1046.36
93.15,251.053,163.826,395.277,248.956,202.747,480.405,161.56
2310.737,2320.487,2348.216,3868.831,2199.509,3063.695,7949.835,3410.834
883.385,1539.501,887.364,1389.639,815.894,1314.521,2121.626,1240.493
2166.353,3491.982,2418.262,5076.797,2152.151,3365.847,5863.647,3213.618
5146.682,8130.929,5483.377,9963.826,6046.692,8237.314,17868.569,8589.845
449.597,911.967,552.766,394.616,239.508,843.841,665.01,345.921
0,0,0,0,0,0,0,0
3,6,2,7,5,3,11,7
0,0,0,0,0,0,0,0
137,218,131,377,259,158.01,521,196
0,0,0,0,1,0,0,0
402.763,478.568,403.602,597.345,320.754,481.234,1011.73,527.405
663.041,871.124,665.674,1091.209,775.839,756.9,1869.252,1015.718
305.124,844.264,503.771,722.161,486.619,525.695,1266.799,532.177
231,369,256,273,139,285,613.02,329
578.218,918.958,673.481,1026.897,743.92,880.844,1756.305,800.696
908.372,1491.902,881.512,2240.092,1248.061,1458.708,2553.964,1280.714
708.074,1278.001,785.663,984.268,511.95,752.335,1165.274,908.376
0,0,0,0,0,0,0,1
0,4,0,0,0,0,0,0
1,5,9,3,2,4,6,4
0,3,0,1,0,1,1,1
0,0,0,0,0,0,0,0
1328.039,1700.669,1471.056,2128.279,1358.015,2028.39,3150.001,1702.142
0,0,0,4,0,1,2,1
0,0,0,0,0,0,0,0
292.102,266.164,228.795,472.782,237.274,259.473,414.809,198.727
528.913,879.972,458.217,895.354,452.653,662.579,1609.094,682.35
198.993,234,167.326,247.309,194.112,280.884,301.497,334.602
272.734,437.105,242.541,699.55,382.586,314,798.23,296.406
944.123,1451.632,998.844,2618.217,1299.379,1415.17,2726.37,1510.591
745.744,1369.511,765.417,1575.085,800.272,1158.456,2396.078,1204.872
321.888,502.542,345.015,479.11,239.913,529.027,712.518,439.51
292.556,256.832,189.661,391.471,268.123,258.859,743.592,478.896
0,13.66,36.428,62.041,164.76,20.224,103.009,11.45
339.493,547.969,344.601,776.769,410.776,453.67,1316.081,577.405
1059.416,1618.217,959.202,1612.923,1139.712,1526.904,2297.405,1326.734
8128.857,13526.783,9007.495,18002.954,11640.212,12823.077,23208.84,11326.111
254.712,300.541,199.565,312.196,220.995,419.022,806.826,444.586
6.561,12.105,6.86,14.485,19.547,15.986,28.425,12.989
1,4,3,12,6,4,21,3
693.351,1077.186,686.553,1444.737,888.664,1024.673,2119.349,1189.262
1777.784,3671.273,2209.891,2236.016,1344.602,2553.842,4352.206,2693.528
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,5
1697.465,1455.927,1296.976,3840.111,1647.625,1197.756,4384.754,2576.311
68.439,171.163,97.129,222.699,136.791,168.559,264.176,47.244
2.008,4,0,20,16,16,20,19
0,0,0,1,0,1,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1528.457,1737.387,1498,1518.945,1132.351,2027.046,3516.971,1909.288
0,0,0,0,0,0,0,0
1664.169,2389.839,868.003,4253.045,1607.342,2386.907,3599.939,1646.703
1378.192,2124.126,1462.142,2960.175,1670.33,2076.605,4486.928,2286.321
45.138,19.314,43.912,97.32,96.495,48.804,110.36,65.172
202.258,373.664,307.047,845.98,411.58,466.867,738.869,340.448
1333.482,1923.983,1158.749,2482.12,1487.065,1609.346,4572.452,1845.355
523.506,829.564,355.329,1372.47,709.711,657.708,1246.813,794.698
566.229,1043.899,681.946,1307.981,915.658,898.156,2059.381,897.047
746.715,1069.875,649.134,1560.941,1040.756,846.931,2148.6,1099.626
152.656,537.12,195.706,0,0,189.492,0,425.532
199.525,453.022,306.938,767.128,579.995,452.899,583.062,320.042
1673.83,3087.909,2093.458,3155.746,2063.555,2378.729,4828.998,2685.14
502.694,776.06,558.539,1242.975,629.09,684.119,1650.666,685.425
15,4.951,6.243,33,9.057,23.486,38,8.237
152.198,281.966,185.483,422.609,203.843,186.459,384.188,252.125
1213.5,1909.262,1354.66,2030.172,1112.656,1761.559,2021.943,1216.781
694.843,1067.898,669.814,1693.578,872.626,1177.637,1727.813,932.982
0,0,0,0,0,0,0,0
1050.757,2030.397,921.941,3443.266,2127.113,1135.99,3374.033,1345.292
1134.529,1899.378,1145.093,2219.222,1185.787,1647.283,3190.326,1430.133
178.792,336.206,216.938,636.138,300.465,363.161,593.598,375.166
674.509,1042.617,706.216,1373.573,978.245,1021.237,2298.689,745.127
174.864,339.366,242.026,510.823,263.049,447.375,601.28,323.94
1656.856,3097.289,1543.052,1662.739,913.203,2273.443,1825.221,1870.283
1244.688,2227.358,1149.714,2730.651,1402.53,2283.99,3183.296,1607.931
1633.096,3042.744,1533.901,3801.2,2314.506,3028.707,6127.556,2416.403
408.568,699.031,472.69,467.828,279.449,801.657,1178.151,848.612
0,15.637,12.134,57.597,1.606,0,84.532,11.328
27.112,16.581,9.756,46.199,13.647,42.522,41.125,34.576
0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,1
80.36,142.659,125.823,197.803,159.521,258.627,250.611,263.329
13,20,13,24,0,13.319,0,0
10.673,31.655,42.885,1.571,8.378,34.688,13.958,26.718
1122.285,1567.862,1059.549,2592.253,1566.454,1511.079,3922.976,1868.521
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
26.166,137.992,140.818,174.026,172.519,185.196,387.741,189.269
0,1,3,5,1,2,3,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1
1,3.104,3.729,0,1.683,5.489,2.922,15.509
25070.974,45485.733,35436.124,63702.136,34331.381,44556.289,100971.064,42628.2
7020.225,13353.897,7012.006,15226.831,7050.923,10229.713,17265.321,11135.999
5,3,1,13,11,9,19,4
6525.566,11914.51,7850.735,15028.439,9113.549,11490.854,18281.072,9642.277
275.606,387.52,220.699,548.957,340.376,301.748,750.163,473.523
0,0,0,12,2,0,8,4
3.25,8,0,4.146,0,6,4.627,2
2174.771,3394.806,2736.633,5363.599,2981.662,3261.896,7000.395,3855.634
6,13,11,22,8,6,3,2
33.203,110,63.994,134.92,102.888,14.265,220.879,67.439
9079.563,11789.2,12460.776,15917.917,11860.767,17983.568,33106.732,13990.188
1102.906,1517.668,1059.444,2778.938,1724.164,1366.111,4317.576,1603.747
3444.133,5107.275,3558.842,8043.026,4021.332,4976.009,9776.639,5023.669
2209.711,4070.478,2027.364,8129.933,6327.618,2622.337,20709.475,4858.081
257.128,407.85,238.532,1381.665,821.961,439.275,1326.264,579.347
571.042,941.864,477,976,693.09,647.101,1757,813.951
5551.942,11345.315,6750.953,11762.059,7915.324,10183.232,16957.913,8747.258
38,42,61,223,102.048,35,125,64.017
1075.755,1782.315,1044.074,2515.26,1550.097,1492.008,3909.484,1691.282
568.507,1055.565,342.979,803.448,359.993,655.351,441.494,178.621
4590.38,7537.544,4959.092,12466.741,7191.146,7168.498,12756.279,6473.458
0,0,0,4.604,0,0,0,26.661
1673.398,2387.97,1501.606,24831.23,19059.938,2217.898,13676.227,3358.34
4411.436,7048.149,4284.37,11416.197,7461.349,6117.073,18535.586,6952.576
1887.478,3126.763,1891.275,8056.294,3843.629,2917.084,5528.822,1668.613
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1
319.83,455.515,197.32,621.998,257.634,486.041,1059.369,567.899
73.774,95.128,17.867,119.284,24.584,28.059,20.273,34.459
190,282.009,335,172,165,320,509.002,696.821
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0
3,3,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0
612.007,925.124,607.527,923,476.06,931.999,1433.106,776
303,442.529,354.91,1040.306,633.529,428.383,1233.401,514.363
1754.965,2515.507,1721.819,3129.842,2153.785,2234.447,4232.284,2141.884
0,0,0,0,0,0,0,1.31
49.915,153.913,86.659,1880.079,1536.776,146.283,408.295,78.792
333.701,549.882,280.299,723.318,412.164,454.795,1116.127,559.554
0,0,0,0,0,0,0,0
24,90,38,133,138,65,279.009,52
0,0,0,0,0,0,0,0
0,0,0,4,0,1,0,0
0,5,3,5,5,0,2,1
0,0,0,0,1,0,0,0
369.404,562.054,311.015,573.616,378.401,398.97,997.68,433.366
125.603,282.036,140.872,422.082,172.774,298.106,673.237,287.26
0,1.213,9,20,6.854,14.101,21,10
986.985,1500.2,1213.411,2271.249,1538.332,1331.914,2844.59,1570.545
0,0,0,0,0,0,0,0
429.984,617.921,473.26,817.346,501.791,543.09,1281.641,639.421
282.315,572.592,692.796,726.422,375.322,494.181,1181.894,848.164
11.001,61.867,27.236,30.953,40.237,13.589,54.501,21.605
596.899,1252.196,789.478,1665.327,762.634,951.534,2312.478,1052.935
337.89,644.043,460.199,853.335,499.259,508.509,1225.824,446.063
652.544,960.957,756.296,1082.345,573.312,824.853,1269.467,821.649
13.984,36.952,25.428,64.868,101.733,21.698,97.611,44.567
44,0,0,0,0,31,127.218,48.137
0,0,2,4,1,0,1.512,0
13,1,4,28,11.395,0,12,5
698.113,1940.23,393.003,1062.809,232.678,400,1892.712,2116.716
0,0,0,0,37,0,0,1.688
14674.168,21462.01,8981.898,32470.019,15864.216,15360.685,58640.01,23318.994
7922.992,11381.539,7077.824,14078.935,8212.898,9409.549,20137.65,8373.521
0,63.01,71.503,83.954,34.907,6,0,63.495
37.79,73.954,21.626,759.048,534.245,44.404,3075.191,521.17
0,0,0,0,0,0,0,0
0,210,0,157,0,0,204.7,85
1,2,4,6,1,1,3,0
0,0,0,0,0,0,0,0
6637.832,7187.976,6033.033,18455.129,10128.973,7189.041,27553.185,11996.172
12028.36,25879.151,16770.19,35244.84,20548.197,21091.295,45228.525,23049.583
1120.641,1618.896,1093.398,1553.815,1179.308,1174.995,2873.881,1403.803
14438.931,27412.364,16119.935,34956.533,18643.1,17140.42,46041.272,26738.178
313.941,462.357,430.497,729.191,348.244,389.645,1035.138,712.235
408.604,696.428,480.991,936.213,848.484,662.579,1394.527,639.152
2.618,6,11,10,5,19,29.748,8.203
2515.31,4338.438,3628.997,14433.207,5257.026,3341.816,15392.413,6061.884
727.236,1834.314,552,1268.311,210.959,268.069,1530.844,1068.066
78.714,125.135,176.157,126.341,43.705,102.216,169.792,63.531
3,0,0,0,0,0,0,1.29
68.003,152.429,56.859,82.532,30.083,20.35,132.85,105.968
0,0,0,2,0,0,1,0
888.25,2039.794,1006.185,5974.706,4903.012,1096.126,7354.839,893.339
2,0,6,0,0,0,0,0
0,0,0,0,0,0,0,0
66,77.748,42.999,91.518,36.494,40.268,90.088,25.491
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,141.222,42.464,280.487,72.366,369.8,499.727,0
0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0
0,288.52,189.408,1303.477,862.212,2.084,249,0
26,27,0,0,0,17,40,32.013
0,0,0,0,0,0,0,1
20,31.132,37.547,195.975,99.128,0,87.815,19.326
54.946,165.626,341.848,438.502,182.853,8.201,184.718,143.567
69,149,199,356,157,115,221,121
752.579,1054.925,596.038,1493.721,769.43,1217.451,2315.183,961.217
996.799,1558.568,1275.185,2450.085,1591.697,1882.975,3754.001,1455.748
5,0,1.845,11,2.154,2.33,23.025,7.189
1804,3026.996,1967,3495,1687.216,2479.381,5131.288,2873.378
443.143,654,722.502,1167,991,806,1493.004,700.367
1764.282,2655.135,1618.053,5478.67,2920.802,2312.413,4462.087,2817.153
2549.819,4349.169,2881,6496,3254.972,4162.426,10277.638,5407.213
162,197.256,261.229,837.746,334.02,169,391.153,151.099
552.693,1168.279,758.13,1338.692,886.641,935.66,4315.944,2193.867
12.331,26.895,11.807,123.499,70.999,10,84.768,19.3
2297.411,2952.533,1913,5568,3237.063,2656.942,7003.353,2696.555
693.008,1731.197,1010,1910,1688.107,1877.999,2685.484,1603.001
4103.463,5837.904,3719.981,7591.061,4837.762,5342.589,11860.819,6392.361
1183.758,1969.966,1471.387,2240.969,1407.948,1626.137,2983.438,1432.528
0,0,0,0,0,0,0,0
2398.429,4703.99,3200.389,2792.946,1658.076,3242.952,2613.514,2229.192
42.49,42.73,23.872,51.896,30.097,51.377,79.996,64.291
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
42,81.001,43,99.001,63.001,52.999,113,95
997.954,1544.432,1019.052,1716.587,868.066,1464.553,1925.993,1391.808
164.762,335.354,251.253,895.715,549.147,303.11,1360.203,660.809
71,92,73,236.015,102,87,162,103
385.893,610.568,414,695.294,403.466,670.584,811.48,464.154
0,0,0,0,0,0,51.716,0
26.419,69.208,57.284,197.196,70.748,55.577,142.78,95.669
4304.49,6318.421,3724.809,5731.59,3992.313,3922.895,9851.149,5084.493
2245.736,3355.406,2267.727,7689.137,5651.015,3143.843,10185.994,3334.649
1759.138,2590,2644,9763.813,5813.226,3014.018,11544.799,6536.007
0,8,9.259,164.289,59.773,0,12.715,0
1.617,11.396,2.838,82.536,37.407,4,30,11
0,0,0,0,0,0,0,0
0,2,1,0,0,0,1,0
30,117,0,85.66,29,22,141,62
9132.585,18868.119,11452.4,17853.93,9979.345,16599.372,31158.848,16583.771
2540.485,4626.733,2763.138,7778.664,3635.551,3709.84,5530.839,3623.929
1082.073,1569.435,1008.046,1834.381,1576.586,1853.906,3421.219,2013.238
5,42.907,95.437,1440.875,573.861,7.398,718.464,40.05
1324.919,1788.03,1769.716,2772.43,2456.506,2073.936,5071.493,2517.891
926.939,1498.749,923.959,2199.287,1278.958,1320.508,3611.726,1762.813
4879.624,7971.367,5226.553,10478,5070.76,8093.606,9406.978,6088.547
194.422,286.203,156.651,437.749,181.601,256.208,556.034,360.183
824.388,1281.243,851.839,1318.717,1169.24,1002,3348.797,1430.431
236.976,578.662,330.238,482.283,344.238,493.815,778.831,539.033
377.873,533.775,264.022,560.955,327.979,653.361,1035.004,546.833
54.311,92.418,76.573,81.53,35.609,176.778,144.351,77.475
448,622.355,0,0,0,0,0,804.092
99.728,171.633,129.527,228.363,85.38,120.508,421.363,190.509
363.11,721.083,467.707,1205.686,497.707,509.144,1604.044,784.463
0,4,0,0,0,0,0,0
0,0,1,1,0,0,3,0
0,0,0,0,0,0,0,0
26.642,77.622,49.164,248.935,150.662,63.805,246.467,58.631
804.799,925,771,1563,671.295,1057.104,1673.636,867.001
324.745,439.201,412.007,979.41,444.185,519.381,734.737,366.581
0,2,0,0,0,0,0,0
1861.778,3051.096,2106.161,4117.31,2645.777,2873.998,5603.086,2673.231
134.839,629.381,239.227,46.738,70.342,56.809,317.112,593.474
17846.483,48563.51,26176.584,21672,19518.255,15650.973,102853.692,74754.923
3850.058,7656.113,3752.741,6578,4094.436,3925.651,17950.742,12671.432
354.365,329.236,277.821,5649.073,5139.507,382.788,846.089,617.585
4.593,16.432,1.183,6.504,2.722,2.184,0,2.89
4.628,132.097,15,162.624,186.755,68,154.169,176.091
76.678,87.616,76.952,43.84,45.907,33.341,132.167,85.273
0,0,3,0,0,0,0,0
2,0,0,0,0,0,0,0
876.32,2646.943,1104.708,2690.979,957.565,2282.389,3027.397,2706.715
139.379,270.112,154.838,389.828,169.296,202.561,389.666,177.066
346.473,655.045,467.523,813.939,492.261,496.49,944.533,511.758
1468.093,2492.918,1360.776,3190.435,1951.955,2049.022,2807.994,1414.661
4,0,0,10,7,1,10,7
1575.397,2496.831,1476.738,4786.348,2685.447,2380.149,6275.492,2337.792
208.589,101.72,57.525,87.773,15.592,279.711,209.452,155.002
715.248,1301.028,646.587,1048.159,762.932,895.822,1326.881,780.876
1284.055,1988.085,1366.407,4327.516,2857.426,1750.331,6181.768,1816.442
989.872,1576.35,1114.778,2836.326,1326.695,1497.98,3321.701,1411.903
2210.335,2954.034,2135.973,5853.359,3049.677,2834.129,5543.668,2683.755
363.467,577.731,184.277,661.877,389.984,403.969,751.743,603.51
494.739,743.287,478.889,1091.369,494.617,520.439,1107.508,651.159
1357.207,2130.019,1618.712,2414.153,1367.922,2215.217,3558.808,1953.221
394.475,498.621,252.203,564.217,447.88,425.542,776.675,304.711
22.53,59.233,31.065,38.849,0,32.995,15.373,24.956
0,2.45,2,15.813,0,1.514,0,0
36.967,52.037,23.119,56.584,38.822,53.063,79.673,33.584
304.397,546.65,332.539,541.997,307.308,437.466,1055.765,627.865
1.153,2.717,6.561,2,1.211,4.534,25.762,7.011
14,38,18,12,8,8,2,24
0,0,0,0,0,0,0,0
1731.001,3560.487,2070,2453.557,1333.111,3200.128,2494.692,2192
0,0,2,1.507,0,0,0,0
0,0,0,0,0,0,0,0
93.612,137.594,75.027,233.543,110.552,111.758,235.263,132.773
37.195,82.23,62.432,116.599,53.787,29.059,91.668,34.996
256.062,351.545,222.68,561.491,297.23,284.716,786.577,309.838
5,8,13.185,15,11,9,5.057,5
24,59,50.815,59,45,40,68.943,18
205.065,339,257,660,377.223,311,772.012,214
166.859,321.352,266.389,323.066,150.375,246.884,492.055,358.993
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,8.004,26.393,8,0,8.226,0
0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0
0,0,0,0,0,0,0,0
0,2,11,7,7,0,1,2
0,0,0,0,0,0,1,0
2,1,0,0,1,0,0,0
5100.445,8432.34,6201.257,10669.895,6828.917,9161.658,12555.329,7595.732
51.644,123.808,69.529,146.296,72.31,97.086,167.872,135.289
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
473.906,786.305,444.32,450.908,183.2,616.246,1444.911,1031.568
101.002,121,82,157.001,79,74,180.001,107
81,127.2,96,317.502,210,95.202,452.221,122.538
0,0,0,0,0,0,0,0
16,18,26,14,2,1,9,5.55
187.974,289.828,154.398,551.348,561.17,416.026,762.768,215.4
0,0,1,0,0,0,1,0
4124.696,5961.18,4232.3,7788.83,5235.972,5149.526,10096.794,4102.806
3,0,0,0,1,0,0,0
0,0,1,1,0,1,0,1
0,0,0,0,0,0,0,0
0.731,0,14.125,0,0,2,6.901,12.515
8,0,39.762,13.887,0,0,40.231,4.015
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,3,0,3,0,0,0
407.234,679.148,340.986,293.887,157.755,632.437,1424.617,798.313
5,5,2,4,2,4,20,6
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2,2,16,2,2,1,0,1
0,1,0,0,1,0,0,0
5.058,9.465,15.178,2.536,24.681,4.482,0,14.65
0,0,0,0,0,0,0,0
0,0,1,0,0,1,1,0
0,0,0,0,0,0,0,0
0,0,3.083,0,0,0,0,1
0,0,0,0,1,0,0,0
0,0,0,0,0,2,0,2
0,0,0,0,0,0,0,0
11,15,4,27,10,6,38,25
44.679,248.479,91.775,253.316,32.441,70.837,129.838,92.798
0,0,0,1,0,4,3,0
0,0,0,0,0,0,0,0
893.376,1436,854.542,2814,1836.072,1293.252,1423.828,401.516
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,1
1,0,3,4,1,0,2,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,1,1,1,0,0,0
120,244,171,376.209,92,212,299,69.813
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
5,0,7.436,14,6,2,12,8
2352.261,3972.694,2537.006,3159.423,1530.877,3132.617,6504.323,3781.285
4,16,1,15,5,4,144.001,52
0,1,0,0,0,0,0,2
2,1,4,25.589,100.049,1,395.116,70.437
274.096,423.401,276.468,757.503,360.234,550.637,821.957,425.94
0,0,0,0,0,0,0,0
27.962,23.266,30.289,43.136,41.594,24,89.817,47.454
48,51,47,113,25,38,70,185
0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0
6,1,2,11,7,5,30,12
104.147,216.956,226.595,362.847,98.933,364.224,457.826,255.766
1982.871,3078.242,2283.907,4285.086,2343.054,3173.341,6148.788,3528.262
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3,10,3,14,0,3,0,1
1,12,6,31,9,0,7,0
17.067,6.171,17.616,3.108,3.553,14.183,9.283,6.216
0,0,2,6,1,0,0,4
0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.565,0
0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2,6,1,10,2,2,1,2
38,97,35.506,148.9,120.42,90,164.296,102.974
337.422,655.721,476.459,937.737,414.881,583.87,1279.437,606.78
437,628.779,580,915.892,559.089,720.181,1177.83,537
22165.745,39306.16,28635.298,72141.389,39082.216,39039.89,73910.596,36155.006
226.957,392.918,224.901,456.357,296.596,329.281,771.791,395.671
6,6,3,1850.298,1180.909,3,96,8
346.899,560.266,379.978,418.931,233.922,391.423,918.783,449.576
0,0,0,0,0,0,0,2
508,789.779,454.54,914.658,487.817,580.537,1306.155,709.577
545.611,741.037,402.885,970.978,580.072,859.504,1652.879,867.193
0,0,0,0,1,0,0,0
1015,1763.131,1196.004,2475,1701,1651.039,3495.105,1542.491
5303.939,8855.2,6011.485,8261.3,4531.823,7736.383,12037.392,7469.107
698.315,1122.27,737.715,1439.431,941.771,1004.983,2148.697,878.776
434.376,602.087,320.253,871.329,461.796,622.048,1016.337,677.597
0,0,0,0,0,0,0,0
1417,2432.459,1810,3237.808,1965.681,2351.677,4933.839,2009.211
266.983,538.07,326.686,746.242,409.629,465.328,544.551,343.449
10.988,64.362,0,66.171,0,21.41,7.799,58.277
