SRR18889440,SRR18889441,SRR18889442,SRR18889443,SRR18889444,SRR18889445
2152.216,2205.448,2658.912,2503.852,2170.654,2276.296
0,0,0,0,0,0
16.42,19.469,37.322,60,47.848,30.426
0,0,2.68,0,0,0
16.653,7.119,107,14.539,21.244,86
0,0,0,0,0,0
3450.466,2954.019,3693.255,3365.837,3345.264,3270.053
27,30,27,25,38,21
3,1,9,1,6,4
2,0,0,0,0,0
39,19,14.45,7,0,18.821
0,0,0,0,0,0
0,0,0,0,0,0
340.47,200.876,436.157,291.192,350.676,307.242
46.089,16.274,50.978,17.555,57.006,31.403
0,0,0,0,0,0
5,1,0,0,1,0
78.997,64.311,78.894,114.874,115.904,65.797
0,0,0,1,0,0
518.025,504.001,434.053,516.998,471.983,453.615
0,0,0,0,2,0
545.215,356.041,551.635,563.121,440.164,308.741
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1624.555,1456.139,1372.036,1617.176,1755.308,1255.015
29,18,18,16,23,18
654.976,547.288,625.237,560.718,635.282,648.495
1914.874,1992.039,2195.233,2157.02,1720.829,1775.193
1140.376,1250.474,1329.815,1163.697,1180.804,1162.423
318.611,496.293,398.749,381.531,84.943,263.356
0,1,5,1,2,1
45,30,25,40,32,28
66.32,38.074,69.125,78,46,63.999
1312.759,752.068,913.931,1191.757,791.712,1309.088
81.002,64,119,70,82,105
34,25.001,29,30,34,25
501,432,454.018,526,399,391
26,31,29,28,22,26
1180.888,1180.912,1112.195,1189.887,1027.823,1075.795
1,2,0,1,0,0
3,5,5,6,5,9
2.115,0,0,2.283,0,0
45.027,42,59,46,50,57
19,12,22,19,22,10
55,49,56,68,57,62
13,11,17,6,11,13
0,0,0,0,0,0
1,0,0,0,0,2
0,0,0,0,0,0
733.395,866.286,643.86,931.555,641.256,616.118
416.158,289.365,382.096,315.611,377.524,384.423
1804.689,1584.777,1866.694,1726.137,1681.902,1824.106
5.33,15,20,0,1,11
660.328,495.023,744.258,623.317,643.069,675.248
1283.651,1089.971,1416.042,1221.597,1137.779,1205.402
462.812,352.795,440.825,395.771,414.853,439.768
6,1,1,10,6.407,6
1296.619,1436.44,1428.263,1431.579,1333.109,1352.876
896.387,592.81,697.51,859.001,759,736.008
6033.478,5934.647,7389.386,6091.659,6148.805,6389.4
55,46,46,46,59.009,51
12704.536,11864.718,13124.746,12853.454,11037.261,12471.658
0,0,0,0,0,0
0,0,0,0,0,0
280.381,303.997,286.112,273.265,368.448,224.148
368.307,293.14,266.142,275.266,236.7,294.4
190.866,127.041,156.72,184.031,130.961,158.375
1232.833,974.143,1355.512,1002.788,1121.377,965.634
5,3,6,0,0,2
10833.676,10627.969,11262.561,10595.074,9715.497,9807.134
117.184,184.327,158.419,401.664,402.37,323.236
8.324,2.252,13.652,5.613,4.523,7.347
884.528,805.943,837.57,773.36,722.034,821.089
37.59,60.257,49.797,41.492,22.33,40.311
252.07,189.418,214.043,272.833,222.851,204.399
704.65,763.54,807.577,714.82,670.325,626.861
554.262,578.349,573.375,535.027,542.815,682.745
137.618,282.346,282.646,560.42,310.987,363.43
7.871,0,0,11.71,0,0
1021.42,934.819,1073.704,894.087,783.064,898.474
411.897,362.678,423.617,378.652,337,339.709
0,0,0,15.001,0,0
99,129,147.001,106,108.001,107.982
0,0,8.647,3,5.352,4.782
5226.654,4892.657,5337.823,4849.546,4490.693,4530.903
26,25,31,19,23,31
405.868,303.819,485.176,373.733,460.321,488.173
684.222,425.062,425.526,540.296,355.086,554.918
0,0,0,0,0,0
0,0,0,0,0,1
858.991,837.001,751.001,887.057,695,820
1481.896,864.828,1285.739,1708.808,942.504,984.888
4333.787,4539.627,5062.272,4698.23,3659.019,4406.157
92.481,84.581,113.523,120.42,99.18,129.589
1049.001,954.84,1025.678,874.285,842.869,875.577
336.703,322.532,387.587,360.309,329.662,352.021
0,0,0,0,0,0
217.999,200.001,258,201,234.014,201
282.534,330.301,225.608,272.795,150.379,262.877
22,7,21,25,14,24
0,0,0,0,0,0
2332.318,1866.739,2179.52,2252.071,1856.888,1885.27
0,0,0,0,0,0
3,9,12,4,9,21
7856.921,7306.852,7457.747,7148.242,6243.117,6497.975
273.201,251.001,258.001,243.916,274,226.999
117.229,109.958,170.387,131.429,112.391,81.029
0,11,3,0,3,0
9209.055,8566.605,10116.006,9201.047,8556.3,8297.212
4243.843,3710.267,4881.822,4248.792,3930.702,4018.918
28,7.386,29.001,28,24,16
2251.135,2172.388,2345.481,2037.696,2009.123,2103.521
3821.63,3459.234,3981.242,2697.135,3026.804,3487.483
318.409,205.856,235.377,192.436,172.599,268.787
0,49,81.968,41.94,47.594,59.58
0,0,0,0,0,0
1119.39,960.846,1141.382,1272.68,1042.255,1257.403
285.163,136.377,309.568,255.817,279.359,317.553
0,0,0,0,0,0
702.937,581.12,756.344,702.766,733.22,690.776
317.045,297,391.999,331.999,277.017,331
6.516,0,1.442,0,6,1
0,0,0,0,0,0
5551.98,4582.313,5870.915,5768.172,5435.273,5812.82
552.619,749.964,750.881,439.295,682.999,264.397
410.685,446.024,423.89,453.45,373.134,392.716
1762.46,1676,1971.394,1371.305,1438.618,1562.331
0,0,0,0,0,0
6525.922,6126.564,6689.962,6228.515,5777.688,5696.638
14577.823,13524.292,16420.135,13747.221,14295.596,14689.172
803.804,706.158,924.781,713.046,866.802,780.597
3396.815,3929.708,3962.862,3401.214,3425.524,3255.961
1,1,0,0,1,0
928.245,991.89,934.04,1089.425,850.119,916.192
40.703,0,0,0,20.52,17.604
43.761,31.548,0,4.275,47.325,55.09
0,0,0,0,0,0
0,7,1,2,1,4.836
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
27,16,34,28,29,14
326.93,253.698,390.004,333.738,332.383,361.738
946.217,494.932,860.875,596.515,717.719,773.71
315,294,322,312,309.069,250
0,0,0,172.764,0,0
241.707,155.739,179.017,179.34,217.176,173.062
615.14,401.928,407.602,405.001,622.219,618.693
295.99,222.58,272.988,257.429,169.188,140.12
2,2,0,0,2,0
0,0,2,1,0,0
0,0,0,0,1,0
0,0,0,0,0,0
47.627,42.191,61.141,75.743,59.884,37.729
237.942,245.299,271.955,241.537,232.972,208.285
95,95,127,90.001,97,116
487.162,396.134,117.035,407.022,491.015,463.697
780.72,596.623,764.415,629.451,626.587,603.007
1780.832,1740.863,1730.309,1664.356,1452.937,1458.588
830.395,932.39,981.876,911.559,871.543,668.632
127.652,101.956,143.539,129.574,112.945,104.432
277.361,230.049,253.848,238.674,263.422,212.98
1536.254,1387.199,1688.505,1555.954,1300.489,1367.925
586.126,423.844,630.687,486.774,587.825,582.824
89.574,91.209,91.879,110.889,83.443,86.631
0,0,0,0,0,0
1039.477,755.475,1019.428,847.81,853.25,850.592
9.673,0,0,0,0,0
0,0,0,0,0,0
656.717,564.068,842.125,712.948,849.632,774.986
1001.812,898.133,1069.988,955.401,868.414,810.156
7559.705,6025.856,8052.062,6780.909,7232.867,7202.538
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
6312.556,5978.222,7427.501,6706.813,6254.431,6095.446
607.815,491.348,641.816,449.093,494.775,562.879
1351.628,1462.483,1626.149,1550.557,1430.342,1399.544
1173.688,1046.893,1158.489,950.019,760.688,868.508
1509.113,1411.368,1745.437,1670.83,1443.813,1380.602
3063.404,2792.394,3613.453,3018.372,2760.534,2820.557
0,0,0,0,0,0
28575.578,25370.131,31789.958,28790.386,27268.17,26919.298
4301.32,3459.161,5002.9,4376.176,3937.072,4032.037
178.108,126.763,164.646,181.018,125.03,153.395
0,0,2.774,5,0,0
3,3,5,3,2,3
4538.761,4489.33,4986.803,4509.146,4265.18,4407.854
4556.384,3919.581,4143.774,4264.366,3395.869,3521.18
305.403,298.342,333.84,236.211,175.596,220.153
4285.232,3478.59,4701.425,4015.996,4291.256,4755.568
1,0,0,2,0,0
0,0,0,0,0,0
25,13.48,35,30.395,4.426,12.076
0,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
3,3,0,0,0,1
0,0,0,0,0,0
1473.621,1125.813,1505.117,1080.801,1303.287,1338.957
1198.15,949.223,1272.841,1134.986,1194.5,1225.211
0,0,3,0,0,8
0,0,2,0,1,2
1316.159,441.331,1211.063,979.872,1161.759,1277.419
2.249,11.412,12,14,11.976,0
0,0,0,0,0,0
0,0,0,0,0,0
3469.433,3758.08,4366.985,3541.871,3808.151,3880.98
0,0,0,0,0,1
0,0,0,0,0,0
499.637,342.908,564.733,501.881,430.191,451.015
2271.62,1919.724,1811.444,1954.636,1824.943,1848.903
343.981,264.592,218.871,344.498,194.24,247.439
2935.733,2875.907,3145.593,2878.578,2592.112,2641.04
0,0,0,0,0,1
507.18,422.703,789.553,915.709,1120.605,742.488
0,0,0,0,0,0
0,0,0,0,0,0
443.627,440.281,508.576,489.498,521.269,454.684
0,0,7.886,0,0,0
26199.552,25668.389,28436.853,25049.991,23979.924,25596.369
2150.439,1952.443,2479.966,1962.423,1775.579,1708.179
881.742,763.838,746.941,766.764,767.939,843.106
587.186,504.204,620.878,472.619,625.57,563.697
440.001,471.38,507.461,505.765,452.522,401.323
0,0,0,0,0,0
658.457,660.565,471.15,643.951,792.771,690.313
0,2,0,0,0,0
190.724,202.085,90.665,229.672,96.83,155.108
569.506,528.834,506.784,581.021,432.636,529.052
233.417,186.549,223.721,210.761,204.83,214.058
574.82,349.657,433.087,328.587,291.959,446.758
0,0.994,3.469,1,1,0
8.425,14.375,7.513,13.255,34.365,35.835
596.107,435.721,631.583,497.9,499.678,562.068
1000.004,892,1084.103,975,868,918.149
19,10,15,5,12,11
2353.958,1864.289,2466.247,2438.981,2156.517,2046.863
0,10.126,4.446,0,0,3
0,0,0,0,0,0
0,0,0,3,0,0
0,0,0,0,0,0
0,0,0,0,0,0
787.902,724.715,791.549,762.776,769.638,812.359
21.704,26.869,25.236,11.751,21.654,24.14
142.811,116.809,188.957,94.777,95.794,97.982
178.778,144.018,153.156,348.839,147.619,234.983
42.597,17.369,20.488,23.311,18.312,20
46.574,35.782,43.026,40.578,13.926,17.874
1.186,121.306,132.887,179.275,171.401,88.851
644.176,608.15,803.301,576.697,665.394,789.899
0,0,0,0,0,0
710.488,566.824,649.422,675.019,587.569,633.739
0,5,8,1.124,9,6
32.609,6.005,71.076,21.906,76.781,73.454
91.401,98.843,94.799,78.602,70.254,114.256
414,364,393,362,349,307
0,0,0,0,0,0
0,0,0,0,0,0
634.001,547.001,662.992,596,657.147,565.001
209.509,149,229,184.006,218,218
0,0,0,0,0,0
0,0,0,0,0,0
244,175,249,197,200,237
6037.063,5434.847,4805.592,5604.094,4302.296,4581.899
183,154,228.091,182,166,175
61,51,45,45,45,41
101,71.585,80,88,87,81
158,99,124,115,113.143,137
3,0,0,0,0,2
20.001,15.091,30,17.876,19,0
3006.107,2568.134,3267.033,3078.343,2828.285,2657.21
4,0,1,2.993,0.5,3.824
0,0,0,0,0,0
0,0,0,0,0,0
2016.408,1792.31,2009.942,2028.902,1607.117,1923.489
1414.878,1263.64,1353.39,1263.379,1046.637,1325.972
991.433,1045.51,1179.919,988.616,993.087,1047.897
191.263,169.05,255.208,203.278,216.004,231.675
0,0,0,0,0,0
0,0,0,0,0,1
998.366,932.718,940.762,961.646,1007.48,910.622
0,0,0,0,0,0
0,502.987,0,0,467.614,0
25.497,53,64.279,14.868,66.001,62.809
6607.758,6345.509,7293.427,6651.971,6159.615,6025.325
729.789,580.983,638.19,557.272,419.117,461.644
318.955,232.195,358.308,345.049,284.931,315.508
3451.471,3759.074,3719.706,3905.386,3049.415,3078.614
516.461,515.536,458.219,487.436,506.794,443.436
5016.265,4329.5,5165.144,5082.203,4501.026,4349.519
1673.151,1572.269,1901.802,1663.915,1698.074,1694.358
1330.298,1134.041,1383.565,1223.305,1260.153,1450.301
2,1,5,3,4,3
1128.669,1122.238,1263.411,1169.119,996.143,969.852
2709.723,2684.254,2881.731,2896.158,2433.689,2392.378
13.663,0,46.94,2.971,12.085,0
76.001,66.949,69.927,61.999,63.999,79
191.587,135.863,168.983,171.793,177.914,179.993
522.269,430.825,358.434,451.968,267.064,344.918
508.993,395.976,566.938,472.001,521,494
937.925,798.088,740.094,787.173,753.596,775.968
0,0,0,0,0,0
111.645,86.268,93.647,90.503,92.085,94.987
2.453,4.932,9.763,4.148,14.603,0
22.868,10.813,28.318,23.108,11.061,25.335
56.193,59.331,51.978,63.671,13.602,48.354
289.919,74.081,287.42,147.045,309.067,166.013
532.119,264.692,495.348,378.038,396.367,379.138
0,0,9.061,7.39,3.504,0
890.248,833,893.98,764,664,749.963
1609.826,1121.433,1613.164,1348.273,1427.659,1421.088
167.496,177.538,161.844,193.166,157.76,152.752
86.265,62.204,106.391,82.253,74.183,88.921
2014.104,2004.186,2137.274,1941.037,1937.705,1965.88
150.262,105.891,192.695,157.19,161.55,105.239
92.88,86.216,89.225,119.635,81.075,89.966
882.002,834,903,830,767,864.006
0,0,0,0,0.847,2.351
129.006,121,149,135,91.465,84.999
399.642,384,449.123,405.125,415.88,369.398
33.079,26.957,38.055,45.875,55.511,19.594
83.249,73.949,70.016,28.562,43.041,23.896
0,1,5,2,1,0
0,0,0,0,0,0
4,0,1,0,4,5
30,22,32,20,26,30
410,345.69,399.155,447,431.046,366.552
0,1,0,0,0,0
2,0,4,3,1,4
5796.9,4226.735,6024.28,5582.066,5139.587,5200.852
1705.758,1357.972,1740.842,1902.976,1452.452,1312.346
1676.963,1401.136,1662.188,1618.113,1298.292,1354.852
401.063,359.756,622.935,604.932,511.128,637.599
3614.053,3299.324,4096.679,3400.381,3761.224,3848.677
8,5,21,15,14,21
0,0,0,0,0,0
769.688,570.156,817.635,622.121,686.974,698.615
1349.428,1118.433,1408.064,1429.266,1163.573,1067.836
278.029,175.594,261.073,177.825,240.864,222.521
76,55.998,22.804,25.765,53.323,38
2941.762,2883.135,3184.401,2921.421,2753.313,2500.735
634.842,496.144,679.995,583.332,535.403,513.251
2372.999,2062.465,2483.208,2608.043,2087.743,2028.045
274.982,247.259,290.325,238.449,285.22,205.284
0,0,3,0,2.546,4.025
0,0,2.338,2.334,4,0
299.561,212.022,247.154,262.955,174.55,275.342
6136.73,6006.035,6244.954,6358.002,5924.406,5458.527
0,0,0,0,1,2
60,63,57,83,58,69
498.856,649.114,411.308,439.525,513.103,320.892
0,0,0,0,0,0
25,15,27,24.828,16,15
264.594,230.737,297.504,233.819,249.397,208.735
621.092,627.491,731.791,163.204,678.428,536.393
0,0,0,0,0,0
0,0,0,0,0,0
7807.17,6716.968,7382.735,7541.374,6443.674,6432.675
882.544,884.717,969.105,897.913,738.519,929.67
235.889,58.482,391.154,55.543,25.031,47.586
3254.187,3000.808,3837.675,3275.762,3523.539,3515.674
0,0,0,0,0,0
20.026,70.924,48.353,45.756,40.776,22.478
0,0,0,0,0,0
0,0,0,0,0,0
1.362,0,0,1.721,0,0
0,0,0,0,0,0
398.446,242.829,335.56,395.073,295.526,338.965
4736.102,4896.538,4892.662,4838.303,3828.892,4136.793
153.427,101.615,260.372,217.458,258.814,180.877
22289.325,18676.178,23030.98,21732.064,17731.439,16162.696
6.785,9.025,4.365,7.401,7.452,8.38
0,0,0,0,0,0
19432.763,18584.679,20160.656,19191.358,17293.906,18157.614
7658.327,6262.895,8029.973,7522.925,6912.905,7031.761
1527.801,1448.549,1675.735,1539.598,1403.059,1309.776
8.938,0,2.95,0,2.499,0
2636.278,1284.594,2155.951,3143.911,1463.455,1969.791
100658.594,82575.976,107946.715,94754.605,93839.97,96211.016
47.527,36.812,105.217,71.945,8.287,21.18
129.421,101.146,68.582,110.592,111.786,118.893
0,5.079,0,0,0,0
0,17.139,4.157,14,16,7.365
13.629,11,18.47,26,5.572,9
287.398,248.984,226.351,244.935,237.608,208.864
459.527,480.983,542.589,462.034,492.32,420.56
0,0,2,0,2,2
106.493,92.908,111,117.001,87.995,98.472
4643.512,4048.955,4922.075,4496.526,4291.762,4292.608
7.566,21.851,13.109,18.962,9.254,13.569
2,0,0,0,1,0
12,7,11,6,4,6
43,31,51,26,30.452,30
169.871,92.663,169.182,144.098,136.994,162.674
10,9,4,3,7,8
0,1,0,1,1,0
0,0,1,0,1,0
509.109,465.489,646.335,495.615,462.6,510.328
79.125,51.589,77.92,65.69,98.447,33.125
7,4,9,6,8,7
1302.337,1149.409,1766.152,1206.253,1268.095,1366.696
4,0,0,0,3,3.756
1,0,4,2,2,0
2791.469,2186.923,2747.355,2627.508,2284.624,2460.492
84.812,194.104,92.594,73.734,102.71,121.514
0,0,0,0,0,0
1,1,3,2,3,4
0,0,9.581,3.604,0,0
8,3,6,4,5,3
1575.937,1362,1732.986,1513,1482.983,1441
95,50.786,95,85,92,104.698
35,21,32,18,16,41
3700.967,3566.006,3217.122,3510.903,3080.822,3207.536
684.231,624,851.756,740.095,673.436,731.956
0,0,0,0,0,0
3510.496,3073.342,3413.348,4151.432,2867.487,2633.473
0,1,0,2,0,0
0,0,0,0,0,0
554.765,325.703,444.221,532.017,432.039,594.399
0,0,56.319,58.207,0,0
1,0,1,0,0,1
21100.684,20757.897,21300.427,19391.335,19877.364,20745.195
1629.761,1475.208,1659.928,1593.938,1483.993,1544.172
276.001,210,235.809,53.562,202.103,202.253
2,0,0,0,0,0
40,30,35,38,43,32
6,8,10,3,11,1
3,7,7,3,7,7
0,0,0,0,0,0
422.021,280.692,966.181,356.512,388.562,658.514
1488.822,1196.067,1612.176,1383.055,940.911,1503.284
785.784,589.001,488.502,548.525,720,419.353
2548.843,2338.499,2537.203,2443.837,2483.583,2421.769
392.696,341.783,431.797,405.479,396.155,318.043
43.016,57.065,81.102,60.851,30.985,38.288
0,0,0,2.807,0,0
92.045,50.558,130.113,96.719,117.155,32.579
496.434,347.508,527.629,400.808,380.241,386.399
1903.434,1627.334,1962.668,1899.102,1615.407,1760.157
8877.456,8099.043,9432.064,8861.451,8028.734,7655.479
5393.505,4774.534,6057.288,5235.142,4527.312,4497.097
30.965,26,44,35,42,39
53,31,27,29,14,20
44,31,53,43,49,46
34096.243,30101.698,33720.608,31786.665,31528.138,31773.175
114.786,106.553,169.225,93.877,101.115,126.977
1803.4,1460.836,1902.592,1595.664,1500.104,1462.053
0,0,0,0,0,0
377,436,410,406.382,402,384
1101.454,1257.302,1013.059,1054.01,930.172,1127.076
403.925,483.444,473.757,480.455,431.901,417.245
2869.65,4215.331,5463.594,3816.806,3867.103,3962.173
0,0,0,9.961,0,0
2965.825,2649.431,2937.77,2501.615,2480.453,3255.411
15.916,29.846,33.371,23.308,51.373,18.012
96.572,94.966,102.45,49.333,92.371,128.773
676.079,453.472,694.179,432.276,458.203,257.953
271.143,281.608,296.043,237.486,279.606,269.038
19.812,31.084,38.363,20.49,21.509,19.346
2055.392,1727.998,2253.965,2159.632,1867.128,2145.933
2700.956,2492.573,2789.336,2874.029,2392.005,2541.005
236.376,93.137,340.432,259.422,181.656,444.598
26453.788,25279.334,30178.86,27048.127,24778.108,24650.494
103.051,83.83,110.515,77.265,96.398,99.474
479.703,588.974,546.315,647.672,453.268,426.835
10740.114,9288.895,10805.575,10227.505,8951.604,9494.587
249.532,199.811,76.346,172.114,826.513,536.718
0,0,0,271.23,0,0
7096.956,6161.394,6662.363,6824.24,6304.765,6348.77
2012.793,1714.923,2107.679,1711.281,1803.16,1784.186
6338.774,5303.489,6598.432,5997.311,5853.657,5683.677
4327.892,3571.996,4807.601,4207.933,4518.994,4526.627
232.165,194.978,223.759,186.146,188.192,198.968
716.867,1070.32,1247.472,823.687,1339.383,958.894
3692.034,3593.18,4193.935,3565.33,3661.27,3814.339
8312.835,6749.681,8752.121,8106.82,7392.929,7169.253
19846.743,18551.197,22001.322,20216.554,18962.883,18876.311
1491.458,1272.26,1442.513,1255.349,1468.334,1422.479
27071.37,24020.727,29154.017,26885.294,24779.51,25660.91
3286.886,3098.223,3794.029,3101.404,3177.008,3161.695
0,0,0,11.182,0,2.261
5433.002,5145.162,6210.224,5576.647,5286.682,5315.075
943.108,817.506,908.527,971.063,856.825,767.295
0,0,0,0,0,0
1047.702,1008.717,1191.74,1209.176,1006.538,991.956
62.098,42.335,40.716,75.845,38.962,25.81
5221.484,4504.234,5570.994,4969.063,5538.328,5521.125
4777.138,3952.03,4850.649,4274.427,3934.855,3731.165
0,0,0,0,0,0
114.411,11.611,133.405,89.396,11.859,137.886
6021.603,5071.346,6148.656,4794.53,5053.721,5455.33
73941.276,67123.843,78289.433,72686.942,67350.047,69190.405
2176.284,1911.191,2890.236,2101.44,2600.05,2741.382
10631.786,9168.222,10942.296,10242.276,9611.833,9025.012
8066.727,7636.859,8555.479,8177.489,7987.846,7546.506
4894.794,4240.316,6338.722,5637.219,5463.78,6557.976
526.562,628.185,627.786,588.238,543.15,502.472
166.739,176.645,154.363,182.344,140.409,146.295
451.662,624.292,483.34,473.113,415.977,276.955
5739.994,4307.289,5781.352,5307.992,5151.995,4601.056
29.763,20.892,49.373,40.564,63.853,36.747
1418.609,1190.393,1798.091,1512.395,1280.522,1293.656
0,0,0,0,0,0
612.208,643.96,901.574,664.865,665.584,494.014
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,1,0
80.163,98.966,161.27,108.656,90.179,117.415
100.265,114.619,148.405,114.002,76.489,172.827
0,2,3,0,0,0
52.826,31.85,25.154,31.677,23.246,54.107
0,0,0,0,0,0
0,0,0,0,0,0
130.597,125.738,91.989,121,86.695,160
10.364,67.709,18.359,11.236,146.989,17.337
10655.668,9986.249,10955.515,10382.264,9845.71,9651.958
8144.73,7637.724,8810.169,7721.404,7664.034,7616.559
150.174,165,162,130.72,129.544,140.179
2111.7,1933.958,2239.075,1786.882,1966.313,2212.673
24,22,17.856,16,15,11
0,0,0,0,1,0
456.245,373.97,436.127,470.137,401.124,192.705
0,0,10.398,0,11.026,0
18.611,9.059,27.235,14.004,39.425,33.72
1271.453,1147.392,1187.704,1088.09,919.859,1012.889
324.393,278.439,297.297,219.495,251.755,316.687
277.304,215.675,224.085,149.853,87.487,294.009
0,0,0,0,0,0
166.188,150.557,163.585,169.874,129.027,151.299
500.766,311.71,559.135,588.174,578.987,571.96
0,12.846,54.142,26.451,0,0
6,9,11,7,6,9
0,1,1,0,0,0
1310.368,1058.9,981.281,1009.753,1521.05,1854.642
316.842,306.836,368.756,338.046,266.741,249.13
1200.646,1128.488,1072.65,1202.979,983.475,998.006
560.772,477.943,522.598,470.764,543.633,494.165
752.414,590.005,648.55,642.559,642.614,712.705
140.082,166.508,108.256,170.73,176.888,158.163
1335.845,1170.561,1398.196,1243.859,1366.748,1120.152
437.905,365.596,419.077,387.315,412.687,364.213
0,0,0,0,0,0
4,3,6,6,5,2
2624.142,2539.173,3555.68,2925.613,2565.32,2758.037
1891.001,1614,2131.49,1849.36,1904.027,1773.797
186.659,118.866,174.761,168.186,104.361,136.112
321.565,485.174,384.242,464.674,398.906,514.637
1741.456,1425.373,1918.739,1681.088,1610.013,1584.27
395.566,249.597,292.979,371.971,330.297,339.847
2678.588,2501.402,2974.442,2640.362,2442.452,2388.247
256.41,212.039,223.092,197.736,252.857,287.302
81.588,87.276,73.594,77.187,67.508,102.882
0,0,0,0,0,0
1125.761,687.06,927.392,980.388,915.483,903.679
125.986,86.868,181.891,167.679,127.535,138.397
368,319,370,329,251,366
558.128,392.795,501.712,432.689,407.5,439.298
0,0,0,0,0,0
2,1,0,0,0,2.55
23.545,10.442,0,8.893,8.911,15.78
2,1,5,8,3,1
527.163,233.143,306.616,152.733,319,259.587
571.247,483.82,625.816,642.735,490.631,516.219
842.02,703.585,971.057,836.589,734.26,689.643
2590.424,2691.499,2970.613,2552.542,2617.619,2318.397
12,11,15,9,4,12
38,17,28,20,22,30
6764.284,6114.774,6775.175,6906.23,5609.635,5381.901
603.05,540.509,635.153,606.748,532.575,590.061
1794.947,1582.631,1881.416,1797.022,1753.695,1944.926
72.384,53.938,74.995,150.042,69.016,121.655
0,0,0,0,0,0
0,0,0,0,0,0
4,0,4,1,0,1
8,10,3,16,7,13
289.982,341.152,387.035,300.156,228.231,328.313
1,2,0,1,0,0
890.856,654.781,831.887,706.195,704.855,700.945
3508.494,3113.014,3955.74,3435.368,3139.001,3161.837
109.521,64.974,104.49,118.756,98.599,92.164
0,0,0,0,0,0
230.301,178.125,223.281,211.911,198.047,218.105
26.777,17.294,42.426,55.687,32.755,41.505
378.428,278.402,337.514,386.23,175.341,336.899
5,3,7,2.01,3,5
167,134,197,132,150,164
1,4,4,1,1,2
53515.115,38076.746,53578.256,51442.556,45187.375,46877.613
878.829,677.704,592.088,809.521,561.454,521.492
336.707,156.293,264.201,115.304,235.363,276.828
2,0,2.715,4.48,0,0
1954,1867.222,1774.649,1868.597,1461.518,1561.901
563.413,526.859,495.842,421.792,413.835,374.716
0,0,10.443,0,0,0
102.358,112.88,136.297,82.138,72.513,69.829
0,0,0,0,0,0
58.752,53.891,48.083,68.218,23.964,50.86
71.085,80.022,99.369,76.4,26.459,39.489
1,0,0,0,0,0
184,160,188,185,154,135
3,1,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
2461.546,2098.263,2629.723,2298.367,2189.69,2255.687
0,0,0,0,0,0
4,0,1.12,0,5,3
0,4,0,0,0,0
8,0,14,1.328,15,14
3149.896,2993.13,3595.149,3226.642,2969.841,2779.387
18.763,15.316,10.652,13.801,7.503,100.124
1224.755,960.461,1243.101,1231.207,1107.445,1030.814
813.399,809.537,654.361,669.74,433.725,505.453
0,0,0,0,0,0.981
1161.068,1086.007,1204,1145.234,1039,1129
2037.306,1933.113,2182.943,1892.611,1669.605,1794.857
1,0,0,0,0,0
510.606,369.908,630.784,419.163,406.716,693.678
4952.44,4346.526,5491.373,4392.445,4060.456,4496.683
3582.668,3414.366,3231.918,3196.746,3309.93,3113.626
38.767,51.038,17.618,28.902,16.496,17.425
358.831,458.602,599.509,681.179,293.649,457.314
4341.349,3938.482,4734.374,4469.472,4304.532,5299.026
0,0,0,0,0,0
5,1,3,1,2,3
48.881,31,51,39,47,42.002
976.522,870.576,1015.442,983.616,813.759,954.217
0,0,0,0,0,0
72,69.383,100.001,76,63.512,51.841
426.365,524.999,503.034,474.332,533,569.999
0,0,0,0,0,0
2244.044,2017,2429.066,2212.009,2049.008,2067.005
2.058,318.619,381.749,143.228,174.694,433.632
72,65,90,75,83,78.999
0,0,0,0,0,0
8,7,5,5,4,3
257.373,290.891,536.8,294.092,243.361,432.836
148.477,105.953,168.531,120.185,190,195.856
576.597,537.371,634.571,623.953,519.674,583.928
15,18,23,15,10,15
2,2,1,6,3,3
0,0,0,0,0,0
0,0,0,0,0,0
12.547,15.815,16.156,22,2.271,11.353
124,103,103,97,98,95.001
0,0,0,0,0,0
334.486,329.606,398.46,292.38,360.199,386.747
22,7.889,21,5.315,12.475,9.621
210.201,227.994,334.456,125.048,381.391,350.186
0,48,10.89,42,16.213,59
0,2,0,0,0,0
4,1,0,2,6,1
5.567,0,40.938,0,73.908,35.863
211,205,299,216,224,211
424.231,372.688,859.067,826.429,940.761,841.453
409.646,504.217,604.728,457.201,531.654,524.99
0,0,0,3,2,0
0,0,2,0,0,0
135.376,137,126.441,81.735,64.23,92.69
0,0,0,0,0,0
0,0,0,0,0,0
0,0,2,1,1,2
19611.949,17417.666,21076.435,19441.985,18720.756,17665.203
1210.427,1266.551,1247.484,899.739,1183.405,904.677
758.652,600.616,940.762,765.96,796.832,722.608
451.579,588.832,549.891,553.011,524.468,443.381
0,0,0,0,0,0
