"SRR26260919","SRR26260920","SRR26260921","SRR26260922","SRR26260923","SRR26260924","SRR26260925","SRR26260926","SRR26260927"
1066,1126,932.999,1941,1334,2043,2022,1885,1955
853,592,529,871.691,386,680,665,637,702
40,83,70,242.208,229,384,183,221,229
0,0,0,0,0,0,0,0,0
0,0,0,7.389,17.767,9.265,2.084,5.269,9.447
85,109,92,30,19,41,16,37,23
56.287,47.477,22.889,30.679,24.707,26.785,6.585,24.821,42.04
210,347,301,578,502,694,673,789.471,749
1,3,6,3,4,7,4,1,3
10,24,8,2,6,4,1,2,0
1,0,4,0,0,0,0,0,0
2.348,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
8,5,1.112,2.192,3,5.944,3.094,1,4
107,104,39,307,137,206,187.474,176,166.112
0,0,24.595,0,0,0,0,0,0
100.946,149.662,112.438,209.58,201,321,319.933,256.336,306.325
1,0,0,1.898,0,0,4.763,0,0
47.63,104.732,60,141.999,141,180.743,148.711,179,205.925
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
32,23,22,0,0,0,0,0,0
0,0,0,0,0,0,1,1,0
0,0,0,287,156,230,484.056,343.242,366.61
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
6.979,39,2.73,0,38.892,0,75.947,71.793,57.171
4,6,5,0,0,0,0,1,1
0,1.368,0,0,0,1.386,0,0,0
268.011,317.399,328.335,970.475,810.611,1147.065,1441.659,1150.31,1162.829
1103.43,1661.81,1748.981,1261.041,1680.222,1816.04,1351.686,1766.179,1470.466
0,5.485,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0
14,17,15,63.991,18,21,41,36,20
29,36,60,155.999,123,188,229,163,177
62.91,89.845,63.156,174.353,114.813,184.168,206.008,158.999,219.831
0,3.692,0,0,0,0,0,0,0
2,5,0,9,3,5,5,5,2
17,18,16,96.001,53,82,83,76,96
10.621,4.47,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
2.57,0,5.838,14.028,27.359,14.623,40.592,41.446,0
1,0,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
47,83,3.312,48,35,80,82,67,79
953.257,825.018,461.49,6.211,0,15.042,13.2,22.87,4.056
1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,5.567,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
7,6.711,6,32.191,16.193,37,23,25,21
0,19.838,16.386,16.294,16.413,45.981,69.118,55.245,2.848
0,0,0,0,0,0,0,0,0
1,5,6,26.147,11,18.778,31.33,23.654,9.775
21,38,23,25,28,31,11,21,23
0,0,0,3,1,1,1,1,0
4.534,39,0,0,0,0,0,4,0
32.639,3.093,32,40,3,20,17,12.714,25.725
545,623,607,289,212,341,248,352,328
0,0,0,0,0,12.936,0,0,0
509.782,876.738,515.844,0,10.277,76.243,30.627,0,0
106.085,120.719,169.509,388.972,349.731,430.885,182.671,190.05,339.438
13,14,22,4,10,4,6,8,4
0,0,0,4.277,0,0,0,0,0
205,340,245,1242.246,1072,1742,1273,1330.003,1370
12,8,3,6,6,3,2,3,2
0,0,0,7,1,8,5,7,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,24.395,21.773,0,0
0,0,0,0,0,0,0,0,0
26.528,40.559,44.17,23.576,3.802,26.067,53.343,23.618,48.3
16.316,13.524,23,1.474,7.716,8.408,21.374,8.717,16.408
58,19.772,36.098,66.234,76.086,60.714,96.678,68.493,52.318
0,0,4.603,0,157.825,0,0,243.861,131.567
10,4.871,2,13.786,7.608,0,8.303,9.294,11.505
1,1.181,1.436,4.136,1.023,0,3.055,3.054,73.999
9.999,29,8,13.001,5,21,11,24,28
0,1,0,0,0,0,0,0,0
68,92,66,66,32,67,69,1,82
0,0,2.131,1.011,0,0,96.834,50.755,0
41,43,47,95,13,45,35,20,31
9,5,0,98,34,48,83,65,67
0,0,0,0,0,0,0,0,0
63.921,80.562,42.792,64.638,25.67,114.245,39.179,29.071,4.33
1,7.036,151,47.283,23.427,106.279,42.251,112.372,2.008
74.358,134.219,112.429,118.261,233.108,363.231,231.891,361.491,269.244
0,0,0,0,0,0,0,0,0
11,21,7,83,42.999,86,59,61.999,47.958
588,445,347,265,138,195,178,173,154
104.935,77.336,162.256,91.298,53.365,71.826,112.684,87.872,95.244
16,11,2,0,0,0,0,0,0
67.566,133,138,450.161,333.481,614.227,169.307,226.404,244.92
86.136,118.923,127.419,0,16.315,16.865,8.616,54.113,39.863
166,130,101,472,192,291,195,206,267
10.438,15.26,6.936,20.544,13.99,17.475,29.157,17.298,5.771
528.735,336.223,438.303,7.828,14,26.572,7,16,15
60.31,105.435,56.052,116,25,85.792,63.867,49.456,48.851
6.761,0,43.01,0,0,0,0,0,0
86.258,99.186,88.25,203.301,102.745,156,116,136.139,113
67,52.999,44,120.999,79,115.999,83,104,112
1,3,2,27,16,52,40,37,32
75.282,53.319,31.086,45.176,0,57.989,8.178,4.612,24.854
11,2.084,3,0,0,0,2,0,0
19,28,27,90.087,57,84,94,101,93
195.017,76.329,0,116.735,0,33,0,0,0
0,0,0,0,0,3,2,0,6
6898.543,7595.211,7324.155,1127.096,756,1165,953.999,855,881
700,1072,882,488,404,547,646,509,498
9.759,158.859,44.946,46.221,274,55.529,38.859,48.992,30.181
1,10.86,4.907,18.832,21.359,10.792,13.525,16.247,12.656
38,67,32,40.429,46.292,86.535,42,51.806,49
0,6.593,13.556,0,0,0,1.087,0,0
0,0,0,0,0,0,0,0,0
22.965,6.181,9.571,122,14.687,104,6.141,9.823,22.346
0,0,0,0,0,0,0,0,0
127.466,192.73,55.497,101.67,62.68,239.673,157.475,183.809,113.833
8.947,39.087,4.953,111.981,142.423,195.522,150.46,205.02,106.406
592.88,695.842,607.631,407.062,233.643,447.65,452.508,527.153,475.953
3.699,0,0,0,0,0,0,0,0
21,10,11,33,26,28,10,8.639,18
0,25,20,55,0,103,48,0,52
54,66.001,62,28,38,60,47,49,35
0,0,0,0,69.908,12.445,0,40.251,0
1,2.512,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0
8.112,5,9,2,0,0,1,0,0
67.197,4,48.572,0,47.005,16.739,0,43.663,0
0,8.209,5.806,0,0,0,3.369,0,15.707
12.942,12.44,0,43.64,94.771,119.408,152.076,111.592,105.439
11.425,4.26,6,2.807,1.682,1,1,2.806,4
0,1,0,1,1,6,14.494,26.026,1.014
94.585,49.45,27.999,467.812,311.782,685.087,372.88,302.808,384.672
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
116.375,91.829,69.262,314.854,204.266,386.235,616.523,557.023,420.888
0,0,0,0,0,0,0,0,0
7.845,35.639,66.841,0,0,7.876,22.601,0,0
138.423,75.91,88,92.053,65,113,96,45.796,41.12
2.301,0,0,0,0,1,0,0,0
1,0,5.06,28.566,12.531,18.582,10.683,25.252,1.823
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
120.657,123.942,124.193,1335.063,375.769,792.024,394.713,388,282.118
905.284,771.642,741.589,752.307,781.941,1012.679,756.403,993.335,901.793
0,0,0,0,0,0,0,0,0
92.255,183.253,75.325,1042.543,640.083,1154.104,1421.04,1092.903,1051.101
29.056,74.788,65.772,257.617,87.962,148.901,231.717,231.15,245.322
38.394,125.655,102.697,580.637,482.05,863.191,948.856,763.443,743.472
381,741.718,448,136,101,133,100,101,100
0,0,0,0,0,0,0,0,0
119.999,80,26.287,644.999,241,366.272,380,435,510
44,52,47,300.013,147,240,202,221,207
0,0,0,1,1,0,3,1,0
0,0,0,0,0,0,0,0,0
198,299,215,436,302,580,491,481,545
0,14,0,27,0,14.27,0,0,4.69
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
236.046,131.225,146.875,438.58,178.473,368.439,400.74,392.13,386.59
0,0,0,0,0,0,0,0,0
0,0,0,70.618,23.266,46.823,28.668,39.15,18.332
19.059,63.566,51.253,303.754,168.854,106.831,281.478,82.252,203.412
5,0,0,2,3,0,0,0,2
0,0,7,26,0,18,15,0,12
0,0,0,0,0,0,0,0,0
3,3,2,9,11.006,6.693,12.45,5,8.35
0,0,0,0,0,0,0,0,0
7.715,8.356,0,0,0,0,2,0,5
0,0,0,0,0,0,0,0,1
165,150,170,239,231,367,248,300,248
23,17.461,1.675,36.785,12.706,43.187,113.911,80.99,125
53.286,83.044,37.87,85.256,31.026,106.215,76.75,39.939,55.114
0,7,0,5,3,6,8,6,3
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,8.848,1.292,0,0,0,0,0
0,4,0,0,0,4,0,0,4
53,106,118,327.873,340.14,457.416,429.433,454.804,512.653
0,0,0,0,0,0,0,0,0
451.847,504.282,502,165,90,160,120,126,137
116,100,45,68,26,53,45,37,17
0,0,0,0,0,0,0,0,0
0,2,11.523,3,7.071,1.551,1.778,1.583,14
981,2264,1749,5545.104,5461,8771.999,3351.212,4673.756,4701
1.429,18.457,66.114,586.009,333.743,597.023,736.717,654.855,616.279
16.734,0,5.746,28.62,7.879,54.127,36.65,16.907,80.155
11,7,17,2,4,5,0,3,5
170.222,206.176,281.802,144.878,123.247,262.856,124.913,210.34,168.981
0,0,0,23.719,0,39.034,0,0,0
2.139,0,0,0,0,0,31.162,0,0
0,0,0,0,0,0,0,0,0
8.845,7.184,0,489.355,0,247.781,565.321,620.451,567.133
36.772,67.945,80.432,53.225,19.973,69.143,33.672,32.84,49.912
32.77,19.547,0,0,37.45,6.563,10.833,22.823,45.241
19.874,7,14.821,68.836,24.903,47.222,40.801,26.204,8.292
0,0,0,0,0,0,0,0,0
82.471,65.704,51.962,329.076,213.328,414.273,445.257,305.743,428.342
1,5,3,0,0,3,2,0,1
0,0,0,0,0,0,0,0,0
6,54.295,64.237,94.994,87.081,142.429,132.768,218.895,197.012
35.111,70.121,77.302,155.09,116.01,244.162,181.912,208.244,192.039
19,25,29,1,5,2,0,6,6
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.5,0
0,0,0,0,0,0,0,0,0
184,101,90,1015,319,551.124,399,455,492
59,32,49,562,166.87,272,161,196,201
2,0,0,2,3,8,2,1,1
0,0,0,0,0,0,0,0,0
31,30,33,118,88,176,140,116,104
26,22,49,298,140.281,174,168,211.797,248
0,0,0,1,0,0,0,0,0
3,19,6,0,0,0,2,1,4
55.581,39.578,122.081,85.132,8.752,39.934,0,0,0
357,380,265.191,903,459,693,819,741,783
0,0,0,0,0,0,0,0,0
0,25.905,0,333.383,23.256,110.805,66.592,154.734,110.385
8,15,2,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0
0,3.717,2,0,10,1.957,4.719,0,0
7.876,0,1.238,3.347,5.47,19.598,10.765,0,18.311
0,0,0,0,0,0,0,0,0
437,738,571.999,1263.766,1324,1726.824,1232.559,1468,1488.648
59,93,71,42,52,74,47,77,75
0,4.57,8.506,2.201,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,103.243,0,0,15.316
1517,1033,867,521,57,177,128,101,76
0,0,0,0.947,0,0,0,0,0
0,0,0,0,0,0,25.507,17.39,4.781
0,0,0,0,0,0,0,1,1
0,0,0,111,0,0,0,0,0
20.427,35.846,22.465,38.163,11.992,40.825,24.1,19.632,2.104
0,0,0,0,0,0,0,0,0
0,3,8,4,5,11,8,6,7
0,0,0,0,48.055,0,2.876,0,0
35,0,0,29.38,0,0,0,0,4.552
0,0,0,0,0,0,0,0,0
288,0,0,98.392,1.078,76.903,145.052,11.967,100.322
31.242,290.743,520.149,4.065,60.719,54.803,128.103,40.555,4.068
8.212,11.523,0,37.286,0,16.376,17.248,13.506,19.892
0,0,0,0,0,0,2,0,0
2094.968,1912.95,1632.344,775,410.965,684,521,655.777,717.971
0,0,0,0,0,0,0,0,0
0,0,0,14.62,0,175.376,232.654,0,56.662
318,328.999,242,213.003,145.999,239.999,242,224,201.999
59.904,53.304,21.942,185.306,194.796,340.818,290.631,258.752,245.396
293.367,498.9,354.484,2157.013,1855.983,2750.571,3167.168,3623.83,3299.503
0,1.175,0,35.026,35.999,25.532,15.517,6.183,72.457
62.205,229.071,229.483,767.313,905.883,1512.853,887.072,984.567,911.081
190.315,0,255.776,1222.877,0,894.954,1060.901,698.595,860.963
4.105,175.095,0,1.6,1.486,0,179.566,3.586,7.327
0,491.347,0,1.018,682.349,0,805.467,774.404,0
19,9,0,203.982,61,76.793,120.233,135.859,171.419
139.596,358.236,153.377,257.168,22.007,0,23.354,144.367,104.214
6.322,8.336,5.857,26.396,29.707,12.995,26.568,25.447,32.409
486.571,483.82,486,741.523,452.476,843.549,632,666,723
131.214,45.89,37.31,164.182,96.541,85.165,88.069,78.584,122.238
56,35,31,182,105,140,199,244,262
167,128.339,116,196.999,76,111,99,100,92
405,410,339,176.17,103,144,146,152,153
95.682,243.713,212.355,339.824,410.992,625.677,459.595,555.621,466.742
0,18.212,0,8.506,8.591,32.401,16.025,19.186,20.74
14.79,13,16,27,34,43,33,35,51
0,0,0,0,0,0,0,0,0
833,951,877,1296,911,1421,1281,1280,1376
105.999,139,100,380,117,259,223,256,249
0,0,0,19.26,53.1,3.378,5.049,0,6.665
718.414,1094.001,813.022,1493.977,1100.181,1584.073,1611.059,1851.226,1845.471
162,355,0,0,360.134,391.956,435.754,574.809,420.638
753,697,573,964.996,504,897,1089,876,851
164.813,77.089,48.347,558.123,79.98,395.36,779.839,639.583,640.343
268.644,209.414,306.605,820.532,481.648,764.671,707.119,747.16,817.757
14.21,22.072,11.235,83.956,153.661,131.559,112.977,321.987,156.849
161.453,158.746,126.752,485.468,493.011,729.229,892.031,809.964,708.864
265.251,346.123,308.028,2819.531,2610.252,3445.009,3393.898,3636.316,3964.095
183.153,225.286,127.914,560.995,610.967,864.941,666.686,964.717,855.452
301.001,430,356,1729.954,1832,2387,2584.028,2563.376,2486
44.87,53.26,37.854,334.064,197.178,354.108,520.911,391.116,389.75
10.412,1.422,25.69,68.948,61.73,119.546,67.047,100.478,85.957
114.8,162.468,109.174,338.241,233.48,356.551,349.776,378.614,443.981
181.198,113.494,92,620.903,240.758,375.281,555.134,499.429,502.191
355.868,524.145,435.565,7570.693,6847.96,9210.825,10465.377,10564.724,9972.354
692,671.912,518,892,556,870,705.95,782,812.999
109.183,470,395.745,159.284,79.336,0,0,109.13,0
0,0,0,0,0,0,0,0,0
44.82,0,0,30.173,0,17.1,17.188,0,21.737
177.232,175.859,93.937,273.509,105.216,171.744,227.081,120.786,160.575
15.702,259,117.805,107.944,8.648,267.055,334.394,223.326,302
0,0,0,11.351,4.309,0,0,0,0
3,5,0,26.107,20.817,39.54,36.742,33.141,25.83
0,0,0,194,138,61.018,0,185,1.058
41.695,30.435,30.338,194.824,122.415,250.53,223.922,244.153,222.68
32.233,63.909,55.223,306.107,213.572,276.582,415.759,341.707,360.763
88.808,173.44,151.327,235.42,279.897,295.701,183.952,297.779,246.494
932.635,1071.559,898.914,605.335,462.026,765.996,654.727,684.435,653.608
24.129,34.627,0,0,1.478,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1
0,11,0,0,0,0,0,0,0
0,0,0,3.027,1.461,1.148,30.046,14.273,4.94
0,0,0,317,281,218.985,200.967,0,419
0,0,5.057,0,0,0,0,0,0
25.061,6.085,9.277,76.899,0,50.751,59.867,50.183,34.437
54.327,111.879,77.061,220.404,140.116,323.253,270.341,307.36,240.923
146.702,201.585,199.36,293.687,250.465,387.631,250.143,263.505,324.59
85.006,109.521,126.133,216.625,231.065,299.691,260.157,236.015,275.064
0,0,0,0,0,0,0,0,2.111
67.172,0,0,53.783,1.559,0,15.815,4.692,4.04
6.55,5.731,2.936,11.106,0,6.326,2.288,2.145,0
41,56,54,141,109,137,154,154,152
291,283.062,255,385.481,260.567,411.74,507.377,577.575,589.933
0,0,0,47.283,29.281,47.173,43.458,80.889,41.609
318.696,416.358,298.456,1730.41,1688.405,2132.164,2151.672,2252.55,2143.677
177,124,103.898,1,3,8,6,8.796,7.941
13.408,22,8,134.664,99,145,94,107,113
741.556,921.055,861.999,2915.053,2291.272,3088.415,3188.027,3675.371,3681.163
5,9,9,21,34,65.362,22.149,25,26
0,0,0,0,0,0,0,0,0
47.744,14.322,31.079,116.837,20.174,82.655,99,50.478,93.55
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,1,3,0
0,0,0,0,0,0,0,0,0
2,2,4,0,0,0,0,0,0
639,589,478,352,308,359,294,302,312
215,95.999,91,3,4,3,4,1,2
21,8,15,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
7,7,11,46,17,31,20,21,16
0,0,0,0,0,0,0,0,0
173,207.999,187,25,34,24.999,14,30.002,31
0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,1,0,2
37,44,55,28,32,48,22,57,28
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
62.592,1.255,47.083,306.745,109.407,235.474,249.25,71.134,221.941
153.299,169.138,111.549,837.349,334.859,608.469,723.958,653.001,785.533
93.38,111.829,165.221,145.307,151.075,178.853,145.326,149.48,198.702
0,5.293,0.84,2.116,0,2.558,0,4.84,3.199
197,199,136.192,65,35,49.745,52.53,68,64.133
7.213,10.217,5.924,5.476,3,9.604,4,4,8.769
4.787,4.799,0,0,0,0,0,2.185,0
9,13,3,2,1,1,6,1,3
22.841,28.516,26,34,26,39,41,36,23
87,0,0,284,0,222,262,0,218
0,0,0,3,0,2.485,0,0,0
0,0,0,0,56.784,54.267,91.796,2.098,52.581
16.858,17,5,71,42,57.644,58,68,77
160.319,291.176,226.612,1365.151,1500.095,2108.932,1601.618,1691.165,1545.985
137,134,140,14.823,18,30,47,30,31
23,19.077,14.827,0,0,0,0,0,0
86.753,89.176,5.411,36.348,28.449,0,25.039,63.195,0
0,1,1,1,0,0,0,0,0
1287.001,1262,1039.001,178.227,183,270,291,292,287
4,10,4,3,2,4,3,5,0
264.618,269.704,159.062,457.888,376.93,471,363,408,321.213
208.427,224,219.418,385.97,327.967,395,606.663,653.666,684.96
107.034,69.2,64.564,139.403,91.8,133.93,115.589,75.832,148.942
1307.318,1197.562,699.161,12836.782,6684.633,10877.593,13182.765,12619.611,13631.054
0,0,0,2.497,9.001,1.079,1,3.001,1.069
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1.002,0,2.505,12.022,7.939,4.007,3.005,8.953
120.25,219.192,195.603,641.623,328.477,1000.439,1024.525,1060.205,879.352
24,0,0,101.936,4.443,71.612,122.663,0,128.943
2,4,0,0,0,0,0,0,0
50.76,72.471,65.894,215.968,157.375,219.341,221.219,169.219,108.675
1005.657,467.099,959.304,494.644,1.097,0,104.727,291.007,2.147
4.151,0,0,1.034,0,5.016,1.111,5.314,0
100.092,52.414,60.607,470.824,327.326,485.457,660.753,716.784,705.742
84,58.21,108.17,639.454,309.358,496.128,529.712,566.876,630
47.534,94.962,87.815,72.395,284.237,233.908,73.841,67.802,72.416
20.316,15.036,0,82.082,0,20.226,64.679,3,2.205
60.346,23.059,16.371,47.391,6.032,27.756,20.195,0,27.594
1.164,0,14.217,10.29,2.099,21,12.874,21,15.929
0,0,0,84,0,0,0,106.929,0
37,43,47,229,40,75,79.759,79,89
0,0,0,0,0,0,0,0,0
527.423,311.851,291.114,927.417,275.305,563.624,515.531,567,498.009
78.789,64.188,0,104.289,0,40.518,81.148,103,0
6.76,0,8.651,7.592,0,54.868,0,6.611,1.023
18,8,2.003,0,2,1,2,1,0
142,220,208,685,499,797,713.003,741,770
0,0,0,0,0,0,0,0,0
78,155,81,184,110,156,169,156,158
0,7,0,0,1.091,0,0,0,0
43,25.896,22.28,21,12,13,10,12,16
22,24,17,28,10,16,17,19,12
20,62,46,179.845,135.577,257.334,187,194.679,232
134,44,54,28,29,42,12,34,25
0,36.455,0,0,0,0,0,0,0
36,55.722,30.507,185.38,158.57,292.68,189.908,209.382,199.035
0,8.653,117.198,248.364,6.324,45.377,275.643,0,130.161
0,0,58.224,0,27.763,134.441,120.04,206.725,146.588
524.114,305,250.001,2781.244,602,946.332,1018.009,796,889.001
0,0,0,0,0,0,0,0,0
47,36.999,26,151,71,166,165.001,156,161
237.099,171.051,245,61.367,114,151,144,117,155
1.085,21.458,0,6.665,2.386,2.536,10.306,11.273,3
680.494,1037.483,783.713,967.047,1026.369,1385.267,1279.954,1344.015,1328.564
101.939,41.249,71.994,36.993,12.337,17.901,37.362,54.554,20.516
160.452,155.642,194.824,101.477,82.641,194.619,62.478,83.632,75.464
76.051,123.377,84,1024.911,1086.617,1632.142,1606.38,1781.726,1472.325
696,1066.999,743.996,2866.524,2934.997,4002.498,3210.092,3606.999,3435.996
0,26,0,9.785,37,0,0,0,0
0,0,5,4,2,3,3,4,2
955.836,590.382,708.138,183.489,61.965,168.481,243.485,188.142,257.452
663.35,743.763,652.211,39.757,18.06,86.619,132.584,114.263,6.363
0,0,16.734,0,0,0,0,0,0
3,0,2,17,17,26,26,17,17
0,0,0,0,0,0,0,0,0
3879.627,4108,3291,861.713,524,925,754,685.001,780.001
0,0,0,0,0,6,0,0,1
19.282,0,52,0,0,0,0,0,0
3.983,0,0,0,0,0,0,0,0
70,45.806,34,239,66,135,105,90,102
0,3.106,0,0,0,2.013,0,56.67,0
83.113,0,0,0,0,0,0,25.111,0
44,19.297,26,2,0,3,4,4,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
3.326,13.854,12.037,8.847,15.42,7.189,12.046,6.55,7.9
112,163,110,700.745,806,1027,815,829,843
0,0,0,0,0,0,0,0,0
0,376.636,198.178,338.916,319.921,394.767,352.877,330.206,361.871
0,0,0,0,0,0,0,0,0
152,110,75,60,20,85,63,27.5,28.5
97,54,48,200,82,129,160,177,221
22,2,9,48,21,36,39,31,37
32,42.432,26.986,143.82,81.442,144.251,152.414,178.746,158.876
28.613,23.941,11.37,21.959,7.464,17.487,30.17,34.526,26.558
2,10,3,41,35,31,33,49,42
0,3,0,0,0,0,0,2,0
24.514,26.127,7.941,302.345,232.684,344.443,384.607,339.305,441.212
141.106,236,201,112.195,197,99.855,172.997,262.399,150.786
151,107,103,165.988,53.921,100,100,94,75.875
114.907,17.105,146.922,146.277,17.181,49.239,17.052,142.982,81.584
0,162.827,34.923,0,58.878,130.19,300.14,286.367,211.404
67.67,15.11,21.372,175.161,88.486,92.712,132.732,63.835,80.258
107.667,183.143,162.572,250.196,1024.147,597.736,207.357,492.79,467.996
1.253,0,0,2.2,1.076,30.545,13.281,12.252,6.506
162.323,178.273,120.271,175.399,34.175,70.199,99.07,43.887,68.502
1,9,0,0,0,0,1,2,1
147,195,143,595,311,547,468,487,565
157.442,193.665,161.067,114.334,117.335,170.88,86.577,94.812,101.017
0,5.303,0,0,0,0,1.234,0,1.065
72.487,136.214,54.632,136.051,177.208,176.318,137.983,124.533,137.6
386.234,217.682,151.956,296.293,80,157.515,154,84.058,215
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
346.683,384,176,1053.33,477.114,804.999,868.001,713.32,854.059
0,0,55.611,0,0,105.263,0,0,262.038
261.963,92.603,132.719,188.391,42.455,0,86.712,87.478,85.146
93,50,47,474,105,200,187,149.815,159
86.24,66.95,32.11,317.327,97.546,126.574,132.715,107.633,134.657
1.249,0,0,2.185,0,0,0,0,8.314
593,498,482,673.001,337,620,537,526.996,454
0,0,0,0,0,0,0,0,0
450.144,450.323,478.894,1013.849,1185.8,1332.204,1273.976,1006.054,1178.263
0,0,3.247,2.313,0,0,0,0,0
1195,903,726,663.009,226,340,327,257,253
267.808,117.073,80.179,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
39.366,48,55.679,0,0,1,0,0,2
220,233.921,242,810.785,847,1080.045,1195.61,1156.943,957.408
411.183,232.538,0,616.699,136.603,254.155,256.148,213.898,311.428
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,4.012,9.494,0
32.968,93.477,67.106,0,0,0,6.094,0,1.026
740.831,702.765,538.494,644.862,436.872,757.294,583.9,659.286,668.909
143,69.434,52,1349.765,467.671,704,859.628,884.029,1137.262
0,4.662,0,23.988,18.283,6.151,1.271,0,4.124
0,0,0,0,0,0,0,0,0
1057.757,733.891,742,359,118,202,161,137,125
0,0,0,0,0,7.01,0,0,0
0,0,0,0,0,0,0,1,0
859.88,1150.223,668.512,1282.426,1279.812,1633.76,1829.954,1742.735,1753.974
3,0,0,0,43.294,9.775,52.977,57.289,6.926
216.087,303,249,380.001,409.073,561,404,502.789,507
66,100,56,688,217,373.999,424,349,389
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
8.334,8.574,0,222,90.654,112.014,179.712,282.522,399
56.207,129,118,537.807,494,786,675,684,769
15,12,18,3,7,15,8,11,20
255,283,193,446,336,502,378,485,528
0,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,2,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1.5,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1,0,0,0,4,0,0,0
0,0,0,0,0,0,0,0,0.333
0,0,0,0,0,0,0,0,0.666
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1.5,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
977.284,635.581,629.492,2087.23,1331.345,1775.538,2519.184,2390.758,2290.591
571.601,844.741,323.872,435.858,413.601,488.728,611.577,540.742,407.014
0,0,0,0,0,0,0,0,0
0,0,0,27.367,0,0,28.889,0,0
332,157.36,124.844,122.605,27,73,65,15,35
121,113,108,122,46,76,61,60,47
200,249,187,155.358,100.101,187.023,167.244,208.149,173.761
3,6,0,4,8,2.39,4,2.231,8.707
1,1,0,19,10,7,19,16,14
0,0,0,0,0,0,0,0,0
135,188,183,121,87,143,134,118,132
37,63,84,3,1,6,6,3,5
128,93.999,132,164,50,114,80,91.999,91.999
0,0,0,0,0,0,0,0,0
4.585,21.249,12.877,31,25,2.534,23,24,24
6.028,0,0,0,0,0,0,0,2.869
0,0,2,0,0,0,0,0,0
10,6,9,6,0,0,0,0,0
0,0,0,0,0,0,0,0,0
