"SRR26260919","SRR26260920","SRR26260921","SRR26260922","SRR26260923","SRR26260924","SRR26260925","SRR26260926","SRR26260927"
39,14.062,15,459.986,157.001,227.984,251,280.001,243.549
0,0,0,0,0,0,0,0,0
197.78,117.108,258.767,0,0,0,167.091,347.319,198.321
3145.125,5650.065,4628.327,4489.808,4433.663,5864.828,4218.255,4603.071,5002.011
0,0,0,28.647,0,0,0,1.013,0
91.056,110,91.556,408.518,278,352.738,386.689,356.675,371.814
0,0,7.167,0,0,11.66,0,3.673,0
99,66.792,43.692,342,204,342.433,147.125,131.937,268
0,0,0,0,0,0,0,0,0
1,0,0,2,0,0,2,2.444,11
14,1,12,125.001,48,117.001,117.051,118,125.001
7,13,5,21,29,23,29,40,31
2,3,4,16,1,8,5,6,10
0,0,43.56,0,0,0,0,0,0
0,2,0,3.404,2,13.754,4.229,0,6.37
0,0,0,0,0,0,0,0,0
16,4,3,0,1,3,3,2,1
6,2,20,4,1,1.365,3,0,0
0,0,0,0,0,0,0,0,0
2,0,5,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,2,1,0,0,2
0,0,0,5.537,0,0,0,0,0
12.366,40.939,25.463,16.493,20.162,39.276,18.578,38.193,39
26,11,12,11,2,15,7,11,2
101,82.246,90.999,170.646,76.327,115.296,169.001,155.24,117.681
0,0,0,0,0,0,0,0,0
0,24,13,52,20.398,56.859,37,22,29
97.977,393.128,0,590.484,818.307,1396.198,510.084,771.018,871.849
320.008,491.863,360.629,255.469,195.091,308.836,212.896,257.678,243.584
16840.231,29400.248,20804.143,1175.755,1344.241,2231.889,392.552,283.158,441.76
46,23,31,25,24,21,14,9,11
98.781,31.116,62.956,0,0,0,0,0,0
59,106,85,82,49,172,85,142.001,131
265,324,260,860,557,795,620,507,571
181.956,93.177,204.199,17.232,16.411,134,15.17,127,0
37,30,23,29,18,40,20,25,31
274,200.176,170,537,114.029,352,370,321,315
4,7,2.026,400,2.009,0,1,1,1
0,0,0,0,0,0,0,0,0
380.283,691.731,590.319,1221.821,901.606,1430.528,1357.355,1703.689,1467.39
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,60.931,0,137.579,70.031,255.374,0,207.026,211.831
0,7.262,17,4.771,10.882,21.984,9.514,5.809,7.336
0,0,0,0,0,0,0,0,0
2170.025,1897,1553,1740.257,563,1045,618.001,636,603
49.315,0,76.541,37.062,46.562,0,80.081,32.287,28.602
138.245,258.417,287,572.001,392.464,683.342,561.621,638,568.92
2.592,1,4,76.45,33.6,38.322,45.756,63.543,41.201
56233,33537,31588,5218.772,1327,2591,3943.021,1118,2001
1067,381,409,29,4,8,19,1,4
38,23,18,5,0,0,6,1,4
196,104,63,2,0,3,5,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1544,2545,2280,1735,1252,1990,1770,1617,1591
443.876,846,0,181.275,2701.716,570.391,217.044,1830.65,586.544
43,34.524,52,122.043,111.182,163.811,182,214,242
23.694,9.059,16.158,111.839,71.299,73.5,98.57,85.545,63.914
0,0,0,0,0,0,0,0,0
0,0,0,3,0,0,0,0,0
19.033,28.683,47.022,24.052,21.018,18.171,16.778,19.558,11.941
2.863,6.046,0,11.465,0,4.051,6.118,0,0
0,0,0,279.727,0,139.626,333.759,0,107.233
79,50,39,1252,232,431,386.297,258.001,287
80,43,51,462.577,110,202,192,190,202
12,25,14,158,76,115,100,106,117
51,43,55,87,25,51,63,34,44
8495.635,5753.257,4665.828,16778.537,9387.634,14648.532,15991.951,14329.951,17503.326
740.289,544.533,537.529,472.891,367.999,510,380.638,418,423
171.269,111.239,72.948,843.417,239.388,489.271,455.976,418.254,344.627
0,0,22.335,82.726,33.802,69.94,10.57,56.72,21.666
239,232,194,637,257,383,413,415,390
169.411,133.908,15.173,299.895,73.546,56.889,140.027,125.837,152.138
41.982,31.37,31.398,246.682,130.496,389.293,238.441,299.438,244.723
0,0,0,1.786,0,0,1.993,0,0
3.517,23.901,0,0,0,0,0,0,0
200.671,173.788,227.197,343.814,240.323,341.214,280.113,279.34,317.929
0,7.024,0,3.544,0,2.609,6.691,1.035,0
38.851,44.087,28.081,26.085,10.599,9.045,16.198,23.592,9.379
18.814,18.325,23.097,97.575,57.107,144.077,158.091,105.858,116.794
0,0,0,0,0,0,0,0,0
13.888,2.514,8,53,23.634,36.854,56.106,34.044,52.808
4.1,18.484,0,0,0,1.004,1.596,1.007,0
318.401,341.938,116.679,849.127,293.538,497.447,667.869,525.743,537.408
0,0,0,0,0,0,0,0,0
14.462,0,0,100.164,52.498,51.174,0,125.112,51.316
0,0,0,0,0,1.017,2.134,0,0
221.173,216.091,146.446,646.267,300.732,556.649,460.885,434.127,511.328
401.492,479.351,405.927,804.644,913.264,1165.039,1102.26,1010.919,1004.267
0,0,0,0,0,6.333,3.109,0,0
30.82,0,35.392,275.869,150.071,306.127,222.721,199.618,204.839
30.095,36.944,29.141,71.299,79.229,57.626,50.575,34.824,39.576
605.145,564.181,466.106,1954.846,1112.493,1829.776,1762.945,1898.654,1955.034
645.186,671.849,241.414,2230.214,708.609,1536.335,2313.117,1590.186,1215.958
319.475,257.4,260.603,673.973,771.74,961.676,809.051,1146.188,907.661
38.31,10.115,27.606,118.4,29.323,71.296,43.037,35.261,52.745
0,0,0,0,0,9.627,4.848,0,28.592
18.807,17.254,0,5.193,16.001,49.53,28.94,89.745,72.269
845.85,1258.301,1081.693,4445.635,4923.969,6134.883,6706.994,6941.585,6717.263
1587.879,1860.751,1529.023,3369.904,2564.031,3226.96,3479.076,3616.312,4225.196
95.531,106.608,97.861,270.816,96.156,74.189,135.855,90.003,77.615
1067.534,1037.092,779.963,1092.926,177.704,1087.75,2036.774,1358.697,800.425
319.702,365.551,264.153,131.368,52.756,118.865,137.699,132.261,133.632
7.941,120.401,112.678,0,0,0,0,0,0
132.895,0,109.374,0,123.149,0,0,0,269.204
51.106,103.681,47.235,261.946,151.91,174.702,205.084,123.65,134.481
0,0,0,0,0,0,0,0,0
228.224,230.404,124.335,329.686,265.017,450.437,393.947,344.903,375.426
0,0,0,40.472,27.097,30.584,14.8,32.351,37.149
80,153,128,1581.584,1282.954,1986.555,2203.625,2427.718,2339.976
204.099,238.356,249.406,822.387,512,741,691.663,766,839
94.389,115.855,127.556,34.433,41.77,43.346,55.478,62,64.018
0,0,0,1,5.499,0,0,0,0
0,3.931,44.579,16.008,1.227,0,17.291,19.18,19.634
5104.999,2381.001,2050,15462.44,2888,4973.954,5465.08,4479.974,5379
142.921,197.589,129.99,107.936,54.989,103.229,99.188,79.458,93
12.403,0,70.482,20.456,4.91,0,24.09,86.175,19.187
3474,2248,1831,2958,1312,1936,1858.875,2100.671,2040
1227.44,1354.304,693.343,4432.152,1240.99,6591.517,6478.454,5219.952,5121.815
54,47,14.693,89.271,21.791,63.198,63.92,52.464,31.176
70.57,65.741,53.537,352.099,277.566,318.918,347.781,354.708,272.956
4.432,0,35.199,184.247,35.253,94.972,108.39,124.572,144.914
449.754,520.894,383.948,2761.3,1851.502,2975.551,3505.624,3374.446,2965.708
0,13.384,1.507,20.002,2.717,1.354,16.052,17.28,8.822
0,0,39.988,0,0,0,0,0,151.762
1,5,0,4,3,7,5,8,9
28.335,15.72,9.299,13.896,10.769,23.551,13.995,9.224,21.957
0,0,0,0,0,0,0,0,0
44,9,27,0,0,0,2,1,2
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
114,57.358,74.099,85,37,36.842,44.32,21.925,39
14802.995,16523,11466.001,12951.998,7174.124,10367,16390.378,10229.844,11965
145.316,131.574,102.836,157.013,111.012,241.968,219.006,245.212,216.075
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
44,52,52,164,135,213,180,180,245
0,60.113,49.295,40.088,6.503,52.707,20.054,19.422,14.698
55.231,206,159,270.597,29.332,72.45,228.587,182.4,1.02
248,222,150.412,246.001,106,186,170,172.001,198
150.196,0,0,0,0,0,0,0,0
358.283,170.381,92.289,349,47.1,155,144.46,112,138
1,7,7,8,2,11,6,4,11.573
23,35,39,18.931,9,47.187,24.005,23.603,35
444.037,555.489,442.741,505.361,292.993,580.416,475.239,496.415,542.05
0,0,0,0,0,0,63,0,0
0,0,0,0,1,0,0,0,0
44,36,32,267,89,142,5,95.956,92.804
114.908,195,172,207,151,216.264,214.643,203.654,236.88
0,0,31.667,0,0,14.057,0,0,0
0,0,0,0,0,0,0,0,0
312,3,327.997,240.948,0,230.298,816.708,276.416,866.613
0,0,0,39.102,23.027,0,5.935,0,0
0,0,0,0,0,74.112,0,0,5.252
30,21,12,6,5,9,3,12,11
4,4,6,18,4,7,15,9,10
5,16.504,0,31,31,24.219,35,25,30
84,100,86,391.516,132.54,305.517,406.969,329.134,363.057
150,176.357,130,227.946,47,79,78,59,63
302.743,269.37,247.124,343.057,253.523,324.236,275.439,352.337,407.375
79.595,110.463,114.418,18.688,13.717,29.678,44.671,31.139,14.874
0,0,0,0,0,0,0,0,1.706
600.042,525.317,352.719,1510.601,983.429,1449.939,2030.256,1700.934,1783.899
31,11.329,14.196,104.774,83.72,115.15,38.774,90.425,96.537
0,0,0,0,0,0,0,0,0
0,1,0,7.383,0,0,0,0,24.61
3.954,0,3.776,8.188,0,0,4.868,0,2.312
206,282.001,311.999,1887.999,1405,2208.001,2313.017,2444,2431
58.716,46,89.388,57.196,52.696,67.697,52.871,62.96,52.841
74.324,40.574,21.087,258.546,152.613,258.581,329.024,340.861,327.321
61,50,12.688,263,73.689,237,249.999,263.356,270
45.049,67,24.289,251.037,144.058,292.973,301.28,329.662,249.463
244.309,198.022,172,979.708,532.453,708.548,943.076,895.902,997.111
587.189,622.738,472.129,1102.477,761.602,1127.87,1095,1006.471,1018.951
486.03,555.087,459.369,121.97,112.003,157.279,282.757,158.149,222.659
0,0,0,0,0,0,0,0,0
22.877,32.285,0,32.524,24.819,152.795,33.928,58.437,29.993
19.14,0,0,32.943,21.662,52.067,32.929,36.767,43.197
91,151,134,351,229,376,403,370.003,372
55.309,68.352,57.245,393.477,312.831,452.601,421.931,418.987,382.53
0,0,1,0,0,0,0,0,0
13,2,8,9.637,17,9.636,16.683,15,10.887
0,0,0,0,0,0,0,0,0
1,10,2,8.022,10,18,7,9,9
48.179,124.927,48.276,490.097,254,325.985,237.142,352.967,206.598
153.241,89.928,127.294,65.591,78.946,158.991,63.556,20.056,70.439
117.183,281.723,183.915,272.965,260.386,453.954,288.164,320.799,288.21
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
17,14,12,9,10,5,5,2,10
10.86,9.083,5.953,115.92,7.12,30.338,53.261,32.972,42.323
186.862,267.883,162.669,1084.539,511.512,788.573,895.837,860.983,844.302
2082.568,2131.078,1822.115,5133.516,4706.882,6457.091,8588.21,7774.345,7713.306
255.852,201.038,86.05,186.458,85,139.999,114.061,11.429,104.282
0,0,1,2,0,0,0,0,2
1,7,0,0,0,0,0,0,0
4,6,2,16,14,34,15,27,29
37,43,33,43,32,46,26,43,36
12.242,175.918,133.784,353.016,8.173,3.13,8.195,1.017,10
0,0,0,0,0,0,0,0,0
87,96.078,88.359,414.004,178.329,284.269,310.981,295,334
12,7,7,98,48.001,66,103,98,114
38,83,62,441.433,449.893,604.138,577.151,662.659,634.175
57,25,39,0,0,0,0,0,0
308,370,335,410.999,445.001,622,534,630.985,584.999
0,0,0,0,0,0,0,0,0
296.429,285.364,177.266,79.389,152.023,104.911,196.968,74.637,212.331
8,16,5,42,49,75,62,68,88
37.537,62.533,65.109,71.464,74.23,144.341,92.901,90.83,110.489
2,1,0,1,2,1,4,3,2
0,0,0,0,0,0,0,0,0
240.182,457.524,315.442,1119.211,1074.149,1749.64,1203.999,1185.11,1050.112
1724.221,1524.949,304.808,17.472,11.373,141.659,207.001,26.024,221.715
0,0,0,0,0,1,2,0,0
0,27.307,0,24.44,15.468,10.717,33.815,0,10.218
13.33,55.925,30.228,132.921,91.256,125.812,131.737,113.138,122.76
0,0,0,0,0,0,0,0,0
1.861,1.841,1.85,12.009,0,22.344,11.382,18.923,17.364
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,2,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,13,0,0,0,0,0
0,0,0,0,0,0,0,0,0
51,62,37,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0
531.999,468.757,358,808.7,538.474,764.737,800.015,821.52,881.955
0,0,0,1,2,2,0,0,0
0,0,0,1.29,0,2,2,0,3
11,0,0,0,0,31,9.648,0,0
0,0,0,0,0,0,0,0,0
0,8.104,0,2.245,8.96,4.107,35.839,3.706,2.207
0,0,4,4.419,6,23.208,11.129,10,13
541.551,877.699,518.362,2344.117,2215.157,2968.565,2985.246,3526.548,3296.341
24.786,33.588,13.451,82.643,55.529,54.922,47.513,35.703,29.28
0,0,10,0,0,0,0,0,0
146.001,168,98,779.059,575,824.001,940.999,864.001,910
111,43,51,96,15,21,19.668,13,19
12,6,6,10,4,5,6,6,6
27.913,0,104.409,0,0,0,0,0,0
479.237,677.338,506.147,515.342,321.306,500.109,405.71,410.494,407.5
0,0,0,3.949,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,2,2.032,18.747,0,83.492,53.919
113.733,139.121,59.102,867.868,374.485,629.637,486.993,428.756,489.843
0,0,0,0,0,0,0,0,0
21,22,17,268,72,154,241,199,209
93.995,97,82.954,433.999,166,264,160,219,209
154,91,69,203,73,144,152,129,149
0,0,0,0,1,0,0,0,0
761.935,500,414,247,118,125,202,155,157
238,171.303,164.952,133.641,52,91,92,66,77
0,0,0,0,0,0,0,14,0
111,112,106,808,343,586,904,815.008,797
206.242,246.236,203.823,196.568,59.592,96.465,103.509,112.942,111.383
2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
30,19,34,88,59,69,56,76,78
2319.864,2121.763,2252.89,1783.158,150.111,683.156,520.627,529.877,697.97
0,0,0,0,0,0,0,0,0
10,13,0,8,4,11,14,5,14.759
0,0,0,6,0,0,0,0,0
0,0,0,0,0,0,2,1,0
0,0,0,0,0,0,0,0,0
52,38,14,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0
620,765,662,1023.077,1089,1631.005,555,658,600
0,0,0,0,0,0,0,0,0
871.11,1396,1163,1755.266,1317.272,2278.096,1878.643,1857.061,1983.528
2,0,3,5,7,11,11.001,7,8
0,47.913,0,0,0,0,0,15.192,0
14,33,26,236.132,171.615,254.068,241.663,368.924,346.652
0,0,0,0,0,0,0,0,0
1,0,2,16,1,1,2,3,3
0,11,0,22.926,12,19,25,0,0
287,163,123,318,100,156,135,151,179
84.569,76.94,77.687,58.53,48.697,60.064,59.108,54.44,48.929
242.956,402.376,376.067,466.684,456.121,629.128,484.816,577.686,490.313
8.598,6,6,1,3,0,0,0,0
2,5,2,2,0,0,7,1,1
25,64,20.471,105,93,129.884,121,93.557,136
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
192.851,150.337,128,5,7,10,4,10,5
0,0,0,0,0,0,0,0,0
75.792,21.586,55.821,230.622,78.809,194.838,91.931,90.174,90.262
183.959,239.108,165.314,259.479,159.52,252.719,233.03,307.896,306.301
590,489,394,404.001,116,197,0,190.776,164
108.426,165.777,102.622,51.135,63.955,76.971,59.299,77.998,72.822
589.138,807.321,659.397,1665.699,1399.922,2335.737,2302.796,2462.474,2291.205
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
315,283,198,1050,383,646,761,669,757
4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0
252.076,301.25,199.138,851.74,755.998,952.71,1141.651,1079.895,1244.946
0,0,2,6.48,0,1.059,1.086,1.038,9.348
36,28,52,54,30,42,20,49,48
20.114,10,7,6,9,1,4,2,14
2.029,2.028,5,6.334,1.011,4.153,9.475,7.547,6.781
44.228,31,52,88,74,119,123,107,113
0,0,0,0,0,0,0,0,0
106.173,28.192,15.477,45.231,12.221,24.532,28.566,37.559,35.699
0,726,0,134.833,0,479,375.981,3,145.077
0,0,0,0,0,0,0,0,0
219.802,125.093,262.573,1428.518,905.718,1373.504,1171.264,898.74,1357.011
3.307,3.644,0,1.109,5.864,4.939,3.736,1.264,1.19
0,0,0,0,0,0,0,0,0
189,182,166,83.915,26,57,59,39,55
0,0,0,0,0,0,0,0,0
144,138,120,36,14,41,42.209,35,45.209
76,62,46,297,175,253,313,398,323
3.131,6.336,0,5.153,0,2.074,6.146,3.1,1.016
0,0,0,0,0,0,0,0,0
1404,1452,1329.759,601,245,460,248,191,176
88.395,4.798,86.473,28.071,0,6.186,0,45.571,0
19,28,25,82,48,102,73,80,91.999
0,0,0,0,0,0,0,0,0
4,5.056,6.021,4.406,7.016,7.015,10.187,9.026,4.007
105.829,119,88,364,154,221,227,246,242
1595.226,2870.338,2134.139,3651.274,3167.853,4800.682,4442.821,4335.822,4589.322
588.164,419.957,359.114,5204.801,2072.521,3427.254,3792.905,3842.039,3878.767
13.028,0,2.079,85.063,8.152,29.238,66.664,55.001,48.684
64,27.241,32,58.74,21,17.492,31,28,19
33.421,12.94,59.263,303.807,292.919,442.546,566.122,465.306,496.248
46.381,47.181,38.119,1.394,11.818,3.947,7.603,2.193,6.765
0,2,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0
31,14,9,0,0,0,1,0,1
9.67,0,7,11.885,6.203,0,9.463,2.693,7.703
0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,29.648,0
15.967,0,0,65.878,22.938,63.71,5.094,49.517,22.853
12.636,2,0,5.436,0,0,2.366,14.027,43.84
0,42.043,0,0,0,0,0,0,0
9.414,0,0,0,0,0,0,0,7.454
0,0,0,0,0,0,0,0,0
0,5.112,4.36,18.868,1.83,12.802,9.612,14.914,34.179
824,921,811,264.374,153.944,194,126,117,109
0,0,0,0,0,0,0,0,0
218,254,199,1315.489,583.266,1047,710,728,822
124,42.354,59,78,16,42,14,30,28
0,0,0,0,0,0,0,1,0
2.123,0,0,33.614,8.626,0,10.476,13.923,9.725
0,0,0,0,0,0,0,0,0
1,4.659,0,15.365,0,1.006,1.061,0,1.133
0,2,2.606,9.857,11.991,12.827,6,5.559,14
0,0,0,0,0,0,0,0,0
8,9,0,0,0,0,0,0,0
313.183,185.206,84.286,474.067,379.598,417.246,694.65,574.993,817.109
0,0,0,8,2,0,0,1,0
2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
6,17,0,0,0,0,0,0,0
12.119,8.778,18.212,40.253,5.523,47.412,14.603,25.325,31.95
170,90,60,207.454,33.409,47,54.658,30.64,49.452
70,45,32,205,62,119,145,124,137
26.404,61.097,29.887,211.918,99.061,328,249.824,320.001,287.777
0,0,0,0,0,27,0,0,13
8,0,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
12.611,16.618,33,0,0,0,0,4,0
40,93,30,5,16,6,7,14,14
0,0,0,0,0,0,0,0,0
10,8,2,2,0,0,1,2,4
0,0,0,0,0,0,0,1,1
0,1,0,3,1,0,0,4,1
0,0,0,14.263,7.038,0,0,0,0
145.438,124.105,106.989,2,0,1,1,4,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,4,0,18,2,14,0,0,7
0,0,0,1.644,0,1.632,0,0,0
2143.441,2802.342,2615,0,0,0,0,0,0
126.656,159.598,83.192,562.735,360.991,611.2,728.51,502.492,625.966
13.988,12.817,0,54.343,2.423,4.954,101.749,63.949,90.021
10,12.032,3,18,11.541,3.445,2.685,26,0
11.173,38.918,32.695,0,0,42.66,47.704,0,0
55.786,87.03,75.842,400.548,313.036,609.271,474.297,440.823,446.791
141.712,160.783,101.383,326.126,141.549,188.609,193.899,154.73,150.18
44,80,88,80,99,127,92,99,102
0,0,0,0,0,0,0,0,0
421.082,518.808,476.159,285.891,110,115.764,139,99.981,140
0,0,0,0,0,0,0,0,0
0,0,0,15.118,0,49,5.846,15.592,0
33,24,13,19,18,30,22,24,37.999
356,269,221,198,45,68,83.001,49,45
0,0,0,0,0,0,0,0,0
36.321,20.01,38.449,202.131,55.558,118.758,198.078,74.553,184.289
221,252,0,433.432,358,504.845,365.993,427.117,395
0,0,0,0,0,1,199,33.557,0
34,18,11,0,0,0,0,0,0
0,2.325,0,0,0,0,0,0,0
17.787,8.849,3.479,47.379,81.713,38.831,69.018,120.377,14.289
16.197,14.245,22.017,38.666,24.658,91.129,82.002,102.735,77.418
30,29,24,26,25,30,26,42,32
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,4,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
56,92,83.001,490,335,534,428,442,445
394,425,394,694,499,814,795,853,782
0,43,55,2,0,3,0,0,0
2,2,0,0,1,0,0,2,0
0,0,0,0,0,0,0,0,0
388.665,369.783,359.658,678.15,395.085,575.792,460.033,640.695,648.718
3,3,0,3,0,2,4,0,3
57.628,38.964,44.386,40.627,75.237,74.988,119.941,79.162,108.811
156.379,173.581,176,184.365,198.789,290.659,221.972,233.981,317.884
16.095,6.249,17.077,160.653,121.16,172.938,212.251,298.758,124.479
12.249,0,10,68.758,47.634,35.699,69.779,53.543,60.73
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
231.595,221.34,266.025,198.236,208.309,283.474,278.308,312.529,303.75
0,7,0,0,0,0,0,4,1
152,162,201,27,30,58,23,40,27
0,9.095,0,3.459,0,8.563,2.488,14.65,0
0,29.663,18.053,267.132,141.573,228.074,221.192,50.111,339.616
62.214,52.239,40.978,291.527,84.128,180.209,174.242,135.393,149.025
53,56,43,325,127,196,249,206,196
0,3,23.192,9.05,6.032,12.13,7.037,1.004,5
233.564,6.362,11.192,142.962,165.054,211.641,295.783,10.742,258.038
291,165,172,220,72,93,96,79,103
0,154,0,1.012,2,0,14.259,5.146,1
0,0,55.278,221.585,165.899,248.758,247.053,335.446,306.442
0,0,0,0,0,0,6.261,0,0
30.066,0,0,161.234,0,169.624,130.773,78.885,0
19.017,3.252,0,246.07,53.358,142.568,159.741,132.647,144.615
103.096,215.729,140.005,1056.262,1157.11,1327.377,1353.817,1466.013,1395.37
38,40.189,73,652.641,548.952,877.597,957.727,846.839,1001.381
322,298,293,980.251,584,949,813,966,920.154
0,0,0,40.652,0,48.037,50.453,79.664,28.888
72.227,74.945,54.619,246.539,137.303,212.975,280.449,290.914,102.487
3.922,1.22,7.257,12.281,2.629,1.296,3.936,3.871,4.042
30,17,10,16,6,3,6,11,7
584,805,754,457.023,358,562,349,361,394
615.155,787.031,486.83,1517.594,1025.662,1473.568,1356.526,1483.529,1675.451
0,0,0,0,0,0,0,0,0
97.687,29.472,40,0,42.09,111.763,62.201,69.783,0
0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0
0,0,0,14.461,0,0,0,0,0
0,1.112,0,0,0,0,0,0,33.047
199.935,0,0,0,61.773,0,0,173.242,0
0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0
1.933,15.581,0,4.579,0,12.672,15.396,0,1.929
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,101,114,676,514,685,493,545,598
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
71,92,79,371,501,696,253,319,280
115,151,118,436,225,437,255,191,195
19,4,10,133,38,108,75,68,96
0,0,0,0,0,0,0,0,0
0,35,0,0,0,0,0,0,0
0,0,0,2.965,0,1.465,0,0,4.901
0,0,0,0,0,0,7,0,0
3,3,0,25.047,22,19,16,28,27
212,307,221,2432.192,1436.688,2698.687,2372.452,2333.731,2525.391
0,0,0,9.607,7.312,5.313,14.447,1.539,14.609
0,0,0,0,0,0,0,0,0
0,5,5,0,0,17.607,0,2,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
67.105,137.853,58.277,362.855,328.708,512.036,330.223,478.764,390.843
102.74,155.275,138.001,429.396,461.421,712.234,538.336,634.611,541.75
48,90,44,134,144,255,218.804,219,284
0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,6,0,0,0,0,0,0
3,0,2,0,0,0,0,0,0
62.036,60,55,1432.138,799.059,1156.42,1520.106,1440.225,1433.619
0,3,0,0,2,0,0,1,0
0,0,0,0,0,0,0,0,0
0,0,3,0,0,0,0,0,0
364,420,348,1650,1077.778,1629,1253.257,1280,1317.625
239,387,0,2814.551,1413.373,2479.907,2329.179,2653.886,2604.47
18.397,17.023,9.683,290.301,153.551,183.831,405.658,498.999,368.666
0,2.52,0,26.514,19.976,25.493,0,31.276,32.08
14,0,0,0,0,0,0,0,0
34.448,10.966,7.914,46.366,13.715,32.547,25.776,24.655,33.102
0,29.856,0,11.744,0,0,0,0,0
7.142,0,8.309,24.444,8.41,53.422,44.49,25.793,43.737
200,121,114,907.603,290,482,394,408,461.14
29.436,24.501,19.819,23.465,5.413,68.333,36.796,43.789,30.159
0,27.633,30.956,154.334,196.556,264.906,178.837,190.486,238.238
4,13,3,135,44.113,93,89,89.134,88.933
0,0,0,0,0,1,0.731,0,0
1,0,0,0,0,0,0,0,0
335.117,318,263.412,451.548,270,395.334,431.887,392.366,393
190,423,385,1334,859,1463,1788,1465,1498
0,0,0,0,1.057,0,2.119,0,68
31.08,45.167,14.549,165.786,36.181,66.404,73.093,92.484,44.232
0,0,0,1.202,1.207,3.894,0,0,0
402.772,424.154,314,721.484,417.955,573.949,584.64,602.715,444.932
16.126,13.395,9,161.683,112.531,155.986,143.923,210.629,188.562
2.457,3.491,3,44.403,13.012,34.823,14.666,27.172,31.944
0,0,0,0,0,2,0,1,2
675,447,470,1761.431,739,1207,1554,1190,1312
0,100.888,93.457,206.731,181.963,271.102,232.241,200.908,292.63
0,0,0,0,0,0,0,0,0
399.292,402.139,92.406,38.517,14.975,55.18,238.316,208,7.267
0,0,0,0,0,0,0,0,0
3,3,0,24,5,10,10,10,10
0,0,0,0,0,0,0,0,1
49.916,0,4.311,0,0,2.749,0,3.379,0
2,9,0,61,33,12.398,31.718,12.655,70.13
151,137.245,134,507.15,388.628,764.845,826,885,509.843
0,0,0,46.096,1.805,22.713,9.669,1.92,7.06
106,139,79,32,22,50,31,23,31
36,25,28,115,22,66,48,41,48
0,0,5,0,0,0,0,0,0
0,80.043,0,0,0,0,90.2,65.831,30.223
18.334,18.493,22.107,109.525,133.536,71.059,118.823,259.487,31.713
359.907,339.861,219,935.996,601.993,993.966,1030.927,886.969,950.987
152.655,225.178,164.538,58.007,52.037,98.446,105.169,81.032,102.102
80,50,37,234,96,163,163,153,200
81,46,45,151,61,113,95,88,105
96.999,72,48.999,434.8,136.999,230.839,242,191,165.666
3.822,0,3,3,3,4.78,0,2,2
13,32,14,60,62,88,53,59,55
18.967,0,15,0,0,0,0,0,0
46.801,110,88.867,59.532,19.732,53.633,40.904,40.801,27.518
195.892,76.755,101.336,60.34,28,28,22,17.447,22
172,143,125,1651.95,1028.787,1766,1723,1754.377,1926
41,42,31,415,281.213,495,398,472,531
22,21,17,251,145,228,151,151,195
0,0,59,0,0,0,0,0,0
505,835,722.573,3652.908,2788.53,4380.272,3637,3334.655,3464.481
6,9,9,6,1,11,8,9,19
32,58.596,23,65.021,45,81,76.203,77,93
10,7,13,5,2,14,3,7,6
0,24.875,0,91.16,11.816,118.531,140.827,77.625,81.035
22,55,58,6,7,5,12,10,10
0,0,0,0,0,0,0,0,0
0,0,4,7.302,0,3,2,3,3
