UniqueCount	AmbigCount
0	0
0	4
0	9
0	9
0	9
0	7
0	8
0	0
0	9
0	3
0	5
0	5
0	3
0	3
0	9
0	4
0	2833
0	2691
0	2353
0	2137
0	2906
0	2739
0	2628
0	2656
0	2712
0	2591
0	2570
0	2562
0	2590
0	2723
0	2625
0	2317
0	2579
0	2778
0	2541
0	2471
0	2601
0	2498
0	2694
0	2686
0	2366
0	2346
0	2445
0	2504
0	2341
0	2670
0	2579
0	1950
0	2543
0	2257
0	1825
0	1929
0	2093
0	2442
0	2250
0	2655
0	2698
0	2090
0	2657
0	1489
0	2128
0	2707
0	2519
0	2422
1	2572
0	2277
0	2465
0	2478
0	2654
0	2309
0	2386
0	2509
0	2571
0	2431
1	2557
0	2700
0	2404
0	2350
0	2457
0	2525
0	70
0	69
0	73
0	61
2	65
0	69
1	58
0	10
0	112
1	94
0	58
0	105
0	63
0	62
0	61
0	56
0	56
0	100
0	12
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	0
97	198
1	173
53	198
14	111
1	57
0	34
6	70
27	70
3	3460
0	3188
0	2925
0	3197
31	0
0	171
0	171
0	157
17	172
0	149
0	150
0	171
0	177
0	171
3	171
0	161
0	156
0	147
2	171
1	141
0	180
0	167
0	167
0	149
0	161
0	165
0	167
0	171
0	162
0	172
0	161
0	171
1	156
0	142
1	152
0	153
0	159
0	171
0	171
0	171
0	161
0	151
1	103
8	42
0	59
0	48
0	40
0	50
0	20
2	8
0	7
0	3
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	2944
2	1931
0	2942
6	2460
0	2929
0	2940
3	2949
0	2436
0	2824
0	2945
0	2937
0	2817
0	2509
0	3330
1	2853
0	2450
0	1792
1	510
703	0
22	0
1	900
0	940
7	913
0	928
0	1041
0	902
0	924
0	919
1	923
0	894
0	951
0	773
2	850
0	946
0	925
0	741
1	751
3	720
1	603
10	648
7	463
3	447
0	405
0	261
0	42
0	107
2	106
4	138
1	20
0	42
0	16
0	4
0	1
0	4
0	4
0	0
0	3
0	0
0	358
0	356
0	331
0	358
0	360
0	333
0	382
0	366
0	317
0	312
0	306
0	295
