"SRR26260919","SRR26260920","SRR26260921","SRR26260922","SRR26260923","SRR26260924","SRR26260925","SRR26260926","SRR26260927","SRR26260934","SRR26260935","SRR26260936","SRR26260937","SRR26260938","SRR26260939","SRR26260940","SRR26260941","SRR26260942","SRR26260943","SRR26260944","SRR26260945","SRR26260946","SRR26260947","SRR26260948","SRR26260949","SRR26260950","SRR26260951","SRR26260989","SRR26260990","SRR26260991","SRR26260992","SRR26260993","SRR26260994","SRR26260995","SRR26260996","SRR26260997","SRR26260998","SRR26260999","SRR26261000","SRR26261001","SRR26261002","SRR26261003","SRR26261004","SRR26261005","SRR26261006"
72.297,44.775,17.142,76.477,46.557,90.688,54.309,66.212,32.843,63.793,70.624,81.321,97.096,68.793,122.499,100.423,138.211,187.205,171.035,208.769,61.042,77.048,83.002,91.438,50.298,50.29,77.874,25.284,38.648,20.578,33.149,35.134,224.232,191.662,330.691,289.693,225.388,366.718,156.661,177.367,135.499,172.786,127.871,146.056,32.351
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,3.437,2,3,0,0,0,3.505,2.777,0,1.204,5.868,0,0,0,0,0,2.637,0,0,1.071,5.03,0,0,0,0,2.063,0,0,0,0,0,0,0,6.665,7.384,0,8.811,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,7.186,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3.455,0,0,0,0,3.768,0,0,0,0,0,0,0,0,0,4.532,0
0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,2,2,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1
4,3,1,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
51,83,61,19,11,14,22,31,24,18,27,19.006,24,10,16,17,6,14,8,5,4,6,15,13,4,21,4.911,9,8,12,9,7,20,9,25,6.559,15,13,11,11,14,21,8,18,12
7,1,2,1,0,0,0,0,0,4,14,0,2,2,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
4,3,0,10,7,14,4,15,13,0,0,4,1,1,8,2,7,0,16,12,9,3,9,3,7,0,8,2,1,0,1,2,14,14,19,15,18,25,12,8,7,13,12,13,2
28,12,11,2,1,5,0,0,0,63,74.75,57,50,32.927,1,2,2,1,1,2,0,3,0,1,2,72,2,31,38.815,16,12,18,3.334,2,9,1,3,3,1,3,1,3,0,0,37
51,41,30,469.291,236,348.433,332,279.001,344,59,70,57,74,53,333,212.926,325.001,361.001,343.007,463.116,332.665,203.83,294.222,392,189,64,272.999,29,41,35,25,25,680.829,494.188,945,680.473,608.468,749.171,642.776,701.792,486.508,710,488.575,591.279,40
0,0,0,0,0,0,0,0,0,3,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,3,2,2,0,0,0,0,0,1,0,0,0,0,0,0,2
104.703,124.225,107.858,100.523,48.443,105.312,36.691,36.788,64.158,15.207,46.375,31.679,36.903,38.207,58.501,53.578,75.789,78.795,77.964,104.23,33.959,24.952,24.021,53.563,22.703,23.71,41.126,16.715,13.351,7.421,12.851,15.867,110.768,66.339,145.309,99.991,114.83,124.415,84.338,70.632,48.502,72.212,58.14,79.945,23.65
0,0,0,11,7,6,4,0,2,0,0,0,0,0,7,3,3,14,6,16,1,0,1,1,1,0,2,2,0,0,0,0,5,7,10,10,10,9,2,1,3,1,2,3,0
93,73,132,88,110,182,99,118,94,20,32,28,18,23,26,29,23,46,38,42,33,15,29.04,41,20,22,27,16,19,11,11,11,58.001,32,75,66,64.999,69,54,39,29,48,51,42,17
15,26,22,10,12,20,25,10,13,85,81,38,46,47,19,16,16,18,6,12,19,17,17,19,15,81,19,32,33,16,14,15,26,10,28,16,17,16,25,42,20,39,28,29,36
0,0,1,0,0,0,0,0,0,4,6,0,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,2,0,0,0,1.057,0,2,0,5,1,0,1.107,1,3.316,1.84,2,0,0,0,0,1,0,0,0,0,0,15,5.976,0,1.13,1.266,0,0,2.585,5.299,1
0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,4.611,0,0,0,3.061,1.169,1.263,4.627,0,7.679,0,0,0,0,0,0,0,0,0,1,0,2,1.932,1,0,1,9,0,1.803,3.852,5.723,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,15.969,15.655,1,0,30.084,0,0,88.132,64.63,110.027,136.903,36.624,24.273,36.11,48.328,0,123.333,0,89.837,0,1.766,0,4.221,0,106.283,122.425,149.862,108.109,123.94,198.338,94.388,242.63,117.226,252.358,159.228,173.696,0
525,657,546,930,563,895,395,455,488,134,148,194.999,176.001,172.001,720,580,697.037,909,825,981.001,232,230.001,310,456,288.999,149,306,60,67,93,80,62.999,1256.001,880,1647,1210,1207,1699.118,635,700.001,485,733.999,592.999,701,93
103.4,110.316,136.358,184.192,208.117,296.838,184.034,229.716,240.944,193.655,183.132,178.615,179.546,171.197,230.566,222.356,207.391,310.915,338.962,373.047,178.947,122.684,202.427,241.979,165.299,163.715,199.808,91,82.027,59.637,54.772,66.63,415.03,281.836,454.791,442.101,475.543,575.028,370.46,398.138,308.716,459.821,343.666,394.198,77.937
24,60,32,42,30,44,32,53,43,3,3,3,2,3,1,5,4,5,9,4,9,3,7,10,5,1,7,0,1,3,1,2,7,2,9,14,11,6,9,6,6,6,4,9,1
77,146,122,670,583,927,542,656,675,24,22,13,28,28,134,121,145.004,196,202,215,113,87,130,151,90,21,117,9,9,6,11,8,264,185,406,289,266,403.121,255,258,190,266,213,238,9
212,51.775,79.98,64.146,25.541,123.75,32.998,27.733,20.873,23.525,165.143,163.536,148.262,98.137,394.861,263.783,373.002,478.897,404.675,604.598,294.279,196.075,269.754,393.687,206.691,184.572,286.129,13.083,61.22,11.264,87.569,92.564,764.617,502.542,839.558,691.006,689.713,754.718,594.687,503.016,343.97,549.401,435.615,547.345,86.744
7,26,19,9,5,10,6,7,3,24,23,27,28,24,5,9,4,11,9,4,5,0,4,4,0,22,1,14,10,8,11,8,10,7,18,8,9,13,1,6,4,8,9,11,7
53,0,0,0,0,0,0,0,27.924,60.898,16.45,111,122,113,372.047,414.178,218.477,438.004,344.167,374.532,436.943,312.01,430.934,377.76,201.047,14.012,257.797,0,0,0,55,20.666,672.033,576.382,1341.9,696.272,602.612,740.825,561.097,727.335,913.704,615.658,452.564,485.646,18.176
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9.214,11.503,0,0,1.778,0,4.332,1.782,4.274,10,13,3.593,9,6,0,4,3.631,1,7,7,7,9,5,7,10,4,2,3,0,3,0,0,5,8,6,4.368,11,9,9,12,16,8,7.165,5
30.318,16,30.706,31.329,16.149,37,7,21,11.106,29.116,24.623,36.61,31.359,38,18,23,8,31.261,56.961,58,14,8,14,22,9,20.262,11,14,9,12,13,11,39,34,42.449,43,68.816,83,25,28,22,26,25,27,7
9.039,54,29,158,109.268,170,137,142.381,201,5.69,17.456,0,19.298,10.284,86.436,71.192,89.58,117.142,126.251,87.609,80.146,46.423,101.51,104.257,77.526,10.397,85.854,0,0,6.012,2.884,0,148.47,74.232,175.195,207.813,145.815,188.185,151.981,134.708,111.234,172.069,119.192,141.295,3.631
0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,2
1,0,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,2,2,2,0,1,0,0,1,1,1,1,0,3,3
119,93,81,246,67,170,148.041,95,40.388,46.715,167,181,184,205,614,505,531.729,708,610.566,742.148,437,345.363,449,549.65,350,42.854,305.179,99,84,87,103,50.647,1164,784,1359.604,1158,979,1304.648,1012,972.036,782,939.296,743.091,928.003,57.256
4,5,0,3,4,4,2,2,2,0,2,5,3,2,6,8,9,19,8,13,1,3,5,8,7,4,5,3,0,0,1,3,16,6,25,11,10,9,9,10,9,21,9,17,2
4.549,0,9.558,4.545,9.791,4.644,14.826,7.157,12.506,114.673,107.991,130.004,116.611,106.001,206.849,465.878,280.453,415.165,389.17,352.066,223.953,332.063,368.082,369.261,204.142,109.517,320.67,47.999,55.999,27.105,27.471,21.822,434.156,415.579,868.322,476.666,448.28,520.179,524.357,571.05,488.527,513.003,437.716,456.904,39.672
527.999,713,497.001,1559.766,1154,1749.001,1530,1550.999,1677.999,93,134.339,149.001,142,113,759,622,764,944.001,897,962,585,593.152,709.011,825.43,549,106,581,43.999,53.001,61,61,39,1385.193,982,1949,1532.989,1306.999,1740.024,1359.705,1445,1148.995,1453,1111.001,1331.001,58
1786.001,1848,1517.999,1983.93,1234,1843,1548.001,1666,1872.001,344.001,396,331,339,372,582.456,469.999,587,642,640,762.026,504.989,377.999,463.181,612,344,295.999,363,172.999,170,167,167,159,1122.001,807.001,1644.001,1095.18,1021,1306.754,1104.481,1167.001,916,1108,838,972.999,198
526,406,255.552,530,275,306,312,335,281,199.38,210.238,236.334,237,250.084,486,313,446,533,441,587.538,364,305.986,368.447,504.594,228.041,171.355,303,144,108.983,106.841,111.747,130,910.346,577.153,1068.586,912.109,675.761,927.3,941,908.249,658.445,855.675,675.092,799,119.029
114.365,147.36,95.025,575.517,319.914,456.083,509.676,590.742,640.95,137.947,200.886,250.439,213.933,245.543,419.349,326.02,349.126,496.983,443.005,526.037,369,293.338,392.365,557.001,295.001,145.009,310.509,87,87.913,124.957,98.996,94.509,964.53,620.353,1022.861,870.12,880.001,1027.655,938.679,989.764,631.123,1038.305,670.666,890.207,72.777
49.909,34.276,28.265,185.057,73.111,117.453,206.919,220.694,249.008,1.485,1.113,8.951,3.958,1.456,3.331,0,11.129,0,11.73,12.941,0,0,0,0,0,2.776,5.091,0,3.293,2.126,3.756,20.553,4.47,5.497,6.566,0,0,28.072,3.052,0,8.863,45.48,0,12.073,0
249,309,274,878.318,515.08,894,776.885,856,822.53,58.174,47.219,83.694,44.623,61.198,502.118,489.172,623.658,646.042,579.174,527.136,535.182,362.789,543.158,630.321,303.542,88,422.179,30.234,49.247,72,36.337,39,908.448,570.032,1143.089,730.665,757.134,995.289,987.657,822.585,728.436,1020.621,700.55,877.69,43.106
403.845,626.535,247.963,412.015,525.82,444.879,705.77,454.129,800.399,27.083,21.866,19.931,49.702,10.027,287.943,236.103,267.671,278.803,288.451,251.386,272.232,230.35,258.606,311.063,192.484,26.585,200.1,8.975,9.589,1.449,3.822,3.248,466.378,382.594,668.573,451.554,399.885,636.941,569.601,639.115,379.219,527.732,422.682,471.558,2.017
389,178,138,5,5,5,17,6,6,40,68,34,31,21,0,1,2,3,1,2,6,1,0,4,1,54,0,32,29,15,10,9,8,5,6,3,3,6,6,3,2,2,2,1,33
322.226,245.827,305.121,1244.178,846.797,1681.513,1267.421,1519.588,1334.586,40,37.558,28.098,63.386,44.581,451.617,390.386,511.482,581.572,677.704,658.965,498.943,420.27,387.257,437.4,332.542,23.845,381.128,15,14,21,15.523,12.954,774.411,745.405,1313.561,1055.025,951.698,1294.54,1132.953,983.031,907.148,950.471,681.932,716.798,19
92.181,115.202,50.461,135.265,181.574,191.98,231.324,151.162,268.356,26,15.082,36,39.249,31.171,112,116.326,133.003,116.704,167.049,155.799,80,87,82.435,98.556,79,27,69.407,10,11,12,16,9,201.493,172.999,295.803,214.672,207.975,214.117,154.923,184.368,120.217,154.749,132.794,145.451,11
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,1,0,0,1,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0
1401.09,1217.511,1227.975,238.973,171.213,402.838,365,293.432,354.13,876.607,1477.876,726.531,1008.185,837.661,795.898,609.747,767.947,972.737,827.464,1014.866,627.676,670.121,811.6,933.825,586.588,1148.606,683.261,474.454,804.253,581.18,572.872,595.731,1494.992,993.531,2340.823,1399.338,1353.945,1418.573,1811.261,1762.16,1110.353,1750.1,1240.311,1320.769,624.805
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15.4,26,25,24.285,12,0,47.564,0,35.638,5,6,2,0,3,0,0,0,7,11,4,0,0,4,7,7,0,1,2,1,0,0,0,8,8,21,6.006,7,9,0,10.3,9,9.986,0,18,1
0,0,2,0,2.002,0,0,6.001,1,7,5.003,3,0,4,0,0,0,1,0,0,0,0,0,0,0,5,0,2,5,2,0,1,1.105,2,1,0,1,0,0,0,0,0,0,0,2
17.183,23.651,12.735,0,0,0,0,0,1,43,29.383,10.444,3.676,11.358,0,0,0,0,0,0,0,0,0,0,0,6.671,0,10.923,6.372,2.399,2.443,0,2,0,0,0,0,0,0,0,0,0,0,0,18
0,0,0,0,0,0,0,16,0,62,70,45,70,47,0,12,0,0,0,12,0,0,0,25,0,56,0,0,24,0,0,0,0,0,0,0,0,0,0,11,0,20,0,4.249,0
143.999,250,235,704,546,749,936,988,925,43,60,42,61,57,146.001,151.4,134,220,172,180,137.001,106,191,198.001,78.001,41,114,23,28.205,22,20,23,384,233.001,518,353,340.001,420,428,463,410,413,320,332,26
0,0,0,0,0,0,2,0,0,29.893,1.179,0,52.667,0,271.058,175.854,171.579,286.909,348,12.078,260,156,229.714,277.493,52.231,33.044,222.955,2,21.818,32,0,0,418.097,339,602.679,542.157,398.746,536.632,379.648,491.422,402,477.238,365.807,392.065,16.736
2,39,5.446,45,34,21.407,43,19.828,47,44,58,46,45,2.404,46,40,70,8.68,44,64,5.3,19,16.249,13.859,28,17.328,31,44,41,36,48,33,197,135,215,178,104.314,190,159.931,149.934,135,190,124,147,50
317.934,406.17,279.918,1073.377,1000.355,1292.326,1156.903,1020.935,1102.362,70.355,39.344,39.544,37.149,92.448,176.12,154.917,178.042,340.043,418.725,266.514,242.353,173.794,209.73,172.922,143.786,46.599,108.986,22.16,12.752,15.094,34.417,34.279,383.883,409.542,597.972,600.796,474.154,507.36,556.579,568.262,408.918,365.522,383.91,351.322,20.014
0,0,0,84.129,11.034,32.783,52.944,34.556,37.547,8,9,0,4.63,13,71.619,69.272,78.518,70.083,63.992,90.196,59.664,57.224,63.253,85.112,65.689,10,42.743,2,0,7,5,5,151.75,87.572,205.843,134.264,128.085,140.294,144.06,164.05,117.66,160.625,116,158.028,7
30.494,48.09,24.667,118.202,71.685,106.946,180.731,135.818,134.968,26.399,31.048,9.934,19.055,14.422,149.874,94.461,128.359,100.464,141.254,107.222,112.086,94.174,135.196,121.24,48.262,13.169,79.092,11.561,15.846,13.841,7.432,11,213.147,162.745,268.242,213.111,121.438,184.665,162.678,283.973,193.865,198.473,130.747,174.189,8.772
26.282,55.164,24.62,337.348,305.722,369.196,429.505,424.637,396.06,32.313,39.575,30.499,27.942,42,131.66,101.092,156.525,161.044,152.948,161.085,98.611,93.085,124.761,170.221,88.861,39.134,116.656,17.416,18,12.292,21,14,264.262,191.315,326.484,237.003,265.584,307.552,330.954,351.113,235.686,332.632,218.962,268.087,19.482
0,0,0,0,0,0,0,3.174,0,0,0,0,0,2,8,14,13,16,6,5,5,6,12,12,5,5,8,0,3,0,1,2,14,8,23.774,14,20,20,17,14,8,17,13,12,0
0,0,0,106.449,0,70.324,32.93,0,0,78.455,98.776,89.331,101.587,61.018,827.691,544.527,631.863,584.059,494.91,864.412,738.383,578.671,746.25,912.128,478.338,46.619,576.806,48.944,53.497,17.377,0,53.936,1332.543,836.174,1819.275,1053.62,1207.264,1358.372,1556.041,1773.385,1276.209,1469.235,1058.597,993.891,53.675
0,7.238,0,3.568,3,0,4.668,0,8,0,0,1,2,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,8,0,0,0,0,0,0.985,4,4,1,0
37,32,45,135.961,51,83,95,70,72,20,11,13,20,18,95,90,112,84,126,117,101,59,89,95.521,54.38,15,78,8,8,9,8,0,152,105,226.759,159,128,186,174,203,136,155,149,109,7
462,586,463,1420.981,1792,2475,852,1077.723,1032,36,23,33,30,21,120,265.103,190,223,305.308,250.513,63,79,89,107,53,31,100,4,10,6,11,4,184,190,352,283,251,325,145,129,87,144,123,141,9
94.638,34.324,0,77.022,125.234,192.856,139.681,284.995,83.456,3.27,77.547,165.706,93.529,52.43,692.484,691.33,684.202,929.146,925.729,783.792,717.488,541.541,728.94,987.611,558.912,61.945,587.823,15.71,56.272,10.325,29.555,60.796,1361.023,1034.054,1931.204,1272.55,975.637,1511.787,1344.071,1366.997,1226.163,1577.136,1122.561,1295.286,34.139
77.312,0,0,369.999,87.717,5.275,179.801,1.047,47.037,64,54.295,69,53.743,99,669,404,542.001,667.999,438.12,719.753,637,426.999,585,888,420,77.163,473.999,35,47,39.714,41,57,1135.962,694.574,1343.584,955.859,702.6,1006.795,1252.09,1302.581,824.569,1345.794,879.893,1080.966,58
32.295,24,14,123,43,78,103,104,131,2.009,47,16,18.411,31,256,154,154.823,225.603,185.178,268.009,315,189.728,214.87,334,158.023,13.425,188.557,4.891,17.599,17.086,7.688,12.511,564.421,409.756,738.198,402.948,326.381,426.644,672.898,747.763,517.442,625.634,457.245,514.993,18.501
0,423.701,973,0,113.032,334.861,358.666,357.165,357.017,121,159,226,235,159,1306,1205.293,1410.164,1955.466,1835.552,2061,1108.814,825.029,1144.043,1539,894,143,1063.566,69,73,91,93,86,2232.415,1674.769,3178.079,2559.925,2392.414,3163.71,2020.677,2043.002,1552.253,2145,1690,1914,82
16.04,22.873,0,53.261,10.745,42.955,38.156,57.498,30.275,140.022,220.568,47.266,63.691,251.552,442.619,204.69,265.327,272.628,219.894,344.038,608.728,435.739,264.198,192.441,137.403,271.478,91.676,103.696,33.113,52.44,90.582,75.53,1264.421,545.545,1721.452,1328.385,404.656,840.984,939.016,1392.858,580.734,1093.369,817.63,539.674,63.591
251.889,291.036,196.183,711.486,867.668,1142.925,1006.021,987.721,925.002,16.328,25,19.492,27,19,162,167,167.001,272.733,292.923,271.245,171.024,140,200,213.8,106.973,22,146.999,2.951,0,2.695,9,2.873,248.558,240.996,391.879,351.504,293.436,384.663,367.345,361.479,316.02,304.788,238.285,314.676,6
29.25,62,53,885.577,767.69,765.261,847.319,884.294,831.083,4,3,1,5,3,66.771,62.082,58.535,79.737,88.483,110.361,54.211,46.304,67.4,67.971,43.532,1,51.119,2,1,3,0,0,182.476,100.319,213.987,156.923,165.122,172.631,159.962,150.421,132.884,164.747,107.407,112.497,1
5.75,7,2,17.421,11.311,13.738,15.681,15.707,21.068,0,2,3,4,4,30.229,22.917,19.466,32.263,28.517,38.639,16.789,9.702,13.6,33.029,14.468,0,23.882,1,0,2,0,1,21.524,22.682,45.013,28.076,40.227,61.37,24.038,30.578,21.116,29.252,16.122,35.503,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28.777,30.064,22.623,0,0,26.989,24.381,32.906,0,21.933,0,0,3,0,0,2.033,28.292,2.975,32.526,43.546,33.097,44.397,0,61.38,1.69,36.27,44.791,0
0,0,0,1.488,3.255,3.246,0,4.202,5.969,1,1,1.302,6,5.026,11.585,35.18,25.566,15.302,23.527,28.143,38.507,22.893,12.363,45.606,3.094,3,21.067,0,3.799,0,0,0,35.676,24.308,9.894,31.008,11.102,39.315,13.747,38.092,5.715,63.388,29.955,41.276,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
489.079,453.961,312,5430.527,4508.064,5349.589,5707,6198.788,6117.126,24.564,46,37,24,35.001,520.152,492.483,496.696,578.999,491.306,659.588,594.083,389,621,716.135,339.001,3.022,397,16.34,11.57,16,16,11,925.793,673.043,1198.959,960.816,795,976.745,1096.832,1190.669,953.301,1106,786.705,913.25,11
1060.382,496.291,343.238,3493.939,1075.597,1949.13,2914.018,2786.975,2664.509,67.752,78.014,66,55,57,362.609,201.99,300.899,331.597,327.646,418.306,364.321,318.071,406.233,505.053,239.822,59,260.882,31,52,32.869,14,26,469.459,331.373,639.159,431.851,420.645,496.878,618.782,735.12,606.935,688.537,470.472,571.74,14.53
892.639,778,727,358,167,335.098,313,320.097,267.552,31.347,193.308,52.599,97.085,230.453,183.346,190.022,267.776,370.972,200.993,315.411,442.745,0,228.396,405.184,14.883,100.845,235.734,0,6.588,52.759,80.139,0,808.787,496.247,597.173,598.972,359.064,566.033,791.553,671.222,498.44,612.901,332.843,573.637,0
0,48.924,0,3,0,30.301,5,1,1,61.582,120.046,111.36,36.281,90.76,137.166,38.007,296.847,253.206,119.586,220.636,203.322,91.36,176.732,168.222,123.7,47.818,70.742,44.002,26.558,70.1,32.241,33.827,232.817,175.815,352.684,234.675,281.653,438.356,324.074,346.995,170.452,272.895,183.664,454.068,42.469
616.665,468.426,518.509,112.271,163.424,148.431,150.842,186.443,170.124,569.907,627.58,432.301,431.729,430.541,364.297,251.82,362.824,365.705,456.113,461.237,254.46,216.603,251.831,343.008,160.884,583.084,321.123,290.505,324.727,219.001,158.03,186.167,602.997,551.18,975.377,674.535,685.754,674.431,579.833,648.492,679.375,673.187,398.379,499.206,330.233
4,0,6,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.692,12.275,69.945,59.324,113.056,54.24,24.404,47.412,45.606,0,1,0,0,0,111.052,69.887,63.064,0,104.489,0,75.145,73.104,47.025,100.698,70.803,0,53.148,0,0,0,0,0,172.71,139.795,3.305,183.15,140.691,137.895,257,216.949,204.404,111.501,137.074,181.31,0
406,398,347,808,441,783,1091,768,911,123,104,102,110,94.791,425,364,502,446,446.611,432.309,359,315,534,439,289,108,311,53,51,46,48,48,892.259,627.396,1205.713,687,641,798,966.529,1075.179,886,807,698,863,52
0,0,0,0,0,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
61.741,96,41,44,35.078,82,55.412,72.547,43.272,31.492,45.25,32.691,30.181,41.828,21.579,37.468,26.915,54.769,52.724,63.967,48.642,19.001,28.041,28.733,26.907,27.105,31.814,15.273,14.409,15.382,8.59,14.974,62.626,39.618,100.501,99.332,57.123,112.692,87.422,104.167,49.583,110.294,75.782,82.215,19.985
11.983,0,33.929,0,0,0,0,0,0,116.506,94.994,167.491,211.618,191.246,247.655,147.983,146.306,311.937,196.239,356.296,120.714,180.834,130.802,237.154,184.765,137.811,271.758,84.28,76.646,90.929,91.499,78.801,417.179,322.713,683.967,413.966,631.085,546.829,529.888,420.885,457.017,429.353,344.871,430.888,34.709
38.005,65.555,29.943,0,0,0,0,0,0,72.863,75.059,53.195,77.151,76.238,153.624,66.241,110.23,177.667,140.634,175.723,98.355,90,96,139.058,71,66.902,78.975,50.13,0,30.556,44.027,32.287,205.025,152.527,269.01,234.416,209.079,277.327,230.537,199.762,173.596,216.872,136.543,179.085,43
211,135.735,149,52.093,36,54,57,50,56,221.539,288.467,203.596,205.308,228.63,149,95.692,109.132,167.916,125.171,201.919,144.768,97,120,166.043,92.122,192.152,129,127.405,123.407,114.681,109.751,87.769,232.679,185.307,371.53,301.981,228.485,352.232,310.789,302.773,264.93,326.374,259.796,331.897,120.466
6.023,5.08,0,0,0,0,1.012,0,0,178.519,176.971,276.35,242.473,35.531,288.392,218.081,255.283,285.655,356.736,331.179,232.547,200.163,210.823,364.906,164.224,297.862,221.698,119.427,163.503,151.007,18.553,117.902,445.9,352.726,644.338,500.387,427.6,631.784,456.099,468.374,321.851,485.978,385.93,476.058,129.841
0,17.572,0,0,1.011,0,0,0,0,272.44,254.47,256.719,325.415,240.003,400.82,506.454,509.267,538.616,467.292,592.057,264.781,313.295,638.403,587.597,388.499,217.168,436.564,111.314,149.919,91.417,127,47.798,315.514,453.616,739.308,612.055,701.574,651.939,517.975,516.65,257.451,525.611,381.142,587.18,103.818
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.086,0,0,0,0,0,0,0,0
0,1,0,1,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,2,1,0,1.914,0,0,1,0,0,1,0,0
455,461.137,429,1271,388,684,456,311,365,153,225,342,290,349,1167.982,860,1159.005,1340,1133.486,1647.935,580,459.137,634,713,356,168,421,110,88,131,142,110,1999.071,1291,2576,1973.365,1752,2366.565,1180,1190,874,1097,786,905.526,115
0,0,0,0,0,0,2,1,2,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
18,21.159,30,11,6,17,16,11,7.497,22.804,17.719,16.802,16.923,28.635,9,8,9,14,11,15,7,8,6,12,2,28.21,9,7.807,14.779,11,10,10,18,11,20.61,15.451,20.623,24,7,9.223,12,20,16,33,18.746
0,0,26,70.084,0,0,0,0,0,0,0,0,0,13.718,233.145,197.352,269.849,354.594,150.203,463.592,231.617,198.689,234.557,201.887,152.39,3.407,237.259,0,0,0,1.231,0,567.507,355.308,679.985,667.282,512.856,717.674,461.813,554.235,446.673,605.867,289.249,475.918,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
