"SRR26260919","SRR26260920","SRR26260921","SRR26260922","SRR26260923","SRR26260924","SRR26260925","SRR26260926","SRR26260927","SRR26260934","SRR26260935","SRR26260936","SRR26260937","SRR26260938","SRR26260939","SRR26260940","SRR26260941","SRR26260942","SRR26260943","SRR26260944","SRR26260945","SRR26260946","SRR26260947","SRR26260948","SRR26260949","SRR26260950","SRR26260951","SRR26260989","SRR26260990","SRR26260991","SRR26260992","SRR26260993","SRR26260994","SRR26260995","SRR26260996","SRR26260997","SRR26260998","SRR26260999","SRR26261000","SRR26261001","SRR26261002","SRR26261003","SRR26261004","SRR26261005","SRR26261006"
74.321,134.209,112.444,118.144,232.962,363.129,231.96,361.436,269.018,20.348,27.618,36.779,34.607,34.16,210.384,181.393,145.612,250.466,254.217,632.42,168.653,223.421,171.467,278.8,110.024,30.755,188.287,2.463,2.352,10.101,10.368,7.148,337.75,126.882,566.591,437.096,232.205,450.374,332.575,349.512,247.518,434.754,166.186,264.066,3.689
0,0,0,0,0,0,0,0,0,5,3,1.792,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.524,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11,21,7,82.999,43,86,59,61.999,47.958,17.41,25.001,19,26.001,25.999,178.832,143,157,163.761,135.764,177.557,114,78.001,136.066,134,74,17,85.999,11,10,8,6,7,337.001,202.821,385.451,225.749,232,297.578,248.767,266.001,208,246.767,168.144,181,11
588,445,347,265,138,195,178,173,154,105,113.918,84.864,98,71.807,68,62,85.235,69,72,84,53,74,71,62,33.91,83,47,43,50,36.564,20.847,21,124.17,112,183,97.422,104.911,130,153.075,134.634,108,100,89,105,60
104.883,77.336,162.223,91.357,53.328,71.835,112.682,87.934,95.13,3971.193,4051.367,4791.272,4782.818,3929.511,9466.46,11221.49,10302.324,11269.956,12573.38,11517.545,7035.212,6812.918,9554.863,10405.715,5887.303,4390.187,7230.77,1919.281,2282.035,1995.622,1929.763,1763.516,18290.337,14334.156,27475.122,15903.119,16283.25,20294.032,18325.15,18193.737,14458.54,16462.438,13183.779,15055.536,2243.237
16,11,2,0,0,0,0,0,0,1,3,4,5,3,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,2
67.566,133,138,450.16,333.484,614.227,169.307,226.404,244.919,14.814,8.892,12.507,14.27,19.197,152.111,101.117,131.273,185.991,186.3,232.746,31.91,33.2,44.224,70.255,37.761,8.122,49.938,4.381,5.228,9.499,3.875,3.947,297.069,241.753,402.123,353.239,353.558,460.97,85.9,122.538,77.907,124.178,117.146,123.616,3.586
86.208,119.489,127.417,0,16.315,16.865,8.616,54.113,39.864,261.788,305.846,328.578,405.109,309.913,522.987,383.764,411.061,711.828,576.748,840.574,440.525,322.624,428.588,614.326,337.917,226.506,340.606,115.958,110.383,220.288,121.481,99.911,950.722,503.281,1290.658,908.506,673.369,1090.116,815.705,795.088,526.734,778.621,592.899,765.926,108.143
166,130,101,472,192,291,195,206,267,54,51,67,103,66,379.523,352.946,395.123,428.001,390.288,436.002,255.21,239.05,244.183,314.348,201.32,62,191,27,29,43,35,25,675.191,436.287,861.999,607,589.909,810,506.832,515.195,392,528.001,396,474,33
10.438,15.26,6.936,20.544,13.99,17.475,29.157,17.298,5.771,181.75,269.005,191.802,213.953,223.427,417.971,304.636,413.265,381.049,372.881,444.861,332.565,183.982,272.355,374.596,148.995,181.547,225.08,124.833,101.257,102.903,113.784,84.083,689.496,445.741,886.244,591.79,531.683,728.815,685.939,604.906,449.63,572.793,418.949,504.073,152.04
528.736,336.223,438.304,7.827,14,26.571,7,16,15,7.441,5.506,35.914,0,41.895,0,0,1,14,14,0,2,0,3,0,0,12.315,1.58,16.773,0,1.254,6.697,0,0,0,11.643,0,0,3.086,0,0,0,8,2.658,0,0
60.31,105.435,56.052,116,25,85.792,63.867,49.456,48.85,53.425,69.663,121.84,132,43.507,365.438,193.286,224.829,327.981,329.641,391.345,53.883,149.251,181.113,269.643,71.831,116.342,207.999,30.732,56,98,65.183,11.184,766.525,447.817,933.446,562.093,559.825,684.609,522.49,628.985,435.709,602.14,471.662,499.846,52.559
6.761,0,43.01,0,0,0,0,0,0,212.119,326.861,250.577,301.049,204.295,612.611,495.052,597.77,619.206,668.521,692.657,460.086,353.395,436.721,546.861,367.963,258.838,438.169,132.085,128.096,74.92,89.929,104.385,1149.231,830.869,1423.97,912.97,855.346,1072.038,981.043,954.535,738.616,864.406,746.446,937.46,131.822
86.258,99.186,88.25,203.301,102.745,156,116,136.139,113,57.256,68.912,104.505,120.879,89.968,301.528,187.7,293.037,291.425,389.643,329.475,158.513,124.396,154.175,259.497,49.518,34.201,152.313,31.176,27.488,96,37.014,37.39,566.642,331.288,727.792,430.947,411.586,666.807,312.46,429.019,326.584,465.26,241.353,346.04,34.859
67,52.999,44,120.999,79,115.999,83,104,112,6.944,113.045,132.001,122,138,296,248.999,256,366.355,380.999,430.462,247,223,251.167,384.266,205.001,87,217.999,54,52,64,54,62.999,681.808,423.933,820.204,666.965,599.23,805.276,650.002,610.001,470.863,740.46,532.611,588.75,63.001
1,3,2,27,16,52,40,37,32,1,2,1,1,1,4,7,6,19,15,9,5,2,5,10,5,1,1,1,0,0,1,1,5,17,14,15,12,12,8,25,16,18,9,15,0
75.284,53.364,31.086,45.177,0,57.82,8.185,4.612,24.855,62.154,111.806,93.107,98.462,96.361,38.215,69.026,89.844,99.725,73.557,85.171,75.25,51.728,64.645,67.619,38.843,64.821,35.849,31.095,66.186,35.898,34.754,45.019,89.768,90.358,305.994,63.668,38.851,110.841,169.202,121.807,82.77,143.928,52.251,71.238,46.661
11,2.084,3,0,0,0,2,0,0,24,29,27,23,15.41,0,0,0,0,0,0,3,0,0,0,0,16.243,0,5.417,10,0,8,8,2,2,4,0,1,0,3,0,6,0,0,0,7
19,28,27,90.087,57,84,94,101,93,9,0,0,0,2,29.15,35.015,37.955,60,39.532,51.267,20.215,32.695,27.642,36.976,24,0,38.231,0,3.895,0,0,0,50.645,37.145,84.568,51.949,29.828,58.051,59.734,65.299,55.428,44.329,56,51.429,2
195.024,76.329,0,116.735,0,33,0,0,0,29.187,33.377,29.047,40.381,52.408,91.197,81.014,92.042,91.902,70.407,85.917,62.299,58.6,62.403,54.512,33.456,50.059,43.343,19.123,27.109,15.158,0,42.174,62.98,89.267,180.503,141.022,73.23,118.926,115.827,137.068,102.385,128.323,75.333,99.478,0
0,0,0,0,0,3,2,0,6,5,4.726,3.057,0,0,0,0,0,0,0,9.908,12,0,2.316,2.848,0,0,0,0,0,0,0,0,0,0,0,2.107,0,0,0,2.87,0,21,0,0,0
6898.543,7595.212,7324.155,1127.096,755.999,1165,954,855.001,881,3626.799,4265.73,3530.556,3351.804,3259.412,1086.847,1089.885,1239.008,1289.837,1311.697,1302.643,852.46,667.214,944.94,857.625,553.751,3254.775,584.059,1617.166,2028.109,1258.187,1210.475,1346.604,2071.121,1519.153,3003.928,1941.207,1803.189,2394.016,1861.306,1894.106,1527.71,1511.322,1144.345,1540.059,1818.262
700,1072,882,487.999,404,547,646,509,498,964.469,1156.384,1382.561,1384.989,1178.589,850.168,1147.947,1094.66,1261.163,1203.861,1164.151,836.571,713.378,1019.649,947.44,628.911,1042.648,719.998,445.501,522.889,471.229,491.225,463.093,1412.66,1079.448,2607.308,1497.298,1543.602,1964.582,1733.894,1739.519,1506.788,1410.291,1329.285,1311.326,417.261
9.757,158.859,44.947,46.219,274,55.525,38.855,48.992,30.176,37.422,32.175,42.703,75.491,34.436,102.052,178.074,135.361,192.416,183.999,138.618,96.712,97.503,111.713,103.66,85.577,31.142,116.317,7.409,12.325,5.017,10.533,30,278.277,114.885,297.234,342.646,282.036,99.308,298.649,186.117,171.76,258.31,274.907,217.979,29
1,10.86,4.907,18.832,21.359,10.792,13.525,16.247,12.656,4.616,12,0,13,4.472,3.828,6.835,13.727,27.679,13.373,11.026,6.635,1.829,16.791,18.339,4.826,12,11.827,2.205,1.549,1.364,0,1.557,28.894,12.539,23.804,17.319,18.734,11.861,22.317,18.696,12.367,31.653,21.704,6.718,0
38,67,32,40.429,46.292,86.536,42,51.806,49,0,12.803,30.21,0,30,47.785,56.711,48.224,85.792,68.48,49.432,0,43.007,0,0,0,31.335,0,0,15,8.793,0,0,24.966,84.001,182.912,135.551,83.201,178.224,23.188,77.969,27.387,42.96,64,55.64,0
0,6.593,13.556,0,0,0,1.087,0,0,1,0,2,0,2,0,1,0,0,3.331,0,1,0,0,1,0,0,0,2.183,0,0,0,3,0,0,0,0,0,0,0,3,2.193,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0
22.964,6.181,9.571,122,14.687,104,6.141,9.823,22.345,31,0,55,0,0,33.877,104.014,152.89,0,156.921,168.387,142,84,57.277,127.633,2.219,43,133,25,0,15.242,5.005,0,269.518,217,316.056,253,239.115,297.404,130.378,201.28,252,264.72,158.498,210.313,5.564
0,0,0,0,0,0,0,0,0,0,86,76,82,86,180.525,155,247,308,280,418,442.879,301.97,356.769,393,204,59,218.654,1.274,0,59,0,0,547.01,381,730.001,456.63,424.381,432.924,715.344,784.798,645,675.612,490.607,567.953,0
127.467,192.73,55.497,101.67,62.68,239.673,157.475,183.809,113.833,18.172,40.074,52.931,85.155,66.472,73.72,7.934,145.327,116.044,17.183,8.514,83.797,116.072,164.249,115.995,63.815,17.972,133.317,19.608,5.566,3.781,5.741,0,199.932,119.476,121.238,88.152,171.371,32.7,181.271,123.229,179.086,267.479,179.853,278.09,25.588
8.947,39.087,4.953,111.931,142.505,195.531,150.489,205.021,106.411,7.155,7.602,3.761,13.063,2.4,86.428,102.773,107.679,106.705,99.306,105.664,76.814,60.966,71.32,96.173,36.28,6.404,60.904,2,3,5.067,2,2,156.001,117.554,230.449,167.446,146.603,182.431,159.813,173.533,124.694,158.453,138.526,150.289,5.569
592.88,695.843,607.63,407.061,233.642,447.65,452.508,527.153,475.952,248.944,91.693,134.918,250.806,150.509,231.653,283.753,275.1,276.18,342.454,416.293,158.654,170.994,225.385,348.146,229.224,169.239,313.362,54.072,74.966,90.227,14.922,9.704,411.926,314.005,537.961,502.909,492.348,573.46,553.165,585.876,503.878,572.577,394.851,659.765,90.951
3.699,0,0,0,0,0,0,0,0,301.649,178.661,251.876,252.442,293.984,276.75,88.982,204.406,312.995,368.6,381.516,63.569,68.511,254.079,473,107.524,326.351,230.155,49.923,90.257,170.777,193.287,166.611,523.809,402.247,788.883,430.737,499.856,856.748,670.897,385.398,374.167,417.243,341.222,470.971,163.859
21,10,11,33,26,28,10,8.639,18,52,62.772,66.696,63.57,75.725,206.609,171.144,208.652,248.324,252.238,345.677,165.724,149.739,187.084,228.803,121.999,58.049,154.017,39.045,33,41.896,42,29.172,466.412,299.255,562.77,482.715,376.471,562.626,387.047,425.53,349.13,445.066,335.226,389.261,21.03
0,25,20,55,0,103,48,0,52,0,0,0,6.93,0,45.355,11.509,0,27.625,10.897,26.588,12.724,0,20.583,3.639,0,5,0,2,6,0,1.868,1,0,24.499,6.475,35.073,24.372,30.445,0,23.146,37.667,0,0,0,0
54,66.001,62,28,38,60,47,49,35,12,18,13,15.023,12,23,20,19,39.101,36,37,17,13,12,15,12,24,14,8,8,8,8,7,48,31,58,44,47,64,29,49,33,37,33,54,8
0,0,0,0,69.909,12.446,0,40.251,0,69.994,54.772,69.122,95.105,72.928,108.731,72.122,85.698,105.632,100.728,61.795,60.242,18.71,70.126,72.038,49.128,63.442,60.735,27.126,33.519,23.303,42.712,23.702,147.39,88.368,177.002,106.672,134.01,142.269,100.263,124.536,82.594,113.858,91.533,114.179,20.734
1,2.512,0,0,1,0,0,1,0,8.897,3.884,0,1.858,6.773,3,0,1,0.967,3,1,2,0,4,0,2.489,5,0,2.393,3,0,6.748,6,1.928,0,1,0,2,1,3.027,8.731,0,2.074,0,6,5.483
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.112,5,9,2,0,0,1,0,0,4,3.991,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,1.036,0,0,0,0,0,0,0,1,0,0,0,0,1,2.354
67.196,4,48.572,0,47.004,16.739,0,43.663,0,0,4.918,12.029,12.218,26.113,16.629,0,2.071,0,11.009,4.456,2,2.854,13.792,1.883,0,0,5,0,5.447,1.168,0,0,11.182,4.858,22.409,36.8,12.208,22.928,24.345,19.15,5.735,1.882,7.006,0,0
0,8.209,5.806,0,0,0,3.369,0,15.707,0,20.597,18.657,25.357,16.93,6.612,15.967,9.514,30.955,22.92,19.938,15.752,7.836,8.567,24.818,7.096,19.216,0,16.512,0,0,16.053,0,34.626,5.823,32.509,23.012,31.677,24.459,19.078,16.28,19.939,35.976,38.129,24.583,13.682
12.944,12.44,0,43.642,94.772,119.418,152.109,111.593,105.452,0,0,0,6.81,8.67,43.535,0,43.953,57.77,51.339,62.38,20.001,39.571,40.643,70.823,32.668,0,32.172,0,0,0,0,0,103.01,83.726,164.234,97.747,70.102,101.309,145.934,127.993,121.627,109.864,115.995,140.779,0
11.425,4.26,6,2.807,1.681,1,1,2.806,4,1,0,1.017,0,2.341,0,0,0,2,6,0,0,0,0,5,1,12,2,0,0,0,0,1,4,0,0,0,0,0,2.536,0,1.942,0,6,6,0
0,1,0,1,1,6,14.494,26.026,1.014,6.618,2.548,1.885,17.837,19.84,119.5,92.77,154.241,186.468,189.761,205.711,85.564,73.963,112.314,79.445,55.181,1.614,76.724,1.266,0,0,0,1,276.926,215.557,387.456,317.766,261.849,368.874,229.449,220.367,197.477,190.816,173.518,214.573,2.489
94.58,49.448,28.013,467.805,311.756,685.059,372.893,302.81,384.642,35.873,22.337,104,61.013,91,728.206,748.111,700.998,967.993,940.048,1101.937,361.943,357.333,467.932,634.933,302.222,62.763,388.881,4.448,3.229,18.298,0,2.285,1192.341,861.32,1609.959,1227.234,1131.423,1554.797,871.14,1018.63,753.555,943.786,693.137,791.563,31
0,0,0,0,0,0,0,0,0,0,11.732,2.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,12,2,2,3,4,2,0,0,1,0,0,0,0,0,2,0,6,0,1,2,0,2,0,0,0,0,1,0,1,2,2,2,0,0,1,1
116.381,91.829,69.261,314.859,204.274,386.246,616.52,557.023,420.909,77,103,109,80.321,102,951,731,881.577,1188,919.756,1069.696,1167.995,830.537,1111,1375.033,717,75,915.625,26,44,33,35,45,1511.513,1017,1956,1339.61,1137.471,1479.446,2053.044,2134.854,1525,1847.999,1418,1604.906,61
0,0,0,0,0,0,0,0,0,282.209,360,237.234,273.837,268.664,1690.116,1169.008,1532.588,1854.019,1342.678,1787.46,1230.105,1168.336,1432.88,1367.082,788.538,298,812.505,183.868,188,150.224,122.467,141,4279.816,2919.84,5801.758,3567.779,3238.283,4298.142,3767.416,4263.411,3270.827,3391.048,2588.236,2856.795,230.227
7.845,35.639,66.839,0,0,7.876,22.601,0,0,87.942,126.856,168,152.786,146,0,159.663,144.715,0,191,0,100.838,73.986,128.001,96.584,70,115.005,89.04,33.786,77.843,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.821
138.421,75.91,88,92.053,65,113,96,45.796,41.118,49.233,90.34,39.317,108,113,334,91.32,140.472,239.647,257,206.029,230,166.692,191.426,217.62,162,121,89.499,71,70,59,48.828,24.172,612.955,352.062,664.692,412.982,502,582.765,460.286,595.346,391.863,398.981,376.428,399.511,78
2.301,0,0,0,0,1,0,0,0,13.282,6.871,4.682,4.373,3,0,0,0,0,0,0,0,0,0,0,0,5.272,0,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,4
1,0,4.941,28.567,12.532,18.583,10.683,25.252,1.823,8,7.027,5,5,2.058,9,18,30,18.918,17.634,36,23,17,25,20,3.059,6.001,1.009,4.009,7,0,2,0,34.392,14.695,6.456,27.556,40,34,7.259,54,36.004,11,37,14.459,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,45,0,0,0,58,557.244,487.391,617.023,805.516,755.804,803.604,372.067,349.383,444.468,516.772,424.301,0,509.102,0,0,0,34,0,1148.153,874.004,1466.674,1164.212,1076.794,1466.587,901.596,994.678,881.607,1188.152,871.182,1151.747,0
120.655,123.942,124.193,1335.062,375.77,792.064,394.713,388,282.118,80.817,125.827,158.016,103.905,380.998,2750.798,1625.203,2317.826,3353.243,2738.029,3813.939,1312.775,1022.97,1302.117,2113.346,1011.063,123.488,1173.995,95.872,72.488,158.228,62.842,165.367,4748.038,2762.072,5134.31,5059.848,4715.491,5469.489,2879.745,2897.107,2134.949,3660.642,2192.865,2696.097,96.574
905.279,771.641,741.591,752.304,781.937,1012.666,756.405,993.335,901.785,186.822,139.349,128.686,160.676,106.022,418.597,474.34,393.881,560.922,509.94,561.214,378.886,273.755,398.335,479.452,313.733,156.416,362.687,45.999,76.999,9.827,69.999,43.873,333.031,517.025,842.904,639.041,601.667,802.146,729.405,595.176,476.806,539.702,589.154,595.277,77.289
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92.264,183.253,75.322,1042.576,640.135,1154.175,1421.019,1092.9,1051.206,50.806,46,59.086,82.205,103.378,1069.57,926.039,1110.054,1365.128,1169.56,1469.226,976.482,792.533,1058.368,1137.106,622.077,72,701.307,20.848,26,35.252,31,23,1907.777,1328.558,2677.707,1830.007,1812.07,2298.854,2121.947,2326.052,1762.911,1943.279,1439.935,1753.215,24
29.058,74.789,63.701,257.623,87.967,148.907,231.715,231.15,245.34,14.243,20.089,53,25.283,39,197.622,115.285,195.563,209.418,196.674,260.129,202,132,174.963,276.695,102.891,21.282,155.181,11,14.124,14.985,8.984,13.129,343.329,191.572,490.178,390.874,320.936,453.572,448.141,455.285,336.151,367.751,304.951,358.704,16
38.399,125.656,102.693,580.653,482.086,863.203,948.847,763.447,743.538,15.934,13.806,36.197,15.462,5.849,347.019,451.947,503.549,531.634,542.097,533.892,285.418,312.519,462.097,415.42,284.384,42.728,350.805,10.444,7.757,12.422,14.73,8.463,720.063,541.814,1128.159,792.822,640.925,897.507,700.134,816.324,560.657,862.587,600.721,687.569,26.463
381,741.718,448,136,101,133,100,101,100,324.312,421.374,690.783,665.194,595.257,400.31,244.588,362.848,432.696,413.926,498.256,215.576,161,230.314,261.816,144.883,285.387,183.569,169.723,178.359,277.345,257.739,261.482,605.293,468.625,899.629,677.258,565.01,832.719,471.052,463.999,325.169,475.364,369.779,418.586,196.382
0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1
120,80,26.287,644.999,241.001,366.272,380,435,510,27,23,14,16,28,150,92,166,185,141,228.379,150,94,151.001,212,90,21,139,3.639,16,11,13,10,273.019,196,390.458,280,268.001,340.001,347,319,242.999,303,239,276.103,15
44,52,47,300.013,147,240,202,221,207,11,21,35,30,47,184,159,152,241.004,215,256,144,100,159,245,134,22,125,12,11,10,21,16,322,215,443,370,287,396,359,345,251,340,267,312.111,16
0,0,0,1,1,0,3,1,0,5.886,2,1,0,2,0,0,1,0,0,1,1,0,0,0,0,5,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1.628
0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,7,3,0,0,0,5,1,0,0,0,3,0,1,0,6,0,0,4,5,0
198,299,215,436,302,580,491,481,545,6.794,19.23,12.719,0,1,32.161,54.47,43.207,119.047,96.665,91.996,44.891,80.648,77.213,112.667,46.391,24.677,64.365,0,0,5.238,10,0,130.292,57.053,214.328,109.695,136.348,108.006,132.641,153.769,137.408,169.821,74.659,72.258,11.461
0,14,0,27,0,14.271,0,0,4.69,0,4,1.647,5.907,14,14,13,17,26,28,8.435,11,5,17,18,0,12,0,3,1.569,2,3,0,21,2,34,25,28,35.571,3.752,15,14,25,0,21,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236.045,131.229,146.875,438.567,178.443,368.437,400.742,392.135,386.573,22.322,41.521,30.163,38.614,35.736,160.238,85.72,119.505,200.121,159.604,194.089,111.671,125.08,135.391,159.759,82.12,46.973,125.461,10.167,27.863,12.518,34,17.243,310.227,248.689,419.998,334.466,233.578,413.119,368.701,321.774,259.109,383.072,244.103,313.507,23.995
0,0,0,0,0,0,0,0,0,0,0,0,15.343,11.782,246.29,261.625,393.183,338.214,252.282,229.023,254.13,326.577,342.093,462.511,168.573,0,277.183,14.347,8.287,5.884,2.874,0,805.77,654.2,993.755,464.533,530.999,702.604,797.075,949.545,839.902,782.164,598.582,494.271,7.154
0,0,0,70.619,23.267,46.824,28.668,39.15,18.332,0,89.896,3.333,29.04,12.758,1074.101,301.858,1001.024,974.955,827.538,1225.11,787.464,709.146,955.687,1001.894,475.024,73.993,645.201,42.468,67.676,0,39.82,0,3946.048,2153.113,4467.213,3734.546,3677.57,4628.682,4104.894,4437.931,2946.211,4130.76,3255.128,3349.04,88.306
19.055,63.564,51.239,303.717,168.827,106.809,281.481,82.251,203.35,8.448,23.045,20.548,11.293,26.883,356.752,124.708,313.23,382.849,282.331,459.921,263.249,159.25,229.689,303.009,187.017,16.66,195.997,2.828,4.113,11.522,4.857,3.623,683.47,317.514,782.718,524.365,489.77,768.543,518.716,481.702,401.471,563.922,296.813,417.748,1.779
5,0,0,2,3,0,0,0,2,2,0,2,1,0,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,1,1,1,2,0,2,0,3,2.052,3,2,1,4,2,0,0
0,0,7,26,0,18,15,0,12,3.792,8.877,2.725,1,11.894,161.776,81.987,54.307,110.286,57.882,164.309,108.305,33.574,57.956,95.102,55.141,3,38.911,6,2.922,0,0,3.698,141.504,60.353,386.019,150.353,176.297,103.542,84.034,162.705,73.69,138.403,120.913,106.821,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,2.002,9,11.006,6.693,12.449,5,8.35,1.276,0,2.519,6,0,7,4,12,12,0,16,0,4,0,5,2,2.837,12,4.578,0,0,0,0,10,8,23,24,26,14.396,6,15,9,15,16,14,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.715,8.356,0,0,0,0,2,0,5,6.865,2.241,6,9,1,1,0,1.907,4,0,2,4,1,0,1,0,8,2,2,6,0,2,3,2,0,1,3,7,3,1,0,1,0,0,5,1
0,0,0,0,0,0,0,0,1,1,1.146,2,1,2,0,0,0,0,0,1,2,0,0,0,0,7,1,2,0,1,0,0,3,0,0,0,1.363,1,0,0,3,0,0,1,0
165,150,170,239,231,367,248,300,248,218.543,240.563,266.197,321,275,815.421,866.588,914.618,1084.215,1147.257,1233.466,682,584,742.499,941.409,575.978,186.799,656.815,92,126,108.859,102.64,96.84,1518,1249,2306,1646.97,1512,2034.132,1414.007,1460.619,1101,1499,1173,1408.978,94.883
23,17.461,1.675,36.785,12.706,43.187,113.911,80.99,125,20,2.456,13.648,6.473,10.786,68.62,46.594,48.537,76.395,53.58,67.944,117.577,107.93,120.696,133.837,70.279,6.258,61.488,6.807,1.983,4.107,1.78,2.06,113.794,66.074,171.742,40.596,91.099,79.29,332.276,320.035,181.745,231.731,170.965,209.75,4.037
53.286,83.044,37.87,85.256,31.026,106.223,76.75,39.939,55.123,66,87,72.534,60.633,54.131,74.598,46.852,90.345,57.353,94.326,97.619,36.022,26.038,57.818,89.475,27.849,75,44.779,20.501,31,28,17.899,35.143,143.912,96.771,104.951,104.101,84.43,130.554,91.415,88.648,81.987,98.848,79.368,83.526,36
0,7,0,5,3,6,8,6,3,7,2,2,6,4,12,11,16,18,16,16,9,10,9,18,14,9,15,2,1,0,1,2,31,13,42,30,26,32,18,37,20,24,22.72,25,1
0,0,0,0,0,0,0,0,0,0,0,0,68.501,0,178.412,276.954,440.17,440.914,372.348,269.637,0,270.195,238.126,154.406,294.222,2.686,264.06,0,0,0,0,2.93,531.798,0,574.079,501.95,129.81,503.845,337.778,532.171,170.549,163.815,114.647,114.818,2.619
0,0,0,0,0,0,0,0,0,126.357,351.929,1011.914,366.961,969.261,1845.514,1894.268,2114.851,2331.144,2168.888,1874.095,1596.402,1231.106,2116.979,1938.519,964.839,394.246,1322.371,180.774,88.695,329.394,98.513,234.634,3016.591,2392.096,4338.699,2990.009,3111.161,3492.242,3252.563,3243.431,2284.307,2696.577,2111.854,2369.798,266.41
0,0,8.848,1.292,0,0,0,0,0,0,13,18,12,1,28,32,37,26.715,0,3.258,22,30,32,22.97,24,3.072,4.902,0,0,1,0.842,0,0,0,73.017,37.883,0,81.751,59,45.789,0,0,0,37.148,6
0,4,0,0,0,4,0,0,4,0,0,1,6,1,6,1,1,4,0,4,18,6,10,14,1,0,5,1,0,0,0,2,10,6,13,8,7,8,29,22,21,21,19,26,0
53,106,118,327.873,340.14,457.417,429.432,454.804,512.653,81,132,223,195.117,198,1124.026,1091,1236.602,1586.426,1602.993,1779.945,1015.224,912.999,1350.441,1622,951.999,126,1202.965,48,4.072,75,73,57,1886,1372.002,2770.871,2047.024,1987.999,2565.537,2325.848,2262.454,1808.675,2453.171,2012.999,2263.004,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451.857,504.283,502,165,90,160,120,126,137,191.531,390.459,442.485,402.409,414.619,682.221,453,469.168,658,511.863,750.349,435.468,342.515,506.111,637.355,303.919,177.763,373.005,198,132.724,184.322,205.474,217,982.223,734,1128.144,933.998,616.229,1248.895,847.431,1042.321,575.881,933.183,670.163,790.237,122.131
116,100,45,68,26,53,45,37,17,56,107,82,66,101,119,103,137,150,104,176.144,105,73,118,155,72,56,77,48,43,50,32,32,265,132.09,279,225,177,221,220,239,158,217,141,151,40
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,2,11.523,3,7.071,1.551,1.778,1.583,14,2,0,3,5,9,4,7,3,6,2.686,8,8,10,5,3,6,3,1,3,1,0,0,0,5,5,16,11,15,0,8,9.999,9,10,6,1.468,0
981,2264,1749,5545.105,5461,8771.999,3351.213,4673.755,4701,423.239,431,876,874,748.402,4264.121,3971.742,4057.189,6774,6870.435,7601.83,1968.001,1706.105,2476.797,3969.162,2176.999,443.999,2677.515,164,171,319.001,360,324.999,7726.732,5302.521,10288.501,10108.649,9308.048,11809.83,4107.957,4660.344,3671.001,6296.001,4642.267,5332.954,201
