"SRR27961772","SRR27961773","SRR27961774","SRR27961775","SRR27961776","SRR27961777","SRR27961778","SRR27961779","SRR27961780","SRR27961781","SRR27961782","SRR27961783","SRR27961784","SRR27961785","SRR27961786","SRR27961787","SRR27961788","SRR27961789","SRR27961790","SRR27961791","SRR27961792","SRR27961793","SRR27961794","SRR27961795","SRR27961796","SRR27961797","SRR27961798"
3,4,1,8,6,6,17,16,11,4,5,4,7,2,7,12,15,21,3,7,5,3,5,6,8,18,8
30.705,35.78,20.931,21.072,19.667,7.029,18.395,21.664,35.69,3.124,16.703,8.888,12.452,35.905,12.128,8.58,14.609,11.47,8.716,17.599,11.112,0,10.385,0,11.649,28.486,17.639
3190.054,2687.547,3018.973,3412.956,3859.723,3447.221,2822.53,2614.637,1182.636,3203.06,2230.566,2420.512,2385.041,2498.838,2468.909,2524.836,2415.485,2438.333,2094.925,2654.043,2072.231,2548.864,2583,2742.202,1454.415,1902.588,2524.861
81.937,78.311,60.667,209.137,268.558,180.121,261.543,216.612,188.393,54.432,66,37.862,181.21,139.867,165.057,192.965,143.349,185.15,74.468,88.705,76,99.606,124.18,145.117,145.092,85.647,198.699
75.675,49.801,93.201,58.01,80.188,65.58,74.026,61.335,61.354,66.97,54.409,57.697,30.917,64.641,67.083,42.656,62.642,54.955,67.148,52.972,52.472,74.235,66.3,53.031,39.665,42.591,104.047
42.243,93.276,10.099,28.387,128.715,3.45,49.707,73.333,73.497,14.468,60.271,25.177,3.658,45.881,15.498,39.123,85.873,87.423,36.61,34.121,5.233,19.125,59.207,24.407,13.147,16.921,141.346
441.706,361.634,459.609,387.092,376.351,459.102,417.404,458.498,146.218,488.338,0,384.232,299.272,290.188,309.397,385.894,333.294,357.214,317.651,326.909,353.648,380.238,340.992,364.142,266,121.231,284.379
86,84,38.842,82.001,93.001,85.479,117.001,87.001,95.001,79,63,60,57.009,24.662,62.989,79,91,86,48,72,55,53.291,60,61.005,66,80.988,88.992
0,0,0,0,0,0,0,0,33,0,0,1.151,1.33,3.505,13.619,0,56,0,0,0,1.27,0,0,0,0,31,39
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1096.739,907.02,965.027,897.144,1377.696,1011.008,1065.264,1023.043,744.913,1260.433,797.135,910.156,779.483,879.279,744.928,980.301,981.905,1085.477,708.182,983.813,769.673,803.272,923.243,891.881,640.976,781.8,1061.96
5,3,6,1,2,8,3,3,1,7,5,4,5,3,5,2,3,6,4,7,7,8,3,3,0,2,3
0,0,0,0,0,1.633,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
88.999,59.591,100,100.081,128.195,88.545,110.203,97.35,8.236,14.423,2.118,34.138,101.109,67.948,51.811,87.916,54.342,66.197,2.017,7.135,4.06,90,9.983,50.35,14.897,78.567,77.795
139.151,108,131.976,174.667,219.436,162.001,166.215,187,111.001,161.156,119,113,106,95.899,89.535,138.412,147.625,136,82.107,121,78.137,122,104.473,154.001,82,102,131.52
3,1,0,3,6,1,2,0,2,2,1,2,0,1,1,1,0,2,0,1,0,1,1,3,0,1,3
598.483,704.003,533.384,674.013,851.765,706.728,800.565,695.139,609,634,614.012,536.516,570.199,488.901,520,682,695.276,621.427,379.366,473.873,357.518,510.939,513.189,567.315,400.694,548.546,677.285
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
346,293.188,341.003,357.25,414.167,357.47,384.745,322,230.001,432.001,258,303.538,244.04,238.18,285.865,294,319.457,308.571,236.359,326,269,275,296.207,349,203,203,290
7.972,293.645,5.568,221.18,15.167,1.972,19.85,20.29,0,0,0,0,3.36,262.798,1.825,356.814,0,15.688,2.126,0,206.498,6.772,5.831,0,0,16.178,10.782
426.445,478.075,410,966.15,1212.318,931.424,854.065,765.623,727.829,318.034,320,280,796.074,788.574,728.356,726.207,706.205,687.337,248.773,369.837,268,784.578,753.234,803.353,469.04,537.715,782.478
13.352,21.209,13.622,2.844,16.955,19.842,11.604,14.25,5.948,6.074,7.367,9.848,4.146,10.639,6.737,6.026,2.13,17.17,6.568,12.002,7.677,13.081,5.787,11.529,7.579,8.203,13.22
404.999,338,329.082,314.316,414.057,341,394.049,319.378,304.093,414,322,281,227,273.005,264,329.01,328,370.195,214.002,345.847,248.189,280.793,260.369,251,196.01,275,362
2931.585,2660.862,2768.889,2683.123,2941.66,3064.947,1863.55,1602.457,1287.764,3029.139,2341.659,2200.235,2103.97,2250.22,2393.275,1555.546,1537.997,1580.726,1623.772,2292.243,1987.874,2263.091,2350.534,2282.094,993.956,1369.492,1758.12
208,211,195.333,633.101,655.04,535.724,436.491,399.704,397,154,98,93.018,416.908,440.474,364.962,373.448,449.968,454.891,106.149,163,113,429.421,386.645,450.495,277,353,419.845
92.123,92,71,218.653,298.647,166.5,221.646,188.688,82.85,63,48,20.947,151.202,177,188.278,181.22,196,183.324,31.012,82,52,159.006,140.856,157.767,106,128.273,162.763
40.183,20.185,19.196,25.764,81.033,56.027,52.805,49.328,30.954,21.091,53,34.987,8.18,17.338,43,40.007,27.651,41.736,19.228,28.047,41,23.539,34.785,14.963,28.144,9.063,66
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
34.428,191.055,146.176,328.978,288.021,282.25,387,270.887,262.673,110.202,153,131,314.469,228.05,254.177,316.933,251.651,312.561,116.852,162.478,120,189.174,253.392,313.355,146.703,234.312,228.094
160.333,140.65,119.344,473.481,456.551,380.262,414.153,289.074,252.7,82.715,111.416,62.734,328.408,289.339,303.684,372.226,430.527,369.284,99.431,115.358,99.91,432.763,253.563,327.623,275.823,320.285,432.066
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
179.438,135.155,125.008,0,271.616,556.011,0,0,182.261,144.604,132.276,53.267,211.066,73.922,0,0,74.543,0,25.371,0,173.601,43.858,0,0,0,104.823,208.383
145.992,115.955,140.595,204.953,224.031,192.871,239.653,175.908,205.956,160.345,139.774,109.075,156.059,143.534,129.008,184.505,188.783,183.369,96.324,167.538,139.033,148.784,116.942,149.318,119.83,135.906,194.83
207,182,205,224.001,291.117,226,253.61,278,297.487,178.983,174,106.948,198,135.504,177,260.797,245,248,124,164,117.022,137.342,184,215,175,204.029,294
118.685,103.212,119.136,158.802,127.766,119.144,144.161,156.013,139.78,108.524,96.278,65.768,100.707,99.095,89.158,129.764,159.211,102.971,64.878,65.664,46.447,89.347,109.241,117.598,84.178,137.644,142.407
289,323.377,277.891,877.641,949.206,733.618,680.031,625.704,602.986,126.905,141,120,680.555,636.205,691.976,643.37,567.6,613.611,161.004,189.34,133.123,639.192,584.172,674.123,311.447,483.88,665.936
319,340,311,669.102,776.407,640.643,651.343,572.092,499.767,317,292.091,227.009,633.177,520.347,503.003,480.876,527.167,494,195.005,278,219,511.026,488,576.653,316,408,544
99.148,107.188,147.665,185.518,268.791,149.654,242.652,221.25,202.506,208.188,178.47,104.936,102.989,154.025,121.842,167.306,282.703,273.173,35.748,110.313,166.121,158.84,115.506,165.417,200.817,217.902,166.727
257.001,184.007,250.021,340,351.233,318.047,258.054,192.036,136,298,213,250,217,234.518,224.001,199.001,197,173,143,247,176,238,245.248,245.226,97,133,185
320.373,410.28,295.956,711.183,822.121,666.812,583.486,507.87,612.141,243.892,265.396,187.689,678.465,516.633,609.07,500.917,544.766,480.768,92.861,308.764,202.299,510.003,469.848,552.614,304.83,397.894,545.072
113.376,233.392,161.614,722.196,604.701,654.202,497.831,588.047,380.655,75.636,150.785,113.802,608.483,596.716,404.009,454.359,458.992,525.746,76.122,321.649,219.669,692.489,479.723,415.356,408.48,589.528,603.67
31.248,50.07,20.272,71.419,130.174,81.134,53.545,81,30.085,23.31,32,0,44.658,85,61.59,42.743,100,41.353,31.034,31.809,35,106,13.54,106.031,59.096,66,94.988
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,11,15,6,8,6,19,28,19,7,8,12,7,11,5,12,23,13,6,12,10,8,5,5,9,10,22
72.784,103,83.196,80,70.32,51.087,61.475,86.001,62.631,104.001,88,78,60,45.811,66,73.355,81,51.341,73,91.909,62,66,50.601,61.662,44.794,71,82
46.16,20.451,75.223,43.604,89.827,129.748,47.619,127.97,16.881,0,0,0,42.954,45.656,0,71.516,65.239,133.865,12.321,68.363,52.779,97.292,63.002,47.092,0,83.795,40.172
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,314.087,310.741,820.816,995.394,824.113,873.084,787.623,865,247.001,239,175,743.674,665.43,688.13,772.722,770.651,780.132,180.26,284.265,210.16,678.154,616.276,692.721,443.183,596.639,837.025
260,238.035,242,213,231.368,243,128.735,219.925,206.965,205.969,207,202,195,177,153,271.011,260.169,275.742,52.468,228.03,161,127.138,42.373,190,160.078,218.126,247.561
1653.19,1533.575,1553.63,1693.876,1849.734,1824.095,1617.268,1463.816,1323.462,1608.648,1185.247,1120.682,1305.785,1358.783,1424.034,1345.717,1409.283,1373.629,883.312,1376.244,1112.676,1358.256,1363.073,1450.652,830.539,1139.371,1445.671
13.455,48.175,66.891,69,37.863,61.168,40,23.312,30.701,32.326,41,40,58,25.953,36.509,0,16.194,49,33,49.782,30.859,53.519,10.511,51.798,33,26.639,50
234.506,216.303,172.145,578.372,744.464,580.998,412.387,441.802,430.552,96.367,185.645,93.705,514.35,452.301,411.371,405.982,454.897,387.456,147.51,197.765,137.26,428.364,313.148,505.378,191.303,396.927,365.636
1.005,0,1.002,3.003,3.022,3.015,1.003,4.021,1.003,2.015,2.008,1,3.008,1.001,0,0,3.017,3.009,0,2,2.021,2.017,1.006,2.011,0,2.007,2.009
0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1906.112,1845.846,1906.068,2404.261,2778.23,2362.051,2558.144,2204.635,1908.446,2079.494,1839.432,1548.49,1889.735,1614.349,1693.106,2179.448,2067.378,1898.478,1308.413,1727.709,1320.786,1719.522,1737.548,1894.933,1297.51,1634.332,2092.171
0,0,0,0,6.334,0,3.887,3.347,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
4,1,1,2,2,1,0,3,0,14.001,19,9,6,4,3,2,0,1,5,10,5,2,6,2,0,0,2
0,0,0,1.047,0,3,1.205,1.006,0,0,1,0,0,1,0,1.02,0,0,1,0,2,0,0,0,0,0,0
14.945,12.778,8.467,20.287,20.597,11.999,29.579,25.283,42.378,17.735,8.664,4.41,13.454,7.851,11.741,26.644,22.415,9.874,2.754,0,4.42,12.772,9.736,14.761,6.918,23.234,30.77
209.112,215.235,171,192,248.424,209,173.358,168.348,139,237,198,152,174.999,174.828,164.002,180,179,158,139.135,166.419,136.372,133.005,177.158,167,97,119.001,138.039
331.657,340.994,314.385,790.055,840.598,729.126,528.461,487.405,516.083,233.685,242.07,140.002,634.059,576.45,622.106,507.457,546.491,535.986,116.645,278,149.345,562.34,591.034,562.575,328.12,432.382,608.531
411.533,423.361,381.06,190.788,238.911,217.734,327.372,333.706,183.579,287.576,269.719,196.434,224.325,167.03,121.137,271.663,228.236,192.296,216.769,286.176,223.706,183.96,239.71,255.784,168.847,285.284,345.913
435.051,437.498,434.717,440.776,472.752,408.601,335.778,322.801,357.267,442.857,472.298,337.978,383.013,266.801,298.538,300.551,232.094,235.97,277.829,403.934,304.75,308.43,323.575,315.472,184.832,223.736,273.379
33.328,24.518,14.565,20.246,16.701,20.842,25.733,16.897,12.271,25.55,25.199,15.055,19.078,7.47,5.738,25.548,22.533,19.598,13.186,17.28,12.02,18.662,9.866,11.924,2.716,16.821,18.429
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583.835,563.404,561.312,827.386,665.575,747.694,798.635,727,492.488,538.813,376,375.631,512.184,596.188,542.264,591.772,691.82,529.62,231.272,521.05,418.708,506.772,593.134,632.677,372.371,531.806,665.321
1,2,2,0,1,1,0,1,1,2,0,3,1,2,0,1,0,0,0,0,0,0,0,0,0,1,1
1,4,3,0,3,1,2,1,0,1,1,1,2,1,1,2,0,0,1,0,1,1,0,0,1,1,1
2,1.062,0,0,0,0,1.645,0,1,0,0,0,0,0,0,1.01,1.788,0,0,0.733,0,0,0.761,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.474,26.831,49.087,68.387,63.162,0,79.202,135.04,0,24.785,0,7.989,8.213,39.565,15.986,61.365,26.03,0,37.366,19.581,17.467,0,22.663,9.455,28.842,18.89,0
29.107,26.073,29,23.388,46,7.131,20.291,15.495,33,15.672,21,24,21.492,13.873,25,26.695,18.052,13.847,10.779,31,17,18.859,21.457,12.898,11.195,7.103,25
5,3,5,0,6,5,0,4,5,3,5,1,3,4.001,1,9,7,6,1,2,1,5,1,1,1,4,4
2,0,0,2,1,0,5,0,0,3,1,2,0,2,2,3,3,0,0,0,0,3,1,1,0,0,4
523.706,425.354,491.41,547.156,550.077,565.673,629.259,560.172,421.122,522.451,353.402,342.234,388.185,429.664,375.041,562.962,539.754,533.093,263.618,473.968,316.199,352.48,391.089,338.017,302.786,422.548,512.545
394.528,418.196,339.002,376.084,484.118,414.007,474.413,388.826,384.999,458.184,416.977,335.188,330.191,280.139,316.579,416.972,442.336,400.384,248.488,371.102,268.553,330.003,322.366,301.001,239.772,369.788,434.404
59.299,70.547,62.012,1.843,39.56,46.09,0,38.246,30.778,42.284,33.241,0,44,0,35.254,42.961,34.204,26.625,34.246,48.258,53.068,48.224,43.859,36,0,35.054,41.569
158.525,156.053,149.809,112.829,124.619,150.497,99.761,102.435,97.511,134.398,117.022,86.029,110.052,92.908,107.011,103.009,94.033,108.999,88.544,81.07,92.07,107.112,94.496,110.007,65.507,92.122,85.113
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
185.029,211.031,217.528,280,345.835,278,291,225.218,234.197,220,220,185.051,250.287,225.008,226.204,263,240,226,210.188,286.978,208,216.006,236.09,250.126,130.556,200,234
126.398,141,153.991,73.254,93,112,66.013,74,98,163,152.012,121.001,93.017,91,91,101.005,54.21,81,111,125.004,118.001,89,81.164,86,37,70,76
0,37,36,0,0,0,0,0,0,0,22,0,0,0,0,0,0,23,0,0,22,0,0,0,0,25,0
307.317,256.148,308.506,263,333,309.633,267.723,243.543,193,320.928,261,225.712,208.537,227.37,254.995,217,232.001,275.113,156.019,242.159,210,198.439,243.024,252.112,150,218,222.727
0,1,1,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
131.879,95.708,97.736,79.773,55.359,63.157,44.944,68.683,77.418,119.91,98.455,61.321,83.999,77.725,76.97,70.106,72.365,98.116,82.245,96.617,87.699,63.947,45.048,43.849,35.617,73.113,0
303.021,339,228.08,325.307,306,263,287.28,266.185,214,274.724,312,198.153,258.036,210,221,269.001,266.006,245.594,145,226,193,194,190.014,208.728,139,246,310
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
59,79,60,92,117,98,81.009,62.111,57,50,60,43,94,85,83,101,79.251,91,39,56,33,86,97,90,62,80,104
171.003,122.781,12.601,103.895,232.609,233.887,256.012,239.876,34.718,123.976,192.185,164.63,139.753,10.582,12.727,178.766,77.581,100.498,16.603,55.158,218.5,104.704,91.068,74.465,89.368,59.518,76.459
292.014,328,251.037,328.076,426,317.411,248,216,185,559.072,488.471,424.422,287.276,232.733,267.557,161.953,159,154,326.058,424.906,380,235,280,240.001,96,126,153
1825.025,1877.219,1670.742,2233.352,2517.226,2158.216,2303.375,2071.11,1835,2272.09,1920.533,1693.219,1966.295,1697.114,1723,1787.622,1832.992,1766,1414.73,1952.78,1463.006,1713.12,1653.694,1793.197,1013.264,1491.775,1745.01
750.828,792.783,704.408,842.879,956.079,779.111,682.595,546.826,654.017,1172.618,1115.551,761.43,809.714,662.845,697.835,617.928,553.718,602.742,542.067,871.193,633.394,634.106,589.305,680.777,415.008,478.038,679
567.075,472.427,532.901,551.819,615.255,490.618,311.792,253.003,249.989,582.678,451.97,375.813,401.101,369.397,379.104,312.587,288.69,289.185,312.819,457.898,357.136,399.662,340.474,384.782,158.198,212.519,262.337
21.001,24,24,17,19,13,5.162,7.003,8,23,21,21,10,11,1.753,5,9,7,22,21,20,8.134,4.144,10,3,8,3.444
140,144,121,140,160,136,86,73,79,124,124,97,102.042,69,83,86,70,83,99,121,96,80,93.101,91,43,45,76
0,2.77,14,1.65,3.448,14,0,0,0,17,14,1.834,6.54,6,0,7,0,0,3.46,19,5.299,0,15,7,0,2.823,0
125.735,267.605,190.293,271.13,102.665,236.611,163.549,193.692,4.61,232.496,20.526,71.454,103.591,184.8,162.956,292.056,136.65,92.26,207.702,101.342,150.942,158.088,122.683,129.986,89.185,146.688,56.444
233.628,261.538,239.807,229.611,236.675,122.038,189.829,134.928,191.215,204.606,248.442,126.579,160.577,162.903,232.93,173.075,159.798,172.921,110.893,172.303,143.655,157.004,170.798,162.746,85.629,161.388,99.964
424.622,421.572,338.979,394.66,591.558,428.161,377.117,326.959,402.783,379.002,379.901,262.277,466.716,371.107,353.551,306.772,333.51,404.642,181.143,368.992,272.841,312.618,269.522,380.976,207.878,310.469,382.627
193.464,323.562,304.683,325.45,243.617,284.105,343.138,384.416,124.03,330.841,195.012,210.185,217.074,191.398,217.398,300.894,336.649,294.232,199.612,214.044,153.044,188.733,183.022,200.954,189.867,213.969,308.35
768,714.093,690.95,680.915,818.146,700.064,557,468,414.678,763.459,672.392,566.646,497,472.458,529,480,479.465,479.032,399.366,645.456,479,523.045,519.894,553.005,345,416.335,570.38
0,0,0,0,0.908,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.594,28.094,29,31,25,22,0,0,17,20.814,0,14,26,0,0,16,14,17.066,11.067,14.551,18,15,18.609,18.938,10,14,11.899
22,31,11.563,2.634,22,0,11,13,10,21,15,20,16,13,20,0,13,8,9.046,22,10,14,0,0,0,0,16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
276,204.018,228,326,308.753,302,410.074,329.379,277,280,262,182.144,227,246.093,207,352.15,366,339,172.321,252.343,175,221.172,242.003,246,239.263,288,370
373.861,398.586,362.753,398.857,423.252,388.095,436.692,305.271,355.008,394.476,363.712,231.19,320.03,310.865,336,415.748,408.747,403.461,239.862,314.805,309.928,305.991,284.457,270.762,226.498,292.433,425.154
0,1,0,1,0,2,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,0,0,0,0,0,0,0,101,79.83,0,59,62,52,0,0,0,0,0,0,0,0,0,0,74.06,0,0
53.629,4.422,24.215,1.565,56,44.432,12.106,10.94,11.751,4.655,4.872,16.908,4.645,21.932,24.802,7.355,10.664,12.579,6.136,4.702,16.416,1.938,16.876,39.374,0,11.969,13.93
144.012,99.018,105.342,158.763,153.189,120.394,184.284,137.388,159.764,170.881,109.977,111.907,104.54,80.785,110.591,158.838,177.659,169.26,88.096,111.379,88.135,90.185,103.581,122.294,85.786,130.045,157.676
257.772,230.56,200.511,234.286,287.397,161.58,264.008,208.139,248,228.37,218.662,173,232.27,109.058,207,252,250.59,239.379,146.3,227,157.897,209.106,208.739,183.189,163.31,164.874,291
143.211,115.953,160.609,110.24,123.225,142.491,171.224,166.595,172.792,174.07,130.204,114.286,123.372,110.941,125.315,159.442,109.953,116.132,97.024,139.117,85.49,75.061,135.272,108.855,97.872,94.581,130.984
375.001,391.009,328.262,382.484,449.019,375.502,629.483,528.16,423,376,327,332.457,275.076,249,306,468,470.999,429.011,243.502,312.148,243,267.077,249,287,282,389.081,463
70.377,0,4.247,3.584,147.977,65.68,91.401,111.485,13.286,12.505,96.302,46.857,0,71.524,67.77,16.891,32.173,40.315,59.114,90.813,59.895,61.117,52.391,65.992,43.14,75.802,0
769.331,799.326,748.479,793.972,948.29,878.742,850.945,796.019,767.535,735.121,644.677,595.786,631.804,675.385,634.841,711.163,718.033,741.196,468.047,681.062,532.012,617.276,637.36,676.009,482.45,578.987,751.82
800.86,788.796,807.646,637.037,641.881,586.579,315.912,280.594,267.632,757.967,807.098,555.787,469.977,398.174,306.865,334.791,213.229,186.269,566.225,649.969,594.458,407.22,453.379,363.267,197.62,262.347,364.563
128.873,141.611,105.87,142.316,164.469,148.284,163.577,164.65,144.563,144.734,116.503,87.351,112,121.752,80.871,192.013,162,186.686,83.505,122.892,100.818,100.395,92.776,100.661,91.26,152.553,173.192
78,83,66,82,95,68.283,74,62,52.014,83,71,63,86,67.473,66,73,77,75,48,76,59,63,47.022,64,37,47,79
140.063,148,160.543,176.715,201.209,191.518,179.246,198.933,147.547,215.523,158.042,161.323,145,154.949,137.891,153.438,162.339,165.576,114,150.324,124,131.84,158.018,145.167,107.931,132.334,160.909
93.028,61.53,119,71.456,130.197,64.489,190.404,176,71.527,222.052,39.923,117.192,120,111,126,141,120.786,187,122,89.64,41.94,112,115,81.65,77.952,75.537,111.842
52.866,58.653,49.215,66.82,79,82,76,12.854,59,95.009,42.985,48,64,61.999,49,28.933,62,54,44,62.027,40,0,32.424,63,35,56,71
4,0,0,7,4,0,0,0,0,0,0,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0
24,21,26,32,26.003,20,37,29,26,25,16,11,11,13,11,33,28,37,19,24,15,22,13,14,13,16,29
0,3,0,2,0,0,0,0,0,1,0,4,2,0,0,1,5,2,4,0,3,3,0,0,0,0,1.866
7,5,6,1,4,4,3,6,4,5,6,2,5,1,4,2.009,9,1,2,1,2,2,0,5,2,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.017,23,18,13,19.249,20,19,16,24,20,13.847,17,24,16,16,14,16.179,22,14,18,10,14,18,12,9,11,24
823.94,679.64,743.255,675.057,828.418,726.606,760.028,663.988,620.367,737.784,546.854,475.122,541.352,587.086,515.107,627.905,652.328,638.347,388.593,636.12,424.908,587.136,495.419,598.201,402.196,550.327,711.899
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,1.652,1.653,0,0,1.654,0,0,0,0,2,0,0,0,1,0,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0
285.708,265.01,242.783,283.248,320.889,317.464,421.944,376.862,331.68,268,196.99,172.882,218.378,212.256,188.26,350.855,407.369,358.773,182.52,248.293,176.153,225.402,215.343,236.36,210,294.326,374.519
853.79,837.252,761.58,772.485,904.729,768.507,832.277,832.923,824.908,803.63,739.808,581.29,628.739,573.133,524.683,734.841,736.248,680.335,649.156,829.04,589.063,582.289,616.517,637.75,446.224,519.368,710.531
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
128.264,220.968,179.405,125.144,148.335,217.331,190.147,166.244,167.181,172.796,159.071,92.818,117.315,170.984,141.897,189.363,276.066,153.83,173.352,98.651,170.952,227.515,176.173,168.803,152.46,114.135,241.241
128.591,134.085,132.738,170.596,173.827,171.814,202.8,209.887,182.005,159,117,114.727,131,110.838,146.391,225.121,191.18,184.774,64.705,126.36,99.541,109.392,149.044,96.432,128,180.169,213.11
346.066,411.018,393.659,362.814,468.794,438.475,442.576,398.576,338.448,400.954,398.105,322.349,308.999,272.675,265.974,368.173,393.696,364.882,283.542,398.707,298.987,305.538,314.58,249.438,225.582,276.812,392.955
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
95.506,68.376,66.738,81.191,79.59,84.627,83.786,51.543,73.641,110.723,85.372,83.442,86.227,56.201,41.171,75.511,96.681,108.797,40.816,67.117,71.247,58.386,58.649,45.994,52.817,91.913,80.678
12.837,22,11,3.331,16,21,16.646,17.299,19.168,1.536,0,6.294,0,0,5.498,2.06,0,0,4,3.516,3,9.649,16.389,19,0,0,3.988
2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,0,1,1,0,2,0,2,0,1,0,2,0,1,0,1,0,0,1,0,0,1,0,2,2,0
0,0,1.814,0,0,7,0,0,0,3.435,5.673,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5,0,5.204,0,14,0,1,0,3,0,0,5,4.973,19,4.589,0,7,7,0,8,0,7.002,7.001,6.334
