"SRR27961772","SRR27961773","SRR27961774","SRR27961775","SRR27961776","SRR27961777","SRR27961778","SRR27961779","SRR27961780","SRR27961781","SRR27961782","SRR27961783","SRR27961784","SRR27961785","SRR27961786","SRR27961787","SRR27961788","SRR27961789","SRR27961790","SRR27961791","SRR27961792","SRR27961793","SRR27961794","SRR27961795","SRR27961796","SRR27961797","SRR27961798"
0,1,1,0,1,1,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2,0,1,3,2,1,4,2,3,5,4,7,5,2,3,2,1,0,2,2,0,2,0,0,0,1,3
102,95.409,89,120,118,123.022,187,146,150,95,88,64,87,90,77.323,119.148,155,144.023,40.681,97.051,59.067,36.689,91,89,92,107,127
50.236,63.246,84.438,106.214,73.796,32.08,156.575,106.6,75.07,60.766,47.144,18.661,49.368,61.28,74.038,103.198,103.069,57.07,56.265,29.849,18.852,31.524,33.232,57.396,17.019,54.937,46.757
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74.222,108,85,72.847,129.004,104.046,94.529,115,117,79,100,53.106,107,83,83.068,103.887,96,106,70,70.432,56.037,89,93,81.121,52,107.005,96.004
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.894,0,17.589,0,1.107,0,5.297,6.659,0,0,42.858,0,1.89,2.837,0,0,1.146,0,1.619,78,0,0,0,0,11.932,4.538,19.342
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,60.308,20.548,59.938,69.606,3.138,55.087,77,74,59,49,27,48,19.591,4.224,86,9.376,72,22.734,30.13,36,48,57,46,48,26.712,99
6,4,2,0,0,1,2,0,2,4,5,5,1,1,1,3,4,3,1,3,3,0,2,4,1,1,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
1,1,0,1,0,1,4,2,2,0,0,0,0,0,0,1,3,2,1,0,0,0,1,0,3,7,1
78.337,139.391,71.528,119.388,154.879,87.166,164.171,105.496,62.568,58.197,26.097,27.309,85.072,64.818,90.761,69.875,66.079,88.951,30.12,57.32,54.389,45.89,81.671,78.755,40.646,58.599,73.734
101.061,71.906,95.034,66.445,86.81,106.753,62.945,66.417,62.49,73.676,69.165,80.652,43.535,45.982,73.464,114.315,71.023,93.749,60.82,60.914,54.707,75.502,72.136,71.522,41.224,67.357,88.99
117.227,152.154,135.447,193.474,167.093,156.195,218.035,191.537,15.62,192.744,158.005,129.311,189.743,89.567,163.897,114.132,126.328,144.742,108.456,118.787,144.862,130.889,141.346,107.652,96.935,130.22,169.217
252,224,83.141,257.002,191.518,186.037,176.728,223.085,166.635,159.376,72.362,156.194,145.251,140.624,166.573,177.236,174.258,261,124.116,118.745,89.413,106.901,116.903,122.551,73.165,165.647,233
0,0,0,0,0,0,1,2.016,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
173.852,155.161,125.415,193.548,256.102,241.121,308.467,284.331,310.367,171.545,158.008,106.604,143.281,188,156.134,286.321,285.017,251.649,125.553,176.039,129.424,162.533,160.03,151.167,169.808,182.039,263.561
99.467,116.884,126.127,73.518,158.9,147.929,115,101.573,59.689,148.579,130.41,114,83,107.698,90.314,105.659,98.875,99.954,0,125.294,119.357,77.095,0,92.254,11.954,87.007,126.299
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,1,0,3,0,1,0,2,1,2,1,0,1,0,2,0,0,1,2,0,0,1
0,1,0,1,0,1,2,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.591,14,16,8,13,5.833,13.841,10.405,10.476,9,4.347,10.825,5,11.253,12,13,10,5,4,4.72,11,14,8.321,0,12.791,9,9.636
7,6,3,2.007,6.028,3,5.008,8,4,3,5.016,5,3,9,8,3,6,4,3.002,5,3,5,2,8,4.024,5,3
266.595,174.397,236.241,279.991,313.04,276.414,267.778,250.829,133.888,222.164,122.675,167.428,161.63,185.3,197.523,257.028,250.893,256.402,146.13,200.582,147.595,181.199,194.625,230.616,149.522,214.333,236.23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,27,27.479,22,21,24.789,32,31,23,25,24.961,15,17,13,13,28,37,32,25,19,14,18,14.42,11,16,19,22
98.79,103.957,77.686,51.612,70.963,64.948,71.545,73.542,86.82,93.983,64.865,48.619,80.035,64.235,88.267,87.058,83.897,80.569,47.04,81.187,37.945,56.4,77.885,62.084,38.585,64.365,78.497
21,24,17,16,13,14,0,15.203,18,12,9.001,0,16,13,13.028,10,17,0,11,0,0,14,6.063,16,0,0,23
1042.985,1216.792,1042.853,1066.441,1152.872,1127.111,1056.643,910.722,1215.263,862.316,811.124,678.517,869.064,830.495,892.866,933.065,913.412,875.328,539.933,721.965,581.414,797.436,741.957,905.014,579.178,647.318,1009.324
81.999,103,69.741,77,104.108,83.001,97.999,68.528,107,92,64.999,54.999,67.553,52.321,58.127,78.142,63.332,98.999,50.741,31.985,31.579,54.589,72.014,62.007,47.001,51.385,126.867
1406.573,1225.16,1329.201,1693.945,1922.119,1549.094,1898.42,1684.51,1693.383,1220.406,791.885,817.288,1066.648,1229.454,1277.844,1562.01,1692.882,1754.907,749.832,1121.615,805.933,1249.811,1270.84,1291.926,927.787,1401.645,1847.713
12.266,46.861,29.864,4.096,16.491,14.171,13.134,47.609,11.02,25.63,12.69,23.187,15.852,26.814,16.303,21.555,17.872,17.377,18.396,14.955,40.364,7.1,22.053,5.048,4.936,11.893,11.746
0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3197.075,3596.668,2770.636,3081.458,3856.377,3234.148,3604.849,3890.349,4138.065,2614.027,2952.555,1988.728,2852.879,2367.007,2702.791,3128.459,3634.011,3249.018,1800.026,2900.083,2212.395,2759.25,2708.006,2526.29,2440.908,2968.961,3572.739
636.799,846.557,801.105,1405.5,1393.538,896.376,1436.781,1252.159,1698.67,466.796,754.364,343.824,1057.58,714.891,823.124,1640.504,1361.224,1594.382,447.955,756.669,438.635,815.864,931.469,1296.12,1001.183,1215.98,1194.594
125.266,126.942,164.845,93.801,178.853,95.18,37.742,58.584,37.563,391.095,360.196,318.132,143.236,108.677,130.526,66,38.014,34.26,209.994,220.66,213.715,85.589,98.129,114.903,26.722,32.026,79.151
0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,1,0,0,1,0
1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
57.928,48.815,61.333,37.2,63.605,45.102,74.548,45.745,69.112,39.6,79.882,39.918,37.233,23.938,29.021,46.582,38.517,34.907,36.745,39.461,38.185,29.992,48.003,29.746,27.001,46.018,61.353
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,4,2,5,1,1,0,2,1,3,0,5,0,0,3,2,2,1,0,6,1,1,1,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.205,4.197,15.911,6.468,16.602,20.63,21.585,30.365,12.045,11.759,14.157,3.783,4.961,7.146,0,5.732,15.057,23.11,8.809,11.021,10.51,0,10.271,8.107,5.197,16.028,4.769
129.9,155,144.562,126.44,168.02,146,148.622,133.328,159.598,156.036,113.749,132,61.663,115.452,114.459,128.034,101.397,145,96.016,158.015,103.655,111.92,106,88.464,80,91,116.406
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432.619,726.739,639.7,726.445,777.078,737.801,798.736,782.379,316.626,645.591,462.268,515.542,608.719,482.632,583.903,733.977,754.279,692.131,408.35,624.572,447.033,516.994,562.009,597.772,446.983,647.93,781.444
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8396.774,9536.801,8005.954,5377.578,6958.145,6005.94,7085.688,6726.005,6417.936,7387.983,6536.66,5664.761,4834.577,4996.296,5543.587,6368.08,6153.312,6129.307,4344.098,6323.935,4940.144,4910.448,5122.476,5261.823,3622.306,4723.588,7026.827
2134.889,1682.359,1766.064,2175.634,2192.149,2189.857,2227.642,1947.764,1710.365,2582.077,1894.6,1781.074,1872.201,1674.847,1389.755,1697.689,1442.312,1714.124,1193.843,2028.583,1519.435,1574.544,1763.577,1757.701,1013.981,1233.624,1766.566
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1880.962,1843.134,1519.699,1733.38,1922.176,1716.979,1482.006,1380.367,1335.701,1835.17,1741.363,1465.224,1516.712,1324.39,1194.031,1297.166,1192.597,1211.593,1146.857,1413.262,1270.262,1194.492,1162.527,1202.405,830.348,1069.137,1409.491
753.071,692.278,705.856,570.301,645.427,544.722,626.195,530.522,315.733,689.095,485.159,458.52,467.742,457.318,421.352,508.583,493.067,425.585,386.165,570.817,421.79,419.345,413.563,412.5,335.708,416.865,545.132
589.386,563.368,604.964,719.083,787.925,669.11,723.992,621.501,441.082,818.294,487.318,531.107,463.571,551.978,505.897,589.728,565.418,586.719,441.59,581.333,515.224,515.828,571.944,544.677,374.123,447.268,564.365
528.268,540.908,490.166,435.044,590.221,566.866,500.427,475.569,445.427,481.544,457.797,368.306,437.226,415.149,393.016,496.684,455.121,408.032,276.4,434.632,332.682,386.763,355.865,398.495,331.045,407.05,503.054
29.307,8.464,110.476,3.132,87.126,144.795,38.454,22.929,19.554,70.307,74.699,64.912,17.206,5.791,21.614,29.945,85.097,67.038,36.986,67.889,72.228,60.551,62.636,47.296,3.356,63.403,0
351.706,300.028,275.194,358.708,418.819,310.385,466.028,438.651,170.905,334.194,499.556,128.697,68.188,197.211,321.281,327.661,548.583,134.282,297.969,266.024,94.874,312.137,136.775,314.824,150.327,338.467,381.724
335.897,369.594,266.43,341.802,301.073,233.902,220.632,204.406,231.365,271.269,296.152,186.863,231.321,226.017,231.712,195.305,191.506,201.652,162.551,246.899,191.126,232.729,221.042,203.968,107.529,140.188,218.024
0,0,3.568,3.544,1.579,0,0,5.449,0,1.535,1.583,0,0,0,0,1.569,5.906,3.555,0,0,0,0,3.387,0,5.657,0,0
584.557,665.77,601.799,689.55,813.976,642.039,781.277,772.404,887.304,612.872,537.926,399.221,659.915,511.292,549.936,696.403,737.823,649.087,335.763,593.65,403.743,507.42,523.935,561.28,423.458,651.195,768.714
0,0,0,0,1.702,4.045,0,0,1.767,1.716,0,0,0,0,0,0,1.713,0,1.714,1.739,0,0,0,0,1.748,0,0
30,33,29,46,52,44,47,53,63,13.001,15,9,35,45,34,56,55,65,9,11,14,41,37,43.116,44,52,76
7.071,1.27,0,28.112,0,0,1.353,8.378,1.589,2.391,0,0,59.068,0,1.469,48.625,2.958,56.833,3.397,9.738,0,0,5.487,1.346,82.292,35.673,0
108.839,123.158,96,122.318,137,47.988,88,74.348,74,181,154.211,140,111,85.958,104,77,75,75,184.201,248.028,176.312,94.638,89.233,103.145,40.684,63.471,60.197
127.752,127.357,126.651,125.416,156.651,129.671,127.168,85.095,108.775,196.368,155.948,126.668,121.753,103.338,113.989,119.028,67.065,92.112,92.256,130.671,46.034,117.889,87.024,89.955,2,67.316,127.729
0,0,0,26,29.504,38.001,23,16,18,22,12,17,23,0,0,15,31,2.241,13,0,0,27,21,25,0,2.957,28
497.196,579.267,449.854,639.532,751.648,704.549,673.247,650.286,721.171,401,421.213,321.299,536.378,479.714,537.219,518.714,603.344,577.352,246.503,433.75,330.249,464,432.516,481.129,368,490.872,625.433
29.772,38.551,23.769,39.001,37.367,43,38,30.302,69,25,30,15.82,24.422,26.783,26.511,44.649,37.042,35.962,10.99,17.164,14.065,19.379,29,26.787,27.266,29,54.794
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.733,2,1,0,0,1,2,1,1,0,1,0,0,0,1,1,0,2,2,1,0,2,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
255.269,303.474,249.431,294.999,373.148,285.301,275.386,283.019,318,244.498,285.343,204.493,266.9,229.111,230.705,274.738,295.007,220.298,133.404,211.16,161.009,233.412,246.488,235.412,163.706,226,308.961
1.267,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238.813,311.469,210,293,258.659,213.22,256.88,209,324,157,159,90,198,134.412,141,230.463,267,186,96,160,132,160,103.122,147.594,139,229,204
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,1,2,2,0,1,0,0,1,0,1,0,1,1,0,0,2,0,0,0,0,0,1,0
1454.159,1578.638,1236.781,1288.95,1599.921,1449.855,1373.689,1455.119,2461.985,1059.913,1091.93,629.979,1353.562,1231.713,1405.463,1400.843,1402.077,1498.448,555.908,971.082,731.32,1157.809,1106.931,1173.776,855.737,1266.883,1675.63
82.95,107.532,120.807,125.029,153.544,118.384,184.798,163.521,164.716,92.997,96.621,80.193,104.551,108.509,81.097,93.026,122.245,188.975,75.232,95.81,68.811,126.313,87.492,90.903,75.982,118.804,177.964
245.083,267.862,281.476,335.211,361.219,356.226,530.919,452.23,382.016,264.82,230.264,223.746,250.382,251.342,243.872,373.862,426.347,353.952,236.25,173.844,155.217,227.924,297.46,357.498,201.046,279.795,394.077
268.819,259.178,289,307.183,353.384,282,359.17,315.641,321,290,258,165.865,211,210,208,301,324.377,309.993,138.004,257,165,236,244,229,193.002,270,345
442.064,475.933,393.018,512.252,492.025,447.353,672.524,535.69,628.983,575.56,481.996,417.027,399.119,356.116,362.216,532.627,563.633,526.576,282.342,394.886,341.432,358.496,352,393.25,346.001,455.522,551.454
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,100,63.001,86,82,84,117.171,109.937,184.439,102,96,73,77.255,42,57,84.07,86,72,48.024,78.2,64,53,50,72,46,66,92
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,5.263,0,3.022,0,0,1.6,0,0,0,1.292,1.508,0,0,0,0,0,1.327,0,0,0,0,1.954,0,1.356
0,33.667,0,0,0,0,0,0,44.986,0,0,0,0,0,0,0,26.161,36.465,0,0,0,41.571,18.019,0,0,0,27.385
939.945,1026.334,892.841,904.513,1081.304,914.488,858.003,739.493,677.225,1288.292,1126.304,875.676,819.859,707.11,687.342,672.193,641.013,591.053,785.664,1020.145,823.656,757.945,781.088,784.614,407.487,517.856,692.2
1.493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,1.677,1.72,0,0,0,1.283,0,1.448,0,1.415,0
14.702,15.488,35.063,0,43.298,34.019,0,31.121,0,19.323,39.475,11.204,17.858,5.486,22.634,11.542,0,0,18.943,26.779,0,18.175,9.794,0,13.979,3.778,6.07
0,0,6.285,0,1.659,1.804,0,0,1.648,1.599,1.774,0,1.844,7.754,0,3.922,0,4.863,1.701,0,0,1.635,1.843,1.933,0,4.249,0
9.378,8.697,2.892,1.289,5.261,8.246,6.721,2.609,1.373,4.951,2.744,6.507,4.099,1.994,4.476,1.246,7.379,2.782,2.498,1.274,8.281,5.713,2.623,5.208,2.696,5.135,3.533
3,0,1,2,2,4.011,1,1,0,0,1,2,2.007,0,0,0,1,3.009,0,0,0,3.01,5,0,1,2,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289.844,325.885,303.407,298.242,355.433,286.155,254.756,244.14,316.872,258.998,205.908,167.82,248.525,280.736,207.526,290.483,254.564,234.829,160.698,236.472,139.449,283.515,253.766,220.432,141.871,269.518,252.783
11.344,10.26,12.739,4.221,3.228,2,3.477,0,3.062,4.296,0,3.24,1.023,9.048,1.207,2.139,1,5.242,3.177,2.068,7,3.179,0,0,1.316,1.14,6.288
3.256,0,0,0,0,0,0,1.012,0,0,0,0,0,1.008,0,0,0,0,0,4.164,0,0,0,0,0,0,0
4,2,3,0,2,1,2,3,4,4,6.269,3,0,1,1,1.213,1,1,1,1.255,2,0,2,1,1.18,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.7,6.836,6.509,11.474,2.132,6.417,5.073,0,7.754,1.628,10.099,0,0,0,2.993,7.488,9.11,6.305,8.316,3.282,4.846,0,3.93,4.865,3.979,0.641,3.59
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
570.78,678.38,457.537,705.451,650.542,521.039,610.934,576.533,577.344,612.68,671.835,352.736,631.357,478.896,540.785,542.454,642.314,567.689,312,481.246,419.769,475.571,523.972,513.245,336.059,453.204,752.869
189.664,118.034,56.706,121.536,94.746,77.531,85.782,30.007,89.334,125.418,77.341,237.862,33.156,201.785,75.838,35.027,129.2,49.712,65.196,64.696,15.953,201.488,72.036,52.711,16.349,83.437,40.412
92.897,123.303,106.234,75.138,130.141,121.981,140.265,120.241,110.78,141.988,136.917,70.984,119.538,101.896,92.855,129.253,91.121,86.39,103.491,114.205,84.109,73.094,84.222,84.512,59.025,99.464,99.206
17.333,9.964,1.244,6.598,5.197,5.987,7.127,8.999,7.066,8.801,8.809,9.245,0,0,1.26,11.537,10.879,8.586,2.371,8.173,2.928,5.409,12.498,4.152,5.406,8.124,11.677
1,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52.878,24.726,26.117,43.044,47.813,34.16,20.497,32.283,20.814,26.334,7.309,16.755,16.726,27.785,24.315,40.099,39.327,14.667,23.865,7.132,14.786,20.473,22.63,17.74,12.874,34.23,37.961
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.506,0,0,0,0,0,0,0,0,0,0
35.114,20.136,1.099,47.82,33.495,3.608,18.654,2.424,35.463,28.77,22.899,1,0,31.603,22.509,29.327,14.376,32.49,0,18.125,18.508,7.834,2.129,15.602,29.533,16.463,49.38
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1.233,0,0,0,0,0,0,0,0,1.691,0,0,0,0,0,0,0,2.765,0
4.74,5.238,6.259,3.54,9.47,3.779,7.564,8.612,5.821,22.657,14.124,9.783,7.751,3.578,2.348,10.547,3.666,9.23,2.336,5.968,8.338,1.121,2.394,4.89,2.544,2.621,3.733
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.082,56.742,57.099,56.128,65.204,63.072,85.744,59.322,74.873,92.661,89.846,76.753,61.014,30.179,39.504,89.879,67.44,70.12,41.99,69.88,55.606,47.259,54.555,41.527,45.226,64.847,87.911
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.021,1.024
0,0,0,0,0,0,3.133,0,0,0,0,0,0,0,1.825,0,0,0,0,0,0,0,0,0,0,0,0
2.28,0,4.063,3,4,1.346,4,2.835,0,2.688,5,0,0,0,0,1.319,1.221,5,0,4,0,0,0,1,3,0,1.178
3.566,16,8,16,9,12,12,13,8.607,8.191,13,10,2.263,14,5,20.175,9,13,0,6,0,3.578,8,7,3,6.035,6
0,0,0,0,0,5.029,0,0,0,0,0,0,6.799,0,5.04,0,0,0,0,0,0,9.105,0,0,8.306,0,0
16.753,0,5.268,3.216,7.492,12.302,39.633,16.124,0,3.904,0,0,0,16.518,0,0,23.714,36.805,0,3.307,33.083,6.009,5.237,6.056,21.641,21.704,15.997
602.695,608.553,520.338,805.078,811.274,693.797,718.995,594.416,645.692,615.644,446.635,491.684,605.427,612.864,603.994,637.946,621.205,500.256,333.806,546.233,402.266,571.854,680.984,614.285,468.795,541.038,632.558
0,0,1,0,2,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1.529,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.066,0,0,0,0,0,0,0,2.766,0,4.164,1.053,0,0,0,0,0,2.114,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52.291,54.277,38.274,55.822,34.995,48.79,85.85,85.289,101.747,47.496,53.359,31.59,58.31,41.347,35.597,55.956,67.423,77.647,8.295,32.023,49.241,53.969,41.949,66.665,33.434,59.175,70.445
0,1.014,0,0,0,0,0,1.007,0,0,0,0,0,0,0,0,2.007,2.006,0,1,1.714,1.002,0,0,0,0,1.008
0,3.38,0,1.099,0,0,1.039,0,4.191,1.039,0,0,0,1.056,0,0,0,1.216,1.032,1.077,0,0,0,0,2.077,0,0
30.935,15.757,40.148,74.131,88.417,46.023,29.822,37.878,71.22,17.326,0,17.465,73.887,67.801,52.587,54.497,74.507,86.888,0,47.086,31.076,74.649,39.027,62.75,51.47,61.458,81.65
0,0,0,0,0,0,0,0,0,1.437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3.089,0,0,1.129,0,0,0,0,0,0,0,3.072,0,3.805,1.127,2.394,1.448,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,25,13.471,0,16.429,0,24,0,0,11.112,0,20.434,0,7.156,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.073,0,0,0,0,0,0,0,0,16.635,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3.473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.976,0,0
