"SRR20079510","SRR20079511","SRR20079512","SRR20079513","SRR20079514","SRR20079515","SRR20079516","SRR20079517","SRR20079518","SRR20079519","SRR20079520","SRR20079521","SRR20079522","SRR20079523","SRR20079524","SRR20079525","SRR20079526","SRR20079527","SRR20079528","SRR20079529","SRR20079530","SRR20079531","SRR20079532","SRR20079533","SRR20079534","SRR20079535","SRR20079536","SRR20079537","SRR20079538","SRR20079539","SRR20079540","SRR20079541","SRR20079542","SRR20079543"
18,1,0,0,737.95,3.164,284.783,55.352,37.833,295.393,582.982,26.757,30,0,0,6.182,1803.271,3274.629,13.134,316.729,740.798,87.217,3.639,1,0,3.222,307.991,0,1259.2,69.494,128.852,58.861,972.669,58.343
0,0,0,0,0,2,5,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,24.726,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.336,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,3,2,1,0,0,0,0,0,0,0,0,0,1,1,2,1
0,0,0,0,0,0,3.009,1,1,7,0,2,0,0,0,0,0,0,0,4.666,11.814,1,1,0,0,0,4,0,19.313,0,1,1,28,3
0,0,0,0,37,11,14,1,2,9,34,2,3,2,0,6,80,164,9,13,35,4,6,0,0,1,13,3,48,5,8,10,57,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,68.062,8.644,80.872,11.514,0,63.699,182.784,8.677,5.45,2.905,0,8.98,240.223,499.278,0,17.843,50.256,0,0,0,0,2.004,10.727,7.277,94.915,0,18.983,0,15.287,0
106.001,15,13.946,140.026,11332.326,1868.76,8233.853,1057.276,1155.189,8089.41,16552.478,1741.286,294.249,413.046,157.819,1491.416,24248.539,46445.691,2801.087,8811.812,21700.53,2396.927,1354.318,16.063,7,109.453,3450.352,843.326,12556.84,1250.674,3439.504,2444.183,23711.055,1800.05
1.397,0,0,11.778,373.894,51.823,282.871,32.779,31.127,252.903,603.04,54.194,8.654,19.004,4.951,66.873,777.646,1439.723,84.823,256.252,649.098,67.34,60.031,1,3,7.024,143.66,41.193,493.2,50.218,159.825,64.057,991.452,78.959
5,0,0,6,741.512,109.137,479.401,79.896,61.438,466.246,879.631,58.204,28,39,15.001,90.306,1538.881,2822.6,132.809,472.871,1089.988,118.784,77.084,1,0,7,269.721,56,1089.794,112.667,158.909,133.679,1620.632,127.581
0,0,0,4,255.122,51,183.637,18.961,12.657,100.616,296.567,35,3.598,6.729,0,31.396,574.175,1111.397,42,135,338,33,24.051,0,0,0,126.004,25,372,41.446,57,25.851,401.685,38
9,1,0,0,338.751,66,221.167,43,44,201.371,435.124,19.768,9,0,2.754,11.83,814.329,1354.417,83,194.647,540.98,44.149,23.771,0,0,3,127,6.783,400.061,33.974,45.606,59.084,656.428,55.085
8.356,0,0,0,648.381,110.46,350.954,31.908,34.416,273.327,700.147,81.963,24.104,20.48,9.574,70.013,1247.62,1864.528,101.839,454.166,835.072,113.48,88.014,1,1,4.287,57.644,34.719,550.78,31.36,232.092,154.678,940.531,98.612
9,1,0,15,1313.002,209,763.022,94,147,1079,2107.004,181,41,47,18,166,2783,5297.003,316,1093,2843,293,162,2,2,12,419,85,1788.138,177,451,357.62,3714,285
38,4,2,23,4053.001,665,2745.001,371,243.379,1886.481,4041.814,423,112,148,39,622.045,9713.054,18075.396,726,2038,5414.336,625,510,3,3,45,1844.118,412,6273.607,635,1042,662,7223.813,635.022
0,0,0,0,495.238,74.451,268.307,26.253,47.703,262.512,532.246,60.772,0,25.49,0,56.954,1355.091,1832.849,75.07,258.228,754.429,78.549,76.504,0,0,2.291,188.661,45.412,984.932,51.256,102.248,82.657,936.816,78.51
12,0,3,16,1247.216,186.17,918.548,114,114.234,877.494,1675.943,148.588,38,43,15,183.6,2797.112,5174.265,253.63,767.329,2012.058,222.815,172.412,3,1,8,446.281,110,1455.305,144.007,315.041,217.747,2174.11,181.592
20.492,1,5,30.414,1325.667,225.839,924.708,109.501,132,832.202,1705.976,186,71.998,62.899,14,245.808,3639.449,7165.028,291.488,905.591,2276.349,266.386,201.658,0,2,17,724.001,192.324,2133.021,237.819,447,310.008,2992.546,255.736
0,0,0,0,0,0,3,0,1,1,2,2,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,14,2,6,0,3,19,18,0,0,1,0,3,51,72,3,9,21,2,2,0,0,0,7,0,29,2,4,1,40,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.719,13,4.73,44.026,5340.744,953.967,4127.561,536.345,712.377,4607.146,10281.597,867.725,163.49,150.804,75.693,585.941,9020.748,17618.448,1428.655,4591.999,10773.973,1150.275,469.756,0,4,28.231,2134.151,443.827,6920.868,752.096,2523.319,1896.656,18306.434,1444.069
16,4,2,5.117,834.504,127.565,560.761,89.246,39.052,279.443,570.54,63,2.347,58,1.698,145.042,2389.82,4947.357,108.797,281.383,923.044,123,128,0,0,0,604.094,61.599,1844.918,158.893,137.265,59.862,1640.224,140
0,0,0,0,0,0,0,0,0,12.141,0,0,0,0,0,0,0,0,0,6.188,28.726,0,1,0,0,0,0,0,0,1,0,3.79,0,0
1,0,0,0,6.347,0,0,0,0,3,0,0,0,0,0,0,5.3,4.613,0,1,2.292,4,1,0,0,0,0,0,3.124,0,0,0,10.79,0
0,0,0,0,0,1,2,3,0,9,7.007,0,1,0,0,3,18.426,5.006,3.4,0,0,1,0,0,0,0,0,0,0,0,0,0,19.537,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4.15,0,0,3.503,162.036,18.515,88.114,9.513,10.09,93.79,203.921,21.314,2.211,4.199,0,31.204,346.636,756.958,34.262,82.337,222.256,12.75,16.7,0,0,1.135,77.282,16.813,262.78,26.506,46.423,13.833,287.894,28.808
30,1,2,18,1711.826,341.002,1254.904,160.104,160,988.623,2218.693,222.001,43.001,44.518,26,266.999,3940.091,7524.71,394.532,1205.001,2813.614,330.999,222.449,1,3,12.999,873.523,189.214,2817.623,283,575.001,399,4183.609,342
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.095,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,2,1,0,0,0,0,1.314,0
0,0,0,0,527.174,75.903,358.409,9.075,9.04,317.967,673.125,43.032,14.412,24.011,0,87.363,1041.838,2139.749,91.809,260.964,673.844,58.661,55.334,0,0,0,152.441,42.41,537.911,57.51,101.608,0,952.989,57.116
0,0,0,0,9,2,7,0,0,22,33,1,1,0,0,0,18.188,68,11,0,63,4,2,1,0,0,13,4,26.221,3,17,14,79.776,6
0,0,0,0,76.79,0,7.515,0,4,21,70,1.679,0,8.001,0,15,244.69,473.175,1.839,3.943,64.397,7,18,0,0,0,46.369,14,153.254,11,11,13,47.058,0
17,3,4,30,1901.62,345.193,1458.949,194,53,427.722,886.425,104,84,103,8,435.249,6717.575,13301.858,171.955,540.607,1418.338,162.532,365.828,2,2,27,1286.358,300.718,4329.359,405.681,246.847,155,1637.873,123
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,1,1,17,1913.265,339,1309.001,164,93,734.347,1511.001,158,48,76,18,288,4363.731,8961.09,264,735.001,1938.467,215.804,253,3,1,18,988,267,3553.001,335,381.999,249.001,2425.038,191
0,0,0,2.956,247.497,33.309,177.461,16.857,18,72,157.691,19,7.122,9,1,33.392,452.006,866.773,19,45.316,204,20.059,3.897,0,0,1,67.464,9.184,357.137,19.633,21.649,33,270,26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.339,3.493,2,27.181,1260.892,229.816,985.658,134.159,123.308,859.024,2089.899,198.186,66.911,70.353,17.327,297.468,4198.99,8494.571,322.496,1129.48,3094.151,354.223,282.371,3,1,18.324,700.594,154.556,2734.05,274.604,460.006,371.74,4426.899,353.276
0,0,0,0,3.157,0,3,2,0,0.752,2.891,0,0,1,0,0,1.392,1.379,2,1.479,1.635,0,1,0,0,0,1,0,0,0,2,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3.177,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,3.956,1.466,4.017,2,0,0,21.031,1.475,0,0,0,0,24.924,29.722,1.173,4.456,27.628,4.275,0,0,0,0,9.558,1.465,13.583,0,4.029,0,58.178,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,9,2,2,1,1,1,3,0,0,0,0,2,20,23,0,1,8,1,1,0,0,0,1,0,4,1,2,1,8,0
0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,20,0,0,0,0,0,8,0,0,0,0,0,20,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,25.931,0,0,0,0,0,2.002,0,0,0,189.731,109.395,0,25.132,23.965,0,14.355,0,0,4.055,0,39.973,0,18.744,0,0,23.913,0
0,0,0,0,7,1,11,1,0,0,0,0,0,0,0,1,7,30,0,0,0,1,0,0,0,0,3,2,18,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,6,0,2,0,0,1,7,0,0,0,0,1,5,17,0,6,2,0,1,0,0,0,0,1,7,0,0,0,7,0
0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,1,2,630.001,102,434,69,45,401.192,911,67,36,34,6,103,1758,3192.849,199,582,1428.011,158,95,2,1,14,363,88,1278.001,132,293,204,1972,150
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,4.288,0,6.23,0,2,0,9.569,1,0,0,0,2.656,1.304,63.093,2,18.65,0,1.753,3.123,0,0,0,2.878,1.75,0,0,3,3,32.358,0
0,0,0,0,2,1,0,0,0,1,3,0,0,0,0,0,5,2,1,1,1,0,0,0,0,0,3,1,1,1,0,0,0,0
0,0,0,1,38,4,28,6,1,0,2,0,0,2,0,3,67,103,2,4,10,2,2,0,0,0,15,5,45,8,5,1,9,0
224.918,42.159,20,246.947,24724.901,4065.041,17583.078,2257.495,4465.926,32485.013,67703.645,6856.417,722.959,996.662,572.156,3005.19,47363.288,91642.891,11326.319,34491.098,83771.934,9112.823,2881.546,62.069,38,271.355,8549.045,2046.057,29958.977,3026.939,14138.689,9712.442,95753.589,7480.679
0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,18,3,14,1,1,18,30,5,0,1,1,3,33,97,3,11,30,2,4,0,0,0,3,0,11,1,8,3,39,2
0,0,0,1,286.635,37.206,107.188,7.045,5.4,92.816,226.892,35.595,0,8.135,0,21.004,421.651,628.183,18.328,38.963,59.732,19.867,24.36,0,0,0,74.597,24.796,235.403,24.084,29.792,19.022,188.19,4.858
0,0,1.049,5.433,93.791,6.629,31.385,1.224,66.378,65.146,116.654,16.223,10.355,2.492,0,5.161,173.194,211.93,7.992,39.142,104.934,3.89,8.206,0,0,2.572,11.991,10.625,64.332,3.856,37.048,17.739,92.452,98.791
12,3,0,4.249,983.04,146.554,768.45,102.077,66.432,495.862,1108.802,102.572,52.583,54.138,16.21,215.929,2563.123,4954.447,163.057,573.453,1454.531,208.38,171.152,0,0,20,631.177,140.671,1944.022,164.017,355.736,237.39,1901.868,156.345
9,2,0,4,546.313,101.079,505.482,59.098,25.456,243.72,519.13,57.92,25,34.25,13,122.799,2144.034,3904.087,64.999,181.726,469.147,88.153,113.668,0,0,8,289.397,68.731,980.718,98.207,58.311,49.121,509.164,48
0,0,0,0,157.806,14.676,11.802,0,10.187,30.096,127.182,10.906,12.898,0,0,11.975,227.2,341.939,0,70.386,73.705,0,2.763,0,0,0,31.868,0,91.791,3.545,13.477,0,69.106,0
1,1,0,0,6.588,5,0,1,0,0,21.059,0,0,0,0,0,53.762,0,3,0,0,0,0,0,0,0,8,2,0,0,0,0,14.522,3.403
7,2,0,15,873.497,116.543,561.712,65.862,69.108,578.514,1176.791,121.904,17.374,44,13,134.417,2376.211,4356.426,184.25,673.816,1674.766,172.506,131.544,0,1,10,335.117,92,1437.112,139.117,266.072,189.76,2149.083,179.696
0,0,0,0,6,0,5,0,0,2,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,1,6,0,4,0,2,1,1.557,0
0,1,0,0,105.704,28.124,113.477,2.165,8.362,108.301,227.953,12.721,0,1.407,2,10.362,253.374,499.128,34.859,99.442,292.816,56.999,20.652,0,0,0,13.397,5.765,137.734,0,1.021,26.331,297.425,33
0,0,0,0,4.369,0,3,0,0,0,1,0,0,0,0,0,13,38,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
0,0,0,0,1982.028,291.144,1268.824,147.312,209.86,1568.162,2325.208,240.344,49.324,110.553,33.576,269.618,4380.053,8052.123,486.859,1047.942,3327.209,353.46,211.932,0,0,32,928.683,246.421,3025.705,311.505,607.711,374.041,4006.128,373.852
0,0,0,0,0,2,1,0,2,3,6,1,0,0,0,0,3.732,15,2,0,3,0,1,0,0,0,0,0,0,0,0,0,5,1
0,0,0,9,942.271,185.557,747.815,111.44,36.729,246.359,435.481,0,43.864,63.973,6.97,211.302,3737.888,6355.519,25.03,202.178,535.688,83.536,191.683,0,0,12.189,578.84,162.064,2306.272,245.007,52.443,54.425,580.584,45.999
4,1,0,2,72.999,13,53,6,7,40,115.001,11.001,1,3,1,15,203,403,17.999,71.001,155,22,11,0,1,1,30,4,114,14,19,16,216,12
4.158,0,0,14,970.315,148.173,860.999,112,104,325.226,972.245,131.736,33.394,0,19,101.588,2469.371,5268.39,176.138,709.047,1741.769,277.711,0,0,0,0,485.017,173,1689.967,198.246,238.829,182.395,1841.203,15.313
46,4.944,0,28.274,3437.893,573.345,2232.647,296.625,259.908,1973.049,4210.149,456,117.001,111,8.404,397.569,6423.483,12142.595,808.064,2318.485,5869.833,630.631,350.904,0,1.078,37,1449.027,328.096,5086.455,493,1092.704,713.075,8492.764,623.15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,1,0,598.141,71.371,403.881,62,1.946,419.914,521.565,30.826,13,28,0,59,1048.146,2235.991,97,269.268,798.16,67.23,57.907,1,0,0,145.935,10.382,603.805,59.999,125,55.623,841.318,77
14,0,4,9.631,2290.512,368.203,1259.371,104.931,155.423,1246.633,2318.038,217.781,69.353,89.636,22,166.097,4634.837,9436.868,465.393,1376.583,3311.904,315.822,314.762,4,1,0,740.492,187.333,2542.749,280.862,430.728,320.159,3426.642,238.178
0,0,0,0,1,2,0,0,0,1,0,1,2,1,0,0,8.473,0,1,0,4.092,0,2,0,0,0,2,0,0,0,0,0,0,0
0,0,0,0,14,2,16,2,1,16,50,8,0,1,1,0,44,63,8,8,47,3,3,0,0,0,2,1,16,1,4,3,41,6
19,2,0,17,1342.216,216.529,844.74,117.385,101.703,830.744,1653.238,145.073,45,47.994,19,185,2855.05,5103.143,257.422,756.536,2018.705,238.329,166.99,0,0,12,430.192,98.883,1812.496,168.362,339.005,240,2585.247,170.279
4,0,0,8,285.22,46.026,214.594,29.728,13,96.401,147.516,17,4.452,14,0,47.867,789.432,1314.136,23,60.578,200.243,30,35.176,0,0,2.226,115.605,26.174,447.068,50.164,44,19.899,247.672,19
0,1,0,0,364.643,64.494,181.782,0,0,234.304,511.909,55.473,1.141,0,0,54.187,664.201,1576.719,103.154,342.59,647.55,94.822,0,0,0,0,123.137,0,216.631,0,129.303,143.818,1092.861,79.317
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.215,0,0,9,427.146,69.089,336.31,32.677,16.745,167.307,549.879,47.658,14.734,19.091,5,72.716,1202.993,2252.469,68.009,219.335,585.067,56.73,65.957,1,2,4.761,254.645,49.636,762.449,90.026,111.409,76.884,797.384,73.006
0,0,0,6,409.561,63.456,516.856,71.624,59,325.618,346.848,38.407,21,38.107,8,87.379,1332.23,2666.342,122.623,287.29,704.975,52.305,74.53,0,0,9,35.773,86.312,630.26,89.182,157.796,19.82,425.657,37.534
0,0,0,0,7,2,15,1,0,0,2,1,0,0,0,5,61,20.418,0,2,12,2,0,0,0,1,3.815,0,27,1,0,0,7,0
1,0,0,9,370,71,284,35,20,118,262,22,14,22,4,83,1382,2535.923,63,249,629,74,68,0,0,2,374,76,1105,119,132,107.999,859,68
6.664,4,3,13.122,1191.805,322.029,926.953,53.36,68.995,773.188,1410.047,202.804,26.149,58.745,0,208.216,2630.616,5388.78,275.052,695.975,1964.244,146.34,195.342,0,0,9.085,566.853,123.589,1490.369,158.401,409.485,274.253,2517.29,173.539
21,0,0,25.128,2474.03,384.573,1782.171,210.13,223.196,1607.81,3073.169,295.581,75.253,69.29,35,337.983,5248.622,10234.597,564.226,1709.131,4347.962,458.292,277.214,0,0,16.394,881.596,221.932,3906.123,373.802,752.831,526.852,5527.687,376.096
0,0,0,0,8,1,2,1,0,1,7.684,1,3,0,1,0,16,70,1,1,4,0,0,0,0,0,1,0,12,0,3,0,0,0
6,0,0,6,299,46,222,22,34,300,650,73,14,16,3,55,755.049,1502.426,109,299,814.169,101,48,0,0,4,118,27,447.079,49,147,104.007,1099,84
2,1,0,1,237.844,15.042,175.606,2,28,184.747,391.025,18.068,0,2.233,2,10.309,571.24,897.779,35.853,77.702,348.665,18.214,5.142,0,0,0,40.665,8.942,247.155,18.12,34.555,26.007,247.599,44.596
11,1,0,10,1884.001,318.658,1256.229,134,248,1562.688,3125,319,52,82,29,260,4164,7646.527,516,1654.441,3938.655,426,224,1,2,19,626,149,2573.868,236,711,473,5746.144,428
8.704,0,2,16.373,3769.089,532.767,2596.531,307.358,283.646,2137.358,4400.006,406.377,129.776,135.233,42.208,464.934,7872.472,15783.87,767.814,2365.923,5352.57,576.847,440.942,0,5,14.44,1160.419,309.468,4821.5,462.559,1047.702,728.084,7427.737,632.797
1,0,0,0,124.949,15.095,49.87,10,17,86.306,206.923,17.747,1,7,4,17,259.466,559.341,33.115,92.461,221.271,26.985,21,0,0,2,43.58,14.647,203.958,17,45.266,32.514,336.3,22
9,1,0,14,1050.102,180.005,721,87,125,924,1916.751,203,27,50,15,177,2566,4671.608,295,939,2308.135,255,145,1,0,8,453,97,1494.041,145,404,313,2825.737,227
0,5,0,0,531.398,108.225,330.788,53.612,41.641,239.108,518.987,43.487,31.306,43.639,2.98,89.248,1303.747,2974.785,36.776,229.818,778.695,65.199,89.861,4.527,0,12.414,285.594,43.717,986.843,80.562,87.453,56.363,799.337,55.985
81.413,13,6,123.011,11119.328,1895.43,7716.833,972.466,1098.991,7893.189,16309.361,1669.209,324.296,443.707,148.574,1487.962,23494.203,46090.653,2921.723,8853.548,21904.531,2443.652,1318.83,13,13,142,4465.871,996.978,16304.595,1615.531,4016.202,2847.815,28864.539,2278.103
2,0,0,1.207,474.873,70.899,385,47,43.001,276,567.855,53,10,16.147,9,52,1141.609,1969.942,104.999,360,840.923,114.085,53,0,0,6,168,37,794.711,64,137,114,1083.043,84
0,0,0,0,5.447,4.335,3.242,2.167,0,6.58,8.715,0,0,1.085,0,1.055,13.046,31.754,3.306,3.298,14.311,3.265,3.417,0,0,0,2.17,1.071,7.663,0,5.456,2.161,17.489,4.333
13,3.783,0,11,733.061,111.07,530.332,61.257,62.447,601.4,1061.153,106.462,29.069,18.757,13.091,96.372,1470.939,3106.992,190.004,508.436,1427.392,134.679,100.201,2,1,9.642,234.368,58.966,1032.42,87.428,202.518,159.619,2010.204,136.267
11.405,0,3,35,1438.309,244.376,1001.826,128.458,104.356,827.009,1826.355,188.988,49.023,40.898,29,244.685,3187.914,6339.924,360.479,885.932,2301.87,296.364,249.601,3,0,10.988,790.303,132.811,2312.298,223.549,497.231,407.659,3077.361,247.276
0,0,0,0,666.429,119.57,493.71,58.88,21.352,191.83,463.885,67.098,10.058,14.89,27.379,83.621,1311.421,2766.147,78.716,239.635,548.565,45.292,55.539,0,0,0,269.381,55.623,856.971,98.155,95.687,71.476,813.93,82.947
26.262,0,0,1.109,2168.47,316.541,1646.179,264.678,160.387,1024.554,1981.78,114.309,83.398,30.829,22,400.928,6340.668,12002.513,245.386,836.87,2185.791,299.911,366.243,0,0,29.381,1044.386,225.147,2928.308,290.616,196.973,347.786,2475.527,190.939
0,0,0,1,9.163,3,10,0,1,11.001,18.976,1,0,1,0,1,14,44.533,1,5,17,0,0,0,0,0,1,0,22,1,2.254,0,27.5,2
0,0,0,1,158.952,28,114.597,15,2,35,79.844,8,4,4.6,3,24,343.001,531.734,10,21.525,84,7.999,16,0,0,0,66.999,9,224.001,19.058,15.999,12,90,7
51.568,2.441,0,60.556,6388.203,1044.602,4148.437,501.514,544.107,4004.809,7985.061,714.264,189.26,224.952,85.999,778.299,13884.981,25243.02,1263.736,4203.892,10714.785,1197.908,839.177,0,1,90,1816.825,446.796,8428.614,665.629,1677.435,1129.991,15480.986,1093.206
40,0,3,32,3987.161,634.506,2767.883,359,358.374,2540.205,5129.363,474.059,122,173,45,636.449,9968.667,19646.964,815,2469.002,6250.569,711.818,555.911,6.146,5,49,1490.8,330.321,5593.293,515.518,1006.792,694,7698.277,598.752
0,0,0,0,177.254,32,160.879,28,0,113,153.619,13.939,3.891,2.89,0,24.057,733.536,1276.419,21.71,97.97,290.786,12.902,2.775,0,0,0,125,33,449.9,28.145,24.958,23,364.594,24.441
1.634,0,0,0,186.162,69.84,56.376,27.994,19.399,257.529,327.114,5.556,0,21,0,65.999,503.017,1045.982,53.235,204.798,356.418,4.796,68,0,0,1,9.006,0,71.153,47.355,1.361,3.718,391.488,0
9,1,0,12.292,546.93,87.339,310.453,48.646,92.506,570.313,1755.377,143.815,29.796,0,2.273,0,978.178,2473.07,166.452,772.05,1875.069,245.191,91.247,0,1,0,362.261,31.648,930.026,130.656,350.373,368.529,2280.922,225.658
19,6,1,12.999,2002.512,317.729,1432.251,176.633,190.545,1497.457,2863.195,280.796,58.999,85,18.999,235.607,3823.082,7621.49,489.587,1492.341,3598.074,390.123,243.697,4,1,19,655.238,146.801,2586.443,262.056,603.561,396.792,4801.822,395.219
0,0,0,1.875,465.289,29.032,333.363,15.007,64.9,400.157,570.789,28.453,0,4.657,0,80.269,1371.198,2613.725,11.664,235.26,985.336,134.323,28.494,0,0,17,249.854,32.573,857.888,12.689,142.373,137,1060.554,85.368
9,0,0,6,671,89,458,73,80,628,1402.001,142,21,22,13,120,1534,3280.041,188,593,1392,154,92,2,1,14,229,51,855,67,295,180,1901.011,145
0,0,0,0,6,1,0,0,1,8,19,1,1,0,0,2,7,20,4,4,21,0,0,0,0,0,0,0,8,1,3,3,9,2
2,1,0,0,8.112,4.053,3.721,1,0,2.44,13.22,15.064,10,0,0,0,5.733,12.642,0,2.033,20.665,0,0,0,0,0,1.65,0,0,0,8.939,0,16.694,0
5.303,0,0,0,4557.052,968.481,1933.773,380.589,323.004,2797.802,5732.993,675.183,117.707,139.092,1.798,669.85,11544.008,19390.432,1046.216,3367.401,7083.65,753.783,406.733,0,0,72.298,1316.759,20.563,5440.904,523.105,1072.474,807.751,11201.889,754.551
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150.579,40,2.907,214,26631.6,4440.769,16557.569,2228.081,2302.214,15286.463,29985.862,2616.765,910,1200.29,377,4095.916,63007.561,120299.066,4537.975,14515.29,38209.873,4378.398,3850.685,30.329,25,348,7852.834,1991.544,34427.025,3628.508,5959.764,3998.156,51561.808,4075.518
289.393,52,5,220,33533.309,5413.229,22828.284,3014.238,2917.94,20856.661,41755.937,3949.557,1180.308,1586.272,407.126,5053.048,83402.878,163673.703,7349.029,23441.674,58952.095,6407.114,4960.965,60,26,434.273,13731.524,3172.252,53235.853,5223.526,11311.397,8064.487,83291.305,6543.812
0,0,0,0,152.646,0,91,0,0,71,61.667,0,0,0,0,0,359.486,810.802,0,0,147,0,0,0,0,0,44.978,0,213.751,0,30,0,209.135,0
5.296,1,1,0,150.784,1,158.379,1.266,25.342,235.054,359.267,39.03,1.257,30.85,5.168,22.25,235.627,691.892,94.528,94.6,374.115,24.998,16.543,1,0,0,50.411,13.032,286.238,7.295,93.24,125.756,605.013,4.364
