"SRR20079510","SRR20079511","SRR20079512","SRR20079513","SRR20079514","SRR20079515","SRR20079516","SRR20079517","SRR20079518","SRR20079519","SRR20079520","SRR20079521","SRR20079522","SRR20079523","SRR20079524","SRR20079525","SRR20079526","SRR20079527","SRR20079528","SRR20079529","SRR20079530","SRR20079531","SRR20079532","SRR20079533","SRR20079534","SRR20079535","SRR20079536","SRR20079537","SRR20079538","SRR20079539","SRR20079540","SRR20079541","SRR20079542","SRR20079543"
2.724,0,0,0,262.88,76.41,341.385,13.103,6.776,111.644,493.301,24.218,0,5.939,0,23.16,645.769,963.382,76.958,214.38,535.759,45.351,51.76,2,0,14,206.941,23.625,343.206,35.804,132.86,54.581,952.239,126.15
0,0,0,0,12,1,1,0,0,5,4,0,1,0,0,0,15,51,3,1,3,0,0,0,0,0,1,1,19,2,1,0,10,1
5.678,2,0,0,904.078,142.628,650.211,4.088,88,609.501,1323.123,134.823,21.639,68,0,160.87,2450.102,5217.895,168.852,569.118,1442.753,179.739,183,2,1,1.574,616.332,140.154,1715.897,150.595,265.33,147.769,1597.612,0
0,0,0,0,2143.658,205.196,203.058,73.048,142,0,1401.881,244.997,76,0,0,307.043,4657.812,5624.706,189.524,1064.731,1200.992,32.34,239.153,0,0,0,645.956,0,1488.979,222.506,313.544,0,1639.398,0
0,0,0,11,59.179,1.349,19.508,9.115,3.421,74.159,86.628,0,16,0,11,29.892,53.154,364.915,44.081,8.923,274.42,1.728,1.262,0,0,0,45.305,26.856,118.22,22.398,5.275,7.213,366.213,61.448
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,5.54,657.094,114.906,525.46,49.566,60.269,533.756,974.02,110,22.298,36,9,102.228,1493.776,3177.609,183,502.528,1333.931,147.878,103.824,0,0,10,342.999,79,1181.151,112.899,290.394,224.531,1935.913,143
43.366,3.341,0,43,2717.954,396.649,1576.481,203.366,182.924,1582.843,3571.966,367.873,69.895,122.18,30.113,473.065,6701.534,12846.283,607.39,1993.075,4849.784,491.91,336.18,5,10,29.858,1409.898,289.741,4431.311,493.886,1042.165,729.82,6969.485,601.901
13,0,0,0,975.006,181,711,100,32,361,760.659,82,36,59,11,186,2816.051,5353.081,92.453,349.447,962,109,139,0,0,7,525,117,1837,171,107.371,105.777,965.104,58.699
31.369,0,0,12.457,1599.888,617.929,1181.895,56.273,1.978,1364.57,1538.195,83.905,87.922,0,0,396.334,6112.638,7801.975,452.061,1565.131,2803.048,132.653,232.299,0,0,0,9.089,201.165,3643.388,46.357,935.135,322.122,1044.243,501.474
3,1,2,5,415,60,230,42,26,138.013,342,33.001,14,17.999,1,67,984,1959.286,58,185.999,419.001,37,60.001,0,0,5,235,47,761.653,84.001,97.001,73,649,48.001
0,0,0,0,1433.53,240.45,844.581,127.907,160,1058.088,2163.813,197.356,48,66,28,207,3270.714,6053.292,378.33,1158.77,2491.024,287.875,184.895,1,2,8.9,528.103,143,1734.781,198.998,501.381,336.524,3752.568,299.921
1,5,1,12,1276.817,183.879,1231.895,149.949,111.197,1034.193,1953.247,201.458,64,0,27,304,3554.419,7913.382,291.344,891.685,2088.048,54.629,2.535,0,4,22,358.798,163.06,2615.229,292.685,363.275,288.379,2693.55,111.759
0,0,0,0,5,0,1,0,0,3,3,0,0,0,0,0,3,0,1,0,7,0,0,0,0,0,0,0,3,1,2,0,6,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.588,4,6,22,1545.795,343.059,1015.166,141.508,101.736,465.577,1049.262,127.849,65.425,110.153,24,368.206,6190.003,11762.105,271.006,823.012,2149.813,271.404,380.933,0,0,20.374,1241.343,279.135,4384.152,428.897,480.126,378.822,3345.363,290.732
1,0,0,1,40.676,0,20.072,1.316,0,10,23.412,5,1,4,0,4.946,102.385,217.175,5,20,16.47,7,6,0,0,0,21,5,53.964,8,0,0,49.453,4
0,0,0,1.15,677.046,82.966,424.153,54.706,21,111.749,309.959,12.991,8.695,29.151,0,101.471,1656.082,3072.772,59,122.703,327.576,29.37,63.028,1,0,2.215,321.001,71.001,890.472,92,63,11.522,335.47,14.988
0,0,0,0,683.208,80.325,548.536,61.684,34,241,384.875,48,26,27,8,85.124,1225.925,2394.385,38.287,157.117,505.7,17.551,64.105,0,0,0,296.833,35.991,981.437,117.604,83.954,90,629.803,60.419
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.218,1.65,0,11.385,1806.279,125.868,1384.799,151.624,0,557.452,1680.525,178,0,21.999,5.176,221.91,4589.184,9346.292,238.65,688.79,1654.021,236,88.616,6,0,5.113,114.675,10.653,948.244,87.174,290.003,217.76,2660.628,186.593
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.305,0,1,9,288.489,92.05,114.377,19.887,13.2,366.766,1092.644,94.468,10.684,23.743,0,27.867,985.735,2028.539,171.175,471.783,1093.749,89.56,39.571,4,0,4.301,98.128,26.977,490.792,29.921,157.988,88.648,1411.178,140.534
0,0,0,0,25.679,5.813,9.986,9,0,0,39.389,0,0,3,0,2.526,26.468,81.153,0,15.916,33.159,0,18.185,0,0,0,3.505,0,19.39,14,16.779,0,16.074,0
0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,1,5.285,3,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,1,154,25,99,7,14,95,197,25,10,4,2,32,410,783,32,87,265,35,15,0,0,0,84,19,316,29,48,36,398,25
0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,3,1,37,3091,501,2160,274,207,1318.04,2641.135,260,93,148,25,520,7960.037,15651.654,376,1336,3087.721,340,463.999,2,1,34,1309.311,294,4702.623,463,536.001,392,3837.07,321.999
70,5,3,44,5670.486,913.584,3946.569,528.604,387,2719.667,5606.824,539.293,153.016,240.954,58,851.857,13955.8,26893.204,795.679,2629.714,6271.792,695.878,752.379,11,2,63,2092.263,495.322,8219.906,791.993,1019.77,710.559,7387.665,559.644
26,0,0,0,1931.991,478.445,980.288,231.056,133.269,956.936,1905.255,222.425,26.183,138.001,0,196.084,3718.115,7751.953,201.261,890.567,2556.397,222.39,248.049,0,0,4.472,553.227,130.857,2972.361,306.487,331.241,383.328,2648.732,166.759
0,1,0,1.037,1982.225,398.114,1148.284,93.119,121.224,1101.614,3150.609,283.409,1.066,4.89,37.988,171.736,4171.057,8961.866,650.735,1871.841,4499.699,657.634,381.315,14,1,26.006,1103.772,172.557,2800.877,249.367,1038.306,730.91,6596.318,590.403
0,0,0,0,13,0,0,1,1,0,8,1,0,0,0,0,31,65,0,1,0,1,0,0,0,0,9,0,33,9,0,0,2,0
0,0,0,0,67.221,0,99.598,0,0,90.354,233,0,0,8,0,0,310.286,539.779,1.63,101,251.311,36,18,0,0,0,87.839,0,301.028,28.611,56.43,59,436.407,44
18.36,0,1,16.941,1119.823,253.46,824.73,86.535,68,317.319,621.053,40.745,46.844,76.024,15,281.991,3724.578,7466.894,120.046,347.167,820.777,77.455,178.4,1,2,26.711,596.429,123.639,2452.386,170.165,91.804,68.391,885.045,94.074
0,0,0,0,105.332,1.119,95.62,12.985,16.751,168.892,174.249,8.832,1.635,1,0,65.649,755.799,862.997,25.27,132.51,344.423,41.612,45.027,2,0,0,86.038,15.123,338.745,37.394,24.076,5.573,556.217,41.077
83,0,7,62.245,8233.279,1343.493,5567.829,745.058,139.904,742.659,1481.58,150.053,225.282,321.425,43,1275.255,20523.587,38670.223,234.522,696.382,1971.408,335.848,1066.563,5,0,86,5130.199,1164.835,19634.321,1880.246,414.258,280.003,2490.233,204.051
65,13,1,51,5441.603,873.992,3905.107,492.87,754.905,5668.489,11060.664,1094.803,210,266,102,916.105,15051.128,28725.505,2043.718,6439.539,15709.728,1680.656,835.894,9,6,77.631,2236.662,552.423,8812.886,813.104,3188.143,2060.976,22850.822,1780.151
0,0,0,0,86,13,30,8,10,85,158,18,2,2,1,9,181,261,40,107,200.999,27,12,0,0,2,17,6,126,11,49,32,365.716,30
0,1,0,2,153,20,88,14,10,70,138,11,8,11,1,46,797,1369,24,74,156.001,24,46,0,1,4,198,48,905,94,24,12,221,11
0,0,0,0,95,9,56,5,1,0,58,9,2,2,2,15,150.003,340,11,33,60,8,10,0,0,0,18,5,134,12.452,11,8,76.406,4
2,0,0,1,172,30,111,9,3,14,15,0,4,10,0,40,567,1081,3,7,16,7,34,0,0,3,72,13,308,29,2,1,12,0
0,0,0,0,21,6,18,4,0,1,7.206,1,1,0,0,5,19.278,34.324,3,11,28,0,3,0,0,0,5,2,2.471,3,2,0,3.469,2
0,0,1,0,708.207,120.974,390.905,70.504,67.244,523.148,1336.166,94.291,32.218,0,0,142.138,1805.813,3434.039,158.426,762.355,1428.215,158.62,92.509,0,0,0,470.725,102.085,1109.066,104.856,288.96,205.884,1798.309,195.926
58.203,10,2,44,4418.29,784.262,3143.236,445.051,397.947,2682.262,5299.191,548.039,126.143,199,53,589.044,9664.065,19304.028,922.347,2690.214,6821.033,796.519,546.036,9,9,54,2112.555,467.076,6752.506,662.239,1315.274,945.277,8743.116,714.36
0,0,0,2,79.026,6.401,56.598,1,4.448,41.664,183.247,8.593,0,0,0,7.635,100.749,165.936,11.924,32.685,66.802,6.234,5.5,0,0,0,11.419,2,51.281,6,24.326,3.416,187.445,3.654
25,8,1,28,3242.483,501,2149,286,209,1646,3232.616,287,77,117,28,388,6378.91,11847.893,489,1551,3844.01,436,350,4,0,31,855,215,3598,351,591,515,4931.351,404
0,0,0,0,153.738,30.8,111.809,3.522,11.216,41.115,87.733,10.351,0,15,4,11.54,303.343,695.859,20.022,5.228,106.699,15.586,15.082,1,0,1,40.563,14.344,268.12,26.463,8.81,10.234,88.538,13.008
3,0,0,0,192.001,37,140.999,13,0,18,32.91,5,6.258,20,1,44,774.365,1230.331,0,10,12.144,6,58,0,0,3,203.339,25.426,739.822,68,5,6,28,0
1,0,0,1,30,4,19,1,0,2,6,0,0,2,0,3,102.021,217,0,2,5,1,4,0,0,1,20,3,82,10,0,1,4,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,0,0,2,94.267,0,63.102,8.098,28,81.225,265.744,17.298,0,0,0,15.282,262.708,593.322,18.098,127.879,189.086,14.141,29.058,0,0,0,29.176,6.291,136.492,7.458,24.686,20.859,220.289,12.203
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,3,0
0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,10.461,1,2.695,0,0,1,0,0,0,0,0,0,0,1,0,2,0
0,0,0,0,3,1,6,1,0,0,0,0,0,0,0,0,11,15.308,0,0,0,0,1,0,0,0,1,0,4.749,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2,2,10,1372,232.153,923,136,125,947,1946.348,180,27,45,18,152,2665.005,5292.209,228,839,2168.036,236,158,2,1,12,377,100,1621,142,382,227,2743.084,196
24,0,0,4.731,2450.208,358.369,1554.715,191.499,208.309,1590.299,2670.146,316.714,76.943,67.412,48,286.49,4575.823,8593.838,392.448,1371.97,3913.953,382.215,265.416,5,0,3.301,604.163,128.003,2639.619,287.258,441.89,411.611,5145.076,433.861
20,4,0,0,994.029,150.166,775.588,153.718,133.59,814.942,1475.657,175.928,0,0,0,173.849,2335.094,4617.626,251.213,849.382,2134.822,193.862,153.393,0,1,0,425.801,0,1062.341,92.165,413.013,275.006,2726.752,193.544
0,0,0,0,93,15,66,10,14,25.646,109.638,14,1.804,6,0,18,147.054,417,17,5.608,133.235,10,18,0,0,0,33,0,107,2.197,27,0,236.001,18
0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,2,135,20,83,11,1,0,2,0,0,1,0,20,229,476.005,2,1,8,3,14,0,0,1,44,8,170,20,0,0,9,0
0,0,0,0,3,1,3,0,0,0,1,1,0,0,0,0,18,22,2,1,4,0,0,0,0,0,0,0,1,0,1,0,10,0
0,0,0,0,12.753,6,17,8,0,4.26,31,0,2,1,0,8,58,74.689,4,26,53,6,0,0,0,0,6.086,1,37,4,0,1,46.968,5
0,0,0,0,10,1,8,0,0,3,1,0,0,0,0,1,5,6,0,1,3,0,1,0,0,0,4,1,4,1,1,0,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,681.651,64.904,582.745,46.413,82,585.659,1099.194,112.448,0,0,14,120.223,1691.316,3278.903,188,540.728,1434.984,145,88,0,0,10,283.722,68.734,1062.226,42.056,246.586,148.336,1705.199,158
7,0,0,0,191.408,27.847,137.235,29.801,12.33,162.234,245.269,16.898,5.524,17.639,0,51.896,372.605,672.64,33.795,127.919,276.354,30.891,51.465,0,0,0,68.672,17.44,256.804,9.728,70.731,72.738,355.242,20.512
0,0,0,0,66.283,13.495,45.303,7.024,13.086,55.42,87.816,7.312,1.252,7.188,0,15.301,215.115,425.403,16.402,38.528,121.628,12.024,9.865,0,0,1.28,30.279,4.947,145.607,21.013,13.994,11.186,180.61,10.044
4,0,0,2,419,39.159,158.678,19.5,18.368,67.33,266,36,8,25,2,49.224,1164,2234,24.113,75.397,157,19,32.5,0,0,1,105.806,35,750,45.509,38.245,24,394,20.667
0,0,0,1,93.152,0,45,0,1.836,51.186,89.108,0,0,0,1,0,109.813,44.537,0,57,161.93,0,0,0,0,2,8.252,0,104.556,1.219,31,0,262,5.326
66.19,22,0,112,14600.729,2323.514,10044.591,1255.181,1655.667,12030.142,26495.389,2706.282,311.515,428.072,219,1561.157,23696.55,46301.983,4193.722,12377.327,31091.203,3389.263,1389.329,30,0,124,3964.412,828.396,13635.104,1414.254,5039.257,3518.392,35738.047,2835.004
0,0,0,2,312.349,39.586,198.709,14.423,19.272,189.284,440.182,45.212,14.752,8.122,14.75,37.403,614.261,1232.157,75.274,280.868,579.738,71.054,39.881,0,0,1.633,110.332,22.386,302.655,30.38,126.779,100.571,746.115,47.19
0,0,0,0,1,0,1,0,0,1,3,1,0,1,0,0,4,4,1,1,3,0,1,0,0,0,0,0,0,0,0,1,5,0
86.683,0,0,48.218,1193.537,205.801,1374.132,197.654,134.536,1034.333,2380.768,416.071,5.333,43.034,48.152,206.765,4769.39,7226.69,424.451,1146.265,3012.473,300.175,150.317,7,0,9.949,928.114,119.147,2786.199,359.5,580.132,508.041,4243.15,277.01
0,0,0,0,4.27,0,0,0,0,1,4,0,0,0,0,0,6.826,6,0,4,0,0,0,0,0,0,1,0,0,0,0,0,8.224,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2,5,18.595,1191.291,172.454,759.814,106.508,127.235,780.51,1721.266,134.179,46,52.091,24.977,162.696,2353.326,4572.773,281.692,881.682,2153.649,233.316,155.756,1,1,21,415.257,82.804,1708.419,154.327,359.679,274.404,3000.932,249.986
0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5.904,0,0,11,1086.943,150.804,705.306,78.558,84,542.134,1173.642,109.754,3.45,53,7.797,153.389,2470.216,4268.741,203.185,612.124,1523.216,203.55,138.35,0,0,16,457.234,115,1586.486,165.835,292,172.558,1959.511,155.985
0,0,0,0,439.896,82.688,313,48,78.302,628.404,1209.602,126.397,0,30,10,65.304,1052.206,1905.877,213.846,692.849,1587.695,181.236,76,1,0,0,153.992,40.897,605.251,79,300,226,2018.038,155.267
0,0,0,0,41.171,12.29,28.783,6.368,0,10.322,5.697,2.652,0,2.607,12,10.779,32.236,128.363,9.291,0,14.835,6.414,0,0,1,0,12.91,0,21.513,0,6.563,10.518,56.232,11.482
149.266,17.871,15,142.27,9001.033,1507.111,6121.247,868.173,812.165,5800.004,11863.123,1183.515,279.042,387.824,113.353,1205.776,19804.877,38188.08,2164.94,6839.142,15840.772,1832.661,1114.002,8.829,9,87.282,4641.19,1099.465,15941.34,1661.197,3071.273,2263.61,21800.324,1765.403
1,0,0,0,252.064,48.991,170.985,26,20,171.99,283.22,31,0,16,0,29.961,475.627,1050.411,56,159,351.148,28.239,41,0,0,1,90.921,11.003,357.203,43,64,53,437.937,29
15,0,0,16,1087.67,195,769.494,103,134,794.68,1722.877,160,39,57,15,212,2479.628,4930.048,306.748,910.559,2244.742,219,135,0,0,7,457.373,102,1609.696,121.515,427.036,327,2969.502,228.907
5,0,0,3,217.117,50,187,24,0,56.082,250,29,11,16,5,41,754,1455.106,37,127,337.001,36,40,0,1,7,128,23,331.159,45,52,30,359,23
0,0,0,0,619.448,131.004,491.383,66,65,417.91,941.415,91,0,41,0,135,1980.173,3549.336,150.107,404.479,1104.71,0,56.167,0,0,0,236.168,47,1178.797,0,179.031,120.552,1697.11,122
0,0,0,0,2834.205,342.076,1865.342,279.855,87.691,1317.881,2201.765,315.977,94,125,8.706,445.056,6391.698,12746.635,414.062,1359.601,2466.011,388,435.547,5,0,0,1169.552,242.947,3544.595,318.689,310.033,138.756,3444.233,142.661
20,1,0,24,3133.568,482.621,2188,285,244.788,1779.87,3639.037,345.999,60.039,123,35,416.796,6647.18,12966.752,516.152,1516.437,3810.867,464,391,4.414,0,29,932,258,3474.23,330.791,721,523,4715.997,332.041
30.902,0,0,48,4241.716,806.703,2380.814,277.836,301.558,1981.589,4138.003,485.421,114.526,165.126,18.695,669.401,10404.256,17578.107,690.621,2353.089,6087.605,570.077,707.071,0,0,13.257,1976.066,358.04,6440.913,469.507,1426.376,904.356,9226.926,766.545
0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,1,2.649,0,0,1,0,0,0,0,0,0,0,0,9.11,0,0,0,1.336,0
0,0,0,0,2142.36,344.307,1359.206,243.218,178.134,1226.313,2238.855,243.623,90,112,0,366,4859.257,9891.935,400.708,1181.106,2701.175,243.957,315.561,5,0,0,762.319,150.476,2841.785,316.164,541.503,384.554,4112.271,306.51
0,0,0,0,172.576,20.349,93.702,0,0,17.611,140.779,10.439,9.964,13,0,14.695,231.299,616.889,22.88,104.003,166.553,29.007,21.474,0,0,0,39.691,0,75.631,0,11.847,24.37,272.112,33.646
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,0,0,0,18,3,6,0,2,0,2,0,0,0,0,1,19,38,0,2,1,2,4,0,0,0,4,0,13,0,1,2,2,0
6.086,2,0,6.78,514.993,96.328,339.528,40.012,26.659,158.833,396.621,38.048,9.058,6.372,9,66.828,961.573,1533.016,62.632,181.718,418.282,31.45,42.494,0,0,4,143.761,23.342,557.331,48.05,95.94,73.225,637.236,51.232
0,0,0,0,11,1,8,0,0,1,1,1,1,0,0,1,12,20,0,0,1,0,0,0,0,0,0,0,15,1,0,0,0,0
0,0,0,0,27,3,13,1,1,3,6,0,1,2,0,5,60,178,0,0,4,2,1,0,0,0,8,5,41,4,0,1,13,0
0,0,0,1,9,0,3,1,0,3,1,0,1,1,0,1,7,34,0,0,9,0,1,0,0,0,3,0,6,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,8,1,3,1,0,0,0,0,0,1,0,1,7,18,0,0,0,0,0,0,0,0,0,0,4,2,1,1,0,0
22,0,2,17,1697.426,302,1166.022,171,145,1113,2418,252.382,63,73,27,202,3970.049,7486.658,332,1049,2538,310,226,2,2,15,741,183,2697.786,249,519,313,3552.923,298
2.75,0,0,2,21.611,0,0,0,0,0,12.835,0,1,0,0,0,55.976,0,0,0,0,0,0,0,0,0,0,4.264,21.061,0,9.392,0,0,0
0,0,0,0,31.24,3.488,31.804,4,2,12.807,14.485,0,1,2,0,7.472,116.931,247.381,4,10,35.141,7,10.752,0,0,0,19,3,102.2,9.827,5,4,31,0
0,0,0,0,0,0,3.667,2.713,0,3.615,0,0,0,0,0,0,0,0,2.076,1.964,0,0,0,0,0,0,0,0,0,0,0,1.847,0,0
0,0,0,0,14,1,7,0,0,0,0,0,0,0,0,2,19,25,0,0,0,0,1,0,0,0,6,2,11,3,0,0,1,0
0,0,0,0,43.445,8,23,1.919,0,1,5,0,0,4,0,4,59.569,119,0,1,5,0,4,0,0,0,13,2,45.678,2,1,0,0,0
0,0,0,0,5.555,0,0,2.081,0,0,0,0,0,0,0,0,1.431,0,0,0,0,1,0,0,0,1,0,0,1.322,1,0,0,3,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,16,2,9,1,0,0,0,1,1,0,0,0,12,17,0,0,2,0,0,0,0,0,1,0,10,2,0,0,1,0
0,0,0,0,12,2,9,0,1,0,1,0,0,0,0,0,13,37,0,1,2,0,3,0,0,0,4,1,8,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,0,0,202.233,34.492,130.259,17.404,6.439,86.637,195.983,9.328,6.16,11.011,2,35.422,617.764,1079.991,25.657,100.002,219.632,35.598,30.989,0,1,5.899,106.658,15.05,332.95,36.376,39.983,25.693,284.936,24.882
13.945,1,1,8.833,990.232,159.257,672.414,86.653,36.943,250.232,496.667,54,36.76,51.816,4.924,132.982,2483.859,4463.161,76.935,249.488,632.234,85.745,134.102,1,1,7.746,513.279,133.123,1845.382,182.62,101,73.012,771.344,75.872
1,0,0,0,223,41,164.637,33.028,2,17.016,50.01,5,5,4,1,37,610.048,1171.057,3.003,15.005,56.068,10,33,0,1,0,101,19,386.118,41.017,3,7,51.018,6
0,1,0,0,46,8,22,11,0,2,8,1,1,0,0,12,147.739,310.157,0,1,6,1,6,0,0,1,28,3,111,3,2,1,4,0
0,0,0,4,94,9,59.257,6,9,44,44,6,4,7,1,19,341.637,773.008,10,15,52,6,23,0,0,1,65,15,283,29,8,6,79,10
1,0,0,0,28,11,19,3,0,6,9,1,1,1,0,5,60,143,2,2,11,6,6,0,0,0,19,5,41,5,4,0,14,2
0,0,0,1,11,4,3,0,0,0,0,0,0,0,0,0,18,45,0,1,1,1,0,0,0,0,3,1,10,1,0,0,0,0
1,0,0,4.961,420.651,74.255,315.498,29.653,24.394,156.072,307.003,29.781,14.777,14,0,66.808,974.864,1962.863,42.372,125.767,300.949,35.784,39.075,1,1,4,182.92,42.688,656.716,61.862,62.643,49.363,463.155,35
11.051,0,0,12.68,678.245,67.803,485.216,46.477,49.354,303.94,587.064,62.277,18.48,28.228,8.633,94.281,1531.727,2758.04,94.977,237.488,777.59,66.057,93.658,1,0.713,5.946,168.552,47.171,1025.36,99.462,115.233,92.209,985.798,71.823
1,0,0,0,77,11,37,4,1,1,2,0,4,3,0,6,97,163,2,0,4,0,6,0,0,1,14,6,82,5,0,0,0,0
0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,1,9,15,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0
0,0,0,0,126.258,14,76.412,3.22,3,30,40.018,8,2,5.543,2,15,275.611,468.147,10.016,20.025,54.197,7,13.604,0,0,1,37.14,10.752,146.36,11.571,5,9,62.415,5
0,0,0,0,1.002,1,2.004,0,0,0,4.006,0,0,0,0,0,2.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,11,1,12,0,0,0,0,0,0,2,1,1,13,43,1,2,0,0,2,0,0,0,7,0,13,2,1,0,1,0
0,0,0,0,87,10,53,7,0,0,0,0,1,1,0,6,79,133,0,0,3,1,2,0,0,0,9,4,35,4,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,3.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,154.69,37,107,20,0,30.018,52.27,9,0,0,0,31,434,846,8,34,97,11,30,0,0,1,54,18,271,20,20,20,85.006,1
0,0,0,0,8,1,4,0,0,1,0,0,0,0,0,1,11,13,0,1,0,0,0,0,0,0,3,0,6,0,1,1,2,0
0,0,0,0,10,4,7,2,0,0,1,0,0,0,0,3,27,35,0,1,0,0,1,0,0,0,4,1,20,2,0,1,1,0
2,0,0,1,440,61,277,30,0,11.8,32,3,6,8,0,54,740,1270.004,5,6,48,14,28,0,0,2,137,43,424,44,11,13,41,2
0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5,37,6,29,3,0,0,0,0,0,2,0,3,55,71,0,1,2,0,2,0,0,0,3,2,27,0,0,0,0,0
0,0,0,0,1.751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,4.163,0,1,1,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,5,0,1,2,0,1,1,0,0,1,0,0,8,10,0,0,1,0,0,0,0,0,1,1,10,3,0,0,2,2
0,0,0,0,2,2,4,0,1,1,3,1,0,0,0,0,16,12,0,0,3,1,1,0,0,0,1,1,2,0,0,0,1,0
0,0,0,0,54,4,30,4,0,2,1,0,1,4,0,5,82.261,156.186,1,0,3,2,5,0,0,2,14,4,70,9,3,1,9,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,1,1,11,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,119,15,96,18,6,40,76.999,6,6,6,1,22,367,635.337,12,58,90,13,12,0,0,3,56,11,229,12,10,11,101,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.935,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,6.437,0,6.44,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
