"Gene_Symbol","log2FoldChange","lfcSE","pvalue","padj","cohort","baseMean","stat","GENENAME","GENEBIOTYPE"
"EDEM1",0.118010102275888,0.0672478033962246,0.0792842192814178,0.364223062197003,"GSE207923",259.668597641005,1.75485437911736,"EDEM1","protein_coding"
"EDEM2",-0.0664598213077232,0.59851023709017,0.91158297845535,0.976511592056378,"GSE207923",50.7658995907679,-0.111042079465235,"EDEM2","protein_coding"
"EDEM3",0.137912348362636,1.45973208024624,0.924729576955443,0.980069019041515,"GSE207923",35.5034314753781,0.0944778498937772,"EDEM3","protein_coding"
"EDF1",-0.054313846692233,0.054375521278172,0.317859722187046,0.700678451556554,"GSE207923",865.967769086662,-0.998865765614946,"EDF1","protein_coding"
"EDIL3",0.114521381082263,0.662830383483738,0.8628272668429,0.965375701841004,"GSE207923",6.50319674323542,0.172776299843642,"EDIL3","protein_coding"
"EDN1",0.724351818933878,0.201020861511024,0.000314122233051404,0.00650611542165155,"GSE207923",139.062148853991,3.60336640430802,"EDN1","protein_coding"
"EDN2",3.91104469898286,1.1955520158687,0.00107043074297409,0.0177089386040775,"GSE207923",2.61400711698167,3.27132960094678,"EDN2","protein_coding"
"EDNRA",-2.26523976448893,1.68703549482943,0.179358150681198,0.546139226080422,"GSE207923",4.54666656497847,-1.34273390893768,"EDNRA","protein_coding"
"EDNRB",-0.160321260200752,3.63894909684897,0.964858951019596,NA,"GSE207923",0.0227864919132327,-0.0440570219406412,"EDNRB","protein_coding"
"EDRF1",-0.0174443956255567,0.176228265993556,0.921148194256814,0.978364204396832,"GSE207923",118.44878122395,-0.0989875008257449,"EDRF1","protein_coding"
"EEA1",0.705243543257891,0.175220331890069,5.70005968868265e-05,0.00161197200811357,"GSE207923",30.1250227465155,4.02489560230003,"EEA1","protein_coding"
"EED",-0.00557475352030358,0.503509565272208,0.991166168040614,0.997452333629804,"GSE207923",41.9369016888046,-0.0110717926824086,"EED","protein_coding"
"EEF1A1",-0.178709858484566,0.217254075153579,0.410744253940616,0.769346193165023,"GSE207923",378.633735745639,-0.822584609095291,"EEF1A1","protein_coding"
"EEF1A2",1.36886125638355,2.10747953238166,0.515998904734778,NA,"GSE207923",0.635738862424784,0.649525290922566,"EEF1A2","protein_coding"
"EEF1AKMT1",-0.162303822486937,0.0916420091571408,0.0765501337190455,0.357368966409724,"GSE207923",28.024720905945,-1.7710635545826,"EEF1AKMT1","protein_coding"
"EEF1B2",-0.111445816322753,0.0955957872185648,0.243694269861699,0.627297512143677,"GSE207923",2532.9015466007,-1.16580258989813,"EEF1B2","protein_coding"
"EEF1D",-0.149607293781894,0.041690844222234,0.000332595193214269,0.00680200924649332,"GSE207923",1241.66512204154,-3.58849278715513,"EEF1D","protein_coding"
"EEF1E1",0.0748183062393827,0.0974776004855216,0.44275839395821,0.790819715620982,"GSE207923",166.633080515235,0.76754357787557,"EEF1E1","protein_coding"
"EEF1G",-0.118819614924339,0.0399835177323405,0.00296141552401049,0.0397105718949127,"GSE207923",9334.45847852571,-2.97171488811332,"EEF1G","protein_coding"
"EEF2",-0.123225886816026,0.0514269312264578,0.0165689715955765,0.135783491682634,"GSE207923",8937.78079854853,-2.39613532982171,"EEF2","protein_coding"
"EEF2K",0.0603146629261459,0.76219927492718,0.936927307593888,0.983812849047575,"GSE207923",13.4008201065468,0.0791324065900067,"EEF2K","protein_coding"
"EEF2KMT",-0.448631442600968,0.244605553815929,0.0666389109544623,0.328846378255894,"GSE207923",49.958438353947,-1.83410162035231,"EEF2KMT","protein_coding"
"EEFSEC",1.31036881535952,1.9833855795726,0.508822199662167,0.832006648446847,"GSE207923",8.11062044834818,0.660672755139165,"EEFSEC","protein_coding"
"EEPD1",0.0287947497906766,0.341887451964001,0.932879218020194,0.982779308325819,"GSE207923",13.5707222549517,0.0842228915546995,"EEPD1","protein_coding"
"EFCAB1",-0.823028367415242,0.406239589023418,0.0427680741346482,0.252170294482389,"GSE207923",11.2219950994959,-2.02596790084828,"EFCAB1","protein_coding"
"EFCAB10",0.128332925873762,0.565076830360353,0.820340510551637,0.95313902705214,"GSE207923",5.97483350677898,0.227107039217877,"EFCAB10","protein_coding"
"EFCAB11",-0.226790877275694,0.151805866095665,0.135187821205191,0.476614494845687,"GSE207923",26.0653246115028,-1.49395331754028,"EFCAB11","protein_coding"
"EFCAB12",-0.733275301014204,0.64861766419624,0.258257137385979,NA,"GSE207923",0.705357844169635,-1.13052009140527,"EFCAB12","protein_coding"
"EFCAB13",-0.184902932480089,0.255989126750586,0.470105283578485,0.807507258684134,"GSE207923",8.08555387585112,-0.722307759033232,"EFCAB13","protein_coding"
"EFCAB14",0.282836965174979,0.201466093423457,0.16035052688501,0.517386038702402,"GSE207923",357.778945808607,1.40389362978559,"EFCAB14","protein_coding"
"EFCAB2",0.425390111256357,0.423779398220971,0.315474624732371,0.698622864250678,"GSE207923",2.72250830146294,1.0038008290213,"EFCAB2","protein_coding"
"EFCAB3",0.502272226028787,1.6412695241501,0.759584349335463,NA,"GSE207923",0.214906975213489,0.306026657193235,"EFCAB3","protein_coding"
"EFCAB5",-0.750146742540338,0.492830629598685,0.127979328349198,NA,"GSE207923",0.917920361028493,-1.52211875132677,"EFCAB5","protein_coding"
"EFCAB6",0.777549780710664,0.942779454114119,0.409518100598639,0.768572328619255,"GSE207923",2.27053632827617,0.824741966233542,"EFCAB6","protein_coding"
"EFCAB7",0.428880045181162,0.890715488966631,0.63016075115309,0.890229428977934,"GSE207923",14.3619644550278,0.481500603159747,"EFCAB7","protein_coding"
"EFCAB8",-0.214036308841364,0.748368190954199,0.77487504485745,NA,"GSE207923",0.468205433071502,-0.286004017044684,"EFCAB8","protein_coding"
"EFCC1",-0.0632360078256627,3.64379150303152,0.986153845039227,NA,"GSE207923",0.0474509416973285,-0.0173544528475497,"EFCC1","protein_coding"
"EFEMP1",0.371297756731876,0.331884627625358,0.26324445540962,0.647735928391684,"GSE207923",220.872835388325,1.1187555126868,"EFEMP1","protein_coding"
"EFEMP2",-0.207196739859901,0.662698545586473,0.754541954918705,0.934443528759609,"GSE207923",17.4290523091823,-0.312656095655887,"EFEMP2","protein_coding"
"EFHB",-0.0216909362578403,0.536616761970287,0.967756968185766,NA,"GSE207923",0.663405555344025,-0.0404216524623608,"EFHB","protein_coding"
"EFHC1",-0.0959739841920666,0.201290648093587,0.633509487606897,0.891655149916841,"GSE207923",33.0128708604297,-0.476793060686281,"EFHC1","protein_coding"
"EFHC2",-0.251719028703772,2.18153674020721,0.908139091516321,NA,"GSE207923",0.734183247587028,-0.115386105612809,"EFHC2","protein_coding"
"EFHD1",-0.509630395192963,0.499393566265165,0.307492090889023,NA,"GSE207923",1.57737728416105,-1.02049851984349,"EFHD1","protein_coding"
"EFHD2",0.179673560165166,0.0948794869028665,0.0582644552573611,0.300635503053089,"GSE207923",398.299167617461,1.89370290702676,"EFHD2","protein_coding"
"EFL1",0.0676166594594927,0.188075536475587,0.719207142447732,0.924595097648929,"GSE207923",190.81569144476,0.359518631325396,"EFL1","protein_coding"
"EFNA1",0.379435979698822,0.161268922156408,0.0186318886376558,0.146690816399043,"GSE207923",870.561390214526,2.35281525184885,"EFNA1","protein_coding"
"EFNA2",0.465504534740923,1.44384664134015,0.747145289150213,NA,"GSE207923",0.410177050043879,0.322405802259477,"EFNA2","protein_coding"
"EFNA3",-0.195787737485893,0.168098409866125,0.244131971101238,0.627667324470489,"GSE207923",117.842857787907,-1.16472093722849,"EFNA3","protein_coding"
"EFNA4",-0.0496455550697995,0.155450634871473,0.749449440602791,0.934443528759609,"GSE207923",59.5218151868104,-0.31936540568552,"EFNA4","protein_coding"
"EFNA5",-0.0193174017941606,0.105439271422811,0.854634194267653,0.963718744724497,"GSE207923",56.1090580620345,-0.183208794346634,"EFNA5","protein_coding"
"EFNB1",-0.15623325907142,0.110294505690863,0.156626268083495,0.51119816847388,"GSE207923",687.154116485284,-1.41650989859201,"EFNB1","protein_coding"
"EFNB3",0.233490635982088,0.278571786377149,0.401934987813052,0.764857783147422,"GSE207923",3.86526095493986,0.838170437209937,"EFNB3","protein_coding"
"EFR3A",0.149362341778388,0.150169384325866,0.319918301834068,0.702175576247742,"GSE207923",460.483062984247,0.994625785068636,"EFR3A","protein_coding"
"EFR3B",0.0131953458145127,0.968568510473856,0.989130312501848,0.996548386941757,"GSE207923",7.585249161467,0.0136235544226573,"EFR3B","protein_coding"
"EFS",-0.493533964300987,0.186458318314479,0.00812366667570385,0.0814520670098033,"GSE207923",52.8755390552929,-2.64688627872636,"EFS","protein_coding"
"EFTUD2",0.17555420313691,0.803601836794953,0.827071355162668,0.954176959537784,"GSE207923",168.506176108142,0.21845918600321,"EFTUD2","protein_coding"
"EGF",-0.191404276862847,2.71927066070371,0.943884767945533,NA,"GSE207923",0.462271231688284,-0.0703880932592837,"EGF","protein_coding"
"EGFL7",-0.713572313608828,0.850118272924984,0.401256078496541,0.764558623510181,"GSE207923",14.4819256528559,-0.839380044324486,"EGFL7","protein_coding"
"EGFL8",-0.299882896609543,2.3444083718396,0.898216949254601,0.97293554629931,"GSE207923",1.74468233382661,-0.12791410413461,"EGFL8","protein_coding"
"EGFLAM",-0.0160509924163918,0.355164846715598,0.963953412028721,0.990098755067832,"GSE207923",2.21212357133667,-0.0451930774253816,"EGFLAM","protein_coding"
"EGFR",-0.180419477538237,0.106026584178657,0.0888221651771171,0.3878091207433,"GSE207923",3332.95148342635,-1.70164378052798,"EGFR","protein_coding"
"EGLN1",0.0488122440082183,0.255931581918011,0.848741990749477,0.962320673767516,"GSE207923",178.427517169203,0.190723800643938,"EGLN1","protein_coding"
"EGLN2",-0.00782708170821492,0.378793250214143,0.983514322744856,0.995045271138626,"GSE207923",166.283954562192,-0.0206632026937915,"EGLN2","protein_coding"
"EGLN3",-0.314175428272573,0.100643564891933,0.00179831842074342,0.0265041695974824,"GSE207923",247.159117977429,-3.12166434694479,"EGLN3","protein_coding"
"EGR1",-0.493063584470568,0.168423822697494,0.00341680509525737,0.0442479603089347,"GSE207923",87.0262219819802,-2.92751688314402,"EGR1","protein_coding"
"EGR2",0.18047912650219,0.614796974460409,0.769094981980051,0.938575302364745,"GSE207923",1.74852444389604,0.293558904808521,"EGR2","protein_coding"
"EGR3",0.0193627240070744,0.283030537175851,0.945457560193034,0.985441078055977,"GSE207923",7.0291887469467,0.068412137433227,"EGR3","protein_coding"
"EGR4",-0.215264334574253,3.64334070416645,0.952884941847104,NA,"GSE207923",0.0151216030555938,-0.0590843272845937,"EGR4","protein_coding"
"EHBP1",0.231559317366827,0.463693545249283,0.617511653332835,0.886068006928217,"GSE207923",327.726548401471,0.49938007492069,"EHBP1","protein_coding"
"EHBP1L1",-0.298693017743662,0.268410261468482,0.265784606746127,0.650052131159546,"GSE207923",130.063881341314,-1.11282264735149,"EHBP1L1","protein_coding"
"EHD1",-0.0334905667101248,0.0746956473043946,0.653893151023336,0.900869253538817,"GSE207923",577.898980680483,-0.448360351891005,"EHD1","protein_coding"
"EHD2",-0.258601956834481,0.11168485459164,0.0205877009915447,0.157138536691519,"GSE207923",696.951584765126,-2.31546128416448,"EHD2","protein_coding"
"EHD3",-0.144384524514389,0.304334493127418,0.635195386956953,0.892821893200432,"GSE207923",100.391049490987,-0.47442707867471,"EHD3","protein_coding"
"EHD4",0.0449413508254484,0.15340227681798,0.769549637920387,0.938575302364745,"GSE207923",145.548986633929,0.292964040414953,"EHD4","protein_coding"
"EHF",0.673288713954613,0.330479296589128,0.0416190050789382,0.247897179216808,"GSE207923",1468.98068760451,2.03730981306126,"EHF","protein_coding"
"EHHADH",-0.201451979946335,0.2270818285483,0.375006834132608,0.747810891111505,"GSE207923",36.6670220886916,-0.887133863745011,"EHHADH","protein_coding"
"EHMT1",-0.411512871165228,0.141878168755408,0.00372607701116622,0.0467880732853746,"GSE207923",221.589075363742,-2.90046646904964,"EHMT1","protein_coding"
"EI24",0.116376751039984,0.535378961648348,0.827917933003535,0.954178663060614,"GSE207923",1038.47960062836,0.217372663807479,"EI24","protein_coding"
"EID1",-0.0913551966684669,0.0551938909097771,0.0978902970994512,0.406409264640532,"GSE207923",408.079747050201,-1.65516862758962,"EID1","protein_coding"
"EID2",-0.122912344090019,0.118411139097527,0.29926383628801,0.681479159200243,"GSE207923",54.6761965983382,-1.03801335775332,"EID2","protein_coding"
"EID2B",-0.572827516390557,0.265703507687808,0.0310922610325858,0.20493330416647,"GSE207923",3.35807440279957,-2.15588992925004,"EID2B","protein_coding"
"EID3",-0.373193810115652,0.193958319210996,0.0543429494345266,0.288791253784207,"GSE207923",10.0738396335695,-1.92409282382818,"EID3","protein_coding"
"EIF1",-0.0125420189275245,0.124005498698439,0.919438667420799,0.978018801695235,"GSE207923",1766.71833081713,-0.101140828908117,"EIF1","protein_coding"
"EIF1AD",0.061050342713656,0.0846093877735682,0.470567998575664,0.807796128245511,"GSE207923",178.740166773771,0.721555188143412,"EIF1AD","protein_coding"
"EIF1AX",0.0300965120507361,0.0793991075794294,0.704648113018724,0.920422441281036,"GSE207923",617.682053370595,0.379053530552949,"EIF1AX","protein_coding"
"EIF1AY",0.34196236293608,0.238465534391556,0.151568928153809,0.503391408811961,"GSE207923",50.7700090212551,1.43401168562407,"EIF1AY","protein_coding"
"EIF1B",0.13543661345087,0.0672152966949682,0.0439080933037794,0.255663710899921,"GSE207923",119.297677549232,2.01496712966246,"EIF1B","protein_coding"
"EIF2A",0.223512612132966,0.186455867076735,0.230628003688658,0.613663375315519,"GSE207923",294.473991707219,1.19874271395804,"EIF2A","protein_coding"
"EIF2AK1",-0.548518489755343,0.647869342635588,0.397190312496484,0.761595014606713,"GSE207923",34.0250432639814,-0.846649862337864,"EIF2AK1","protein_coding"
"EIF2AK2",0.785603892511069,0.510835604208812,0.124077942229235,0.456733283271342,"GSE207923",154.871862344282,1.53788006559923,"EIF2AK2","protein_coding"
"EIF2AK3",0.00144944800730165,0.532123635005979,0.997826650273514,0.999095970696468,"GSE207923",74.9655934431823,0.00272389330589565,"EIF2AK3","protein_coding"
"EIF2AK4",-0.115861512345258,0.64388207495759,0.85719799965242,0.96389256800338,"GSE207923",226.432830283218,-0.179942130479232,"EIF2AK4","protein_coding"
"EIF2B1",-1.04742393532177,0.51083191083236,0.0403227056728899,0.243685392502602,"GSE207923",61.3203711073895,-2.05042776911701,"EIF2B1","protein_coding"
"EIF2B2",0.0404127499293956,0.387949072050628,0.917034246433615,0.977242585527101,"GSE207923",24.7724813739584,0.104170245119498,"EIF2B2","protein_coding"
"EIF2B3",1.02127383258031,0.605356317289499,0.0915913695335954,0.392892459177591,"GSE207923",84.1451786122758,1.68706231918598,"EIF2B3","protein_coding"
"EIF2B4",-0.0739297349954614,0.185617360058037,0.690415650004188,0.915317122735378,"GSE207923",164.790127505438,-0.39829105948035,"EIF2B4","protein_coding"
"EIF2B5",-0.0144428563215163,0.236909273187929,0.951388150520438,0.98705512835133,"GSE207923",35.8763189168513,-0.0609636597469085,"EIF2B5","protein_coding"
"EIF2D",0.621757930901091,0.428338482453173,0.146624687041877,0.496085858937184,"GSE207923",179.775936655265,1.45155748636025,"EIF2D","protein_coding"
"EIF2S1",-0.0764648117954112,0.184584735904588,0.678688706873305,0.909983287961522,"GSE207923",442.426513295723,-0.414253168988664,"EIF2S1","protein_coding"
"EIF2S2",0.0434103778572521,0.290645300513803,0.881270670389716,0.96887366978798,"GSE207923",130.780609255569,0.149358609206862,"EIF2S2","protein_coding"
"EIF2S3",0.032659151098203,0.129979264336527,0.801609761131369,0.947343803651643,"GSE207923",696.114882775623,0.251264317157895,"EIF2S3","protein_coding"
"EIF2S3L",-0.0945721434394958,0.308995622746665,0.759556638853521,0.936793893711611,"GSE207923",12.018297004185,-0.306063052281592,"EIF2S3L","protein_coding"
"EIF3A",0.0279251734827873,0.196869877913474,0.887201773906817,0.970753762855062,"GSE207923",218.263446957293,0.141845841419481,"EIF3A","protein_coding"
"EIF3B",0.0561144525785436,0.105478214701206,0.594725717372885,0.877909681193243,"GSE207923",1165.4738622638,0.532000401575836,"EIF3B","protein_coding"
"EIF3C",-0.0702432510377555,0.0934898025945656,0.452444054239672,0.795337635524248,"GSE207923",1469.127238523,-0.751346661222265,"EIF3C","protein_coding"
"EIF3D",0.0214322956581115,0.0400421083270489,0.592481188674901,0.876792029625705,"GSE207923",1444.6622844166,0.535243935785313,"EIF3D","protein_coding"
"EIF3E",-0.0460881558657131,0.32145823154937,0.885996281535193,0.970497993744355,"GSE207923",630.753090382528,-0.14337214400632,"EIF3E","protein_coding"
"EIF3F",-0.0418501423804074,0.314450243850728,0.894122305678893,0.971770514332718,"GSE207923",298.377036233967,-0.133089870969456,"EIF3F","protein_coding"
"EIF3G",-0.0343289814895124,0.0419645882038474,0.41333067696,0.77147132395897,"GSE207923",474.101778189651,-0.818046428163568,"EIF3G","protein_coding"
"EIF3H",0.142480157128679,0.305943763391974,0.641425229659754,0.895810476269655,"GSE207923",48.7100937358247,0.465707016050965,"EIF3H","protein_coding"
"EIF3I",0.056809724246415,0.33639267364338,0.865891663377123,0.965375701841004,"GSE207923",108.560896010005,0.168879195944204,"EIF3I","protein_coding"
"EIF3J",0.0324864295651752,0.0409495406892773,0.427586571805669,0.77938414513814,"GSE207923",822.308742742542,0.793328301571937,"EIF3J","protein_coding"
"EIF3K",-0.0527835611847654,0.0688508002890251,0.443297454992825,0.791026266257253,"GSE207923",775.603499590686,-0.766636857715351,"EIF3K","protein_coding"
"EIF3L",0.0601387885332989,0.0455130479543856,0.186383791571526,0.556965575490494,"GSE207923",1682.1616261063,1.32135269414546,"EIF3L","protein_coding"
"EIF3M",0.132123714545701,0.089203891975394,0.138568488289873,0.482111972270367,"GSE207923",185.702195295313,1.4811429369264,"EIF3M","protein_coding"
"EIF4A1",-0.0265397749979383,0.047519448114579,0.576500659617698,0.867998069668273,"GSE207923",5953.0348786406,-0.558503434929327,"EIF4A1","protein_coding"
"EIF4A2",0.0292199423275961,0.0590556522644547,0.62075080085103,0.888053943186144,"GSE207923",1569.29036686753,0.494786548063976,"EIF4A2","protein_coding"
