Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
SRR18889440_1	(1, 36.426694497592145)	(2, 36.44166428689252)	(3, 36.52406531085413)	(4, 36.55570842830335)	(5, 36.55697251436862)	(6, 36.579388070802)	(7, 36.54543264011261)	(8, 36.55188402813194)	(9, 36.573964108881405)	(10, 36.575157655117735)	(15, 36.55337869928792)	(20, 36.53313983760313)	(25, 36.4612919900514)	(30, 36.43186227113955)	(35, 36.451674372798415)	(40, 36.35037442714847)	(45, 36.288476988615045)	(50, 36.295090113132545)	(55, 36.247454180892575)	(60, 36.19676513145721)	(65, 36.183601093336236)	(70, 36.14571028286565)	(75, 36.150386856887394)	(80, 36.10817586228132)	(85, 36.05975120300853)	(90, 35.950271261729505)	(95, 35.914645887838645)	(100, 35.82902695577665)	(105, 35.72592095067847)	(110, 35.58182701465881)	(115, 35.47790789535178)	(120, 35.27391196761141)	(125, 35.09208272436686)	(130, 34.900527952807145)	(135, 34.64002731714408)	(140, 34.30475097286747)	(145, 34.01103843115484)	(150, 33.87726930938377)
SRR18889440_2	(1, 35.79987249265546)	(2, 36.15185713238287)	(3, 36.31002708735653)	(4, 36.22936082506882)	(5, 36.27381279554656)	(6, 36.28602012839963)	(7, 36.25390943217092)	(8, 36.314707626450854)	(9, 36.287338302919245)	(10, 36.24988625799033)	(15, 36.20690065732673)	(20, 36.20289519304947)	(25, 36.12933890545755)	(30, 36.08307971598824)	(35, 36.02148768702851)	(40, 35.995851665843084)	(45, 35.50955275494416)	(50, 35.68827123754878)	(55, 35.71791067542763)	(60, 35.68730977532504)	(65, 35.595118150041934)	(70, 35.51321647069088)	(75, 35.45211956107891)	(80, 35.316879318194175)	(85, 35.211902613349075)	(90, 35.14524239016102)	(95, 35.00223159488327)	(100, 34.85268642787757)	(105, 34.68792688428796)	(110, 34.43568346135564)	(115, 34.16455682996124)	(120, 33.81527012799309)	(125, 33.69053054551777)	(130, 33.27935151266316)	(135, 32.79673752301322)	(140, 30.72155247863347)	(145, 27.483820474692997)	(150, 28.057138746218314)
SRR18889441_1	(1, 36.476439922147854)	(2, 36.4860342288413)	(3, 36.563469650609264)	(4, 36.58724493910742)	(5, 36.58569661411135)	(6, 36.60593394107938)	(7, 36.57240941645929)	(8, 36.58184577182352)	(9, 36.605057803686556)	(10, 36.60341024346228)	(15, 36.58462463189473)	(20, 36.56485418003418)	(25, 36.500614392326696)	(30, 36.478422351733784)	(35, 36.495405844259054)	(40, 36.40823812041653)	(45, 36.31784566645611)	(50, 36.326902642141874)	(55, 36.266011091915075)	(60, 36.23305088444619)	(65, 36.21052181924923)	(70, 36.18946347891872)	(75, 36.2087135993885)	(80, 36.167034450038734)	(85, 36.102886485350155)	(90, 35.96383734180385)	(95, 35.89872721818274)	(100, 35.7703670876697)	(105, 35.610254255598804)	(110, 35.39908754848334)	(115, 35.22069107961423)	(120, 34.930358148545295)	(125, 34.665546029948004)	(130, 34.39185258506929)	(135, 34.047345247395455)	(140, 33.654884262485595)	(145, 33.3527486481912)	(150, 33.20600128955336)
SRR18889441_2	(1, 35.8950634714609)	(2, 36.120379367704906)	(3, 36.21287962021892)	(4, 36.12636861811987)	(5, 36.17037111306952)	(6, 36.16010104095642)	(7, 36.09249459357731)	(8, 36.159435053951334)	(9, 36.132595044978)	(10, 36.07021901168395)	(15, 36.00611969674599)	(20, 36.00954610167538)	(25, 35.91925970502657)	(30, 35.8783597841348)	(35, 35.82410729845754)	(40, 35.79700415035256)	(45, 35.369548141173276)	(50, 35.52540513639306)	(55, 35.56074532444252)	(60, 35.5376581997095)	(65, 35.44632748263897)	(70, 35.333194225170544)	(75, 35.25663680810197)	(80, 35.08851402052173)	(85, 34.95939146445898)	(90, 34.86466537110751)	(95, 34.68016459437925)	(100, 34.46819769935857)	(105, 34.23323292830646)	(110, 33.929838227676896)	(115, 33.55825373594592)	(120, 33.19685857456202)	(125, 33.02850323461686)	(130, 32.58987296642118)	(135, 32.02663744184587)	(140, 30.173260825581565)	(145, 27.085194853155723)	(150, 27.533494077544994)
SRR18889442_1	(1, 36.463552740074775)	(2, 36.48420581125492)	(3, 36.565926605025524)	(4, 36.59794092005388)	(5, 36.59739102522453)	(6, 36.62637147026103)	(7, 36.59585649308437)	(8, 36.59965948952507)	(9, 36.6223875838424)	(10, 36.61596964922036)	(15, 36.60375687943533)	(20, 36.582803206727206)	(25, 36.518137577888545)	(30, 36.49072388012621)	(35, 36.51255515720372)	(40, 36.41479080620698)	(45, 36.36477853981241)	(50, 36.38334546890674)	(55, 36.34150331574923)	(60, 36.28562994393265)	(65, 36.25896894012298)	(70, 36.219797261275275)	(75, 36.223410374208434)	(80, 36.19156233626517)	(85, 36.152746277735716)	(90, 36.04178835508152)	(95, 36.033182451944285)	(100, 35.972042409041144)	(105, 35.88962163119972)	(110, 35.78179153530981)	(115, 35.73496057774597)	(120, 35.60627238419502)	(125, 35.49962486736678)	(130, 35.40450552642711)	(135, 35.2380812675367)	(140, 35.03949340969109)	(145, 34.92710628801265)	(150, 34.914218598300685)
SRR18889442_2	(1, 35.82354584036322)	(2, 36.147997959139026)	(3, 36.296064204372136)	(4, 36.22894951177991)	(5, 36.29711506352117)	(6, 36.30576969838788)	(7, 36.28418165946116)	(8, 36.330963278761075)	(9, 36.31097850404982)	(10, 36.26826599180621)	(15, 36.230667451780484)	(20, 36.234009956059005)	(25, 36.17617718746742)	(30, 36.13758503698898)	(35, 36.085058833140124)	(40, 36.0623714021151)	(45, 35.57396830880473)	(50, 35.76318970500038)	(55, 35.78692861445119)	(60, 35.759160361628574)	(65, 35.683027172118656)	(70, 35.6136511458283)	(75, 35.569409152500256)	(80, 35.43815436003398)	(85, 35.345624059784015)	(90, 35.288205801417845)	(95, 35.15807343151945)	(100, 35.022854421680044)	(105, 34.88394158395425)	(110, 34.65659260953327)	(115, 34.39924070552545)	(120, 34.06418436924298)	(125, 33.95930684734189)	(130, 33.56378791870802)	(135, 33.092659912582846)	(140, 30.79912352969712)	(145, 27.051524769611525)	(150, 27.69025678744216)
SRR18889443_1	(1, 36.48694788284051)	(2, 36.494601915704024)	(3, 36.574918770316046)	(4, 36.600949811066776)	(5, 36.60322059150723)	(6, 36.61461046272601)	(7, 36.58709398575693)	(8, 36.60072177274519)	(9, 36.61962185594992)	(10, 36.620442184076204)	(15, 36.59854036434199)	(20, 36.57829541244237)	(25, 36.51367811601715)	(30, 36.492806296043135)	(35, 36.50324109950343)	(40, 36.4115699177387)	(45, 36.36621850679437)	(50, 36.38466860339194)	(55, 36.33697182217327)	(60, 36.281918917641384)	(65, 36.25667617644968)	(70, 36.21989472377989)	(75, 36.230914788806686)	(80, 36.20542325294955)	(85, 36.16524450390807)	(90, 36.0682196672401)	(95, 36.04292869969618)	(100, 35.970556014216854)	(105, 35.88911925248023)	(110, 35.77292643724919)	(115, 35.71243868193298)	(120, 35.55301792741588)	(125, 35.436592418724715)	(130, 35.320419068429786)	(135, 35.128068959406555)	(140, 34.903255691306974)	(145, 34.719390031706546)	(150, 34.64084060929831)
SRR18889443_2	(1, 35.83086739303936)	(2, 36.138994048017686)	(3, 36.27446012465451)	(4, 36.19596127134455)	(5, 36.259716760068834)	(6, 36.265297642024706)	(7, 36.21225066897266)	(8, 36.276880162026416)	(9, 36.26752899037882)	(10, 36.215083675356325)	(15, 36.15810712519588)	(20, 36.15816677002068)	(25, 36.0903666695613)	(30, 36.05001386469684)	(35, 35.99871414422314)	(40, 35.978597251404224)	(45, 35.563161794375716)	(50, 35.72199982323167)	(55, 35.749394397382105)	(60, 35.72758266437448)	(65, 35.63916156401948)	(70, 35.54727027174171)	(75, 35.48501361897065)	(80, 35.35775774145813)	(85, 35.25761622193537)	(90, 35.189097811800664)	(95, 35.0363421726053)	(100, 34.88210705477553)	(105, 34.69875343006032)	(110, 34.437075129272536)	(115, 34.15411291147513)	(120, 33.8142504966194)	(125, 33.66474264299781)	(130, 33.279320503197575)	(135, 32.79346865851407)	(140, 30.967696086949047)	(145, 27.926790614766094)	(150, 28.379395225483513)
SRR18889444_1	(1, 36.42730491111136)	(2, 36.44826126335127)	(3, 36.53042222711126)	(4, 36.562276066282756)	(5, 36.56397479655101)	(6, 36.58796692539552)	(7, 36.555604032140934)	(8, 36.56031191565217)	(9, 36.58589282855668)	(10, 36.586428854131086)	(15, 36.56572883093195)	(20, 36.54538371740315)	(25, 36.47544755925411)	(30, 36.45150109247095)	(35, 36.46832927419808)	(40, 36.372174221223865)	(45, 36.31971885387712)	(50, 36.3194132587765)	(55, 36.28407255536617)	(60, 36.238320174315966)	(65, 36.22497762125257)	(70, 36.18409459882474)	(75, 36.18034202887137)	(80, 36.137731250148036)	(85, 36.08132526699693)	(90, 35.95362747439606)	(95, 35.89721173219923)	(100, 35.77965681830568)	(105, 35.63711798828972)	(110, 35.44528077088471)	(115, 35.272760608610625)	(120, 34.98946514722319)	(125, 34.72159538140319)	(130, 34.43467162951238)	(135, 34.07276544818418)	(140, 33.64651492777307)	(145, 33.29118596089933)	(150, 33.11407882170081)
SRR18889444_2	(1, 35.841332355145944)	(2, 36.13200342080235)	(3, 36.27632201540845)	(4, 36.197599674241914)	(5, 36.240519943123594)	(6, 36.247181647515255)	(7, 36.21109500773447)	(8, 36.275247493109454)	(9, 36.25554820298016)	(10, 36.20744653997599)	(15, 36.16217356206026)	(20, 36.16585829523167)	(25, 36.09663042408191)	(30, 36.05623320809225)	(35, 35.997704586837095)	(40, 35.97039038180411)	(45, 35.51168968460305)	(50, 35.67466882164659)	(55, 35.70503053126019)	(60, 35.6768796164638)	(65, 35.58778561259842)	(70, 35.50580936018041)	(75, 35.44480456654856)	(80, 35.305244245801255)	(85, 35.19169740338045)	(90, 35.113596793325954)	(95, 34.95770030655389)	(100, 34.78723803596637)	(105, 34.60129285098536)	(110, 34.33109109840913)	(115, 34.02742835447936)	(120, 33.653000920831595)	(125, 33.474110618498074)	(130, 33.03586499530167)	(135, 32.5194549173463)	(140, 30.514389889856904)	(145, 27.3122599781249)	(150, 27.829651490779842)
