Sample	fastqc-percent_duplicates	fastqc-percent_gc	fastqc-avg_sequence_length	fastqc-median_sequence_length	fastqc-percent_fails	fastqc-total_sequences
SRR18889440_1	74.22157771493747	49.0	150.0	150	18.181818181818183	70.717495
SRR18889440_2	73.29995009266588	49.0	150.0	150	27.27272727272727	70.717495
SRR18889441_1	74.6568320040149	48.0	150.0	150	18.181818181818183	70.154522
SRR18889441_2	72.18451977549083	49.0	150.0	150	27.27272727272727	70.154522
SRR18889442_1	75.49951125320746	48.0	150.0	150	18.181818181818183	78.47864299999999
SRR18889442_2	74.29797888683187	49.0	150.0	150	27.27272727272727	78.47864299999999
SRR18889443_1	74.16355096685731	48.0	150.0	150	18.181818181818183	72.479046
SRR18889443_2	72.86881566622691	49.0	150.0	150	27.27272727272727	72.479046
SRR18889444_1	74.29311511941957	48.0	150.0	150	18.181818181818183	70.08882
SRR18889444_2	72.76551150069955	49.0	150.0	150	27.27272727272727	70.08882
SRR18889445_1	74.714817676485	48.0	150.0	150	18.181818181818183	68.109307
SRR18889445_2	73.32038166629042	49.0	150.0	150	27.27272727272727	68.109307
