UniqueCount	AmbigCount
0	0
2	1
46	291
0	310
0	307
1	277
0	267
0	31
0	272
0	186
0	200
0	209
0	155
0	172
0	161
0	148
1	1684
0	1596
0	1523
0	1210
0	1707
0	1565
0	1596
0	1611
0	1625
0	1574
0	1586
0	1575
0	1454
0	1626
0	1588
1	1412
0	1562
0	1519
0	1583
0	1506
0	1594
0	1476
0	1623
0	1636
0	1543
0	1497
0	1530
0	1551
0	1462
0	1626
0	1571
2	1244
0	1568
0	1465
0	1074
0	1194
0	1435
0	1529
0	1469
0	1012
0	1492
0	1361
0	1613
0	968
0	1342
0	1602
0	1584
0	1537
3	1591
0	1417
0	1496
0	1573
0	1619
0	1514
0	1468
0	1451
0	1580
0	1543
0	1582
0	1577
0	1499
0	1407
0	1523
0	1557
4	256
0	278
0	278
0	220
5	239
0	251
0	256
7	75
0	16
0	15
0	17
0	15
0	15
0	15
0	18
0	14
0	15
5	17
0	4
0	1
0	1
0	1
0	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
16	84
0	74
16	79
3	52
0	562
0	312
9	623
95	623
0	10002
0	9463
0	8816
1	9354
10	0
0	329
0	329
0	310
3	329
0	317
0	327
0	328
0	360
0	330
2	335
0	318
0	307
0	270
1	328
0	252
0	334
0	133
0	348
0	316
0	317
0	333
0	354
0	333
0	313
0	327
0	315
0	328
0	336
0	309
3	329
0	303
0	303
0	331
0	327
0	329
0	316
0	292
2	271
11	117
0	145
0	118
0	107
0	110
0	47
0	28
0	27
0	17
0	4
2	671
0	674
0	666
0	622
4	103
1	679
0	669
0	675
0	693
92	626
60	453
0	10
0	2
1	2
0	0
0	1
0	5
0	4
0	5
0	5
0	5
0	2
0	5
0	4
0	4
0	4
0	5
44	4659
6	3314
0	4643
6	1623
0	4620
0	4655
8	4663
0	3999
0	4494
3	4636
0	4623
0	4531
0	3977
0	5080
13	4544
0	3769
0	2748
7	1328
1239	5
53	1
6	1168
1	1210
0	1158
0	1189
0	1281
0	1177
0	1184
0	1170
0	1208
0	1165
0	1204
0	1106
0	1112
0	390
0	1182
0	954
7	988
0	959
3	694
2	705
0	639
0	625
0	529
0	435
0	84
0	271
0	180
1	198
0	36
0	76
3	34
0	37
0	25
9	38
0	38
0	3
0	35
1	7
1	1323
0	1262
0	701
25	1397
0	1344
0	1219
0	1415
0	1376
0	1227
1	1203
1	1206
0	1126
0	1168
4	1064
0	1141
0	882
0	857
0	173
0	378
2	386
8	317
4	201
0	1955
0	1932
0	1456
0	1891
0	1813
0	2057
0	1882
0	1467
0	1833
2	1094
0	1932
0	1467
0	1650
0	1215
0	991
0	1662
0	1315
1	400
20	565
11	399
0	382
0	545
1	461
0	472
2	426
0	295
7	136
0	193
1	14
0	18
0	873
0	874
52	874
0	874
0	834
25	891
0	861
0	887
0	108
49	0
0	2068
2	954
0	2194
0	2100
0	1892
0	2072
9	2094
0	1984
2	421
0	506
0	1506
4	1430
5	1616
0	1538
0	1311
4	1196
3	1552
0	1553
2	1538
19	1574
1	1580
0	1143
0	1444
4	1117
3	1550
3	1325
2	1543
0	969
0	1675
5	1227
0	1538
37	1571
0	364
97	3358
2	2751
0	2953
0	3095
0	2855
0	3145
2	1131
0	3129
5	3199
986	3024
5	2762
2	2826
2	2232
464	972
4	486
8	216
0	1251
19	1326
0	814
26	931
3	1200
0	893
0	587
0	890
3	78
14	640
137	1898
0	2211
0	2239
30	2131
18	2344
0	1029
79	789
8	0
3	1148
0	3723
12	3861
167	5515
0	5112
20	317
14	99
0	2
0	664
1	771
14	812
3	759
0	532
0	485
1	1228
0	1233
0	1327
0	1413
0	1288
12	1328
5	1303
0	1277
0	1202
1	1326
0	298
20	1
6	1
0	1515
0	1750
0	1834
1	1579
0	1437
54	1669
24	117
88	0
0	833
0	951
0	1002
0	752
0	943
0	765
0	953
0	1009
0	992
0	844
0	779
0	997
0	1011
0	981
0	788
0	1020
0	984
0	943
0	1022
0	1024
0	898
0	993
0	989
0	976
0	1008
0	1007
0	1015
0	839
5	968
0	854
0	974
0	996
0	1032
0	1031
0	866
0	978
0	920
0	886
56	1029
0	936
0	933
0	680
0	968
0	79
0	935
0	1041
0	948
0	1042
0	988
0	1038
0	947
0	1002
0	1024
0	956
0	989
0	984
0	860
0	899
0	876
0	930
0	997
0	1012
