UniqueCount	AmbigCount
0	0
0	2
0	337
0	353
0	348
0	327
1	323
0	12
1	318
0	157
0	172
0	177
0	137
0	148
0	305
9	146
3	1582
0	1479
0	1423
0	1214
0	1588
0	1551
0	1473
0	1531
0	1504
0	1481
0	1461
0	1458
0	1483
0	1505
0	1461
0	1253
0	1456
0	1552
0	1512
0	1343
0	1484
0	1381
0	1489
0	1543
2	1434
0	1399
0	1411
0	1447
0	1347
0	1538
0	1463
0	1166
0	1468
0	1354
0	1145
0	1178
0	1312
0	1437
0	1376
0	1525
0	1541
0	1215
0	1533
0	983
0	1208
0	1502
0	1449
0	1419
0	1514
0	1317
0	1442
0	1449
0	1489
0	1414
0	1318
0	1444
0	1502
0	1432
0	1502
0	1517
0	1425
0	1387
0	1451
0	1458
0	113
0	120
0	119
0	99
0	110
0	114
0	107
6	27
0	61
0	60
0	40
1	57
0	41
0	40
0	41
0	39
0	43
0	61
0	7
0	6
0	6
0	6
0	6
0	6
0	6
0	6
0	6
0	6
0	6
0	2
33	76
0	71
7	76
0	50
0	10
0	5
58	10
0	10
1	4825
0	4573
0	4225
0	4477
4	0
0	145
0	145
0	147
27	159
0	140
0	149
0	145
0	157
0	145
9	152
0	142
0	129
0	130
16	145
0	131
0	148
0	157
0	152
0	140
0	140
0	148
0	152
0	150
3	142
0	159
0	142
3	149
0	145
0	143
16	152
0	142
0	145
0	150
1	147
0	151
0	140
0	137
5	98
57	45
0	47
0	38
0	42
0	37
0	14
1	3
0	12
0	9
0	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
4	1064
1	859
0	1066
2	999
0	1065
0	1076
8	1083
0	998
0	1119
0	1070
0	1076
0	1089
0	919
0	1152
0	1097
0	1066
0	737
2	365
356	0
3	0
20	329
0	358
0	317
0	337
0	350
0	328
0	337
0	317
0	356
0	325
0	358
0	281
0	326
0	336
0	333
0	304
13	304
0	263
0	196
2	186
0	177
0	161
0	136
1	144
0	58
0	64
0	44
3	48
0	16
0	34
1	42
0	41
0	30
24	42
0	42
0	3
0	40
2	11
0	382
0	382
0	354
2	393
0	372
0	344
0	403
0	386
0	338
0	336
0	336
0	312
0	318
0	299
0	312
0	227
0	221
0	44
0	110
0	118
2	104
1	52
0	571
0	561
0	435
0	517
0	528
0	595
1	506
0	439
2	520
8	369
0	567
0	446
0	490
0	398
0	497
0	527
0	389
0	167
0	195
1	123
0	95
0	144
0	118
0	117
46	135
0	64
2	36
0	50
3	6
0	15
0	215
0	216
39	215
0	215
0	203
5	217
0	212
0	216
0	18
9	0
0	887
0	856
0	902
1	833
0	747
0	875
0	846
0	847
0	131
0	151
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	2
1	392
18	399
0	399
0	319
0	392
0	322
1	392
2	392
0	393
0	251
0	423
4	320
1	396
9	405
1	333
23	709
1	556
0	585
0	667
1	613
0	652
0	577
0	656
4	663
216	664
1	554
0	585
0	499
140	213
4	104
3	65
0	202
0	124
0	72
3	233
0	202
0	77
0	61
0	74
21	16
35	148
1	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	20
0	222
1	221
11	271
0	250
2	2
0	42
0	0
0	49
0	94
2	96
0	96
0	23
0	23
0	404
0	408
0	440
0	463
0	373
1	436
0	413
2	413
0	411
0	436
0	137
3	0
3	0
0	766
0	877
0	973
0	730
0	745
1	850
284	67
58	0
0	154
0	176
0	179
0	140
0	172
0	143
0	176
0	178
0	177
0	154
0	144
0	181
1	182
0	178
0	148
0	190
0	178
0	171
0	188
0	193
0	169
0	176
0	180
0	178
0	185
0	179
0	185
0	155
1	173
0	157
0	179
0	175
0	184
0	185
0	161
0	178
0	167
0	165
19	190
0	167
0	171
