Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
SRR22223242_2	(1, 0.05480948852954821)	(2, 0.04044114166354641)	(3, 0.0470498386716816)	(4, 0.04040401415226475)	(5, 0.042691997034996945)	(6, 0.04039473227444434)	(7, 0.041397175079049116)	(8, 0.06158990027736107)	(9, 0.04048755105264848)	(10, 0.04205711659208059)	(15, 0.04083190871978586)	(20, 0.04801886671613289)	(25, 0.04626366362029249)	(30, 0.05323899480233406)	(35, 0.01442072281454178)	(40, 0.001289030745835047)	(45, 0.008572241614248756)	(50, 0.0022792697665490916)	(55, 0.002206094581971968)	(60, 0.0029477371955075964)	(65, 0.004152566462620695)	(70, 0.0017250965191967227)	(75, 0.00045658534531400885)	(80, 0.00348506217667324)	(85, 0.0012987427517996205)	(90, 0.0003546679813026507)	(95, 0.009515666875848485)	(100, 0.0007508286719386617)	(105, 0.0037270769294476713)	(110, 0.0008655137832641513)	(115, 0.012751644181043124)	(120, 0.0017985849445697325)	(125, 0.0010770311836625968)	(130, 0.004082967707784347)	(135, 0.003802469785235343)	(140, 0.0003464162294401447)	(145, 0.001847849386857466)	(150, 0.0006252862152648325)
SRR22223243_1	(1, 0.1443339760698518)	(2, 0.15640397266642553)	(3, 0.14241584017778958)	(4, 0.14151887015632164)	(5, 0.14225484555855175)	(6, 0.1415142703100577)	(7, 0.1415142703100577)	(8, 0.14289422418923914)	(9, 0.1415142703100577)	(10, 0.14153082975660786)	(15, 0.1423109636829718)	(20, 0.1428519056036109)	(25, 0.14970199665986764)	(30, 0.1502926169201573)	(35, 0.031348774626655154)	(40, 0.000958268635611404)	(45, 0.00011978798117058252)	(50, 0.0021222032841662544)	(55, 1.0137240449436213e-05)	(60, 0.0005530038014402984)	(65, 0.0011753289439206682)	(70, 5.255765027912677e-05)	(75, 0.00013929006400341542)	(80, 0.00010430457023120242)	(85, 0.0005285322498643973)	(90, 0.0011124608516974365)	(95, 0.00011783566356296187)	(100, 0.0002626162328271334)	(105, 0.0007488924278840697)	(110, 0.00031960166507753615)	(115, 0.0041853516516949405)	(120, 0.0006871387234631284)	(125, 0.009032720405376787)	(130, 0.010705852491407151)	(135, 0.0014454083537320328)	(140, 0.002035941880440136)	(145, 0.00010655660740642273)	(150, 0.0)
SRR22223243_2	(1, 0.05573633718013877)	(2, 0.042175990394049054)	(3, 0.047898199146388126)	(4, 0.04211619239261785)	(5, 0.04408952643984733)	(6, 0.04210239285382604)	(7, 0.04330755257497784)	(8, 0.06098476176729221)	(9, 0.042217389010424496)	(10, 0.043575263627539045)	(15, 0.04263873492820123)	(20, 0.04923675440919414)	(25, 0.04862221494833199)	(30, 0.055303951631328584)	(35, 0.015610371029463336)	(40, 0.0014976462836363115)	(45, 0.008572892108279538)	(50, 0.002717548828400904)	(55, 0.002682778633559202)	(60, 0.003311042022215048)	(65, 0.004005955446758103)	(70, 0.0021573214210871263)	(75, 0.0005049982989943245)	(80, 0.0034054061620460265)	(85, 0.0011806119989834368)	(90, 0.00040403396758869096)	(95, 0.00856895535230391)	(100, 0.000789795947983983)	(105, 0.0035383110063165954)	(110, 0.0009454376802982143)	(115, 0.011396195812433497)	(120, 0.002035541261617902)	(125, 0.0011551569287992728)	(130, 0.0037839907729586147)	(135, 0.003602305294165529)	(140, 0.00035505859939459635)	(145, 0.0020772265352365666)	(150, 0.0005615519853857628)
SRR22223244_1	(1, 0.12673195763636352)	(2, 0.13632560627468762)	(3, 0.12405061971542224)	(4, 0.12307388015753119)	(5, 0.12350120371410851)	(6, 0.12307388015753119)	(7, 0.12307388015753119)	(8, 0.12452020604133138)	(9, 0.12307388015753119)	(10, 0.12308515022935301)	(15, 0.12405625475133315)	(20, 0.12481041039074324)	(25, 0.13350151411066993)	(30, 0.1349450224765147)	(35, 0.028077845141643812)	(40, 0.001157776288145331)	(45, 7.900682105389568e-05)	(50, 0.0012726548075932174)	(55, 1.4110508934167506e-05)	(60, 0.0003857396564969542)	(65, 0.0015310477666577056)	(70, 2.5415849660843842e-05)	(75, 7.346163149844889e-05)	(80, 7.823534984162054e-05)	(85, 0.00036527234441720015)	(90, 0.0015162031179094982)	(95, 0.00011577042690183601)	(100, 0.00014684440013600078)	(105, 0.0004089760449481954)	(110, 0.0002470991480583404)	(115, 0.004770077741675734)	(120, 0.0004260883418715431)	(125, 0.010578324391187287)	(130, 0.011614103635508126)	(135, 0.0014761997082965884)	(140, 0.0024294551568293022)	(145, 0.00013425584702673983)	(150, 0.0)
SRR22223244_2	(1, 0.0637933023747591)	(2, 0.04869140613352058)	(3, 0.0562658335704353)	(4, 0.048705493723297855)	(5, 0.051321089558611865)	(6, 0.048672622680484216)	(7, 0.04943335252845705)	(8, 0.07095449384487376)	(9, 0.0487900192619615)	(10, 0.05049461762501174)	(15, 0.048983488828236076)	(20, 0.05698993568498721)	(25, 0.056786135219542636)	(30, 0.06567446519635119)	(35, 0.0165859619748005)	(40, 0.0011390565499097365)	(45, 0.008295167199499109)	(50, 0.0017350835194107018)	(55, 0.0017822379179896642)	(60, 0.0028119164374396963)	(65, 0.0039709768700893835)	(70, 0.0013836551367778377)	(75, 0.0003406807665652282)	(80, 0.0036902882191391477)	(85, 0.0014052673002315863)	(90, 0.0002608517124078493)	(95, 0.010171090311867229)	(100, 0.0005897456381331245)	(105, 0.004035326129312203)	(110, 0.0007338228486780322)	(115, 0.013798867916775849)	(120, 0.0017690267402561905)	(125, 0.0010868062620400603)	(130, 0.004517519285702861)	(135, 0.003927844959867101)	(140, 0.0003550743941478197)	(145, 0.0015828558487469518)	(150, 0.0007111137169155704)
SRR22223245_1	(1, 0.12166858013788115)	(2, 0.12880214912189025)	(3, 0.11875378851000647)	(4, 0.11748815530316613)	(5, 0.11750733156387584)	(6, 0.11748815530316613)	(7, 0.11748815530316613)	(8, 0.11935784072236208)	(9, 0.11748815530316613)	(10, 0.11748815530316613)	(15, 0.11860421367647078)	(20, 0.11890815740871956)	(25, 0.12519988854757275)	(30, 0.12387768537163882)	(35, 0.025204132840484082)	(40, 0.0013335390958236263)	(45, 1.5361883932287426e-05)	(50, 2.496473491148225e-05)	(55, 1.824516189201023e-05)	(60, 0.00014213879588348375)	(65, 0.0017693946085508847)	(70, 1.7295304047265453e-05)	(75, 2.883798520955492e-06)	(80, 1.2504975657670097e-05)	(85, 5.6813185496822444e-05)	(90, 0.001751472123893737)	(95, 7.34744978235597e-05)	(100, 3.8802713559125165e-06)	(105, 1.169493504642821e-05)	(110, 8.825543452695572e-05)	(115, 0.005482507283789598)	(120, 7.981035543152716e-06)	(125, 0.012257001070510658)	(130, 0.012788152240199479)	(135, 0.0014103413126493223)	(140, 0.0024310560911783687)	(145, 0.00012365430913170836)	(150, 0.0)
SRR22223245_2	(1, 0.06127294703267501)	(2, 0.04542856162128381)	(3, 0.05415376024419818)	(4, 0.045442943816816087)	(5, 0.04840567609646503)	(6, 0.04542856162128381)	(7, 0.04543335568646123)	(8, 0.07247188328714092)	(9, 0.045601147967671125)	(10, 0.047298247040479746)	(15, 0.04552060767269038)	(20, 0.05455358527999546)	(25, 0.05014400412979951)	(30, 0.057936277669186874)	(35, 0.013220217309408366)	(40, 0.000523820949556906)	(45, 0.007842340593466007)	(50, 0.0002676973931013787)	(55, 0.0005671106890673149)	(60, 0.0019117272605512661)	(65, 0.0040747208389075576)	(70, 0.0004253471531279804)	(75, 7.876627878052587e-05)	(80, 0.003516121136659498)	(85, 0.001481817645249738)	(90, 3.469459504468664e-05)	(95, 0.012055004748390923)	(100, 0.0003547613347482301)	(105, 0.004221262143943111)	(110, 0.000490852531978528)	(115, 0.016620458468362014)	(120, 0.0012925924278580198)	(125, 0.0008845821135864488)	(130, 0.0047552924563523885)	(135, 0.0040162041886639905)	(140, 0.0003278576069017557)	(145, 0.0008201928376692742)	(150, 0.0007824218476552651)
SRR22223246_1	(1, 0.13386884768758442)	(2, 0.1416615478367562)	(3, 0.13087839900533976)	(4, 0.1296802713574046)	(5, 0.12980690273482864)	(6, 0.12967053048221813)	(7, 0.12967053048221813)	(8, 0.13156513070598552)	(9, 0.12967053048221813)	(10, 0.12967345274477407)	(15, 0.13082287601677692)	(20, 0.1309904190699841)	(25, 0.1371719784633146)	(30, 0.13600015117838288)	(35, 0.027797440068845984)	(40, 0.0012486229907644137)	(45, 2.633954872217045e-05)	(50, 0.0003960978314814459)	(55, 1.9514240023922897e-05)	(60, 0.00024591404062999586)	(65, 0.001710997976805895)	(70, 2.2455011043667324e-05)	(75, 2.637097111628555e-05)	(80, 2.7364556683431368e-05)	(85, 0.00015358070077915107)	(90, 0.0016291145956138376)	(95, 8.541355678279019e-05)	(100, 5.5153534982601966e-05)	(105, 0.0001404777341060202)	(110, 0.0001672249657955268)	(115, 0.005271137786729103)	(120, 0.000127686686219687)	(125, 0.011753797799132385)	(130, 0.012506821973796758)	(135, 0.0013395644349192162)	(140, 0.0023764998538253744)	(145, 0.00011443216104442938)	(150, 0.0)
SRR22223246_2	(1, 0.04331767195420854)	(2, 0.027673826404746225)	(3, 0.036012015564360005)	(4, 0.027717660343085315)	(5, 0.03077629515163523)	(6, 0.027673826404746225)	(7, 0.02790273697162814)	(8, 0.05327284639477547)	(9, 0.027805328219763496)	(10, 0.029518748165062638)	(15, 0.027829680407729658)	(20, 0.03648542209842219)	(25, 0.032345550144174694)	(30, 0.03991713242661371)	(35, 0.010072182284108054)	(40, 0.000698710096381357)	(45, 0.008060446468237075)	(50, 0.000725112982153839)	(55, 0.0009805639457183583)	(60, 0.0021895187154181432)	(65, 0.004080546457421184)	(70, 0.0007246498088348446)	(75, 0.00015220869599697666)	(80, 0.0035712813951928346)	(85, 0.001500981501184759)	(90, 0.00011058136656217935)	(95, 0.011487243388266639)	(100, 0.0004230438643557663)	(105, 0.004114816584916474)	(110, 0.0005965521670950574)	(115, 0.015797732585963464)	(120, 0.0014868117670797324)	(125, 0.000989358831261195)	(130, 0.004618817448571472)	(135, 0.00403668537985547)	(140, 0.0003820041411609601)	(145, 0.0011057656227556345)	(150, 0.0007195216335221282)
SRR22223247_1	(1, 0.2808398529502096)	(2, 0.29171965380332693)	(3, 0.2784101090879799)	(4, 0.2774419713014822)	(5, 0.2780153344565925)	(6, 0.27743257190549675)	(7, 0.27743257190549675)	(8, 0.27891297677319954)	(9, 0.27743257190549675)	(10, 0.27743915148268655)	(15, 0.2783828508396222)	(20, 0.2784599258867026)	(25, 0.2838269809943743)	(30, 0.28407418510879073)	(35, 0.058191708417814486)	(40, 0.0009672236287868114)	(45, 7.825152234094162e-05)	(50, 0.0017802136699571547)	(55, 1.3203077803417526e-05)	(60, 0.0004933620866895673)	(65, 0.0012692986358739033)	(70, 3.2105718919945485e-05)	(75, 0.00010964070222034237)	(80, 0.00011832469796532257)	(85, 0.0004952728906662038)	(90, 0.0012360582885854996)	(95, 0.0001321454782675701)	(100, 0.0002220164419392109)	(105, 0.0006537718081321036)	(110, 0.00031082379729552805)	(115, 0.004413627654160831)	(120, 0.0006207652652123855)	(125, 0.009775428916339396)	(130, 0.011385146159040025)	(135, 0.0015139768357958093)	(140, 0.002187337940908185)	(145, 0.00012542182888543107)	(150, 0.0)
SRR22223247_2	(1, 0.04242887347816142)	(2, 0.028893743259164422)	(3, 0.03498925155570578)	(4, 0.028893743259164422)	(5, 0.030844117926137945)	(6, 0.028870244769200883)	(7, 0.029969974099494392)	(8, 0.049210537681638036)	(9, 0.028959539031062326)	(10, 0.030411745710808874)	(15, 0.02925843982339851)	(20, 0.03605326318125471)	(25, 0.03327480172796616)	(30, 0.04009594339458152)	(35, 0.012207150157443373)	(40, 0.001345664345648002)	(45, 0.008542032083131436)	(50, 0.0023344696425454817)	(55, 0.0022803165903502215)	(60, 0.003133443359539082)	(65, 0.0040449964767958315)	(70, 0.0018103572080610856)	(75, 0.0003478896326645625)	(80, 0.003338647977489355)	(85, 0.0011924110757310967)	(90, 0.00035237189835440327)	(95, 0.009215859036053806)	(100, 0.0006285888766914624)	(105, 0.0034841525447409554)	(110, 0.0007667876536529709)	(115, 0.012391139969413364)	(120, 0.0018608298486627295)	(125, 0.0010861594341363802)	(130, 0.003978401615566284)	(135, 0.0037379343695022747)	(140, 0.00038848166839158674)	(145, 0.0019073007117887516)	(150, 0.0007103346749713735)
SRR22223248_1	(1, 0.379657605777547)	(2, 0.3901576560967792)	(3, 0.3772807397875215)	(4, 0.37636382144680014)	(5, 0.3770092251332302)	(6, 0.37636382144680014)	(7, 0.37636382144680014)	(8, 0.3777391989578822)	(9, 0.37636382144680014)	(10, 0.37637183335463165)	(15, 0.3773216895386605)	(20, 0.37743563667226476)	(25, 0.3831240912326628)	(30, 0.38367513244907686)	(35, 0.07819571587742105)	(40, 0.001073390832523717)	(45, 8.938301647783953e-05)	(50, 0.001592148101276675)	(55, 9.835651450335657e-06)	(60, 0.00041412461163407334)	(65, 0.0013682505014852855)	(70, 4.029711113771317e-05)	(75, 9.861071222330966e-05)	(80, 8.171616151711173e-05)	(85, 0.0004132413996361963)	(90, 0.0013469351972120141)	(95, 8.368988407804867e-05)	(100, 0.00019553293893268556)	(105, 0.0005046913430433346)	(110, 0.00028259453387317017)	(115, 0.004588018648370864)	(120, 0.0005454176557475999)	(125, 0.01001405250981627)	(130, 0.011286194919400167)	(135, 0.0013824976044096834)	(140, 0.002272439543544769)	(145, 0.00013468002392155596)	(150, 0.0)
SRR22223248_2	(1, 0.04442157786601856)	(2, 0.029995692709328566)	(3, 0.03678801012651737)	(4, 0.029968986349890075)	(5, 0.03221232054272307)	(6, 0.02995118211026442)	(7, 0.03082804091182811)	(8, 0.05051062781799385)	(9, 0.030044654368299128)	(10, 0.03161765893922607)	(15, 0.030374032801373813)	(20, 0.03731590583141815)	(25, 0.03467553709493296)	(30, 0.04200198170089153)	(35, 0.012290896799202733)	(40, 0.0012184083872454551)	(45, 0.008279352312548248)	(50, 0.002077492445949718)	(55, 0.0021607887169298083)	(60, 0.0029360390052870985)	(65, 0.003961162098662917)	(70, 0.0016928171368420903)	(75, 0.00036715391415462667)	(80, 0.0034781451194353607)	(85, 0.001220070745084465)	(90, 0.00034137954410176044)	(95, 0.00947043964365733)	(100, 0.0006685417723876463)	(105, 0.0037617390585403167)	(110, 0.0008161162917708932)	(115, 0.012788694621017973)	(120, 0.0017795467527922625)	(125, 0.0011608103917694484)	(130, 0.004337815154859581)	(135, 0.003821434964062516)	(140, 0.00038576101127939174)	(145, 0.0018488153223358487)	(150, 0.0007486073855655161)
SRR22223249_1	(1, 0.1675305071956304)	(2, 0.17828745194435378)	(3, 0.16484885166013996)	(4, 0.1642423995249054)	(5, 0.16425187533951843)	(6, 0.1687339356514865)	(7, 0.16496445659841907)	(8, 0.16515965837944768)	(9, 0.16426135115413149)	(10, 0.1642708269687445)	(15, 0.16480450484775094)	(20, 0.16595790100245023)	(25, 0.22884168097009297)	(30, 0.17939725935183307)	(35, 0.036979096747146445)	(40, 0.0006600387634917354)	(45, 6.456718194772085e-05)	(50, 1.861303347660431e-05)	(55, 1.6336803616153762e-05)	(60, 0.0015257788739182641)	(65, 0.000886130827701543)	(70, 4.906293856894879e-05)	(75, 2.5120117264361226e-05)	(80, 3.9626211434246945e-05)	(85, 0.00019387296624253)	(90, 0.0008825365503640849)	(95, 3.531787614493021e-05)	(100, 0.0007499373894864642)	(105, 0.00014949424117895833)	(110, 0.0012508243143704817)	(115, 0.00269555262707348)	(120, 0.005021790630712891)	(125, 0.005985748783997819)	(130, 0.006707336770596572)	(135, 0.0007720088399439313)	(140, 0.0012355918195062268)	(145, 0.0005132344549024087)	(150, 0.0004394877073748641)
SRR22223249_2	(1, 0.09625342967634104)	(2, 0.08573148513002106)	(3, 0.09069302166140897)	(4, 0.08719265574335187)	(5, 0.08695386521510326)	(6, 0.08727983323779186)	(7, 0.08544152520286202)	(8, 0.09866597207682111)	(9, 0.0855059607422307)	(10, 0.08633642113491756)	(15, 0.08558517855239572)	(20, 0.09390191152196896)	(25, 0.09515196098572123)	(30, 0.10342093584964475)	(35, 0.02398847824672107)	(40, 0.0006640723195247337)	(45, 0.003907035270327315)	(50, 0.0003772818009966563)	(55, 0.00034204406566225624)	(60, 0.002086948430703065)	(65, 0.002707964133913396)	(70, 0.0001983775845064948)	(75, 0.000401604299648651)	(80, 0.0019115842450691054)	(85, 0.0023814200305063526)	(90, 0.00031037343550765676)	(95, 0.015868945554442553)	(100, 0.003742957585410546)	(105, 0.003086075239414362)	(110, 0.0007750357730260985)	(115, 0.01029753377090571)	(120, 0.0049870965533485015)	(125, 0.006344323645757782)	(130, 0.007759944689903601)	(135, 0.006121991000277557)	(140, 0.004217605804140115)	(145, 0.0065133211504919564)	(150, 0.0044176245424663585)
SRR22223250_1	(1, 0.23547863267198843)	(2, 0.246964704086543)	(3, 0.2331691388719403)	(4, 0.2323520786931911)	(5, 0.2329849461148812)	(6, 0.23233318712836457)	(7, 0.23233318712836457)	(8, 0.23385868098811008)	(9, 0.23233318712836457)	(10, 0.2323511341149498)	(15, 0.2332494280224532)	(20, 0.23344023282720155)	(25, 0.23915398660899764)	(30, 0.23963477693383384)	(35, 0.049329803390703274)	(40, 0.0010198604325259344)	(45, 9.470184468965656e-05)	(50, 0.0018592051677228001)	(55, 1.0419922102935796e-05)	(60, 0.000498368274997416)	(65, 0.0012415599277378004)	(70, 4.456379788387194e-05)	(75, 0.00010816331601856867)	(80, 0.00012537111750343403)	(85, 0.0004908585957768428)	(90, 0.0012330096420781849)	(95, 0.00011677185433829119)	(100, 0.0002790640142921576)	(105, 0.000636958786081037)	(110, 0.00031438364835995015)	(115, 0.004466754121671823)	(120, 0.0006712674626299557)	(125, 0.009653832323951107)	(130, 0.011146828559972613)	(135, 0.0014516094085849083)	(140, 0.0021838388090963403)	(145, 0.00011582953444635221)	(150, 0.0)
SRR22223250_2	(1, 0.04156616550966065)	(2, 0.027831997880744256)	(3, 0.03376394923628724)	(4, 0.02776587740385126)	(5, 0.029843949534773963)	(6, 0.027770600295057905)	(7, 0.028946600205511888)	(8, 0.04805069513638081)	(9, 0.027841443663157547)	(10, 0.0293546580057658)	(15, 0.02828917374954725)	(20, 0.03502779492318477)	(25, 0.03277403123937497)	(30, 0.03985458973637341)	(35, 0.012265492611181645)	(40, 0.0014156206060419237)	(45, 0.008613456943465565)	(50, 0.002499068166101265)	(55, 0.0024209767339409246)	(60, 0.0032100585743501096)	(65, 0.004094409071644242)	(70, 0.0019321677775653635)	(75, 0.0005065584165533064)	(80, 0.0034860315625183935)	(85, 0.0012397668330836886)	(90, 0.00041013441960527033)	(95, 0.009209955535007062)	(100, 0.000794070400745439)	(105, 0.003661259462034171)	(110, 0.0009106479910221052)	(115, 0.012169938291219153)	(120, 0.001886883723369054)	(125, 0.001226731876101473)	(130, 0.0039904034978689145)	(135, 0.003814982692284973)	(140, 0.00035317306032748663)	(145, 0.001982081933934702)	(150, 0.0006107672491498398)
SRR22223251_1	(1, 0.42480430283356807)	(2, 0.43644595747257586)	(3, 0.4224871166888274)	(4, 0.4218671881310661)	(5, 0.42199953242991406)	(6, 0.42649691676093876)	(7, 0.42258463354061004)	(8, 0.4227564489461319)	(9, 0.4218787972800878)	(10, 0.42190294431005304)	(15, 0.42238216998167083)	(20, 0.42318923802166264)	(25, 0.4845287308908473)	(30, 0.43509372379452277)	(35, 0.08864791664417133)	(40, 0.0006185701360384075)	(45, 7.885025356585225e-05)	(50, 0.00035514733679282306)	(55, 6.535724088133325e-06)	(60, 0.0015777330361086063)	(65, 0.000811810000641129)	(70, 4.865002951045299e-05)	(75, 4.356080482718169e-05)	(80, 5.349894830688054e-05)	(85, 0.00026354147390294207)	(90, 0.0007953002264734351)	(95, 5.2288827683390024e-05)	(100, 0.0007783289300875815)	(105, 0.0002592446446452733)	(110, 0.0012884689968943916)	(115, 0.0025997881645562116)	(120, 0.005097404211876031)	(125, 0.00571761967919992)	(130, 0.006673307319405734)	(135, 0.0008163576360159648)	(140, 0.0012658304864342843)	(145, 0.000539737139377329)	(150, 0.00039271686835998395)
SRR22223251_2	(1, 0.07238768781020082)	(2, 0.06251526748210721)	(3, 0.0667874343221101)	(4, 0.06392926183295601)	(5, 0.06352990710660791)	(6, 0.06401052587610823)	(7, 0.06238756684286801)	(8, 0.07387365888498443)	(9, 0.06227844084206359)	(10, 0.06308875944378153)	(15, 0.06242750231550282)	(20, 0.07004496153761228)	(25, 0.06999759620960355)	(30, 0.07779615815645227)	(35, 0.019456663144120465)	(40, 0.0008278323424855722)	(45, 0.003948766709131483)	(50, 0.0007607463230191384)	(55, 0.0006447052880486013)	(60, 0.002364115085941447)	(65, 0.002661338947052585)	(70, 0.0004665639116748185)	(75, 0.0004498981265429954)	(80, 0.0018852969529500531)	(85, 0.002386657248701473)	(90, 0.0003799446440898443)	(95, 0.015292589900760557)	(100, 0.0036654544629495913)	(105, 0.0029314669181134466)	(110, 0.0007677739234841307)	(115, 0.009549215001946349)	(120, 0.005057291656903227)	(125, 0.006451385194787218)	(130, 0.007886377687946665)	(135, 0.0062320826584150975)	(140, 0.004368184959676852)	(145, 0.007182104068227825)	(150, 0.004819015989335004)
SRR22223252_1	(1, 0.2305544120184889)	(2, 0.2445080485287218)	(3, 0.22877028125475404)	(4, 0.22800369821560457)	(5, 0.22907600187155774)	(6, 0.22800369821560457)	(7, 0.22800369821560457)	(8, 0.22909425384868035)	(9, 0.22800369821560457)	(10, 0.2280192123961588)	(15, 0.22879948441815023)	(20, 0.22892998605457687)	(25, 0.23400403569466158)	(30, 0.23420754523957865)	(35, 0.048451584604818264)	(40, 0.0008910214449376419)	(45, 0.00015369622402410307)	(50, 0.002975371662988472)	(55, 2.4706270128346968e-05)	(60, 0.0007321692422016311)	(65, 0.0010454464545212301)	(70, 7.14330929078588e-05)	(75, 0.0001915216833014856)	(80, 0.0001825412402627893)	(85, 0.0006909121078028692)	(90, 0.0009726861709587135)	(95, 0.00015258745459794968)	(100, 0.0003739564313222409)	(105, 0.001013059946724866)	(110, 0.0004374282886847938)	(115, 0.0038376683982805438)	(120, 0.0010062178674106715)	(125, 0.008034812629943624)	(130, 0.009934989761224077)	(135, 0.0013955574191202265)	(140, 0.0020375379570609295)	(145, 0.00011237494711566883)	(150, 0.0)
SRR22223252_2	(1, 0.045917411446198146)	(2, 0.032607157129537115)	(3, 0.03774052569527028)	(4, 0.03252046023820473)	(5, 0.03419051614492326)	(6, 0.032502208261082126)	(7, 0.03417226416780064)	(8, 0.048162404632278784)	(9, 0.03256609018101125)	(10, 0.03394411445376806)	(15, 0.03319760858945344)	(20, 0.038509846530988164)	(25, 0.03718475299188691)	(30, 0.042386566471829853)	(35, 0.01398113664860789)	(40, 0.0018689436285972407)	(45, 0.008809274602985497)	(50, 0.003563999951566857)	(55, 0.003473101450279676)	(60, 0.003923118818627348)	(65, 0.003965249684691842)	(70, 0.0027639424007930907)	(75, 0.0006218974462394122)	(80, 0.0034723514995967436)	(85, 0.0010645410224504825)	(90, 0.0005653239343832279)	(95, 0.007353235672864437)	(100, 0.0009663013407110858)	(105, 0.0034310761382187966)	(110, 0.0011179581287099987)	(115, 0.009571690337657581)	(120, 0.002319801111284488)	(125, 0.0013489559485644895)	(130, 0.0036450844202781103)	(135, 0.003713137714670715)	(140, 0.0004251436847020483)	(145, 0.0025719321554208857)	(150, 0.0005615652541800537)
SRR22223253_1	(1, 0.3389648717009521)	(2, 0.3521494116402787)	(3, 0.3367420532747433)	(4, 0.3362490895108664)	(5, 0.3366852877504181)	(6, 0.33955045289925434)	(7, 0.33677491752566846)	(8, 0.3370109426004944)	(9, 0.33627597844344154)	(10, 0.33627956363445155)	(15, 0.3368030015219136)	(20, 0.3370450019150895)	(25, 0.3803134771512789)	(30, 0.34375110169932077)	(35, 0.07031718876445293)	(40, 0.0006110696875025599)	(45, 0.00011694958630793107)	(50, 0.0014126334442233592)	(55, 1.0199640809449254e-05)	(60, 0.001397806700246277)	(65, 0.0007691647161195867)	(70, 4.866717315775403e-05)	(75, 9.261551872006508e-05)	(80, 0.00010238161251292651)	(85, 0.0004761791759519594)	(90, 0.000742216402018693)	(95, 8.574841045404482e-05)	(100, 0.0007024990375212446)	(105, 0.000570754430672548)	(110, 0.0010683678458973747)	(115, 0.002615771906358197)	(120, 0.004061226029110984)	(125, 0.005694346942957671)	(130, 0.0069795649315943205)	(135, 0.0010000820012591744)	(140, 0.0013274680157923885)	(145, 0.0003871908930852676)	(150, 0.0002574412540132073)
SRR22223253_2	(1, 0.035484428021613924)	(2, 0.025174016208648557)	(3, 0.029096812705438915)	(4, 0.026237622874952723)	(5, 0.026225672238252673)	(6, 0.026363104560303212)	(7, 0.025792461657875975)	(8, 0.035804107553340174)	(9, 0.024982806021447805)	(10, 0.025859982755231242)	(15, 0.025326984358409157)	(20, 0.031329191641007656)	(25, 0.029638774079786035)	(30, 0.03477934045631116)	(35, 0.0117738095187574)	(40, 0.0012679507769910899)	(45, 0.005205684006670354)	(50, 0.0019488026404691145)	(55, 0.0017434890403621001)	(60, 0.0030178467703977905)	(65, 0.002910241832955782)	(70, 0.001359028308056535)	(75, 0.0005641485051815212)	(80, 0.002219521440919323)	(85, 0.0019269993564375641)	(90, 0.0005232170505465509)	(95, 0.012416827322214044)	(100, 0.0030351180604200026)	(105, 0.002835118807314102)	(110, 0.0009435495558566793)	(115, 0.008664470223255146)	(120, 0.0042998583676171495)	(125, 0.0049319928605380745)	(130, 0.0062704768493150155)	(135, 0.005266785327482937)	(140, 0.0031491081374459824)	(145, 0.005775588815768572)	(150, 0.0033115009311647397)
SRR22223254_1	(1, 0.15676584803198707)	(2, 0.16920174766094112)	(3, 0.1549091809407374)	(4, 0.15398555974813602)	(5, 0.15481022152724438)	(6, 0.15398084739511256)	(7, 0.15398084739511256)	(8, 0.1554275397733198)	(9, 0.15398084739511256)	(10, 0.1539959269247877)	(15, 0.15486771223413082)	(20, 0.1552107715342399)	(25, 0.1613811265831798)	(30, 0.1615422890565827)	(35, 0.033709544877450086)	(40, 0.0010158078967546448)	(45, 0.00015105644202241804)	(50, 0.0024114041704678068)	(55, 1.699664937496805e-05)	(60, 0.000626132125740099)	(65, 0.001238363562345201)	(70, 5.008008798221042e-05)	(75, 0.00015977518931256383)	(80, 0.0001570741677441781)	(85, 0.0006339086852170079)	(90, 0.0011965311649884192)	(95, 0.0001610331720616289)	(100, 0.00030546712516356497)	(105, 0.0007925685609167762)	(110, 0.00036782069111075184)	(115, 0.00429010087377778)	(120, 0.0008338026510550584)	(125, 0.008980888841157785)	(130, 0.010724164974177433)	(135, 0.0015592110722011199)	(140, 0.0021144325478848294)	(145, 0.00011393301851034009)	(150, 0.0)
