Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
SRR22223242_1	(1, 36.154441350691435)	(2, 36.111206967126)	(3, 36.2430717743479)	(4, 36.28044920018987)	(5, 36.295123013654944)	(6, 36.259710607756936)	(7, 36.23378168206561)	(8, 36.27699109737971)	(9, 36.27922798352504)	(10, 36.310938368145635)	(15, 36.301372158561946)	(20, 36.287131604589774)	(25, 36.21768281261689)	(30, 36.1974073487597)	(35, 36.230141855867984)	(40, 36.20923289959582)	(45, 36.19690981934772)	(50, 36.17088907491713)	(55, 36.15176287167092)	(60, 36.1236390847053)	(65, 36.08751057923943)	(70, 36.072730455567054)	(75, 36.05844425240234)	(80, 36.040514235911175)	(85, 36.02387904199192)	(90, 35.98751204527466)	(95, 35.94990893595564)	(100, 35.904327153115524)	(105, 35.90891832373579)	(110, 35.888065130954715)	(115, 35.84253161085968)	(120, 35.810413150688916)	(125, 35.75341828802941)	(130, 35.761114960138016)	(135, 35.704014245276234)	(140, 35.64342855473943)	(145, 35.61161057288761)	(150, 35.41836122843396)
SRR22223242_2	(1, 35.52050348246774)	(2, 35.855670512643684)	(3, 35.91024702603994)	(4, 35.85307548524265)	(5, 35.937035592845604)	(6, 35.878962549665005)	(7, 35.88677213602555)	(8, 35.92942241101974)	(9, 35.96752029621813)	(10, 35.937811613522655)	(15, 35.90648156312763)	(20, 35.89551362291926)	(25, 35.83773043421924)	(30, 35.80511552132317)	(35, 35.78152841874292)	(40, 35.756697083016846)	(45, 35.72946445989389)	(50, 35.708240431748536)	(55, 35.66707107873808)	(60, 35.62705998065961)	(65, 35.612818431817814)	(70, 35.584437269204045)	(75, 35.5605396180121)	(80, 35.50272006387881)	(85, 35.49178043811452)	(90, 35.49430245321771)	(95, 35.431974012789006)	(100, 35.37922390817471)	(105, 35.32865170686276)	(110, 35.29599946898551)	(115, 35.26642935563565)	(120, 35.19988217144761)	(125, 35.136672059880176)	(130, 35.09271216872668)	(135, 35.03370694768248)	(140, 34.99760366020154)	(145, 34.90304275967251)	(150, 34.684044561173266)
SRR22223243_1	(1, 36.117874142410415)	(2, 36.09718716181068)	(3, 36.235059871828966)	(4, 36.27609257043411)	(5, 36.28981639575642)	(6, 36.25610554844036)	(7, 36.228950724008904)	(8, 36.28585073029689)	(9, 36.28536241061751)	(10, 36.3137059273205)	(15, 36.30631189524384)	(20, 36.29145361903714)	(25, 36.21996729785297)	(30, 36.19804299540701)	(35, 36.224753993505765)	(40, 36.20094230730858)	(45, 36.18719069697171)	(50, 36.15944337472668)	(55, 36.13813339093575)	(60, 36.111019128115416)	(65, 36.0725253639445)	(70, 36.055344054497304)	(75, 36.042309765199796)	(80, 36.020430562016735)	(85, 36.00715765547967)	(90, 35.973152443164615)	(95, 35.930874986334814)	(100, 35.887703492027015)	(105, 35.88967037291562)	(110, 35.87092219506851)	(115, 35.8242796317564)	(120, 35.78773659492418)	(125, 35.725967932152074)	(130, 35.73389537871228)	(135, 35.674327381854894)	(140, 35.615322632974724)	(145, 35.58363513917269)	(150, 35.39048667885022)
SRR22223243_2	(1, 35.55087827854617)	(2, 35.901723088610936)	(3, 35.96136938711234)	(4, 35.90686824664946)	(5, 35.990717050254744)	(6, 35.933510602208656)	(7, 35.93699673369517)	(8, 35.9794687241963)	(9, 36.01443684749168)	(10, 35.99134894953541)	(15, 35.95817756298949)	(20, 35.94712818028196)	(25, 35.89016278257948)	(30, 35.85939627845758)	(35, 35.83935364317565)	(40, 35.81412398140312)	(45, 35.787570316941434)	(50, 35.7678498914972)	(55, 35.72680602494722)	(60, 35.69029645859879)	(65, 35.67439215387036)	(70, 35.647760729332695)	(75, 35.62302929278761)	(80, 35.56726459049836)	(85, 35.55480403118538)	(90, 35.553564730288834)	(95, 35.49271655852436)	(100, 35.44341208816324)	(105, 35.396582561739265)	(110, 35.364965918303895)	(115, 35.34045564929708)	(120, 35.27016010952002)	(125, 35.20931676865094)	(130, 35.16457469528861)	(135, 35.10405748525776)	(140, 35.06354625838911)	(145, 34.97850236865522)	(150, 34.76340903861493)
SRR22223244_1	(1, 36.17653238579578)	(2, 36.13067451051143)	(3, 36.265977357768286)	(4, 36.30263026101627)	(5, 36.320398515374656)	(6, 36.275325976261755)	(7, 36.253109189762135)	(8, 36.298686111547696)	(9, 36.29455093436174)	(10, 36.32177467566963)	(15, 36.32020257578431)	(20, 36.30202715251445)	(25, 36.228885325563496)	(30, 36.21668968970158)	(35, 36.243815788838155)	(40, 36.214547331509394)	(45, 36.203302261673336)	(50, 36.186767915242605)	(55, 36.163781525529316)	(60, 36.14031577063979)	(65, 36.09961341339656)	(70, 36.07977712528867)	(75, 36.06816919765815)	(80, 36.05864138082466)	(85, 36.054069785190215)	(90, 36.012192520965186)	(95, 35.97532782813117)	(100, 35.922942331801984)	(105, 35.9363732353698)	(110, 35.910557871798375)	(115, 35.86970644882474)	(120, 35.84009762056241)	(125, 35.779322868528475)	(130, 35.79413461065227)	(135, 35.733019224115324)	(140, 35.6716985580836)	(145, 35.63628322214706)	(150, 35.441430213659686)
SRR22223244_2	(1, 35.65114187663319)	(2, 35.96464738128846)	(3, 36.010673368477484)	(4, 35.943023729277094)	(5, 36.011387750155095)	(6, 35.945147339518755)	(7, 35.96694262533224)	(8, 36.00045216467322)	(9, 36.037513983693806)	(10, 36.01409003162617)	(15, 35.97807624475947)	(20, 35.969740420662006)	(25, 35.909436867851696)	(30, 35.883536270542585)	(35, 35.86465954516291)	(40, 35.837757525020585)	(45, 35.81382869882239)	(50, 35.79512052526333)	(55, 35.75255005904817)	(60, 35.714316494784576)	(65, 35.70373538481553)	(70, 35.67546612533366)	(75, 35.65509392658257)	(80, 35.59452214026481)	(85, 35.58040824374932)	(90, 35.578433261687664)	(95, 35.520049747038186)	(100, 35.47431881757083)	(105, 35.426324720104795)	(110, 35.39351542400933)	(115, 35.361766956219256)	(120, 35.30038284260557)	(125, 35.23897984169705)	(130, 35.192751775712146)	(135, 35.132826772228604)	(140, 35.10650006883583)	(145, 35.00003736763766)	(150, 34.787897029966985)
SRR22223245_1	(1, 36.215723776319656)	(2, 36.189702357587024)	(3, 36.30648990820516)	(4, 36.33294164222812)	(5, 36.35448540408504)	(6, 36.305703489753455)	(7, 36.297736520479)	(8, 36.332632329142875)	(9, 36.32604979001036)	(10, 36.35458699991428)	(15, 36.3485416070205)	(20, 36.33325944080873)	(25, 36.26593734233518)	(30, 36.25446774274893)	(35, 36.27246641701902)	(40, 36.24456709330236)	(45, 36.237279368319065)	(50, 36.214382570415424)	(55, 36.191673150297376)	(60, 36.167479884835345)	(65, 36.12264642193444)	(70, 36.104600050863084)	(75, 36.09585967245976)	(80, 36.089922140071984)	(85, 36.07943277395573)	(90, 36.037039735638345)	(95, 36.00206567196052)	(100, 35.94654955699089)	(105, 35.959356649515975)	(110, 35.93253519101817)	(115, 35.88926299140195)	(120, 35.8595022493068)	(125, 35.80221229282474)	(130, 35.82181999190504)	(135, 35.74416673014129)	(140, 35.688053852525286)	(145, 35.651313957635224)	(150, 35.461725388528706)
SRR22223245_2	(1, 35.60088501319614)	(2, 35.9516934651714)	(3, 35.98691910551948)	(4, 35.904059585627856)	(5, 35.98518466067895)	(6, 35.91466640689225)	(7, 35.931463708638965)	(8, 35.962641432113834)	(9, 36.00290855934315)	(10, 35.97762868661215)	(15, 35.942027862723286)	(20, 35.93294240927855)	(25, 35.87166279849528)	(30, 35.84271892721861)	(35, 35.81862906326979)	(40, 35.7902815623374)	(45, 35.769419625757635)	(50, 35.746711409394734)	(55, 35.69503978317596)	(60, 35.655986220246525)	(65, 35.65164239988918)	(70, 35.61520090234696)	(75, 35.59959356166443)	(80, 35.53438473835078)	(85, 35.51839182894353)	(90, 35.52205826419491)	(95, 35.45659328338351)	(100, 35.40689443584129)	(105, 35.35630692236149)	(110, 35.32288824774373)	(115, 35.28609494566902)	(120, 35.2314257121439)	(125, 35.174674623839636)	(130, 35.12484198784243)	(135, 35.076955439787845)	(140, 35.071382157902384)	(145, 34.944101429517715)	(150, 34.721242858101036)
SRR22223246_1	(1, 36.21738302036876)	(2, 36.18287363221066)	(3, 36.30515083842635)	(4, 36.3370797713388)	(5, 36.36410407618611)	(6, 36.318331216641155)	(7, 36.30374727572073)	(8, 36.34071901101284)	(9, 36.33802853258196)	(10, 36.362997230279554)	(15, 36.35614507007488)	(20, 36.33993637065511)	(25, 36.27350997241579)	(30, 36.26035060526876)	(35, 36.27976444461443)	(40, 36.252454830311194)	(45, 36.24151390962433)	(50, 36.21914103998977)	(55, 36.197566195666205)	(60, 36.1734878888989)	(65, 36.12766819105907)	(70, 36.11268586493801)	(75, 36.10037056119825)	(80, 36.09332526109134)	(85, 36.08555879520661)	(90, 36.04005261132204)	(95, 36.007774968991875)	(100, 35.952656104045474)	(105, 35.966474099258505)	(110, 35.94186379996687)	(115, 35.90180394802168)	(120, 35.865327048491444)	(125, 35.80593166516288)	(130, 35.82278852341905)	(135, 35.750477838017424)	(140, 35.693085394462386)	(145, 35.64754111661324)	(150, 35.466787334506336)
SRR22223246_2	(1, 35.560652825662295)	(2, 35.92338850370221)	(3, 35.974341560671334)	(4, 35.894916071645305)	(5, 35.98087043096944)	(6, 35.91528380332082)	(7, 35.934884246257894)	(8, 35.961893014409284)	(9, 36.00499750731004)	(10, 35.971148170595455)	(15, 35.93616231726848)	(20, 35.92565602359162)	(25, 35.86379503717994)	(30, 35.83690454273507)	(35, 35.80519185259148)	(40, 35.77104581490224)	(45, 35.749472409799615)	(50, 35.7232432440237)	(55, 35.67808044946783)	(60, 35.63288642290081)	(65, 35.62591924507952)	(70, 35.58633213130028)	(75, 35.56520816239961)	(80, 35.50298983724058)	(85, 35.488037220376086)	(90, 35.495208775129996)	(95, 35.429798589263655)	(100, 35.37416990946308)	(105, 35.32398563205624)	(110, 35.28587195500072)	(115, 35.243547949107295)	(120, 35.187859959362456)	(125, 35.12743797917368)	(130, 35.0816833913829)	(135, 35.03008835220787)	(140, 35.0160618658137)	(145, 34.89530075929293)	(150, 34.665838352568954)
SRR22223247_1	(1, 36.19617112784715)	(2, 36.1458747249443)	(3, 36.257922010673674)	(4, 36.2852553602053)	(5, 36.30544610872761)	(6, 36.26984223066842)	(7, 36.25099456183846)	(8, 36.283767200835904)	(9, 36.28401003423119)	(10, 36.30517071582463)	(15, 36.303893807880016)	(20, 36.297764217373626)	(25, 36.21482693620625)	(30, 36.1910145158162)	(35, 36.24488335714974)	(40, 36.22365682048458)	(45, 36.20529257188838)	(50, 36.1718863976435)	(55, 36.136852349631226)	(60, 36.11220738897697)	(65, 36.06325513324357)	(70, 36.04505941296397)	(75, 36.02923211997967)	(80, 36.00676710908596)	(85, 36.00028230808778)	(90, 35.95288412051533)	(95, 35.89702344156247)	(100, 35.84599095768939)	(105, 35.85100784201546)	(110, 35.83847177253832)	(115, 35.78237663715819)	(120, 35.73933636654838)	(125, 35.66368043958535)	(130, 35.6705299972626)	(135, 35.60097993593838)	(140, 35.5393084878805)	(145, 35.47630593997071)	(150, 35.2896614026662)
SRR22223247_2	(1, 35.777689574890225)	(2, 36.09392210147184)	(3, 36.13549248111767)	(4, 36.0646632856726)	(5, 36.14995486175063)	(6, 36.10334429099252)	(7, 36.108341385874205)	(8, 36.117439155242444)	(9, 36.14676381381056)	(10, 36.12990546134515)	(15, 36.0998019124293)	(20, 36.078833561276525)	(25, 36.017124552759114)	(30, 35.99932094063703)	(35, 35.976020400079186)	(40, 35.93364565585739)	(45, 35.90724307423039)	(50, 35.878167530992876)	(55, 35.839051342554015)	(60, 35.80653975191525)	(65, 35.787628983185456)	(70, 35.74867268987362)	(75, 35.71740995809843)	(80, 35.661443156103935)	(85, 35.65926388118188)	(90, 35.66230782799357)	(95, 35.59704717495081)	(100, 35.54610265108282)	(105, 35.50646009117098)	(110, 35.45741252543923)	(115, 35.419504130479304)	(120, 35.354073624512715)	(125, 35.28443431145502)	(130, 35.235700300495274)	(135, 35.16664986362752)	(140, 35.13266956424589)	(145, 35.02351967919611)	(150, 34.79467009444769)
SRR22223248_1	(1, 36.1558258654563)	(2, 36.08170792865966)	(3, 36.20256902714831)	(4, 36.235348857829095)	(5, 36.25652740145921)	(6, 36.21622977510708)	(7, 36.18603592121072)	(8, 36.22184082573571)	(9, 36.22547756423224)	(10, 36.23932492732865)	(15, 36.24294217018281)	(20, 36.2367992802102)	(25, 36.15710225139507)	(30, 36.12542467228737)	(35, 36.20086249838721)	(40, 36.184478327749794)	(45, 36.163059386409806)	(50, 36.126354914119375)	(55, 36.08997383504868)	(60, 36.06170951480546)	(65, 36.01281099090515)	(70, 35.99150964695416)	(75, 35.96275037171354)	(80, 35.939414073063276)	(85, 35.92661393860889)	(90, 35.87458276246057)	(95, 35.811457980381256)	(100, 35.75125062792398)	(105, 35.74856668630376)	(110, 35.73245436563439)	(115, 35.67395651475349)	(120, 35.632471811982235)	(125, 35.558547140993866)	(130, 35.56096794292262)	(135, 35.487183943865794)	(140, 35.41541693797707)	(145, 35.34101174007516)	(150, 35.13928352785629)
SRR22223248_2	(1, 35.79647817896813)	(2, 36.07948747291474)	(3, 36.10954280982682)	(4, 36.02879043470787)	(5, 36.09733435369431)	(6, 36.02433848458947)	(7, 36.0436754466939)	(8, 36.06302625159465)	(9, 36.086433574451696)	(10, 36.07051598778433)	(15, 36.04114704882043)	(20, 36.02091429310559)	(25, 35.96415966503815)	(30, 35.94962723931154)	(35, 35.915532039683434)	(40, 35.87808906300778)	(45, 35.849692569656824)	(50, 35.82906559149909)	(55, 35.78951412344598)	(60, 35.75967329212435)	(65, 35.732615385372256)	(70, 35.698702862894166)	(75, 35.65970639660477)	(80, 35.60374862686946)	(85, 35.61367791242352)	(90, 35.62908101949729)	(95, 35.56108868312396)	(100, 35.510192186453835)	(105, 35.47286555696255)	(110, 35.42613036696025)	(115, 35.377183248337474)	(120, 35.31886774697596)	(125, 35.2468583634557)	(130, 35.19206691435296)	(135, 35.140943275156495)	(140, 35.09872778675557)	(145, 34.98579532652214)	(150, 34.77308955258231)
SRR22223249_1	(1, 36.04893047238528)	(2, 36.09988188965634)	(3, 36.254820119474104)	(4, 36.29650415215035)	(5, 36.31627780829411)	(6, 36.27889987005247)	(7, 36.24549775620291)	(8, 36.30713230162685)	(9, 36.30724589769243)	(10, 36.34134236891423)	(15, 36.34079743376746)	(20, 36.32543734674765)	(25, 36.238399722912014)	(30, 36.239584916110225)	(35, 36.26885533386767)	(40, 36.24911483937773)	(45, 36.22793927705787)	(50, 36.21093474151628)	(55, 36.18145329294845)	(60, 36.157129436892134)	(65, 36.12747290599363)	(70, 36.098739754952504)	(75, 36.082738534883376)	(80, 36.05860651401671)	(85, 36.05431657849457)	(90, 36.01450275287049)	(95, 35.97961276800155)	(100, 35.933900656051975)	(105, 35.93517070140315)	(110, 35.89128886957656)	(115, 35.847014342923984)	(120, 35.80438636538462)	(125, 35.737489326476464)	(130, 35.74473723724064)	(135, 35.6639513453937)	(140, 35.62131175504088)	(145, 35.565572640055215)	(150, 35.350007547095686)
SRR22223249_2	(1, 35.824090352119754)	(2, 36.010164346254456)	(3, 36.05754478383696)	(4, 36.01299259264201)	(5, 36.04209524512719)	(6, 36.00353716998202)	(7, 35.97942902986307)	(8, 36.05521299432861)	(9, 36.085937906275554)	(10, 36.06342417051373)	(15, 36.01799540203153)	(20, 36.0024923249692)	(25, 35.9440270415491)	(30, 35.9101874217582)	(35, 35.899842474034045)	(40, 35.87058063380719)	(45, 35.83845227345388)	(50, 35.813261013826526)	(55, 35.7736890031888)	(60, 35.73843433387951)	(65, 35.720627941649916)	(70, 35.69176744505684)	(75, 35.6571134527088)	(80, 35.59726057630419)	(85, 35.57481490581223)	(90, 35.546000471896534)	(95, 35.49410446615333)	(100, 35.45903428450878)	(105, 35.42784886597957)	(110, 35.388497150503156)	(115, 35.34724746247029)	(120, 35.289427030858256)	(125, 35.20434930353816)	(130, 35.1338402858863)	(135, 35.09037690935314)	(140, 35.03001094054757)	(145, 34.91879789467472)	(150, 34.65240025671691)
SRR22223250_1	(1, 36.17146107031766)	(2, 36.1090872630189)	(3, 36.24460311679648)	(4, 36.28199070431107)	(5, 36.29914670107702)	(6, 36.25560202198307)	(7, 36.230463866788774)	(8, 36.27115473887111)	(9, 36.27246765539764)	(10, 36.29557422115628)	(15, 36.29702187232316)	(20, 36.286249524227756)	(25, 36.20806890849403)	(30, 36.18672296101097)	(35, 36.23502073660221)	(40, 36.21537326526808)	(45, 36.19727527845269)	(50, 36.164978582434934)	(55, 36.140159220117276)	(60, 36.10969359828205)	(65, 36.0574581985576)	(70, 36.042478701748855)	(75, 36.01931110658836)	(80, 36.00563492008523)	(85, 35.993252500417896)	(90, 35.944369649915124)	(95, 35.896049114716696)	(100, 35.84518586521875)	(105, 35.84238230170487)	(110, 35.81822141819408)	(115, 35.763025160779236)	(120, 35.72695071664312)	(125, 35.6592536486552)	(130, 35.66453313535276)	(135, 35.60091325770087)	(140, 35.541454350578434)	(145, 35.49339284942293)	(150, 35.30420062200301)
SRR22223250_2	(1, 35.5582408760472)	(2, 35.95847756846291)	(3, 36.025990353683625)	(4, 35.94866840680019)	(5, 36.03901929919757)	(6, 35.97700976849757)	(7, 35.9800765779026)	(8, 35.998435636745626)	(9, 36.033983563677396)	(10, 36.011173416016675)	(15, 35.97796678683433)	(20, 35.960644789888256)	(25, 35.9026940835539)	(30, 35.878312913362194)	(35, 35.850214832937766)	(40, 35.81412948747041)	(45, 35.78711508942239)	(50, 35.76170819018951)	(55, 35.72080338211194)	(60, 35.68490691424802)	(65, 35.66334735537798)	(70, 35.63261858946256)	(75, 35.60514228611059)	(80, 35.54361161550932)	(85, 35.53835807511035)	(90, 35.539860675946365)	(95, 35.48285495990695)	(100, 35.42935929524536)	(105, 35.38487120229524)	(110, 35.338865339240094)	(115, 35.305458472063094)	(120, 35.23864734978066)	(125, 35.17205292001265)	(130, 35.12657131762897)	(135, 35.058334529181856)	(140, 35.02328237701913)	(145, 34.923720039835565)	(150, 34.6988050740907)
SRR22223251_1	(1, 36.16403657912834)	(2, 36.110797114587804)	(3, 36.2484901198828)	(4, 36.27262658552243)	(5, 36.28778235278862)	(6, 36.25200831893044)	(7, 36.214753654206035)	(8, 36.263150060394274)	(9, 36.27365044281125)	(10, 36.2940525191865)	(15, 36.28825694408795)	(20, 36.26849690937752)	(25, 36.17989626017997)	(30, 36.1810079755086)	(35, 36.27979818938991)	(40, 36.2735997305396)	(45, 36.255258399455556)	(50, 36.23232260751037)	(55, 36.20275740851547)	(60, 36.17564737763071)	(65, 36.14511350332387)	(70, 36.11429692812112)	(75, 36.089703085617835)	(80, 36.06707925992352)	(85, 36.054629307226456)	(90, 36.00896771882601)	(95, 35.973365954973225)	(100, 35.93359014749509)	(105, 35.92826775726686)	(110, 35.89212892883912)	(115, 35.84974154905579)	(120, 35.80724500321631)	(125, 35.732938029992454)	(130, 35.73417474023706)	(135, 35.65839632160019)	(140, 35.61595389641884)	(145, 35.55651594134508)	(150, 35.3726996857075)
SRR22223251_2	(1, 36.01518383818852)	(2, 36.120515644036466)	(3, 36.17320608870147)	(4, 36.140932166836755)	(5, 36.172359108407136)	(6, 36.1225302957577)	(7, 36.105951014638464)	(8, 36.1549028721708)	(9, 36.1784237510744)	(10, 36.14898037192417)	(15, 36.11131299266471)	(20, 36.09077364042411)	(25, 36.01875557863145)	(30, 35.98897829713705)	(35, 35.974805302805734)	(40, 35.94298305037476)	(45, 35.91186055969429)	(50, 35.890988307311815)	(55, 35.86012121836051)	(60, 35.83275274032832)	(65, 35.80241173234053)	(70, 35.77696553526327)	(75, 35.744463198204066)	(80, 35.70583192219867)	(85, 35.70624172884954)	(90, 35.69547808965932)	(95, 35.65028018400885)	(100, 35.61649473494242)	(105, 35.59298157133159)	(110, 35.54678965467868)	(115, 35.51130073898868)	(120, 35.448179641033875)	(125, 35.36468245152552)	(130, 35.29791153101608)	(135, 35.24595169129291)	(140, 35.18087255951505)	(145, 35.071126909777426)	(150, 34.83884858104803)
SRR22223252_1	(1, 36.17744485461707)	(2, 36.10543396037696)	(3, 36.2305200983015)	(4, 36.259546400039355)	(5, 36.27453971479643)	(6, 36.234974767097924)	(7, 36.198960057099484)	(8, 36.250643039969)	(9, 36.24774969092558)	(10, 36.26985817392437)	(15, 36.27159476741368)	(20, 36.26747709399686)	(25, 36.181594697143574)	(30, 36.155468953980105)	(35, 36.20339153511203)	(40, 36.18226992893657)	(45, 36.16164064611733)	(50, 36.130350311211814)	(55, 36.10332735961431)	(60, 36.07435414029285)	(65, 36.02518863682714)	(70, 36.00780131514052)	(75, 35.98212471867494)	(80, 35.96694539680082)	(85, 35.95595068795463)	(90, 35.91361917205152)	(95, 35.859460323753865)	(100, 35.811822565691685)	(105, 35.80703990981135)	(110, 35.790135033266466)	(115, 35.742254192163415)	(120, 35.70974927129441)	(125, 35.63985602370619)	(130, 35.64603019163551)	(135, 35.592762157402625)	(140, 35.52613296438401)	(145, 35.473260243417705)	(150, 35.285948247956306)
SRR22223252_2	(1, 35.91294961350069)	(2, 36.018271415478246)	(3, 36.08094902432688)	(4, 36.033920980072764)	(5, 36.116102514784785)	(6, 36.05207603919685)	(7, 36.0698653286994)	(8, 36.10285230947286)	(9, 36.125987511814735)	(10, 36.11506390427861)	(15, 36.084066023971964)	(20, 36.06682720497345)	(25, 36.00913274179284)	(30, 35.9888997315773)	(35, 35.96441134968951)	(40, 35.93199875236413)	(45, 35.89571295772957)	(50, 35.875639725773006)	(55, 35.84114212119673)	(60, 35.81060383318749)	(65, 35.780333933629855)	(70, 35.74455030499447)	(75, 35.72398461552283)	(80, 35.68152980063776)	(85, 35.67817744622035)	(90, 35.66891210318954)	(95, 35.61569398064721)	(100, 35.56397362131358)	(105, 35.53226685948259)	(110, 35.488577173290345)	(115, 35.461014415197056)	(120, 35.38977101467518)	(125, 35.32528642779762)	(130, 35.28340985922472)	(135, 35.21278685091802)	(140, 35.16980978409195)	(145, 35.088194996191206)	(150, 34.884243244747516)
SRR22223253_1	(1, 36.15638600198022)	(2, 36.13836357541539)	(3, 36.26503951776791)	(4, 36.29671333589475)	(5, 36.31010462184899)	(6, 36.279036521743286)	(7, 36.24278525124122)	(8, 36.29138397933496)	(9, 36.29384634827382)	(10, 36.31793970425759)	(15, 36.30648001166382)	(20, 36.28589918084361)	(25, 36.203719444462706)	(30, 36.18693928658284)	(35, 36.25505073163905)	(40, 36.24323022152826)	(45, 36.21654957697747)	(50, 36.18279596367442)	(55, 36.150885257983276)	(60, 36.12065226470527)	(65, 36.08907334005279)	(70, 36.06159971142251)	(75, 36.04110596244809)	(80, 35.99948230752661)	(85, 35.98202493583236)	(90, 35.94770506704744)	(95, 35.903898597251796)	(100, 35.862311213125395)	(105, 35.857428636389045)	(110, 35.823417873714924)	(115, 35.77458228325879)	(120, 35.72307135608348)	(125, 35.65642518467932)	(130, 35.65895821088831)	(135, 35.58525970746452)	(140, 35.53697540953569)	(145, 35.492640536425114)	(150, 35.31156702201035)
SRR22223253_2	(1, 35.72627213033842)	(2, 36.11027641225155)	(3, 36.16239627594259)	(4, 36.11499416510163)	(5, 36.163109460064256)	(6, 36.119136674054154)	(7, 36.08604114843229)	(8, 36.118222510099784)	(9, 36.14906256218066)	(10, 36.12111457613183)	(15, 36.0875172970528)	(20, 36.065226246466345)	(25, 36.00564199119118)	(30, 35.97112338375108)	(35, 35.94657450215035)	(40, 35.91555043316538)	(45, 35.88284853842911)	(50, 35.86045283879215)	(55, 35.822376458141584)	(60, 35.79185406311326)	(65, 35.76455584848165)	(70, 35.74328203820602)	(75, 35.7097076979172)	(80, 35.65508761782023)	(85, 35.64940403064107)	(90, 35.63893456916914)	(95, 35.59587482645651)	(100, 35.55193627680393)	(105, 35.52239226156777)	(110, 35.47817813167215)	(115, 35.44646001326901)	(120, 35.373775651026804)	(125, 35.30050263620201)	(130, 35.24108559010151)	(135, 35.182717502781486)	(140, 35.114866882341396)	(145, 35.02886234094139)	(150, 34.800293512154134)
SRR22223254_1	(1, 36.091974575347486)	(2, 36.07948519051172)	(3, 36.211684269897006)	(4, 36.24957469835875)	(5, 36.267574991561354)	(6, 36.235073704264316)	(7, 36.207131430023374)	(8, 36.249332766154524)	(9, 36.25107704362616)	(10, 36.27858129522887)	(15, 36.27080801444958)	(20, 36.2487086809695)	(25, 36.17500464284582)	(30, 36.1501900421289)	(35, 36.17995612703493)	(40, 36.15590434363455)	(45, 36.14174792445026)	(50, 36.11219317241872)	(55, 36.0915128327204)	(60, 36.06331335757487)	(65, 36.029136042597315)	(70, 36.011348028922754)	(75, 36.002774197848325)	(80, 35.97396680930419)	(85, 35.96449792273425)	(90, 35.92792792118349)	(95, 35.890325078263615)	(100, 35.84528808046922)	(105, 35.85381138250216)	(110, 35.83431106741047)	(115, 35.7918363284242)	(120, 35.74832628747917)	(125, 35.689658088677206)	(130, 35.69406051645453)	(135, 35.635294952189916)	(140, 35.57867586063046)	(145, 35.54359169754175)	(150, 35.37178929087952)
SRR22223254_2	(1, 35.73161094945384)	(2, 35.96242308438491)	(3, 36.0194720552989)	(4, 35.972202583491)	(5, 36.04004651846411)	(6, 35.975889198631855)	(7, 35.97890717800221)	(8, 36.01645841129332)	(9, 36.05102229550874)	(10, 36.02821940772226)	(15, 35.99764906362482)	(20, 35.98108582132614)	(25, 35.926775905607045)	(30, 35.8953664045326)	(35, 35.876118875736935)	(40, 35.850649243198816)	(45, 35.82119357405259)	(50, 35.79874008229383)	(55, 35.76097148810621)	(60, 35.72604327887525)	(65, 35.705365384321226)	(70, 35.67631131234499)	(75, 35.65081523989021)	(80, 35.598344630923215)	(85, 35.5920044311038)	(90, 35.58357335288335)	(95, 35.52912938144097)	(100, 35.473882529548504)	(105, 35.43001769885696)	(110, 35.39221081572457)	(115, 35.369515209816)	(120, 35.29501972862914)	(125, 35.23475616810977)	(130, 35.19206727031535)	(135, 35.12690136126097)	(140, 35.078979899117556)	(145, 34.99933591265971)	(150, 34.80492071950576)
SRR22223255_1	(1, 36.0859289365828)	(2, 36.07265417387564)	(3, 36.211004927338166)	(4, 36.24433893630551)	(5, 36.25598945941539)	(6, 36.23171691701895)	(7, 36.187731957036966)	(8, 36.24604318215063)	(9, 36.24692877353429)	(10, 36.270138438566605)	(15, 36.25953235697567)	(20, 36.23752217845765)	(25, 36.13991827449973)	(30, 36.11252282252674)	(35, 36.18467991524299)	(40, 36.16984077458835)	(45, 36.1346321087766)	(50, 36.09248252699009)	(55, 36.05302036701223)	(60, 36.01960360684211)	(65, 35.98387220237811)	(70, 35.94415617869622)	(75, 35.921669999379624)	(80, 35.87167913068725)	(85, 35.85566357718827)	(90, 35.82226434676446)	(95, 35.768855908089144)	(100, 35.715407756501314)	(105, 35.70314256651575)	(110, 35.662564429128466)	(115, 35.6057269203228)	(120, 35.53829723984001)	(125, 35.456531276788226)	(130, 35.45341214793816)	(135, 35.36937900347779)	(140, 35.31802210957416)	(145, 35.260542903939566)	(150, 35.0845517075238)
