Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
SRR22223247_2 - polyg	(1, 0.21906232283607224)	(2, 0.22131347817457903)	(3, 0.2217505500879008)	(4, 0.22195733679957994)	(5, 0.22210302743735386)	(6, 0.2222722165650913)	(7, 0.2224461053908215)	(8, 0.2227703845523183)	(9, 0.22441057915177312)	(10, 0.23037919560251136)	(15, 0.23521424489740866)	(20, 0.23603763198573097)	(25, 0.23676044553700937)	(30, 0.23762237014887186)	(35, 0.2384889944587271)	(40, 0.23944397309084522)	(45, 0.24049294568281748)	(50, 0.24178818244960762)	(55, 0.24332310381402583)	(60, 0.24481196813811548)	(65, 0.24672662510034443)	(70, 0.24884806877425253)	(75, 0.25208522075162926)	(80, 0.26726242544927825)	(85, 0.28344442557776794)	(90, 0.2933072117852634)	(95, 0.30035863865352147)	(100, 0.3057623514055363)	(105, 0.31106549062050726)	(110, 0.31666095105062453)	(115, 0.3223598048365814)	(120, 0.32885666734169994)	(125, 0.3358281993440819)	(130, 0.34357800133405625)	(135, 0.35251964673498115)	(140, 0.3585493592596246)
SRR22223248_1 - polya	(1, 0.006881338615317103)	(2, 0.011884329950127209)	(3, 0.015071288843120123)	(4, 0.019575761468411786)	(5, 0.022531265246271137)	(6, 0.024845816397606774)	(7, 0.02921675722570599)	(8, 0.034019450864727435)	(9, 0.04360703390314467)	(10, 0.06222848812762115)	(15, 0.0831155318444627)	(20, 0.10354055554301841)	(25, 0.13456889415063517)	(30, 0.1666530241680535)	(35, 0.1916003247315265)	(40, 0.21404880026353834)	(45, 0.23570854798013352)	(50, 0.25581398557740864)	(55, 0.2760093345847934)	(60, 0.2948916209197857)	(65, 0.3156113047841461)	(70, 0.34302983380766056)	(75, 0.3676210495786204)	(80, 0.39054667873259985)	(85, 0.4127895152969353)	(90, 0.43720892015550755)	(95, 0.46162565437813596)	(100, 0.4839121113295543)	(105, 0.5073647459764533)	(110, 0.5297945270568581)	(115, 0.5481409057791182)	(120, 0.5653362404095794)	(125, 0.5817410668006614)	(130, 0.6006545105549986)	(135, 0.617497321240872)	(140, 0.6236201992481358)
SRR22223248_2 - polya	(1, 0.03157581897610578)	(2, 0.0382524088357278)	(3, 0.04196459279767765)	(4, 0.047764323855735986)	(5, 0.052402328278220084)	(6, 0.05682668182519628)	(7, 0.06158931592506)	(8, 0.07168877085271491)	(9, 0.0876858801563693)	(10, 0.11617088313346072)	(15, 0.16426013436236497)	(20, 0.20873690537122308)	(25, 0.24641957853892976)	(30, 0.278217060298375)	(35, 0.30974836867541666)	(40, 0.3423363586742411)	(45, 0.38014277130734614)	(50, 0.4201533488061077)	(55, 0.46467730104997385)	(60, 0.5051935189541041)	(65, 0.5671353588237522)	(70, 0.6259481035791908)	(75, 0.6752231171671639)	(80, 0.718479407549683)	(85, 0.7802529973548686)	(90, 0.8329036947758667)	(95, 0.8845359896902769)	(100, 0.9261587410871421)	(105, 0.9642055109551935)	(110, 1.0027276540212502)	(115, 1.0407450468939188)	(120, 1.0793090299230959)	(125, 1.1162697411739821)	(130, 1.1553206701569205)	(135, 1.1928297519882771)	(140, 1.2053737290165352)
SRR22223248_2 - polyg	(1, 0.30271213317535633)	(2, 0.3099139481039353)	(3, 0.3110089088409133)	(4, 0.3115341339098702)	(5, 0.3118946697622898)	(6, 0.3122151460755517)	(7, 0.31254452450862635)	(8, 0.3131365154761795)	(9, 0.31590952579787585)	(10, 0.3269214480063458)	(15, 0.3351443360774563)	(20, 0.33633632992039414)	(25, 0.3374544361688855)	(30, 0.3387016231546629)	(35, 0.3399238842049644)	(40, 0.3411737418266856)	(45, 0.3424672198354897)	(50, 0.34404022440641663)	(55, 0.34635299513378975)	(60, 0.34823579347420314)	(65, 0.3503634001094694)	(70, 0.3527901179704466)	(75, 0.3572064596095913)	(80, 0.3857057059783833)	(85, 0.4129168156102588)	(90, 0.4276311294488845)	(95, 0.4374172297591278)	(100, 0.4444721597107951)	(105, 0.45043123871350305)	(110, 0.45659239583596223)	(115, 0.46311230838687845)	(120, 0.470098692015987)	(125, 0.4778551090089052)	(130, 0.4862952088034486)	(135, 0.4957911000077938)	(140, 0.5020172426048867)
SRR22223249_1 - polya	(1, 0.0020979453553271288)	(2, 0.007243312690208027)	(3, 0.010008355394293194)	(4, 0.014143600891423993)	(5, 0.01597053794881817)	(6, 0.017424127910458557)	(7, 0.02017400931116286)	(8, 0.023554979965095646)	(9, 0.030169098564997797)	(10, 0.04351900522443354)	(15, 0.06005733398486508)	(20, 0.07659566274529661)	(25, 0.10050693333984259)	(30, 0.12248513775332832)	(35, 0.13860236131235637)	(40, 0.15305525279275)	(45, 0.16743916034276068)	(50, 0.18072804275608845)	(55, 0.19498497439028442)	(60, 0.20839287303515194)	(65, 0.22299965174486136)	(70, 0.2417833695359989)	(75, 0.2581886578592633)	(80, 0.2723368071417017)	(85, 0.2865948758736511)	(90, 0.3022231473986463)	(95, 0.31898965377495986)	(100, 0.3348275303191955)	(105, 0.35134160099421763)	(110, 0.3673075905520215)	(115, 0.3809095538801642)	(120, 0.3932645000052306)	(125, 0.4071731006942512)	(130, 0.42522263236917046)	(135, 0.4394496204291893)	(140, 0.44423945519978886)
SRR22223249_2 - polya	(1, 0.004645044323312369)	(2, 0.006564844363914339)	(3, 0.007694361465788746)	(4, 0.009945815017847129)	(5, 0.011721582676330885)	(6, 0.013417753492065105)	(7, 0.015058964583043689)	(8, 0.018860661405795467)	(9, 0.02407994009465808)	(10, 0.03446164258470506)	(15, 0.05311194090609104)	(20, 0.06941943882254892)	(25, 0.08406677401880214)	(30, 0.0972154143758569)	(35, 0.11025224012047778)	(40, 0.12289600907494976)	(45, 0.1367197064650375)	(50, 0.150433484405614)	(55, 0.1648738678107184)	(60, 0.1766272892241491)	(65, 0.19123596309678112)	(70, 0.20593446769194473)	(75, 0.2186870189981744)	(80, 0.2302994402901631)	(85, 0.24517040471128407)	(90, 0.25812346425472565)	(95, 0.2703506763988084)	(100, 0.28092265324628524)	(105, 0.29126721054304905)	(110, 0.3016273081757784)	(115, 0.31212651076702697)	(120, 0.32305629437429223)	(125, 0.33417142491538854)	(130, 0.34511333756535845)	(135, 0.3552858140687496)	(140, 0.3588187767890755)
SRR22223249_2 - polyg	(1, 0.10930920705018801)	(2, 0.11124606355709345)	(3, 0.11147158794488381)	(4, 0.11160803967531159)	(5, 0.11175965270912024)	(6, 0.11192453188338713)	(7, 0.11207614491719578)	(8, 0.11240400810280698)	(9, 0.11306541996279719)	(10, 0.11503297810904889)	(15, 0.11690198778332497)	(20, 0.11790907736039888)	(25, 0.11897491698807368)	(30, 0.12028106327433515)	(35, 0.12207691965979854)	(40, 0.12375375981372216)	(45, 0.1254309790002303)	(50, 0.12700472229116405)	(55, 0.12874865121254797)	(60, 0.13076093520377324)	(65, 0.13312192917275836)	(70, 0.13571754431156235)	(75, 0.1390029987541957)	(80, 0.1455613995641732)	(85, 0.15247230067775575)	(90, 0.15839999126708926)	(95, 0.16335394714678672)	(100, 0.16802249149033943)	(105, 0.17287031824637086)	(110, 0.17833369391966541)	(115, 0.18466315904859182)	(120, 0.19144253585534537)	(125, 0.19865514690620717)	(130, 0.20625626635620362)	(135, 0.21479435435513747)	(140, 0.22024825421381894)
SRR22223250_1 - polya	(1, 0.005020433352660978)	(2, 0.010598167867705772)	(3, 0.014126167599067721)	(4, 0.01907575758362906)	(5, 0.021678070638489078)	(6, 0.02392616685285091)	(7, 0.02842235928157457)	(8, 0.034151226315231924)	(9, 0.043795370159195914)	(10, 0.062427175969400575)	(15, 0.08532942000865139)	(20, 0.10621876781563118)	(25, 0.13705641366028273)	(30, 0.16734714870320505)	(35, 0.19222733957979773)	(40, 0.21478859087392901)	(45, 0.23714203495496794)	(50, 0.25690450092004286)	(55, 0.277464190920799)	(60, 0.29753364481430555)	(65, 0.3192060479833467)	(70, 0.34809125060317225)	(75, 0.3702812826484614)	(80, 0.39047258713509936)	(85, 0.4118483927363634)	(90, 0.43794047749658044)	(95, 0.46097118417665206)	(100, 0.4814600308093085)	(105, 0.503518766479053)	(110, 0.5239594396214018)	(115, 0.5414350816642204)	(120, 0.5570376250544844)	(125, 0.5730028864894188)	(130, 0.5909867116260721)	(135, 0.607204175451441)	(140, 0.6129651581453036)
SRR22223250_2 - polya	(1, 0.013762504976156248)	(2, 0.017498311920610465)	(3, 0.019930600892031355)	(4, 0.023954504200090765)	(5, 0.027558070190758992)	(6, 0.0308263109057556)	(7, 0.034127611859198714)	(8, 0.04095218965279712)	(9, 0.050634116626414254)	(10, 0.07016043803115701)	(15, 0.10391966437623759)	(20, 0.13494717044739618)	(25, 0.1635301080299966)	(30, 0.18735520501102534)	(35, 0.21050681770598692)	(40, 0.23294055093753877)	(45, 0.25768566712562146)	(50, 0.28381364585900914)	(55, 0.3114737304998316)	(60, 0.3362500177698782)	(65, 0.3780863326565587)	(70, 0.4157173852128449)	(75, 0.4444618456747125)	(80, 0.47018176660784616)	(85, 0.5028207231587112)	(90, 0.5310154390841256)	(95, 0.5586150707175032)	(100, 0.582785883334858)	(105, 0.6050599828436255)	(110, 0.6276788534104776)	(115, 0.6510089913930504)	(120, 0.675409336523048)	(125, 0.699718057563637)	(130, 0.7230661425327949)	(135, 0.746639037123389)	(140, 0.7548266413192244)
SRR22223250_2 - polyg	(1, 0.20442090009710737)	(2, 0.20986639365836618)	(3, 0.21071179118435518)	(4, 0.21124547789070577)	(5, 0.21158552605758404)	(6, 0.2118830682036025)	(7, 0.21223256215289407)	(8, 0.21261983923183875)	(9, 0.2139564174433186)	(10, 0.2187794339435419)	(15, 0.22302436856007218)	(20, 0.2240832407686014)	(25, 0.2249333611857971)	(30, 0.22583732256274844)	(35, 0.2268895827235884)	(40, 0.22802968866087192)	(45, 0.22907250303929855)	(50, 0.23035240655629868)	(55, 0.23189206908966414)	(60, 0.23337316777206718)	(65, 0.2349260544008113)	(70, 0.23670375065099153)	(75, 0.23959793838242205)	(80, 0.2578915851822311)	(85, 0.27835965109357835)	(90, 0.28944049844260306)	(95, 0.2963944834552635)	(100, 0.3018560348466248)	(105, 0.3063966224526909)	(110, 0.3112243618441209)	(115, 0.3161153879777198)	(120, 0.3215032622662576)	(125, 0.32728785941615335)	(130, 0.33319052884621514)	(135, 0.3397081187113818)	(140, 0.34392566055891355)
SRR22223251_1 - polya	(1, 0.004490418841611713)	(2, 0.009651846496680399)	(3, 0.012623788646247613)	(4, 0.016612692250119857)	(5, 0.018528201838708104)	(6, 0.020223137595883154)	(7, 0.023055769957189404)	(8, 0.026719617388452736)	(9, 0.03446059795615359)	(10, 0.048109242278041024)	(15, 0.06575654188897898)	(20, 0.08442962590747848)	(25, 0.10888685233457315)	(30, 0.13118895633727073)	(35, 0.14989501033899202)	(40, 0.166725025858799)	(45, 0.18395300300707143)	(50, 0.19977255819602555)	(55, 0.2159747509367364)	(60, 0.2319972340505907)	(65, 0.2488490747705585)	(70, 0.2686696070783675)	(75, 0.2849010548746132)	(80, 0.29988707316380586)	(85, 0.3154828039596207)	(90, 0.33320486649025866)	(95, 0.3506204474867226)	(100, 0.36694105354745526)	(105, 0.38307452012595744)	(110, 0.39754694966242804)	(115, 0.40954198679765785)	(120, 0.420911058617635)	(125, 0.43250581229459495)	(130, 0.4454797328753385)	(135, 0.45696628928341576)	(140, 0.4608785725037445)
SRR22223251_2 - polya	(1, 0.013759163420574464)	(2, 0.018484087072425465)	(3, 0.0208035950469705)	(4, 0.024609074096299144)	(5, 0.027680854927453383)	(6, 0.030474016182085693)	(7, 0.03343202735282681)	(8, 0.04074579123652738)	(9, 0.05177448280718697)	(10, 0.07118080067790002)	(15, 0.10492163139470527)	(20, 0.13524333554162565)	(25, 0.16182921553334786)	(30, 0.18546358547778116)	(35, 0.20875943263674027)	(40, 0.23253682729712147)	(45, 0.2583318920574823)	(50, 0.28510351843355247)	(55, 0.31479972163118114)	(60, 0.33970924050416307)	(65, 0.3743746238490603)	(70, 0.41003700091194506)	(75, 0.4404074634847568)	(80, 0.4673982705943576)	(85, 0.5070351559163278)	(90, 0.5370044062989479)	(95, 0.5674171261741986)	(100, 0.5915548688202149)	(105, 0.6136684402427993)	(110, 0.6359162134280751)	(115, 0.6592115962210734)	(120, 0.6827869916884761)	(125, 0.7071090876209578)	(130, 0.7294200145769117)	(135, 0.7520587839012401)	(140, 0.7592174495540102)
SRR22223251_2 - polyg	(1, 0.43108485245433315)	(2, 0.434679044991466)	(3, 0.43512947997350976)	(4, 0.435403455890423)	(5, 0.43565189167948837)	(6, 0.4358701436810972)	(7, 0.4361696597258583)	(8, 0.4366247383675108)	(9, 0.4378065497379246)	(10, 0.4414643604116966)	(15, 0.44489881105829027)	(20, 0.44609826833521715)	(25, 0.44716027328772656)	(30, 0.44812476138845325)	(35, 0.44929031995023666)	(40, 0.45045494978009837)	(45, 0.45177885713453836)	(50, 0.45327225806469584)	(55, 0.45513668739758845)	(60, 0.4571237093441507)	(65, 0.45938888650127385)	(70, 0.4620148760099931)	(75, 0.46569219005412155)	(80, 0.4730119906953135)	(85, 0.4804813171759054)	(90, 0.4869661878194533)	(95, 0.4927967668241354)	(100, 0.498133724812413)	(105, 0.5034284254982514)	(110, 0.5088178568401072)	(115, 0.5144821928307979)	(120, 0.5206438647655803)	(125, 0.5268858720115932)	(130, 0.5336674725041368)	(135, 0.5410453188904374)	(140, 0.5456810842778015)
SRR22223252_1 - polya	(1, 0.005087738622926655)	(2, 0.011147395027632125)	(3, 0.01473847152650502)	(4, 0.019684757326731472)	(5, 0.022180715198247956)	(6, 0.024448523355731857)	(7, 0.028687545042457293)	(8, 0.033816350613909814)	(9, 0.043266311769139504)	(10, 0.06161137397507164)	(15, 0.08460703995184397)	(20, 0.10657603221546971)	(25, 0.1383317346122372)	(30, 0.16915932397232014)	(35, 0.19416909562457216)	(40, 0.21682436222800794)	(45, 0.238971311268579)	(50, 0.25931131457401213)	(55, 0.2803248158352693)	(60, 0.30058542304021907)	(65, 0.3222788104492934)	(70, 0.35175210310687893)	(75, 0.3747213037168235)	(80, 0.396422904515603)	(85, 0.4190398419670813)	(90, 0.4469909197326413)	(95, 0.4732974943594546)	(100, 0.4958852286475367)	(105, 0.5197095343856754)	(110, 0.5420536047791706)	(115, 0.560259951958971)	(120, 0.5764740958358388)	(125, 0.5931317627567859)	(130, 0.6130282430181396)	(135, 0.6302389448459017)	(140, 0.6362867374654775)
SRR22223252_2 - polya	(1, 0.017366756232160403)	(2, 0.021637718878850402)	(3, 0.024311633527312304)	(4, 0.0287057970195799)	(5, 0.03235619244410127)	(6, 0.035714556234660924)	(7, 0.039182431887956226)	(8, 0.04719504984478062)	(9, 0.059236791751420485)	(10, 0.08004222047348)	(15, 0.11587176416401337)	(20, 0.14790124621761996)	(25, 0.17496162749959687)	(30, 0.19889544510047122)	(35, 0.22249798931657025)	(40, 0.246826962222149)	(45, 0.2743199153619317)	(50, 0.30346375983245416)	(55, 0.33453683828483616)	(60, 0.3607238624614963)	(65, 0.39488517544302343)	(70, 0.4303414662013994)	(75, 0.4623599970687325)	(80, 0.4911816941430409)	(85, 0.5293228507361525)	(90, 0.5627896759881643)	(95, 0.5952152259453316)	(100, 0.6229591437705501)	(105, 0.6494035208246389)	(110, 0.676233927194871)	(115, 0.7037323559277905)	(120, 0.7319079330119587)	(125, 0.7600971990789688)	(130, 0.7875846766256146)	(135, 0.8140984111927694)	(140, 0.8229542704926582)
SRR22223252_2 - polyg	(1, 0.2544508130662619)	(2, 0.2581422754393091)	(3, 0.2585575079188484)	(4, 0.2588267245814069)	(5, 0.2590411853125975)	(6, 0.25924652005522686)	(7, 0.2594701067749788)	(8, 0.25989446524307935)	(9, 0.26096676889903253)	(10, 0.26455054460705635)	(15, 0.26776106738292293)	(20, 0.2687941292880625)	(25, 0.26971676673161027)	(30, 0.2708137105566789)	(35, 0.2719918756799432)	(40, 0.2731463132329481)	(45, 0.27432812875163687)	(50, 0.27566052308158717)	(55, 0.2771188560536834)	(60, 0.278866482863173)	(65, 0.28087146255009143)	(70, 0.2830169824608538)	(75, 0.2859391239981832)	(80, 0.29202524576971645)	(85, 0.29849922205510504)	(90, 0.30411261761916286)	(95, 0.30924963658032045)	(100, 0.31407545933153774)	(105, 0.31867495756643466)	(110, 0.3235874772089843)	(115, 0.3288212316488918)	(120, 0.33438352167700625)	(125, 0.3404924584199428)	(130, 0.3475532357698232)	(135, 0.35522910474873554)	(140, 0.3602575244460137)
SRR22223253_1 - polya	(1, 0.005903614529823113)	(2, 0.012407748553823577)	(3, 0.01681454583696583)	(4, 0.022936259486564796)	(5, 0.026234635215777707)	(6, 0.02889663954071313)	(7, 0.03452538942643517)	(8, 0.04045589288883338)	(9, 0.05224818365260455)	(10, 0.07488448215799817)	(15, 0.10343276063890494)	(20, 0.129249721102016)	(25, 0.1665614014750671)	(30, 0.20280409739529898)	(35, 0.23400541722361612)	(40, 0.2622340161727966)	(45, 0.28926575885646744)	(50, 0.31430712299774555)	(55, 0.3400529771724913)	(60, 0.3658215375569672)	(65, 0.39334445140901)	(70, 0.4306866059056462)	(75, 0.4571829600651549)	(80, 0.48141347350633473)	(85, 0.5076911310142325)	(90, 0.5394953604640671)	(95, 0.5670278348254699)	(100, 0.5927336543672707)	(105, 0.6197355204591912)	(110, 0.6443896839713877)	(115, 0.6657000593349112)	(120, 0.6848282484370061)	(125, 0.7045515792467634)	(130, 0.7281439286881607)	(135, 0.7476670863331921)	(140, 0.7546229544244544)
SRR22223253_2 - polya	(1, 0.019237537427900315)	(2, 0.025643078699125393)	(3, 0.02878908381041271)	(4, 0.033548424876206344)	(5, 0.03709776397612024)	(6, 0.040282608656682706)	(7, 0.04367658947949599)	(8, 0.05196435603097844)	(9, 0.0650323772624796)	(10, 0.0870723389965409)	(15, 0.1239800878491304)	(20, 0.15881320617059175)	(25, 0.18933692489801626)	(30, 0.21646008995244242)	(35, 0.244451468763127)	(40, 0.2723998252816914)	(45, 0.30373319964554407)	(50, 0.3361815684135111)	(55, 0.37182434237140066)	(60, 0.4047107019744244)	(65, 0.45784263521099744)	(70, 0.5102061425077575)	(75, 0.5507600306175312)	(80, 0.5861560239275647)	(85, 0.6360762235510002)	(90, 0.6750347016613178)	(95, 0.7144616447302772)	(100, 0.746869978865299)	(105, 0.7754541092563059)	(110, 0.805373723298543)	(115, 0.8378884181001952)	(120, 0.8720433377889292)	(125, 0.9068483721141453)	(130, 0.9385384729834945)	(135, 0.9707729253545306)	(140, 0.9814370760138174)
SRR22223253_2 - polyg	(1, 0.3320842926209001)	(2, 0.33500323563488654)	(3, 0.335373705372588)	(4, 0.33559777981071387)	(5, 0.3357860023387396)	(6, 0.3359592865708903)	(7, 0.33622220057829133)	(8, 0.3366823000912431)	(9, 0.33789827737547284)	(10, 0.34167228844534764)	(15, 0.345343524039602)	(20, 0.34656547664218185)	(25, 0.34762609564931096)	(30, 0.3487954654504105)	(35, 0.3501405096110008)	(40, 0.35160565767042656)	(45, 0.3531664108234526)	(50, 0.3548837173172494)	(55, 0.3568513896499121)	(60, 0.3594829198512624)	(65, 0.3625590137378544)	(70, 0.36654275848181495)	(75, 0.3720460266821866)	(80, 0.3835192354460665)	(85, 0.3962251523855562)	(90, 0.40662340137826697)	(95, 0.41576982117664774)	(100, 0.4241119631251154)	(105, 0.43219537378902706)	(110, 0.4400188581047127)	(115, 0.4479845549971288)	(120, 0.456705532128988)	(125, 0.46578443083001353)	(130, 0.47526128573315063)	(135, 0.48548386036637076)	(140, 0.49178961382115033)
SRR22223254_1 - polya	(1, 0.0038028688899453982)	(2, 0.010404875475835736)	(3, 0.014980570261631253)	(4, 0.02063539388980285)	(5, 0.023769108650414608)	(6, 0.02619597045750492)	(7, 0.031280599369835876)	(8, 0.036704517699857137)	(9, 0.04695859787894163)	(10, 0.06773536235944877)	(15, 0.0939482972878382)	(20, 0.11804350076747738)	(25, 0.15278767960956835)	(30, 0.18488634346427973)	(35, 0.21242344959226603)	(40, 0.23731786814468675)	(45, 0.2614055318594884)	(50, 0.2842397096700452)	(55, 0.3072491870130755)	(60, 0.33050464918393124)	(65, 0.3542313466571345)	(70, 0.38615376850876787)	(75, 0.4091962323229624)	(80, 0.4307382829344821)	(85, 0.45416904463781116)	(90, 0.4834374692666226)	(95, 0.5093855699550927)	(100, 0.532803137069956)	(105, 0.5585241023426945)	(110, 0.5811895779150109)	(115, 0.6001765907172018)	(120, 0.6174992004315007)	(125, 0.6350696799148345)	(130, 0.6560302261632573)	(135, 0.6742274485987135)	(140, 0.6804684889430056)
SRR22223254_2 - polya	(1, 0.009005306627863268)	(2, 0.011884554325207304)	(3, 0.013646974355987452)	(4, 0.016606332054730586)	(5, 0.019485579752074624)	(6, 0.02192186626521189)	(7, 0.024150809245316193)	(8, 0.029782071108370407)	(9, 0.03792501713293751)	(10, 0.0531968108114196)	(15, 0.07963216880251711)	(20, 0.1045407244140083)	(25, 0.12658793926964465)	(30, 0.14715641774651414)	(35, 0.16782291316627193)	(40, 0.1876788838659918)	(45, 0.20871765517460422)	(50, 0.2303021169633352)	(55, 0.25227016428817717)	(60, 0.27173312474573913)	(65, 0.29455693537964434)	(70, 0.3196445604060276)	(75, 0.3426436705724062)	(80, 0.3631612556366222)	(85, 0.3890179366764368)	(90, 0.4118342075455045)	(95, 0.4343253260559523)	(100, 0.45423690252134924)	(105, 0.47304955826167144)	(110, 0.49240601954090274)	(115, 0.5132120006101555)	(120, 0.5347681882807456)	(125, 0.5572046434961212)	(130, 0.5763000404178519)	(135, 0.595227677571947)	(140, 0.6021256199277115)
SRR22223254_2 - polyg	(1, 0.2053407829979811)	(2, 0.21076470132800235)	(3, 0.21134903310291342)	(4, 0.21180141899316712)	(5, 0.21207944782155225)	(6, 0.2124046001801721)	(7, 0.21266849194948678)	(8, 0.21313030254578746)	(9, 0.21410104726862358)	(10, 0.21700102931927093)	(15, 0.21956831924646086)	(20, 0.22067195232455897)	(25, 0.22166343140069839)	(30, 0.22270203400707259)	(35, 0.22402149285364592)	(40, 0.22531456252328788)	(45, 0.2267537151366575)	(50, 0.22834083563496432)	(55, 0.23008440625365062)	(60, 0.23181855216628988)	(65, 0.23388633267299128)	(70, 0.23630376977403467)	(75, 0.2393215606502689)	(80, 0.244476874857952)	(85, 0.2499158727176484)	(90, 0.25472247280159427)	(95, 0.2591586819378948)	(100, 0.2634082818944658)	(105, 0.2677389343230406)	(110, 0.2724173584047479)	(115, 0.2776320482605268)	(120, 0.28329535412414064)	(125, 0.2892414011691631)	(130, 0.29591503552101023)	(135, 0.3033624382393122)	(140, 0.30807007890976507)
SRR22223255_1 - polya	(1, 0.007176563321938057)	(2, 0.013211006373060026)	(3, 0.01725613614235549)	(4, 0.022249659452986844)	(5, 0.025039902646246403)	(6, 0.027199811107764427)	(7, 0.031496496481011785)	(8, 0.03702204543678279)	(9, 0.04728956209923325)	(10, 0.06795297552546134)	(15, 0.09223011531742602)	(20, 0.11529805334418744)	(25, 0.14853230750307383)	(30, 0.18073026823142735)	(35, 0.20971410011664374)	(40, 0.23588340068132246)	(45, 0.2605774866582281)	(50, 0.2832169127251542)	(55, 0.30612061674841595)	(60, 0.329314043432781)	(65, 0.35541741908056196)	(70, 0.38853254575803664)	(75, 0.4128692492907072)	(80, 0.4360580496651144)	(85, 0.4605959976809465)	(90, 0.48987706998094743)	(95, 0.5150447744397764)	(100, 0.5384053265713644)	(105, 0.5627061762018626)	(110, 0.5874661870956659)	(115, 0.6100859513452717)	(120, 0.6293007514659836)	(125, 0.6506477021884673)	(130, 0.6763659375322668)	(135, 0.6941564124747408)	(140, 0.7003365842895314)
SRR22223255_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0006939464936604084)	(4, 0.0010062224158075923)	(5, 0.0011334459396453338)	(6, 0.0012519951323123203)	(7, 0.0014225903120038373)	(8, 0.0015960769354189394)	(9, 0.0018678726454359328)	(10, 0.0025097731520718107)	(15, 0.003676181550166013)	(20, 0.0047477505941266275)	(25, 0.006120029785340085)	(30, 0.007684879128544306)	(35, 0.010254794310066685)	(40, 0.012904513338360013)	(45, 0.01933334931337898)	(50, 0.027647984884920106)	(55, 0.03629513648467351)	(60, 0.04211908243271849)	(65, 0.049545466492374304)	(70, 0.05479690658314944)	(75, 0.059595546586811154)	(80, 0.07097800394907602)	(85, 0.07927586914702034)	(90, 0.08358122885143845)	(95, 0.08878409268765738)	(100, 0.09355786627529625)	(105, 0.10099118979988868)	(110, 0.10859684337040676)	(115, 0.11513671078441139)	(120, 0.12324027096413079)	(125, 0.13027052723365545)	(130, 0.13778134145003995)	(135, 0.14477227408492385)	(140, 0.14905970683825573)
SRR22223255_2 - polya	(1, 0.0334453295507081)	(2, 0.044369203938412365)	(3, 0.049015754002213516)	(4, 0.05588293284572798)	(5, 0.06045141392899233)	(6, 0.06424787953805948)	(7, 0.06883660072738894)	(8, 0.08248710654643389)	(9, 0.10357440562253954)	(10, 0.13620608290943081)	(15, 0.18787791711612956)	(20, 0.23703939988201173)	(25, 0.28016528301928256)	(30, 0.31979541069473905)	(35, 0.3602484432539278)	(40, 0.40167473577047536)	(45, 0.4489509972285801)	(50, 0.500364914655135)	(55, 0.5583794198138899)	(60, 0.606494778240579)	(65, 0.6711017750891077)	(70, 0.7417628768060789)	(75, 0.8055701003206639)	(80, 0.8610621099749635)	(85, 0.9475104944227086)	(90, 1.0123904435587439)	(95, 1.0796778087390357)	(100, 1.1310518242422052)	(105, 1.1768563408450052)	(110, 1.2245715234603503)	(115, 1.276022451366567)	(120, 1.3288479716189763)	(125, 1.382091016345071)	(130, 1.4333597832967022)	(135, 1.4886042853682626)	(140, 1.5065057917497222)
SRR22223255_2 - polyg	(1, 0.3854872772283569)	(2, 0.38895411825293535)	(3, 0.38939650914264384)	(4, 0.38972035083968537)	(5, 0.38993142623150706)	(6, 0.3901743075042882)	(7, 0.3905328465260128)	(8, 0.3911053523832826)	(9, 0.3922908443099525)	(10, 0.3962665794298819)	(15, 0.4003030348680066)	(20, 0.4020199741510714)	(25, 0.40408619983594535)	(30, 0.40637737984251404)	(35, 0.40904907384310657)	(40, 0.41178322302812864)	(45, 0.41462030760971025)	(50, 0.4175383526155523)	(55, 0.4209236549271257)	(60, 0.4253140230770172)	(65, 0.43087195620249236)	(70, 0.4377119554750051)	(75, 0.44757524830489837)	(80, 0.46231582840773483)	(85, 0.47710614134261703)	(90, 0.49149916990987863)	(95, 0.5053445590358933)	(100, 0.5190858561878586)	(105, 0.5320435720907326)	(110, 0.5455581800547692)	(115, 0.5598899100150907)	(120, 0.5754649607765538)	(125, 0.591571458894412)	(130, 0.60932318849099)	(135, 0.6281892804986375)	(140, 0.6395700029946683)
SRR22223256_1 - polya	(1, 0.00442270466803703)	(2, 0.011532510777809705)	(3, 0.0162239255900203)	(4, 0.022241270785775858)	(5, 0.02518827220302364)	(6, 0.027536182151294296)	(7, 0.032654890143584164)	(8, 0.03842555061681973)	(9, 0.049169551299431596)	(10, 0.07021175813038706)	(15, 0.09662552479421538)	(20, 0.1218666580092076)	(25, 0.15896451620875007)	(30, 0.19291538216243037)	(35, 0.22127443406670205)	(40, 0.24581163480564613)	(45, 0.2692052756523368)	(50, 0.2910016329207106)	(55, 0.31446311206609423)	(60, 0.33780477291768246)	(65, 0.3619111564090827)	(70, 0.3938154201827132)	(75, 0.41792885180904255)	(80, 0.43994370126021975)	(85, 0.46325628855522527)	(90, 0.49188140755307214)	(95, 0.5187101331608537)	(100, 0.543384772530916)	(105, 0.5694179399085707)	(110, 0.593259137323262)	(115, 0.6120001280998524)	(120, 0.6298460057404415)	(125, 0.6466373061922579)	(130, 0.6669526741086453)	(135, 0.6866759986909851)	(140, 0.6937523261598444)
