Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
SRR22223239_1 - polya	(1, 0.0029623366152863205)	(2, 0.00979703965407492)	(3, 0.014010667255658181)	(4, 0.019617778001072127)	(5, 0.02235260716430446)	(6, 0.024295899983932286)	(7, 0.02850478784693109)	(8, 0.03340567754326078)	(9, 0.04267186647587639)	(10, 0.061919944867360785)	(15, 0.08846058504489243)	(20, 0.11160662444823519)	(25, 0.14495732102391626)	(30, 0.17554569795257513)	(35, 0.201865466312071)	(40, 0.22522289805628057)	(45, 0.24724182762423924)	(50, 0.2678663261006503)	(55, 0.28888991056587265)	(60, 0.31126337257994874)	(65, 0.33388330100041663)	(70, 0.3648290542183436)	(75, 0.3873769386123278)	(80, 0.4077066253487855)	(85, 0.4290240736062444)	(90, 0.4569970627839992)	(95, 0.48155744018094426)	(100, 0.5044977749297216)	(105, 0.5285955538408235)	(110, 0.5496523164761371)	(115, 0.5670869708852078)	(120, 0.5838514262584362)	(125, 0.6004215523497017)	(130, 0.6206488607327352)	(135, 0.6394390803769608)	(140, 0.6458036013481713)
SRR22223239_2 - polya	(1, 0.00612848198970434)	(2, 0.008422515464582066)	(3, 0.00969276540521684)	(4, 0.012043675743108065)	(5, 0.01381159823511094)	(6, 0.015442068308164532)	(7, 0.017214730538751867)	(8, 0.021281426244216927)	(9, 0.027390949279583434)	(10, 0.03850374036470393)	(15, 0.05847415491645974)	(20, 0.07691742569630315)	(25, 0.09279175816337025)	(30, 0.107304837708981)	(35, 0.12214590716463625)	(40, 0.13761167416572304)	(45, 0.15387182135356509)	(50, 0.16950727099597548)	(55, 0.18544795980322498)	(60, 0.20000654083924654)	(65, 0.2191484490864391)	(70, 0.23804768271810736)	(75, 0.25414478289864395)	(80, 0.268830388928729)	(85, 0.28602710846085994)	(90, 0.3020313097651412)	(95, 0.317217432189745)	(100, 0.3313731354460876)	(105, 0.34474678183599466)	(110, 0.35815265844827593)	(115, 0.3721168762658064)	(120, 0.38665744629520704)	(125, 0.4025185074942376)	(130, 0.41628460423893776)	(135, 0.4296791054786165)	(140, 0.4342216709379611)
SRR22223239_2 - polyg	(1, 0.08389337294490859)	(2, 0.08570869282275605)	(3, 0.08595989896773233)	(4, 0.08618266668120186)	(5, 0.08630116014581332)	(6, 0.08642439334900923)	(7, 0.0866092431538031)	(8, 0.08682253139010371)	(9, 0.0875477113935258)	(10, 0.0900379700458001)	(15, 0.09234148299784674)	(20, 0.09306381915811815)	(25, 0.09387810624692806)	(30, 0.09480519911404807)	(35, 0.0958176072756883)	(40, 0.096861297711986)	(45, 0.09799409523367147)	(50, 0.09913447633709212)	(55, 0.10058768018708697)	(60, 0.1019735797491825)	(65, 0.10353674553433681)	(70, 0.10536723257565453)	(75, 0.10774942518820316)	(80, 0.11501828828132814)	(85, 0.1230322382799299)	(90, 0.1286573600319648)	(95, 0.13276671338468998)	(100, 0.13648172048718826)	(105, 0.1402573962435676)	(110, 0.14451462944012788)	(115, 0.14921645011591028)	(120, 0.15425953196977374)	(125, 0.15950926642591953)	(130, 0.1652945913421091)	(135, 0.17187998413135525)	(140, 0.1760149320724365)
SRR22223240_1 - polya	(1, 0.0044105100686690655)	(2, 0.012003862454934363)	(3, 0.016869064283260033)	(4, 0.02272448372150453)	(5, 0.02575576211921523)	(6, 0.028276775319977958)	(7, 0.03398568296899977)	(8, 0.04025537712159807)	(9, 0.05249163758702358)	(10, 0.07515448531444133)	(15, 0.10579363693236847)	(20, 0.13270936825177435)	(25, 0.1714571895835776)	(30, 0.20680795825767978)	(35, 0.2376310074317347)	(40, 0.26589161593359156)	(45, 0.2930771310303937)	(50, 0.31898041536496413)	(55, 0.34476446941589134)	(60, 0.3708920683518924)	(65, 0.39814326114731163)	(70, 0.43508747183247704)	(75, 0.4599570902334281)	(80, 0.48255426026222886)	(85, 0.5080220509336615)	(90, 0.5399181726605061)	(95, 0.5678928305668455)	(100, 0.594097221888922)	(105, 0.621454509428261)	(110, 0.6452470135718922)	(115, 0.665880925625109)	(120, 0.6853578997565328)	(125, 0.7039699491184763)	(130, 0.7259931971039773)	(135, 0.745928904699588)	(140, 0.7529998667753144)
SRR22223240_2 - polya	(1, 0.008103617583213265)	(2, 0.01085702879446715)	(3, 0.012216051942774113)	(4, 0.014807794972816759)	(5, 0.016954950504528502)	(6, 0.018874760156411943)	(7, 0.020996655034809433)	(8, 0.02575576211921523)	(9, 0.0328034843938926)	(10, 0.044595157360987216)	(15, 0.06578682463938271)	(20, 0.08542344609975261)	(25, 0.1035595847532557)	(30, 0.12013663588420294)	(35, 0.13693395991205046)	(40, 0.15313109081715132)	(45, 0.17105706083507982)	(50, 0.18913863647742413)	(55, 0.20827711785443692)	(60, 0.2251158693537198)	(65, 0.24725026421380333)	(70, 0.2699131119412211)	(75, 0.2905682429432218)	(80, 0.3093217519637253)	(85, 0.3316269088402132)	(90, 0.3508795683702064)	(95, 0.3698776005147919)	(100, 0.3881238756167451)	(105, 0.40479994850868434)	(110, 0.4220408496087302)	(115, 0.43984253721235256)	(120, 0.4581878340752977)	(125, 0.47819730277858596)	(130, 0.4964577238463953)	(135, 0.5140219613088636)	(140, 0.5201875815698072)
SRR22223240_2 - polyg	(1, 0.09193867380256546)	(2, 0.09481838828039063)	(3, 0.0953286534773386)	(4, 0.09559136427180685)	(5, 0.09580860589030946)	(6, 0.09597027407152069)	(7, 0.09613699438339478)	(8, 0.09634413174057167)	(9, 0.09701101298806802)	(10, 0.09918241874696146)	(15, 0.10123257336994647)	(20, 0.1019439133672759)	(25, 0.10268455572244987)	(30, 0.10353331367380889)	(35, 0.1045306042666557)	(40, 0.10546524843928315)	(45, 0.10652417502621678)	(50, 0.10774274894209648)	(55, 0.10918260618100903)	(60, 0.1105113165453389)	(65, 0.11188145438110415)	(70, 0.11350520917614451)	(75, 0.11575239689498071)	(80, 0.1227445457323667)	(85, 0.12934869093484574)	(90, 0.13390369194047236)	(95, 0.13756143454037661)	(100, 0.14092312228343776)	(105, 0.14414537122020424)	(110, 0.14792941708667978)	(115, 0.15150127346531553)	(120, 0.15549750881963081)	(125, 0.16027581400055543)	(130, 0.16508746324385487)	(135, 0.1704427217464771)	(140, 0.17410652690317677)
SRR22223241_1 - polya	(1, 0.002949838049768623)	(2, 0.008785387235180464)	(3, 0.012239079610220126)	(4, 0.016732544092864565)	(5, 0.01901821053204864)	(6, 0.021226008575509006)	(7, 0.025403418981392523)	(8, 0.03013964963894028)	(9, 0.03872807563787843)	(10, 0.05623380709534074)	(15, 0.07854814101343517)	(20, 0.09908799160780236)	(25, 0.1278608218770983)	(30, 0.15486649761285273)	(35, 0.1780364677851347)	(40, 0.19888412756730384)	(45, 0.21799211577912803)	(50, 0.236112549513421)	(55, 0.2536265258598423)	(60, 0.2727445911581719)	(65, 0.29287677779845617)	(70, 0.31702697365808363)	(75, 0.335931587942253)	(80, 0.35326967332421605)	(85, 0.3713159030578782)	(90, 0.39309340309486573)	(95, 0.41335384356340066)	(100, 0.43270184965380853)	(105, 0.4524465265130207)	(110, 0.47027106034356353)	(115, 0.4854856287692025)	(120, 0.5003813948217608)	(125, 0.5143647264961919)	(130, 0.5304065321140486)	(135, 0.5463292448913867)	(140, 0.5516151348128664)
SRR22223241_2 - polya	(1, 0.005702714863294931)	(2, 0.007672327225718081)	(3, 0.00911518279353969)	(4, 0.011327561330866157)	(5, 0.013416266533807916)	(6, 0.015243883586381953)	(7, 0.017094403108286492)	(8, 0.020900793511015883)	(9, 0.026603508374310813)	(10, 0.0374711881210205)	(15, 0.056455502998459986)	(20, 0.07387970166510571)	(25, 0.08925641957360457)	(30, 0.10288613712157277)	(35, 0.11618422691363531)	(40, 0.12991837972175055)	(45, 0.14425715772019107)	(50, 0.15933797572493988)	(55, 0.17443253521128693)	(60, 0.18828944525501373)	(65, 0.20670211449796388)	(70, 0.2247062036880579)	(75, 0.2402249169064059)	(80, 0.25467087846131314)	(85, 0.271608628679379)	(90, 0.28656027675710377)	(95, 0.30054086013521525)	(100, 0.3137784874082453)	(105, 0.3262191087485738)	(110, 0.33830428376489297)	(115, 0.35096385271202113)	(120, 0.3636499885235726)	(125, 0.37691876315489214)	(130, 0.3896433751149188)	(135, 0.4024632613473605)	(140, 0.4072562901288479)
SRR22223241_2 - polyg	(1, 0.0991722726949386)	(2, 0.10264428704544266)	(3, 0.10312065840751711)	(4, 0.10341381001494752)	(5, 0.10366573717758304)	(6, 0.10389934236475416)	(7, 0.10417417199672019)	(8, 0.1044673236041506)	(9, 0.10532845645097746)	(10, 0.10814546017862918)	(15, 0.11068580207676844)	(20, 0.11157899838065802)	(25, 0.112482271771053)	(30, 0.11347532284122355)	(35, 0.11448119929421918)	(40, 0.1155768534269904)	(45, 0.11661662553459515)	(50, 0.11775442021093449)	(55, 0.11913406496340391)	(60, 0.12048164625881064)	(65, 0.12191076034503394)	(70, 0.12358172450738733)	(75, 0.12572631173549553)	(80, 0.13213442265416991)	(85, 0.13854161747407107)	(90, 0.14319631534080227)	(95, 0.14696422959505642)	(100, 0.15039043900689947)	(105, 0.15354731537941582)	(110, 0.15706330247103445)	(115, 0.16080373376209198)	(120, 0.1652165815526931)	(125, 0.16982547448076324)	(130, 0.17451590019964996)	(135, 0.1798833229119464)	(140, 0.183453359831185)
SRR22223242_1 - polya	(1, 0.0028263317963162457)	(2, 0.008344408160552725)	(3, 0.011787984831926541)	(4, 0.015885933889639586)	(5, 0.01841988653461277)	(6, 0.020698587539524558)	(7, 0.0249868150925561)	(8, 0.029813391559171693)	(9, 0.03868222581657784)	(10, 0.056062542035304176)	(15, 0.07812463742664763)	(20, 0.0983377827561645)	(25, 0.12697980133439987)	(30, 0.15389167788691)	(35, 0.1768708228069104)	(40, 0.19721298623813105)	(45, 0.21663160282622043)	(50, 0.23487513368224527)	(55, 0.2531242336649625)	(60, 0.2718151510319313)	(65, 0.29129874076476364)	(70, 0.3149164788788085)	(75, 0.3335043674019708)	(80, 0.35072132257105787)	(85, 0.3688562554565839)	(90, 0.3904245549478813)	(95, 0.41096163781333067)	(100, 0.43161660052709927)	(105, 0.4523838739624949)	(110, 0.4708408880083893)	(115, 0.4856148529351433)	(120, 0.5005094822735625)	(125, 0.5147645902301553)	(130, 0.531885942057692)	(135, 0.5481849195103401)	(140, 0.5537104213768329)
SRR22223242_2 - polya	(1, 0.005750123309746844)	(2, 0.007782854552417642)	(3, 0.009175136225479831)	(4, 0.011588424458787628)	(5, 0.013857843585878996)	(6, 0.015978752667843734)	(7, 0.018155353016730956)	(8, 0.022332198035917527)	(9, 0.028606747442517795)	(10, 0.0403381128197398)	(15, 0.06085570374176628)	(20, 0.08002278144092242)	(25, 0.0972137473521123)	(30, 0.11212508407060835)	(35, 0.12661873628718576)	(40, 0.14064272548605017)	(45, 0.15536192733366366)	(50, 0.17050067005875985)	(55, 0.18634019455929737)	(60, 0.20072896155650408)	(65, 0.22387518027727196)	(70, 0.2447770409410636)	(75, 0.2609655640476487)	(80, 0.2757005450875568)	(85, 0.2929128593177337)	(90, 0.3079123738755237)	(95, 0.32257959720734286)	(100, 0.33602996635690563)	(105, 0.34886309063141085)	(110, 0.3614326095758163)	(115, 0.3739900620790553)	(120, 0.3868640266159703)	(125, 0.4008694520591939)	(130, 0.4139726789782731)	(135, 0.42662666301084445)	(140, 0.43127317104774393)
SRR22223242_2 - polyg	(1, 0.12646558530314891)	(2, 0.12864682659094634)	(3, 0.1289995379481221)	(4, 0.12920373926017123)	(5, 0.12939865869439993)	(6, 0.12954716873952657)	(7, 0.12974208817375527)	(8, 0.13004839014182895)	(9, 0.13099514167951123)	(10, 0.1347747223279841)	(15, 0.13794633997921973)	(20, 0.1386257734356741)	(25, 0.13929035588761576)	(30, 0.1401405758959658)	(35, 0.14105391267349454)	(40, 0.14203129440798418)	(45, 0.14297433319453834)	(50, 0.1442905034694731)	(55, 0.1457161999026888)	(60, 0.14695718696727825)	(65, 0.14834482770143023)	(70, 0.1499338851842852)	(75, 0.15235923985875952)	(80, 0.1634854268020905)	(85, 0.1747675492928044)	(90, 0.18115069666990355)	(95, 0.18585382416150764)	(100, 0.18964361487558293)	(105, 0.19294239425295828)	(110, 0.19650385077265137)	(115, 0.20034840456586708)	(120, 0.20445563550140053)	(125, 0.20879676975800848)	(130, 0.213600141530073)	(135, 0.21879892129728723)	(140, 0.22199931276976617)
SRR22223243_1 - polya	(1, 0.0032198923847567167)	(2, 0.009011098831054868)	(3, 0.012589779224398762)	(4, 0.017226424258448433)	(5, 0.019788538627461993)	(6, 0.021996464834152313)	(7, 0.02634331955357388)	(8, 0.03191833322546694)	(9, 0.04154121160962558)	(10, 0.06056433581876826)	(15, 0.08586625017818654)	(20, 0.10804578889364361)	(25, 0.13978472811481696)	(30, 0.17026514939817683)	(35, 0.1947657705384171)	(40, 0.21631053046945067)	(45, 0.23693900102470775)	(50, 0.2563448324430101)	(55, 0.2764912391098065)	(60, 0.2959734279760902)	(65, 0.317071082850269)	(70, 0.3433122858167834)	(75, 0.36457369521795846)	(80, 0.3832923096044284)	(85, 0.40255370585004313)	(90, 0.42622727463202725)	(95, 0.4493378222313054)	(100, 0.47109049521346896)	(105, 0.4930078426918816)	(110, 0.5129334567380088)	(115, 0.5293585877772793)	(120, 0.5455003682866911)	(125, 0.5614277959602034)	(130, 0.5806063949730672)	(135, 0.5986313525429353)	(140, 0.604875183861605)
SRR22223243_2 - polya	(1, 0.00629718953533135)	(2, 0.008394719431687155)	(3, 0.00993566793010644)	(4, 0.012263190139659152)	(5, 0.014659710043170937)	(6, 0.016665243014247978)	(7, 0.01876277291060378)	(8, 0.02338561840586164)	(9, 0.030216390107809816)	(10, 0.04172244555242475)	(15, 0.06281734051884517)	(20, 0.0820759768567015)	(25, 0.09851766734252207)	(30, 0.11351224619370773)	(35, 0.12799440217109065)	(40, 0.1437240364552536)	(45, 0.15994217441264677)	(50, 0.1762992277272109)	(55, 0.19340513601354417)	(60, 0.20908141208104541)	(65, 0.23222875845043509)	(70, 0.25372292007256536)	(75, 0.2708113489430956)	(80, 0.2864094276241099)	(85, 0.3053801135858437)	(90, 0.32175004646994687)	(95, 0.33783202897792747)	(100, 0.3522810660622101)	(105, 0.36590213081898376)	(110, 0.3792702040312409)	(115, 0.3930495034994941)	(120, 0.40698335780221556)	(125, 0.42204141453184346)	(130, 0.43603414686674336)	(135, 0.4501805140668589)	(140, 0.455200786279321)
SRR22223243_2 - polyg	(1, 0.1222915127730601)	(2, 0.1256907991621104)	(3, 0.1261737830198239)	(4, 0.12650037210456352)	(5, 0.1267487638028162)	(6, 0.12688675919073433)	(7, 0.12708455258008367)	(8, 0.12740654181855934)	(9, 0.12828971230123548)	(10, 0.13114621683114108)	(15, 0.13388128541967872)	(20, 0.13474697648655187)	(25, 0.13566510580083394)	(30, 0.13675894924239845)	(35, 0.13793283000895545)	(40, 0.13909567114447902)	(45, 0.14025207249523305)	(50, 0.14136431532185328)	(55, 0.14267711144558126)	(60, 0.1440653450480378)	(65, 0.14553637588324525)	(70, 0.14731743635664207)	(75, 0.1496017200113138)	(80, 0.15730370259565185)	(85, 0.16547854937592274)	(90, 0.17102596397023218)	(95, 0.17527806185661662)	(100, 0.17915481228786373)	(105, 0.182779491143847)	(110, 0.18676571791617577)	(115, 0.1908209423824637)	(120, 0.19507948005361767)	(125, 0.19966736671726962)	(130, 0.20467291942168706)	(135, 0.21032797041857268)	(140, 0.21425163928171193)
SRR22223244_1 - polya	(1, 0.002385498535618522)	(2, 0.006907614854123712)	(3, 0.009603040364842278)	(4, 0.013082675039829138)	(5, 0.015003283112797593)	(6, 0.016350995868156876)	(7, 0.0190135503360618)	(8, 0.022662236088375958)	(9, 0.02917539842873598)	(10, 0.041396852146847726)	(15, 0.057166500143529066)	(20, 0.07281405569547403)	(25, 0.09395013622464521)	(30, 0.11404843097355717)	(35, 0.13048113486242224)	(40, 0.1452270846686216)	(45, 0.15931091775528908)	(50, 0.17257485311691917)	(55, 0.18696297814277577)	(60, 0.1999592492986376)	(65, 0.21381298508560959)	(70, 0.23117546989977483)	(75, 0.24538609129443772)	(80, 0.2582856276671623)	(85, 0.2714124438216269)	(90, 0.28706657358213455)	(95, 0.3025103286686349)	(100, 0.31693789894586794)	(105, 0.33160026238605544)	(110, 0.3448125432518355)	(115, 0.3560206296786353)	(120, 0.36670277942041685)	(125, 0.3769313087713701)	(130, 0.3893603196455337)	(135, 0.4005918853886289)	(140, 0.4043420017873395)
SRR22223244_2 - polya	(1, 0.0042544521127369705)	(2, 0.005705473859796268)	(3, 0.0069498776234555365)	(4, 0.009138149902192211)	(5, 0.011265375958560697)	(6, 0.013261117843674617)	(7, 0.01537895217352492)	(8, 0.01916381796035273)	(9, 0.024441968263571666)	(10, 0.03498793797083953)	(15, 0.05368968298649766)	(20, 0.07072533571783009)	(25, 0.08607799105710409)	(30, 0.09940203346845053)	(35, 0.11188645552907142)	(40, 0.12412105766430859)	(45, 0.1372741706530241)	(50, 0.15013520094702412)	(55, 0.16278961325762412)	(60, 0.17413106220098212)	(65, 0.1903439996893217)	(70, 0.20568350661147022)	(75, 0.21850790917204935)	(80, 0.2305105356622874)	(85, 0.24448354637604028)	(90, 0.25680736991320025)	(95, 0.2686184051824674)	(100, 0.27963396121564443)	(105, 0.29020904527511865)	(110, 0.30086771570060467)	(115, 0.31167007954181897)	(120, 0.32203854561789313)	(125, 0.3332485103899966)	(130, 0.3436376382644108)	(135, 0.3536172868626323)	(140, 0.3571532718967282)
SRR22223244_2 - polyg	(1, 0.11872081491635329)	(2, 0.12336502367959486)	(3, 0.12398487762979495)	(4, 0.12430419633141318)	(5, 0.12455777294740412)	(6, 0.12479726197361779)	(7, 0.12495222546116781)	(8, 0.1252433689832315)	(9, 0.1261355830024589)	(10, 0.12881316423279293)	(15, 0.13111695474770324)	(20, 0.13194060916334788)	(25, 0.1326543803787298)	(30, 0.13347615644907085)	(35, 0.13430075003736733)	(40, 0.1351403703880929)	(45, 0.13605230703300847)	(50, 0.13701589817377408)	(55, 0.13827720704516605)	(60, 0.13934598552293534)	(65, 0.14052182968301188)	(70, 0.14182634049638748)	(75, 0.1437375568428378)	(80, 0.15124999888473245)	(85, 0.15867509787000808)	(90, 0.1633164891152942)	(95, 0.16670784156101015)	(100, 0.16955165635071598)	(105, 0.1720291938062127)	(110, 0.17487488694122222)	(115, 0.17804647298641266)	(120, 0.1814631830937277)	(125, 0.18497662798418002)	(130, 0.18887231614392236)	(135, 0.19308168796937208)	(140, 0.19574236409197338)
SRR22223245_1 - polya	(1, 0.002411414784245014)	(2, 0.007574622980332252)	(3, 0.010398327369835857)	(4, 0.014458900575115235)	(5, 0.016189558104165832)	(6, 0.017723658960941985)	(7, 0.020672009045058653)	(8, 0.023721034497901253)	(9, 0.030288903790974157)	(10, 0.04393377209896255)	(15, 0.061355404953726725)	(20, 0.07753058086236028)	(25, 0.10070796836914149)	(30, 0.12216141003812049)	(35, 0.13984288122550115)	(40, 0.15546002794748237)	(45, 0.17068118488580825)	(50, 0.18483997698081667)	(55, 0.19973130223493565)	(60, 0.2145478400722868)	(65, 0.22925027915841528)	(70, 0.2481868366092459)	(75, 0.26380877739640457)	(80, 0.2777393719889675)	(85, 0.2920506153566181)	(90, 0.309876867312357)	(95, 0.32744328093547936)	(100, 0.34390705956779394)	(105, 0.36023372793603414)	(110, 0.3750636891558822)	(115, 0.38757524045592706)	(120, 0.3996946372244587)	(125, 0.410999042912828)	(130, 0.4245058421437065)	(135, 0.4380653760915368)	(140, 0.44263124376651675)
SRR22223245_2 - polya	(1, 0.0051152675443129824)	(2, 0.007032893615283173)	(3, 0.008552612276527049)	(4, 0.010940056734884936)	(5, 0.012991916630823039)	(6, 0.015154040025841928)	(7, 0.01713398894411865)	(8, 0.0209069182387525)	(9, 0.026381740671372392)	(10, 0.03731508571500893)	(15, 0.05680487828731445)	(20, 0.0736953287204199)	(25, 0.0879116495975574)	(30, 0.1008105613639384)	(35, 0.11337388856789961)	(40, 0.1259362569588253)	(45, 0.13924266426528745)	(50, 0.15209459419292967)	(55, 0.16559180529345335)	(60, 0.1770534563196422)	(65, 0.19287866547032367)	(70, 0.2080307878700946)	(75, 0.22097380503610795)	(80, 0.23293308002771354)	(85, 0.2473900629767578)	(90, 0.2597472453780897)	(95, 0.27153297521027253)	(100, 0.282693558943319)	(105, 0.2934610293318166)	(110, 0.30446820297918553)	(115, 0.31568535668132564)	(120, 0.3272208363112469)	(125, 0.3394437848876108)	(130, 0.35085653644898984)	(135, 0.36175152897120705)	(140, 0.3658974365366446)
SRR22223245_2 - polyg	(1, 0.0909865630023581)	(2, 0.09468278725415315)	(3, 0.09519095816296025)	(4, 0.09551695459502518)	(5, 0.09570871720212219)	(6, 0.0959148620047515)	(7, 0.09614497713326792)	(8, 0.09645179730462315)	(9, 0.09710379016875301)	(10, 0.09979038429418226)	(15, 0.10239452049855977)	(20, 0.10312225959249297)	(25, 0.10379822278250994)	(30, 0.10448377410288179)	(35, 0.10519808981431819)	(40, 0.10593541703860623)	(45, 0.10661138022862322)	(50, 0.10743212418699846)	(55, 0.10835546114017061)	(60, 0.1092308574415685)	(65, 0.11023856994186335)	(70, 0.11132490511106793)	(75, 0.11295201083228615)	(80, 0.12063114443348628)	(85, 0.1280005814242247)	(90, 0.13243796815244974)	(95, 0.135478364287973)	(100, 0.13806044779253435)	(105, 0.14049775052873742)	(110, 0.14291108293905344)	(115, 0.14562835908161817)	(120, 0.1484587751623702)	(125, 0.1516669635791033)	(130, 0.15494706297349783)	(135, 0.15868259855974776)	(140, 0.16114770687397995)
SRR22223246_1 - polya	(1, 0.0034433993784152724)	(2, 0.009200256613615912)	(3, 0.012312466235691384)	(4, 0.01648156081549828)	(5, 0.018609942043740814)	(6, 0.02056785795622022)	(7, 0.024357058403754992)	(8, 0.02872584092488441)	(9, 0.037317292839346275)	(10, 0.05308874385375127)	(15, 0.07334002336641139)	(20, 0.0925996817850894)	(25, 0.11885426267516772)	(30, 0.14395747211820592)	(35, 0.1658325555244497)	(40, 0.18493246359006968)	(45, 0.20353071658358673)	(50, 0.22093960871683643)	(55, 0.2387956070211449)	(60, 0.25658439328666677)	(65, 0.2749771138137494)	(70, 0.29906240179980204)	(75, 0.31664662968640817)	(80, 0.332533997115532)	(85, 0.35008218376394823)	(90, 0.3712432610190241)	(95, 0.3905340902382989)	(100, 0.4078338845694601)	(105, 0.42617790072061046)	(110, 0.44328482572307976)	(115, 0.4569902371104356)	(120, 0.47044920435557397)	(125, 0.48350197710543663)	(130, 0.49884093326156254)	(135, 0.5135087431173411)	(140, 0.5183655434853124)
SRR22223246_2 - polya	(1, 0.007948554152155198)	(2, 0.010403254699144304)	(3, 0.01172314328691027)	(4, 0.01414375077074675)	(5, 0.01615524149675171)	(6, 0.018356679288892733)	(7, 0.020397392640457087)	(8, 0.024902547414197014)	(9, 0.03139484072597574)	(10, 0.04235429939826718)	(15, 0.06264746467422909)	(20, 0.08074503668316187)	(25, 0.09681650665330997)	(30, 0.11111611142704017)	(35, 0.12478061113861286)	(40, 0.13895455862243764)	(45, 0.1540733709993495)	(50, 0.16931784066616679)	(55, 0.1863351496169206)	(60, 0.20073021496747812)	(65, 0.2205236733463744)	(70, 0.24012328830906)	(75, 0.25731495892565165)	(80, 0.2730795913274261)	(85, 0.2930610485974211)	(90, 0.31007446119810034)	(95, 0.3264459501239916)	(100, 0.3401201907107508)	(105, 0.35428537140690775)	(110, 0.36911682796581885)	(115, 0.3840788122522287)	(120, 0.39943335380865297)	(125, 0.41589348469874104)	(130, 0.4318957944550652)	(135, 0.44708571522083834)	(140, 0.4524782637240652)
SRR22223246_2 - polyg	(1, 0.11395849880645056)	(2, 0.11954002028829484)	(3, 0.12035338336636464)	(4, 0.12082094537531494)	(5, 0.12112778294368859)	(6, 0.12130798913463818)	(7, 0.12154177013911334)	(8, 0.12181938508192758)	(9, 0.1228470474140996)	(10, 0.1263118767179251)	(15, 0.12916010862244737)	(20, 0.13000756476366981)	(25, 0.13084917637978036)	(30, 0.13163721318236535)	(35, 0.13245934304810297)	(40, 0.13327952473880328)	(45, 0.1341074991296528)	(50, 0.13519458080046226)	(55, 0.13657973325197753)	(60, 0.13765902222263784)	(65, 0.13875584476863376)	(70, 0.14000754723009448)	(75, 0.1421037835702217)	(80, 0.15203070947274785)	(85, 0.16108972339616004)	(90, 0.1664345416109732)	(95, 0.16983702931360534)	(100, 0.1726950020933141)	(105, 0.17537276868207322)	(110, 0.17823171554930062)	(115, 0.18116469306794514)	(120, 0.18457886982080102)	(125, 0.18826579107887792)	(130, 0.19221084552939613)	(135, 0.1966945703777258)	(140, 0.199595403008255)
SRR22223247_1 - polya	(1, 0.006180102860410088)	(2, 0.011533058874103691)	(3, 0.014888643240896697)	(4, 0.0196588367034946)	(5, 0.02230946637138151)	(6, 0.024560621709888302)	(7, 0.028940740239091496)	(8, 0.03354174457395193)	(9, 0.042936440861373805)	(10, 0.06098798085136251)	(15, 0.08165819256288771)	(20, 0.10259816693919432)	(25, 0.13377220366442033)	(30, 0.16458436364420787)	(35, 0.18998059165719955)	(40, 0.21200807614901857)	(45, 0.233329666002333)	(50, 0.2529443255446962)	(55, 0.27312764854417687)	(60, 0.29246596584456885)	(65, 0.3131164388245247)	(70, 0.3413888820090532)	(75, 0.365313164610729)	(80, 0.38760571206933675)	(85, 0.4090147163053155)	(90, 0.43405000751246725)	(95, 0.45928362597491124)	(100, 0.48148217947366484)	(105, 0.5055465130755232)	(110, 0.5285910122129641)	(115, 0.5477498010500348)	(120, 0.5652853142004242)	(125, 0.5825783229343898)	(130, 0.602270997463432)	(135, 0.6197275556875439)	(140, 0.6256942922590851)
SRR22223247_2 - polya	(1, 0.026252512987262926)	(2, 0.032164733062088696)	(3, 0.03526653373727551)	(4, 0.04024351391155253)	(5, 0.04443564452104743)	(6, 0.04804971227743934)	(7, 0.05184706825554683)	(8, 0.060856389307566705)	(9, 0.07492728509773233)	(10, 0.09910723127021134)	(15, 0.1401177358941737)	(20, 0.17778299548692703)	(25, 0.20809886735868469)	(30, 0.23549058713937984)	(35, 0.26310977230292204)	(40, 0.2925515003480361)	(45, 0.3271055598696172)	(50, 0.36342670583645625)	(55, 0.40329424390859214)	(60, 0.43776182898710747)	(65, 0.48862196066418573)	(70, 0.5394454346969211)	(75, 0.5810415216907746)	(80, 0.6182133129942937)	(85, 0.6690358470874302)	(90, 0.7133981763197916)	(95, 0.7573629111019696)	(100, 0.7935064084846843)	(105, 0.827124288166118)	(110, 0.8607995041630631)	(115, 0.8941617202736936)	(120, 0.9289225665069537)	(125, 0.9628318274639354)	(130, 0.9976829078986554)	(135, 1.0310648627408554)	(140, 1.0423319187085718)
