Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
SRR22223248_1	(2.0, 84556.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 15.0)	(15.0, 141.0)	(16.0, 381.0)	(17.0, 629.0)	(18.0, 1237.0)	(19.0, 2281.0)	(20.0, 4043.0)	(21.0, 6864.0)	(22.0, 11863.0)	(23.0, 19567.0)	(24.0, 29544.0)	(25.0, 45742.0)	(26.0, 68468.0)	(27.0, 100987.0)	(28.0, 141313.0)	(29.0, 193780.0)	(30.0, 252492.0)	(31.0, 326473.0)	(32.0, 410170.0)	(33.0, 542627.0)	(34.0, 817538.0)	(35.0, 1952117.0)	(36.0, 14922177.0)	(37.0, 2531554.0)
SRR22223248_2	(2.0, 6729.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 5.0)	(12.0, 233.0)	(13.0, 973.0)	(14.0, 1853.0)	(15.0, 2787.0)	(16.0, 3599.0)	(17.0, 4308.0)	(18.0, 5017.0)	(19.0, 6656.0)	(20.0, 10245.0)	(21.0, 16822.0)	(22.0, 27728.0)	(23.0, 50629.0)	(24.0, 67105.0)	(25.0, 66515.0)	(26.0, 80542.0)	(27.0, 106507.0)	(28.0, 137128.0)	(29.0, 178827.0)	(30.0, 230106.0)	(31.0, 309139.0)	(32.0, 429820.0)	(33.0, 682091.0)	(34.0, 1296684.0)	(35.0, 3657830.0)	(36.0, 13315284.0)	(37.0, 1771397.0)
SRR22223249_1	(2.0, 86661.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 3.0)	(14.0, 21.0)	(15.0, 84.0)	(16.0, 264.0)	(17.0, 904.0)	(18.0, 2881.0)	(19.0, 6527.0)	(20.0, 10317.0)	(21.0, 14619.0)	(22.0, 22187.0)	(23.0, 31246.0)	(24.0, 42268.0)	(25.0, 66002.0)	(26.0, 106221.0)	(27.0, 163122.0)	(28.0, 237155.0)	(29.0, 340122.0)	(30.0, 472987.0)	(31.0, 671811.0)	(32.0, 941107.0)	(33.0, 1340290.0)	(34.0, 2016494.0)	(35.0, 4654811.0)	(36.0, 35654733.0)	(37.0, 5883075.0)
SRR22223249_2	(2.0, 45060.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 26.0)	(12.0, 764.0)	(13.0, 3159.0)	(14.0, 4710.0)	(15.0, 5210.0)	(16.0, 5338.0)	(17.0, 6314.0)	(18.0, 8635.0)	(19.0, 13490.0)	(20.0, 21494.0)	(21.0, 35162.0)	(22.0, 55932.0)	(23.0, 89810.0)	(24.0, 126139.0)	(25.0, 154776.0)	(26.0, 187806.0)	(27.0, 241172.0)	(28.0, 309872.0)	(29.0, 421395.0)	(30.0, 576885.0)	(31.0, 833580.0)	(32.0, 1204015.0)	(33.0, 1890022.0)	(34.0, 3444019.0)	(35.0, 8811527.0)	(36.0, 30708880.0)	(37.0, 3560720.0)
SRR22223250_1	(2.0, 49193.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 17.0)	(15.0, 140.0)	(16.0, 379.0)	(17.0, 665.0)	(18.0, 1037.0)	(19.0, 1749.0)	(20.0, 2882.0)	(21.0, 4548.0)	(22.0, 7461.0)	(23.0, 12331.0)	(24.0, 19235.0)	(25.0, 31163.0)	(26.0, 50429.0)	(27.0, 79469.0)	(28.0, 117102.0)	(29.0, 168522.0)	(30.0, 228024.0)	(31.0, 297466.0)	(32.0, 377644.0)	(33.0, 508227.0)	(34.0, 772140.0)	(35.0, 1874552.0)	(36.0, 14405046.0)	(37.0, 2164050.0)
SRR22223250_2	(2.0, 5878.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 6.0)	(12.0, 202.0)	(13.0, 1004.0)	(14.0, 2067.0)	(15.0, 3231.0)	(16.0, 4102.0)	(17.0, 4751.0)	(18.0, 5118.0)	(19.0, 6732.0)	(20.0, 9518.0)	(21.0, 14943.0)	(22.0, 23932.0)	(23.0, 41318.0)	(24.0, 52421.0)	(25.0, 59790.0)	(26.0, 78207.0)	(27.0, 105864.0)	(28.0, 140322.0)	(29.0, 184822.0)	(30.0, 241131.0)	(31.0, 326101.0)	(32.0, 459863.0)	(33.0, 735016.0)	(34.0, 1397461.0)	(35.0, 3750953.0)	(36.0, 12129149.0)	(37.0, 1389569.0)
SRR22223251_1	(2.0, 181696.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 2.0)	(14.0, 55.0)	(15.0, 329.0)	(16.0, 797.0)	(17.0, 1197.0)	(18.0, 1819.0)	(19.0, 3252.0)	(20.0, 5553.0)	(21.0, 9575.0)	(22.0, 16440.0)	(23.0, 27761.0)	(24.0, 43348.0)	(25.0, 66965.0)	(26.0, 101887.0)	(27.0, 146148.0)	(28.0, 203774.0)	(29.0, 285852.0)	(30.0, 388020.0)	(31.0, 541010.0)	(32.0, 736395.0)	(33.0, 1026023.0)	(34.0, 1508286.0)	(35.0, 3422000.0)	(36.0, 28547130.0)	(37.0, 5804165.0)
SRR22223251_2	(2.0, 26776.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 28.0)	(12.0, 1223.0)	(13.0, 5173.0)	(14.0, 7923.0)	(15.0, 8742.0)	(16.0, 8583.0)	(17.0, 8752.0)	(18.0, 10158.0)	(19.0, 13561.0)	(20.0, 20180.0)	(21.0, 32943.0)	(22.0, 51460.0)	(23.0, 81300.0)	(24.0, 119786.0)	(25.0, 135179.0)	(26.0, 138558.0)	(27.0, 167584.0)	(28.0, 214143.0)	(29.0, 287229.0)	(30.0, 394378.0)	(31.0, 571483.0)	(32.0, 827159.0)	(33.0, 1284996.0)	(34.0, 2331527.0)	(35.0, 6170783.0)	(36.0, 26104199.0)	(37.0, 4045673.0)
SRR22223252_1	(2.0, 49968.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 16.0)	(15.0, 126.0)	(16.0, 244.0)	(17.0, 448.0)	(18.0, 863.0)	(19.0, 1772.0)	(20.0, 3214.0)	(21.0, 5384.0)	(22.0, 9234.0)	(23.0, 15102.0)	(24.0, 24355.0)	(25.0, 39366.0)	(26.0, 62615.0)	(27.0, 97172.0)	(28.0, 141168.0)	(29.0, 198260.0)	(30.0, 258404.0)	(31.0, 329944.0)	(32.0, 410529.0)	(33.0, 536530.0)	(34.0, 785345.0)	(35.0, 1787442.0)	(36.0, 14476591.0)	(37.0, 2681342.0)
SRR22223252_2	(2.0, 7120.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 23.0)	(12.0, 628.0)	(13.0, 2580.0)	(14.0, 3532.0)	(15.0, 3784.0)	(16.0, 3752.0)	(17.0, 3895.0)	(18.0, 4436.0)	(19.0, 6053.0)	(20.0, 8701.0)	(21.0, 14065.0)	(22.0, 22034.0)	(23.0, 35189.0)	(24.0, 51040.0)	(25.0, 69170.0)	(26.0, 86756.0)	(27.0, 110948.0)	(28.0, 140588.0)	(29.0, 178895.0)	(30.0, 223851.0)	(31.0, 293438.0)	(32.0, 403427.0)	(33.0, 632492.0)	(34.0, 1185431.0)	(35.0, 3327939.0)	(36.0, 13210965.0)	(37.0, 1884702.0)
SRR22223253_1	(2.0, 112546.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 4.0)	(14.0, 31.0)	(15.0, 122.0)	(16.0, 352.0)	(17.0, 702.0)	(18.0, 1578.0)	(19.0, 3413.0)	(20.0, 5966.0)	(21.0, 10245.0)	(22.0, 17041.0)	(23.0, 27119.0)	(24.0, 38764.0)	(25.0, 57382.0)	(26.0, 83917.0)	(27.0, 124168.0)	(28.0, 176965.0)	(29.0, 251271.0)	(30.0, 341096.0)	(31.0, 461874.0)	(32.0, 614672.0)	(33.0, 851616.0)	(34.0, 1246461.0)	(35.0, 2748394.0)	(36.0, 21738831.0)	(37.0, 4556490.0)
SRR22223253_2	(2.0, 8334.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 11.0)	(12.0, 334.0)	(13.0, 1729.0)	(14.0, 3249.0)	(15.0, 4179.0)	(16.0, 4817.0)	(17.0, 5744.0)	(18.0, 7175.0)	(19.0, 10725.0)	(20.0, 16674.0)	(21.0, 26558.0)	(22.0, 43130.0)	(23.0, 72704.0)	(24.0, 91331.0)	(25.0, 90871.0)	(26.0, 110530.0)	(27.0, 146462.0)	(28.0, 191436.0)	(29.0, 258818.0)	(30.0, 345081.0)	(31.0, 484268.0)	(32.0, 688378.0)	(33.0, 1067951.0)	(34.0, 1926437.0)	(35.0, 5019555.0)	(36.0, 19889588.0)	(37.0, 2954951.0)
SRR22223254_1	(2.0, 32676.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 11.0)	(15.0, 38.0)	(16.0, 105.0)	(17.0, 256.0)	(18.0, 593.0)	(19.0, 1336.0)	(20.0, 2360.0)	(21.0, 3979.0)	(22.0, 6987.0)	(23.0, 12676.0)	(24.0, 21727.0)	(25.0, 36205.0)	(26.0, 57457.0)	(27.0, 86031.0)	(28.0, 122364.0)	(29.0, 173173.0)	(30.0, 233538.0)	(31.0, 309265.0)	(32.0, 395293.0)	(33.0, 532901.0)	(34.0, 806335.0)	(35.0, 1901157.0)	(36.0, 14172012.0)	(37.0, 2312346.0)
SRR22223254_2	(2.0, 9052.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 1.0)	(10.0, 0.0)	(11.0, 11.0)	(12.0, 775.0)	(13.0, 3175.0)	(14.0, 4304.0)	(15.0, 4559.0)	(16.0, 4380.0)	(17.0, 4499.0)	(18.0, 5196.0)	(19.0, 7033.0)	(20.0, 10238.0)	(21.0, 15881.0)	(22.0, 24738.0)	(23.0, 38054.0)	(24.0, 53751.0)	(25.0, 65963.0)	(26.0, 78350.0)	(27.0, 100320.0)	(28.0, 130798.0)	(29.0, 174761.0)	(30.0, 227240.0)	(31.0, 308959.0)	(32.0, 435680.0)	(33.0, 702357.0)	(34.0, 1332635.0)	(35.0, 3600053.0)	(36.0, 12336484.0)	(37.0, 1541574.0)
SRR22223255_1	(2.0, 134514.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 2.0)	(14.0, 25.0)	(15.0, 198.0)	(16.0, 536.0)	(17.0, 1279.0)	(18.0, 3306.0)	(19.0, 7506.0)	(20.0, 12359.0)	(21.0, 19161.0)	(22.0, 30357.0)	(23.0, 45535.0)	(24.0, 63241.0)	(25.0, 87871.0)	(26.0, 122171.0)	(27.0, 169489.0)	(28.0, 228057.0)	(29.0, 307331.0)	(30.0, 400254.0)	(31.0, 529363.0)	(32.0, 696805.0)	(33.0, 942088.0)	(34.0, 1348567.0)	(35.0, 2774666.0)	(36.0, 21511587.0)	(37.0, 5148531.0)
SRR22223255_2	(2.0, 10132.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 1.0)	(10.0, 0.0)	(11.0, 25.0)	(12.0, 618.0)	(13.0, 2642.0)	(14.0, 3962.0)	(15.0, 4740.0)	(16.0, 5049.0)	(17.0, 5997.0)	(18.0, 8184.0)	(19.0, 12442.0)	(20.0, 19832.0)	(21.0, 32684.0)	(22.0, 51590.0)	(23.0, 84681.0)	(24.0, 117785.0)	(25.0, 120913.0)	(26.0, 134393.0)	(27.0, 174121.0)	(28.0, 222952.0)	(29.0, 294282.0)	(30.0, 384956.0)	(31.0, 528201.0)	(32.0, 726385.0)	(33.0, 1089407.0)	(34.0, 1921514.0)	(35.0, 5051865.0)	(36.0, 20566113.0)	(37.0, 3009333.0)
SRR22223256_1	(2.0, 44518.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 3.0)	(15.0, 22.0)	(16.0, 77.0)	(17.0, 172.0)	(18.0, 305.0)	(19.0, 562.0)	(20.0, 1131.0)	(21.0, 2450.0)	(22.0, 5271.0)	(23.0, 10808.0)	(24.0, 19427.0)	(25.0, 31871.0)	(26.0, 50246.0)	(27.0, 72804.0)	(28.0, 102582.0)	(29.0, 145023.0)	(30.0, 197777.0)	(31.0, 270996.0)	(32.0, 357342.0)	(33.0, 499259.0)	(34.0, 787238.0)	(35.0, 1964087.0)	(36.0, 15651924.0)	(37.0, 2485146.0)
SRR22223256_2	(2.0, 14068.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 3.0)	(12.0, 63.0)	(13.0, 433.0)	(14.0, 935.0)	(15.0, 1321.0)	(16.0, 1669.0)	(17.0, 2170.0)	(18.0, 3111.0)	(19.0, 4868.0)	(20.0, 7850.0)	(21.0, 13043.0)	(22.0, 20845.0)	(23.0, 36843.0)	(24.0, 49233.0)	(25.0, 57739.0)	(26.0, 74195.0)	(27.0, 99806.0)	(28.0, 134017.0)	(29.0, 184845.0)	(30.0, 253774.0)	(31.0, 361079.0)	(32.0, 527369.0)	(33.0, 870853.0)	(34.0, 1679484.0)	(35.0, 4413771.0)	(36.0, 12717215.0)	(37.0, 1170439.0)
SRR22223257_1	(2.0, 45286.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 6.0)	(15.0, 33.0)	(16.0, 113.0)	(17.0, 230.0)	(18.0, 494.0)	(19.0, 972.0)	(20.0, 1983.0)	(21.0, 4247.0)	(22.0, 8397.0)	(23.0, 15655.0)	(24.0, 26565.0)	(25.0, 41628.0)	(26.0, 61290.0)	(27.0, 86558.0)	(28.0, 117400.0)	(29.0, 159265.0)	(30.0, 209642.0)	(31.0, 279429.0)	(32.0, 360075.0)	(33.0, 487903.0)	(34.0, 753103.0)	(35.0, 1811536.0)	(36.0, 14364763.0)	(37.0, 2480397.0)
SRR22223257_2	(2.0, 5032.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 137.0)	(13.0, 743.0)	(14.0, 1452.0)	(15.0, 1961.0)	(16.0, 2268.0)	(17.0, 2950.0)	(18.0, 3712.0)	(19.0, 5642.0)	(20.0, 8941.0)	(21.0, 14468.0)	(22.0, 22699.0)	(23.0, 39648.0)	(24.0, 54946.0)	(25.0, 61522.0)	(26.0, 77351.0)	(27.0, 103090.0)	(28.0, 134476.0)	(29.0, 181570.0)	(30.0, 240791.0)	(31.0, 333208.0)	(32.0, 473937.0)	(33.0, 769303.0)	(34.0, 1484879.0)	(35.0, 4014952.0)	(36.0, 12103001.0)	(37.0, 1174291.0)
SRR22223258_1	(2.0, 21116.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 1.0)	(15.0, 17.0)	(16.0, 83.0)	(17.0, 158.0)	(18.0, 270.0)	(19.0, 542.0)	(20.0, 1045.0)	(21.0, 2171.0)	(22.0, 4294.0)	(23.0, 8567.0)	(24.0, 15238.0)	(25.0, 25688.0)	(26.0, 41124.0)	(27.0, 61161.0)	(28.0, 86339.0)	(29.0, 121839.0)	(30.0, 164253.0)	(31.0, 219975.0)	(32.0, 286928.0)	(33.0, 389121.0)	(34.0, 597192.0)	(35.0, 1456711.0)	(36.0, 12001707.0)	(37.0, 2032517.0)
SRR22223258_2	(2.0, 4578.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 1.0)	(12.0, 85.0)	(13.0, 473.0)	(14.0, 938.0)	(15.0, 1325.0)	(16.0, 1641.0)	(17.0, 1957.0)	(18.0, 2701.0)	(19.0, 4149.0)	(20.0, 6412.0)	(21.0, 10208.0)	(22.0, 16036.0)	(23.0, 26278.0)	(24.0, 36103.0)	(25.0, 43466.0)	(26.0, 56572.0)	(27.0, 75629.0)	(28.0, 99970.0)	(29.0, 134846.0)	(30.0, 181217.0)	(31.0, 251985.0)	(32.0, 356716.0)	(33.0, 579396.0)	(34.0, 1116896.0)	(35.0, 3065239.0)	(36.0, 10391304.0)	(37.0, 1071936.0)
SRR22223259_1	(2.0, 55395.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 2.0)	(14.0, 6.0)	(15.0, 72.0)	(16.0, 200.0)	(17.0, 560.0)	(18.0, 1400.0)	(19.0, 3173.0)	(20.0, 5327.0)	(21.0, 8288.0)	(22.0, 14001.0)	(23.0, 22469.0)	(24.0, 33650.0)	(25.0, 49855.0)	(26.0, 72630.0)	(27.0, 104277.0)	(28.0, 142387.0)	(29.0, 193021.0)	(30.0, 250948.0)	(31.0, 335977.0)	(32.0, 444952.0)	(33.0, 607612.0)	(34.0, 892025.0)	(35.0, 1938471.0)	(36.0, 16822373.0)	(37.0, 4161038.0)
SRR22223259_2	(2.0, 7450.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 1.0)	(12.0, 214.0)	(13.0, 1049.0)	(14.0, 1882.0)	(15.0, 2464.0)	(16.0, 2693.0)	(17.0, 3490.0)	(18.0, 4791.0)	(19.0, 7303.0)	(20.0, 11690.0)	(21.0, 19130.0)	(22.0, 30634.0)	(23.0, 51892.0)	(24.0, 69516.0)	(25.0, 81687.0)	(26.0, 102824.0)	(27.0, 134221.0)	(28.0, 173274.0)	(29.0, 230389.0)	(30.0, 304486.0)	(31.0, 423082.0)	(32.0, 601962.0)	(33.0, 952049.0)	(34.0, 1797550.0)	(35.0, 4806899.0)	(36.0, 14839008.0)	(37.0, 1498479.0)
SRR22223260_1	(2.0, 57622.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 2.0)	(14.0, 10.0)	(15.0, 93.0)	(16.0, 237.0)	(17.0, 628.0)	(18.0, 1852.0)	(19.0, 4066.0)	(20.0, 6367.0)	(21.0, 9634.0)	(22.0, 15090.0)	(23.0, 23265.0)	(24.0, 32945.0)	(25.0, 47681.0)	(26.0, 71295.0)	(27.0, 107162.0)	(28.0, 152854.0)	(29.0, 213499.0)	(30.0, 283017.0)	(31.0, 375211.0)	(32.0, 492337.0)	(33.0, 669550.0)	(34.0, 972773.0)	(35.0, 2105532.0)	(36.0, 18090884.0)	(37.0, 4239442.0)
SRR22223260_2	(2.0, 10111.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 1.0)	(11.0, 9.0)	(12.0, 184.0)	(13.0, 1117.0)	(14.0, 2431.0)	(15.0, 3189.0)	(16.0, 3754.0)	(17.0, 4693.0)	(18.0, 5998.0)	(19.0, 8426.0)	(20.0, 12913.0)	(21.0, 20224.0)	(22.0, 30625.0)	(23.0, 49083.0)	(24.0, 60603.0)	(25.0, 70299.0)	(26.0, 90712.0)	(27.0, 119848.0)	(28.0, 154468.0)	(29.0, 206802.0)	(30.0, 271231.0)	(31.0, 373267.0)	(32.0, 523431.0)	(33.0, 806696.0)	(34.0, 1464162.0)	(35.0, 4032764.0)	(36.0, 17198815.0)	(37.0, 2447192.0)
SRR22223261_1	(2.0, 103146.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 4.0)	(14.0, 58.0)	(15.0, 243.0)	(16.0, 504.0)	(17.0, 915.0)	(18.0, 1519.0)	(19.0, 2911.0)	(20.0, 5137.0)	(21.0, 9772.0)	(22.0, 18080.0)	(23.0, 31148.0)	(24.0, 50091.0)	(25.0, 78943.0)	(26.0, 116728.0)	(27.0, 167276.0)	(28.0, 232218.0)	(29.0, 324788.0)	(30.0, 441605.0)	(31.0, 612155.0)	(32.0, 837788.0)	(33.0, 1179560.0)	(34.0, 1745933.0)	(35.0, 3871253.0)	(36.0, 32331633.0)	(37.0, 6852734.0)
SRR22223261_2	(2.0, 20056.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 10.0)	(12.0, 434.0)	(13.0, 2129.0)	(14.0, 3876.0)	(15.0, 4856.0)	(16.0, 5619.0)	(17.0, 6885.0)	(18.0, 9189.0)	(19.0, 13649.0)	(20.0, 20569.0)	(21.0, 33713.0)	(22.0, 53218.0)	(23.0, 87059.0)	(24.0, 113254.0)	(25.0, 125661.0)	(26.0, 152807.0)	(27.0, 199962.0)	(28.0, 261119.0)	(29.0, 356105.0)	(30.0, 487281.0)	(31.0, 704047.0)	(32.0, 1019800.0)	(33.0, 1581254.0)	(34.0, 2826843.0)	(35.0, 7345150.0)	(36.0, 29468029.0)	(37.0, 4113568.0)
SRR22223262_1	(2.0, 35980.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 1.0)	(14.0, 3.0)	(15.0, 40.0)	(16.0, 96.0)	(17.0, 204.0)	(18.0, 388.0)	(19.0, 746.0)	(20.0, 1320.0)	(21.0, 2837.0)	(22.0, 5700.0)	(23.0, 11385.0)	(24.0, 20717.0)	(25.0, 35085.0)	(26.0, 56361.0)	(27.0, 85719.0)	(28.0, 121277.0)	(29.0, 167461.0)	(30.0, 222611.0)	(31.0, 294539.0)	(32.0, 380717.0)	(33.0, 514129.0)	(34.0, 790937.0)	(35.0, 1947223.0)	(36.0, 15872569.0)	(37.0, 2566133.0)
SRR22223262_2	(2.0, 6828.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 5.0)	(12.0, 171.0)	(13.0, 902.0)	(14.0, 1556.0)	(15.0, 2006.0)	(16.0, 2137.0)	(17.0, 2551.0)	(18.0, 3454.0)	(19.0, 5117.0)	(20.0, 8343.0)	(21.0, 13364.0)	(22.0, 21230.0)	(23.0, 36088.0)	(24.0, 52043.0)	(25.0, 64648.0)	(26.0, 83725.0)	(27.0, 111872.0)	(28.0, 144417.0)	(29.0, 192097.0)	(30.0, 252654.0)	(31.0, 347104.0)	(32.0, 493867.0)	(33.0, 805262.0)	(34.0, 1560548.0)	(35.0, 4240053.0)	(36.0, 13385887.0)	(37.0, 1296249.0)
SRR22223263_1	(2.0, 88261.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 6.0)	(14.0, 53.0)	(15.0, 170.0)	(16.0, 455.0)	(17.0, 720.0)	(18.0, 1264.0)	(19.0, 2006.0)	(20.0, 3446.0)	(21.0, 5920.0)	(22.0, 9765.0)	(23.0, 15605.0)	(24.0, 23649.0)	(25.0, 36491.0)	(26.0, 53565.0)	(27.0, 79389.0)	(28.0, 112372.0)	(29.0, 158871.0)	(30.0, 217316.0)	(31.0, 308083.0)	(32.0, 436282.0)	(33.0, 623803.0)	(34.0, 879148.0)	(35.0, 1802877.0)	(36.0, 16307004.0)	(37.0, 3930617.0)
SRR22223263_2	(2.0, 5984.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 1.0)	(11.0, 8.0)	(12.0, 417.0)	(13.0, 1942.0)	(14.0, 3104.0)	(15.0, 3664.0)	(16.0, 4019.0)	(17.0, 4521.0)	(18.0, 5356.0)	(19.0, 7397.0)	(20.0, 10689.0)	(21.0, 16640.0)	(22.0, 26892.0)	(23.0, 45974.0)	(24.0, 61336.0)	(25.0, 54809.0)	(26.0, 57970.0)	(27.0, 71525.0)	(28.0, 91833.0)	(29.0, 124986.0)	(30.0, 178445.0)	(31.0, 271572.0)	(32.0, 399135.0)	(33.0, 573051.0)	(34.0, 921953.0)	(35.0, 2456591.0)	(36.0, 16338706.0)	(37.0, 3358618.0)
