Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
SRR22223259_2	(1.0, 19.134972644449878)	(2.0, 8.573973987158169)	(3.0, 5.51688367947269)	(4.0, 3.814120495525787)	(5.0, 2.686297253449295)	(6.0, 2.1461012292725132)	(7.0, 1.7647651131486413)	(8.0, 1.489780048735157)	(9.0, 1.19809576754017)	('>10', 15.270295013329946)	('>50', 5.236283722819934)	('>100', 11.830402895825296)	('>500', 5.408396928795722)	('>1k', 11.18949995992719)	('>5k', 2.7419330469839944)	('>10k+', 1.998198213565638)
SRR22223260_1	(1.0, 16.628290471621877)	(2.0, 9.584187233470253)	(3.0, 6.000429572328633)	(4.0, 4.004015909175876)	(5.0, 2.9672281508728395)	(6.0, 2.351490472208499)	(7.0, 1.8333991662931444)	(8.0, 1.5373316049342374)	(9.0, 1.317584146869537)	('>10', 16.30042440040956)	('>50', 5.5593941471692245)	('>100', 11.759872021795687)	('>500', 4.7780863634659365)	('>1k', 10.8231674308174)	('>5k', 2.798576674463998)	('>10k+', 1.7565222341032953)
SRR22223260_2	(1.0, 17.906229227171615)	(2.0, 8.932941573541395)	(3.0, 5.83486883457181)	(4.0, 3.9690963801228216)	(5.0, 2.882850377996931)	(6.0, 2.1633070603424724)	(7.0, 1.8919711551032958)	(8.0, 1.5042019012668806)	(9.0, 1.3302746075794025)	('>10', 15.787399387855505)	('>50', 5.129896975821299)	('>100', 11.501991987115556)	('>500', 5.158814790559994)	('>1k', 10.878887007307526)	('>5k', 2.79595045291161)	('>10k+', 2.331318280731665)
SRR22223261_1	(1.0, 18.271543594553467)	(2.0, 9.199102773083641)	(3.0, 5.726290567923962)	(4.0, 3.877318964855361)	(5.0, 2.944833814512117)	(6.0, 2.26470323689492)	(7.0, 1.860042008664455)	(8.0, 1.5802662801717702)	(9.0, 1.3698005895166092)	('>10', 16.22723356757224)	('>50', 4.916433766465265)	('>100', 10.143881923567086)	('>500', 4.1722812865657986)	('>1k', 9.713913049449825)	('>5k', 3.3379877663976183)	('>10k+', 4.394366809805907)
SRR22223261_2	(1.0, 21.138870757456466)	(2.0, 8.70927081361483)	(3.0, 5.438128906474612)	(4.0, 3.8739955764190324)	(5.0, 2.8296077936086754)	(6.0, 2.308428541069581)	(7.0, 1.8601742524506266)	(8.0, 1.5764434554636841)	(9.0, 1.3268802158075457)	('>10', 15.0211761262586)	('>50', 4.371643929135349)	('>100', 9.363069745412583)	('>500', 4.408620394937352)	('>1k', 10.452087266640847)	('>5k', 3.006356375695188)	('>10k+', 4.3152458495550015)
SRR22223262_1	(1.0, 18.52450891437874)	(2.0, 9.791612559456043)	(3.0, 6.274868606550966)	(4.0, 4.319371752056286)	(5.0, 3.2394081021647656)	(6.0, 2.5225097458057273)	(7.0, 2.0417596745689974)	(8.0, 1.7348309586143222)	(9.0, 1.5061483980774626)	('>10', 17.778504927001634)	('>50', 5.847312493551233)	('>100', 11.940758949397921)	('>500', 4.630598156940008)	('>1k', 7.990904246924649)	('>5k', 1.3082556105391985)	('>10k+', 0.5486469039720122)
SRR22223262_2	(1.0, 20.051989327426572)	(2.0, 9.332393652359777)	(3.0, 6.124272439289038)	(4.0, 4.282760830170256)	(5.0, 3.091009606058714)	(6.0, 2.48825172467446)	(7.0, 2.10035748698481)	(8.0, 1.682611522264656)	(9.0, 1.4871763672023304)	('>10', 16.887709052805654)	('>50', 5.469307390170909)	('>100', 11.95596627097307)	('>500', 4.830574509288704)	('>1k', 8.036505782196121)	('>5k', 1.1796059338518525)	('>10k+', 0.9995081042830207)
SRR22223263_1	(1.0, 20.012905970732607)	(2.0, 10.333452865430697)	(3.0, 6.572311933907887)	(4.0, 4.612440843566707)	(5.0, 3.557279447437864)	(6.0, 2.850282651299876)	(7.0, 2.349281188823904)	(8.0, 2.0828414784258373)	(9.0, 1.7310578579360045)	('>10', 21.490743158069545)	('>50', 6.844751049032539)	('>100', 12.156266355458472)	('>500', 3.003421257339521)	('>1k', 1.9439861019300415)	('>5k', 0.07560151151545025)	('>10k+', 0.38337632909308555)
SRR22223263_2	(1.0, 18.801285971491716)	(2.0, 9.886954159885471)	(3.0, 6.499112843210636)	(4.0, 4.821209463398516)	(5.0, 3.5908321990205057)	(6.0, 2.8719027421053975)	(7.0, 2.4235505865774836)	(8.0, 2.062487794533683)	(9.0, 1.7875739987531163)	('>10', 21.72944789107658)	('>50', 7.07368359684875)	('>100', 12.584426958386425)	('>500', 3.0850640412438928)	('>1k', 2.6716370652087376)	('>5k', 0.11083068825906689)	('>10k+', 0.0)
SRR22223264_1	(1.0, 18.520821692576288)	(2.0, 10.254375545046766)	(3.0, 6.6051003027804365)	(4.0, 4.423002489443119)	(5.0, 3.267459756744362)	(6.0, 2.5035222239922517)	(7.0, 2.022514851390551)	(8.0, 1.7630940697417763)	(9.0, 1.4281253037162571)	('>10', 17.935636145524654)	('>50', 5.891163087004038)	('>100', 12.759605601975931)	('>500', 4.7709186476451055)	('>1k', 6.6654000095348955)	('>5k', 0.728740229533101)	('>10k+', 0.4605200433506284)
SRR22223264_2	(1.0, 19.876143844135967)	(2.0, 9.477544196015431)	(3.0, 6.344709163973611)	(4.0, 4.378890968064135)	(5.0, 3.276861134480317)	(6.0, 2.5096663233812535)	(7.0, 2.0405685892233763)	(8.0, 1.6637129237159618)	(9.0, 1.4110114701137875)	('>10', 16.96354724716433)	('>50', 5.881489763812379)	('>100', 13.073449847907845)	('>500', 4.782353772183256)	('>1k', 6.77400774710679)	('>5k', 1.0138018427212685)	('>10k+', 0.5322411660002344)
