Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
SRR26260989_1	(1.0, 16.672881545473338)	(2.0, 2.85462862525108)	(3.0, 0.9667162273918886)	(4.0, 0.5183948776085313)	(5.0, 0.33206103421739)	(6.0, 0.25878271007293463)	(7.0, 0.19152092006274873)	(8.0, 0.18005748962044577)	(9.0, 0.14993514634832542)	('>10', 2.0114514592348702)	('>50', 1.1226382571479807)	('>100', 4.92476109851275)	('>500', 4.3206659474394975)	('>1k', 18.762600512619393)	('>5k', 11.8978389919134)	('>10k+', 34.83506515708543)
SRR26260989_2	(1.0, 19.164319751540422)	(2.0, 2.6694147315839953)	(3.0, 0.814412277342654)	(4.0, 0.43541740006517815)	(5.0, 0.29254081219239186)	(6.0, 0.22669238033699254)	(7.0, 0.16183563157506636)	(8.0, 0.12791932355868504)	(9.0, 0.10507283744830653)	('>10', 1.0662989918682184)	('>50', 0.6031652949345833)	('>100', 5.34827358139421)	('>500', 7.077845419420452)	('>1k', 35.63443241460106)	('>5k', 15.232579203761693)	('>10k+', 11.03977994837613)
SRR26260990_1	(1.0, 16.242513630391368)	(2.0, 2.794094981019039)	(3.0, 0.9482614556366576)	(4.0, 0.4899747282766781)	(5.0, 0.34016016679244426)	(6.0, 0.24732226830503312)	(7.0, 0.1975338248817468)	(8.0, 0.16765498797996517)	(9.0, 0.1369948450628038)	('>10', 1.9734250501501849)	('>50', 1.0294132583455253)	('>100', 4.6805248947309055)	('>500', 4.187709645869406)	('>1k', 18.30315050424146)	('>5k', 11.996278959718634)	('>10k+', 36.264986798598116)
SRR26260990_2	(1.0, 18.814715217135895)	(2.0, 2.5444455825978594)	(3.0, 0.8419908403548717)	(4.0, 0.4415217758817546)	(5.0, 0.2809191921964559)	(6.0, 0.21991854502661357)	(7.0, 0.1565881034490931)	(8.0, 0.13284449626754924)	(9.0, 0.10224837881102475)	('>10', 1.0645906976000117)	('>50', 0.5905222658633662)	('>100', 5.03274469559636)	('>500', 6.722050279236405)	('>1k', 34.871686930068606)	('>5k', 16.176371220426827)	('>10k+', 12.006841779487237)
SRR26260991_1	(1.0, 14.595597224138748)	(2.0, 2.6861538957845448)	(3.0, 0.9413650225222614)	(4.0, 0.5291382647152473)	(5.0, 0.32766549568999176)	(6.0, 0.2544752944633149)	(7.0, 0.18750098538919288)	(8.0, 0.1715943400468251)	(9.0, 0.15530100686396)	('>10', 1.9323153217121278)	('>50', 1.0353321768369337)	('>100', 4.678366459244692)	('>500', 4.17796577243518)	('>1k', 18.062757117869566)	('>5k', 12.354801862186926)	('>10k+', 37.909669760100485)
SRR26260991_2	(1.0, 17.019747870371035)	(2.0, 2.5313043228038663)	(3.0, 0.804345070210084)	(4.0, 0.4177383606561202)	(5.0, 0.2808447135005316)	(6.0, 0.2096353259248419)	(7.0, 0.15714699458979714)	(8.0, 0.1219984195768069)	(9.0, 0.09906428191909994)	('>10', 1.0936680066657032)	('>50', 0.6063903115289441)	('>100', 5.017221542339467)	('>500', 6.753421277152135)	('>1k', 34.396240557372046)	('>5k', 16.482661322544143)	('>10k+', 14.008571622845386)
SRR26260992_1	(1.0, 15.562676840913237)	(2.0, 2.7723450382727575)	(3.0, 0.9853036571405432)	(4.0, 0.5063225335488304)	(5.0, 0.3472998064568075)	(6.0, 0.2579024596741575)	(7.0, 0.2124525166116861)	(8.0, 0.16758156107536182)	(9.0, 0.14512505302801942)	('>10', 2.044752311855082)	('>50', 1.0609646306224174)	('>100', 4.988022748704438)	('>500', 4.334568151232157)	('>1k', 18.691581000380967)	('>5k', 12.238885811616987)	('>10k+', 35.684215878866524)
SRR26260992_2	(1.0, 17.94102120759914)	(2.0, 2.5406407058436757)	(3.0, 0.7812335594638059)	(4.0, 0.419716941346861)	(5.0, 0.2812938942766204)	(6.0, 0.2106502745511875)	(7.0, 0.14758007980377563)	(8.0, 0.11623656722308198)	(9.0, 0.10370414959599807)	('>10', 1.0625280292556107)	('>50', 0.648236762924671)	('>100', 5.515497313219718)	('>500', 7.110457834157372)	('>1k', 35.242992154182446)	('>5k', 15.038291417328573)	('>10k+', 12.839919109227523)
SRR26260993_1	(1.0, 14.49410541295931)	(2.0, 2.7004418267930124)	(3.0, 0.9326564564789745)	(4.0, 0.5352425410131008)	(5.0, 0.35465608731611814)	(6.0, 0.26531381986747676)	(7.0, 0.21746352233658617)	(8.0, 0.1798455150153715)	(9.0, 0.14419916221885914)	('>10', 2.0764784786688866)	('>50', 1.0140519320004653)	('>100', 4.638678000760461)	('>500', 4.071517694481677)	('>1k', 17.404738625349083)	('>5k', 11.560106130522001)	('>10k+', 39.410504794218575)
SRR26260993_2	(1.0, 17.15538746225413)	(2.0, 2.4673445309800077)	(3.0, 0.8043825478355481)	(4.0, 0.4173759318645302)	(5.0, 0.2934565274666004)	(6.0, 0.19870373361710886)	(7.0, 0.1497921037879154)	(8.0, 0.12510384026466664)	(9.0, 0.1111615222899704)	('>10', 1.079639456751448)	('>50', 0.608429406372932)	('>100', 5.3550077111673176)	('>500', 6.991862003856935)	('>1k', 34.77953853702466)	('>5k', 15.298199981531527)	('>10k+', 14.164614702934667)
SRR26260994_1	(1.0, 46.70443622710038)	(2.0, 13.99564923237087)	(3.0, 6.169429394156222)	(4.0, 3.7835755163725566)	(5.0, 2.554167878902563)	(6.0, 1.9376304087008565)	(7.0, 1.4094037392829348)	(8.0, 1.1582951810905795)	(9.0, 0.9482791587594784)	('>10', 8.73683994535252)	('>50', 2.151666473434811)	('>100', 4.438238517737581)	('>500', 1.7094472737184694)	('>1k', 3.023053562560854)	('>5k', 0.612583806741289)	('>10k+', 0.6673036837181293)
SRR26260994_2	(1.0, 54.73796869004776)	(2.0, 14.185639140137141)	(3.0, 5.537553125504386)	(4.0, 2.923447461262583)	(5.0, 1.8837321866469823)	(6.0, 1.3748229950057618)	(7.0, 1.0352768413693247)	(8.0, 0.8222904200930226)	(9.0, 0.6406670118711421)	('>10', 6.174877693677263)	('>50', 2.007049550384098)	('>100', 4.835009630463468)	('>500', 1.4268823879536965)	('>1k', 1.5999415901647707)	('>5k', 0.3182082556123874)	('>10k+', 0.4966330198063632)
SRR26260995_1	(1.0, 50.40069525637594)	(2.0, 14.159955340918154)	(3.0, 5.987252951602694)	(4.0, 3.362468629028417)	(5.0, 2.3411035663200357)	(6.0, 1.6897172663071998)	(7.0, 1.23215103705353)	(8.0, 1.0834123101207702)	(9.0, 0.8209296917680927)	('>10', 7.512665091430927)	('>50', 2.044543714351031)	('>100', 4.144793497612825)	('>500', 1.5575128535554994)	('>1k', 2.4655499640225984)	('>5k', 0.5604038270428017)	('>10k+', 0.6368450024895185)
SRR26260995_2	(1.0, 57.25481709926208)	(2.0, 13.906684776387559)	(3.0, 5.29054215235916)	(4.0, 2.7299793113290485)	(5.0, 1.7023256206180595)	(6.0, 1.1622227762871509)	(7.0, 0.8811660858090477)	(8.0, 0.7110126098741643)	(9.0, 0.5605449978531782)	('>10', 6.048917899107193)	('>50', 2.1052058112741867)	('>100', 4.0516828338668756)	('>500', 1.1549631096260122)	('>1k', 1.638609900067952)	('>5k', 0.2898367658121286)	('>10k+', 0.5114882504662953)
SRR26260996_1	(1.0, 43.47833851753382)	(2.0, 13.830720501261725)	(3.0, 6.614413336541632)	(4.0, 3.956026588836075)	(5.0, 2.8000083879429356)	(6.0, 2.0086335679205636)	(7.0, 1.5461280739759646)	(8.0, 1.278320315857426)	(9.0, 1.0109502773002699)	('>10', 10.043233958233074)	('>50', 2.2894410833371617)	('>100', 4.40150213400276)	('>500', 1.7458408402317784)	('>1k', 3.2024439105406928)	('>5k', 0.6957119977640416)	('>10k+', 1.0982865087203046)
SRR26260996_2	(1.0, 50.92966546590168)	(2.0, 14.338058333654628)	(3.0, 6.149497474747165)	(4.0, 3.377508240837764)	(5.0, 2.2585581843050333)	(6.0, 1.5186224002340012)	(7.0, 1.2558036345364656)	(8.0, 0.8924765728833389)	(9.0, 0.7392862762957485)	('>10', 7.200728569985962)	('>50', 2.0968744578693412)	('>100', 4.605028060191854)	('>500', 1.3386633214414023)	('>1k', 2.1654293505847537)	('>5k', 0.45242147229153806)	('>10k+', 0.6813781842391732)
SRR26260997_1	(1.0, 47.21627628837916)	(2.0, 14.34394544632315)	(3.0, 6.596238762390037)	(4.0, 3.763037057261192)	(5.0, 2.570777627563989)	(6.0, 1.8309659386876307)	(7.0, 1.440854729861802)	(8.0, 1.178187319126754)	(9.0, 0.893858940972253)	('>10', 8.692619557347518)	('>50', 2.0509270520347025)	('>100', 4.0589350688181565)	('>500', 1.4833609430923513)	('>1k', 2.361295458342812)	('>5k', 0.679264000827673)	('>10k+', 0.8394558089709774)
SRR26260997_2	(1.0, 54.16434232440989)	(2.0, 14.761757205376707)	(3.0, 5.788535082462796)	(4.0, 3.0919437490378563)	(5.0, 1.9137146076968574)	(6.0, 1.4205518033215165)	(7.0, 1.1120929497793424)	(8.0, 0.8037936935849194)	(9.0, 0.6840642891530637)	('>10', 6.543203104324465)	('>50', 1.9394557663850387)	('>100', 3.8166573271505264)	('>500', 1.1976639747592688)	('>1k', 1.7578609263155034)	('>5k', 0.377395902797671)	('>10k+', 0.6269672934448061)
SRR26260998_1	(1.0, 48.51265232927097)	(2.0, 14.108716886329606)	(3.0, 6.21834960303818)	(4.0, 3.649326566869208)	(5.0, 2.5312480000890747)	(6.0, 1.7795765059055169)	(7.0, 1.4015592055310924)	(8.0, 1.0585849952022333)	(9.0, 0.8992525010763338)	('>10', 8.366296600756842)	('>50', 2.0243093752191377)	('>100', 4.012920700788977)	('>500', 1.419797532657732)	('>1k', 2.525483731911425)	('>5k', 0.760192383332138)	('>10k+', 0.7317330820214303)
SRR26260998_2	(1.0, 55.80608096529722)	(2.0, 14.03492005454616)	(3.0, 5.544952289798929)	(4.0, 2.9733561065833665)	(5.0, 1.8742417419588369)	(6.0, 1.3095535286255697)	(7.0, 0.9974840956035064)	(8.0, 0.7520394547964474)	(9.0, 0.6410820593757802)	('>10', 6.232253379319086)	('>50', 2.067684737618092)	('>100', 3.7236365101989453)	('>500', 1.2630912113911728)	('>1k', 1.8279102168201193)	('>5k', 0.3424418388435485)	('>10k+', 0.6092718092233553)
SRR26260999_1	(1.0, 45.656757586028355)	(2.0, 14.664571383536812)	(3.0, 6.662512549537444)	(4.0, 3.8644990434671724)	(5.0, 2.692492074215801)	(6.0, 1.8993723172056713)	(7.0, 1.4911054214199697)	(8.0, 1.1951061339119962)	(9.0, 0.9793747622287114)	('>10', 8.965201092354441)	('>50', 2.1471400292782694)	('>100', 3.969801485146622)	('>500', 1.5224319906545933)	('>1k', 2.593826234994336)	('>5k', 0.6159143580871874)	('>10k+', 1.079893537932906)
SRR26260999_2	(1.0, 52.94467954318638)	(2.0, 14.711307348264668)	(3.0, 5.972802757692039)	(4.0, 3.347632382349836)	(5.0, 2.1171732273554404)	(6.0, 1.5479390764494483)	(7.0, 1.1248546957877132)	(8.0, 0.8840534464754836)	(9.0, 0.6871390378289407)	('>10', 6.623392175071988)	('>50', 1.9806208848465983)	('>100', 3.7065284546467305)	('>500', 1.228209534990152)	('>1k', 1.9690807844803013)	('>5k', 0.4795173032346247)	('>10k+', 0.6750693473395214)
SRR26261000_1	(1.0, 48.717470772901265)	(2.0, 14.18965942122379)	(3.0, 6.494655401761991)	(4.0, 3.850716074892069)	(5.0, 2.615535367080534)	(6.0, 1.901530409946285)	(7.0, 1.4218944831511346)	(8.0, 1.1450238942553435)	(9.0, 0.97772931431516)	('>10', 8.871256445489426)	('>50', 1.930689353916194)	('>100', 3.229208874207147)	('>500', 1.0881014537557643)	('>1k', 2.019919726142367)	('>5k', 0.6934423297678658)	('>10k+', 0.8531666771932169)
SRR26261000_2	(1.0, 55.853577022319065)	(2.0, 14.32002954399437)	(3.0, 5.833662784434424)	(4.0, 3.217661835311846)	(5.0, 2.038837277925848)	(6.0, 1.4549924661956566)	(7.0, 1.060849981678736)	(8.0, 0.8378407598154533)	(9.0, 0.7391963585493009)	('>10', 6.4357931772533155)	('>50', 1.5507192895448008)	('>100', 2.712876793719948)	('>500', 1.1134750390367385)	('>1k', 1.8192742107321043)	('>5k', 0.38190460950263977)	('>10k+', 0.6293088499858428)
SRR26261001_1	(1.0, 45.93086514539569)	(2.0, 14.38796118893897)	(3.0, 6.7296709009314695)	(4.0, 3.91601413776514)	(5.0, 2.719968959067614)	(6.0, 2.0679168741571963)	(7.0, 1.561820353070249)	(8.0, 1.2356640400423478)	(9.0, 0.97265018635142)	('>10', 9.760776765729588)	('>50', 2.1129837763589907)	('>100', 3.6174021406669636)	('>500', 1.1528338406557144)	('>1k', 2.1819670806700864)	('>5k', 0.761211050187648)	('>10k+', 0.8902935600110425)
SRR26261001_2	(1.0, 53.49815270557086)	(2.0, 14.79862431836053)	(3.0, 6.20229120747194)	(4.0, 3.344021526985245)	(5.0, 2.222661731023799)	(6.0, 1.6330610271471035)	(7.0, 1.143199775384528)	(8.0, 0.894510789133051)	(9.0, 0.7805822939005949)	('>10', 6.8729038844344155)	('>50', 1.603956346863023)	('>100', 2.9686650743619225)	('>500', 1.1095559544399103)	('>1k', 1.8631542082948223)	('>5k', 0.3631445016824749)	('>10k+', 0.7015146549458191)
SRR26261002_1	(1.0, 49.228499255210394)	(2.0, 14.430371975583899)	(3.0, 6.449037570903228)	(4.0, 3.661641432088348)	(5.0, 2.4817137392817794)	(6.0, 1.7607722106770407)	(7.0, 1.4249407291480736)	(8.0, 1.1452843850774792)	(9.0, 0.9681246770161427)	('>10', 8.608612252939837)	('>50', 1.9539684433244597)	('>100', 3.4011471541790304)	('>500', 1.068813636760053)	('>1k', 2.0809967392694317)	('>5k', 0.539178918178497)	('>10k+', 0.796896880362359)
SRR26261002_2	(1.0, 56.50248462778467)	(2.0, 14.488339654539296)	(3.0, 5.763953920104453)	(4.0, 3.096767833140982)	(5.0, 1.9870071423937734)	(6.0, 1.4058583270618754)	(7.0, 1.0362346841126833)	(8.0, 0.766954115092905)	(9.0, 0.7013953569776663)	('>10', 6.349699201925782)	('>50', 1.5104995845675477)	('>100', 2.7501529273687266)	('>500', 1.0447984145325127)	('>1k', 1.7001070630318103)	('>5k', 0.2301501654926152)	('>10k+', 0.6655969818726025)
SRR26261003_1	(1.0, 47.808582606739364)	(2.0, 14.520598587234856)	(3.0, 6.533237562621144)	(4.0, 3.8962062458468534)	(5.0, 2.5509264215622345)	(6.0, 1.9950353924694992)	(7.0, 1.5028529360513299)	(8.0, 1.1870030808762926)	(9.0, 0.9780024682936067)	('>10', 9.284827493045674)	('>50', 2.0351410458502506)	('>100', 3.3495563668707735)	('>500', 1.033124769748476)	('>1k', 1.8807311746123785)	('>5k', 0.6565144411329314)	('>10k+', 0.7876594070447638)
SRR26261003_2	(1.0, 56.007513493222746)	(2.0, 14.569435206636497)	(3.0, 5.907110761941723)	(4.0, 3.233128545601672)	(5.0, 2.0696877197888086)	(6.0, 1.4800477005150139)	(7.0, 1.1418086521434454)	(8.0, 0.8589558905545943)	(9.0, 0.6900256476086403)	('>10', 6.31432431997721)	('>50', 1.4882952837637733)	('>100', 2.62344655906259)	('>500', 1.0492806924195899)	('>1k', 1.6343189214879392)	('>5k', 0.3694080596656538)	('>10k+', 0.5632125456100023)
SRR26261004_1	(1.0, 52.056561384183865)	(2.0, 14.592105215612195)	(3.0, 6.140510415180991)	(4.0, 3.4889782687875877)	(5.0, 2.243396720208004)	(6.0, 1.6942033252478874)	(7.0, 1.2486834883955178)	(8.0, 1.054627609164865)	(9.0, 0.8839689556754059)	('>10', 7.809171486573914)	('>50', 1.7483969929095036)	('>100', 2.915469311349149)	('>500', 1.018136399093632)	('>1k', 1.8882246993846912)	('>5k', 0.5732906264534355)	('>10k+', 0.644275101779432)
SRR26261004_2	(1.0, 59.484737574963475)	(2.0, 13.928227910982752)	(3.0, 5.420779967662045)	(4.0, 2.782264441018458)	(5.0, 1.7579560233973373)	(6.0, 1.3176653666903797)	(7.0, 0.9495130457360499)	(8.0, 0.7160717002162112)	(9.0, 0.6131968146381753)	('>10', 5.6093754017258455)	('>50', 1.483818615906999)	('>100', 2.5283381327250765)	('>500', 0.9935593398081265)	('>1k', 1.5791233676485248)	('>5k', 0.3053347100974597)	('>10k+', 0.5300375867830167)
SRR26261005_1	(1.0, 50.57035829098366)	(2.0, 14.40290596367387)	(3.0, 6.284616666958523)	(4.0, 3.6598738789883893)	(5.0, 2.3739606111727802)	(6.0, 1.7600054053823877)	(7.0, 1.383535193829214)	(8.0, 1.0672823817710362)	(9.0, 0.9171682685010488)	('>10', 8.152196794371994)	('>50', 1.7610185038444175)	('>100', 3.0568525597252902)	('>500', 1.109890094083709)	('>1k', 2.142330798032196)	('>5k', 0.6854710806043265)	('>10k+', 0.6725335080772344)
SRR26261005_2	(1.0, 57.44458748513402)	(2.0, 14.371347607071813)	(3.0, 5.742613618236119)	(4.0, 2.9546150079147213)	(5.0, 1.903917422688977)	(6.0, 1.3803469911385875)	(7.0, 1.015781026199174)	(8.0, 0.7702511367729246)	(9.0, 0.6520615367006781)	('>10', 5.881884922676776)	('>50', 1.4523977410268152)	('>100', 2.6554356546344327)	('>500', 1.1097170002064656)	('>1k', 1.8349464704537428)	('>5k', 0.2564636759073551)	('>10k+', 0.5736327032373798)
SRR26261006_1	(1.0, 17.064529820211348)	(2.0, 3.049172783607679)	(3.0, 1.072317139386193)	(4.0, 0.521779938913283)	(5.0, 0.36571636327716717)	(6.0, 0.2517094485102013)	(7.0, 0.21186935620511738)	(8.0, 0.175584654967499)	(9.0, 0.1447834062234223)	('>10', 2.0067221664865547)	('>50', 0.9878805999831375)	('>100', 4.61661159965832)	('>500', 4.126781829859496)	('>1k', 17.754462777963482)	('>5k', 11.920425813589981)	('>10k+', 35.72965230115715)
SRR26261006_2	(1.0, 19.631768653523462)	(2.0, 2.7929531635844174)	(3.0, 0.8705853317994087)	(4.0, 0.4374388002813215)	(5.0, 0.2870946132753207)	(6.0, 0.21328368372692452)	(7.0, 0.1553548116385441)	(8.0, 0.12869466160741103)	(9.0, 0.09841931959389395)	('>10', 1.0538097176881671)	('>50', 0.5935387257872389)	('>100', 5.043302048752494)	('>500', 6.600387758563231)	('>1k', 34.06004581174777)	('>5k', 15.637668085787116)	('>10k+', 12.395654812643281)
SRR26261235_1	(1.0, 55.936710600524556)	(2.0, 23.565548032303195)	(3.0, 8.220430929091641)	(4.0, 2.7695227544646883)	(5.0, 1.0806422302983798)	(6.0, 0.5674929492282034)	(7.0, 0.41072376870609945)	(8.0, 0.38061989815264075)	(9.0, 0.30063701425921957)	('>10', 2.921632564917538)	('>50', 0.7430641311349547)	('>100', 1.8741816282239931)	('>500', 0.5292130579493689)	('>1k', 0.500510934305839)	('>5k', 0.03924512164226239)	('>10k+', 0.15982438479744052)
SRR26261235_2	(1.0, 56.92025392992489)	(2.0, 23.163061137503487)	(3.0, 8.05742582680983)	(4.0, 2.6261006290406024)	(5.0, 1.0779931264858984)	(6.0, 0.5647278398626427)	(7.0, 0.4175568711165751)	(8.0, 0.3316267597738832)	(9.0, 0.3072519286595768)	('>10', 3.0064182313983046)	('>50', 0.6771729889879005)	('>100', 1.8243559158381957)	('>500', 0.5016340520906946)	('>1k', 0.44499003626033856)	('>5k', 0.019061091131868463)	('>10k+', 0.0603696351155531)
SRR26261236_1	(1.0, 56.572959447850494)	(2.0, 25.294729293041623)	(3.0, 9.290381138821768)	(4.0, 3.082525879438638)	(5.0, 1.097808046747989)	(6.0, 0.5445129499436022)	(7.0, 0.35536908636447745)	(8.0, 0.2743906046311895)	(9.0, 0.2587825979718154)	('>10', 2.307336188940294)	('>50', 0.3733369748286313)	('>100', 0.34470315238463)	('>500', 0.014460722687533777)	('>1k', 0.03632021893691139)	('>5k', 0.02376381214103431)	('>10k+', 0.1286198852693953)
SRR26261236_2	(1.0, 56.842106565412244)	(2.0, 25.146357144675502)	(3.0, 9.22175676093009)	(4.0, 3.096970407524485)	(5.0, 1.1271301404344123)	(6.0, 0.5360652210204461)	(7.0, 0.3315750284309104)	(8.0, 0.27772404698766195)	(9.0, 0.2479368780777042)	('>10', 2.318804426805014)	('>50', 0.41869221220746944)	('>100', 0.35772296251693886)	('>500', 0.005499518888932561)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.07165868608827682)
