Symbol,n_studies,pooled_log2FC,pooled_lfcSE,rem_pvalue,I2,rem_padj,multi_study,is_robust,Confidence_Level
OR2C1,6,-0.342059312,0.674427972,0.612025475,0,0.999859363,TRUE,TRUE,NS
SLC17A4,3,0.22874889,0.45104947,0.612050895,0,0.999859363,TRUE,TRUE,NS
MYO3A,5,-0.309934571,0.611369617,0.612189049,0,0.999859363,TRUE,TRUE,NS
ICA1,8,-0.116831856,0.230462251,0.612192893,51.59683043,0.999859363,TRUE,TRUE,NS
RSPH14,8,-0.142409304,0.280945739,0.612230207,0,0.999859363,TRUE,TRUE,NS
EBLN2,8,0.075728282,0.149455555,0.61236931,17.05156007,0.999859363,TRUE,TRUE,NS
MDH1B,7,0.089097837,0.175872036,0.612431266,0,0.999859363,TRUE,TRUE,NS
PANK4,8,-0.026332719,0.051983293,0.612462739,0,0.999859363,TRUE,TRUE,NS
ZNF473,8,0.052563832,0.10376621,0.612463439,60.77898401,0.999859363,TRUE,TRUE,NS
PROX1,7,-0.216639585,0.427771057,0.612549095,39.29278864,0.999859363,TRUE,TRUE,NS
GPR142,4,-0.309423943,0.611279283,0.612722721,0,0.999859363,TRUE,TRUE,NS
TMC6,8,-0.07975073,0.157553177,0.612728233,0,0.999859363,TRUE,TRUE,NS
MAP3K1,8,0.036663859,0.072445105,0.612792353,11.38402195,0.999859363,TRUE,TRUE,NS
CD72,8,0.098089355,0.193845169,0.612843254,0,0.999859363,TRUE,TRUE,NS
ARID4B,8,0.03504675,0.069274007,0.612916419,43.92458396,0.999859363,TRUE,TRUE,NS
SYS1-DBNDD2,8,0.120138014,0.237539642,0.613025248,0,0.999859363,TRUE,TRUE,NS
HOXB13,7,0.111481657,0.220463157,0.613088165,68.18688684,0.999859363,TRUE,TRUE,NS
CEP250,8,0.078308545,0.154887497,0.613149148,69.10412479,0.999859363,TRUE,TRUE,NS
BIRC6,8,0.035865167,0.07094825,0.613199516,48.94556362,0.999859363,TRUE,TRUE,NS
NDUFA5,8,0.041796291,0.082686324,0.613221676,50.60359495,0.999859363,TRUE,TRUE,NS
NCBP2L,4,0.299036481,0.591706126,0.613291917,0,0.999859363,TRUE,TRUE,NS
STAU2,8,0.030202693,0.05976688,0.613318899,48.6128306,0.999859363,TRUE,TRUE,NS
FAM71F1,7,-0.236778058,0.468565051,0.613329952,0,0.999859363,TRUE,TRUE,NS
MAPKBP1,8,-0.040714619,0.080582101,0.613378792,0,0.999859363,TRUE,TRUE,NS
JMJD1C,8,0.037787048,0.074794628,0.613410841,64.63900626,0.999859363,TRUE,TRUE,NS
TRPM8,6,-0.218626199,0.432921345,0.613557344,39.09380511,0.999859363,TRUE,TRUE,NS
DR1,8,0.0247861,0.049089201,0.613615307,62.47651467,0.999859363,TRUE,TRUE,NS
DYNC2LI1,8,0.031077077,0.061551279,0.613630948,16.00026812,0.999859363,TRUE,TRUE,NS
DEFB136,2,-1.448164836,2.868565262,0.613671623,0,0.999859363,TRUE,FALSE,NS
ARL4C,8,-0.05986458,0.118589103,0.61369457,91.31977079,0.999859363,TRUE,TRUE,NS
MAS1L,2,1.362267338,2.699738576,0.613845209,0,0.999859363,TRUE,FALSE,NS
ATP5G2,8,0.025448463,0.050454062,0.613988201,42.51546326,0.999859363,TRUE,TRUE,NS
MFSD14A,7,0.024897971,0.049364976,0.614004841,6.082432825,0.999859363,TRUE,TRUE,NS
IGSF11,7,0.130116471,0.258103245,0.614173071,0,0.999859363,TRUE,TRUE,NS
ZNF853,5,-0.099631492,0.197643288,0.614192846,0,0.999859363,TRUE,TRUE,NS
MAPK6,8,0.045392918,0.090078788,0.614314355,56.16590348,0.999859363,TRUE,TRUE,NS
WARS2,8,-0.036321459,0.072154488,0.614693889,50.23153245,0.999859363,TRUE,TRUE,NS
AP4M1,8,0.076207317,0.151409706,0.614740312,0,0.999859363,TRUE,TRUE,NS
CHAF1A,7,0.069626527,0.138336419,0.614744182,71.55613202,0.999859363,TRUE,TRUE,NS
SLC34A2,4,-0.233712641,0.464397948,0.614781895,0,0.999859363,TRUE,TRUE,NS
ALK,7,0.176267358,0.350254179,0.614784617,0,0.999859363,TRUE,TRUE,NS
PLA2G4D,5,0.410737977,0.816266989,0.614830185,29.19426032,0.999859363,TRUE,TRUE,NS
TEAD4,7,0.044167195,0.087781492,0.614859314,65.2040769,0.999859363,TRUE,TRUE,NS
TUT1,8,-0.04195738,0.08340209,0.614912607,69.06154864,0.999859363,TRUE,TRUE,NS
DKK1,7,-0.050716111,0.100835299,0.61499247,60.88055375,0.999859363,TRUE,TRUE,NS
SEMG2,3,0.763958131,1.519006656,0.615011584,0,0.999859363,TRUE,TRUE,NS
DNAH10,8,0.204821596,0.407269315,0.615024469,59.36828731,0.999859363,TRUE,TRUE,NS
CHGA,4,-0.230393352,0.458139393,0.615042176,0,0.999859363,TRUE,TRUE,NS
PTF1A,3,0.698225629,1.388598911,0.615085603,0,0.999859363,TRUE,TRUE,NS
MYL10,1,1.85775433,3.694891383,0.615111946,NA,0.999859363,FALSE,FALSE,NS
HES7,8,-0.116126816,0.23099966,0.615165202,9.363188921,0.999859363,TRUE,TRUE,NS
TMOD1,8,0.16514801,0.328529044,0.615182788,0,0.999859363,TRUE,TRUE,NS
KRTAP5-9,8,0.359857761,0.715976528,0.615237713,0,0.999859363,TRUE,TRUE,NS
NIT2,8,-0.073741385,0.14673406,0.615279812,68.17271687,0.999859363,TRUE,TRUE,NS
GEMIN6,8,-0.063212734,0.125796455,0.615315769,67.69186059,0.999859363,TRUE,TRUE,NS
GPC6,7,0.052467703,0.104414391,0.61531941,0,0.999859363,TRUE,TRUE,NS
KBTBD11,8,-0.081871571,0.162941601,0.615344265,73.60130452,0.999859363,TRUE,TRUE,NS
XXbac-BPG246D15.9,8,-0.179365197,0.356977897,0.615347759,15.21238587,0.999859363,TRUE,TRUE,NS
URI1,8,0.032024638,0.063747081,0.615407091,36.11805353,0.999859363,TRUE,TRUE,NS
CLPTM1,8,0.024659646,0.049092021,0.615446132,69.86979087,0.999859363,TRUE,TRUE,NS
STOML2,8,0.022579245,0.044953742,0.615472467,22.16244541,0.999859363,TRUE,TRUE,NS
AP3M1,8,-0.044218604,0.088059869,0.615567274,63.2180078,0.999859363,TRUE,TRUE,NS
PPARGC1A,7,-0.195329318,0.389018489,0.615591512,70.75819352,0.999859363,TRUE,TRUE,NS
SUPT7L,8,-0.031513374,0.062763197,0.615597485,28.87566713,0.999859363,TRUE,TRUE,NS
SMIM18,3,0.635310045,1.265446022,0.615636313,0,0.999859363,TRUE,TRUE,NS
TAS2R31,7,-0.163709726,0.326138023,0.615692457,0,0.999859363,TRUE,TRUE,NS
NEK1,7,-0.072367956,0.144176702,0.615710206,8.222698311,0.999859363,TRUE,TRUE,NS
OR2H2,5,-0.500736908,0.997639699,0.615722675,0,0.999859363,TRUE,TRUE,NS
C19orf33,7,-0.075716753,0.150885277,0.615796461,61.2258881,0.999859363,TRUE,TRUE,NS
NPEPPS,8,0.042688189,0.085068966,0.615803405,86.77678916,0.999859363,TRUE,TRUE,NS
SNRPD2,8,0.033711394,0.067208569,0.615953364,71.3449926,0.999859363,TRUE,TRUE,NS
NPRL3,8,0.077911202,0.155355667,0.616017759,38.02148705,0.999859363,TRUE,TRUE,NS
LRIT2,4,-0.351047467,0.700130113,0.616087401,0,0.999859363,TRUE,TRUE,NS
KDM2B,8,0.031029467,0.061900163,0.616172331,8.975603997,0.999859363,TRUE,TRUE,NS
WASF2,8,-0.015063601,0.030052535,0.616200625,23.5255959,0.999859363,TRUE,TRUE,NS
LRRK2,8,-0.234620303,0.468467927,0.616494509,61.21290401,0.999859363,TRUE,TRUE,NS
B3GNT5,7,0.036459621,0.07280689,0.616531893,27.29470844,0.999859363,TRUE,TRUE,NS
TXLNB,7,-0.163183656,0.3258764,0.616544814,0,0.999859363,TRUE,TRUE,NS
KLC2,8,0.021304729,0.042547222,0.616560183,0,0.999859363,TRUE,TRUE,NS
C2orf40,4,0.269212636,0.537806929,0.616670349,0,0.999859363,TRUE,TRUE,NS
LUZP1,8,0.021293497,0.042542167,0.616704158,45.37773205,0.999859363,TRUE,TRUE,NS
TCEA1,8,-0.027469451,0.054882284,0.616711929,42.70489131,0.999859363,TRUE,TRUE,NS
MCAM,6,-0.06721575,0.134328018,0.616803885,0,0.999859363,TRUE,TRUE,NS
ATP8B1,7,0.272850862,0.545349566,0.616847751,0,0.999859363,TRUE,TRUE,NS
CACNG1,4,0.460120853,0.920183966,0.617052986,0,0.999859363,TRUE,TRUE,NS
DISP2,8,-0.139871402,0.27976057,0.617097434,2.981090405,0.999859363,TRUE,TRUE,NS
LMAN2,8,-0.019738773,0.039481689,0.617112015,40.44769841,0.999859363,TRUE,TRUE,NS
RBM25,8,0.071286009,0.142590619,0.617121004,80.88932974,0.999859363,TRUE,TRUE,NS
NAMPT,8,0.066871399,0.133761291,0.617123756,60.50486976,0.999859363,TRUE,TRUE,NS
PLXNA3,8,0.079554924,0.159199845,0.617274115,60.68702686,0.999859363,TRUE,TRUE,NS
CTC-326K19.6,3,0.10667279,0.213475495,0.617289349,46.76178221,0.999859363,TRUE,TRUE,NS
KIAA2012,6,-0.196303995,0.392883601,0.617322076,0,0.999859363,TRUE,TRUE,NS
SLC24A1,8,0.06481701,0.129747951,0.617384256,0,0.999859363,TRUE,TRUE,NS
PSKH2,4,-0.221081573,0.442614488,0.61743413,0,0.999859363,TRUE,TRUE,NS
TCFL5,8,0.039385429,0.078859435,0.617470583,43.40076736,0.999859363,TRUE,TRUE,NS
TMEM101,8,-0.030333795,0.060744953,0.617523521,47.39906971,0.999859363,TRUE,TRUE,NS
SPTAN1,8,0.03067414,0.06142801,0.617532107,52.13965565,0.999859363,TRUE,TRUE,NS
CLVS1,7,-0.281197952,0.563175842,0.617562735,0,0.999859363,TRUE,TRUE,NS
BIN1,8,-0.068360663,0.136911579,0.617564394,38.52040178,0.999859363,TRUE,TRUE,NS
ALG10B,8,-0.078677951,0.157632772,0.617693587,83.08358967,0.999859363,TRUE,TRUE,NS
DDI2,8,0.020766801,0.041609434,0.617716855,0,0.999859363,TRUE,TRUE,NS
STOML1,8,0.060474827,0.12117148,0.617719741,0,0.999859363,TRUE,TRUE,NS
ARHGAP8,6,0.095508104,0.191367539,0.61772158,70.19871657,0.999859363,TRUE,TRUE,NS
RP9,8,0.075312589,0.150935847,0.617799915,71.6091862,0.999859363,TRUE,TRUE,NS
FAM149B1,8,0.061511218,0.123280766,0.617813011,0.045003948,0.999859363,TRUE,TRUE,NS
KRTAP5-7,7,0.701069666,1.405306792,0.617868831,0,0.999859363,TRUE,TRUE,NS
BCAS3,8,0.039307411,0.07879265,0.617869883,54.02619568,0.999859363,TRUE,TRUE,NS
LINC01420,8,-0.025863837,0.051849926,0.61790542,44.53314086,0.999859363,TRUE,TRUE,NS
5-Mar,6,0.019784891,0.039673128,0.617992482,0,0.999859363,TRUE,TRUE,NS
NPTX1,8,-0.098591382,0.197699325,0.617995276,36.32609326,0.999859363,TRUE,TRUE,NS
GRM3,4,0.455609085,0.913662107,0.618017125,0,0.999859363,TRUE,TRUE,NS
MRPS34,8,-0.023621318,0.047370345,0.618024563,6.14575071,0.999859363,TRUE,TRUE,NS
CELA1,5,-0.425997107,0.854317605,0.618032875,0,0.999859363,TRUE,TRUE,NS
RWDD1,8,0.043862311,0.087968696,0.618052242,75.1409378,0.999859363,TRUE,TRUE,NS
C1orf234,8,0.329191014,0.660307159,0.6181019,0,0.999859363,TRUE,TRUE,NS
PDHX,8,-0.056778399,0.113896006,0.618123996,54.54272338,0.999859363,TRUE,TRUE,NS
NDUFB11,8,0.026362833,0.052885543,0.618139804,53.45081421,0.999859363,TRUE,TRUE,NS
COMMD3,8,0.018445395,0.037003159,0.618144624,0,0.999859363,TRUE,TRUE,NS
LST1,7,0.083390808,0.167342297,0.618255167,0,0.999859363,TRUE,TRUE,NS
MKKS,8,-0.046064502,0.092458286,0.618329483,74.23333162,0.999859363,TRUE,TRUE,NS
AANAT,7,-0.337785912,0.678135218,0.618406535,0,0.999859363,TRUE,TRUE,NS
FN1,8,-0.032733745,0.065722337,0.618440914,39.325615,0.999859363,TRUE,TRUE,NS
SERTAD4,7,-0.029194783,0.058634588,0.61854705,0,0.999859363,TRUE,TRUE,NS
A1BG,8,-0.107207853,0.215326463,0.61856498,62.29904137,0.999859363,TRUE,TRUE,NS
EEF1A2,7,0.151307278,0.303908536,0.618574895,75.67983164,0.999859363,TRUE,TRUE,NS
PLGLB2,8,0.187427169,0.376589811,0.618698466,0,0.999859363,TRUE,TRUE,NS
TRAM1L1,7,-0.062848442,0.12630594,0.618773781,0,0.999859363,TRUE,TRUE,NS
ZAN,6,0.62599821,1.258141451,0.618795688,0,0.999859363,TRUE,TRUE,NS
SH3RF3,8,-0.049637162,0.099780707,0.61886293,0,0.999859363,TRUE,TRUE,NS
FAM98B,8,0.01902466,0.038244092,0.61886923,0,0.999859363,TRUE,TRUE,NS
C3,7,-0.19977296,0.40161894,0.618893489,49.61135006,0.999859363,TRUE,TRUE,NS
CLK2,8,-0.038197752,0.076815366,0.619000731,44.36258245,0.999859363,TRUE,TRUE,NS
PDCD6,8,0.015437999,0.031048354,0.619030813,22.17882888,0.999859363,TRUE,TRUE,NS
KEL,6,0.325708866,0.655188779,0.619102903,0,0.999859363,TRUE,TRUE,NS
GXYLT2,8,-0.120223012,0.241938113,0.619248018,68.511219,0.999859363,TRUE,TRUE,NS
MSRB1,8,0.040264596,0.081059743,0.619381294,49.22666142,0.999859363,TRUE,TRUE,NS
SCIN,8,-0.118904234,0.239413178,0.619436833,25.59179522,0.999859363,TRUE,TRUE,NS
RPLP2,8,-0.038233776,0.076984529,0.619441297,78.17816095,0.999859363,TRUE,TRUE,NS
GABPB2,8,-0.044621909,0.089848091,0.619444877,42.66932257,0.999859363,TRUE,TRUE,NS
NMS,1,1.83961136,3.705058271,0.619532182,NA,0.999859363,FALSE,FALSE,NS
ZDBF2,6,-0.151388302,0.304934092,0.619568229,0,0.999859363,TRUE,TRUE,NS
GPR180,8,-0.026149235,0.052672552,0.619577671,29.29497456,0.999859363,TRUE,TRUE,NS
DEGS1,8,-0.026351071,0.053089399,0.619645536,63.84074968,0.999859363,TRUE,TRUE,NS
RPS28,8,0.091001524,0.183347862,0.619659757,63.84420029,0.999859363,TRUE,TRUE,NS
GATC,8,-0.02643243,0.053257639,0.619673976,71.75066324,0.999859363,TRUE,TRUE,NS
PTDSS2,8,0.043208845,0.087080579,0.619757676,68.65240116,0.999859363,TRUE,TRUE,NS
TM2D2,8,0.022622937,0.04560298,0.619834707,19.54470024,0.999859363,TRUE,TRUE,NS
ATAD2B,8,0.033200491,0.066931554,0.619868689,0,0.999859363,TRUE,TRUE,NS
TM4SF4,5,0.194499439,0.392128833,0.619888046,81.49789275,0.999859363,TRUE,TRUE,NS
WNT4,6,-0.116022186,0.233950792,0.619946907,0,0.999859363,TRUE,TRUE,NS
KIR2DP1,2,-1.369197149,2.7620195,0.620089715,0,0.999859363,TRUE,FALSE,NS
IGKV1D-16,2,0.969507989,1.956008067,0.620136827,0,0.999859363,TRUE,FALSE,NS
HAAO,6,-0.09727474,0.196283658,0.620189024,43.14735001,0.999859363,TRUE,TRUE,NS
OR52W1,2,0.854887596,1.725223456,0.620231116,0,0.999859363,TRUE,FALSE,NS
TRIP10,8,0.034367235,0.069358446,0.62024595,69.5185414,0.999859363,TRUE,TRUE,NS
EXOSC6,8,0.043632793,0.088065866,0.620278021,72.46331758,0.999859363,TRUE,TRUE,NS
ASPA,6,0.532642178,1.075095269,0.620291549,52.27051996,0.999859363,TRUE,TRUE,NS
PPP4R1,8,-0.024287943,0.04902824,0.620327111,26.55978362,0.999859363,TRUE,TRUE,NS
TPCN1,7,0.068493979,0.138275392,0.620356842,62.12387117,0.999859363,TRUE,TRUE,NS
FOXQ1,8,-0.100143633,0.202182101,0.620378463,79.74802637,0.999859363,TRUE,TRUE,NS
AIG1,8,0.039966579,0.080731467,0.620560749,64.05845779,0.999859363,TRUE,TRUE,NS
APPL1,8,0.030702692,0.062033231,0.620642872,30.5561656,0.999859363,TRUE,TRUE,NS
TRABD2A,8,-0.07727784,0.156136978,0.620645167,0,0.999859363,TRUE,TRUE,NS
DLC1,8,0.053951058,0.109085679,0.6209001,0,0.999859363,TRUE,TRUE,NS
ENOSF1,8,-0.040441198,0.081783475,0.620959417,0,0.999859363,TRUE,TRUE,NS
IGHV4-28,3,0.966239591,1.954041967,0.62096545,0,0.999859363,TRUE,TRUE,NS
DHX29,8,-0.087245886,0.176450896,0.620989449,46.28682178,0.999859363,TRUE,TRUE,NS
EBNA1BP2,8,0.021807131,0.04410529,0.621000098,7.105864746,0.999859363,TRUE,TRUE,NS
ZCCHC6,8,0.05111885,0.103392544,0.621012951,25.02371019,0.999859363,TRUE,TRUE,NS
IGSF9B,8,-0.112200326,0.226976166,0.621075639,54.34366018,0.999859363,TRUE,TRUE,NS
PHF20,8,-0.047460857,0.096012997,0.621082316,70.96656557,0.999859363,TRUE,TRUE,NS
SPRY4,7,-0.058776291,0.118910732,0.62110195,0,0.999859363,TRUE,TRUE,NS
CCT3,8,0.015727552,0.03181969,0.621114769,41.28479299,0.999859363,TRUE,TRUE,NS
ORC1,8,-0.056575412,0.114462501,0.621115312,61.46751897,0.999859363,TRUE,TRUE,NS
CTD-2528L19.4,3,-0.718922625,1.454534976,0.621120547,0,0.999859363,TRUE,TRUE,NS
VAMP8,8,-0.038603977,0.078124668,0.621212253,39.13455072,0.999859363,TRUE,TRUE,NS
CMTM3,8,-0.057623727,0.116627481,0.621247133,26.10308026,0.999859363,TRUE,TRUE,NS
CLCN5,8,0.052202575,0.10566064,0.621264618,78.77442151,0.999859363,TRUE,TRUE,NS
CREBL2,8,-0.033083083,0.066962106,0.621266078,68.66089233,0.999859363,TRUE,TRUE,NS
COMMD3-BMI1,6,0.265884752,0.538171769,0.62126957,0,0.999859363,TRUE,TRUE,NS
OR14K1,2,1.311882656,2.65560825,0.62130294,0,0.999859363,TRUE,FALSE,NS
MLPH,6,0.067856291,0.137361212,0.621306937,47.93901791,0.999859363,TRUE,TRUE,NS
ARHGAP40,8,-0.072939651,0.147657695,0.621321727,0,0.999859363,TRUE,TRUE,NS
GUCY1A2,8,-0.190331053,0.385309674,0.621328039,31.29602444,0.999859363,TRUE,TRUE,NS
DNAH3,7,0.204705811,0.414474109,0.621381834,0,0.999859363,TRUE,TRUE,NS
AKAP5,8,-0.042537912,0.086197761,0.621664938,0,0.999859363,TRUE,TRUE,NS
KCNC2,4,0.524499783,1.063042976,0.621733718,0,0.999859363,TRUE,TRUE,NS
TRDV2,2,0.961524156,1.949184763,0.621803777,0,0.999859363,TRUE,FALSE,NS
CCL25,7,-0.288834549,0.585647402,0.621879421,0,0.999859363,TRUE,TRUE,NS
WDR72,6,0.287569342,0.58347726,0.62211546,35.68167037,0.999859363,TRUE,TRUE,NS
LPAR4,4,-0.548332848,1.11264652,0.622140801,0,0.999859363,TRUE,TRUE,NS
HSDL1,7,-0.028276922,0.057382384,0.622167663,7.660289166,0.999859363,TRUE,TRUE,NS
TCTEX1D1,2,-0.273529622,0.555130228,0.622202989,0,0.999859363,TRUE,FALSE,NS
RIMBP2,7,-0.354192645,0.719018607,0.622291238,0,0.999859363,TRUE,TRUE,NS
ARMT1,8,0.034095424,0.069229622,0.622367608,61.34129448,0.999859363,TRUE,TRUE,NS
MMAB,8,-0.043863296,0.089063575,0.622370005,51.72740504,0.999859363,TRUE,TRUE,NS
ZNF721,8,-0.021379804,0.043414976,0.622399651,0,0.999859363,TRUE,TRUE,NS
DDX19A,8,0.026729477,0.054280308,0.622412472,31.1305273,0.999859363,TRUE,TRUE,NS
SH2D3C,7,0.078293634,0.159065741,0.622571404,0,0.999859363,TRUE,TRUE,NS
PES1,8,0.034917083,0.070941289,0.62258015,77.42518731,0.999859363,TRUE,TRUE,NS
RDH5,8,0.135469338,0.275243095,0.62259161,0,0.999859363,TRUE,TRUE,NS
DNAJC30,8,0.053562918,0.108829253,0.622596411,62.15778702,0.999859363,TRUE,TRUE,NS
MAN1A2,8,0.019077654,0.038765255,0.622625453,5.676572921,0.999859363,TRUE,TRUE,NS
LANCL2,8,0.041561217,0.084464475,0.622680049,38.08556525,0.999859363,TRUE,TRUE,NS
TARDBP,8,-0.027875438,0.056654664,0.622702582,18.66277781,0.999859363,TRUE,TRUE,NS
GNG4,7,-0.116367142,0.23654057,0.622751677,76.61886118,0.999859363,TRUE,TRUE,NS
RP11-514P8.7,8,0.177202749,0.360386487,0.622930038,0,0.999859363,TRUE,TRUE,NS
RAET1G,7,-0.118880015,0.241836852,0.623022557,31.70506886,0.999859363,TRUE,TRUE,NS
ARAP3,8,0.101826866,0.207159324,0.623045348,59.76043641,0.999859363,TRUE,TRUE,NS
FAM150B,3,0.575518693,1.170951799,0.623075338,0,0.999859363,TRUE,TRUE,NS
CTC-429P9.4,8,-0.238678837,0.485646339,0.623096642,56.43545626,0.999859363,TRUE,TRUE,NS
IMP3,8,-0.039169413,0.079713137,0.623157956,78.73563962,0.999859363,TRUE,TRUE,NS
DOK2,7,0.041284052,0.08403856,0.623248719,0,0.999859363,TRUE,TRUE,NS
POU4F2,4,-0.428787353,0.87290597,0.623272084,0,0.999859363,TRUE,TRUE,NS
CEACAM4,4,0.116214687,0.236608037,0.623306462,0,0.999859363,TRUE,TRUE,NS
NACAD,7,0.086327334,0.175760038,0.623309128,5.860649587,0.999859363,TRUE,TRUE,NS
PLK1,8,-0.059967962,0.122094096,0.623311976,69.68304166,0.999859363,TRUE,TRUE,NS
GLTSCR2,8,-0.038058236,0.077491502,0.623336014,54.34254772,0.999859363,TRUE,TRUE,NS
AC013264.1,8,0.031135911,0.063398152,0.623343691,0,0.999859363,TRUE,TRUE,NS
INMT,6,0.271354157,0.552633448,0.623412197,32.00780042,0.999859363,TRUE,TRUE,NS
SPIN2B,8,0.050906237,0.103707029,0.623521348,0,0.999859363,TRUE,TRUE,NS
RP11-219A15.1,8,0.080872202,0.164758673,0.623530793,72.68999764,0.999859363,TRUE,TRUE,NS
GFI1,8,-0.18063466,0.368052487,0.623578483,52.11345628,0.999859363,TRUE,TRUE,NS
RP11-295K3.1,8,-0.077473173,0.157865119,0.6235994,80.77436136,0.999859363,TRUE,TRUE,NS
LGALS7,6,-0.151460404,0.308641447,0.623615622,26.26062349,0.999859363,TRUE,TRUE,NS
CCDC153,8,0.107576472,0.219286727,0.623727439,0,0.999859363,TRUE,TRUE,NS
KRTAP10-3,3,1.013036277,2.065900482,0.623878725,0,0.999859363,TRUE,TRUE,NS
IGSF5,6,0.162091955,0.330556824,0.623878939,0,0.999859363,TRUE,TRUE,NS
FBXO46,8,-0.032073981,0.065427883,0.623979052,0,0.999859363,TRUE,TRUE,NS
PRPSAP1,8,0.028403751,0.057952298,0.624046902,43.59879617,0.999859363,TRUE,TRUE,NS
NPFF,7,-0.121271352,0.24748552,0.624124042,0,0.999859363,TRUE,TRUE,NS
ACVR1C,8,0.122282315,0.249584181,0.624173405,66.45954204,0.999859363,TRUE,TRUE,NS
TCAF1,8,-0.029571626,0.060363122,0.624207798,0,0.999859363,TRUE,TRUE,NS
SURF4,8,-0.019029046,0.038843435,0.624211092,29.77462967,0.999859363,TRUE,TRUE,NS
SCML1,8,-0.041439395,0.084616338,0.624322994,61.95731766,0.999859363,TRUE,TRUE,NS
PPP1CC,8,-0.02681936,0.054768798,0.624358093,77.62213106,0.999859363,TRUE,TRUE,NS
RGMB,7,0.031451936,0.064231414,0.624370308,2.402842591,0.999859363,TRUE,TRUE,NS
LUC7L,8,-0.054069863,0.110448112,0.624452433,80.38424227,0.999859363,TRUE,TRUE,NS
TP53,8,-0.034862419,0.071230167,0.624534931,71.17712028,0.999859363,TRUE,TRUE,NS
NFRKB,8,-0.049754877,0.101675605,0.624594488,0,0.999859363,TRUE,TRUE,NS
PTPN3,8,-0.031517479,0.064418882,0.624658773,0,0.999859363,TRUE,TRUE,NS
HTR1D,6,-0.22750807,0.465021719,0.624670509,0,0.999859363,TRUE,TRUE,NS
LRRC46,8,0.078695242,0.160893186,0.62476041,0,0.999859363,TRUE,TRUE,NS
DGCR6,8,0.053125821,0.108627011,0.624794689,0,0.999859363,TRUE,TRUE,NS
POLR2H,8,0.042782385,0.087478321,0.624797297,28.64556167,0.999859363,TRUE,TRUE,NS
MAGEF1,8,-0.037754506,0.077198849,0.624802548,58.85509544,0.999859363,TRUE,TRUE,NS
ULK2,8,0.054793677,0.112046431,0.624822918,0,0.999859363,TRUE,TRUE,NS
FOXD4,8,-0.094175798,0.19262218,0.624902152,34.87182244,0.999859363,TRUE,TRUE,NS
GPR27,8,-0.069725285,0.142647321,0.624986898,37.81614312,0.999859363,TRUE,TRUE,NS
ZNF804B,2,-0.605380166,1.238614314,0.625014459,0,0.999859363,TRUE,FALSE,NS
MSL3,8,-0.044605941,0.091272304,0.625045057,55.11748961,0.999859363,TRUE,TRUE,NS
FAM43B,6,-0.12263621,0.250967274,0.625086542,22.55743737,0.999859363,TRUE,TRUE,NS
LYSMD4,8,0.056046461,0.114716988,0.625151204,0,0.999859363,TRUE,TRUE,NS
USP17L1,2,0.844805923,1.729291643,0.625176498,0,0.999859363,TRUE,FALSE,NS
BCAP31,8,0.028172001,0.057674214,0.625218468,74.93619028,0.999859363,TRUE,TRUE,NS
CNTN1,7,0.071439441,0.146275365,0.625273549,0,0.999859363,TRUE,TRUE,NS
OR10H1,4,-0.657218367,1.34589581,0.625328183,0,0.999859363,TRUE,TRUE,NS
ZSCAN31,8,-0.134959657,0.276427125,0.625387855,57.33307545,0.999859363,TRUE,TRUE,NS
FKRP,8,-0.092328737,0.189115926,0.625399416,57.05543047,0.999859363,TRUE,TRUE,NS
ZNF83,6,0.067817998,0.138963945,0.625531527,0,0.999859363,TRUE,TRUE,NS
CNFN,8,-0.06864201,0.140652817,0.625532543,17.41104351,0.999859363,TRUE,TRUE,NS
TRO,8,0.081004841,0.165998446,0.625560084,0,0.999859363,TRUE,TRUE,NS
SELENBP1,7,-0.119771647,0.245522804,0.625675287,60.4211246,0.999859363,TRUE,TRUE,NS
NSMAF,7,0.029140642,0.059763738,0.625835056,0,0.999859363,TRUE,TRUE,NS
3-Sep,2,0.049300987,0.101116271,0.625856363,0,0.999859363,TRUE,FALSE,NS
CCDC155,4,0.659649398,1.353024387,0.625877857,0,0.999859363,TRUE,TRUE,NS
ZNF274,8,0.052085572,0.10683511,0.625881123,8.358477111,0.999859363,TRUE,TRUE,NS
C14orf159,8,-0.044160423,0.090596209,0.625944935,0,0.999859363,TRUE,TRUE,NS
DNAJC14,8,-0.050024099,0.102650347,0.626027903,19.95162692,0.999859363,TRUE,TRUE,NS
CTD-2587H24.4,7,-0.565991547,1.161542274,0.62606283,52.75956079,0.999859363,TRUE,TRUE,NS
VMAC,8,-0.045329633,0.093064074,0.626201757,0,0.999859363,TRUE,TRUE,NS
CTD-3148I10.9,6,-0.484143044,0.994157148,0.626266519,0,0.999859363,TRUE,TRUE,NS
NCR1,3,0.151622542,0.31136575,0.626286959,0,0.999859363,TRUE,TRUE,NS
SPRR2E,3,0.149017551,0.306016686,0.626287452,0,0.999859363,TRUE,TRUE,NS
FAM212B,8,-0.100499417,0.206387994,0.626297943,71.55184876,0.999859363,TRUE,TRUE,NS
FPGS,8,0.026122256,0.05366035,0.626394815,0,0.999859363,TRUE,TRUE,NS
NFYC,8,-0.05612591,0.115316672,0.626463039,46.47773487,0.999859363,TRUE,TRUE,NS
ZNF184,8,-0.051078428,0.104949951,0.62647576,0,0.999859363,TRUE,TRUE,NS
CRYAB,6,0.087849416,0.180509407,0.626488661,0,0.999859363,TRUE,TRUE,NS
