Symbol,n_studies,pooled_log2FC,pooled_lfcSE,rem_pvalue,I2,rem_padj,multi_study,is_robust,Confidence_Level
RFX3,8,-0.208211727,0.111130693,0.060988979,15.3858752,0.802309649,TRUE,TRUE,NS
ZNF223,8,-0.210294346,0.112246226,0.060998093,0,0.802309649,TRUE,TRUE,NS
ZNF619,8,0.135868615,0.072522922,0.06100523,0,0.802309649,TRUE,TRUE,NS
C17orf80,8,-0.108230158,0.057775929,0.061030529,0,0.802309649,TRUE,TRUE,NS
PPP1R3C,7,0.1731702,0.092443128,0.061032212,0,0.802309649,TRUE,TRUE,NS
EYA1,7,0.25837673,0.137946085,0.061064669,0,0.802309649,TRUE,TRUE,NS
HABP4,8,0.277663433,0.148245464,0.061068685,50.90382218,0.802309649,TRUE,TRUE,NS
WTH3DI,8,-0.388935571,0.207661651,0.061078161,0,0.802309649,TRUE,TRUE,NS
DLG1,8,-0.083261794,0.044482668,0.061236967,0,0.803857988,TRUE,TRUE,NS
ZBTB44,8,-0.07547628,0.040332191,0.061294405,0,0.804074494,TRUE,TRUE,NS
NKX2-5,6,-0.172405816,0.092168008,0.061406052,3.562637619,0.805001372,TRUE,TRUE,NS
MYOF,8,0.213006393,0.113892024,0.061449311,80.91754705,0.805031065,TRUE,TRUE,NS
GJA5,5,-0.750255219,0.401373689,0.061592389,0,0.805863357,TRUE,TRUE,NS
OAS1,7,0.553890268,0.296324682,0.061594913,81.41458235,0.805863357,TRUE,TRUE,NS
SRSF8,8,-0.140568532,0.075278006,0.061856162,78.15842149,0.808742554,TRUE,TRUE,NS
MARCO,1,0.949459349,0.50857272,0.061914197,NA,0.808825838,FALSE,FALSE,NS
MOK,8,-0.164042911,0.087894456,0.061990676,70.30048935,0.808825838,TRUE,TRUE,NS
EPN2,8,-0.16657225,0.089259875,0.062020486,31.13805668,0.808825838,TRUE,TRUE,NS
GJA1,6,-0.072346331,0.038768718,0.062027279,0,0.808825838,TRUE,TRUE,NS
MRPL27,8,0.125346002,0.067194203,0.062121321,59.79664542,0.809192747,TRUE,TRUE,NS
PLA2G2A,3,-0.315866744,0.16935211,0.062160667,0,0.809192747,TRUE,TRUE,NS
IYD,5,-0.811553315,0.435274019,0.062256387,69.02795786,0.809192747,TRUE,TRUE,NS
IGKV3-15,2,2.1371669,1.146348111,0.0622759,0,0.809192747,TRUE,FALSE,NS
RP11-166B2.1,8,-0.221285624,0.118743499,0.062383533,0,0.809192747,TRUE,TRUE,NS
ACVR2B,8,-0.118819202,0.063760571,0.062388917,27.49990165,0.809192747,TRUE,TRUE,NS
SIGLEC10,8,0.416063158,0.223300658,0.06242823,0,0.809192747,TRUE,TRUE,NS
RFPL4AL1,7,1.448059848,0.777369625,0.062494808,0,0.809192747,TRUE,TRUE,NS
GJB5,4,-0.071037388,0.038150574,0.062599325,0,0.809192747,TRUE,TRUE,NS
TSR2,8,-0.068627556,0.036856648,0.062601266,0,0.809192747,TRUE,TRUE,NS
ZNF331,8,-0.279094722,0.149890432,0.062604276,0,0.809192747,TRUE,TRUE,NS
NTRK3,8,0.879184222,0.472262682,0.062653516,0,0.809192747,TRUE,TRUE,NS
DDX42,8,-0.065978639,0.035441119,0.062653716,0.815660158,0.809192747,TRUE,TRUE,NS
TRGV3,2,1.544423072,0.829728595,0.062693448,0,0.809192747,TRUE,FALSE,NS
PSMB5,8,0.085812694,0.046114457,0.0627635,39.42128281,0.809192747,TRUE,TRUE,NS
TFIP11,8,0.354839783,0.190693531,0.062774455,68.71683155,0.809192747,TRUE,TRUE,NS
MOB3B,8,-0.174470437,0.093776229,0.062815175,36.35259505,0.809192747,TRUE,TRUE,NS
RP11-277P12.6,6,-1.838930189,0.988533017,0.062848498,0,0.809192747,TRUE,TRUE,NS
BRD8,8,-0.094999567,0.051068482,0.062851762,42.66466461,0.809192747,TRUE,TRUE,NS
SDHAF2,8,0.068655313,0.036910617,0.062879526,0,0.809192747,TRUE,TRUE,NS
ZNF76,8,-0.144951185,0.077975353,0.063036221,0,0.809595393,TRUE,TRUE,NS
ANGPTL1,7,1.310279203,0.704881548,0.063046364,0,0.809595393,TRUE,TRUE,NS
MT1B,3,-1.215549806,0.654003082,0.063079589,0,0.809595393,TRUE,TRUE,NS
GLRA2,4,1.134235367,0.610323463,0.063109851,0,0.809595393,TRUE,TRUE,NS
NECTIN4,7,0.269773403,0.145166982,0.063117037,0,0.809595393,TRUE,TRUE,NS
UQCC2,8,0.165566003,0.089131211,0.06323243,58.26627112,0.809595393,TRUE,TRUE,NS
TMEM185A,8,0.085974654,0.04628516,0.063240146,16.51622767,0.809595393,TRUE,TRUE,NS
NDUFV2,8,0.101664512,0.054732022,0.063240622,57.63227149,0.809595393,TRUE,TRUE,NS
IDNK,8,0.230288537,0.124092508,0.06348476,15.39242344,0.811320906,TRUE,TRUE,NS
FAM96B,8,0.082598636,0.044516284,0.063529123,19.35865028,0.811320906,TRUE,TRUE,NS
SOCS7,7,-0.212929608,0.114775037,0.063568967,61.19222678,0.811320906,TRUE,TRUE,NS
LIPG,7,-0.296743313,0.159966604,0.063591529,0,0.811320906,TRUE,TRUE,NS
MIER1,8,0.06890851,0.037153417,0.063638816,28.45090132,0.811320906,TRUE,TRUE,NS
CLCN6,8,0.119004052,0.064175648,0.063689239,0,0.811320906,TRUE,TRUE,NS
APOBEC3G,7,0.7673522,0.413818689,0.063693417,61.59931737,0.811320906,TRUE,TRUE,NS
ZNF430,8,-0.183614734,0.099031152,0.063723302,0,0.811320906,TRUE,TRUE,NS
FBXO28,8,0.079853639,0.043074192,0.063758802,30.6317435,0.811320906,TRUE,TRUE,NS
CYP46A1,8,-0.64236636,0.346582484,0.063820756,0,0.811320906,TRUE,TRUE,NS
PPOX,8,-0.283740596,0.153164552,0.063951001,38.38186433,0.811320906,TRUE,TRUE,NS
C14orf28,8,-0.259473257,0.140074924,0.063969975,9.389458682,0.811320906,TRUE,TRUE,NS
TMCO6,8,-0.153018935,0.082609942,0.063981818,28.04025733,0.811320906,TRUE,TRUE,NS
SLC27A2,8,-0.197553042,0.106657188,0.063993612,38.7794214,0.811320906,TRUE,TRUE,NS
GRTP1,8,-0.221979865,0.119863753,0.064035173,0,0.811320906,TRUE,TRUE,NS
TNFSF4,5,-1.174384682,0.634142289,0.06403643,0,0.811320906,TRUE,TRUE,NS
METTL17,8,-0.0796284,0.043029422,0.064233302,42.69730314,0.812004529,TRUE,TRUE,NS
OXTR,8,-0.199201769,0.107656158,0.064262856,16.9179466,0.812004529,TRUE,TRUE,NS
FMO5,8,-0.336184446,0.181706134,0.064291265,25.5758256,0.812004529,TRUE,TRUE,NS
AC009133.23,8,0.283996062,0.153507343,0.064306529,23.2408899,0.812004529,TRUE,TRUE,NS
RFWD2,8,0.078852546,0.042623657,0.064317674,4.776533408,0.812004529,TRUE,TRUE,NS
ANXA8,8,-0.266816166,0.144249259,0.064358487,60.33402524,0.812004529,TRUE,TRUE,NS
UGT3A1,4,-1.379899538,0.746303184,0.064460725,0,0.812004529,TRUE,TRUE,NS
TECTA,8,-1.910284474,1.033275556,0.064491643,44.01245478,0.812004529,TRUE,TRUE,NS
HDAC7,8,0.126563467,0.068465328,0.06451884,23.55666061,0.812004529,TRUE,TRUE,NS
CCDC122,8,0.187692277,0.101537312,0.064529252,0,0.812004529,TRUE,TRUE,NS
NR0B1,4,0.829889556,0.448978469,0.064545222,59.60063509,0.812004529,TRUE,TRUE,NS
SLCO3A1,8,-0.224467979,0.121467627,0.06460734,76.35789407,0.812265645,TRUE,TRUE,NS
NOL7,8,0.082974366,0.044921065,0.064730495,42.9466134,0.812649617,TRUE,TRUE,NS
PON3,6,-0.215899999,0.116897423,0.064758971,0,0.812649617,TRUE,TRUE,NS
SC5D,8,-0.210078208,0.113757669,0.064788183,28.50928852,0.812649617,TRUE,TRUE,NS
TET2,8,0.131304629,0.071110573,0.064821771,0,0.812649617,TRUE,TRUE,NS
B9D2,8,-0.195596727,0.10593831,0.064844788,0,0.812649617,TRUE,TRUE,NS
ABTB1,7,-0.194081088,0.105187376,0.065023187,0,0.813690707,TRUE,TRUE,NS
C21orf59,8,-0.123090095,0.066716219,0.065040435,0,0.813690707,TRUE,TRUE,NS
C4BPB,7,0.350712823,0.190098609,0.065052165,0,0.813690707,TRUE,TRUE,NS
SLC4A1AP,8,0.072217126,0.039158028,0.065146966,5.063044012,0.814357815,TRUE,TRUE,NS
SCIMP,7,0.270027211,0.146440567,0.065192292,0,0.814405996,TRUE,TRUE,NS
STPG2,7,0.620715359,0.33684578,0.065368644,7.995785016,0.815938264,TRUE,TRUE,NS
RWDD4,8,0.065422992,0.035509329,0.065414177,0,0.815938264,TRUE,TRUE,NS
MMP10,6,0.431074223,0.234092967,0.065553309,0,0.815938264,TRUE,TRUE,NS
CCHCR1,8,-0.105754803,0.057441331,0.065608008,6.275679334,0.815938264,TRUE,TRUE,NS
PSMD1,7,0.082667343,0.044902289,0.065614289,0,0.815938264,TRUE,TRUE,NS
FAM89A,8,0.234178611,0.127201569,0.065620956,54.65536742,0.815938264,TRUE,TRUE,NS
EHD4,8,0.145777188,0.079186856,0.065632316,0,0.815938264,TRUE,TRUE,NS
FLYWCH1,8,0.203223103,0.110440549,0.065751631,0.913945722,0.815938264,TRUE,TRUE,NS
GKN2,4,-1.567870927,0.852188121,0.065794982,0,0.815938264,TRUE,TRUE,NS
SMIM4,8,0.227664111,0.123750888,0.065812766,59.03089426,0.815938264,TRUE,TRUE,NS
ADI1,8,-0.172451893,0.093743714,0.065825486,28.43286435,0.815938264,TRUE,TRUE,NS
SLC10A2,4,-0.696700128,0.378748391,0.065844602,0,0.815938264,TRUE,TRUE,NS
FLRT2,8,-0.568616723,0.309176971,0.06589603,0,0.815938264,TRUE,TRUE,NS
TBRG1,8,-0.109324701,0.059443829,0.065896633,29.72136592,0.815938264,TRUE,TRUE,NS
LENG8,8,-0.23884762,0.12989052,0.065939022,78.26874661,0.815948658,TRUE,TRUE,NS
PAH,3,-0.750925406,0.408461617,0.066000036,0,0.816150934,TRUE,TRUE,NS
RIN3,8,-0.115505048,0.062850002,0.066093488,20.52996156,0.816150934,TRUE,TRUE,NS
TCP11L2,8,-0.307774954,0.167499061,0.066140141,0,0.816150934,TRUE,TRUE,NS
RP11-343C2.11,7,0.184623066,0.100490583,0.066177781,6.628090361,0.816150934,TRUE,TRUE,NS
4-Mar,2,-0.151564889,0.082509544,0.066219097,0,0.816150934,TRUE,FALSE,NS
CHML,8,-0.073549012,0.040042682,0.066244541,0,0.816150934,TRUE,TRUE,NS
IFNLR1,8,0.282733781,0.153931257,0.066246287,41.57420148,0.816150934,TRUE,TRUE,NS
STRC,8,-0.368493486,0.200728007,0.066389445,0,0.816618834,TRUE,TRUE,NS
LYRM9,8,-0.285127005,0.155333927,0.066420603,0,0.816618834,TRUE,TRUE,NS
LINS1,8,-0.178138134,0.097060802,0.066457522,9.579115132,0.816618834,TRUE,TRUE,NS
GAB3,7,-0.270145706,0.147192758,0.066458397,0,0.816618834,TRUE,TRUE,NS
ITIH1,7,-0.624208245,0.340213779,0.066542298,0,0.816618834,TRUE,TRUE,NS
PLEKHG6,6,0.49094333,0.26760594,0.066568595,14.81684316,0.816618834,TRUE,TRUE,NS
RP11-77K12.1,7,-0.521802488,0.284433874,0.066575352,0,0.816618834,TRUE,TRUE,NS
ZHX2,7,0.246149635,0.134209861,0.066644317,0,0.81673142,TRUE,TRUE,NS
B3GNT4,8,-0.179228856,0.097730581,0.066667709,0,0.81673142,TRUE,TRUE,NS
ARHGAP15,5,0.188008387,0.102558347,0.066775116,0,0.817476192,TRUE,TRUE,NS
GPR108,8,-0.083526956,0.045578446,0.066862418,0,0.817476192,TRUE,TRUE,NS
XYLT2,8,0.08382734,0.045743482,0.066869123,6.318568485,0.817476192,TRUE,TRUE,NS
BNIP1,8,0.102669207,0.056030593,0.066895173,12.29923536,0.817476192,TRUE,TRUE,NS
C3orf67,8,0.185133815,0.101051334,0.066939964,0,0.817476192,TRUE,TRUE,NS
BRCA2,7,0.24472919,0.133622813,0.067027054,0,0.817476192,TRUE,TRUE,NS
DRAM2,8,0.218860539,0.119533081,0.067106203,9.146847337,0.817476192,TRUE,TRUE,NS
IGLV9-49,3,2.415011921,1.319085808,0.067127047,0,0.817476192,TRUE,TRUE,NS
RPS27L,8,0.144137605,0.07874015,0.067168073,78.13304136,0.817476192,TRUE,TRUE,NS
SUCO,8,0.072558917,0.039638494,0.067172746,40.76889092,0.817476192,TRUE,TRUE,NS
LHX6,7,-0.217112172,0.118624449,0.06721285,0,0.817476192,TRUE,TRUE,NS
CTPS2,8,-0.140095281,0.076548669,0.06722803,0,0.817476192,TRUE,TRUE,NS
TCEANC,8,-0.39825682,0.217675562,0.067311415,0,0.817983648,TRUE,TRUE,NS
IFT46,8,-0.101481863,0.055489545,0.067422598,0,0.818417622,TRUE,TRUE,NS
PMEPA1,8,-0.17541806,0.095949352,0.067514139,67.41318857,0.818417622,TRUE,TRUE,NS
C14orf169,8,-0.071359476,0.039040419,0.067574197,0,0.818417622,TRUE,TRUE,NS
HNRNPLL,8,0.079509363,0.043509462,0.067639054,30.03106126,0.818417622,TRUE,TRUE,NS
GPLD1,8,-0.16469637,0.0901462,0.067700998,0,0.818417622,TRUE,TRUE,NS
IVNS1ABP,8,-0.260620585,0.142650695,0.067702124,74.95055139,0.818417622,TRUE,TRUE,NS
ATOX1,8,0.178513965,0.097762443,0.067850657,74.99593455,0.818417622,TRUE,TRUE,NS
TCF7L2,8,0.251186031,0.137580305,0.067889253,46.15540798,0.818417622,TRUE,TRUE,NS
CCDC12,7,0.323176165,0.177017605,0.067899615,47.96958335,0.818417622,TRUE,TRUE,NS
RDH13,8,0.137815816,0.075493884,0.067922155,39.68545024,0.818417622,TRUE,TRUE,NS
ZBTB8OS,8,0.108729574,0.059561215,0.067924156,29.78625253,0.818417622,TRUE,TRUE,NS
HGF,7,0.402491291,0.220495643,0.067941685,0,0.818417622,TRUE,TRUE,NS
IGHV1-18,2,2.109179313,1.155515767,0.067953632,0,0.818417622,TRUE,FALSE,NS
DLGAP2,6,0.885139384,0.484992673,0.067992394,0,0.818417622,TRUE,TRUE,NS
TJAP1,8,-0.184839009,0.101303969,0.06806173,0,0.818417622,TRUE,TRUE,NS
HAS1,3,1.598917203,0.876423969,0.068096911,0,0.818417622,TRUE,TRUE,NS
RGP1,8,0.16242391,0.089041998,0.068132879,0,0.818417622,TRUE,TRUE,NS
MCOLN2,6,0.347338092,0.190420215,0.068142847,39.5749346,0.818417622,TRUE,TRUE,NS
GPC5,8,-0.356547391,0.195504208,0.068192513,0,0.818417622,TRUE,TRUE,NS
BMPR1B,8,0.219406799,0.120317778,0.068218478,19.50276706,0.818417622,TRUE,TRUE,NS
FAM160A2,8,-0.112846502,0.061883354,0.068222306,0,0.818417622,TRUE,TRUE,NS
LIPH,8,-0.214301471,0.117565282,0.068329209,0,0.819199637,TRUE,TRUE,NS
CTF1,8,-0.2618423,0.143747421,0.068524154,0,0.821035598,TRUE,TRUE,NS
SIAH1,8,-0.208407686,0.114528101,0.068803504,51.39178158,0.82373256,TRUE,TRUE,NS
EGFR,8,-0.146707264,0.080629943,0.068833136,62.13512571,0.82373256,TRUE,TRUE,NS
GUK1,8,0.076027152,0.041792955,0.068890385,30.93482077,0.823915573,TRUE,TRUE,NS
PSMB10,8,0.254033348,0.139734466,0.06906841,63.29863957,0.825541958,TRUE,TRUE,NS
RIPK2,8,0.135084053,0.07431728,0.069115074,53.30810588,0.825597211,TRUE,TRUE,NS
CWH43,2,0.30153761,0.165919505,0.069160035,0,0.825632081,TRUE,FALSE,NS
TREM1,6,-0.341658711,0.18804133,0.069227199,0,0.825931798,TRUE,TRUE,NS
COX5B,8,0.112199249,0.06176768,0.06929803,63.91750053,0.826274874,TRUE,TRUE,NS
PDE6A,8,-0.633736208,0.34894942,0.069351005,0,0.826404754,TRUE,TRUE,NS
C19orf35,5,0.548063104,0.301885826,0.069452504,0,0.827112356,TRUE,TRUE,NS
PSMB7,7,0.070616129,0.038908572,0.069535478,42.9028315,0.827598612,TRUE,TRUE,NS
IL17RE,8,-0.138568627,0.076389568,0.069681858,0,0.828838483,TRUE,TRUE,NS
MAGED4B,8,-0.268848581,0.148264798,0.069785538,0,0.829051584,TRUE,TRUE,NS
ADD3,7,0.098007381,0.054078919,0.069939408,0,0.829051584,TRUE,TRUE,NS
AKT1S1,8,-0.253119256,0.139693806,0.069992746,37.33980554,0.829051584,TRUE,TRUE,NS
PALM2,8,-0.374698294,0.206815337,0.07002438,17.48296058,0.829051584,TRUE,TRUE,NS
DOT1L,8,0.08786063,0.048505121,0.070083887,0,0.829051584,TRUE,TRUE,NS
BLOC1S5,7,-0.111728707,0.06168516,0.070098498,7.452986258,0.829051584,TRUE,TRUE,NS
SLC7A9,8,-0.557900545,0.308031451,0.070112922,7.592361967,0.829051584,TRUE,TRUE,NS
USP18,7,0.838567329,0.463020723,0.07012855,80.19314997,0.829051584,TRUE,TRUE,NS
SMIM8,8,0.215157117,0.118817401,0.070168471,49.74929796,0.829051584,TRUE,TRUE,NS
MON1B,8,-0.087975531,0.048583672,0.070171121,45.78453829,0.829051584,TRUE,TRUE,NS
DUSP3,8,0.126661878,0.069957748,0.07021081,80.9623781,0.829051584,TRUE,TRUE,NS
BTC,7,0.266215952,0.147074833,0.070284712,0,0.829051584,TRUE,TRUE,NS
AP2A2,8,-0.102722213,0.056750907,0.070287395,47.58414994,0.829051584,TRUE,TRUE,NS
FAM110C,8,0.121749171,0.067269519,0.070315751,0,0.829051584,TRUE,TRUE,NS
KLHL24,8,-0.294694977,0.162836503,0.070333025,61.95021964,0.829051584,TRUE,TRUE,NS
MUC12,8,0.540939214,0.298981286,0.07040837,0,0.829343105,TRUE,TRUE,NS
NACA,8,-0.145449023,0.080400951,0.070443849,70.69775423,0.829343105,TRUE,TRUE,NS
RARRES3,8,0.324873095,0.179608489,0.070484451,36.49212754,0.829343105,TRUE,TRUE,NS
DNAJC19,8,0.103749373,0.057374152,0.07056065,38.09930442,0.829742545,TRUE,TRUE,NS
MGAM,8,0.331216836,0.1831929,0.07060304,82.00588595,0.829744166,TRUE,TRUE,NS
PRDM13,7,-0.283040548,0.156651715,0.070791249,0,0.830895113,TRUE,TRUE,NS
RAB3GAP2,8,0.096155296,0.053223591,0.070820108,42.86171421,0.830895113,TRUE,TRUE,NS
ZNRD1,8,0.10114194,0.055985332,0.070827906,33.24542649,0.830895113,TRUE,TRUE,NS
ANKIB1,8,0.165427715,0.091613316,0.070962568,8.625730594,0.831977291,TRUE,TRUE,NS
KLF9,8,-0.108064225,0.059863766,0.071048216,0,0.831977291,TRUE,TRUE,NS
MDN1,8,0.097226148,0.05386048,0.071051494,44.87348889,0.831977291,TRUE,TRUE,NS
NFKBIB,8,0.103951132,0.0575937,0.071089617,38.38368997,0.831977291,TRUE,TRUE,NS
COX19,8,0.099138199,0.054941296,0.071162567,0,0.832161623,TRUE,TRUE,NS
HAX1,7,0.115954589,0.064267017,0.071190118,46.11917408,0.832161623,TRUE,TRUE,NS
IQUB,7,-0.563410178,0.312476391,0.071380553,0,0.833647171,TRUE,TRUE,NS
PEX14,8,0.130147606,0.072193737,0.07142673,21.79480559,0.833647171,TRUE,TRUE,NS
VPS29,8,0.077915417,0.043229139,0.071485347,41.38566909,0.833647171,TRUE,TRUE,NS
EPPK1,8,0.169062918,0.093800272,0.071487007,15.26900959,0.833647171,TRUE,TRUE,NS
IFIT3,8,1.017707846,0.564987716,0.07165687,70.18564691,0.835132115,TRUE,TRUE,NS
LDOC1,7,-0.105816189,0.058755493,0.071709462,0,0.835249357,TRUE,TRUE,NS
FOSL1,8,0.506696149,0.281621153,0.071985157,70.72062143,0.835930878,TRUE,TRUE,NS
UBXN2B,8,-0.09706311,0.053966908,0.072087172,0,0.835930878,TRUE,TRUE,NS
TMEM107,8,-0.139561856,0.077609267,0.072135375,0,0.835930878,TRUE,TRUE,NS
RILP,8,0.206121584,0.114645378,0.072191944,0,0.835930878,TRUE,TRUE,NS
WDYHV1,8,0.103050487,0.057321764,0.072215846,0,0.835930878,TRUE,TRUE,NS
C16orf45,7,-0.193339079,0.107555559,0.072244536,0,0.835930878,TRUE,TRUE,NS
MYO1E,8,0.518201918,0.288349901,0.072315171,82.61707414,0.835930878,TRUE,TRUE,NS
EID1,8,-0.070768763,0.039379768,0.072322234,44.38420778,0.835930878,TRUE,TRUE,NS
ZNF66,7,-0.324307398,0.180469113,0.072331747,9.86184086,0.835930878,TRUE,TRUE,NS
N4BP2L2,8,0.221097434,0.123043438,0.072350619,68.52112313,0.835930878,TRUE,TRUE,NS
RAB32,8,0.171879795,0.095660477,0.072372275,76.26310839,0.835930878,TRUE,TRUE,NS
PTH2R,7,0.627661803,0.349335941,0.07237875,0,0.835930878,TRUE,TRUE,NS
RGS10,8,0.159448517,0.088756394,0.072419232,60.28550531,0.835930878,TRUE,TRUE,NS
SNX24,8,0.081555522,0.045408087,0.072485418,9.434145486,0.835930878,TRUE,TRUE,NS
HTRA1,8,-0.240016389,0.13365238,0.072522229,0,0.835930878,TRUE,TRUE,NS
ST6GAL2,7,-0.59221187,0.329976924,0.072700407,0,0.835930878,TRUE,TRUE,NS
VPS26B,8,-0.084393411,0.047029315,0.072735757,14.5931763,0.835930878,TRUE,TRUE,NS
PTCD2,8,-0.14538347,0.081023249,0.072758498,32.84734514,0.835930878,TRUE,TRUE,NS
SIX2,7,-0.245046369,0.13658775,0.072803884,0,0.835930878,TRUE,TRUE,NS
METTL2B,8,0.135054448,0.075279898,0.07280827,52.18231716,0.835930878,TRUE,TRUE,NS
HSCB,8,0.114783739,0.063982107,0.07281357,16.64341551,0.835930878,TRUE,TRUE,NS
CPS1,8,0.49389623,0.27533592,0.072845877,0,0.835930878,TRUE,TRUE,NS
FUK,8,0.15755024,0.087831284,0.072847854,0,0.835930878,TRUE,TRUE,NS
DCAF5,8,0.070782396,0.039461876,0.072862566,0,0.835930878,TRUE,TRUE,NS
ALOX5AP,8,0.438459023,0.244447914,0.072865769,6.300662135,0.835930878,TRUE,TRUE,NS
FDCSP,2,-0.185041755,0.103173475,0.072892813,0,0.835930878,TRUE,FALSE,NS
ANOS1,5,-0.595364415,0.332027059,0.072953711,0,0.835930878,TRUE,TRUE,NS
ANO3,7,0.796060381,0.444021186,0.072997993,0,0.835930878,TRUE,TRUE,NS
HIST1H2BH,6,0.278336915,0.155285619,0.073065851,0,0.835930878,TRUE,TRUE,NS
IGHV1-46,2,2.686993337,1.499347385,0.073115572,0,0.835930878,TRUE,FALSE,NS
SNRPN,6,-0.108336559,0.06045943,0.073150825,21.84920002,0.835930878,TRUE,TRUE,NS
TIGD3,7,-0.688506315,0.38427244,0.073178788,26.55281453,0.835930878,TRUE,TRUE,NS
MLEC,8,-0.086788836,0.048449958,0.073243758,53.98825553,0.835930878,TRUE,TRUE,NS
TMEM243,8,-0.150290588,0.08391501,0.073295579,42.52411259,0.835930878,TRUE,TRUE,NS
SLC30A5,8,0.096973186,0.054163236,0.073391622,0,0.835930878,TRUE,TRUE,NS
DENND2C,8,0.57226571,0.319693999,0.073447148,0,0.835930878,TRUE,TRUE,NS
THEGL,5,-0.55307137,0.309012691,0.073485832,0,0.835930878,TRUE,TRUE,NS
RP11-315D16.2,8,-0.278078767,0.155377885,0.073503222,6.467024875,0.835930878,TRUE,TRUE,NS
SHANK1,8,0.274259779,0.153256492,0.073526677,0,0.835930878,TRUE,TRUE,NS
ASXL3,5,0.639720232,0.357557156,0.073592082,0,0.835930878,TRUE,TRUE,NS
PKP1,6,-0.124949368,0.069848059,0.07363513,0,0.835930878,TRUE,TRUE,NS
ENKUR,8,-0.298178872,0.166703541,0.073666769,0,0.835930878,TRUE,TRUE,NS
SLC30A1,8,-0.227787185,0.127362407,0.073695983,84.78080147,0.835930878,TRUE,TRUE,NS
ING5,8,-0.099377808,0.055566417,0.073703292,13.09062146,0.835930878,TRUE,TRUE,NS
ZDHHC8,8,-0.270247236,0.15111319,0.073715329,0,0.835930878,TRUE,TRUE,NS
FBN2,7,0.156221747,0.087357211,0.073726056,0,0.835930878,TRUE,TRUE,NS
OSBPL6,8,0.612301744,0.342453407,0.073778339,10.9869471,0.836040983,TRUE,TRUE,NS
GABRB2,4,-0.921956615,0.515735907,0.07383208,0,0.836068705,TRUE,TRUE,NS
ADCY6,7,-0.355318693,0.19879849,0.073884016,19.71158415,0.836068705,TRUE,TRUE,NS
TOR1AIP2,8,0.075614128,0.0423092,0.073908508,0,0.836068705,TRUE,TRUE,NS
GAS7,8,0.348101956,0.1948318,0.073989326,16.65193958,0.83649989,TRUE,TRUE,NS
CFAP161,8,-0.676308411,0.378637308,0.074072673,0,0.83649989,TRUE,TRUE,NS
EYA4,6,0.251755753,0.140966376,0.074110968,0,0.83649989,TRUE,TRUE,NS
COL23A1,6,1.185791551,0.663977791,0.074117008,0,0.83649989,TRUE,TRUE,NS
SH3RF1,8,0.15750018,0.088270606,0.074376885,41.38602845,0.838915292,TRUE,TRUE,NS
CBLL1,8,-0.078098692,0.043781035,0.074448438,0,0.838915292,TRUE,TRUE,NS
OR2B6,8,0.898137091,0.503506111,0.074461693,0,0.838915292,TRUE,TRUE,NS
SMIM5,7,0.484858126,0.271926471,0.074578385,0,0.838915292,TRUE,TRUE,NS
RP11-40A7.2,5,-1.547885952,0.868210431,0.074611289,0,0.838915292,TRUE,TRUE,NS
KIAA1456,7,-0.451028185,0.253098109,0.074744493,0,0.838915292,TRUE,TRUE,NS
TTC17,8,0.112230909,0.062991759,0.074802074,12.30799118,0.838915292,TRUE,TRUE,NS
NUTM2B,8,0.323277592,0.181453841,0.074814999,0,0.838915292,TRUE,TRUE,NS
KLK9,2,0.284917331,0.159978237,0.074916443,0,0.838915292,TRUE,FALSE,NS
SPAG17,6,-0.376271592,0.211289151,0.074939041,0,0.838915292,TRUE,TRUE,NS
SLC2A14,8,-0.381738417,0.214376047,0.074962243,0,0.838915292,TRUE,TRUE,NS
AASS,7,0.169349763,0.095104738,0.074967048,0,0.838915292,TRUE,TRUE,NS
C7,4,1.589333958,0.892701623,0.075016386,1.113342534,0.838915292,TRUE,TRUE,NS
CNTROB,8,0.157297278,0.088361927,0.075051799,0,0.838915292,TRUE,TRUE,NS
EML4,7,0.176802207,0.099360495,0.075173972,67.98021305,0.838915292,TRUE,TRUE,NS
C9orf131,5,0.894803415,0.502944167,0.075218334,0,0.838915292,TRUE,TRUE,NS
COMMD9,8,-0.131534741,0.073959155,0.07532536,51.32375358,0.838915292,TRUE,TRUE,NS
LRRC17,8,0.922506571,0.518763228,0.075357785,59.91435918,0.838915292,TRUE,TRUE,NS
TRAV12-3,1,4.19451341,2.359029626,0.075392804,NA,0.838915292,FALSE,FALSE,NS
FMN2,7,-0.198965451,0.111942671,0.075504584,0,0.838915292,TRUE,TRUE,NS
NLRP1,8,-0.185219639,0.104212213,0.075513729,0,0.838915292,TRUE,TRUE,NS
PACS1,8,-0.067834211,0.038167753,0.075524648,0,0.838915292,TRUE,TRUE,NS
TMEM71,8,-0.850989006,0.47890172,0.075574888,34.69581044,0.838915292,TRUE,TRUE,NS
BAP1,8,0.087937202,0.049488486,0.075581,67.71668287,0.838915292,TRUE,TRUE,NS
TOX3,6,-0.271577901,0.152870399,0.075646623,0,0.838915292,TRUE,TRUE,NS
ZC3HAV1L,8,-0.134498716,0.07571772,0.075680589,0,0.838915292,TRUE,TRUE,NS
P2RY2,8,-0.253360788,0.142646047,0.075708185,43.81168065,0.838915292,TRUE,TRUE,NS
CACNA1I,7,0.621940402,0.350217673,0.075754656,0,0.838915292,TRUE,TRUE,NS
