"DRR456169","DRR456170","DRR456171","DRR456172","DRR456173","DRR456174","DRR456175","DRR456176","DRR456177","DRR456178","DRR456179","DRR456180","DRR456181","DRR456182","DRR456183","DRR456184","DRR456185","DRR456186"
11.862721,13.886168,10.282229,14.51457,14.644471,12.690489,14.251038,14.664272,14.344497,15.551472,15.340153,18.141007,15.934795,17.071145,14.504002,15.935288,14.219333,18.400113
1.236614,0.617953,1.487111,2.394872,0.652252,1.529866,1.165819,1.456595,0.663907,1.313482,2.074235,2.574745,1.723355,1.317459,1.837425,2.523384,1.723284,1.924831
23.59357,20.209662,17.101043,22.204486,23.817146,22.274732,24.569036,25.058519,20.832151,20.946837,25.36798,27.720967,26.335834,23.746372,31.307249,26.655896,31.123554,20.075529
303.881195,340.63334,358.727775,280.242969,300.202903,339.605216,277.22655,275.870501,340.840921,269.08148,304.522864,313.344403,310.606021,321.22702,250.743401,265.597916,239.297765,268.328817
0,0,0,0,0,0,0,0,0,0.323233,0,0,0,0,0,0,0,0
221.117465,249.634177,289.66937,191.840961,213.52181,242.324317,230.960768,216.68467,229.691465,212.818498,219.202663,179.62041,243.979292,170.859867,260.706092,202.070138,345.408076,211.82044
184.845346,186.097738,195.650355,174.166456,197.140374,197.241011,195.302299,208.597102,198.896049,261.174713,250.391587,231.542814,244.337422,256.954833,292.375322,251.698582,284.486125,279.183113
692.900767,686.27886,738.651159,676.254097,679.040425,723.755513,758.92022,768.079529,769.566418,690.162398,715.234908,576.186931,720.973056,686.875787,819.782835,742.803024,975.331255,776.75434
0,0,0,0,0,0,0,0,0,0.536201,0,0,0,0,0,0,0.311497,0
9.869756,8.730791,4.905369,4.80756,4.571257,14.177021,13.0383,6.023012,14.614382,10.038431,1.713548,6.877787,5.564138,5.414377,6.145833,6.740423,3.732699,5.976321
0,0.028635,0.027498,0,0,0,0.024507,0,0.031831,0.634289,0.710299,1.322777,0.381469,0.157807,0.513617,0.406965,0.703572,0.129098
302.439231,281.651631,250.927319,345.663283,339.632474,350.834085,321.103031,321.872146,336.498757,316.805532,282.762604,295.965953,363.907967,258.964687,325.581579,321.85996,344.627481,306.094318
0,0,0,0,0,0,0,0,0,6.33508,1.308387,3.945512,0.293448,6.660106,2.090933,2.408396,0.367957,5.251539
12.22432,18.044713,12.824693,14.940643,19.552574,20.380322,19.211287,14.885974,14.567172,9.646772,9.833179,15.924025,12.409307,12.53971,7.760911,5.582616,7.41339,7.470956
30.073435,27.348529,22.27126,37.176214,30.920285,36.495846,34.177516,35.661759,28.578516,31.079489,22.991083,33.482675,20.463102,22.727293,24.171857,26.871645,31.665676,22.177432
4.514157,3.714795,3.045837,5.479128,4.012032,3.136785,3.048804,4.786723,4.195835,8.122741,5.646635,4.367538,6.178584,4.340732,6.1726,2.704735,5.563662,6.344729
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652.445571,668.699256,594.610705,674.528444,687.590813,744.99097,671.567761,678.527235,667.922591,552.123123,544.097276,589.583951,576.44053,513.051529,546.272001,514.532674,642.546436,516.453889
678.879372,680.157723,630.868092,571.602924,607.307049,648.695059,690.321091,678.470302,637.486001,667.147454,646.001452,548.459824,623.673244,550.638017,675.317807,607.187742,702.510891,696.052151
0,0,0,0,0,0.137847,0.592312,0.284175,0,1.338728,0.305697,1.615416,0.138053,0.148519,0.655125,0.650813,1.657605,0.350056
0.147471,0.057743,0,0.130483,0.446231,0.124075,0.059826,0.147889,0.182447,119.428328,94.189993,39.335855,163.892838,65.540782,236.929772,110.614786,337.897918,118.913538
0.100775,0.089862,0.240936,0.113509,0.212119,0.173897,0.489174,0.359351,0,0.796496,0.724863,0.882748,0.692768,0.328805,0.131916,0.882088,0.102193,0.914834
0.502386,1.491898,0.8853,11.58374,36.543939,17.152398,4.970774,5.341515,6.03759,0.782464,3.587945,37.569693,17.603598,6.422095,7.245508,16.939245,0.909295,1.689457
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.122574,0.423538,0,0.05028,0.345237,0.211753,0.119307,0.193538,0.150568,5.838665,12.300682,5.209793,23.695879,13.683,19.517317,18.64752,9.143019,11.583888
0.018572,0.119797,0,1.193004,0.281359,0,0,0.235756,0,0.501058,0.764412,0.087341,0.118491,0.125234,0,0.092266,0.286343,0.290234
0.521932,0,0,0,0,0,0,0.039084,0,0.158893,0,0,0.108863,0.834223,0,0.283474,0,0.305428
0.01171,0,0.098729,0,0.010603,0,0,0,0,0.731685,0.301354,0.248005,0.964296,0.391569,0.594133,0.399371,0.348409,0.595945
0,0,0,0,0,0,0,0,0,1.080855,0.554786,0.492377,0.115837,1.825239,0.877929,0.586388,1.391776,0.155998
0,0,0.173554,0,0,0,0,0,0,1.529606,2.225134,7.887614,11.442488,14.611778,3.932433,3.544602,2.301862,5.63209
33.249707,42.240934,35.786663,34.370581,30.793195,34.589053,34.031156,33.20787,40.265813,65.051924,52.590827,50.611425,69.860495,71.855203,73.386665,67.516766,83.638719,56.885424
249.565812,179.868385,102.420401,299.76391,252.449511,292.485561,312.084876,365.106277,272.731529,238.700613,271.874851,309.589966,129.144725,119.901097,153.338208,247.337044,121.616868,198.341371
0.064106,0.099562,0.031803,0.118385,0.102365,0.47991,0.152834,0.336794,0.280407,5.472147,4.818242,2.325037,2.698293,2.759804,2.688827,2.397545,3.016039,1.931777
1.477125,2.633736,2.605943,3.733081,3.294471,3.111956,2.391195,2.405495,2.511167,7.470812,5.505294,5.214773,6.168868,4.061701,5.581349,3.487043,4.198383,4.4337
0.287646,0.157899,0.136534,0.769612,0.497741,0.651514,0.473488,0.561445,0.506335,0.46248,0.600509,0.61904,0.357619,0.258628,0.494257,0.610434,0.785566,0.481356
8.438495,15.656264,4.888565,19.22507,14.58189,13.099701,14.193613,16.604185,17.339183,19.903412,16.910725,15.447564,26.006764,18.919931,24.196374,17.988135,22.291955,16.23534
0.14797,0.059196,0.144916,0.237332,0.493763,0.900984,0,0.240625,0.49525,10.929317,11.36107,21.731423,8.036016,16.71943,7.977938,16.513582,1.172971,18.632748
0.16078,0.110357,0.929032,0.204436,0,0.429824,0.745339,0.496649,1.080497,0,0.858646,0,0.250244,0.115355,0.350175,0.635104,0,0.363193
0.159372,0,0.874246,1.787421,1.276314,0.650017,0.298133,2.136604,0.920568,6.20687,6.824765,3.928195,3.937863,0.267779,5.559852,5.511867,8.042034,4.028275
0.243918,0.027725,0.026623,0.070015,0.130718,0.428944,0.474574,0.193982,0.61634,0.145438,0.153201,0.086,0.02698,0,0,0.128246,0,0
0,0,0.081478,0,0,0.027349,0,0.085621,0.094315,0.385743,0.091239,0,0,0,0,0.032705,0,0
568.916406,789.082196,322.250397,455.844188,486.15618,656.895237,454.06697,542.005685,529.259269,22.808578,28.114033,30.844957,70.963328,40.612586,35.757882,51.585052,35.909118,42.624751
0,0.696068,4.247941,0,0.497678,0.291597,0,0,0.387736,0,0,0,0,0,0,0,0,0
0.097247,0,0,0,0.032572,0,0,0.027621,0,0,0,0.028573,0,0,0,0,0,0
124.745961,114.546826,114.234415,149.500197,150.910331,143.523778,151.508684,141.652539,141.997435,114.781061,103.020636,115.668114,84.770279,109.630533,98.745606,107.695916,61.89076,107.765759
0.290941,0.273972,2.925533,0,1.966344,2.300144,3.528743,0,0,1.921078,5.022241,1.13231,0.616504,0.379389,0.116229,1.523655,0,2.98682
50.383547,44.829838,48.519112,59.183792,59.396494,59.829887,58.125118,57.49055,57.193215,84.164941,70.337881,77.045652,65.94457,64.41039,69.152771,78.127565,71.837892,72.924828
0.266749,0.036874,0,0.019663,0.193064,0.139454,0.029296,0.039533,0,1.464234,0.063865,0.092329,1.049498,1.407156,0.138587,0.803127,0.378354,0.120081
0.05622,0,0.345112,0.060547,0.094141,0.139078,0.095788,0.031956,0.124276,0.630771,0.998232,0.587317,0.093355,0.867758,0.221376,0.222073,0.03899,0.275261
0,0,0,0,0,0,0,0,0.107397,0,0,0.142855,0,0,0,0,0,0
0,0,0.52663,0,0.175735,0,0,0,0,1.22052,1.568331,1.440233,1.007045,1.570354,1.340423,1.137193,0,0.948158
3.982699,9.702118,7.880927,4.423192,9.35023,6.87031,3.474167,5.201192,5.367958,10.255059,8.944172,11.130932,18.808686,16.39477,14.394941,12.211651,19.005523,11.377219
0.095471,0,0,0.102769,0.063955,0.052467,0.02322,0.246195,0.10723,0.28464,1.057189,0.420778,0.087902,0.128675,0.250441,0.094141,0.154855,0.07909
0.250376,0.04737,0.045511,0.179517,0.167758,0.091677,0.04054,0.047359,0.210959,0.099375,0.050949,1.126615,1.659313,0.148569,0.382618,0.71102,0.230966,0.058294
0,0,0,0,0,0,0,0,0.574388,0,0.084174,0,0,0,0,0,0,0
8.781693,10.046391,11.230255,11.76879,11.081586,11.501684,11.959624,12.624329,13.154063,6.300056,6.430328,6.767459,9.162069,10.052166,9.230426,7.831022,8.262571,7.472536
8.829845,5.790242,5.614527,8.196115,8.528046,8.32698,9.544919,9.43574,7.252827,25.873482,22.835863,30.350371,21.16607,27.510179,27.531559,23.207289,10.410849,27.948803
1.097894,0,1.497734,0.526572,0.962121,1.078978,2.035846,0.066438,1.876789,8.469921,4.395613,6.200011,3.762899,1.858223,4.215661,3.377447,0,4.05127
62.874202,57.065062,61.123782,81.784569,76.64743,60.289338,61.197846,58.793028,63.41767,55.156522,49.485833,45.956461,50.352395,48.696284,38.654224,48.236017,30.728542,54.225363
4.632859,2.521388,5.543016,2.593685,3.446835,4.571913,3.589386,2.294995,3.796635,2.658271,3.368646,2.507964,1.874366,2.11257,3.779537,0.509021,2.044615,0.906244
58.965306,52.759765,47.47533,52.686689,46.912255,53.049208,51.345881,51.520264,53.713861,31.402032,32.532739,37.056462,37.381073,41.085384,35.335184,38.575482,39.168647,33.22772
58.154972,55.707367,61.646446,64.589717,61.6181,59.109593,54.836562,54.88585,60.069147,70.341918,63.436102,55.230892,63.608146,59.609816,70.680774,62.082856,70.836194,65.536709
25.455511,27.36906,27.498078,20.232565,25.574879,25.373994,26.625396,26.816934,27.329722,17.622654,19.498678,22.186775,17.385439,19.44886,13.939482,19.040826,15.507248,17.236326
0.095154,0,0,0.136087,0,0,0,0,0.120383,0,0,0.111282,0,0,0,0,0,0
18.119201,16.961788,6.058276,27.017114,21.313934,19.892171,13.32973,7.594954,12.271458,12.893217,17.127485,19.624702,5.278027,8.61806,0,6.204656,8.59222,4.119954
33.959174,28.096731,21.749548,45.159801,32.264826,40.324579,34.726652,32.584276,40.877155,29.532714,28.378353,21.67317,33.585447,26.714511,25.719351,29.981965,26.893479,24.246444
2.5804,3.049699,2.526819,3.009318,1.758435,1.617836,2.276425,3.090834,2.44226,10.921983,9.663159,9.053274,14.441168,19.362005,15.352333,10.964754,11.560618,23.641991
5.418497,5.692659,2.531025,11.878042,13.012413,5.429501,4.612718,6.116773,4.915716,1.711132,3.829544,3.485643,8.588607,5.416998,2.714989,3.201533,2.561511,2.140427
4.709835,2.218881,0.701063,7.864435,3.830452,5.115652,7.523003,7.929195,8.870459,10.434737,12.764642,10.132242,3.837958,5.951058,7.191502,9.265484,3.640088,6.873764
13.697562,17.420229,13.524676,15.190589,14.203362,16.739923,16.277216,17.026643,15.221972,19.544212,19.02273,13.284418,18.294646,17.244753,19.132775,18.65978,22.734745,18.811622
15.561921,16.685112,11.542308,13.661775,17.470075,15.527116,12.245062,13.591607,9.322683,18.733298,20.134615,18.245255,16.499388,21.986416,18.16532,15.236867,19.325428,19.305954
3.034596,5.156474,5.415411,7.421617,2.271029,1.741335,2.877922,5.650379,1.457367,3.547333,5.196585,0.967209,2.919912,0.449758,5.562845,2.697969,8.048519,2.106164
0.102165,0,0,0,0,0,0,0,0.038835,0.341208,0.233189,0.039996,0.225832,0.889725,0.044633,0.121068,0.969254,0.300707
16.223102,10.847746,12.499991,8.602537,8.326927,10.507407,11.254137,6.554404,21.366637,85.179373,106.807141,120.065456,45.311428,55.361577,50.392947,76.617964,11.67393,78.80572
0.554863,0.391331,0,0,0,0,0.900425,0,0,6.076212,4.929236,3.388473,0.833675,0.292339,1.0058,1.896304,0,0
0,1.528689,0,0,0,0.657487,0.601675,1.110081,0.937139,8.584376,6.41455,5.146779,3.510269,11.840851,6.516938,6.165266,1.952438,12.490392
0,0.147045,0,0.053783,0,0.057772,0.076072,0.032545,0,0.039214,0.133089,0.080396,0.046794,0,0.032775,0.008656,0.017318,0.017465
0.053902,0,0.029413,0.116026,0,0.088857,0,0.091842,0,1.252085,0.402864,0.190011,0.732629,0.128064,0.683525,0.657555,1.18021,0.188385
0.17584,0.292025,0.260336,0,0,0,0.16388,0,0.151839,0,0,0,0,0,0.017873,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.632591,5.228719,6.379511,10.485707,15.729015,23.213576,12.756326,13.311314,16.452808,305.910323,769.762537,800.758515,81.857628,31.641121,71.417667,230.44218,115.388248,79.650261
654.7793,691.334346,373.316197,485.609204,446.838416,550.737519,554.425344,584.728867,625.759977,170.902967,208.429575,194.098382,219.263362,218.739175,148.261946,183.376684,85.383328,199.783448
0.40592,0.373224,0.429676,0.286705,0,0.216534,0.874804,0.45802,0.194925,1.861613,0.412672,0.46182,1.675815,1.6113,0.448732,0.807819,2.769565,0.927892
1.146586,5.484199,2.543585,5.241439,3.753239,2.77893,3.70801,3.31956,5.381844,2.388695,3.07269,2.126369,3.095428,1.783473,2.324001,3.141653,2.863431,2.219884
11.306559,10.003982,8.273948,14.698707,13.010909,14.846085,14.532636,12.894982,13.23899,18.857127,19.138035,13.993355,21.050789,16.395862,20.975782,18.643161,23.013485,17.911929
4.899704,5.91097,6.683597,7.192153,8.710612,6.763489,6.97265,8.216493,4.791632,5.515283,4.929132,6.803235,3.480599,5.191083,4.219932,4.68295,5.665056,4.788514
5.625911,5.016169,4.921631,7.501639,7.263978,7.399107,4.954084,6.304208,4.701123,13.781063,17.32729,16.510243,9.41168,14.693759,13.495725,9.238128,8.411937,17.162698
0.13952,0.015715,0.030172,0.320716,0.074757,0.365156,0,0.22061,0.760171,0.855219,0.613371,1.662334,0.795794,0.210188,1.12359,0.845711,0.544625,0.302932
0.580972,0.335134,0.395241,0.904722,2.766468,1.561152,1.115492,1.558836,1.973136,6.862052,2.638663,5.011446,2.156267,1.100379,1.24257,1.218257,2.486501,0.170533
43.923744,67.423248,60.569195,53.23823,57.887148,54.889111,55.096293,52.028655,42.834846,29.209596,29.72508,25.124988,42.469171,43.818984,40.733794,35.428931,45.176088,35.908491
16.544455,15.791427,13.163433,20.310278,17.53922,20.430347,18.800747,18.77758,17.692144,23.437347,22.31138,22.476697,18.634568,17.471307,20.224137,22.010713,20.102003,18.699784
41.839959,39.535828,32.444573,49.045366,47.937742,49.846987,54.182266,48.678512,48.766787,41.43266,40.681891,34.516224,37.95863,35.482366,41.507564,36.793833,43.891315,38.673399
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.353388,31.807237,28.243545,45.223964,42.904508,39.133447,45.069556,37.309075,37.631748,39.804429,36.760656,36.125875,31.655308,38.836289,29.549347,34.168779,28.04178,27.459351
28.234802,41.589789,33.362603,34.743088,34.945121,34.248779,30.318063,31.398915,30.989151,43.998117,38.228185,29.231456,47.530905,40.874987,40.285956,40.227482,56.86417,33.443215
4.376999,8.802383,5.094161,3.732406,7.216613,7.862295,6.701056,6.681071,3.628744,2.88648,5.552555,4.541284,6.516991,6.078141,4.259897,5.847319,2.568205,9.206938
7.507159,4.602813,5.667101,13.210823,8.463462,6.843568,6.405688,7.07665,6.096153,6.111,4.480623,4.320744,7.959282,6.387945,6.222345,5.436228,4.564146,7.233261
0,0,0.733196,0.642702,0,0,0,0,0,0.320049,0,3.478915,6.648706,0.965228,2.000921,4.269365,1.508607,0
9.728382,6.115484,4.353818,8.487744,8.869582,7.681742,7.692467,5.991639,9.427256,9.467673,8.670233,8.516265,8.787947,10.067482,7.510089,7.202444,9.763824,7.231609
0.50512,0.332858,0.934535,2.281941,1.694345,1.211185,1.71597,1.211115,2.514827,2.447278,1.973359,4.522456,2.100894,2.466129,1.388567,1.616252,0.823124,1.353602
19.536083,16.580126,15.174569,30.008374,23.607105,19.897158,19.530114,17.856937,19.782579,20.612822,20.475293,17.359883,15.969828,14.562856,13.636578,14.793525,11.480657,17.576304
14.636041,15.997558,11.187258,19.255839,16.020882,16.072468,16.401403,17.693684,16.919052,26.197566,23.358456,17.035398,26.247797,20.808477,28.890171,24.260422,38.402079,25.396922
1.646948,1.88947,1.853552,4.690928,2.802317,3.224727,3.27966,2.289194,2.982725,7.194717,7.458046,7.530496,7.081517,5.638795,6.610299,9.290582,5.488379,5.737796
8.733931,7.908441,8.071413,24.842675,19.207633,13.527601,9.606523,10.336147,11.030218,11.183456,9.12228,8.641566,11.272486,5.058261,7.78855,7.633579,8.413224,9.487686
10.432373,8.351517,6.200498,10.080521,9.978807,11.448364,12.338287,10.741999,8.716528,4.984937,3.534457,4.94909,6.280376,4.429002,5.230891,4.942871,5.000127,5.565743
0.094526,0.05793,0.023828,0.125351,0.107139,0.071967,0.077915,0.066156,0.10102,0.243154,0.551496,0.616022,0.4188,0.060544,0.257817,0.479239,0.393567,0.21368
1.296101,4.753603,1.81934,0,4.816894,4.766822,7.497168,9.239476,2.701303,8.937382,12.718978,4.645025,6.548068,4.840566,2.15611,9.447778,7.323861,6.286071
3.953105,4.116436,5.486015,7.839496,1.054004,1.279861,0.629864,0.192234,0,6.795782,0,1.611664,7.234564,0.16074,7.356466,0.396165,0.187216,1.808007
21.231511,18.003481,17.568325,24.331183,17.677974,23.655997,15.846094,17.066588,23.138773,32.125421,28.22736,29.568065,33.358116,29.622721,30.781209,26.206468,39.048518,28.607279
0.494443,0.728602,0.218739,1.035383,1.251131,0.488351,0.399226,1.023593,0.309142,0.23883,0.097954,0.047088,0.221545,0,0.052546,0.052585,0.17441,0.056036
0.038228,0,0.099306,0.174102,0.853563,0.533367,0.353966,0.310069,0.229987,0.180785,0.522914,0.392012,0.335381,0.180144,0.158825,0.158652,0.503106,0
2.332357,2.412409,1.663867,3.049716,3.040312,2.278663,2.739876,2.353622,2.968337,3.06756,2.51172,4.37945,1.955616,2.228422,2.643407,2.162543,2.647267,2.125503
0,0,0,0,0,0.035534,0.059085,0,0.102072,0.397963,0.415014,0.14275,0.053661,0,0.106043,0.059924,0.47064,0.067814
4.863593,3.911245,8.191544,7.516014,6.215614,7.586557,4.801617,6.155419,4.967349,20.538091,21.542078,17.581963,25.076891,27.795088,26.580249,22.4634,18.701654,22.740994
0.762901,0,0.635254,0,0,0,0.596619,0,0,49.342235,81.59203,33.392881,78.537926,40.82592,118.78561,73.541813,103.89803,130.84988
68.487523,31.443467,25.224142,68.769893,69.209824,61.235151,71.738073,77.988515,51.779582,88.72854,102.507509,77.731013,98.774399,94.136996,108.968915,78.028754,103.32366,94.994665
0.104486,0,0,0,0.096084,0.330414,0,0.170176,0,0,0,0,0.4345,0,0,0,0.188974,0.535506
4.109128,3.507451,2.096513,6.194598,5.524474,4.150302,4.814171,5.500532,4.909914,5.547255,5.251177,4.912039,5.876601,4.776283,4.612727,4.210558,5.949628,3.516505
0.027794,0,0,0,0,0,0,0,0.24582,0,0,0,0.043992,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.10078,0,0,0,0
0.199251,0.124753,0.048557,0.379146,0.235221,0.241234,0.382183,0.787165,0.360443,0.245011,0,0,0.169959,0.23472,0.308179,0.167725,0.09126,0.178337
4.526004,3.448293,3.278399,5.380153,4.41684,4.530696,5.300566,5.042749,3.272412,46.871105,44.749889,26.288542,42.952876,23.246912,51.568906,38.793375,65.866521,47.912854
12.301823,5.531091,5.782937,16.430998,6.56057,13.302771,16.001682,8.635841,11.102447,17.45193,11.507505,17.205661,13.001536,37.041787,9.778114,16.228333,2.741281,13.505925
75.103484,87.909047,74.566144,82.062076,80.977605,78.904039,76.748592,78.516516,73.59305,78.639752,81.113233,89.626838,80.539872,87.24105,70.41666,74.373801,65.867821,70.95548
52.667278,50.548653,50.113977,50.382265,48.040073,48.510697,50.862541,48.3406,50.064317,52.833117,54.945477,53.90374,45.77701,46.454683,45.484152,48.323608,47.859507,47.134924
413.606195,442.294041,190.469584,305.051157,151.324647,205.126669,264.581902,294.029308,226.713673,2.650472,8.950885,2.474771,3.327553,9.434793,0,5.976112,1.347041,4.868206
0,0,0,0.07646,0,0,0,0,0,0.126923,0,0.062575,0.176622,0.126533,0,0,0.073749,0
1.817,3.092924,2.050171,2.658894,3.158386,2.432856,2.505319,2.074406,0.990796,1.103774,2.510725,1.008652,3.003215,1.641234,3.179818,2.318067,3.442203,1.678373
39.491654,37.516328,34.051628,42.107756,41.469914,40.683321,34.761475,37.03988,35.607502,32.290388,32.062982,31.549616,44.179551,40.519639,30.307979,34.616858,40.301517,32.169376
29.242115,4.756638,6.20281,49.671646,20.388396,37.253619,47.462091,39.083212,62.443528,16.475987,24.61682,63.240398,16.060064,6.074117,16.278545,22.762986,11.536077,15.693921
18.546359,16.6599,16.393465,26.48222,21.497739,20.634499,21.39603,24.398026,21.702684,23.20035,24.077624,24.23743,22.213773,20.136578,20.217153,20.72559,20.772005,20.503916
0.025808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.497418,0.879094,1.283227,1.91995,3.263869,2.836457,3.066737,1.808782,2.098803,9.150249,7.795864,4.637631,8.906294,2.75111,9.877411,4.034791,12.951193,7.211828
0,0,0,0,0,0,0,0,0,1.429609,0.853149,0,1.427685,1.005549,1.749981,1.077545,0.201788,0.24253
8.677915,12.403062,2.355973,14.389853,17.298563,9.908134,9.049093,14.527668,8.85178,24.735121,24.885877,24.816348,37.304721,36.57179,20.893317,21.886041,18.790243,28.093748
0.096876,0,0,0,0,0,0,0,0.091796,0,0,0,0.887592,7.264176,0.129414,0.063671,0,0.270901
1.243822,0.89441,0.2757,2.024898,3.021871,3.660133,3.612564,4.129986,3.088992,0.821488,0,2.007259,0.161285,0.169266,0.310043,0.377632,0.170634,0.250532
0.02541,0.02888,0,0.083471,0,0.027927,0,0,0,0,0,0,0.056207,0.030188,0,0,0.03521,0.035526
2.332571,3.281172,2.099246,4.114222,4.113715,6.631225,3.206365,5.01756,10.903517,14.939381,4.744973,6.57299,4.382761,9.321911,4.422543,7.358019,1.772028,5.482312
1.154889,1.82876,1.072132,2.475303,2.257925,2.368388,1.653028,2.284425,1.745586,4.083957,3.864871,2.475879,2.445313,2.034937,2.07953,2.117351,3.65896,2.734677
3.540892,5.945217,5.839159,4.396571,5.782206,4.507822,7.262135,7.29571,5.73328,7.058601,6.499611,8.27064,4.728372,5.688823,6.625921,6.040526,5.490106,6.248462
3.943745,6.952126,6.549771,6.754942,7.785911,6.941254,4.275005,6.444336,5.375883,9.377423,7.878248,10.13428,5.647412,7.950003,4.73637,7.005741,3.364312,7.185752
0.022149,0,0.023191,0,0,0.048709,0,0.037776,0.083928,0.925733,0.259751,0.274769,0.047025,0.052679,0.029078,0.167844,0.092188,0
7.098994,8.357882,7.314789,5.888279,8.273436,5.976483,4.191396,8.26809,6.295643,12.338921,13.78515,9.292546,12.140723,10.517287,10.309765,11.430621,19.262278,12.354954
17.999486,17.467192,15.271879,26.699214,29.160552,20.051257,20.741163,23.812152,21.580441,62.290704,60.600375,40.812136,50.478801,31.989948,50.446105,42.373265,65.270745,51.041816
0,0,0,0,0,0.052091,0,0,0.299756,2118.694125,174.972805,23.099336,1.895948,5.168116,2.730621,37.640334,0.640981,2.459449
0.431442,0.99353,0.23625,0,0,0.458238,0.096783,0.292999,0.687335,131.664628,21.265146,10.174008,4.262716,17.440757,15.304094,8.936218,4.140669,8.341099
0,0,0,0,0.19661,0.321881,0,0.083067,0.370958,542.842287,33.667746,5.754747,0.21762,0.117009,0.25816,10.794741,0,0.511406
2.109013,3.061736,2.55257,3.293783,6.309203,12.064347,4.857679,12.787736,15.55517,169.474767,16.275757,4.235639,3.918027,1.195237,1.842838,6.015059,2.6909,4.574281
0,0,0.076953,0.101167,0,1.085489,0,0,0.268031,739.666024,58.645128,7.053268,0,0,0.831103,9.060987,0.487603,2.266756
4.602419,4.231679,3.615061,7.457626,7.757392,7.51809,5.482827,4.310208,6.344726,384.117127,37.233064,9.104954,3.656891,4.735045,5.027549,10.615755,2.706597,5.576764
0.131676,0.074603,0,0.377184,0,0.115695,0.102023,0.074611,0.40064,96.432077,9.461545,1.313141,0.236969,0,0.172169,1.46118,0,0.275586
8.194774,7.088091,4.724577,14.129751,9.138116,9.694008,12.542601,12.789229,9.805983,13.130872,10.393186,10.391202,13.435366,11.538458,16.091307,14.898819,14.516744,13.428618
0,0,0,0,0,0,0,0,0,8.09852,0.244603,0.117529,0,0,0.393324,0,0,0
0,0,0,0,0,0,0,0,0.498635,4.669621,0.239754,0,0,0,0,0.127948,0,0
0,0,0.108136,0,0,0.108991,0.192277,0,0.25155,217.110872,13.068981,3.254272,0,0.235057,1.166879,5.937398,0,0.138471
0,0,0,0,0,0,0,0,0,12.04126,2.691943,0,0,0,0.125476,0,0,0
0.049134,0,0.053629,0.141036,0.230401,0,0.047798,0,0.155193,0.146481,0.150165,0.033773,0.217385,0.261964,0,0.129164,0,0.103046
0.626298,0.164395,0.381148,0.478107,0.915889,0.309824,0.094439,0.483649,0.612287,159.219712,11.355155,3.088719,0.545176,0.33621,0.623458,3.277192,0.330524,0.738457
4.295859,5.99537,4.163481,7.35292,6.490926,4.993196,7.241484,9.413437,7.020442,19.988963,20.368706,20.55087,18.6647,13.738486,20.864701,19.161972,23.359149,20.520185
1.768796,5.360428,1.913935,3.994138,4.353163,1.889309,1.882449,2.657674,2.358248,4.388581,10.926858,5.759553,7.476636,5.72363,2.567771,8.040383,4.3797,10.574428
42.443813,46.115933,51.023654,38.598438,38.283744,44.261914,43.185601,39.247866,34.835182,88.035048,77.268028,70.903807,117.9645,96.380178,121.254278,87.482364,160.201942,97.424163
15.876301,14.587701,15.163988,28.484703,22.979989,20.048399,15.793376,15.594482,21.187698,40.901209,41.870638,40.686977,34.293419,24.453805,26.715986,37.366132,32.492527,32.278834
152.523593,148.0709,169.9914,148.495623,144.421983,143.334448,143.077195,134.096029,147.336162,81.787319,71.700456,84.745496,60.604691,86.097906,81.030941,78.31077,55.990686,70.571776
2.926476,1.104483,5.142621,5.329378,6.007638,2.109785,1.93625,2.703712,1.109846,6.130704,4.334615,4.896844,5.545529,2.635429,1.849416,4.206804,0.653102,2.482156
0,0,0,0,0,0,0.047752,0,0,0,0,0,0,0,0,0,0,0
0.133857,0,0.07291,0,0.433341,0,0.454242,0.495282,0.65455,0.159034,0.326355,0.385633,0.073081,0,0.436787,0,0.307762,0.653648
0.107425,0,0.309755,0.271495,0,0,0,0,0.667045,2.890193,3.910551,5.197752,1.054331,3.126138,2.21336,2.546411,0,2.541821
47.770948,22.242871,59.580689,41.239283,64.700308,51.391592,26.933013,42.282966,40.907949,54.498461,53.748289,90.352298,37.524978,63.263309,43.0975,64.581919,73.075921,47.858795
60.235717,55.002773,49.960785,54.941683,44.271898,45.790891,43.888182,39.034688,41.152374,19.478787,26.330814,32.688133,33.71526,36.321848,30.265551,28.918306,29.533715,27.696702
2.918477,3.178996,2.780163,2.279118,1.92479,2.557697,2.368344,3.846294,1.854351,4.919049,8.962757,5.120562,5.686062,10.983863,8.376026,5.128142,2.767806,10.181555
0.093553,0.232078,0,0.302754,0.734594,0.432058,0,0.211683,0.722128,0.221784,0.057088,0,0,0,0,0,0.116537,0
0,0.082778,0,0,0.195963,0,0.070833,0.082795,0.092434,0,0.089068,0,0.161059,0.086562,0.095517,0,0,0.203892
