"SRR27961772","SRR27961773","SRR27961774","SRR27961775","SRR27961776","SRR27961777","SRR27961778","SRR27961779","SRR27961780","SRR27961781","SRR27961782","SRR27961783","SRR27961784","SRR27961785","SRR27961786","SRR27961787","SRR27961788","SRR27961789","SRR27961790","SRR27961791","SRR27961792","SRR27961793","SRR27961794","SRR27961795","SRR27961796","SRR27961797","SRR27961798"
6.709854,5.179903,4.613399,8.039349,11.464268,8.948256,9.693303,6.87905,11.110664,3.953289,4.605433,5.636334,7.110899,6.336179,9.425643,9.157127,13.198359,6.064578,2.20381,2.809796,5.395335,7.295378,5.372354,5.375436,9.509104,6.082474,8.842483
66.774878,78.549641,76.443197,72.882797,58.576902,52.910499,73.657312,84.873158,91.70439,62.917299,96.204618,91.487669,74.637823,68.140524,71.286276,81.033787,79.665964,74.461256,77.378415,77.816386,71.017506,59.518271,72.086519,62.044612,77.577399,74.685717,75.263774
50.585947,51.716124,43.412282,44.979966,49.956959,51.902387,44.792373,47.406747,48.526998,48.197762,54.163304,50.866521,57.779555,45.432794,44.760864,49.711974,52.315371,49.353779,37.50683,62.908043,49.879756,32.757978,48.768909,52.986206,45.962861,51.590397,43.763708
14.711125,11.318687,15.644715,13.760801,13.062834,14.152658,13.568107,14.08263,10.252892,15.786022,15.933668,16.759724,13.882224,13.517317,10.319849,14.120819,14.974767,14.380257,14.358116,14.432509,14.743994,13.956837,13.473343,12.592195,13.490881,15.240296,14.606611
23.402831,25.951431,27.685255,29.196079,23.931492,26.911485,31.721098,31.814869,33.196622,22.138154,30.258352,25.580798,26.649121,23.79522,24.628129,30.552335,34.466386,31.065413,30.743778,25.576707,21.710802,26.382591,27.073762,24.914005,34.149086,33.310712,36.620879
13.711863,20.945892,16.407522,20.875645,22.017399,22.508397,27.239845,19.515445,25.225194,15.977301,19.584213,11.434105,25.089049,23.522232,18.131606,20.797018,18.815813,17.763489,20.023298,17.449093,11.969138,22.132567,18.75092,18.777181,23.917946,20.477267,15.800321
16.915427,16.449337,15.85075,16.619036,14.958,14.813504,20.064331,21.556861,23.854077,13.575324,10.672439,15.686249,14.552413,16.065324,16.461244,23.713844,22.341177,18.942326,15.587633,15.565749,16.61951,14.030149,18.17955,16.546784,23.192977,24.929823,22.42959
2.437109,1.399689,2.641714,3.550308,3.021439,3.020391,2.712716,2.963044,1.711575,2.509238,1.442325,2.215104,2.36197,2.850532,2.845451,3.48423,3.106369,2.971283,2.984155,2.37931,2.393013,3.289146,2.784441,3.234366,2.83819,3.200321,3.055582
26.120009,16.555416,21.478523,21.833219,23.00698,19.206829,23.624947,14.734098,18.163718,38.181899,36.228898,45.027416,23.287236,27.987253,20.939795,19.161983,19.573073,21.023476,34.689369,33.80723,38.868643,26.648101,26.895048,24.676827,28.01085,20.838361,20.661678
12.293935,14.60045,11.189984,12.379694,14.639439,11.924219,11.694353,16.787194,13.683092,10.082518,15.629393,10.581156,14.20524,9.091664,12.129191,9.685574,11.220934,10.613071,7.679816,12.222913,9.684016,17.998195,10.381886,10.954274,11.983699,1.902755,11.669591
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.021445,6.762342,7.67335,8.736925,9.783895,7.133548,8.645369,7.561058,4.624662,7.301775,5.406084,7.048465,4.930391,6.565785,7.104532,8.61623,7.948313,11.765947,8.538229,8.826747,8.497281,8.650892,8.013782,7.732003,6.895696,5.833618,8.678068
0.279255,1.668569,0,0,0,0,0.371477,6.223822,0,0,0,0,0,0,0,7.756943,4.360038,0,1.736842,0,0,0.359749,0,0,0,0.08089,0
0.140553,0.486289,0.588808,0.518952,0.183201,0.963858,1.085969,0.734225,1.047605,1.271096,1.252817,1.209736,0.583507,1.028044,0.8466,0.175485,1.112296,0,0.640188,1.514232,0,1.379958,1.019029,0.557451,1.03284,0.597866,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.870035,0.550207,6.074043,6.217169,5.306515,4.50254,7.78725,5.761753,5.056343,6.440868,0,6.990068,0.951729,4.517055,5.395168,7.682239,7.833038,4.522374,5.486549,3.223584,1.313476,3.181277,5.843866,5.046808,6.361678,4.943305,6.382827
9.931189,6.248428,3.611504,8.421143,4.824591,9.403073,8.007561,8.814282,6.429226,11.684227,7.246612,9.082266,7.207843,10.370813,7.20899,9.910702,10.865866,11.645752,8.534546,11.722827,11.528339,9.360027,10.712852,8.253754,8.099402,8.453653,9.822047
0.078287,0,0.223524,0.262592,0.210416,0.268714,0.104132,0.243244,0.067054,0.063837,0.133203,0.263005,0.020259,0,0.063823,0.248479,0.018631,0.039844,0.619585,0.100666,0.266755,0.158088,0,0.045725,0,0.232138,0.120035
15.074761,12.845307,20.269294,14.726385,11.740704,12.258782,11.467667,12.596917,7.093023,15.964044,11.417589,15.146517,10.708367,11.985627,10.839564,9.231123,13.563461,12.443317,13.604279,17.00441,15.604674,9.610981,12.644104,11.742356,14.110595,8.156094,10.580706
5.177289,9.030167,6.250082,10.680472,12.902177,13.431199,9.810121,14.001598,14.542279,3.876298,2.610128,11.414054,8.185346,15.778926,17.857546,14.390063,17.738185,4.190203,11.029417,3.034308,11.114293,16.93642,9.211647,13.412084,5.46878,12.50342,11.435334
1284.34284,1155.606914,1268.412735,1366.557787,1280.164174,1271.640236,1124.248059,1134.009102,1100.790091,1185.500512,1106.70205,1064.682325,1316.573149,1260.266722,1214.793016,1089.901121,1149.380399,1161.575194,1176.832256,1229.000694,1195.645925,1309.167429,1271.321537,1283.709983,1186.006095,1180.002548,1164.286741
0.174581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.177112,0,0,0,0,0,0,0,0,0,0,0,0.146974,0,0,0.233348,0,0,0,0
74.048708,70.247556,77.372538,78.787788,85.525533,79.836068,73.458031,67.578034,69.925892,57.820686,66.546899,73.270371,78.099653,66.073957,71.480055,76.119577,69.090102,66.81952,70.365135,72.85559,64.888003,73.684158,85.84361,90.823778,63.056278,78.041156,71.12058
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272132,0,0,0
16.808956,15.922223,16.061141,11.974494,14.311484,14.390269,19.313499,20.210831,15.446453,12.99698,12.30617,14.350981,13.474557,13.166577,13.090473,15.021209,14.169021,16.152565,15.381387,17.263433,15.910239,14.959085,18.529467,15.54042,17.255663,15.02376,15.59229
138.830705,139.239331,143.194513,186.430267,173.042643,172.928624,270.528471,259.890108,222.129697,143.973613,131.373062,146.97655,163.01713,172.267613,171.481157,219.435601,218.532924,214.215534,166.393357,145.601573,149.591849,175.732724,169.910273,181.879362,229.006737,214.160659,199.948123
0,0,0.167261,0,0,0,0,0,0.043943,0,0,0,0,0,0,0.107341,0,0.114269,0.094628,0.130889,0,0.070269,0.069696,0,0,0,0
0,0,0,0.05463,0,0,0,0.106942,0,0,0,0.081029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358.433927,337.032341,345.890257,448.648706,365.035287,341.819922,542.722643,553.041699,488.015059,384.165134,374.784262,339.589123,344.924464,339.242367,287.868405,450.891095,454.04386,445.217548,374.963519,419.570174,391.632267,342.299065,327.63868,321.830572,454.86076,516.909035,404.962615
1.168978,1.373108,2.015536,1.945857,2.07058,2.583408,2.478546,2.423405,1.29842,1.646255,0.572378,1.762576,1.946833,2.81999,2.935303,2.933591,2.88564,2.982357,0.994553,1.238933,1.189285,2.622018,3.205741,2.245203,2.652797,2.913007,3.106792
0,0,0,0,0.054631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.863329,2.045021,1.631999,2.192037,1.579322,1.704567,1.585811,0.827279,1.241046,1.520289,1.669753,1.157377,1.700844,1.050845,2.311171,1.012924,1.011304,1.886505,1.654861,0.115888,0.616494,2.190459,1.719285,1.586427,0.724376,1.712194,2.379234
25.431448,30.241009,28.233884,22.340266,28.370345,27.075399,30.358547,35.163168,24.517225,23.957306,27.309761,35.46081,23.421275,21.498637,26.056371,32.974975,31.777147,30.188054,23.00551,28.225563,27.250375,24.562271,27.826849,27.488922,27.880587,33.441973,34.30088
25.954508,23.491458,23.588319,23.341557,24.625918,21.617968,26.536672,23.146769,17.971547,29.856161,22.81109,23.200741,23.421275,23.048042,21.206726,26.239788,28.28581,25.389787,27.700815,23.58917,20.35509,19.252872,15.792652,22.232127,36.353899,24.679484,24.458824
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.957235,29.362102,36.412357,45.961104,41.726678,42.216059,89.187264,88.655003,57.157423,37.160499,30.059813,38.066664,44.275326,44.139836,41.361618,67.587939,75.106895,70.800977,33.355534,34.226364,37.901769,48.782463,52.127864,42.822003,73.312397,68.793877,63.592289
7.859635,0,4.363813,0,5.884482,6.775185,0,3.542724,0,0,0,4.545633,4.886452,3.962514,0.644782,0,3.455299,0,0,0,0,0,0,6.440628,0,0,5.514558
2.014718,0,3.218658,7.161389,4.467904,4.720459,4.883582,4.221127,3.206295,6.205339,3.27356,3.422782,5.332413,5.280934,3.123308,4.887341,3.905106,5.732792,5.754544,3.084744,5.085583,4.427255,4.321843,6.426002,1.98318,5.082755,3.953676
13.104675,15.667074,11.924423,10.107,11.78511,12.120262,15.759415,18.332379,12.19601,12.654989,13.555839,13.710329,11.49371,4.849494,12.766129,22.973794,20.918096,22.237774,14.328427,12.386769,17.097703,16.206062,15.230033,12.592738,20.356709,17.064598,20.420233
50.637584,49.886894,47.903534,37.404074,44.684679,39.377158,33.190419,31.36667,28.923754,42.472688,47.920832,45.721697,35.228016,40.535633,38.169274,29.583422,33.03419,23.790803,52.681829,44.893147,37.344714,41.628443,43.651032,37.101982,39.525078,31.034313,40.423566
4.627833,5.131132,5.036731,6.693041,5.089353,5.168858,3.572864,8.133785,4.479963,6.255881,2.991039,8.373575,5.085753,5.631485,5.889262,4.508332,5.226404,7.293235,3.076749,3.421413,2.360206,7.402806,6.917661,7.823626,6.670685,7.421518,6.514537
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.40435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.669563,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.091872,0,0.127481,0,0,0,0,0,0,0.153249,0,0,0.111554,0,0,0,0,0
0,0,0.492874,0,0,0,0,2.150309,0,0,0.78509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.672867
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.407594,51.990008,46.441113,73.085617,63.746901,62.192416,95.810773,86.219578,128.574322,43.477059,47.418125,40.564358,70.009423,70.04517,63.532057,125.818708,123.810449,122.09933,56.18179,61.047864,41.476803,57.718029,51.037274,61.231351,96.338413,117.095623,110.021162
0.458202,0,2.184123,1.284374,0,0,0,0,1.880713,1.557234,0,0,0.711228,0,0,2.825469,0,0,0,0,0.650834,0,0,0.414387,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49.849244,45.606491,47.175382,50.649925,52.432172,52.786399,51.961475,50.000026,49.588089,56.298566,67.219254,59.798018,52.712157,53.810803,52.239341,49.278663,53.584031,44.037831,52.368487,52.161481,48.196853,54.453871,52.853836,50.265539,59.13067,51.556402,57.476762
70.791226,43.351564,53.629229,54.192974,57.793469,58.670213,51.51616,48.946392,36.10903,48.175574,34.074971,40.816618,49.733062,54.926885,61.874352,58.380713,53.930537,57.747542,47.765933,46.701607,44.018923,73.066321,59.433314,59.381782,48.369438,49.79301,53.300087
9.286522,6.602166,8.488037,6.554745,8.713463,9.09889,6.302282,7.299623,4.225852,7.125974,4.379038,5.037767,9.36771,6.720225,8.681453,6.328903,8.735794,7.087551,8.091093,7.814079,7.739239,8.011439,8.221598,8.959368,6.053415,7.181952,7.120541
12.883721,7.86689,9.965019,12.423141,10.944947,12.346858,13.241412,15.990666,11.72655,8.50051,8.901865,12.27047,8.040911,10.878912,9.949215,13.064601,17.496677,16.257869,9.874529,15.084188,16.834667,9.652719,10.363025,10.628447,14.391581,14.202831,17.624435
0,0,0,0,0,0,0,0,0,0.095018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.195514,0.796046,0.997688,0.490685,0.233012,0.284779,1.155235,0.704412,0.456439,0.425833,0.916775,0.572895,0.719272,1.541637,1.074313,1.440669,1.284748,0.990596,0.348867,0.735007,1.415786,0.473089,0.950896,0.690379,1.255435,1.268473,0.365174
32.623946,27.348513,32.484215,39.579792,32.732788,38.579422,36.976742,33.633874,28.808791,40.418923,34.117444,42.30935,30.04397,39.150643,40.426556,40.835316,32.508636,40.287531,41.057043,40.450564,49.687141,37.86964,39.099082,33.476546,33.70735,38.145607,36.279372
15.185248,14.635201,18.479306,19.016757,1.092328,14.444276,18.440854,2.376845,11.001437,14.926634,17.645924,14.47178,15.350275,23.461667,17.626413,12.317651,18.350665,20.133979,14.470773,14.735868,11.725766,14.291216,20.311118,19.520487,15.569027,20.611587,16.048162
33.995937,36.856891,41.736692,33.659468,32.148931,29.795321,30.796739,34.78063,33.995795,28.009438,35.342191,31.681112,31.607585,30.547675,33.967915,28.823728,32.888282,30.009072,30.352792,33.322406,29.50815,32.270548,35.946618,27.994063,31.251854,32.482211,30.752456
18.755315,12.07912,18.111688,9.412449,12.906791,11.270903,10.592401,11.880069,8.010391,10.261138,3.576618,13.053435,14.684754,15.103799,12.643434,9.618933,16.077789,15.326193,15.94921,18.442077,14.47416,20.201209,15.04092,9.876973,12.804558,6.336082,18.068803
9.208197,11.352162,8.676089,6.086702,8.292922,10.083478,5.399195,10.147714,7.647911,9.188748,5.723221,4.416673,12.190615,7.489464,7.868408,4.369539,2.91989,8.273088,6.213377,11.078188,7.927144,7.69994,10.143755,9.055434,0,4.962442,7.065701
45.719017,50.80251,42.130255,36.82164,42.242005,41.422391,33.322485,35.399431,39.618341,41.818342,38.609167,44.100404,36.932869,46.209981,36.31325,35.980206,31.135938,43.286853,49.508896,50.309798,40.632655,35.737767,38.347563,32.271892,32.689398,36.958719,39.944793
0,0,0,0,0,0,0,0,0,0,0,0,0.32297,0,0,0,0,0,0,0,0,1.065401,0,0,0,0,0
0,0.146197,0,0,0.067869,0,0,0,0,0.162469,0.177381,0.236754,0,0,0,0,0,0,0.142053,0.294229,0,0,0,0.098677,0.271692,0.199978,0
0.416286,0,0,0,0,0,0,0,0,0,0.055662,0.074041,0,0,0,0,0,0.640487,0,0,0,0.262585,0,0.309494,0.602902,0,0
42.275492,31.987545,45.184508,33.449926,31.10328,37.609,39.682398,39.66746,27.861247,37.911414,31.246685,36.067481,29.597533,35.510407,35.782798,33.37106,34.896905,36.189937,37.176325,40.143087,39.117874,36.404437,37.278724,36.574919,34.256713,35.419211,33.686695
5.860035,5.342491,5.312265,8.607431,7.697265,7.86936,8.481123,6.716803,4.830193,6.022862,4.547125,5.078056,6.950302,7.865132,7.736986,7.465906,7.008907,7.298955,5.633029,5.024023,5.838091,7.006338,6.061872,8.346241,7.740475,6.727375,6.562131
51.446472,46.283719,48.982919,39.723318,53.585799,43.448806,48.311805,45.377171,64.981322,53.98018,52.363208,41.520622,46.358882,51.073337,48.632398,53.797626,44.808074,58.53949,44.188196,42.094063,57.54935,43.493186,42.39094,43.850173,57.317206,49.771379,56.234467
0,0.165529,0.135544,0.370296,0.259536,0.240125,0.159309,0.54216,0.151786,0.061126,0.202698,0,0.338574,0.388245,0.070068,0.118865,0,0.060887,0.431417,0.145457,0.093064,0.074633,0,0.070055,0.205254,0.228651,0.056208
21.754299,21.071785,21.990564,24.201988,22.681612,20.113718,23.578775,22.319055,18.419664,28.745646,18.886047,19.543512,21.698388,22.590908,21.824806,26.881102,21.279339,20.937145,25.760892,28.374725,23.462057,22.512563,20.43728,23.931208,22.716597,29.384306,25.082448
10.143103,6.956434,10.280578,9.616849,9.240735,5.747462,6.582305,8.484798,12.19223,7.363708,7.276257,7.882381,7.730078,6.643834,8.869948,9.910759,8.978122,9.167579,4.305326,8.279059,8.383517,5.422046,10.049972,9.192004,7.300468,5.684015,7.438847
0.276195,0.100188,0.11116,0.101335,0.213322,0.417614,0.263289,0.502817,0.23651,0.149543,0.154492,0.129377,0.048256,0.261566,0.413137,0.447543,0.705503,0.557293,0,0.082323,0,0.209691,0,0.238483,0.179341,0.195847,0.227322
0,0.136833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66.853419,61.017541,70.760544,72.520441,73.84382,72.005783,67.007771,65.318856,57.005736,69.566821,65.056232,76.584433,60.043899,67.522437,64.086523,59.414773,61.049603,58.957369,68.006238,67.318006,63.734373,67.201179,68.779678,66.916281,68.294651,60.459914,66.320722
1.29006,0,0.953214,1.963187,2.319075,1.395931,2.910506,2.852402,0.270799,0.827874,0,0.998467,1.364405,0,0,0,1.761347,0.725727,0,0.295792,0,0.398558,4.665214,0,4.763832,5.07625,1.930985
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.233974,11.577738,14.454812,11.9851,14.427074,11.285822,10.350238,9.6413,8.179953,9.656521,11.763609,9.743481,13.799783,12.462773,13.645811,10.713187,7.765726,8.443027,10.472988,11.636579,9.148535,12.700191,13.899076,13.014944,9.021137,9.197832,8.014313
0,0.84627,0,0,0.508373,0.522016,0.51347,0.753829,0,0.152708,1.028816,1.02401,0.537613,0,0.743221,0.31722,0,0.567744,0.450081,0,1.239202,0.999226,0,0.875733,0.280969,0.329277,0.545429
22.305814,19.219175,18.635954,16.859187,17.172964,16.879713,11.50684,10.386281,8.058363,21.692306,18.056106,24.279907,15.678421,19.607283,18.357423,10.931061,11.603208,11.810406,20.442592,19.419378,19.603313,19.027788,20.046974,18.55949,11.280822,8.742894,11.626861
0,0,0,0,0,0,0,0,0.054062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165333,0.128743
18.758008,14.165215,18.066112,32.589921,33.844496,30.746571,20.959881,28.744267,18.195454,14.220719,13.126611,22.09371,17.435021,27.311628,23.778021,23.662309,26.951149,32.995775,19.49801,13.913338,15.80865,33.963243,24.077563,26.76691,25.532886,12.946033,26.608947
9.546013,8.368689,9.979201,21.852754,23.723256,23.010274,32.450253,32.625249,19.422102,0.932941,3.013323,3.60447,16.086948,21.423041,18.683631,39.116128,40.432207,37.954061,6.428783,7.242277,5.492963,13.404556,22.831202,23.716037,31.633416,33.320063,34.778607
11.266493,4.475414,11.807623,9.61644,15.083838,18.462762,9.010348,7.668556,6.377678,4.04809,8.048162,5.561213,7.562654,13.119948,7.171989,7.230595,8.924312,7.935653,8.508461,11.337523,7.863777,13.785078,7.800732,12.253435,7.728467,5.091704,11.958798
8.511147,6.158295,1.145634,9.214876,10.964334,4.374195,1.708123,7.755918,3.622499,3.599758,9.638246,4.773259,3.673396,4.144357,3.628574,11.674356,8.341539,8.472051,5.687591,11.567396,5.190403,4.703542,7.024985,6.27369,5.52103,5.845712,6.327752
21.275166,21.55654,25.877058,21.025149,18.78204,20.086986,17.78118,20.430618,12.734942,21.68543,20.058003,18.615267,19.647665,19.80933,23.328371,19.413207,17.279877,18.291244,21.364499,22.850379,21.390829,23.442924,21.182166,21.000275,18.110994,15.661563,16.744742
3.23763,2.614823,3.152576,3.504899,3.144183,2.996791,2.878063,3.063093,1.847762,3.503701,2.821614,3.594846,2.134618,2.181233,3.655288,2.676664,2.70624,2.627577,3.031803,2.805272,3.703599,3.1343,2.63365,2.905641,3.044051,3.111587,3.263594
5.859501,4.875541,6.691705,7.471824,0.647046,2.078659,1.065342,2.252201,5.59368,6.57777,1.482403,3.024783,1.767232,4.083111,1.01928,3.832273,3.161232,6.519651,8.96293,4.90374,7.948874,0.196905,4.038085,4.398997,6.114417,5.167804,6.53566
10.3517,9.526269,5.789085,4.933922,12.200245,9.56596,10.081713,7.13168,9.811844,0,8.792816,2.92977,8.241596,8.240525,2.248223,2.60095,0,6.040525,5.705547,11.281616,5.759245,7.151017,3.93462,8.630999,6.569586,6.358416,3.619679
50.013693,33.067233,47.607783,60.471903,50.410216,46.955849,50.099511,40.011765,18.973666,56.863626,36.974332,60.904989,36.24101,38.807132,59.260991,43.113022,48.780815,52.816931,68.137036,44.11035,45.67058,68.034668,53.266809,61.90251,50.586867,48.41482,51.655448
43.687024,37.295736,37.297605,40.251143,41.279823,42.797214,45.929022,44.71085,38.317761,45.486917,42.999739,55.020282,38.850254,40.713828,40.926467,44.872243,47.735841,45.471455,42.976367,41.512996,37.93803,42.390103,45.203825,43.321016,41.733557,42.25612,41.990859
2.06269,1.783797,2.947152,1.859447,1.341533,3.180954,1.59612,1.652781,2.439701,0,2.038447,1.637444,0,0,0,2.569226,0,1.552157,3.928581,3.16483,2.410737,3.560756,1.909818,3.693639,0,3.411018,0
5.461377,4.877344,7.178449,4.409256,5.934315,3.589532,5.407384,4.688672,3.081223,4.909563,6.230702,6.477948,4.040431,4.853549,5.303403,6.378372,3.954656,6.562703,7.313383,6.193374,4.762581,4.090992,4.941059,4.573891,8.085861,5.476156,5.637381
5.076292,3.912271,4.318119,4.054051,4.358287,4.563405,4.870154,3.844935,3.844352,5.699596,5.190628,6.196651,4.270462,4.316571,4.777516,4.270581,4.810928,4.770359,6.016295,5.260153,5.089192,4.31126,5.083779,4.04447,4.09659,5.232013,4.315549
15.448075,22.256698,23.466601,23.969247,25.930686,20.761328,23.150763,23.09541,17.291044,18.52531,18.739039,19.471334,20.529051,22.853445,16.569803,26.928169,24.528198,27.071223,17.901522,21.51524,17.274633,24.628218,27.869505,24.352868,22.413145,22.275571,25.911545
1.236915,1.169197,1.9201,1.22069,1.227714,2.162613,0.178989,0.388698,0.287979,3.102856,5.212162,7.003408,2.245868,1.819474,0.205646,0.570252,1.430327,0.224613,1.29831,1.680759,6.20793,3.734877,4.271287,1.194365,0.621937,0.221194,2.694227
0.039349,0,0.128693,0.090608,0.063911,0,0.136941,0,0.155212,0,0,0.272141,0.04138,0.047297,0,0.113033,0.159169,0.452482,0,0,0,0.152901,0,0.046534,0.0649,0.047335,0.184476
0,0,0,0.072144,0,0.141579,0,0,0,0.07795,0.080265,0,0,0.090617,0,0,0,0,0,0.176602,0,0,0.09429,0,0,0,0
9.716866,6.757693,9.038458,8.184218,6.693203,12.007466,11.571259,6.298223,8.39276,9.19207,4.887792,4.789808,9.06684,10.121439,5.845481,7.454704,13.092202,9.404703,5.554997,3.284648,4.958997,5.708502,6.370238,9.433692,6.858514,11.872199,11.840313
10.279131,9.184341,11.920702,10.519534,9.786897,11.658868,9.784141,13.192985,8.20871,11.183609,12.980126,19.061414,9.94394,13.462704,9.063191,11.138352,10.060148,11.688771,11.206391,14.02599,18.339993,12.222248,9.763732,17.393471,10.747255,9.720668,12.036219
45.182493,55.890872,54.559655,43.241512,51.117376,40.782822,42.132661,45.439776,29.419276,43.143528,44.161115,42.493411,39.422344,39.249114,51.974466,45.083683,44.044766,43.186206,40.217465,46.665677,34.083583,46.825584,42.707065,41.119812,44.65093,46.934401,48.667848
47.96673,47.180228,55.102728,45.119035,46.993098,39.75729,43.121624,49.566891,30.587697,47.863572,52.887137,54.263823,36.029166,38.391665,43.66814,41.632675,47.50916,42.466145,64.324315,53.382618,53.316905,43.40373,43.51603,47.689419,44.338145,43.220108,40.00827
7.188548,7.952993,7.758906,5.472098,6.701229,6.595692,6.09881,6.456071,3.693983,6.194102,8.971689,5.009286,3.631422,4.149081,5.658397,7.668674,6.623825,6.166711,8.035172,6.476612,5.349984,5.239818,7.555275,6.714824,5.201426,7.435498,7.442472
22.101619,15.418316,21.35589,17.904118,22.575516,20.426876,16.964914,16.651584,12.027807,30.162157,17.656866,29.938317,19.903473,23.593214,23.187598,16.911455,16.172708,18.015661,25.812785,24.432634,29.879858,24.382713,24.6858,21.88025,12.829974,15.93568,14.921124
122.443188,116.867885,123.825523,134.203995,130.58206,131.316422,107.424353,118.577513,89.070346,103.672253,113.448694,105.788197,130.66251,130.211408,123.853023,109.777325,117.169427,111.969682,110.09538,112.806121,100.225494,131.47007,128.09985,125.1259,117.138508,121.829025,120.545025
0.102343,0.092213,0.111924,0.098311,0.083513,0.167397,0.113184,0,0.17316,0.230452,0.414079,0.127746,0.114364,0,0.130528,0,0.071621,0.052476,0.121287,0.169474,0.28329,0,0,0,0.179253,0.326108,0.183043
20.735082,19.426025,17.703503,20.679979,19.429674,19.771207,17.594248,19.241856,15.567031,22.86057,24.172583,25.214396,19.922356,22.738491,18.962059,18.922475,15.784843,21.627718,19.379929,20.564296,20.459048,17.035684,20.455584,23.744124,19.954332,20.668155,18.372645
2.404104,3.038098,3.338317,2.160026,1.490703,3.025225,0.696461,0,0,2.004884,1.732737,1.847103,3.149355,2.507305,0,0.776293,1.063547,0.890346,2.26914,2.977903,2.605342,3.051756,0,3.142671,0,0.392142,1.061584
0.816133,0,0.778591,0.263603,0,0.897923,0,0.454086,0.369526,0.615641,0,1.554244,0.878425,0,0.322849,0.6874,0,0,0.627608,0,1.106112,1.219654,0.30066,1.000737,0,0,0.246183
0.842378,0.97141,0.481031,0.634859,0,0.838615,0.197066,1.29971,0.503279,0.683924,0.937925,0.673473,0.46668,0.532763,0,0.436012,0.874103,1.576616,0.413078,1.044003,0.67606,0.8295,0.569002,0.27036,0.729402,0.780327,0.806203
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.598415,11.772381,11.738537,13.611661,15.303534,13.342828,14.48617,21.470849,12.72573,16.934878,22.641673,15.694154,19.107267,20.805663,8.720477,17.439085,16.715819,9.059651,12.921129,16.079357,9.76008,10.68355,17.256731,19.322423,17.028952,16.761505,10.320549
35.22548,32.187767,32.901369,46.147957,50.768474,42.053218,32.93416,35.019925,23.649413,44.323902,32.381903,46.032249,38.771269,21.907943,27.258585,39.816904,28.509379,32.530112,66.723311,34.196357,29.460653,39.684469,43.429512,37.823414,36.597123,45.379481,37.412978
8.088164,8.163904,12.047905,4.696895,6.022767,6.124883,5.102855,5.747218,4.719369,11.332484,11.150398,7.454537,7.298332,7.308746,8.0733,6.918987,3.56757,6.946987,11.866904,11.218907,8.61324,5.012579,8.441765,7.750759,8.093677,6.231373,5.977537
37.180224,30.693174,37.76072,32.183961,31.358996,34.167575,27.309196,29.394991,20.091196,36.512922,39.113036,40.431533,33.660785,31.261154,29.173624,28.869251,30.026785,25.819259,35.029778,31.819593,35.067538,36.8261,32.7109,31.327036,31.127087,26.545155,29.386781
9.057683,8.278543,4.609963,11.737621,8.898546,8.98979,14.884942,16.49482,17.956768,12.334231,11.004182,9.934042,13.398295,14.011904,10.030355,13.844463,21.228183,10.740746,5.803633,10.537169,10.219224,7.276153,4.068954,6.943574,12.20918,15.289565,12.388778
0,0,0,0,0,0,0,0.040735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49.854593,51.49241,44.790305,50.477765,44.420212,43.156553,66.436703,62.517669,61.851599,49.445171,52.538499,42.749465,40.483571,46.68732,40.644473,59.436722,62.483177,59.4634,48.542335,47.908972,48.102326,51.473978,44.979724,47.544248,61.925093,63.78827,60.89872
