"SRR26260919","SRR26260920","SRR26260921","SRR26260922","SRR26260923","SRR26260924","SRR26260925","SRR26260926","SRR26260927"
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0.988918,0.413018,0.104065,0,0,0.057315,0,0.054974,0.072853
7.364517,5.549935,4.90715,0.607568,0.532034,0.44427,0.800895,0.994383,1.200098
2.725694,2.110394,1.917815,0.059888,0.084943,0,0.087272,0.056743,0.056396
203.373572,103.61764,109.930827,746.148258,367.760679,448.476188,501.471955,527.255377,577.329011
0,0,0,0,0,0,0,0,0
0,0,0,2.099509,5.018955,0.438567,1.052903,1.026404,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
14.280042,23.870962,23.441944,25.273875,29.456248,43.058201,24.397361,29.394188,25.072442
0,0,0,0,0,0,0,0,0
0.319193,0,0.117347,0,0.123515,0.129251,0.169676,0.293022,0.739543
0,0,0,0,0,0,0.142206,0,0
0,0,0,0,0,0,0,0,0
16.283008,24.161054,22.777557,60.487443,55.47616,61.187202,60.516891,52.621762,52.923291
216.5893,245.414597,212.145528,141.309704,200.080029,147.95733,127.731101,135.121256,129.08523
0,0,0,0,0,0.2192,0.017389,0,1.079088
1.110697,2.737249,3.116135,1.283883,1.719472,1.642507,2.595877,2.243415,3.343283
29.949449,29.961607,33.472571,16.057678,23.485815,21.092884,12.642841,12.70519,14.786394
0.390901,1.020789,3.419203,1.946119,3.542447,2.823402,4.826273,2.563918,3.745293
0.101539,0.272768,0.274871,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
10.283363,12.340933,7.729301,0.140197,1.634464,0.287083,5.340402,3.780154,4.687905
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0.339673,0,0,0.359479,0,0.41254,0.090279,0.131959,0.087428
3.093086,7.451294,9.941532,4.123147,5.437313,4.926724,4.215199,3.711154,4.248876
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
31.330409,17.134935,53.099808,18.020652,19.325362,32.942417,24.153733,13.52911,19.20847
40.397519,25.717423,32.125095,60.472151,48.886638,45.658677,46.688609,40.153675,44.015587
0,0,0,0,0,0,0,0,0
13.288354,5.357562,0.826489,8.909365,1.944228,3.823215,3.225749,2.713955,3.092186
2.48694,2.181927,2.877786,3.056247,3.502546,3.841068,3.90582,3.730647,3.473031
0,0,0.07375,0,0,0,0,0,0
128.189913,130.427916,95.151006,381.741493,339.773372,382.35805,463.255045,441.667234,517.926483
0.10398,0.183044,1.718849,5.065229,0.120572,3.454943,3.007914,8.426295,2.875791
21.932471,46.541532,37.306082,57.638974,53.880862,74.811059,53.609705,51.392636,49.492165
33.334263,29.765421,3.067608,0.921849,17.087504,7.414925,20.525386,1.261373,18.539066
5.392549,0.467348,0.792975,3.376061,4.194705,0.591263,1.652053,0.573071,2.540488
137.086007,74.835905,72.551872,6.518875,6.248948,8.532402,12.19846,12.836558,11.475779
0,0,0,0,0,0,0,0,0
0.098743,0,0.028626,0.51123,0.08788,0.093557,0.049578,0.12863,0.267605
0,0,0,0,0,0,0,0,0
0,0,0.288223,0,0,0,0,0,0
0.041379,0,0,0.017751,0,0.01536,0,0,0
4.550798,2.21675,1.552713,2.461425,0.707091,1.187019,1.061934,0.991132,0.9623
0.710581,0,1.050403,4.994066,0.13808,6.428225,0.568571,0.208995,0.204498
1.644801,2.020769,0,0.452686,0,0,0.142645,0,0.389141
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.053214,0,0,0.076102
0.555046,0,0,2.193597,0,0,0.981248,0,0
0.638623,0.264905,0.613701,0,0,0,0,0.211223,0.110762
0,0,0,0,0,0,0,0,0
0,0,0,0,0.138761,0,0,0,0.170764
2.039738,1.581452,0,2.736163,2.491222,2.584102,1.850746,2.233691,2.202181
2.771933,3.031212,3.189531,0.155093,0.177383,0.138688,0.136283,0.103455,0.161587
0,0,0,0,0,0,0,0,0
2.460829,6.973576,6.99654,0.351165,0.53066,0.592722,0.384857,0.076258,0.604059
0,0.290748,0.072915,0,0,0.026536,0.028623,0,0.030315
30.729406,37.975396,36.830606,11.193162,13.471338,13.188939,14.60268,11.970893,14.597601
25.294569,63.837726,34.781378,7.133832,5.991625,1.807083,1.770685,3.3317,2.199246
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.486782,0.170786,1.596975,0.843235
0,0,0,0,0,0,0,0,0
0,0.336382,0.527463,0.518388,0.279945,0.845227,0.226887,0.336268,0.183734
12.321701,8.335237,0.734408,11.919738,5.727567,4.263615,5.316871,3.82207,4.368138
0,0,0,0,0,0,0,0.450122,0.022466
0,0,0,0,0,0,0,0,0
0.526217,0.302511,0.423483,0.358111,0.31323,0.154007,0.259762,0.298269,0.231686
2.015617,3.577722,1.570425,7.127837,2.410895,2.529031,2.468326,3.001457,4.269932
0,0,0,0,0,0,0,0,0
1.603427,1.63916,2.260869,0,0,0.036091,0,0,0
0.311234,0.244402,0.217399,0.066917,0.038334,0.106437,0.091461,0.07655,0.082429
0.013103,0.034502,0,0,0,0,0,0,0
2.869553,1.417614,2.191099,3.037814,1.703163,1.938656,1.701609,1.538732,1.535619
0.686114,0,0.343115,0.192953,0.045318,0.108288,0.015476,0.093274,0.120099
12.508083,13.970942,15.836973,10.344289,8.069692,10.669608,8.415328,7.310123,7.910286
0.333317,0.380155,0.036845,0,0,0,0,0,0
5.817112,5.42104,5.286036,6.32223,5.243244,4.534557,5.426215,4.777508,5.558153
1.133104,0,1.176821,2.161899,1.390959,0,0.964718,0.982256,2.154132
9.080735,6.598952,7.18348,2.357545,1.809759,1.484046,1.513374,1.161999,1.369733
0,0,0,0,0,0,0,0,0
25.744124,16.592284,19.779702,1.931481,1.050759,1.313881,1.19519,1.388395,1.391594
0.583294,1.025506,0.827713,0.529243,0.199584,0.16985,1.099286,0.032516,0.293605
5.111477,2.587833,2.620362,1.684125,0.650435,0.599678,0.584727,1.36313,0.692636
0.200077,0.391417,0.169364,0.490974,0.139964,0.205059,0.296642,0.194767,0.175118
0,0,0,0,0,0.068589,0,0,0
6.481619,8.396832,7.023341,2.539838,0.693602,2.248091,2.084448,1.231083,2.140636
0,0,0,0,0,0,0,0,0
0,0.030847,0,0,0,0,0.028044,0,0
16.16211,33.452109,45.333059,68.195373,37.526209,55.34404,57.434944,49.15781,48.375335
15.408589,27.053442,33.057279,20.463347,1.009896,5.251521,36.839519,30.629293,24.089493
19.82698,12.116432,23.045371,11.372463,9.324258,11.317658,9.713413,11.351507,9.4982
29.235087,43.473234,40.071322,69.164941,69.890346,78.667705,109.548768,96.217166,83.835655
0.059764,4.397012,1.490015,0.108514,0.634205,0.062068,0,0.390272,0.321925
5.651162,10.40989,8.541634,1.750651,1.353227,1.259879,0.717211,1.269392,0.78767
17.742804,1.43432,13.953574,3.018557,2.103339,1.966104,6.62389,3.498684,1.205001
17.212336,45.632578,38.772966,234.617135,288.907707,227.070931,255.537303,245.709685,275.698148
8.145384,1.786491,3.251315,1.562159,0.603441,0.858781,1.011897,0.581145,0.650588
10.737457,8.775427,11.157109,4.414903,4.171192,4.60793,3.834503,3.811524,4.437613
0,6.026241,5.547539,1.727348,1.455455,2.020476,2.208774,1.444157,1.432655
7.255488,5.297826,10.347876,0.056168,1.585729,0,0.793509,0.513043,0
39.472104,19.054998,10.896424,25.83467,10.415703,12.29729,16.615776,14.026677,17.470412
0,0,0,0,0,0,0,0,0
18.077145,10.565433,20.67559,62.727073,64.601875,68.239748,100.940921,85.920085,84.268825
14.615921,10.910531,12.047563,7.542502,6.731149,7.792671,8.170646,8.95228,7.347765
0,0,0,0.215274,0,0,0,0.172927,0
79.728112,73.138312,54.552875,16.592535,28.956366,20.168033,18.947957,19.022133,22.982354
0.10649,0,0.457914,0.04502,0,0.044358,0,0.019341,0.019139
0,0,0,2.13695,0.330034,0.077325,5.518207,3.211345,3.222491
0,0,0,0.589176,0.076203,0.266172,1.865728,1.369385,1.457298
0.357431,0,0,1.016469,0.381341,0.435958,0,0,0
0,3.706912,4.303366,0.404568,0,0,0.539168,0.221232,0.951284
0,0,0,0,0,0,0,0,0
0,0.323478,0,0,0,0,0,0,0
0,0,0,0.374794,0.1799,0.125481,0.041178,0.200673,1.852925
1212.630823,908.409747,869.508185,31.645028,22.875937,23.278932,40.734624,16.032453,22.081209
5.12408,32.496388,10.566156,4.022443,2.806518,1.390753,3.580694,3.584405,5.71701
0,0,0,0,0,1.345816,0,0,0
1.086949,1.119106,0.887686,0.064337,0.027573,0.019173,0.037691,0.055169,0.054834
0,0,0,0,0,0,0,0,0
60.774801,65.427667,74.910245,184.561759,226.061384,210.481817,183.014895,181.402715,192.507956
32.88939,43.250205,38.866124,27.300284,22.016978,27.6873,27.555748,27.582869,29.066952
0.415869,0.18217,0.160854,0.015809,0,0,0.020836,0,0.020223
93.217918,99.349618,100.002378,126.211782,134.902888,138.585421,124.31709,130.435389,127.958697
48.245116,105.779007,83.323412,281.786666,356.216702,318.829487,343.578362,305.947175,321.068661
3.482549,1.964708,2.704861,3.429051,1.784349,3.16611,2.296627,3.304342,1.936076
0,0,0,0,0,0,0,0.468346,0.518433
0,0,0,0.011981,0,0.010717,0,0,0
0.555784,1.893883,0.553569,2.451031,1.280521,2.683752,2.541218,1.691382,1.952407
33.082592,23.277115,20.751654,62.26873,30.480086,35.045202,32.989448,34.595588,43.87213
0,0,0,0,0,0,0.304147,13.32765,0
0,0,0.877106,0,1.49983,0.515091,0.620382,0.361357,0
1.491404,2.400453,4.72782,2.622758,3.300624,2.930623,2.358249,2.743698,1.83654
13.071174,7.015571,7.400754,5.113427,1.634033,1.767351,1.939115,0.907038,2.887553
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
93.934067,86.355017,84.656419,55.51887,51.990746,54.156809,56.459168,54.191645,50.790052
0.118966,0.020879,0.078925,0,0,0,0.009489,0,0
0,0,0,0,0,0.104259,0,0,0
7.041076,6.591685,7.330378,4.610081,5.399772,4.896449,4.817317,4.417562,4.545055
0.73441,1.078357,0.675924,4.922394,4.887935,5.39741,3.696833,3.103333,3.328528
84.976806,88.695334,72.705163,30.229723,33.141808,32.817353,51.050448,36.309973,39.218698
164.475642,189.709832,121.018958,47.171356,31.43806,53.878567,58.780242,62.205658,43.88768
38.2188,97.23298,84.586492,0,0,0,0,0,0.360887
0,0,0,0,0,0,0,0,0
0.2263,0,0,0,0,0,0.075422,0,0
0,0,0.409125,0.118992,0,0,0,0,0.286793
0,0,0,0.030192,0,0,0,0,0
0,0,0,0,0,0,0,0,0
24.896645,25.681532,26.677358,27.625644,28.182949,16.971511,25.989774,18.671578,19.765099
39.564545,12.91025,15.404331,4.379011,7.618992,3.660931,0,1.411091,9.39757
2.297477,0,0,3.98851,1.730975,0,4.824858,0.316845,1.518039
221.770526,44.437403,109.281477,127.103301,60.746301,77.704249,89.269647,67.863976,73.567512
0,0,0,0,0,0,0,0,0
1.200134,1.708949,0,5.889498,0.949819,4.465527,3.518676,2.539748,0
20.20685,15.944775,20.525968,19.313382,14.22028,11.794658,12.838427,12.491195,12.854388
0,0,0,0,0,0,0,0,0
2.39754,2.280199,0,5.619101,5.159656,4.837002,4.149714,5.24965,4.808643
0,2.571531,0,0.36847,0,0,0.491588,0.104072,0.208755
14.737882,5.047239,11.945898,1.658987,1.526913,3.829312,1.583899,1.673394,3.730227
0,0,0,0,0,0,0,0,0
18.711464,14.536251,18.665883,10.872839,4.286407,7.007888,9.253883,5.604827,9.427002
27.874397,23.805819,25.896783,14.758047,12.369869,13.905426,11.212823,11.915415,12.538051
0.146514,0,0.08097,0.404364,0.256693,0,0,0,0.099194
0,0,0,0.100548,0.385464,0.040342,1.110617,1.708629,0
50.084772,57.855471,54.868434,35.745696,33.422105,37.501151,36.715111,37.299962,30.302976
3.084805,3.092486,1.397656,20.947798,7.114733,6.564793,3.761157,7.811642,1.243875
1.266777,0,0,3.759115,0.86842,0.253477,5.265259,3.352451,1.373647
0,0,0,0,0,0,0,0,0
4.255075,0,0,0.088936,0,0,0,0,0
0,0,0,0,0,0,0,0,0
34.061174,40.01754,31.748713,31.158507,35.972542,35.543505,47.318974,40.189474,39.740542
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0.785526,1.017896,0,0,0,0,0.781525,0.901557,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0.318839,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
13.776467,18.209928,10.54047,59.16795,20.002169,36.394703,26.996531,19.154598,23.910044
0.094029,0.288641,2.82575,1.152243,0.246883,2.064869,4.910732,2.450546,2.176354
0.296398,0,0,0.445859,0.349283,0.040017,0.359684,0.268774,0.084323
0.788026,0.187348,0,1.550536,0.962648,1.286479,1.164972,0.482638,0.758513
0.76672,0.995941,0.931792,0.200792,0.098554,0.362868,0.295249,0.090679,0.130451
0,0.203058,0,0,0.134818,0,0,0.030028,0
0.150016,0,2.851067,0.320967,0.444167,0.020285,0.022502,0,0.324606
0.935576,0.273614,0.379223,0.014154,0.200434,0.088611,0.03731,0.048561,0.048267
0.093564,0,0.100479,1.046298,0,0.263783,1.15977,0.173814,0.03513
48.989024,44.539596,44.451085,14.388481,16.693655,16.755839,16.396012,15.712249,13.043173
17.951113,10.047942,18.077554,2.357806,0.967008,1.827845,0.921568,0.912826,1.102554
0,0,0,0,0,0,0,0,0
15.221866,11.928294,17.504848,4.885592,2.282761,1.934761,1.90592,1.897936,2.036191
71.977595,62.034446,95.075464,1.634029,1.701588,1.99982,0.394495,1.001097,1.678969
4.915306,4.584672,7.62189,4.411597,3.169473,3.859534,3.651899,4.018369,3.070526
7.510011,4.256831,4.001106,2.3945,1.551658,1.125295,1.259384,0.944354,0.953527
0.383584,0,0.177602,0.397422,0.643958,0.445216,0.217204,0.104279,0.446144
1.848048,0,0,1.278215,0.517775,0,0.995483,2.244812,4.133543
4.098617,2.157216,1.725629,8.255067,1.891679,2.281031,3.019864,2.187728,2.50667
2.209228,0,0,0,2.100481,0,0,0,0
0,0,0.443416,1.728903,0.155904,0.174955,0.186665,0.849561,0.791644
3.133728,14.819983,21.374852,6.057599,7.987088,4.454222,1.798879,8.034927,2.714963
0,0,0,0,0.949515,0.139657,0.34131,0.129618,0.130553
0,0,0,1.072884,0,0,0,1.003213,0
0,0,0,5.761067,6.954366,5.993754,6.516062,3.740956,4.672405
38.219191,17.250959,18.076684,19.517239,28.430462,24.260343,21.431189,20.037633,29.15413
3.172475,23.31546,17.828665,3.689513,17.619979,24.254906,5.617809,4.673252,4.097902
0.381175,0,0,1.216661,0.646712,1.087845,0.113823,0.570261,0.639195
0,0,0,0,0,0,0,0,0
5.868946,10.796833,7.117247,14.891156,11.206241,12.012622,16.896301,14.625246,14.763357
0,0,0,0.473258,0.586278,0,0.208338,0.74549,0.799478
0.159571,0,0,0.268718,0,0.794651,0.621718,0.613033,0.135398
0,0,0,0,0,0,0,0,0
11.469322,14.56546,12.092766,37.79907,41.29221,39.776519,40.020729,39.035228,39.377907
5.478514,5.070584,4.1837,13.478936,12.623348,12.061884,10.445783,10.072895,11.369329
2.980039,1.382036,4.439316,3.678326,4.792411,2.305352,3.75049,3.875616,4.661737
0.406173,3.776318,0,1.447838,1.537596,0.584521,0.581359,0.36803,0.123772
0,0,0,0.808677,0,0,0,0,0
3.725914,5.266527,5.575683,4.762152,5.097414,5.584327,4.413444,5.961505,5.583231
1.595079,2.154426,2.376902,1.359135,2.056266,2.197923,2.456074,3.113151,2.754321
0,0,0,0,0,0,0,0,0
2.423018,1.841495,1.579343,1.592106,1.179565,1.05167,1.435096,1.262065,1.280428
0,0,0,0,0,0,0,0,0.065931
0.289898,0.125128,0,1.571002,0.62765,2.631246,1.563771,1.592746,0.798842
0,0,0,7.060004,11.346784,0,13.082515,10.658566,11.640986
0,0,0,0,0,0,0,0,0
0.863783,0,1.414926,0,0.975101,0.519246,3.669046,4.186543,0.165344
0,0,0,0,0,0,0,0.19657,0
41.962078,52.035548,53.738315,34.794386,30.651438,33.513401,23.92773,20.507877,20.661685
3.888007,4.534,3.371043,3.953913,1.7813,2.010142,1.439484,1.342429,1.599541
0.673817,0,0,1.211676,0,1.902168,1.251469,0.549781,0.11507
2.48342,2.600201,5.511626,4.873707,1.910462,2.632825,1.701594,1.268603,2.735764
0.693714,0.410399,0.014976,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
3.358855,5.36857,5.497653,5.065546,6.192159,5.07988,4.33768,4.918451,4.984864
0,0,4.095706,0,0,0,0,1.621889,0
85.869275,40.303482,71.665231,124.197406,131.193959,131.3807,161.756541,141.212481,123.448233
0,1.198903,0,1.027182,0.573161,0.183737,1.053046,0.59713,0.807706
2.11631,1.133349,0,3.272361,0.755089,0.826968,1.301877,0.834368,1.616921
13.528274,11.255872,9.330446,12.283804,14.340934,10.963689,12.240878,10.475037,12.758336
18.574688,10.494208,14.54985,0.677704,1.592631,1.725537,0.926723,1.195171,1.41512
1.884059,1.088775,0.572703,3.959184,3.049416,2.369545,4.877871,5.388569,3.05227
0.096684,0.042397,0,0.767798,0.507648,0.627573,0.578319,0.601943,0.56089
1.307315,1.666704,1.122439,1.811923,1.584558,1.959248,1.31725,1.462217,1.968198
41.230613,40.030586,65.58084,60.824865,63.741318,82.294092,74.165058,69.662619,90.336151
1.658668,3.147082,2.102575,0.319355,1.166944,1.278861,0.496322,0.116139,1.109288
0,0.424828,0,2.316981,0.352383,0.625685,2.41955,0.543533,2.23987
1.73956,5.247399,5.098184,1.831838,2.046421,1.460175,1.223788,2.794618,2.654825
1.490674,5.927113,6.422003,5.343371,6.846713,4.870925,4.261555,5.814173,4.277748
110.273123,128.885417,89.46212,1.145499,0.897258,0,0.620962,0.68277,1.229208
1.133194,1.233792,0.501628,1.046719,1.117583,1.467808,0.531475,0.808597,1.335395
9.026077,12.719267,15.637388,22.432972,29.319212,35.821653,31.222007,35.56584,36.871429
4.45312,0,1.603393,2.503166,6.064931,6.718525,4.10479,1.606737,0
0.950117,17.741104,9.691627,15.341762,17.648397,14.634662,6.03313,10.851,11.774386
13.043778,19.575082,11.131463,3.287105,5.470955,2.957232,3.511447,6.376847,4.2519
0,0,0,0,0,0,0,0,0
0.132075,0.170177,0,0.299477,0.07649,0.160311,0.239454,0.461568,0.203865
23.145397,22.717837,29.06452,23.514853,22.406113,22.617242,19.324379,20.90171,19.701216
0,0,0,0,0.238085,0.574425,0,0,0
0,0,0,0,0,0,0,0,0
21.53505,25.48112,26.119552,23.396042,21.791796,26.631078,20.547351,22.39662,22.050964
0,2.008241,0,1.173063,0.159688,0,0,0,0
3.802153,1.029002,3.770121,4.198123,3.014519,3.078025,6.142567,5.091869,5.39702
29.643639,38.793965,35.231512,15.042916,14.375913,16.665805,13.696063,12.750097,12.130937
19.771161,15.541024,17.484511,10.665575,6.723943,7.711902,6.807697,7.295972,7.338883
32.472654,40.298738,45.194291,10.605741,11.792476,13.283545,10.24536,10.456755,10.543207
0,0,0,0,0,0,0,0,0
156.072945,105.000953,109.408877,41.405583,18.474353,21.818207,23.003822,20.723198,20.74701
1.335844,0,2.26744,0,0,0.493731,0.376313,0,0
267.33173,259.576688,286.166699,44.968133,60.146778,53.941939,52.431833,44.125357,54.953808
0,0,0,0,0,0.166802,0,0,0
11.605284,18.833093,14.016107,5.22142,3.89589,4.333425,4.920147,3.881065,3.782826
17.393254,7.227707,8.481681,1.375693,1.579119,1.308687,0,0.961391,0
64.773716,56.972588,55.373701,63.862618,79.430752,67.70894,64.32935,63.347739,56.423773
3.06194,1.148219,5.657867,5.521525,0.194723,0.610099,1.104538,0.102816,1.038353
112.431892,60.857468,81.303713,89.696848,100.863785,80.166691,81.287416,81.177659,78.098866
82.351379,59.86047,74.89154,83.958393,67.826773,73.642935,83.143168,69.578587,74.884062
1.259199,1.613619,1.68076,1.453989,1.3536,1.167182,1.072564,0.791848,0.887235
1.846423,1.190023,1.332731,2.750081,0.704138,1.861953,1.50066,1.232003,1.387941
3.201128,3.123081,2.769174,2.135962,0.738621,0.865577,1.199614,0.884958,0.778673
22.960173,16.475086,17.555449,4.09209,2.933539,3.50951,2.9695,2.243265,2.736554
1.688726,1.071571,1.29986,1.54779,0.747543,1.124064,1.245392,0.781878,0.701286
0,0,0,1.219837,0.263751,0,0,0.330173,0.421566
0,0,0,0,0,0,0,0,0
1.269694,0.440083,0.391415,1.289473,0.568969,0.515006,0.729515,1.241194,1.415673
0,0,0,0,0,0,0,0,0
0.819863,0.774482,1.611343,0.607666,0.423621,1.162669,0.866037,0.616564,0.557566
6.330637,12.073804,6.659078,0,1.471873,0,1.507278,1.638703,1.277064
6.577977,4.790706,6.086143,2.395453,0.811136,0.672249,1.208926,0.784063,1.117041
3.284911,0,0,0,0,0.951257,0.933023,1.533528,0.628528
0,0,0,0.019871,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0.633261,1.036976,0.583154,1.294921,1.91803,0.874848,1.011544,0.596584,0.960155
2.490919,1.51608,0.865872,0.620157,0.813399,0.498868,0.476381,0.559859,0.327124
0.423208,3.395005,1.472593,1.434701,1.887267,0,2.85936,1.813508,3.556184
10.427614,16.058191,13.945994,9.076349,10.114497,10.201055,8.875627,5.386415,7.44251
0.051682,0.287866,0.057142,0.093827,0.120844,0.104909,0.041222,0.070426,0.090001
0,0,0,0,0,0,0,0,0
0.081612,0.034106,0.101086,0.017604,0.022749,0.032845,0.015836,0,0.006918
0.258233,0.339114,0.142305,0,0,0,0,0,0
0.091495,0.240828,0.327481,0.719774,0.46602,0.445676,0.379087,0.391802,0.377631
0.207583,0,0,0,0,0,0,0,0
15.727407,9.827069,12.605288,124.088795,56.302253,72.689343,56.432807,47.096887,48.020644
0,0,0,0,0,0,0,0,0
0,0.019336,0.022754,0.044043,0,0.073163,0.019375,0.018151,0.027814
3.970771,2.652245,1.53966,0,0,0,0,0,0
7.21923,7.934713,8.956571,0.454104,0,0.401534,0,0,0.383724
0,0,0,0,0.631963,0,0,0,0
0,0,0,0,0.03861,0,0,0,0.06556
1.140566,0,0.615023,2.965022,0.673643,1.319503,1.912281,1.36959,1.560156
0.077108,0.056886,0,0.011666,0.045074,0.041739,0.030751,0.010007,0.039786
0,0,0,0,0,0,0,0,0
0,0.873965,0,0,0,0,0,0,0
0.110809,0.495698,0.311986,0,0,0,0,0,0
1.898074,1.838433,2.796947,2.763614,2.33182,2.95259,3.059217,2.515127,3.019626
0.367794,0.96702,1.150712,0.122436,1.175694,0.399511,0.166369,0.175836,0.108788
26.434534,34.24483,35.313678,18.693992,16.524777,17.057851,13.009125,14.308841,15.158002
0.753782,0.270531,0.719581,0.037318,0.020014,0.034479,0.033927,0,0.065754
0.100075,0.052695,0.022134,0,0,0,0,0,0
2.167146,1.546977,2.338603,0.228701,0.058795,0.122668,0.160779,0.11766,0.077963
55.524601,53.272469,63.026191,23.52536,25.158008,28.678595,22.558864,24.74575,23.427782
0.346955,0,0.086911,1.516169,1.237547,1.211466,1.696106,1.665346,1.427422
0.88808,0,0.163037,0,0,0,0,0,0.116071
1.102455,0.167918,0.633837,1.341998,1.355785,1.457663,1.213922,1.312465,1.490866
0.515652,0.85407,0,0,0,0,0,0,0.066461
2.170377,5.409699,5.239308,9.639898,1.85219,0.809537,7.98071,0.433609,7.790389
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1.493288,0.767531,1.449901,0.596034,0.407399,0.461362,0.31431,0.588122,0.541445
9.38353,5.737768,6.562185,0.238962,0.043793,0.030499,0.150008,0.087776,0.058159
0.636219,0.185903,0.078051,0,0.04116,0.028658,0.028187,0.054984,0
4.178604,3.742534,3.9958,2.653777,2.806049,2.746061,1.904842,2.346014,2.33157
0,0,0,0,0,0,0,0,0
0,0,0,0,0.046916,0,0.032156,0,0
12.771121,17.850051,16.327156,5.966584,11.071558,8.563508,5.615343,6.52611,6.004229
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.674003,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0.131944,0,0,0,0,0,0.105223,0,0
12.82148,46.808138,19.991128,66.942763,82.05186,90.515477,48.604522,59.276137,58.300982
0,0,0,0,0,0,0,0,0
13.622301,29.879766,30.980548,4.861929,3.227672,9.035437,3.680166,7.996646,7.249594
0,0,0,0,0,0,0,0,0
0.258233,0.226076,0,0,0,0,0,0.05014,0.099657
0,0,0,0,0,0,0,0,0
1.21016,0.949974,1.584189,0.274615,0.186061,0.129265,0.088901,0.123971,0.073932
0,0.112963,0,0.058462,0,0.156733,0.205509,0.025058,0.04981
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1.560822,1.193912,2.145959,0,0.211167,0.303549,0,0,0.150323
0,0,0,0,0,0,0.023613,0,0
10.147003,5.693696,4.436719,8.929929,4.01954,5.470903,3.224037,3.377107,3.159864
13.999092,21.953648,18.840813,23.498561,25.633942,33.511078,30.850089,27.557161,28.704719
37.709177,39.066341,40.555667,17.130243,19.113158,20.014949,15.748489,13.185754,14.334522
10.337684,9.269053,8.95804,1.246602,1.251463,0.744982,0.780339,0.874042,1.298005
5.594139,4.269785,4.051347,2.054977,0.355966,0.834777,0.672607,0.656333,0.581557
0,1.1794,0,0.885492,0,0.470602,0.47684,0.851983,0
0.128586,2.995737,0.989615,0.158683,0,0,0,0,0
3.388685,3.063325,2.724782,4.418571,1.966948,3.083336,2.44912,2.412273,1.741407
16.169603,5.307888,1.873188,4.379013,7.08756,7.30156,7.653981,8.070528,6.505643
0,0,0,0,0,0,0,0,0
3.249026,2.381043,3.295451,0.316162,0.343969,0.173097,0.299049,0.167193,0.392473
0.4114,0.502335,0.633006,0.032475,0.052316,0.130745,0.021401,0.048758,0.069235
0,0.042797,0.026966,0.016599,0,0,0.004861,0.004748,0.009438
19.658998,8.64488,9.088535,0.006547,0,0,0.135236,0,0.130286
6.750148,7.148345,4.293916,9.801607,1.723238,5.937306,3.629483,2.014669,4.221798
38.063205,48.956867,55.877505,0.123981,0.302064,0.168432,0.015249,0.093642,0.094339
0.242294,0.102336,0.057316,0.00588,0.071012,0,0.020769,0,0.01003
1.017416,0.682138,0.390731,0.006414,0,0,0,0,0.01641
0,0,0,0,0,0,0,0,0
0.16475,0.01205,0.075926,0.006232,0.008034,0,0.005475,0,0
