"SRR21170613","SRR21170614","SRR21170615","SRR21170616","SRR21170617","SRR21170618"
20.895651,20.908002,17.662119,22.497931,20.36058,25.151887
0,0,0,0,0.018818,0
0,0,0,0,0,0
0,0,0,0.035079,0,0.769326
0,0,0,0.151453,0.157916,0
0.058765,0.208088,0.162726,0.478929,0.186143,0.333647
0,0,0,0.036608,0,0
49.981187,51.471083,56.155519,54.568878,47.625804,51.419127
6.405763,7.658895,8.738459,10.425257,8.384066,8.645996
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
7.833929,10.548118,8.621925,7.809519,8.738168,8.1129
5.610681,4.765118,4.921585,3.898455,5.63107,5.224713
33.986939,45.202061,42.109792,42.916902,33.596229,36.91482
5.967252,6.169487,6.104154,5.786621,6.094373,6.554226
40.226211,44.244317,34.06563,43.106174,42.797154,37.136495
124.010363,121.340749,138.759659,129.422501,121.728404,129.984668
0.318786,0,0.106828,0.964524,0,0.036624
25.12259,20.627587,22.31933,19.705539,24.401832,24.087532
0.908006,1.123609,0.949462,1.030548,0.961399,0.888223
64.237904,82.89502,84.204622,92.699821,77.806825,80.445105
16.893783,17.970887,19.670728,17.524236,16.57612,17.741402
23.733899,26.86919,21.470345,28.299985,20.5471,22.602852
9.128407,10.790529,9.918203,9.607,9.536761,8.976932
54.419553,57.631058,51.521369,54.006834,55.583612,52.794815
7.613397,10.005691,8.465293,7.962614,7.283752,7.995646
57.61859,63.124201,64.575758,65.02317,58.642612,59.274387
1.538585,1.504877,1.545139,1.860743,1.267043,1.542188
0,0,0,0,0,0
1.793737,1.888088,2.512398,2.365179,1.578266,1.918474
0.016141,0,0.016401,0,0.016095,0
1.177472,1.241041,0.957128,0.832199,1.078435,1.233522
0.321749,0.439317,0.377975,0.497015,0.44063,0.329988
0,0.009542,0,0.01175,0.024502,0.034653
0,0.024681,0.044369,0.017893,0.041751,0
0,0,0,0.013531,0,0
7.141099,6.361329,6.265091,6.304055,6.707796,7.167471
2.816177,3.268227,2.497509,3.148236,2.851336,3.729967
0.01597,0.007904,0,0,0.007966,0
1.904438,3.821216,4.205613,2.970505,1.722323,2.699828
0,0,0,0,0,0
2.742534,1.628949,3.375979,3.175941,2.045783,2.231617
0,0.20227,0.101794,0.232066,0,0
0,0.009557,0,0,0,0
0.920372,1.753537,1.071321,2.063573,0.937921,1.702081
25.152201,26.409341,22.853852,22.96718,23.187212,25.945359
0,0,0,0.021374,0,0
0.135258,0.309964,0.748186,0,0.370062,0.308497
0,0.011012,0,0,0,0.022571
8.434936,8.390006,8.270116,9.639896,7.224734,7.520082
30.117154,34.06349,33.582672,31.749197,30.943792,26.505526
16.136039,16.768541,12.727213,15.262551,13.402018,15.69529
5.004171,4.557059,3.732036,4.697568,5.097486,5.812464
15.968557,17.321606,15.688528,15.246382,16.11058,16.370991
3.41489,2.2629,2.785132,3.280254,1.632353,2.928304
0.07027,0.217859,0.126346,0.141106,0.13111,0.15714
0,0,0.031892,0,0,0
0,0,0,0,0,0
0,0.844134,0.366878,0,0,0.146623
12.590751,14.005085,13.655303,16.859965,15.394105,12.782153
4.743345,3.135773,3.703537,3.771155,3.702039,4.035616
0,0.148803,0.227412,0,0,0.15956
0.075748,0.126082,0.102827,0.139868,0.14592,0.139913
1.691861,1.233157,2.066708,1.544495,0.978636,2.435026
0.140594,0.054246,0.181047,0,0.093497,0.14672
35.177525,37.157608,35.326845,34.691544,33.846063,32.139239
22.165336,25.579712,25.38717,19.873431,21.891502,24.902663
52.235046,65.715376,57.483952,59.239194,53.011812,55.365053
95.845494,94.036214,100.538725,97.509041,93.718934,88.283545
14.873213,16.290106,15.190402,13.731377,18.601778,15.632802
14.588119,14.194225,11.317419,13.834125,15.790355,13.927169
0.050864,0.052918,0.262897,0.021603,0.34212,0.023909
1.540952,0,0.611349,0.25684,0.583427,1.431081
1.313742,1.284926,1.745467,0.876876,0.854863,1.287326
0,0.022694,0,0,0,0.071763
0,0,0,0,0,0
0.794338,0.449052,0.14904,0.150002,0.545688,0.770248
38.143606,40.334669,40.574019,38.895335,41.278545,41.056303
16.153343,12.638939,10.311123,12.141543,7.180908,15.837259
29.678576,24.47353,27.132989,29.5474,23.671332,25.840582
0,0,0,0,0,0
2.906768,2.287458,2.999979,2.448398,2.872922,3.508885
12.46609,13.348656,14.574168,14.151241,13.935569,10.027775
3.030598,2.464883,6.032203,1.119801,2.309073,2.318762
20.182742,17.246781,21.925796,18.61109,19.612037,20.473004
5.049559,5.482225,6.289266,5.723906,5.592531,5.7053
12.593971,10.481876,9.88758,11.634211,12.274574,13.820125
4.488215,4.773015,4.934261,5.927616,5.655025,4.980134
37.768801,44.947926,31.605271,33.03423,50.223696,42.855629
9.66126,10.37636,10.126013,11.020073,9.312618,9.325962
11.997832,11.950146,12.286451,14.599616,12.669242,13.641104
2.960378,4.065953,1.941465,1.239856,1.982598,2.846977
9.690545,10.345918,9.893329,9.97367,8.887959,9.294712
11.726843,9.083929,9.949583,13.328993,8.573986,10.899032
1.507634,1.357213,3.659534,3.997851,3.549373,3.547975
4.606416,4.27623,6.627169,5.595326,4.63476,4.701263
7.231283,7.63413,6.538887,6.605894,5.058996,6.263195
4.590977,3.187162,4.585976,3.491012,3.114489,4.005229
8.253284,11.347641,8.611334,9.098856,8.49358,8.237246
27.619329,26.649118,25.575265,27.169835,24.955017,16.460042
0,0,0,0,0,0
0.669526,0.922089,0.733027,1.519648,0.313554,2.759784
20.089259,19.21931,19.840607,20.284105,18.696695,20.157241
10.087829,9.769808,8.866216,9.863831,9.370728,9.454344
27.407824,25.504077,26.683593,27.653876,25.155182,22.772376
0.285025,0.373466,0.418828,0.304388,0.407011,0.220642
0.496104,0.285795,0.596653,0.375714,0.460349,0.435362
0,0,0,0,0,0
12.057005,13.639708,17.122374,16.358825,19.70709,15.710801
0,0,0,0,0,0
67.57464,73.569869,69.589396,58.914742,69.714843,67.174738
41.319421,37.02961,38.70775,38.559119,37.318367,42.678007
2.494717,1.79015,2.523869,3.194113,2.158506,3.158601
2.81607,3.237487,3.054671,3.442794,2.921275,2.712096
0.17089,0,0.201534,0,0.160066,0
0.107312,0.255206,0.229629,0.130539,0.1103,0.125908
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,10.008704
0.466164,0.144438,0,0.158429,0,0.391463
0.366785,0,0.356851,0,0,0
5.389036,2.520944,4.043501,3.366031,4.792639,2.450466
0,0,0,0,0.188224,0
0,0,0,0,0,0
11.140544,13.86994,17.430997,12.115605,10.930551,10.759981
0.322889,0.866557,1.102607,1.890837,0.240993,0
0,0,0,0,0,0
0.788945,0.745915,0.852027,0.681655,0.416882,0.96988
0,0.035147,0.125546,0.532505,0.123384,0.064693
1.481941,2.258484,2.143186,3.694168,3.204245,2.489553
0,0,0,0,0,0
0,0,0,0,0,0
11.250368,10.0884,4.845303,22.65403,0,5.674527
0.759292,0.359682,0.360928,1.112978,1.957983,0.989502
24.047406,22.028033,28.750855,17.911245,22.885465,23.864617
8.153108,13.420244,10.77811,12.493296,8.264563,7.951614
3.238398,3.227343,2.576674,2.454728,2.91944,1.972517
0.026838,0,0,0,0,0
0.437666,0.928379,0.534689,0.201382,0.619141,0.584979
15.872436,7.17654,13.858611,14.512516,15.344143,5.897768
0,0,0.201513,0,0,0
0.081322,0,0.04123,0,0,0
32.210145,31.127873,32.823393,26.137203,27.619556,28.209226
8.661209,20.043903,9.010028,18.227288,11.120173,12.897109
0,0,0,0,0,0
0,0,0,0,0,0
0.168758,0.229672,0.291428,0.085897,0.037531,0.090445
0,0,0,0,0,0
0,0,0,0,0,0
3.066241,3.137891,3.458316,2.684524,2.589469,3.606699
6.304992,4.153696,6.869139,5.661702,5.312157,5.32013
0,0,0,0,0,0
0.626296,0.86621,0,1.997898,2.225882,0.887186
302.820693,308.98871,269.220052,264.795464,287.939749,266.463643
982.720802,1128.841298,1076.062397,1167.104986,1092.303095,1119.657676
0.3943,0.718626,0.471448,0,0.610076,0.560425
12.207788,13.289359,12.924627,10.072449,11.151457,11.704341
0,0,0,0,0,0.551933
0.091386,0.089475,0.018094,0.020899,0,0
0,0,0,0,0,0
0.161026,0,0.054489,0.025652,0,0.084011
0,0,0,0,0,0
0.032594,0,0.033075,0.031147,0.563457,0
0,0,0,0,0,0
3.54354,2.805107,2.654386,2.263758,4.513599,4.241335
1.618349,1.635311,1.374241,1.336332,1.320829,1.352072
0,0,0,0,0,0
0,0,0,0,0.681173,0.653709
0.554476,0,0.279619,1.115392,0.451659,0.420087
0,0,0,0,0,0
0.133696,0,0.44995,0.541648,0.307557,0.432954
2.993994,0,0,0,0,0
0,0,0,0,0,0
0.177137,0.306856,0.364968,0.266717,0.251463,0.18257
0.091661,0.260528,0.521285,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.929933,0,0.738895,0,0.497334,0
1.636511,1.518822,1.403164,1.193643,1.433028,2.061322
33.945381,24.326985,29.541609,29.941332,28.186932,31.56011
0,0,0,0,0,0
0.079109,0,0,0,0,0
0,0.229927,0.212401,0.201032,0,0
0,0,1.732945,0,0,0.770916
0.020001,0,0.009994,0.009385,0,0
0.274924,0.275574,0.247756,0.256424,0.336802,0.294156
0,0,0,0,0,0
0.617177,0.906778,0.706644,0.426361,1.124656,0.810765
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.059061,0
0,0,0,0,0,0
0,0,0,0,0,0
4.216809,3.496278,3.744441,0,5.303314,0
0,0,0,0,0,0
0,0,0,0,0,0
10.547578,13.18001,14.595097,10.127689,17.075618,10.443062
0,0,0,0,0,0
0,0,0,0,0,0
5.397095,6.210567,6.731779,4.747251,5.36424,6.23374
2.311435,2.070558,1.864681,1.613206,2.150943,2.618526
0,0,0,0,0,0
0.109153,0,0,0.31168,0,0.227697
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
5.623181,4.725479,4.609125,4.49555,4.709808,5.241293
2.072048,1.967856,1.959589,1.926412,1.302342,2.225177
0,0,0,0,0,0
3.128212,4.088922,0.511392,2.917377,2.525306,1.082107
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
29.219922,31.963128,28.104026,27.445461,28.912357,32.37171
18.45903,22.083378,20.407524,25.629328,21.003611,17.347266
28.713813,27.09553,31.9779,31.765477,27.502601,29.855153
10.287033,7.524383,10.231171,8.736542,6.153045,9.095465
4.675497,4.129488,4.67895,4.597688,3.994843,3.07001
24.844384,29.378479,29.982867,27.598284,24.287492,29.659264
8.93707,8.257659,7.608562,6.308802,9.922662,6.237401
40.329721,41.473361,45.71281,38.55083,36.639323,35.868617
2.21881,1.55529,2.043902,2.425069,1.072095,1.962085
59.88875,64.780849,55.458893,53.458573,59.330129,57.667303
7.142979,8.024231,8.026701,7.95487,8.538862,7.865831
11.262913,11.638913,8.84056,12.505102,8.899987,11.65399
77.071379,55.076568,59.457822,58.451666,62.026251,67.211669
0.104818,0.104375,0.106837,0.094249,0.051694,0.074352
0,0,0,0,0,0
6.753749,7.40163,6.281427,6.789034,6.27509,6.875112
5.960808,5.354026,5.319923,6.249654,5.776934,7.236318
99.198546,122.260987,113.638553,109.638441,109.446752,106.370874
57.838243,78.131264,70.514674,79.555499,65.159682,65.050207
54.71515,50.620201,51.409486,47.889442,49.466458,54.854505
3.396667,2.247334,1.977695,2.284194,2.614874,2.704954
5.245272,7.588098,8.547284,4.766265,7.34021,7.688187
35.000108,43.216417,39.301664,44.553643,39.1917,36.911278
3.008066,3.213851,2.888119,3.047602,3.218622,3.019436
1.779488,1.299871,3.177189,1.516795,2.015031,1.315341
0.111828,0,0,0,0,0
1.554372,4.787266,8.426137,7.190676,6.793397,11.660363
