"SYMBOL","GENENAME","GENEBIOTYPE","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"A1BG","A1BG","protein_coding",79.9969678100481,-0.117321795972922,0.29316224479033,-0.400194083848793,0.689013571756534,0.948164843536042
"A1CF","A1CF","protein_coding",0.506831627864536,-2.47937309101603,3.99445184338083,-0.620704213802096,0.534794256398067,NA
"A2M","A2M","protein_coding",0,NA,NA,NA,NA,NA
"A2ML1","A2ML1","protein_coding",1.98075840729836,-3.60408325068199,3.40498335352974,-1.0584730897277,0.28983981295317,NA
"A3GALT2","A3GALT2","protein_coding",0.659715518153052,-0.0656240819592345,3.99705934825758,-0.0164180904613892,0.986900847593124,NA
"A4GALT","A4GALT","protein_coding",6.96791763416183,0.642549786815348,1.07358189259672,0.598510268519136,0.549499509342349,NA
"A4GNT","A4GNT","protein_coding",0.160913729827016,0.927108067810719,4.0804728567969,0.227206037228362,0.820263533422437,NA
"AAAS","AAAS","protein_coding",1366.17905748911,0.125226557304026,0.0782925688585508,1.59946926163925,0.109716373282939,0.574695489996483
"AACS","AACS","protein_coding",429.558508214827,0.197747457684832,0.195039400637354,1.01388466657829,0.310637788780888,0.789130378046951
"AADAC","AADAC","protein_coding",0,NA,NA,NA,NA,NA
"AADACL2","AADACL2","protein_coding",0,NA,NA,NA,NA,NA
"AADACL3","AADACL3","protein_coding",0,NA,NA,NA,NA,NA
"AADACL4","AADACL4","protein_coding",0,NA,NA,NA,NA,NA
"AADAT","AADAT","protein_coding",278.888144289374,0.127905079686993,0.18420759543955,0.694352908639787,0.487460918184911,0.88585340525559
"AAED1","AAED1","protein_coding",226.677968622368,-0.277349733899884,0.184057319465613,-1.50686609315584,0.131844984106164,0.612134060924511
"AAGAB","AAGAB","protein_coding",1032.40615497148,0.321827170117073,0.0861872325738868,3.73404691746166,0.000188427368998204,0.0132048521457095
"AAK1","AAK1","protein_coding",860.806044057999,-0.0409680270453211,0.0923071667276569,-0.443822820022124,0.657170688370707,0.941049429534579
"AAMDC","AAMDC","protein_coding",162.951120692426,0.0129067294352999,0.220361134934478,0.0585708066857507,0.953293963640104,0.992357955726021
"AAMP","AAMP","protein_coding",3205.95320951919,0.0548456515635051,0.0694822774206225,0.78934735013776,0.429909019029904,0.861616027050344
"AANAT","AANAT","protein_coding",3.00990173498361,1.7097176810156,2.25880151826819,0.756913640790553,0.449101602514528,NA
"AAR2","AAR2","protein_coding",791.218626060123,-0.231516370916621,0.0983211776370749,-2.35469485293595,0.0185379217239978,0.267658711525008
"AARD","AARD","protein_coding",34.4468398960297,0.172832162444514,0.412798936202451,0.418683643021191,0.675447351432817,0.944278848074123
"AARS","AARS","protein_coding",4480.52875636278,0.226057107575535,0.0981243696687168,2.30378150034226,0.0212349121092797,0.283871214252829
"AARS2","AARS2","protein_coding",1418.44977562306,0.109795353884281,0.0809096648888192,1.35701160096455,0.174777524432469,0.669795961421264
"AARSD1","AARSD1","protein_coding",358.417816958054,0.200916426626649,0.169087955900787,1.18823617895373,0.234740373731023,0.728289204704004
"AASDH","AASDH","protein_coding",538.796552263769,0.134704532323862,0.1159874995777,1.16137112028718,0.245491008262971,0.739085281935205
"AASDHPPT","AASDHPPT","protein_coding",2325.66672363198,0.00553399051279081,0.0701252365818592,0.0789158195043067,0.937099580339328,0.99057973809014
"AASS","AASS","protein_coding",794.125907114513,0.209495517077989,0.119413410117253,1.75437178179808,0.0793668232508043,0.511302073778864
"AATF","AATF","protein_coding",1919.07470775169,0.137070060941837,0.0621796127279364,2.20442127135111,0.0274947310832075,0.319065797676431
"AATK","AATK","protein_coding",159.5825348867,0.175653171656149,0.219309545146612,0.800937193767473,0.423168006516224,0.859270300157414
"AATK-AS1","AATK-AS1","protein_coding",0,NA,NA,NA,NA,NA
"ABAT","ABAT","protein_coding",137.912420960489,0.354528581221227,0.240200421119314,1.47596985704335,0.139951984379216,0.628307873621223
"ABC13-47488600E17.1","ABC13-47488600E17.1","protein_coding",0.503295340356773,-0.918214832760775,3.88960423086863,-0.236068961842865,0.813379158178233,NA
"ABC7-42404400C24.1","ABC7-42404400C24.1","protein_coding",220.045232772217,-0.2033971298123,0.215009887644763,-0.945989656756393,0.344153861809388,0.810851096368209
"ABCA1","ABCA1","protein_coding",64.9611828104559,0.267391479159748,0.340202426075216,0.785977578833107,0.431880622722456,0.863385631753207
"ABCA10","ABCA10","protein_coding",1.19203964766088,-1.46477255988454,2.54456521802678,-0.575647481741661,0.564853480207889,NA
"ABCA12","ABCA12","protein_coding",3.21258742875638,1.07495436297729,1.94722700826719,0.552043679762783,0.580918427215698,NA
"ABCA13","ABCA13","protein_coding",0.160913729827016,0.927108067810719,4.0804728567969,0.227206037228362,0.820263533422437,NA
"ABCA2","ABCA2","protein_coding",891.149450708462,-0.14746566874829,0.0843020478418934,-1.74925369576856,0.0802471761028137,0.511859904487449
"ABCA3","ABCA3","protein_coding",323.238864129349,-0.0717350707020871,0.195983329328357,-0.366026390856437,0.714345382962025,0.955878959626575
"ABCA4","ABCA4","protein_coding",0.662469222277691,-1.49680004725523,3.56470226916646,-0.41989482830083,0.674562285985113,NA
