"SYMBOL","GENENAME","GENEBIOTYPE","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"A1BG","A1BG","protein_coding",10.0169176081261,-0.561516172028907,0.331344372156333,-1.69466035706191,0.0901398700823733,0.391280898873501
"A1CF","A1CF","protein_coding",0.0168543292824891,-0.981943584249943,5.79033469288261,-0.169583216917829,0.865337922318388,NA
"A2M","A2M","protein_coding",0.0088082480975102,-0.919027160223326,5.78064821243117,-0.158983409204348,0.873681945112207,NA
"A2ML1","A2ML1","protein_coding",933.308889465257,-0.000865688124354992,0.0527511328221835,-0.0164107968500525,0.986906666269075,0.99810703645733
"A3GALT2","A3GALT2","protein_coding",0.0828200553559459,-0.232264016011892,4.03368468552259,-0.0575811036607589,0.954082301789782,NA
"A4GALT","A4GALT","protein_coding",16.7251333499749,0.331505486384578,1.50507920232844,0.220257834851296,0.825670356680343,0.996026269736881
"A4GNT","A4GNT","protein_coding",0,NA,NA,NA,NA,NA
"AAAS","AAAS","protein_coding",106.519804267054,0.161015856027393,0.275862518163781,0.583681527665159,0.55943459753832,0.942694751247714
"AACS","AACS","protein_coding",196.700533095681,-0.0194291660276097,0.419645922065558,-0.0462989511061528,0.96307197531054,0.99810703645733
"AADAC","AADAC","protein_coding",0.246594620418258,-0.0208391931804897,4.93549954190074,-0.00422230678041238,0.996631096619003,NA
"AADACL2","AADACL2","protein_coding",0,NA,NA,NA,NA,NA
"AADACL3","AADACL3","protein_coding",0,NA,NA,NA,NA,NA
"AADACL4","AADACL4","protein_coding",0,NA,NA,NA,NA,NA
"AADAT","AADAT","protein_coding",13.9378394346726,-1.21119372360786,0.880704865363046,-1.37525494776116,0.169052418495718,0.567862081198743
"AAED1","AAED1","protein_coding",11.2380516365448,0.0912438108331413,0.36193613586256,0.252099201467382,0.800964387172548,0.996026269736881
"AAGAB","AAGAB","protein_coding",169.783320443841,-0.0522237493462199,0.483864141812636,-0.107930604550651,0.914050739998964,0.997313486831828
"AAK1","AAK1","protein_coding",119.437189710987,-0.405414637424064,0.256460134949416,-1.58080957691154,0.113921584136156,0.450344466210005
"AAMDC","AAMDC","protein_coding",12.556383727274,0.0193987051125789,0.260286168294419,0.0745283748256509,0.940589964098333,0.997313486831828
"AAMP","AAMP","protein_coding",447.89946546336,-0.175623946933257,0.103190087075682,-1.7019459127353,0.0887655078964859,0.387077152269341
"AANAT","AANAT","protein_coding",0.163181462161212,2.42819319907266,3.26775499855046,0.743076883104695,0.457435134400469,NA
"AAR2","AAR2","protein_coding",170.327701107145,0.00347878298710166,0.123844688629223,0.0280898843996189,0.977590461971198,0.99810703645733
"AARD","AARD","protein_coding",0.358451787061846,0.584946780922333,4.31562340678458,0.135541664734402,0.89218362448629,NA
"AARS","AARS","protein_coding",189.050830551155,-0.298888298572407,0.619924156984382,-0.482136879495627,0.629708712838058,0.963787954915272
"AARS2","AARS2","protein_coding",41.8208077290556,0.0925628785402971,0.533387824180156,0.173537666861014,0.862228823127323,0.996026269736881
"AARSD1","AARSD1","protein_coding",76.7592470379045,-0.0659207233362906,0.267509452877611,-0.246423902509531,0.805354105092226,0.996026269736881
"AASDH","AASDH","protein_coding",50.8575497779798,-0.715276362489881,0.468291302351285,-1.52741756871949,0.126657210491299,0.480349872744113
"AASDHPPT","AASDHPPT","protein_coding",269.634060501137,-0.301779607054944,0.186631179540254,-1.61698387053195,0.105881762624941,0.430776065541143
"AASS","AASS","protein_coding",6.55329515258556,-0.994292169417133,1.94685867386485,-0.510716151493058,0.609549829347213,0.958744565741679
"AATF","AATF","protein_coding",186.374234162816,-0.140639506282474,0.605590150963948,-0.232235458351842,0.816355138708011,0.996026269736881
"AATK","AATK","protein_coding",28.1548577869559,1.59096230415582,0.630635081333855,2.52279384900501,0.0116426631961753,0.0912745056435641
"AATK-AS1","AATK-AS1","protein_coding",0,NA,NA,NA,NA,NA
"ABAT","ABAT","protein_coding",51.8126383813228,-0.468813422570277,0.735514916325102,-0.637394853815662,0.52386767960856,0.928600746243801
"ABC13-47488600E17.1","ABC13-47488600E17.1","protein_coding",1.2424632566076,-1.42657719851558,0.709733820472937,-2.0100172168278,0.0444293666879298,0.243663048979087
"ABC7-42404400C24.1","ABC7-42404400C24.1","protein_coding",7.8443379263422,0.51260245096339,0.558909559314039,0.917147403226592,0.359065403908938,0.817951651033912
"ABCA1","ABCA1","protein_coding",85.1537318080409,-0.510664087338404,0.128566523436845,-3.97198332573141,7.12767100770914e-05,0.00148394582857735
"ABCA10","ABCA10","protein_coding",1.53412669489036,-1.02120809265132,1.10790691373696,-0.921745392134797,0.356661397491681,0.815429662455804
"ABCA12","ABCA12","protein_coding",168.185813775069,-0.360504555877624,0.0897293882754056,-4.01768654402424,5.87723050745809e-05,0.00127948292158559
"ABCA13","ABCA13","protein_coding",11.0130821978993,-0.283530021766282,0.89757678868745,-0.315883861235867,0.752090662083058,0.994208019024489
"ABCA2","ABCA2","protein_coding",124.513331705688,0.0804964847861086,0.167282481497834,0.48120092471937,0.630373703709256,0.963787954915272
"ABCA3","ABCA3","protein_coding",1.66612556747403,1.16633738931505,2.76290079601512,0.422142333520347,0.672921129838053,0.976117130744075
"ABCA4","ABCA4","protein_coding",0.926857223379242,-0.716087136682506,0.710906731139138,-1.00728703965859,0.313796856092404,0.772102140632643
"ABCA5","ABCA5","protein_coding",39.0737973529193,-0.391679600604957,0.447489994182081,-0.875281248066488,0.381420894650669,0.8367274626056
"ABCA6","ABCA6","protein_coding",0.00964155882503486,-0.981935416778159,5.79033480910151,-0.169581802978769,0.865339034372662,NA
"ABCA7","ABCA7","protein_coding",46.8291275740047,-0.109816311881746,0.475979928659,-0.230716266106296,0.817535235892884,0.996026269736881
"ABCA8","ABCA8","protein_coding",0.128423713264506,-2.40890956992463,5.77721899052556,-0.416966982535223,0.676702558277644,NA
"ABCA9","ABCA9","protein_coding",3.89773348038825,0.82953950153574,0.925559930653593,0.89625692952152,0.37011555669548,0.826246731296309
"ABCB1","ABCB1","protein_coding",0.367298504796005,-0.981961485233526,5.79033443812896,-0.169586315907312,0.865335484983371,NA
"ABCB10","ABCB10","protein_coding",152.299797734493,0.0501666411201087,0.181929471566607,0.275747742727554,0.782741823260452,0.996026269736881
