"SYMBOL","GENENAME","GENEBIOTYPE","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"A1BG","A1BG","protein_coding",92.2756642564634,-4.04963697467045,0.795654201996639,-5.08969469966747,3.58640456803806e-07,3.91576825285788e-06
"A1CF","A1CF","protein_coding",245.664333901093,-1.64810495699341,0.720008071731392,-2.28900900101055,0.0220788294128709,0.0577384714305366
"A2M","A2M","protein_coding",4933.50510403259,-5.91915343221561,1.17634962429113,-5.03179778357348,4.85901639336772e-07,5.17245101951243e-06
"A2ML1","A2ML1","protein_coding",7.063300441927,-1.81536597844562,1.92504317308081,-0.943026111741867,0.345667547040527,0.490158709615863
"A3GALT2","A3GALT2","protein_coding",0.156240126036887,-0.622069773263182,5.24161419848695,-0.118679046131009,0.905529637970614,NA
"A4GALT","A4GALT","protein_coding",7.9221829666261,-1.79831041796575,3.14316257093297,-0.572134077503974,0.567231144045296,0.69556587977754
"A4GNT","A4GNT","protein_coding",0.164257031403508,0.179037370851993,5.26764854489785,0.0339881010143332,0.972886639235234,NA
"AAAS","AAAS","protein_coding",845.026929982897,0.255811541201011,0.137355024679958,1.86241123538845,0.0625451466652364,0.133752212060694
"AACS","AACS","protein_coding",1469.9670756104,0.559937934872988,0.137764124031509,4.0644684442295,4.81420513227806e-05,0.000309591283903961
"AADAC","AADAC","protein_coding",41.2741504962938,-1.26090710603968,1.31323098509989,-0.960156377930551,0.336976517598685,0.48154019855025
"AADACL2","AADACL2","protein_coding",0.175589682747092,1.26469457655519,5.26764854491096,0.240087121563379,0.810262717779584,NA
"AADACL3","AADACL3","protein_coding",0.556795036847024,1.14052977963501,5.26764854481939,0.216515921654776,0.828585615800872,NA
"AADACL4","AADACL4","protein_coding",1.03402729857164,-1.9716518583873,3.69352093515001,-0.533813640968904,0.593470475140049,NA
"AADAT","AADAT","protein_coding",292.781799245766,0.796913308771496,0.246400883278809,3.23421449699012,0.0012197780810168,0.00513582621824412
"AAED1","AAED1","protein_coding",351.550778186242,-0.935680254346749,0.258657690964145,-3.61744609587678,0.000297524267493937,0.00153195901160725
"AAGAB","AAGAB","protein_coding",691.519945969288,0.743824232337617,0.215023919201478,3.45926274202384,0.000541656246668922,0.00256374681820892
"AAK1","AAK1","protein_coding",649.695206842217,-0.0710624026901865,0.268843889458443,-0.264325898696578,0.79152880545971,0.865017477500612
"AAMDC","AAMDC","protein_coding",302.272259924078,-0.930443504095234,0.209543625724457,-4.44033313291399,8.9819727966111e-06,6.99699477838398e-05
"AAMP","AAMP","protein_coding",2435.34053957047,0.555508837616737,0.121553727287513,4.57006831475256,4.87565254571836e-06,4.02702676647107e-05
"AANAT","AANAT","protein_coding",1.8183670859806,0.212128900563953,1.69418907973606,0.125209696545205,0.900357540925897,0.938379300964997
"AAR2","AAR2","protein_coding",1269.44333025941,-0.0101332755864577,0.118656761446236,-0.0853999002075341,0.931943472497127,0.958592541224724
