Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54
DRR456169_1	(1, 0.07111378913486159)	(2, 0.016313313691349276)	(3, 0.06183028778854174)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0023574152733163694)	(8, 0.0)	(9, 0.00017444873022541134)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 1.8859322186530954e-05)	(28, 0.0)	(30, 3.06463985531128e-05)	(32, 4.7148305466327385e-06)	(34, 7.072245819949108e-06)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0)	(94, 0.0)	(96, 0.0)	(98, 0.00038190127427725187)	(100, 0.0001626616538588295)
DRR456169_2	(1, 0.01380973867108729)	(2, 0.009509813212558234)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.00021216737459847326)	(9, 0.00024988601897153517)	(10, 1.4144491639898216e-05)	(12, 0.0029844877360185235)	(14, 0.0006412169543420525)	(16, 9.901144147928751e-05)	(18, 5.4220551286276496e-05)	(20, 7.072245819949108e-06)	(22, 0.0002593156800648006)	(24, 0.00015087457749224763)	(26, 6.365021237954197e-05)	(28, 0.00012494300948576759)	(30, 0.00035125487572413905)	(32, 7.072245819949108e-05)	(34, 0.00041961991865031373)	(36, 0.00028996207861791345)	(38, 0.00015794682331219675)	(40, 0.00042904957974357924)	(42, 0.00010844110257255299)	(44, 9.901144147928751e-05)	(46, 3.3003813826429175e-05)	(48, 0.00030174915498449526)	(50, 3.3003813826429175e-05)	(52, 0.0003371103840842408)	(54, 0.0001155133483925021)	(56, 4.9505720739643756e-05)	(58, 6.365021237954197e-05)	(60, 8.958178038602203e-05)	(62, 0.00016501906913214586)	(64, 0.00028524724807128067)	(66, 0.0015818256483952837)	(68, 0.0004243347491969465)	(70, 1.4144491639898216e-05)	(72, 0.00015794682331219675)	(74, 0.00022631186623837146)	(76, 4.243347491969465e-05)	(78, 0.00019095063713862594)	(80, 0.00011315593311918573)	(82, 2.5931568006480063e-05)	(84, 0.00011315593311918573)	(86, 5.893538183290923e-05)	(88, 0.00037482902845730273)	(90, 0.00028996207861791345)	(92, 0.00024752860369821875)	(94, 4.243347491969465e-05)	(96, 7.072245819949108e-05)	(98, 9.193919565933841e-05)	(100, 3.3003813826429175e-05)
DRR456170_1	(1, 0.06833338317958108)	(2, 0.02555933809522633)	(3, 0.05957407673601203)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0024369276681524823)	(8, 0.0)	(9, 9.372798723663393e-05)	(10, 4.260363056210634e-06)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 7.100605093684389e-06)	(28, 0.0)	(30, 2.2721936299790044e-05)	(32, 1.4201210187368778e-06)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 5.680484074947511e-06)	(50, 2.8402420374737555e-06)	(52, 0.0)	(54, 2.8402420374737556e-05)	(56, 0.000244260815222743)	(58, 1.8461573243579414e-05)	(60, 0.0001349114967800034)	(62, 1.9881694262316292e-05)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 4.260363056210634e-06)	(76, 2.2721936299790044e-05)	(78, 1.7041452224842536e-05)	(80, 1.4201210187368778e-06)	(82, 4.118350954336946e-05)	(84, 4.402375158084321e-05)	(86, 1.5621331206105658e-05)	(88, 0.0)	(90, 2.4142057318526926e-05)	(92, 5.680484074947511e-06)	(94, 0.0)	(96, 0.0)	(98, 0.0015181093690297225)	(100, 0.00021443827382926854)
DRR456170_2	(1, 0.01141209250656955)	(2, 0.007591966966167349)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0012497064964884525)	(9, 0.0005538471973073823)	(10, 0.00013065113372379275)	(12, 0.004236220998892107)	(14, 0.0011020139105398174)	(16, 0.0002826040827286387)	(18, 0.000522604534895171)	(20, 7.810665603052828e-05)	(22, 0.0005424862291574874)	(24, 0.0003763320699652726)	(26, 9.940847131158145e-05)	(28, 0.0011673394774017135)	(30, 0.0006234331272254894)	(32, 4.6863993618316967e-05)	(34, 0.0007228415985370708)	(36, 0.0005055630826703286)	(38, 7.526641399305453e-05)	(40, 0.0008094689806800204)	(42, 8.662738214294955e-05)	(44, 0.00018461573243579412)	(46, 1.8461573243579414e-05)	(48, 0.0008208299488299154)	(50, 0.00015763343307979345)	(52, 0.0006021313119444362)	(54, 0.0005680484074947512)	(56, 0.00020875778975432106)	(58, 0.00024142057318526922)	(60, 0.00011360968149895022)	(62, 0.0004473381209021166)	(64, 0.000744143413818124)	(66, 0.00295669196101018)	(68, 0.0009031969679166543)	(70, 7.10060509368439e-05)	(72, 0.00028686444578484937)	(74, 0.0001988169426231629)	(76, 3.1242662412211316e-05)	(78, 0.000186035853454531)	(80, 0.0001675742802109516)	(82, 5.112435667452761e-05)	(84, 0.0004231960635835896)	(86, 0.00010650907640526584)	(88, 0.0006092319170381206)	(90, 0.0006191727641692787)	(92, 0.0011318364519332916)	(94, 1.7041452224842536e-05)	(96, 4.260363056210634e-05)	(98, 0.00013917185983621403)	(100, 6.674568788063326e-05)
DRR456171_1	(1, 0.06892381580809803)	(2, 0.024808303178929788)	(3, 0.059258972893543274)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.002514544886199565)	(8, 0.0)	(9, 8.709596812534807e-05)	(10, 5.619094717764392e-06)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 1.1238189435528783e-05)	(28, 0.0)	(30, 2.669069990938086e-05)	(32, 4.214321038323293e-06)	(34, 1.404773679441098e-06)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 2.809547358882196e-06)	(52, 0.0)	(54, 3.230979462714525e-05)	(56, 0.0002570735833377209)	(58, 1.2642963114969882e-05)	(60, 0.00010114370491975906)	(62, 2.5285926229939764e-05)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 2.809547358882196e-06)	(76, 2.669069990938086e-05)	(78, 1.1238189435528783e-05)	(80, 1.404773679441098e-06)	(82, 2.8095473588821955e-05)	(84, 2.1071605191616468e-05)	(86, 1.2642963114969882e-05)	(88, 0.0)	(90, 2.669069990938086e-05)	(92, 4.214321038323293e-06)	(94, 0.0)	(96, 0.0)	(98, 0.0014918696475664458)	(100, 0.00016997761521237283)
DRR456171_2	(1, 0.01140114318234395)	(2, 0.008352784297956767)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.001421630963594391)	(9, 0.0004916707878043843)	(10, 0.0001278344048291399)	(12, 0.00426067856974485)	(14, 0.0010577945806191467)	(16, 0.00030062156740039495)	(18, 0.000518361487713765)	(20, 0.00010816757331696454)	(22, 0.0005281949034698528)	(24, 0.0003483838725013923)	(26, 8.428642076646587e-05)	(28, 0.0011224141698734371)	(30, 0.0005380283192259405)	(32, 3.230979462714525e-05)	(34, 0.000660243629337316)	(36, 0.00046076576685668007)	(38, 7.1643457651496e-05)	(40, 0.0007768398447309271)	(42, 7.1643457651496e-05)	(44, 0.00016435852049460846)	(46, 1.5452510473852076e-05)	(48, 0.0007782446184103683)	(50, 0.00016716806785349063)	(52, 0.0005773619822502913)	(54, 0.0005590999244175569)	(56, 0.00021773992031337019)	(58, 0.00022335901503113458)	(60, 8.850074180478917e-05)	(62, 0.0004144082354351238)	(64, 0.0006911486502850202)	(66, 0.0029078815164430725)	(68, 0.0008428642076646587)	(70, 9.692938388143575e-05)	(72, 0.0002711213201321319)	(74, 0.0001924539940834304)	(76, 2.669069990938086e-05)	(78, 0.00016857284153293174)	(80, 0.00016014419945628515)	(82, 3.371456830658634e-05)	(84, 0.0004003604986407129)	(86, 8.850074180478917e-05)	(88, 0.0006265290610307296)	(90, 0.0006082670031979954)	(92, 0.001105556885720144)	(94, 1.9666831512175373e-05)	(96, 3.090502094770415e-05)	(98, 0.00012502485747025772)	(100, 4.6357531421556225e-05)
DRR456172_1	(1, 0.06853109852664967)	(2, 0.025512710549153664)	(3, 0.06018932321851345)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0023539070612686123)	(8, 0.0)	(9, 8.569399995517133e-05)	(10, 9.372781245096863e-06)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 8.033812495797312e-06)	(28, 0.0)	(30, 2.276246873809238e-05)	(32, 5.355874997198208e-06)	(34, 4.016906247898656e-06)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 4.016906247898656e-06)	(50, 0.0)	(52, 0.0)	(54, 2.276246873809238e-05)	(56, 0.0002423533436232189)	(58, 1.4728656242295072e-05)	(60, 0.00011113440619186282)	(62, 2.008453123949328e-05)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 1.338968749299552e-06)	(76, 2.544040623669149e-05)	(78, 2.677937498599104e-06)	(80, 0.0)	(82, 2.276246873809238e-05)	(84, 3.34742187324888e-05)	(86, 8.033812495797312e-06)	(88, 0.0)	(90, 2.276246873809238e-05)	(92, 1.338968749299552e-06)	(94, 0.0)	(96, 0.0)	(98, 0.0014420693429956176)	(100, 0.0001914725311498359)
DRR456172_2	(1, 0.011450860744009769)	(2, 0.007857068620889772)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0012157836243639932)	(9, 0.0005088081247338297)	(10, 0.00010443956244536507)	(12, 0.004233819185285184)	(14, 0.0010564463431973466)	(16, 0.0002731496248571086)	(18, 0.0004699780310041428)	(20, 9.104987495236952e-05)	(22, 0.0005061301872352306)	(24, 0.00034679290606858394)	(26, 7.899915620867357e-05)	(28, 0.0011019712806735313)	(30, 0.0005663837809537105)	(32, 2.811834373529059e-05)	(34, 0.0006654674684018774)	(36, 0.00047265596850274187)	(38, 7.364328121147536e-05)	(40, 0.0007578563121035465)	(42, 9.104987495236952e-05)	(44, 0.00017406593740894175)	(46, 1.338968749299552e-05)	(48, 0.0008167709370727267)	(50, 0.00014059171867645295)	(52, 0.0006266373746721904)	(54, 0.0005677227497030101)	(56, 0.00022226881238372563)	(58, 0.0002530650936176153)	(60, 9.104987495236952e-05)	(62, 0.000439181749770253)	(64, 0.0007324159058668549)	(66, 0.0028787828109940366)	(68, 0.0008569399995517132)	(70, 8.301606245657221e-05)	(72, 0.0002664547811106109)	(74, 0.00018209974990473905)	(76, 2.4101437487391937e-05)	(78, 0.00019013356240053637)	(80, 0.0001700490311610431)	(82, 3.6152156231087904e-05)	(84, 0.0003923178435447687)	(86, 0.00011113440619186282)	(88, 0.0006172645934270935)	(90, 0.0006427049996637849)	(92, 0.001087242624431236)	(94, 2.142349998879283e-05)	(96, 3.4813187481788354e-05)	(98, 0.00014059171867645295)	(100, 5.757565621988074e-05)
DRR456173_1	(1, 0.06848932171558395)	(2, 0.025339572146589138)	(3, 0.05964987247891086)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0024696852291818663)	(8, 0.0)	(9, 9.84592117946259e-05)	(10, 4.102467158109413e-06)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 1.640986863243765e-05)	(28, 0.0)	(30, 2.871727010676589e-05)	(32, 5.4699562108125506e-06)	(34, 5.4699562108125506e-06)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 6.8374452635156876e-06)	(50, 2.7349781054062753e-06)	(52, 0.0)	(54, 2.598229200135961e-05)	(56, 0.00024204556232845534)	(58, 1.5042379579734512e-05)	(60, 0.00011213410232165729)	(62, 2.3247313895953338e-05)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 6.8374452635156876e-06)	(76, 3.418722631757844e-05)	(78, 9.572423368921962e-06)	(80, 1.3674890527031376e-06)	(82, 4.6494627791906675e-05)	(84, 3.418722631757844e-05)	(86, 1.2307401474328238e-05)	(88, 0.0)	(90, 1.9144846737843925e-05)	(92, 2.7349781054062753e-06)	(94, 0.0)	(96, 0.0)	(98, 0.0014495383958653258)	(100, 0.0001777735768514079)
DRR456173_2	(1, 0.011298194553433323)	(2, 0.008410057674124295)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0013237294030166373)	(9, 0.00047588619034069185)	(10, 0.00012444150379598552)	(12, 0.0041612691873756475)	(14, 0.0010201468333165405)	(16, 0.0002803352558041432)	(18, 0.0005360557086596299)	(20, 0.00010256167895273532)	(22, 0.0005182783509744891)	(24, 0.00032956486170145614)	(26, 6.974194168786001e-05)	(28, 0.0011049311545841352)	(30, 0.0005593030225555833)	(32, 3.555471537028158e-05)	(34, 0.0006645996796137249)	(36, 0.0004745187012879887)	(38, 8.615181032029766e-05)	(40, 0.0007480165118286163)	(42, 8.751929937300081e-05)	(44, 0.00015042379579734513)	(46, 9.572423368921962e-06)	(48, 0.000775366292882679)	(50, 0.0001449538395865326)	(52, 0.0006016951831893805)	(54, 0.0005428931539231456)	(56, 0.00020649084695817377)	(58, 0.00023384062801223653)	(60, 7.794687600407883e-05)	(62, 0.00042802407349608204)	(64, 0.0007042568621421158)	(66, 0.002803352558041432)	(68, 0.0008328008330962108)	(70, 7.931436505678198e-05)	(72, 0.00028307023390954946)	(74, 0.0001859785111676267)	(76, 1.9144846737843925e-05)	(78, 0.00016546617537707966)	(80, 0.00016136370821897024)	(82, 3.418722631757844e-05)	(84, 0.0003911018690730974)	(86, 9.435674463651649e-05)	(88, 0.0006345149204542559)	(90, 0.0006112676065583025)	(92, 0.001144588337112526)	(94, 1.777735768514079e-05)	(96, 3.6922204422984714e-05)	(98, 0.00013674890527031375)	(100, 5.46995621081255e-05)
